FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_K562	HINTBCN_H1hesc_protection_mean	HINTBCN_H1hesc_protection_median	HINTBCN_H1hesc_protection_std	HINTBCN_K562_protection_mean	HINTBCN_K562_protection_median	HINTBCN_K562_protection_std	HINTBCN_protection_ks_stat	HINTBCN_protection_ks_pvalue	HINTBCN_H1hesc_tc_mean	HINTBCN_H1hesc_tc_median	HINTBCN_H1hesc_tc_std	HINTBCN_K562_tc_mean	HINTBCN_K562_tc_median	HINTBCN_K562_tc_std	HINTBCN_tc_ks_stat	HINTBCN_tc_ks_pvalue	HINTBCN_H1hesc_fos_mean	HINTBCN_H1hesc_fos_median	HINTBCN_H1hesc_fos_std	HINTBCN_K562_fos_mean	HINTBCN_K562_fos_median	HINTBCN_K562_fos_std	HINTBCN_fos_ks_stat	HINTBCN_fos_ks_pvalue	HINTBCN_H1hesc_flr_mean	HINTBCN_H1hesc_flr_median	HINTBCN_H1hesc_flr_std	HINTBCN_K562_flr_mean	HINTBCN_K562_flr_median	HINTBCN_K562_flr_std	HINTBCN_flr_ks_stat	HINTBCN_flr_ks_pvalue
SRF	-0.2054848492	8.3513662778	8.1458814286	0.0907385000512	0.0660075235683	0.0895534598968	0.132181533506	0.106021320391	0.117155110813	0.00272980201894	-57.3384030781	0.709769960687	0.716248594141	0.076058675834	0.581792026612	0.592215930043	0.0329432672032	-0.424292794017	-148.692337403	0.562370997892	0.561274357095	0.0435854295435	0.559959189358	0.561101193469	0.0163813190739	-0.00343971822067	-113.591087017	0.312851092075	0.31216331417	0.0189601534662	0.313600334849	0.312474492797	0.0425765039097	0.0528236855573	-14.5032705075
STAT3	-0.2035441402	10.0107785	9.8072343598	0.0445843765139	0.0324103565797	0.0443682903433	0.057058031568	0.0451686814403	0.0545681522905	0.0556099196473	-38.8926576608	0.671833535059	0.678631975788	0.0985083938038	0.579824257038	0.596695169257	0.0308857925212	-0.374587922559	-90.3801523067	0.46023050191	0.447748711776	0.0726845404887	0.428160026169	0.428513212615	0.0176788120893	-0.251867146199	-300.0	0.28711820245	0.282666066189	0.0654969092487	0.281705790424	0.281962004661	0.0155557502243	-0.122755500573	-129.040109058
HOXA5	-0.2024921587	3.5496091111	3.3471169524	0.0907150916198	0.0710454366625	0.0834252181294	0.0586563827424	0.0447095147671	0.0563573573256	-0.00332773000681	-138.130370516	0.62397108544	0.632866560637	0.0466141061999	0.582676872644	0.593164749451	0.0311714379658	-0.0376095936597	-90.5806497366	0.51194393135	0.513053005392	0.0266072299065	0.515645533215	0.513592332816	0.0572326544185	0.0143487934204	-141.043062258	0.272567969741	0.272353942139	0.0128243187792	0.273658156302	0.272640243843	0.0390553703416	0.106870433959	-3.351473426
SREBF2	-0.1732940608	9.1103612778	8.9370672169	0.0941524442705	0.0740644858865	0.0809499516091	0.0597915197545	0.0451388955623	0.0569363825391	-0.0223675661718	-90.7570290968	0.626081885076	0.634700006504	0.0686550744142	0.578308299441	0.591476030843	0.0323176214049	-0.0440996054471	-103.719027975	0.520792201765	0.522177859185	0.0207923200705	0.522695243514	0.523394817158	0.0446704435307	0.0197306961659	-88.4356288262	0.251305184723	0.251305174359	0.0131086609932	0.252466863064	0.251649048285	0.0380174944649	0.0965860527391	-4.52894414896
HOXA9	-0.1727359074	3.0796356111	2.9068997037	0.103690044552	0.0746104566695	0.0995801141826	0.14567839151	0.115846116924	0.126436299109	0.011018373089	-29.3991425616	0.580939310411	0.58665592254	0.0293559171896	0.582346958814	0.589797080869	0.0635406128731	0.320500820739	-6.24363907825	0.470068211793	0.470318225717	0.0193826494445	0.470138884371	0.472655470488	0.0490487210558	0.00170373432652	-59.2597863255	0.288799113057	0.28875179238	0.0100449033945	0.290508023915	0.289386667266	0.0346074638713	0.0378053736503	-15.0435017927
FOSL2	-0.1563748122	5.7409766111	5.5846017989	0.140522682406	0.11096889371	0.11964607513	0.0928474287438	0.0714328498254	0.083281730953	-0.0117827051464	-132.141507322	0.576010600961	0.589154589623	0.03332259435	0.60791848086	0.616897737849	0.0661924819911	0.11192687175	-64.8139863748	0.542227067655	0.534345757434	0.0641295047234	0.525483601152	0.52861518246	0.0239183259663	-0.123611590222	-300.0	0.257574967795	0.25727545595	0.0401944281889	0.256507010524	0.256988980976	0.0137792136901	-0.0593034171536	-215.858889562
TCF12	-0.1484424405	8.6383393611	8.4898969206	0.0973745965143	0.0774075216286	0.0823167819169	0.0589461762329	0.0451435138095	0.054485836929	-0.0441696499249	-299.999863171	0.579594247348	0.590314613529	0.0319388934499	0.585684893526	0.594235499058	0.0505458580408	0.428077755353	-5.73835658488	0.43060601059	0.429560309872	0.0248604951944	0.431766850386	0.430433866865	0.0530617157881	0.0313867908026	-192.004189742	0.286254428297	0.285916930379	0.0129290164135	0.287002436773	0.286443262122	0.0341797532985	0.0972230183624	-10.5238318256
SOX10	-0.1468324868	5.24596	5.0991275132	0.128665218652	0.101561634555	0.113697586012	0.075641446507	0.0565837288106	0.0718356856035	-0.0472767485786	-294.119629214	0.627881420105	0.635703216844	0.0498665620636	0.582543503778	0.591989944809	0.0307125201993	-0.0888274298576	-131.514809027	0.473494424438	0.471199019248	0.0232237624094	0.474098668797	0.472046497768	0.0465273567829	0.0576157629976	-105.65496087	0.290806907418	0.290511061529	0.0211005454628	0.292735388946	0.29113854181	0.0440025006895	0.0767621745288	-10.9583303821
FOXP2	-0.1347974762	2.351259	2.2164615238	0.101487305023	0.0753771831615	0.0897770339316	0.135852375678	0.107516431216	0.115412503438	0.0474741748833	-48.6350987891	0.711770350721	0.718411448532	0.05993638727	0.587397113272	0.596741624127	0.0306463030915	-0.423126425153	-283.131767718	0.459805610242	0.462396092862	0.0386972738233	0.454445860014	0.458226066112	0.0166544303664	-0.0358273339421	-300.0	0.325810150505	0.325489727406	0.0124394848649	0.326311514985	0.326053506009	0.0332519482163	0.0476974261691	-38.7852387247
ATOH1	-0.1075542619	4.6970676111	4.5895133492	0.0375620296096	0.0286796950728	0.0342855338903	0.0548450729506	0.0431082871247	0.0470842930837	0.00262189702874	-80.9526340772	0.581761140086	0.593138761957	0.0346669179231	0.604583832874	0.613531851167	0.0723262787122	0.20200751079	-14.7053248878	0.496617351846	0.489419797275	0.0575784470285	0.481846179228	0.484793863592	0.019852550837	-0.140041489725	-300.0	0.261142733751	0.260636720977	0.0406059381731	0.260674412461	0.260057615892	0.00794534731715	-0.0568840282706	-146.770746407
PPARG	-0.1072274577	2.7755172778	2.6682898201	0.127271624903	0.0996032244005	0.118195033254	0.0806881208884	0.0609270883728	0.0793821401665	-0.0110126319671	-113.188304008	0.579599222406	0.589061301454	0.0330451634936	0.583695922983	0.592990321773	0.047662847898	0.422995099369	-3.29667807782	0.467879866538	0.466992930723	0.0489757979849	0.462464783795	0.465407471825	0.021732057843	-0.0300339213026	-200.719176572	0.230635450079	0.230974545402	0.0124947400472	0.231905234625	0.23168267314	0.0342347235513	0.0482572387523	-23.1838564541
GATA3	-0.0812258624	4.4545267778	4.3733009153	0.110830572104	0.0828111877203	0.0963176987061	0.133240981152	0.10800862545	0.116688773249	0.0782754994944	-24.1953999021	0.676124757262	0.684658651996	0.0821842859775	0.584578109205	0.596170568681	0.0330108109246	-0.382306420001	-101.863614866	0.398502467795	0.386591627737	0.0679428556913	0.368939905083	0.370986243587	0.0180591638627	-0.232017004433	-300.0	0.324763564296	0.324586343973	0.0409507865945	0.323768262645	0.323788314037	0.00684408806121	-0.0822759307864	-142.919921101
NR2F1	0.0013346402	5.3702576667	5.3715923069	0.0676043275953	0.052623135201	0.0614760943298	0.0485218698566	0.0380648892422	0.0442801286471	-0.0554935152324	25.6891532036	0.580943236692	0.594784276119	0.0322577440792	0.656596735066	0.665254442522	0.0672936431051	0.29060123011	136.828183112	0.356265851358	0.357394917528	0.0472172832612	0.352887340577	0.354861525266	0.020510635824	-0.00658756335481	44.9680597562	0.299746992656	0.299751857314	0.0128973991771	0.301158473448	0.301103284548	0.026984349506	0.00825120981172	25.6549135049
SOX17	0.009083373	6.3657267222	6.3748100952	0.0973942914607	0.0756719557993	0.0812516851963	0.151103461601	0.120972760044	0.117193570257	0.0455571370709	210.39759362	0.58772512108	0.595796976019	0.0287755524022	0.667796578491	0.674030906902	0.0600351137786	0.373976990124	185.842359246	0.59193946091	0.591155648566	0.0206247189661	0.600427323045	0.597550555418	0.0468382498458	0.0512054428933	300.0	0.276184394808	0.274360364376	0.0450247953859	0.273473707815	0.273012612021	0.0192280354097	-0.00200653878904	30.438637656
NKX2-5	0.0132755053	5.8370343889	5.8503098942	0.0747958729652	0.0555988806733	0.0735906686609	0.127460844564	0.101344323775	0.110879888396	0.0607345721481	176.810251797	0.590634344917	0.597495944338	0.0518541851556	0.582325796048	0.590502630847	0.0312576562585	-0.390743044464	6.20057280835	0.556242830535	0.557491774002	0.0204563300931	0.559640449487	0.56026737234	0.0458726813411	0.00610575377568	133.393492201	0.245038899285	0.245169386283	0.0137700655209	0.247319896058	0.246596180982	0.027724667672	0.00892809531463	30.0101352075
HLF	0.0136273545	3.2289502222	3.2425775767	0.153951388049	0.120610100768	0.127250145381	0.113363781154	0.0866690730654	0.100132195677	-0.0346361737316	16.6930890802	0.577716655238	0.599832613664	0.0339376380815	0.747563909665	0.75673679451	0.100828421728	0.446144213567	86.8078635832	0.410951768651	0.408584403461	0.0287696966841	0.429750750013	0.411623468525	0.0856609497822	0.0420917223942	41.6727948065	0.26056102282	0.26074102731	0.0176177245343	0.267158716905	0.262346323223	0.061015500607	0.0456067201184	40.6052062529
HNF1A	0.0615635265	4.7222006111	4.7837641376	0.068521553145	0.0543232501143	0.0612623841982	0.0529621091572	0.0380736283579	0.0501527810524	-0.0574588577878	16.4454404756	0.580483033415	0.595891489641	0.0319266010359	0.707516740492	0.714125413829	0.0843628189787	0.418835828896	176.514300659	0.470768648177	0.472627814454	0.0141799676599	0.473150961318	0.475548875295	0.0400903429483	0.036830391685	134.577936287	0.254741496995	0.255883527448	0.012184986041	0.258896913423	0.257566343231	0.0330711767684	0.105979493781	87.5686930952
NR2E3	0.0628757619	4.0700125556	4.1328883175	0.100559108407	0.0771779763656	0.0844681200649	0.160388244382	0.127271737555	0.131023818217	0.0344583537903	28.3171961121	0.512165866275	0.518785836058	0.0249006639005	0.573431828018	0.585253457614	0.0778347954939	0.314857841071	30.1130873952	0.380521626807	0.380248668537	0.0379320975978	0.379440383139	0.379585061673	0.0135742677893	-0.00595333492367	27.4206965014	0.294752459096	0.292696805893	0.0359778773887	0.291712485475	0.291071616721	0.0101078468816	-0.00552476201952	20.873261044
PAX2	0.0664314656	5.2315701111	5.2980015767	0.0973937915202	0.0746668673067	0.0888944660774	0.147945648522	0.117040363813	0.124192718151	0.00651360136714	48.2231557155	0.599620857599	0.607050794805	0.0518328889972	0.586073291454	0.593826811125	0.0303066970109	-0.248004380643	6.52953690775	0.447592618315	0.44346877477	0.0314224377774	0.471884456013	0.455604399974	0.0818649143748	0.0655175776627	78.3774491788	0.295752416811	0.296392035636	0.0154930858222	0.304200509921	0.298285930867	0.069595528208	0.0504462209112	46.5665651991
PAX5	0.0677025556	4.4629486667	4.5306512222	0.0784551321636	0.059574187606	0.0722166127856	0.124548829734	0.0991863002859	0.10916460916	0.013878224109	186.932663134	0.604485681629	0.614064972097	0.0671740381257	0.578970578367	0.591973839363	0.0338411335567	-0.156881205579	92.414671499	0.469652330167	0.464711015376	0.0479272016277	0.462515862731	0.461109317506	0.0219071617667	-0.00387752371209	146.701421013	0.28651459602	0.286204475246	0.0170407407389	0.29068656021	0.28791365127	0.0574231599599	0.0207244212989	46.3301592304
RXRA	0.0741517989	6.7146771111	6.7888289101	0.0567367868408	0.0432898159573	0.0542000048247	0.091833603735	0.0725954219061	0.0787356797265	0.0238210341296	204.769367701	0.584427152065	0.593985120489	0.0324828809616	0.656190502981	0.664749901787	0.0522049514571	0.303862223241	300.0	0.58659920682	0.588312041228	0.023315983564	0.592874825104	0.592731827885	0.0497419765339	0.0192707775887	245.226067141	0.277715388822	0.278133883735	0.0122855496848	0.280507327377	0.279599369361	0.0454232427621	0.0212010334798	47.5310672218
HINFP	0.0912427619	7.6395064444	7.7307492063	0.129421180214	0.101595080218	0.111632554291	0.0878432188395	0.0654694001385	0.081020939511	-0.0125143113118	19.0425450986	0.550761620955	0.55783084907	0.0361611183228	0.582150849399	0.596167365716	0.0503111746537	0.115186309454	11.4943299503	0.401529418017	0.398120323873	0.0375315689939	0.418965998145	0.411137764285	0.086095043003	0.0501358640926	32.5690478755	0.291013146354	0.29120431936	0.0176570124706	0.295006306042	0.292974763073	0.0486461519225	0.00968935104587	26.4173468935
MYOG	0.0953743757	5.0492238889	5.1445982646	0.0862627046454	0.0681766186158	0.0784759438885	0.159129284868	0.143313595496	0.112464884732	0.162126327303	300.0	0.544041069412	0.551470637131	0.03319573235	0.584951999144	0.58865115408	0.0361524154454	0.0733803485288	35.6352596835	0.465452832845	0.461834236077	0.0323170121347	0.507095652245	0.491127482187	0.0836836203042	0.17797908423	300.0	0.32454989527	0.32358246888	0.0254650479012	0.345090450165	0.325911478845	0.128696380855	0.0786514450292	106.454415452
NKX3-2	0.1025526878	5.7578586667	5.8604113545	0.0840209818622	0.0641809276008	0.0783565998079	0.12664871397	0.102490901303	0.111652048531	0.0148928723742	56.1806243917	0.585482771134	0.592382747322	0.0726584014466	0.580911266329	0.589752003358	0.0327020269088	-0.330557943932	4.65174853779	0.428576717562	0.428908619543	0.0176942882587	0.433839911085	0.431996275368	0.0415256733746	0.0353919530891	87.6755739348	0.265409255238	0.264474766136	0.0131211688677	0.267625631965	0.266441871788	0.0295517373086	0.0168347814402	31.0577201055
EBF1	0.114694918	3.7254591667	3.8401540847	0.0542657906115	0.0408832827792	0.0530423667606	0.0912102656028	0.071586164612	0.0829240042581	0.0357218163747	300.0	0.612356693505	0.620766869704	0.0513532389464	0.582152219983	0.591169087084	0.0306257334521	-0.0372648207719	151.901915945	0.548063644583	0.545663960196	0.0202381871582	0.55364960757	0.551844083495	0.0421493675302	0.0128051504295	300.0	0.277545236663	0.277740506866	0.0162176418567	0.280341705032	0.279445001834	0.0348971993777	0.0236703528173	82.7776764068
HNF1B	0.1372934497	3.1828106667	3.3201041164	0.133925322815	0.107471532363	0.115718506313	0.103721145146	0.0736349715503	0.110241758786	-0.0330344382278	17.6595846255	0.600619001098	0.606793414622	0.110916980261	0.571569193801	0.590941653349	0.0299935545667	-0.278274523536	7.99963282625	0.439341305497	0.441019632143	0.0153188639239	0.441692277667	0.443670682281	0.0412240724913	0.0451516605665	89.8639940211	0.256698278493	0.256735687701	0.0100677230521	0.258297454213	0.258240625675	0.0272648965804	0.0526394456807	41.9895735084
ESR1	0.1494903069	3.9774695556	4.1269598624	0.0672336929068	0.0545952648947	0.0581882767242	0.0541684295883	0.0400826744601	0.0494510374037	-0.0580471074726	36.4946628543	0.584065536408	0.598801976383	0.0348580530589	0.749307595735	0.757607759998	0.0824895363611	0.44112712203	300.0	0.296235347098	0.298818191745	0.00861589042884	0.29853486639	0.300091588509	0.0259384706719	0.0725905884012	300.0	0.265586420993	0.265804424242	0.010023623655	0.267433929151	0.26745376608	0.0285365609769	0.089967000577	90.6766513887
NR2C2	0.1552944868	7.6477857778	7.8030802646	0.0562359664338	0.0428347420095	0.053860228268	0.0875804451161	0.0683861628245	0.0788405866579	0.00497160893959	299.999997926	0.602811333966	0.612123237632	0.0529058486164	0.575875820148	0.587936255365	0.0349281571987	-0.134184213792	82.4784073768	0.479995756697	0.479616875214	0.0238370644722	0.490516384614	0.48574760138	0.0511423246139	0.0372884154848	300.0	0.28689126377	0.286594160867	0.0153533378741	0.290823202973	0.288813223971	0.0490035467184	0.0394367861126	121.158617536
FOXC1	0.183250754	6.6542359444	6.8374866984	0.158235141648	0.12334643056	0.139055794766	0.112576555471	0.0815145766079	0.0977730216794	-0.0199212816103	12.3320614786	0.505327894859	0.514201728257	0.034703332002	0.577645848986	0.589445364488	0.052870958212	0.283794980198	18.3408360638	0.489706615346	0.492030731877	0.0355542863905	0.491425383694	0.494727838618	0.077134254723	0.00061622035023	17.9211416194	0.435777485554	0.436804258386	0.0217603473082	0.441028808427	0.440101408695	0.0566807095692	0.0312195444696	22.862469495
NRF1	0.2133622169	6.468081	6.6814432169	0.0685422489019	0.0555300196993	0.0568810291456	0.049590201099	0.0376842985168	0.0413058469237	-0.0173395113918	50.6965955358	0.588183820833	0.598721593682	0.0269716404552	0.672852016904	0.678352138104	0.0787723336269	0.380966199413	218.144649878	0.422174951516	0.424292979092	0.0176726791382	0.423479813235	0.425187328941	0.0443161687883	0.0121961359746	118.047136582	0.308204264318	0.307924057893	0.0189214788516	0.313019699632	0.310654114501	0.0412470067898	0.17059389395	129.176073079
HNF4A	0.2292460529	4.6226812222	4.8519272751	0.056482840774	0.0425770590311	0.0544232557541	0.0892527742059	0.0709900082935	0.0765631067446	0.0306482761244	195.344789876	0.600091201529	0.609035643342	0.070435025561	0.578164985366	0.591330950659	0.0340779887874	-0.191277445486	39.8541145931	0.607206471148	0.61035043005	0.0168270291123	0.614807899288	0.615365457966	0.036550475958	0.109192975398	300.0	0.289189366547	0.288750733383	0.0122235938191	0.292433950676	0.29147923291	0.0348369244573	0.0742691073086	125.280186383
LHX3	0.2294760397	5.8396682778	6.0691443175	0.0697894931001	0.0571144571817	0.0614502918295	0.0524427405121	0.0374861779157	0.0501142938561	-0.0187394231424	20.3057478917	0.579335869943	0.597579229135	0.0319099605997	0.652390246515	0.658435269983	0.0938614476159	0.283328598721	137.958304033	0.471304031879	0.472925385724	0.00844882002053	0.471381980893	0.473204192673	0.0205185892389	0.108356765018	300.0	0.279792732121	0.280386488589	0.0119874922689	0.283025013333	0.282562482799	0.0300547731216	0.132027034523	138.197230434
FOXL1	0.2431875291	6.5360874444	6.7792749735	0.0646713269765	0.0498828127685	0.0613585105205	0.0516244920917	0.0365925041205	0.0455307746242	-0.0644875042937	14.9610402395	0.588406239972	0.601010574493	0.0309294560473	0.749464308956	0.755838076202	0.0816440489499	0.452374169778	229.509203773	0.538545479923	0.540091073182	0.0114129071255	0.538981563981	0.541455191918	0.0290444406504	0.115969384357	228.792882383	0.531192712132	0.48443049409	0.318969106573	0.763411124034	0.990955471552	0.338954904192	0.21284117412	58.6533504386
RUNX2	0.2524618492	4.7753810556	5.0278429048	0.0880897977333	0.0659499258655	0.0851662778677	0.138896330519	0.110090908056	0.122499133165	0.0308035183463	193.696251298	0.604499676294	0.612445235974	0.0616783131568	0.581880074118	0.591801235003	0.0313528318377	-0.172509883495	56.96115764	0.614936650489	0.616248998192	0.0179424626418	0.622797912018	0.622369719514	0.040910926319	0.0855481253401	300.0	0.2659771854	0.266208998397	0.0156862196366	0.270153799773	0.268781154234	0.0359689120464	0.10928705913	144.161262021
FOXI1	0.2527243095	4.8473536111	5.1000779206	0.0697773610943	0.0558217485257	0.0583497191612	0.0520522905615	0.0384126147383	0.0491892339273	-0.0207495556726	44.54760169	0.58285243132	0.597823327656	0.0301284445968	0.709489568153	0.716614912113	0.089096169735	0.431982253256	300.0	0.385137766312	0.387138078827	0.0118942015097	0.386177110753	0.388035786427	0.028316789544	0.0424036052452	252.823975067	0.241796422838	0.242684509353	0.0120479960075	0.246146277302	0.244954915727	0.0320184631346	0.144319937827	198.469489197
FOXA2	0.2621107354	5.80296	6.0650707354	0.134078358899	0.105334573387	0.113650425373	0.094312260473	0.0700160237683	0.0875469072852	-0.0168063478551	51.1625686351	0.585215353099	0.599713668343	0.0316632879577	0.70479022494	0.712404873447	0.0825716682669	0.419530645115	241.172472904	0.428959653285	0.431075656751	0.0116841990421	0.429335514406	0.431283173662	0.0286089797107	0.061529169702	278.227154303	0.31228604877	0.311743258541	0.0108629322158	0.31407141797	0.314476258	0.0257784602016	0.128816057243	201.68166983
HSF1	0.2691316561	6.99869	7.2678216561	0.0894737850123	0.0660974890589	0.087205330224	0.143022775411	0.114161088898	0.124298449889	0.0352124699966	147.277704556	0.589125169552	0.595308138947	0.0304702825429	0.670210386561	0.677084478515	0.047923803836	0.364007027851	179.911637388	0.509477808344	0.508807342289	0.0227187699949	0.518171662938	0.513876330295	0.0518106766482	0.0372616406596	203.65874587	0.320677092998	0.320736858231	0.0132518180903	0.322822685771	0.323089496584	0.0360852078095	0.0732304507068	90.8301770292
E2F4	0.2733595026	8.0240553333	8.297414836	0.0777790353103	0.0600128832689	0.0682034824165	0.123512957698	0.0985579106129	0.106295179912	0.0226770157661	300.0	0.584542750909	0.593979782606	0.0479171580793	0.581809522217	0.590182289927	0.0333066315616	-0.430374018653	2.60675946951	0.54183163108	0.539519577428	0.0238696267781	0.558313060697	0.552394984225	0.0550405358238	0.0831840726043	300.0	0.336762478304	0.336622600627	0.0192341941954	0.342604366497	0.339677438238	0.0628655617352	0.0486500671961	129.484603291
ZNF143	0.2803748095	6.154257	6.4346318095	0.082454916701	0.0616846528941	0.0773987868778	0.130725506565	0.104252798996	0.109044923644	0.04328624002	99.4682113722	0.588593925738	0.600588805502	0.0308583480213	0.724620098217	0.730787105664	0.0678203715688	0.445492596129	179.211283241	0.525606829462	0.527259117128	0.021857355424	0.531948729617	0.532083346154	0.0479320214461	0.035673014265	141.750027926	0.215155607973	0.2155672665	0.0125529722433	0.218235389796	0.217341063452	0.0386751899526	0.0415733340853	47.2673774413
FOXP1	0.2832819392	6.9324866111	7.2157685503	0.110089388872	0.0890675304748	0.0890498848498	0.0812794130364	0.0594636948731	0.0740697830692	-0.00667280034852	114.579060416	0.589329278707	0.600786928948	0.0305173445986	0.755538252207	0.762688846745	0.0701628862204	0.455036480541	300.0	0.470693380033	0.472282153083	0.0103802806277	0.47204272578	0.47395343243	0.0238196492738	0.101118269981	300.0	0.370662724616	0.373330972582	0.0147298830879	0.37159093123	0.374126971024	0.0373992592316	0.0689300659066	300.0
FEV	0.287073381	6.4151153333	6.7021887143	0.0366223362205	0.027777266451	0.0339591441503	0.0574605925999	0.0464454282976	0.0494726995737	0.0523775053385	179.124988683	0.573543055772	0.588843095262	0.0933490982599	0.568788477633	0.577030445896	0.0337958794015	-0.277998793156	11.8217929441	0.548174339262	0.545589931396	0.0211047879535	0.563327377138	0.555723437655	0.0535509191029	0.116791116612	300.0	0.305902552033	0.305983792546	0.0187154040249	0.312460723897	0.309038974612	0.0643893757371	0.128128497089	259.525859025
TFAP2A	0.3036580992	3.46334025	3.7669983492	0.0546216181095	0.0405912364046	0.053785546946	0.0895095437817	0.0695745956801	0.0810477239329	0.0299458973145	300.0	0.609544760678	0.618054091435	0.0553460394308	0.579729268597	0.591886555004	0.0328638726634	-0.0640282038525	131.769638546	0.643208446649	0.64352886794	0.0187298196026	0.653247081929	0.651674851019	0.0373675497819	0.109725775021	300.0	0.296496925557	0.296694859754	0.0137850592771	0.302558203284	0.300174958944	0.0484853988636	0.154922946228	300.0
FOXQ1	0.3141935317	6.1010293889	6.4152229206	0.138604896849	0.109207220295	0.111891009709	0.103834122353	0.0769865845034	0.093823847204	-0.0287800588445	25.1602274024	0.60509534403	0.610826776458	0.0698522226912	0.588099623994	0.595836062488	0.0311340784879	-0.280845694205	12.1781682318	0.585986967229	0.589781221562	0.0171753524602	0.588316392413	0.590844599264	0.0411485950947	0.0477306977704	168.800383437	0.330940896095	0.330830359419	0.0149509659724	0.334031030216	0.334298124483	0.0214683860805	0.230371405809	248.510018371
ELF5	0.3373030741	3.2673951111	3.6046981852	0.0489914640193	0.0368754091773	0.0441067772273	0.0742969241759	0.0588234607378	0.0627578690012	0.0295849865878	113.164656627	0.582210797027	0.59861715939	0.0313601231346	0.696506050886	0.703646817041	0.0867039949396	0.418596001843	156.065304585	0.545172443995	0.545340021777	0.0170838410599	0.554732931774	0.55204766032	0.0415404087599	0.141188082312	300.0	0.287842647168	0.288161478627	0.0125301305477	0.293196963562	0.291248096963	0.050715117492	0.140046285631	182.648635451
ZNF263	0.3405215608	6.3759042222	6.7164257831	0.0490352290362	0.0377599283583	0.0463291113702	0.0325882853569	0.0248189887026	0.0310152906069	-0.00894669814617	300.0	0.583233685832	0.5950969596	0.0305679044273	0.669496121352	0.677494102426	0.0662093064116	0.364342843417	300.0	0.54825343166	0.547001084015	0.0187840413329	0.559074418274	0.555274631689	0.0413249377568	0.0981764528352	300.0	0.297376066301	0.297720236142	0.0198953188211	0.303412807275	0.300984719528	0.050388368929	0.109651211223	300.0
E2F3	0.3468039153	7.6233014444	7.9701053598	0.0596172791433	0.0459226059688	0.0543773321948	0.0951230477881	0.0751203712319	0.0847599931327	0.0265031653818	300.0	0.585041253712	0.593324070132	0.0320123743866	0.618319575935	0.6273417611	0.0452567647903	0.00975521932054	150.746245378	0.554155860428	0.552071899304	0.022782792553	0.566934756037	0.562575323646	0.049090564559	0.0631248171246	300.0	0.304928048431	0.303971844926	0.0219640611353	0.312103654978	0.307414119762	0.0672049184378	0.0676660482622	213.102036115
PAX4	0.3612699048	4.8246142222	5.185884127	0.100409611703	0.079032993368	0.092492652356	0.0705964655183	0.0536539258105	0.0686124807995	-0.0193406167253	129.987652464	0.600985937811	0.609875377688	0.0735750259505	0.576359501024	0.591973586704	0.0328389694463	-0.24565337863	41.0364878435	0.435931932729	0.436440489417	0.0165782215908	0.443073377762	0.44178362632	0.0390683011241	0.103602653036	300.0	0.403991653736	0.370977165718	0.26031043446	0.631894346358	0.696410054124	0.333348484731	0.2376958562	113.857857624
ESRRA	0.3644815	7.2754227222	7.6399042222	0.0378267194053	0.0286300153679	0.0343811411993	0.062942324082	0.0490242512592	0.0545721931824	0.0518973451551	147.503448307	0.584343121993	0.593262094207	0.0538540959062	0.577340300732	0.584428311915	0.0325004644815	-0.345410021345	9.77518628192	0.612151126527	0.614368436725	0.0176440067586	0.61846407975	0.619814442392	0.0393071058464	0.100226632071	300.0	0.223483359846	0.223150400353	0.0119913313825	0.226418750598	0.225687067746	0.0343817077546	0.0730732384767	113.309519111
T	0.3738660185	5.3688017222	5.7426677407	0.0626765280513	0.047462604655	0.0607400794453	0.0943137454165	0.0791156371256	0.0755905390135	0.0260864906013	54.460138041	0.583086764689	0.592589444773	0.0587539750101	0.569174994204	0.578203256082	0.033708317974	-0.206394132321	11.7469568259	0.461714055867	0.46326002038	0.022508137123	0.470832098812	0.468787220591	0.0549426753039	0.0497307954361	94.1424040146	0.260263963758	0.260572879333	0.0138569623722	0.263834810523	0.263420581515	0.0294597979985	0.113224893918	64.1423593979
EN1	0.419525881	5.5023358333	5.9218617143	0.0932324709666	0.0686523602024	0.0859465013866	0.143822560023	0.113298333732	0.123964685374	0.0158930741932	48.83567857	0.620725236549	0.629391744413	0.0926906416234	0.576630383868	0.594640279201	0.0353185805293	-0.0553695693069	35.1938656394	0.454250399046	0.457670866048	0.0313112245735	0.461316640846	0.462324775452	0.0666636993674	0.0283539835649	81.0755896436	0.268063290405	0.268188662588	0.0112721584987	0.273157237768	0.271586146045	0.0458271113533	0.150974761153	87.9200609563
FOXD1	0.4319428095	4.8520043333	5.2839471429	0.161103293163	0.128205647378	0.137054439701	0.117042059954	0.0874168389526	0.100862969487	-0.0220613877652	30.5868350243	0.590048608723	0.600574752389	0.0310594061918	0.710097653735	0.715553315906	0.0619752128355	0.438573545964	133.340097742	0.524096554511	0.529213707926	0.0208332697026	0.527412273317	0.530643051354	0.0507682776421	0.0315942521885	166.210436384	0.27824476896	0.278708963192	0.0147235043342	0.282636016145	0.282232867379	0.0317730935191	0.226398261539	300.0
