FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_K562	FLR_85_H1hesc_protection_mean	FLR_85_H1hesc_protection_median	FLR_85_H1hesc_protection_std	FLR_85_K562_protection_mean	FLR_85_K562_protection_median	FLR_85_K562_protection_std	FLR_85_protection_ks_stat	FLR_85_protection_ks_pvalue	FLR_85_H1hesc_tc_mean	FLR_85_H1hesc_tc_median	FLR_85_H1hesc_tc_std	FLR_85_K562_tc_mean	FLR_85_K562_tc_median	FLR_85_K562_tc_std	FLR_85_tc_ks_stat	FLR_85_tc_ks_pvalue	FLR_85_H1hesc_fos_mean	FLR_85_H1hesc_fos_median	FLR_85_H1hesc_fos_std	FLR_85_K562_fos_mean	FLR_85_K562_fos_median	FLR_85_K562_fos_std	FLR_85_fos_ks_stat	FLR_85_fos_ks_pvalue	FLR_85_H1hesc_flr_mean	FLR_85_H1hesc_flr_median	FLR_85_H1hesc_flr_std	FLR_85_K562_flr_mean	FLR_85_K562_flr_median	FLR_85_K562_flr_std	FLR_85_flr_ks_stat	FLR_85_flr_ks_pvalue
MYCN	-5.5083089259	9.2460594444	3.7377505185	0.102361097593	0.0800114547537	0.0565952543896	0.0716994485153	0.0561340206186	0.0412583568876	-0.151831356352	-300.0	0.659208242158	0.670092218231	0.0714887384748	0.600609154466	0.619874992901	0.0348881864657	-0.049438691209	-300.0	0.603913911242	0.601810215612	0.0538521375391	0.560268297179	0.554825319958	0.0299136462477	-0.406041169399	-300.0	0.337415312893	0.335527441439	0.0726775276604	0.304998402586	0.301468990526	0.0241688992119	-0.567231357834	-300.0
PBX1	-5.4704016931	10.0427314444	4.5723297513	0.0754880187687	0.0639629141198	0.0289189782787	0.056630039508	0.0497380534645	0.0201762553692	-0.125848228596	-300.0	0.701564053923	0.708152832463	0.0523246608481	0.623249608171	0.635402661043	0.0262278465605	-0.419029722856	-300.0	0.414636177693	0.414527658412	0.0451142555113	0.375465084492	0.376626198925	0.0247971186942	-0.397971668682	-300.0	0.318737194057	0.316743263768	0.0397328453979	0.285503052198	0.285966046064	0.017276946529	-0.680926406926	-300.0
TCF7L1	-3.9938700212	9.0248868889	5.0310168677	0.096604124501	0.0803596446544	0.0475367243558	0.0697688444293	0.0560292980648	0.0355416642877	-0.132472721059	-300.0	0.710786858877	0.718590649174	0.0544067980372	0.632918245827	0.647444751062	0.026468820713	-0.380899975317	-300.0	0.496566130861	0.496721374056	0.0427732948377	0.463887152961	0.463320909441	0.0230241535517	-0.34529871833	-300.0	0.344953113497	0.345125157081	0.0493387616072	0.316391217608	0.318618965464	0.0180007535634	-0.599397968844	-300.0
TP53	-3.9536696865	9.9692148611	6.0155451746	0.0670346090231	0.0567484237758	0.0283471064055	0.0480917620416	0.0396389776042	0.0214961892525	-0.186344143302	-300.0	0.625544285177	0.641974398859	0.0283982826511	0.662476713544	0.670955643509	0.0623247582631	0.0411393748563	-236.081267253	0.565453220267	0.566949464036	0.0715322294169	0.528359921745	0.527316078911	0.0328652272548	-0.282727612027	-280.398458425	0.290877800383	0.290091757886	0.0528016035428	0.268968781734	0.268901984068	0.0196758137616	-0.515674799892	-300.0
ETS1	-3.5009108624	6.8488314444	3.347920582	0.0919638310043	0.0760735410107	0.0434050751508	0.0714124501418	0.0584842869852	0.0355387676192	-0.0520054078737	-300.0	0.673100044474	0.681868951564	0.0602662016391	0.625702522929	0.641423209802	0.0289321664103	-0.0313703573991	-300.0	0.531054907758	0.530272991252	0.0512751898224	0.505321419053	0.502901107505	0.0250665180116	-0.252591872529	-300.0	0.334520130701	0.334313450569	0.0568747786611	0.316830704216	0.314935230536	0.0190911681201	-0.453217949574	-300.0
TCF7L2	-3.3969730503	8.5839345	5.1869614497	0.104290370778	0.0833550012287	0.0527167554446	0.0719632872595	0.0594492014957	0.0372631254892	-0.186955266601	-300.0	0.725518560319	0.7315711953	0.048666048397	0.641253271964	0.651637695665	0.0238579588858	-0.443137597312	-300.0	0.497984713289	0.497746406725	0.0405555810384	0.466279116007	0.467489346915	0.0207131837985	-0.358057215282	-300.0	0.331177468749	0.329687476447	0.0415603568377	0.316886561729	0.313373291662	0.0212968509874	-0.452457159804	-300.0
AR	-2.8208135212	6.4303512778	3.6095377566	0.0595826927635	0.0463927575625	0.0292491302817	0.0415916215517	0.0334540369919	0.0216120225223	-0.147381549897	-300.0	0.695108438835	0.701793033996	0.0512870497615	0.636364197717	0.647176960529	0.0247633849543	-0.231385650322	-300.0	0.533578508718	0.535434381386	0.0553403847616	0.509205539672	0.508074526061	0.0279702697517	-0.209275504545	-164.382385266	0.314464559044	0.312902600247	0.045587010248	0.30384144773	0.300494200431	0.0174583391661	-0.391541181868	-300.0
SRY	-2.631585418	4.77859	2.147004582	0.113192235177	0.0976340272564	0.0680141843469	0.0706828152233	0.0606940374154	0.0446656400398	-0.0426570089386	-300.0	0.642577425948	0.653194852242	0.0228262191418	0.667624810005	0.673760318523	0.0493216623428	0.105687983291	-238.113529301	0.471019944632	0.471740961478	0.0477767956394	0.442071125122	0.443470159062	0.0245565661901	-0.296440346861	-300.0	0.321535749901	0.320959551694	0.0364283510953	0.307021169919	0.307020326329	0.0179284966182	-0.539964051023	-300.0
TFAP2C	-2.4588811349	5.9932067222	3.5343255873	0.115134668423	0.102687489061	0.0324911052814	0.09548748992	0.0873327081541	0.0224745698957	-0.060507704674	-300.0	0.756275836983	0.763580321698	0.0538098681689	0.646571404711	0.661986820317	0.0260712624556	-0.456592657403	-300.0	0.433108708557	0.432554629642	0.0499139773335	0.420535263449	0.419198822299	0.0265454666816	-0.0649216780775	-300.0	0.308294085833	0.308193580404	0.0669146109521	0.303273694563	0.297635487641	0.0224133109793	-0.236054302006	-300.0
ZNF354C	-2.2219494577	4.5824435	2.3604940423	0.0359764560213	0.0280999010843	0.0343347340414	0.0516939509771	0.0386883594071	0.0432694003182	0.0901624788325	-300.0	0.705961139576	0.712693246726	0.0543210049312	0.643229156615	0.657138208434	0.0235779648968	-0.239625563053	-300.0	0.405797148736	0.406073873038	0.0435738161999	0.392826239173	0.392054998156	0.0199452560209	-0.131621467462	-239.675335077	0.314165339067	0.314006035032	0.0508229625266	0.309786693316	0.305108112939	0.0196217515727	-0.265565315442	-300.0
