FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_K562	FLR_95_H1hesc_protection_mean	FLR_95_H1hesc_protection_median	FLR_95_H1hesc_protection_std	FLR_95_K562_protection_mean	FLR_95_K562_protection_median	FLR_95_K562_protection_std	FLR_95_protection_ks_stat	FLR_95_protection_ks_pvalue	FLR_95_H1hesc_tc_mean	FLR_95_H1hesc_tc_median	FLR_95_H1hesc_tc_std	FLR_95_K562_tc_mean	FLR_95_K562_tc_median	FLR_95_K562_tc_std	FLR_95_tc_ks_stat	FLR_95_tc_ks_pvalue	FLR_95_H1hesc_fos_mean	FLR_95_H1hesc_fos_median	FLR_95_H1hesc_fos_std	FLR_95_K562_fos_mean	FLR_95_K562_fos_median	FLR_95_K562_fos_std	FLR_95_fos_ks_stat	FLR_95_fos_ks_pvalue	FLR_95_H1hesc_flr_mean	FLR_95_H1hesc_flr_median	FLR_95_H1hesc_flr_std	FLR_95_K562_flr_mean	FLR_95_K562_flr_median	FLR_95_K562_flr_std	FLR_95_flr_ks_stat	FLR_95_flr_ks_pvalue
EGR2	-0.9853411587	4.5985511111	3.6132099524	0.472129756771	0.48983358884	0.170367091415	0.30146965319	0.319613072224	0.0760431721868	-0.0381010197293	-216.414805006	0.778013348687	0.785076670789	0.0610848154143	0.646886638358	0.665255295049	0.0277192910514	-0.427153264804	-300.0	0.478868815011	0.475788770024	0.039449581768	0.4785830428	0.470533473385	0.0197937336657	-0.00119451745892	-300.0	0.336356874344	0.334908029162	0.0697064998965	0.333939147628	0.330732568733	0.0241081129438	-0.0740713803303	-300.0
REST	-0.9317503519	8.5147308333	7.5829804815	0.31739657478	0.350336872484	0.0987472982239	0.490261209691	0.540423969384	0.215264834595	0.00309464992753	-54.2961336851	0.622512245946	0.625624435035	0.0308065269126	0.642878907586	0.658618998092	0.0600230938948	0.0802786985369	-300.0	0.555254855469	0.555431204363	0.0426271713505	0.550114183608	0.548704943849	0.0239070478573	-0.00255541254172	-300.0	0.298556278194	0.295389693653	0.0519354217275	0.294548925027	0.292856909945	0.0185775195655	-0.0401447230001	-299.986240918
RFX5	-0.9070030291	7.3384705	6.4314674709	0.539305309458	0.589536198839	0.223224689379	0.329878973219	0.358273079079	0.107171458812	-0.0160825647515	-52.4490714831	0.735956569118	0.74177112975	0.0568714162979	0.653165321206	0.669132011931	0.0259178608596	-0.292274578007	-300.0	0.425247117235	0.424720937707	0.0310661908293	0.421393252504	0.419766060882	0.016281937965	-0.0389542734955	-300.0	0.315825858361	0.311931648643	0.0582709880855	0.31174110508	0.309047079354	0.0204605803003	-0.0615296212656	-299.949673449
SOX3	-0.8815224709	7.0991445556	6.2176220847	0.562944569743	0.602996023813	0.193104937971	0.405773305348	0.433291729343	0.0859521078498	-0.0252589275211	-22.7528091584	0.709559215442	0.714240823503	0.0476479800136	0.663766360326	0.673695801693	0.0254671227067	-0.0272044375403	-300.0	0.501090546337	0.502180170068	0.0297775634322	0.492470449822	0.496551206241	0.0158773925159	-0.186009872708	-300.0	0.290109540689	0.289395848596	0.0388026524919	0.287889417453	0.285762740719	0.0181095847792	-0.154609891107	-300.0
FOXD3	-0.6445018836	6.6675806667	6.0230787831	0.529168275537	0.582360435955	0.209698119626	0.327772497036	0.368488439276	0.0919708066755	-0.0390666022792	-20.8979739262	0.669083086503	0.671943668602	0.0182650583234	0.674841227563	0.683436091844	0.0442823092245	0.101091334075	-300.0	0.384188898913	0.386086638183	0.0270630513946	0.378243832036	0.383404640888	0.0125348285343	-0.199448797054	-300.0	0.341219040129	0.342462495539	0.0165615732771	0.344580757516	0.343467493469	0.0369345878028	0.0773379684109	-32.8379406783
HNF4G	-0.6026098016	2.9244216111	2.3218118095	0.544486736069	0.599880053991	0.212113502815	0.33395072708	0.370814511693	0.103531812757	-0.0471433221055	-11.2530859477	0.65807983335	0.669139727536	0.0211308532664	0.671753938906	0.676013886778	0.0503301815758	0.319512015317	-102.159359235	0.492823406879	0.494141644275	0.027020150438	0.488734702901	0.491082236323	0.012017554744	-0.190950470169	-300.0	0.328357094296	0.328284121732	0.0381128692999	0.321201170867	0.323764193346	0.0160437971682	-0.143078607099	-159.585428554
SOX9	-0.5931329762	6.5152251667	5.9220921905	0.432726385344	0.464657292039	0.0916751666059	0.611145437084	0.638435925521	0.219353403259	0.0190813058791	-7.72517862975	0.708272754793	0.713487411701	0.0484281550836	0.663528244898	0.674202351691	0.024206645324	-0.0462368637785	-300.0	0.55876753014	0.559193171277	0.0344481083212	0.552933745023	0.555826591568	0.0159153850208	-0.14247416757	-300.0	0.325370423804	0.323751903309	0.0377312332431	0.318371871028	0.320165936473	0.0224627928152	-0.188253174118	-196.430406828
NKX3-1	-0.5837772725	5.3454291667	4.7616518942	0.486122619776	0.494288321784	0.224796345397	0.31534531535	0.336479130563	0.107752958931	-0.0218916477188	-6.18944698646	0.656218857727	0.665633430945	0.0493280965526	0.611048450315	0.615304827215	0.0212343992054	-0.223235419628	-300.0	0.51932404633	0.520508595867	0.0412032044596	0.513475817352	0.517462764514	0.0163621812726	-0.206012456458	-300.0	0.259677619058	0.259371372464	0.014937887543	0.26351826205	0.260353638867	0.0458473581722	0.00878077971844	-26.8692728779
INSM1	-0.5296980979	6.7003285	6.1706304021	0.569949589714	0.592564133255	0.176785995943	0.395032674428	0.411995759977	0.079234431663	-0.00886232047888	-77.8031045094	0.786005663818	0.789517853993	0.050740846266	0.669207498607	0.684269815787	0.0250714245525	-0.43165287396	-300.0	0.471340538087	0.469172873053	0.017048074853	0.471821999936	0.47147152541	0.0305168799792	0.112621685759	-300.0	0.300076041103	0.299309799785	0.0207014609576	0.303922109901	0.300458701893	0.0556495691284	0.0438232611651	-130.398678232
ERG	-0.4811139683	3.9203937778	3.4392798095	0.549231103935	0.58416518234	0.195408184783	0.356746074884	0.381906005042	0.0931390536566	-0.0333312382139	-86.8021416114	0.647586141666	0.662018952948	0.0288908538725	0.666490081112	0.670181169554	0.0567295656388	0.361476707373	-300.0	0.449851131251	0.449148783765	0.0314705895174	0.449490360464	0.447353222252	0.0156713364397	-0.0146547796969	-300.0	0.308486535059	0.309322140572	0.0169174282053	0.310248159366	0.309504719553	0.0463935897743	0.0940345198338	-56.616136088
STAT1	-0.4733130873	8.6787737222	8.2054606349	0.533204082469	0.59110594554	0.242074944706	0.327812217748	0.361307313582	0.103380784116	-0.0124537303466	-27.2261480794	0.752329869079	0.757159804477	0.0470933600625	0.661245315831	0.672791301126	0.0218090742591	-0.362552047291	-300.0	0.504282049402	0.502473697481	0.037864756214	0.503334779157	0.500535814448	0.0176739862671	-0.0120705054599	-300.0	0.330998831668	0.330624903617	0.0426310655773	0.330805644732	0.329113966544	0.0173418714868	-0.0106238645159	-130.382588193
USF1	-0.4081315146	7.4895785833	7.0814470688	0.297405536401	0.320789108744	0.0934340160529	0.50004860798	0.530135204736	0.205844551566	0.0046669075385	-32.1788551898	0.620034400962	0.642165968483	0.0779370885542	0.591655098173	0.597201441669	0.038183355049	-0.0125238818942	-300.0	0.474528129599	0.472346560157	0.0171993296283	0.47710333582	0.473614733157	0.0396742051412	0.0244316553167	-300.0	0.340764852172	0.339599460432	0.0222283392372	0.350353105187	0.339767848019	0.0845384522759	0.0482135537949	-47.0098500252
EGR1	-0.3866965344	8.4510034444	8.0643069101	0.464726943971	0.488693007621	0.169479140754	0.297221562003	0.313876042611	0.0746438609502	-0.012635314698	-300.0	0.771252422729	0.777606925196	0.0625982548327	0.648400977015	0.666965393799	0.0280106378273	-0.371899166541	-300.0	0.503523177567	0.500775971034	0.0193460590997	0.507885800985	0.500830863251	0.038534850621	0.150392941159	-300.0	0.342365171164	0.342504379274	0.0246357912584	0.35095908495	0.342729752815	0.0757151545204	0.0776198092192	-224.892082081
CTCF	-0.3682107037	8.924475	8.5562642963	0.330416486828	0.360181478394	0.0987217907475	0.507391048049	0.552017967261	0.196914518915	0.0224209587035	-138.415693719	0.746586179559	0.751865814468	0.0516883618162	0.662600995562	0.67658463999	0.0246602450153	-0.3022529842	-300.0	0.550006207522	0.547728079725	0.0177255376062	0.550668787192	0.548800903268	0.0322563648015	0.090808097127	-300.0	0.32872161673	0.329080207858	0.0196321263973	0.333604074233	0.330467853649	0.0468457862605	0.0388646510533	-300.0
MAFB	-0.3502367328	5.0393535	4.6891167672	0.569216998339	0.605295482657	0.224405558632	0.314388456463	0.346091885936	0.114129511513	-0.0488212729067	-35.2570358629	0.707639641541	0.713403077625	0.0574316088999	0.651040195548	0.6661839426	0.0265435240516	-0.077183143397	-300.0	0.4098180919	0.409695301362	0.0193828082957	0.418835035562	0.410363885462	0.047190500033	0.105898803872	-179.76201626	0.318030869331	0.31847820156	0.019028370675	0.324907759004	0.318855545041	0.055135844665	0.0310180553201	-69.6363526772
E2F1	-0.3329436296	7.4081001111	7.0751564815	0.588014088413	0.607194500918	0.200319915697	0.373820821725	0.392924752513	0.0917735725219	-0.0223569093221	-93.4590505395	0.726104271325	0.731408960303	0.0684366472042	0.631520488578	0.647387169983	0.0294530299115	-0.189594510497	-300.0	0.419999905239	0.417958251343	0.0203692822098	0.424475664156	0.418938989662	0.0400170391622	0.145989155872	-165.721483483	0.325496314399	0.312810057045	0.0827310924398	0.308817262241	0.309225861523	0.0229055865377	-0.0708114501968	-300.0
STAT4	-0.3171848783	2.786079	2.4688941217	0.646511294176	0.697804424882	0.235806231527	0.421710197339	0.453560474568	0.102264506815	-0.0359685070103	-22.2284382582	0.755596970098	0.759924317853	0.043501960361	0.66890321265	0.678939298186	0.0198979990916	-0.363336468266	-300.0	0.635725612176	0.636285884083	0.0321595988731	0.634574527787	0.635630365348	0.0145147671602	-0.0496194979801	-300.0	0.289682385062	0.289170546343	0.0227794598109	0.29183393455	0.28943952827	0.0403887472078	0.0740739449767	-21.525775355
MAFK	-0.2998918466	6.9924892222	6.6925973757	0.479251930378	0.51802243841	0.185284795206	0.291453730899	0.314185851958	0.101543145256	-0.0684709031966	-23.66976	0.704579396144	0.709079023154	0.0485220955928	0.657294877494	0.66784872666	0.0216705790058	-0.0668728466182	-300.0	0.386878097651	0.385504868906	0.0364953298508	0.384593894656	0.385228588823	0.0146324100852	-0.00269528501269	-300.0	0.266143795529	0.262052248314	0.0474034700295	0.25732414782	0.258348462999	0.0173416428706	-0.065095275473	-181.745604392
NFYA	-0.2796747566	8.3467323333	8.0670575767	0.574771286662	0.613448975543	0.209701921299	0.324194855014	0.347177980094	0.100858219166	-0.0700762733862	-123.235102215	0.728158187335	0.738604895462	0.0921996281406	0.61268843989	0.645687180712	0.0376487885387	-0.121405059808	-300.0	0.454719693384	0.45186547028	0.0208877669808	0.471529048496	0.454933811264	0.0567862738157	0.0565403402408	-294.506675516	0.378814623538	0.34178337172	0.145507014933	0.342287741171	0.338359998073	0.0398212442847	-0.040313685217	-128.55979129
GABPA	-0.261986254	8.661842	8.399855746	0.553254054599	0.588722025809	0.212300485177	0.318504319714	0.344046443788	0.111350820125	-0.00365305288187	-65.8825340564	0.608483113493	0.628283988738	0.0368759646597	0.623440413083	0.630142151512	0.0800214706633	0.329486680136	-283.533839488	0.57246105057	0.568740690682	0.0190806680914	0.580332197774	0.571358628771	0.0434061757608	0.1042389671	-241.668987556	0.304822257792	0.304009870082	0.0262674146009	0.313236023398	0.306883723369	0.0854006604629	0.0404121513202	-73.2409352244
YY1	-0.2405441005	9.2155432222	8.9749991217	0.568139939751	0.62613835747	0.199427109373	0.34202415947	0.371984293905	0.105578145877	-0.0677637458289	-46.7956505042	0.760980429723	0.767931425071	0.0539930307542	0.658144118838	0.672961413713	0.0254788910041	-0.34498365503	-300.0	0.516100742337	0.516581049764	0.0212542406242	0.517562619853	0.516767104971	0.0425022483752	0.0348161568562	-300.0	0.354123056506	0.352748698094	0.0211818393148	0.36655694911	0.354539713364	0.0637497927791	0.000222966619952	-78.8752935623
KLF4	-0.2292124233	4.3891591111	4.1599466878	0.488717808807	0.505956110607	0.17273920223	0.305177003559	0.317097776159	0.0727915087271	-0.0179264834321	-300.0	0.751976512086	0.758709693599	0.0717406939191	0.645028415874	0.668568934703	0.0316694085804	-0.258550288315	-300.0	0.523809100812	0.520222543548	0.0196083550083	0.531315868251	0.522654587423	0.0420654435283	0.096821612247	-300.0	0.331075367401	0.33002225579	0.0276837840709	0.337297661576	0.330164253519	0.0913137032875	0.0725438488529	-183.636559111
SRF	-0.2054848492	8.3513662778	8.1458814286	0.343892175622	0.386604955789	0.112486401677	0.504807165934	0.513495163019	0.215533944163	0.0613834654418	-13.539024827	0.769768753117	0.77363839295	0.0472144689574	0.667407895627	0.678436106134	0.0194073427028	-0.40217111441	-300.0	0.45841298652	0.459577391814	0.0326278002706	0.458116608538	0.459119720341	0.0145945117489	-0.0171647319698	-300.0	0.316593106051	0.316651229574	0.0240703218937	0.322264241035	0.317781269489	0.0486473894139	0.039637958684	-35.6176634671
STAT3	-0.2035441402	10.0107785	9.8072343598	0.509029043172	0.563185485259	0.223902587148	0.309563203758	0.351869918953	0.10793224423	-0.0196699422945	-21.0186777966	0.628602523426	0.64301942604	0.0226792012573	0.648259904653	0.651855921649	0.061043628251	0.277178874025	-260.749091565	0.482585503202	0.470400438557	0.0489084470094	0.469356542361	0.469915438417	0.012365994349	-0.119947055894	-300.0	0.295366225251	0.288777595253	0.0641456617731	0.284190639046	0.285862466155	0.0195785755266	-0.094690738993	-168.455113584
HOXA5	-0.2024921587	3.5496091111	3.3471169524	0.505988692311	0.549543778739	0.212770103119	0.306452962318	0.337937752812	0.0997140095015	-0.0120085164622	-35.7823858726	0.709460913376	0.714419423187	0.0511726699799	0.660912791174	0.674607996147	0.0248492124356	-0.0314854633053	-300.0	0.62763587783	0.628256348355	0.0177571521091	0.629504500827	0.628916778903	0.0325969858297	0.0637098294407	-300.0	0.329448636341	0.330322295248	0.0184227010196	0.330559136882	0.330384348455	0.0446200993259	0.0732045227728	-35.5031173656
SREBF2	-0.1732940608	9.1103612778	8.9370672169	0.564759523967	0.575333776842	0.236044427603	0.33794174226	0.365840834125	0.103035804344	-0.00999207423149	-20.0931886741	0.719296362935	0.724942415048	0.0523615523927	0.661431591541	0.6749020831	0.0234622289724	-0.143977525399	-300.0	0.524408315741	0.525511469415	0.0158632730568	0.525537876893	0.526342718275	0.0320566023968	0.0128418536905	-300.0	0.309161570184	0.309634123411	0.015628326529	0.315514719512	0.310615583244	0.0466567536036	0.0479095415352	-36.1343649599
HOXA9	-0.1727359074	3.0796356111	2.9068997037	0.547780566295	0.575766492959	0.197244585487	0.327280006285	0.338183835932	0.0969492098157	-0.0814775965275	-11.3027194893	0.659589706399	0.670953819507	0.0210592431913	0.668434567822	0.672843877885	0.0506796179109	0.340809534385	-86.1110229943	0.370384971279	0.372425751413	0.0325163031656	0.369797612189	0.371833815976	0.0133196878514	-0.0799324881959	-300.0	0.299089141331	0.299573122741	0.015767372738	0.299427844183	0.299607743584	0.03957829424	0.0152061204196	-32.6406604036
FOSL2	-0.1563748122	5.7409766111	5.5846017989	0.526733136395	0.577814433772	0.210982931002	0.324445757954	0.361513941249	0.110686064687	-0.0319774157814	-30.260294418	0.772565275876	0.77614090853	0.0454989364648	0.662085173509	0.67108940106	0.0200777301172	-0.405803641993	-300.0	0.562088795193	0.557043828617	0.0447013703744	0.554780326724	0.555993351488	0.016063977829	-0.113487586243	-300.0	0.267161830843	0.267061374603	0.0423404029559	0.263435628138	0.26509847385	0.0180420836374	-0.0120666547691	-168.637397967
TCF12	-0.1484424405	8.6383393611	8.4898969206	0.568243983306	0.621104456676	0.227507735011	0.342383041504	0.377765762864	0.117355274476	-0.0490304404525	-60.8699318669	0.713246361142	0.716841821719	0.0511948773423	0.659680892637	0.673137727128	0.0254633452589	-0.0613462679407	-300.0	0.62535699427	0.62440941464	0.0152013504557	0.625700947608	0.6256792182	0.0282484193619	0.0776068598836	-300.0	0.318518137442	0.31679401005	0.0157342071144	0.318680484446	0.320148296258	0.0385648414514	0.0584377674999	-121.366276792
SOX10	-0.1468324868	5.24596	5.0991275132	0.307522368719	0.337280252087	0.0987850086619	0.490869373788	0.532414408025	0.204275802916	0.00222053634523	-54.7690705543	0.654472109816	0.670057285309	0.0289656849094	0.677409356737	0.680687337052	0.057968908176	0.35165471462	-300.0	0.520946642702	0.519406984999	0.0210657844587	0.521449580831	0.5204784615	0.0366988123876	0.135219381402	-226.483930726	0.335525290909	0.335444397577	0.0189446861416	0.339530708402	0.336061796417	0.0531819765985	0.0791387435197	-41.0880446563
FOXP2	-0.1347974762	2.351259	2.2164615238	0.351949648578	0.379472270454	0.0962551032656	0.524915384258	0.569403711426	0.216973365248	0.00400247906416	-19.2073116242	0.660037711665	0.670580488373	0.0552975494652	0.557824191321	0.561738746534	0.0230664772017	-0.374086956676	-300.0	0.513552186217	0.516646485883	0.0314820031404	0.510983976497	0.515470302439	0.013187111879	-0.0736226419236	-300.0	0.328593604697	0.329370317498	0.0171015789366	0.330648009776	0.329886804655	0.0401124824773	0.0739506452829	-27.9959840726
ATOH1	-0.1075542619	4.6970676111	4.5895133492	0.349535523081	0.372252565368	0.0950372384359	0.537570892183	0.575564737448	0.22130793757	0.0055172769765	-15.3079079604	0.651993659596	0.661957948439	0.0215956086795	0.687284285631	0.690683242164	0.0514175870283	0.104899331776	-300.0	0.668472583373	0.666091056733	0.0336274200961	0.663361238796	0.664246164362	0.0106761851204	-0.190177990026	-300.0	0.290196769598	0.290286245839	0.0418173061704	0.287641085068	0.289191500954	0.0160687980149	-0.010522341135	-117.035585516
PPARG	-0.1072274577	2.7755172778	2.6682898201	0.368888319478	0.407281901994	0.123055579314	0.554236119904	0.592470691703	0.251009712298	0.0661291904865	-20.6325864971	0.770359431707	0.772421837821	0.0445548164931	0.671103107637	0.682038991613	0.0215588666644	-0.389739550084	-300.0	0.583707365331	0.585622958209	0.0214225190109	0.587198320516	0.587252963561	0.038827078257	0.0356104206044	-300.0	0.262504904337	0.263140737152	0.0176118869926	0.267318128552	0.264385329755	0.0391817285383	0.0256026617987	-66.6981092117
GATA3	-0.0812258624	4.4545267778	4.3733009153	0.320919420079	0.357372623617	0.107368421168	0.502990072374	0.557178608809	0.206704957559	0.0327267441536	-11.1753715487	0.636772574728	0.649725031733	0.0196562008785	0.646762749657	0.650061756774	0.0586346606192	0.232132743528	-300.0	0.426692379834	0.413132291579	0.0630645067398	0.410509539335	0.411791224636	0.0146405736588	-0.145577858622	-300.0	0.327458518976	0.327657818799	0.0471420122583	0.325997279843	0.323737127581	0.015964195021	-0.0979205402347	-193.989021247
NR2F1	0.0013346402	5.3702576667	5.3715923069	0.269211935651	0.301476846848	0.107174461975	0.539602319241	0.582096217368	0.178161804553	0.130537853886	13.5151627517	0.664330428113	0.6754093101	0.0215593962673	0.729615465176	0.73477090164	0.0488146514892	0.200177925974	300.0	0.395161335678	0.396321856675	0.0181377899018	0.396706489592	0.398208732554	0.0344658947343	0.00902092598923	280.776423315	0.240344395203	0.234227791204	0.0480292119396	0.232921061625	0.232544285312	0.0183187784181	-0.013734563772	27.9115585311
