FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_K562	Boyle_H1hesc_protection_mean	Boyle_H1hesc_protection_median	Boyle_H1hesc_protection_std	Boyle_K562_protection_mean	Boyle_K562_protection_median	Boyle_K562_protection_std	Boyle_protection_ks_stat	Boyle_protection_ks_pvalue	Boyle_H1hesc_tc_mean	Boyle_H1hesc_tc_median	Boyle_H1hesc_tc_std	Boyle_K562_tc_mean	Boyle_K562_tc_median	Boyle_K562_tc_std	Boyle_tc_ks_stat	Boyle_tc_ks_pvalue	Boyle_H1hesc_fos_mean	Boyle_H1hesc_fos_median	Boyle_H1hesc_fos_std	Boyle_K562_fos_mean	Boyle_K562_fos_median	Boyle_K562_fos_std	Boyle_fos_ks_stat	Boyle_fos_ks_pvalue	Boyle_H1hesc_flr_mean	Boyle_H1hesc_flr_median	Boyle_H1hesc_flr_std	Boyle_K562_flr_mean	Boyle_K562_flr_median	Boyle_K562_flr_std	Boyle_flr_ks_stat	Boyle_flr_ks_pvalue
YY1	-0.2405441005	9.2155432222	8.9749991217	0.419742018765	0.363801857218	0.227435306395	0.300811180709	0.278135798479	0.127868435615	-0.0154253682646	-167.501943098	0.626835909429	0.635100962152	0.0662214559253	0.580248798432	0.590836233965	0.0325524314262	-0.0561829378481	-136.991711729	0.468200133603	0.466178839535	0.0259689386394	0.468462132473	0.467364893953	0.0538674665018	0.0686200596302	-48.9596504212	0.342760066379	0.345667905354	0.0185607803897	0.346111140187	0.347213649816	0.0529056045736	0.0138579893897	-78.3273271603
KLF4	-0.2292124233	4.3891591111	4.1599466878	0.476894917348	0.475668899279	0.167160253465	0.315477117766	0.29914542193	0.098801650677	-0.141589669086	-300.0	0.616446399806	0.625643391541	0.059574166193	0.57842165996	0.589245722105	0.0326404590086	-0.0464062988864	-292.571700733	0.448400201708	0.443923716418	0.0294956385116	0.466985231874	0.453713050296	0.0667151804369	0.00733192276282	-300.0	0.329534641641	0.328111899274	0.0245510070774	0.332893626061	0.329003888795	0.0812999727318	0.0710488769551	-243.991372411
SRF	-0.2054848492	8.3513662778	8.1458814286	0.271309397197	0.248894865937	0.137156363866	0.348828456028	0.270176574312	0.231041655438	0.0520225881449	-69.2277683186	0.70213712631	0.708281373771	0.0728497979339	0.582170866944	0.592501969361	0.034108827928	-0.421647989537	-149.762832711	0.482155633671	0.481590525745	0.021230881738	0.483475412587	0.481782125136	0.0493794944027	0.0497814114289	-47.6388058039	0.31292079647	0.31216331417	0.0183299802065	0.316654549216	0.313734738881	0.046967094088	0.00333149064558	-94.0042898358
STAT3	-0.2035441402	10.0107785	9.8072343598	0.253983249986	0.231587264886	0.12292251507	0.319310685965	0.257481106725	0.202759834947	0.0514141485531	-61.3098255526	0.623412387483	0.631507270549	0.0908200346042	0.579319919386	0.593606742466	0.0345910677737	-0.0329753710109	-35.8465186235	0.406077965554	0.396306965119	0.06560588016	0.384605827128	0.383214789367	0.0210453313932	-0.125233424217	-235.145776617	0.285349279759	0.282190333979	0.0615790300398	0.281600343476	0.281962004661	0.015827180739	-0.0644219507266	-177.811221463
HOXA5	-0.2024921587	3.5496091111	3.3471169524	0.26604916951	0.243814184164	0.125279046841	0.354065099361	0.279215080957	0.220750740378	0.0276103732936	-130.030842332	0.620372326762	0.628088877033	0.0445653325917	0.582701732499	0.592070524188	0.030503991839	-0.0246587031756	-90.2439149956	0.517686496542	0.517927454062	0.0281361405744	0.520582498758	0.518624802027	0.0558369437351	0.064263693105	-86.7878436807	0.325356990426	0.325603050019	0.0164339781197	0.326632298881	0.326516932313	0.042345477539	0.0419342905684	-74.6211799844
SREBF2	-0.1732940608	9.1103612778	8.9370672169	0.398482772399	0.334873282915	0.229499786137	0.303393449527	0.289890572215	0.129421768279	-0.00254143398779	-98.1936746432	0.623945616993	0.633253939892	0.0683536005525	0.578008507853	0.590473706732	0.0329896412762	-0.0448953420919	-113.376096463	0.485113770847	0.48549458958	0.0221539763349	0.488437613673	0.487108424276	0.045873425377	0.0236093344675	-84.0437908338	0.305263290197	0.304905134909	0.0145085930957	0.30919950264	0.306459894692	0.0410894128812	0.0337356719461	-59.0692599035
HOXA9	-0.1727359074	3.0796356111	2.9068997037	0.31353106064	0.252713359807	0.225056715771	0.225526885338	0.21886810431	0.123050781106	-0.0129452199779	-51.7497099102	0.579917617367	0.585216632735	0.029465243975	0.581486630991	0.591599175957	0.0705200529247	0.301417140315	-7.78851593219	0.41782412915	0.41853878152	0.0208832901158	0.418459505755	0.419696339195	0.0483613267871	0.0540778298273	-29.7327988187	0.294843514488	0.295117595841	0.0138409494669	0.29807820943	0.296100059976	0.0357654626441	0.000640474351774	-50.3712691198
FOSL2	-0.1563748122	5.7409766111	5.5846017989	0.340724874344	0.31150913807	0.22336184922	0.214697219583	0.196356007407	0.127743896258	-0.0356077002657	-191.300912729	0.576318180475	0.58876172426	0.0321006781744	0.604055942486	0.611865938467	0.0668491231196	0.13576370601	-62.8297624703	0.416425360915	0.410113065195	0.0692128611488	0.398075247562	0.398901770457	0.0268455544	-0.0835080722828	-300.0	0.26130025494	0.261891941534	0.0152350634041	0.263088538268	0.262595349541	0.0383386073296	0.00246061873374	-196.681618356
TCF12	-0.1484424405	8.6383393611	8.4898969206	0.347875801461	0.280356846092	0.239148663481	0.245992014389	0.225936834821	0.134598170479	-0.00095046314123	-224.814790123	0.579876138805	0.590910440265	0.0309904419487	0.600390850522	0.608266576154	0.04934291227	0.18237866374	-61.9659273717	0.486438625448	0.486246790913	0.0221186990437	0.487414196261	0.487824890766	0.0412214499988	0.0888809130925	-113.91385924	0.322635190794	0.319168950615	0.0418398381564	0.317209859017	0.316982855594	0.0138845019746	-0.0255727539832	-300.0
SOX10	-0.1468324868	5.24596	5.0991275132	0.285779907548	0.260765646415	0.127562356559	0.384987748197	0.312742827582	0.225984065156	0.0200886305792	-172.700344896	0.623800565952	0.63199945235	0.0493770671024	0.582354840241	0.591491675989	0.0309468557277	-0.080171315804	-133.929641788	0.511222782784	0.510867797489	0.0234180545982	0.512589806953	0.511103332165	0.0462223848396	0.0879103168862	-73.6936444398	0.33735126753	0.333200317095	0.0509250293634	0.33097760671	0.330930260162	0.0181517119113	-0.0193464758432	-289.741172232
FOXP2	-0.1347974762	2.351259	2.2164615238	0.252481933398	0.257496731254	0.126360471155	0.319151262267	0.263161822389	0.215793696039	0.00559696215483	-105.856159035	0.711750334311	0.719150028176	0.0679307484564	0.586283721981	0.596018593817	0.0312956592202	-0.421156600273	-299.999999573	0.536418838921	0.539614235601	0.0226552427478	0.542847886194	0.54426542003	0.0479516094093	0.00403430148741	-149.841637615	0.32585689271	0.325489727406	0.011407000256	0.326583771319	0.326191957557	0.0323372054088	0.0504671373386	-88.1844665214
ATOH1	-0.1075542619	4.6970676111	4.5895133492	0.35374794575	0.326755436249	0.2168509084	0.244941920688	0.234304726292	0.123960011351	-0.0307872866223	-121.724862949	0.581440901313	0.593327652022	0.031782695894	0.612516453114	0.619538350601	0.0806492797605	0.0997088846479	-26.1774899168	0.550588585981	0.543908588467	0.0758365998816	0.529634320197	0.532068850498	0.0270175350914	-0.113877729007	-295.041785356	0.2862772573	0.285409264631	0.0136334898895	0.286590067142	0.2860451205	0.0381865570954	0.0119470102188	-114.750013603
PPARG	-0.1072274577	2.7755172778	2.6682898201	0.26968057203	0.244715254826	0.142529373376	0.380066441708	0.290898132738	0.259720732717	0.0180365223372	-108.606310614	0.578881266851	0.58813987985	0.0315032090569	0.583636818913	0.592483547019	0.0467264659396	0.428807253165	-2.94352499736	0.552684933965	0.55300194722	0.0197395635335	0.55699293926	0.555296514877	0.0377951411274	0.0301312810592	-87.3587769152	0.261676781945	0.260002358843	0.0383817946715	0.258332580543	0.25869712243	0.0155534097317	-0.0081579978471	-153.229770648
GATA3	-0.0812258624	4.4545267778	4.3733009153	0.241664220531	0.249287413987	0.124314098917	0.309134820364	0.26475924019	0.208470888565	0.0354528425216	-55.2472920763	0.672143560407	0.679879455833	0.0719468503324	0.584707206642	0.594750350635	0.0319644915991	-0.378861993579	-112.022863746	0.407137780881	0.397477456985	0.0681712535856	0.382701443992	0.383019135219	0.024670568834	-0.125317772114	-256.408460018	0.325556886933	0.324624467997	0.0456694087316	0.323572698004	0.323788314037	0.0130848683631	-0.041850542323	-186.961339682
