FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_K562	Boyle_H1hesc_protection_mean	Boyle_H1hesc_protection_median	Boyle_H1hesc_protection_std	Boyle_K562_protection_mean	Boyle_K562_protection_median	Boyle_K562_protection_std	Boyle_protection_ks_stat	Boyle_protection_ks_pvalue	Boyle_H1hesc_tc_mean	Boyle_H1hesc_tc_median	Boyle_H1hesc_tc_std	Boyle_K562_tc_mean	Boyle_K562_tc_median	Boyle_K562_tc_std	Boyle_tc_ks_stat	Boyle_tc_ks_pvalue	Boyle_H1hesc_fos_mean	Boyle_H1hesc_fos_median	Boyle_H1hesc_fos_std	Boyle_K562_fos_mean	Boyle_K562_fos_median	Boyle_K562_fos_std	Boyle_fos_ks_stat	Boyle_fos_ks_pvalue	Boyle_H1hesc_flr_mean	Boyle_H1hesc_flr_median	Boyle_H1hesc_flr_std	Boyle_K562_flr_mean	Boyle_K562_flr_median	Boyle_K562_flr_std	Boyle_flr_ks_stat	Boyle_flr_ks_pvalue
NR2F1	0.0013346402	5.3702576667	5.3715923069	0.410416212185	0.356295302044	0.244639473611	0.304449014832	0.289927296462	0.137368207289	-0.00100142822124	55.2384248671	0.579321572807	0.592507463015	0.033178211351	0.62456737859	0.633271401668	0.0678007807602	0.0289649274916	69.1953781394	0.352162000269	0.353061806257	0.0466899539197	0.3501707402	0.351388854984	0.0230635106376	-0.0604369706092	23.036140261	0.288141369015	0.288210137183	0.015609698793	0.293454046605	0.290872402061	0.0415269839219	0.0471438248551	71.0003506912
SOX17	0.009083373	6.3657267222	6.3748100952	0.364361948314	0.292862185636	0.252020481287	0.266707777039	0.253439698663	0.144188912156	-0.0157020751072	172.505112869	0.585559557345	0.595772604079	0.0294613082794	0.683677585247	0.689529630791	0.0711357671811	0.408818135138	211.031367469	0.570597363932	0.570317891264	0.0210218087564	0.578962809014	0.576204392686	0.0478082269728	0.0141381374345	245.437204667	0.278294725326	0.278237803795	0.0160707982729	0.283721576045	0.280522649605	0.0483813432762	0.0319805857148	260.972017486
NKX2-5	0.0132755053	5.8370343889	5.8503098942	0.329720241718	0.246123652953	0.21561944576	0.261525509643	0.238895893513	0.124766860148	-0.0488275575488	96.6602904526	0.586575958814	0.593887205866	0.0502024602081	0.582930315796	0.591598915077	0.0310019423408	-0.379510972856	7.69549967878	0.517748848604	0.517364460478	0.0443523212464	0.515271539238	0.515660226019	0.0206473491151	-0.0371048950632	89.6866878047	0.287540487765	0.287872308156	0.0161139677841	0.295207144269	0.291488759404	0.0439817426313	0.0908659027684	274.845919362
HLF	0.0136273545	3.2289502222	3.2425775767	0.251896358314	0.249609112243	0.131480381223	0.376976208927	0.359695240935	0.239601412161	0.0599817043618	49.5801763653	0.580900600145	0.599793471144	0.0345295741977	0.740595143925	0.750333120859	0.0855078695793	0.437905983777	88.188964771	0.455259785221	0.440678750204	0.0797037777624	0.438889814844	0.436173455315	0.0282690955311	-0.00618815086687	25.7670610893	0.274647629571	0.275451966585	0.020879897492	0.283981057627	0.276825133841	0.0792174291223	0.0108178325367	27.4251144222
HNF1A	0.0615635265	4.7222006111	4.7837641376	0.368860428293	0.304444872885	0.250554033475	0.296814628337	0.303267925578	0.151213188886	-0.0174134750735	39.3734856899	0.576192663564	0.592814086536	0.0322375727761	0.633892825111	0.640649299159	0.0890276951451	0.11009551749	85.0933351682	0.494674398651	0.495088135197	0.0329456944938	0.492647433388	0.494169177712	0.0133817846558	-0.0201678453284	46.1639632011	0.34485738498	0.34551062176	0.0101787645396	0.346568281491	0.347036419577	0.0302207968903	0.0751722261526	176.486630414
NR2E3	0.0628757619	4.0700125556	4.1328883175	0.302913515542	0.262155046758	0.25279983175	0.266452192624	0.191531260119	0.141929948127	-0.0579200364823	20.0350450774	0.5397849112	0.54620908571	0.0275351396087	0.572894629393	0.586784302996	0.0779661255844	0.111448750162	18.9440758471	0.397043202787	0.396976475578	0.041119555088	0.395857658421	0.395403295587	0.0159520555844	-0.0464488482299	17.368548659	0.334772042951	0.333895304025	0.0443203619164	0.333925246493	0.333758187409	0.0184857441653	-0.0412452646466	14.9248778214
PAX2	0.0664314656	5.2315701111	5.2980015767	0.236243894825	0.219627183575	0.131975961839	0.407803648968	0.395285554928	0.236402657734	0.0897620775451	88.5669236927	0.581309335459	0.589338792042	0.0562570159564	0.560859422053	0.568564438247	0.0293980581698	-0.00965167718286	23.3405777775	0.480464168478	0.477510858215	0.0306254596102	0.498918267588	0.485986225504	0.0733910126302	0.0124588456628	49.8104485273	0.29588366252	0.29617442736	0.0302523454483	0.313640251481	0.300313685273	0.102357638573	0.0672161833081	71.2818740381
PAX5	0.0677025556	4.4629486667	4.5306512222	0.225640934479	0.198686334085	0.127062898007	0.342395945373	0.273801098928	0.230862056016	0.00722319908818	186.5174109	0.583323827209	0.594956395443	0.0298926364608	0.679345411537	0.687408822034	0.058763823501	0.384283855494	300.0	0.44913189467	0.445115105858	0.0568503802204	0.440661752706	0.439670778113	0.027084557568	-0.0336779176757	127.218040201	0.307189844418	0.307043355189	0.0598048503893	0.307034535665	0.306654915169	0.0196670469506	-0.0511209767713	54.5240100262
RXRA	0.0741517989	6.7146771111	6.7888289101	0.25848364296	0.237508144166	0.123523991183	0.354746918406	0.289255678958	0.221952448016	0.00204714443881	199.542481361	0.586216092764	0.594474096811	0.0301914135515	0.664236646551	0.671700950463	0.0478442469958	0.342026278334	300.0	0.708206504257	0.707631630079	0.0369629813646	0.703222926291	0.703834312309	0.0179766185829	-0.00917694498915	191.022199192	0.304476702881	0.304484748146	0.0157746397879	0.310845368229	0.307605972535	0.0466074726666	0.0565977189521	300.0
HINFP	0.0912427619	7.6395064444	7.7307492063	0.316536730025	0.225292213562	0.254801362957	0.220378889951	0.20112426336	0.142454924785	-0.0186253005847	24.7572345049	0.544314952436	0.550392862134	0.0330293307749	0.57564192981	0.590858601956	0.0550942402612	0.0947210129306	12.1008810188	0.461153372396	0.452207324118	0.0890588065164	0.443325639807	0.441694067449	0.0414314137896	-0.00787839139908	17.9134312415	0.306494593993	0.306299148053	0.0703566764292	0.304753329237	0.305709177665	0.0216112220109	-0.0425467333654	8.04510483582
MYOG	0.0953743757	5.0492238889	5.1445982646	0.325096181326	0.241233538117	0.223452781048	0.230254912322	0.199288500842	0.124192328734	-0.0348389601289	176.478831036	0.544397295704	0.551182634247	0.0326349765085	0.585354670594	0.589266325726	0.0417621042379	0.0909673968186	36.7134664619	0.553959633801	0.552302096817	0.0277577962642	0.588098269554	0.573288758609	0.0768146885746	0.131716283149	300.0	0.349831488051	0.348506535149	0.0372454613821	0.374878229685	0.351600105203	0.139987424032	0.0141844109756	129.560722669
NKX3-2	0.1025526878	5.7578586667	5.8604113545	0.384147234565	0.318665768759	0.229823146285	0.299421547653	0.278868993194	0.1373536112	-0.0274006356713	57.9521974931	0.586082980883	0.59440900668	0.0709299522579	0.579890428344	0.588937968845	0.0334108677725	-0.32858105245	5.14000046334	0.435115623072	0.434149291106	0.0432788718174	0.429838953725	0.429537702294	0.0195464933503	-0.0028941488337	62.4456810216	0.329328094376	0.329724584863	0.0396835452837	0.329320684261	0.328847087364	0.0145207747349	-0.0605665363527	17.8068822989
EBF1	0.114694918	3.7254591667	3.8401540847	0.32720743751	0.254931434801	0.215354614771	0.238936892551	0.211989554816	0.119616495656	-0.0275071847777	262.093525266	0.582299764499	0.591471931364	0.0311980982802	0.623583608249	0.632364859666	0.0501993363456	0.0696654671971	228.005028126	0.532482781827	0.531364167916	0.0428052263189	0.526350866374	0.525486341701	0.0212652067827	-0.0139375854538	300.0	0.30240011507	0.302829104668	0.0380764351569	0.301746614788	0.30196075114	0.0165193274864	-0.0526110042292	171.270160787
HNF1B	0.1372934497	3.1828106667	3.3201041164	0.397836451025	0.328919179075	0.27216497759	0.319189555252	0.31757685342	0.157912108012	-0.0179092025649	28.9638156161	0.578357092622	0.591298778459	0.0787970806733	0.575418166004	0.581432842407	0.0293153635125	-0.311919768729	6.49756111135	0.478189923219	0.478138795223	0.0679979532777	0.473627873176	0.475229219881	0.0315200447771	-0.00563038130817	36.2990565962	0.2863179406	0.286408887816	0.0341048346358	0.284613366974	0.285678694722	0.0155261782769	-0.0354860871904	26.8265584
ESR1	0.1494903069	3.9774695556	4.1269598624	0.346035701784	0.355901046747	0.149139107062	0.430612991523	0.375496633305	0.260429397933	0.0163099779797	103.532944651	0.585449240433	0.598343003728	0.0326666182165	0.74230152369	0.749612164667	0.0757523039148	0.442224976607	300.0	0.385910271522	0.386596933379	0.0310885752667	0.385174555534	0.386000308823	0.0132425980126	-0.040777519086	71.7328863641	0.333608114764	0.334236690341	0.00953106843844	0.334101438942	0.335551203007	0.0222639947317	0.0714218755761	300.0
NR2C2	0.1552944868	7.6477857778	7.8030802646	0.241379130319	0.216266283779	0.119994940867	0.378490520204	0.347235027821	0.220113399582	0.048947514876	300.0	0.614603975766	0.62379652551	0.0530111760955	0.577311335676	0.588678119158	0.0340841460112	-0.00422591451044	148.739926835	0.416002288589	0.412396075855	0.0485782994043	0.407911120982	0.407176068974	0.0238548399409	-0.0195124098195	300.0	0.31749220769	0.316253556911	0.0498509611437	0.314313669656	0.314471172472	0.0167565004283	-0.00534677062108	300.0
FOXC1	0.183250754	6.6542359444	6.8374866984	0.369624021699	0.270234597864	0.291679946434	0.276043321891	0.266991616199	0.169593783904	-0.0368774930741	15.4374289042	0.518800700761	0.523417350138	0.0333436440103	0.576725455242	0.581107573671	0.0529303038764	0.228801727836	17.3898263648	0.494860117895	0.494696698154	0.0826065625866	0.48713839537	0.491846202141	0.0400301160025	-0.0269486878183	12.562257644	0.23670307438	0.237349688354	0.012071265018	0.244055715544	0.240713178723	0.045740388068	0.106357379249	43.8136850434
NRF1	0.2133622169	6.468081	6.6814432169	0.319336106376	0.271843385733	0.206878530433	0.270724504934	0.255677081714	0.118985366404	-0.0317973761879	68.9754590854	0.5912495237	0.602031491284	0.0235810824268	0.758819374553	0.76280221098	0.0732848456491	0.455257598909	278.561716899	0.41612489691	0.416736868431	0.0438926910676	0.414705197952	0.416662777406	0.0199403353635	-0.0437610683324	49.6874267532	0.34037708441	0.339992765756	0.0179292412992	0.341958952572	0.342230285308	0.0359853408367	0.0701816662394	186.953260961
HNF4A	0.2292460529	4.6226812222	4.8519272751	0.237493821479	0.214321858537	0.131060870541	0.349405206006	0.286721816513	0.232822240317	0.0101854327904	194.101208868	0.605325621496	0.614235082151	0.0705870912119	0.578504945954	0.59176945258	0.0334012356168	-0.131119498381	58.6367010272	0.661299480524	0.662192643226	0.0206773448653	0.668215571052	0.667868555926	0.0413768242319	0.0109410620059	236.815092072	0.320648461425	0.320365479156	0.015363678525	0.321921629012	0.322236085253	0.0391366449069	0.0131293951979	240.024794325
LHX3	0.2294760397	5.8396682778	6.0691443175	0.365624067236	0.309352871471	0.270436606319	0.295612061943	0.28369135832	0.153489781963	-0.0220142466114	32.7990038006	0.574872835927	0.596643086693	0.0316335466576	0.652835649868	0.658660212385	0.106345992683	0.295195049535	148.938746985	0.311572692921	0.312473135191	0.0165228168751	0.315131948943	0.315287883316	0.0380706916719	0.00201910670006	56.8968192239	0.291985747738	0.29260124401	0.0109451858964	0.294141001816	0.294731725047	0.025872192533	0.126229972969	300.0
FOXL1	0.2431875291	6.5360874444	6.7792749735	0.25049887322	0.255405447113	0.122516711709	0.325964410159	0.272929309739	0.220090286194	0.015042971112	44.798432256	0.590368770702	0.601590385986	0.0311932623693	0.743101365338	0.749159744793	0.0755976074069	0.450659295455	228.374576609	0.345565271232	0.346310015211	0.0469996904977	0.34350217989	0.345118883557	0.0217333410347	-0.0296283971681	23.3369467772	0.309965410207	0.325065607019	0.169984979318	0.393866036257	0.517652630198	0.174488031509	0.144957693033	141.947448434
RUNX2	0.2524618492	4.7753810556	5.0278429048	0.39797464199	0.338443375536	0.198775429245	0.315501042075	0.29675807425	0.11156874374	-0.00304734532513	200.339023364	0.583306873984	0.592421077222	0.0306430428878	0.619865245728	0.627680722229	0.0569478086596	0.0185570030478	137.926854772	0.478415005382	0.476781820636	0.0464207669385	0.472412873154	0.472492327803	0.0222106868393	-0.00456896877685	209.633054167	0.279048772981	0.279320716044	0.0168195914031	0.287118069108	0.283516833594	0.0479111176683	0.130457261122	300.0
FOXI1	0.2527243095	4.8473536111	5.1000779206	0.342681357088	0.275575461715	0.236439671727	0.261865588553	0.256017195724	0.13876943994	-0.0169304880448	73.8633223934	0.589648242157	0.601057103195	0.0286266730594	0.755888905376	0.762291944222	0.0698835113941	0.454521760219	300.0	0.354569656942	0.355451309306	0.0368694177539	0.351332957935	0.35344964407	0.0169393003131	-0.0188619000888	98.8929929382	0.286017839735	0.287224673915	0.01214021514	0.289494389685	0.289628399188	0.0316824765023	0.143828463661	300.0
FOXA2	0.2621107354	5.80296	6.0650707354	0.390053168641	0.3104081227	0.251554923686	0.309798786755	0.308380036319	0.149309298412	-0.0129059074978	77.9567959265	0.585191206846	0.599491543545	0.0324760527332	0.699761775087	0.707372818457	0.0834411952113	0.413852141083	251.696274645	0.406428734696	0.407528059151	0.0369510383202	0.404350192924	0.406735594583	0.0173280969371	-0.0404738371729	81.3185379415	0.336415127965	0.335580798653	0.0122774621981	0.337466380752	0.33832644876	0.0297313301335	0.0966321015523	300.0
HSF1	0.2691316561	6.99869	7.2678216561	0.289142098755	0.228260467925	0.213552733009	0.245330165389	0.192845435914	0.12444145301	-0.0629292844947	94.6795351919	0.589453195401	0.595234691605	0.0305153226087	0.668670102135	0.675987793369	0.0456694246197	0.349735900601	184.986445047	0.576918457126	0.576686317643	0.0254331743138	0.587496043443	0.584186514271	0.0555956860301	0.0144027901102	161.812990724	0.31920567191	0.320024881469	0.0161976035479	0.326068510685	0.324344670988	0.0438205409914	0.148833025181	300.0
E2F4	0.2733595026	8.0240553333	8.297414836	0.251297266806	0.230716022747	0.105301365455	0.386799887544	0.379712351868	0.192582885451	0.0885057928192	300.0	0.59017348653	0.599779343179	0.0546490606389	0.580470113837	0.58946453014	0.0340079798004	-0.351407266506	8.55980412454	0.459877352225	0.457740612988	0.0256155829036	0.476015445717	0.470161513045	0.0570213183757	0.042980582787	300.0	0.332836575434	0.332733702352	0.0203786144982	0.344614286017	0.336859907889	0.0804670038848	0.0516828277638	300.0
ZNF143	0.2803748095	6.154257	6.4346318095	0.347722627175	0.279639246164	0.22707251071	0.260295895816	0.247983541065	0.130408868622	-0.000506125530436	98.2594986409	0.588870857895	0.600362936227	0.0308119948548	0.739679936534	0.745797496663	0.0688305771773	0.446680063261	195.558417176	0.480826331469	0.481254638002	0.0448726768949	0.475814012698	0.476554849079	0.022340259275	-0.00957084538854	88.4421744313	0.313433513448	0.313820749083	0.0159543667822	0.322071888429	0.318458560119	0.0435489396595	0.187865650877	300.0
FOXP1	0.2832819392	6.9324866111	7.2157685503	0.288022116682	0.288800178518	0.119469738382	0.371451412079	0.330823126131	0.205333630178	0.0263196953181	236.796975599	0.589646894849	0.599895042797	0.0305351195774	0.740075845001	0.747327463953	0.0659670923125	0.451311331829	300.0	0.38555024966	0.386174723365	0.0358412985423	0.384957291534	0.385907551571	0.01736058284	-0.0529477938442	161.311081539	0.385010812138	0.385962629817	0.0125174401077	0.38661307274	0.388169449735	0.034059086372	0.126838037721	300.0
FEV	0.287073381	6.4151153333	6.7021887143	0.328956009556	0.268423862634	0.213511886065	0.250752871809	0.235337789142	0.121403224984	-0.0201401098991	139.036480713	0.577457797901	0.589194203729	0.0722526767808	0.568553427699	0.57623094908	0.0333308225269	-0.266074507821	14.7896411393	0.48407758044	0.481556506519	0.0222203602722	0.498545629036	0.49113062989	0.0551964401064	0.0467026659329	281.813652118	0.339864714601	0.339885947159	0.017512251667	0.346503122102	0.343570074055	0.0550291443083	0.139717071973	300.0
TFAP2A	0.3036580992	3.46334025	3.7669983492	0.377053612867	0.306965616915	0.214798938749	0.277619115907	0.250451887784	0.116723843466	-0.0096639564689	274.492776597	0.580757437709	0.592734240915	0.0321085200863	0.622398636869	0.6306776447	0.0538194706961	0.0784941723164	223.500677378	0.420856551379	0.420579833187	0.0223550913344	0.429446481459	0.427831733671	0.042460306133	0.00384347464708	300.0	0.300154689701	0.300040314064	0.0189923355847	0.306009284514	0.303385560301	0.0517476022063	0.0683963119792	300.0
FOXQ1	0.3141935317	6.1010293889	6.4152229206	0.372100735975	0.30364373547	0.245594197218	0.305936269355	0.296365270232	0.141322791766	-0.00944601234305	44.4411208009	0.610198913324	0.616384137106	0.0903895300456	0.584245107197	0.596006040601	0.0319945048299	-0.203345859203	22.1388985001	0.548432179099	0.552867522339	0.025525230179	0.554942001992	0.556028940713	0.0555545773247	0.00049123276269	76.3814190067	0.330836068509	0.330830359419	0.0137073137754	0.333900562105	0.334048955475	0.0301679034029	0.158388367139	300.0
ELF5	0.3373030741	3.2673951111	3.6046981852	0.327268497313	0.267932481916	0.206677643634	0.265253113561	0.259163547027	0.119160898459	-0.0192440736789	105.187450596	0.575709036257	0.591962761657	0.101142708602	0.568272718474	0.575967004222	0.0324004302022	-0.218722992837	19.1844107083	0.480313368238	0.479642786208	0.0179801798219	0.488913212087	0.486952095918	0.0428175430256	0.0542776006473	246.37081446	0.287959597263	0.288161478627	0.0151729658553	0.293728028217	0.291731480822	0.0458112528573	0.138179289027	300.0
ZNF263	0.3405215608	6.3759042222	6.7164257831	0.336165696469	0.281077464786	0.182741084332	0.24318821247	0.217879361583	0.101153809875	-0.0115230554194	300.0	0.584517410373	0.595225481642	0.0297626648243	0.677521353936	0.685271991159	0.0620058603934	0.389049964411	300.0	0.493098047179	0.492420028252	0.0186209466713	0.50216778221	0.49957846152	0.0387201097096	0.0294694005823	300.0	0.334407693831	0.334582007323	0.0189762353542	0.342188401384	0.339074786849	0.0514765532072	0.138372184302	300.0
E2F3	0.3468039153	7.6233014444	7.9701053598	0.263719851772	0.237705386008	0.111821099682	0.3812420199	0.344296483508	0.204092696146	0.0284724924696	300.0	0.614663944412	0.622846323213	0.0469823404516	0.584585469963	0.592834801789	0.0317080176508	-0.0200076211943	131.478112913	0.459875036336	0.458360386076	0.0228223659349	0.471669302125	0.467739266112	0.0480848369357	0.0227652262536	300.0	0.304612900124	0.304115386156	0.0219317056261	0.315548064179	0.308735539723	0.0704950704097	0.0742496629456	300.0
PAX4	0.3612699048	4.8246142222	5.185884127	0.347950031156	0.270521881807	0.232960823266	0.258177116925	0.24014483838	0.133891748938	-0.00990007955253	205.631582117	0.614514436054	0.623108496504	0.0737906488787	0.580048338026	0.593972316341	0.0327628560134	-0.100802239435	87.9395039046	0.466306609516	0.46154991551	0.0472789623688	0.45908030656	0.45690976113	0.0230814286647	-0.0224705603875	164.91222222	0.22679834958	0.203904988791	0.142234604887	0.334232196518	0.365756833781	0.174983024072	0.207218782257	271.017333393
ESRRA	0.3644815	7.2754227222	7.6399042222	0.419852087903	0.353568492128	0.22639291208	0.327859318099	0.305446584755	0.129291406714	-0.00730308074281	114.26652565	0.597190680959	0.604539499527	0.0493463726044	0.585006399377	0.593432944262	0.032006562123	-0.312496469506	14.6550181972	0.609652175513	0.610401913714	0.020355673188	0.616946263235	0.616886594872	0.0419630642404	0.0227168040438	183.983465837	0.282477279025	0.282276248602	0.0155120113201	0.284486805709	0.284593788504	0.0389376322416	0.043904642575	255.15775297
T	0.3738660185	5.3688017222	5.7426677407	0.280701437108	0.262509709425	0.144401743001	0.409126277872	0.349553442184	0.265059002903	0.0504201253399	75.9804448361	0.5376399131	0.54611430125	0.0336134359003	0.584124518891	0.58916496722	0.0496090213284	0.178913592715	59.4372271094	0.545295316381	0.540604241575	0.0610222290473	0.535585491408	0.535589113834	0.0275465636684	-0.0090205396997	51.3118213811	0.276451161788	0.277306798937	0.0338520468708	0.275719236645	0.276183887157	0.0157883103814	-0.0515625507355	20.2598880793
EN1	0.419525881	5.5023358333	5.9218617143	0.241659869496	0.220489974121	0.13989732457	0.36200983658	0.296645968243	0.252000460792	0.0229684008576	66.0854568689	0.614358210977	0.622837194688	0.0985559716516	0.574320209144	0.593018374253	0.0347214976286	-0.0948993947562	32.6299760273	0.533481589461	0.535099679954	0.0218249969525	0.540342239232	0.5417432091	0.0454576053766	0.00969283913377	67.0535023605	0.305234613716	0.304961255965	0.0176032303613	0.307230947601	0.307102743535	0.046189679355	0.0066022587989	54.0512138002
FOXD1	0.4319428095	4.8520043333	5.2839471429	0.29547588899	0.29358108071	0.145887158466	0.38152562474	0.318516302373	0.251800420517	0.00724901004597	52.7311060375	0.591154095359	0.599940049584	0.0313715616699	0.709787887458	0.715555756595	0.0608134174986	0.442325176311	143.27592848	0.614836874467	0.616221570047	0.0543500959197	0.6110250957	0.615270135026	0.0249580318259	-0.0338043743901	54.4733908794	0.282662710917	0.283154462996	0.0142646560111	0.286773436857	0.28667576944	0.0333215759982	0.176094532038	300.0
HLTF	0.4444497063	8.3729281667	8.817377873	0.22985517635	0.201683402578	0.11769759935	0.386979342517	0.381310310999	0.224272964813	0.130111375688	294.392187347	0.595535231757	0.602514975614	0.0406184607545	0.585631932898	0.593448617424	0.0282077801841	-0.325694354227	13.7510847724	0.483494838394	0.480385246599	0.0598637327417	0.474970624803	0.473627206745	0.0275692442113	-0.0162768845509	157.042486523	0.306767327898	0.306523170458	0.0166667476351	0.312997653012	0.310827214984	0.0470985283886	0.128132104131	300.0
MAX	0.460274119	6.1784626111	6.6387367302	0.329570699739	0.260400327155	0.218573531449	0.259040130614	0.252880932028	0.129047584632	-0.0155568748778	74.1746118368	0.586449437283	0.600381603334	0.0277599905562	0.752326256302	0.759455055772	0.0750543506555	0.460890852711	300.0	0.387035964535	0.387098490199	0.0393967741607	0.385695673092	0.386983819522	0.0180245662508	-0.0429829597666	66.8543001938	0.310341887608	0.310484210251	0.0105384907671	0.312283694913	0.313551411903	0.0308220081504	0.15157041077	300.0
CDX2	0.4654728386	5.6034792778	6.0689521164	0.295401747322	0.235708309348	0.206308117131	0.230648869399	0.223294857644	0.11992703265	-0.0166242255525	45.1193000032	0.587596083346	0.596660760201	0.0306977671231	0.642014993471	0.64677547576	0.075479760388	0.198082537721	113.141224548	0.552532455488	0.553760698677	0.0540978745503	0.551751448294	0.552600184565	0.022924656301	-0.0290540415244	46.0341061108	0.305230015959	0.304856142799	0.0190795738902	0.311171516266	0.309398413473	0.0358545967632	0.207234821235	300.0
FOXO3	0.5266289947	5.4082502222	5.9348792169	0.293406514486	0.296701484501	0.147574245493	0.380847267928	0.313514847416	0.261112270915	0.0189532471341	98.5994552313	0.589803993061	0.598126863061	0.0312863326198	0.707788026157	0.714799712682	0.0680661108625	0.434806823574	222.176467658	0.538076301059	0.540289661544	0.0496245107454	0.535616627513	0.536633569486	0.0225941589455	-0.0292060589573	83.9189557296	0.303636596425	0.30375565098	0.0135984760857	0.307890757041	0.307904174749	0.0352522204179	0.17464266285	300.0
THAP1	0.5344718069	5.8000158333	6.3344876402	0.383883570656	0.307765890177	0.238163442926	0.292709970484	0.271420177602	0.136774236567	-0.0114841669668	300.0	0.587272804864	0.596716625076	0.0288685546324	0.661992218918	0.668738447143	0.0553366173833	0.340493930022	300.0	0.536372966693	0.536114596154	0.017893303871	0.546643654453	0.545449054005	0.0385245238707	0.0801040242539	300.0	0.320498844729	0.320660872801	0.0150778191488	0.325405847545	0.324863375137	0.0391148981792	0.162181713422	300.0
SREBF1	0.6178158188	7.1390808056	7.7568966243	0.272355353562	0.25616132817	0.115141322949	0.371952096481	0.319866332814	0.21673594872	0.0349942145573	117.688330697	0.5814771238	0.596315220205	0.0320270230307	0.653557414054	0.662291172064	0.0758790460246	0.280600525637	228.738322313	0.482085754298	0.482126521954	0.022930641677	0.494347014694	0.491697708405	0.0499742342565	0.0620074548344	193.509487088	0.304908364803	0.304728269668	0.0162153938203	0.312289769331	0.309877427318	0.047801722939	0.184866604229	300.0
GFI1	0.6229520794	4.7750645556	5.3980166349	0.293655452681	0.287488737891	0.142124388708	0.396710338215	0.335704267471	0.249904803959	0.028565730275	85.6893865527	0.597139123797	0.605196982109	0.0867590213001	0.580651644056	0.593859916533	0.0326628742865	-0.288105598076	9.02824529806	0.39417701231	0.393414378822	0.0210180361726	0.413743318119	0.402837959956	0.0662042827505	0.0755267086144	176.779322464	0.343143241892	0.343691951466	0.0222164351092	0.354524040128	0.349451323464	0.0711110164908	0.199689971554	300.0
GATA4	0.633933381	5.2971232222	5.9310566032	0.29369896722	0.245508290309	0.208071104571	0.229698795269	0.229739503458	0.127140975455	-0.0393591165992	54.4759674979	0.584450271339	0.596400501629	0.0301917522105	0.668043369001	0.674309170685	0.0749101705796	0.382863410878	113.967283153	0.391997896459	0.391622173926	0.0227025859543	0.421184105575	0.412090547842	0.0650170287121	0.178677670588	300.0	0.303572334933	0.303562822329	0.0128976000159	0.310493696321	0.308577627236	0.0503474205476	0.196885290673	300.0
ZBTB33	0.648920373	7.0321475	7.681067873	0.27317523233	0.247040374892	0.115370463001	0.391747960169	0.372451480407	0.215378440808	0.0433271336416	125.25894527	0.590810142327	0.598826846278	0.0574653245784	0.584721499513	0.59399306693	0.0348584682288	-0.367437637911	1.59133413142	0.461736361508	0.45996534204	0.0264509468859	0.481501942073	0.474812927847	0.0597483931517	0.0627001222892	145.805354952	0.311385874805	0.311398329428	0.0242395622415	0.331612270513	0.317881056702	0.106830588916	0.107726865597	193.515514762
FOSL1	0.7027668783	5.9053088889	6.6080757672	0.214078297628	0.201092659031	0.125068598898	0.342543016093	0.313088035382	0.224225506287	0.0652120408828	155.414487953	0.597012418003	0.603344789865	0.0434289605672	0.589751994702	0.594660955872	0.0313573665814	-0.345519336963	3.63794976237	0.43362013426	0.434690184495	0.0251516456365	0.460262139403	0.454569448173	0.0679870198349	0.165217788781	300.0	0.293651310057	0.293996140976	0.0135891029684	0.300010281609	0.299337752428	0.035507251542	0.234319808586	300.0
FOXA1	0.7202825794	5.2266942778	5.9469768571	0.359904175236	0.281466761217	0.234487495307	0.285293941173	0.278553746778	0.137692036003	-0.00122743343832	86.2824399308	0.587566958145	0.601622761997	0.0320073517498	0.706005010406	0.713148067489	0.0834850546524	0.44006478392	297.366937137	0.406725446115	0.40878919341	0.0380178677834	0.405167886084	0.406068450199	0.0173606842048	-0.0144908973664	121.087695706	0.324989626048	0.326292426948	0.0120878984138	0.330740620354	0.331720183997	0.0328493688931	0.294062594405	300.0
FOXF2	0.7380687725	5.0133983333	5.7514671058	0.383688236365	0.311500217095	0.247182527024	0.308323938427	0.299161130499	0.14807566159	-0.0161551195076	49.7164336458	0.600886220868	0.608045879375	0.0930429978664	0.582062267598	0.598985937485	0.0344538687976	-0.277530754365	10.9766029431	0.412349975959	0.414208819266	0.0365705847218	0.411056524918	0.412059830674	0.0168728618592	-0.0215468160158	69.8779458681	0.307220574626	0.307900003722	0.0118088434484	0.314260689979	0.313483509148	0.035493994343	0.294684344164	300.0
ELK1	0.7458734788	7.0989505	7.8448239788	0.338646547374	0.254709336647	0.21108111446	0.258349539903	0.23253363008	0.115820878652	-0.0226355692555	116.770845477	0.590133067491	0.598589893971	0.0441170002482	0.589233308537	0.597473107718	0.0366448307928	-0.338245960761	2.88156863778	0.441605314838	0.437886404704	0.0330603541004	0.477126653482	0.465882217819	0.0770633618526	0.133083597995	300.0	0.316065555329	0.315783381416	0.0256428873364	0.324101417646	0.320106701624	0.0858196224812	0.0631552773485	174.045401149
