FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_K562	FLR_99_H1hesc_protection_mean	FLR_99_H1hesc_protection_median	FLR_99_H1hesc_protection_std	FLR_99_K562_protection_mean	FLR_99_K562_protection_median	FLR_99_K562_protection_std	FLR_99_protection_ks_stat	FLR_99_protection_ks_pvalue	FLR_99_H1hesc_tc_mean	FLR_99_H1hesc_tc_median	FLR_99_H1hesc_tc_std	FLR_99_K562_tc_mean	FLR_99_K562_tc_median	FLR_99_K562_tc_std	FLR_99_tc_ks_stat	FLR_99_tc_ks_pvalue	FLR_99_H1hesc_fos_mean	FLR_99_H1hesc_fos_median	FLR_99_H1hesc_fos_std	FLR_99_K562_fos_mean	FLR_99_K562_fos_median	FLR_99_K562_fos_std	FLR_99_fos_ks_stat	FLR_99_fos_ks_pvalue	FLR_99_H1hesc_flr_mean	FLR_99_H1hesc_flr_median	FLR_99_H1hesc_flr_std	FLR_99_K562_flr_mean	FLR_99_K562_flr_median	FLR_99_K562_flr_std	FLR_99_flr_ks_stat	FLR_99_flr_ks_pvalue
FOXO1	-2.201485627	8.8310241667	6.6295385397	0.0723657796664	0.0607990734132	0.0423351977891	0.0471887941824	0.0368256668286	0.0309464174021	-0.075208739093	-300.0	0.722977891303	0.731061477008	0.0687751902456	0.57321667162	0.585220342412	0.0335069697104	-0.512947867875	-182.133336546	0.664775508263	0.660785950678	0.0618945371047	0.637842516522	0.63791158912	0.0375488519859	-0.358170815496	-48.7136798331	0.318014287996	0.317845506557	0.0373110868717	0.307901264769	0.306992670032	0.0147599974853	-0.422754879034	-300.0
NR5A2	-2.0764958254	5.4651116667	3.3886158413	0.0730262393955	0.0626609687346	0.0297121783074	0.0539161016388	0.0459471780755	0.021593289547	-0.0677076968775	-300.0	0.571976558417	0.578420639557	0.0331591551031	0.591176725076	0.600503213095	0.0417837471708	0.0867441821269	-35.1884042888	0.441822938221	0.440317033519	0.0724409486195	0.428441619494	0.426040188909	0.0596014199336	-0.0785761393308	-12.1833286243	0.333934706076	0.333778839639	0.0477017020147	0.326750758868	0.323809835953	0.0176169715103	-0.309667190804	-300.0
FLII	-1.1177311693	8.8445722222	7.7268410529	0.0595394577068	0.0492587192324	0.0302222551334	0.0328063036369	0.0267673143316	0.0182745894914	-0.22612240109	-300.0	0.570777840986	0.582669407141	0.0354202764149	0.60485083946	0.613782464226	0.0817409855211	0.0278747700661	-18.6410247236	0.644757784416	0.640694557508	0.0527488572619	0.650018670598	0.650741210754	0.0855398949451	0.00841974587411	-1.34550443385	0.278961931787	0.279417858712	0.0365085575098	0.275914347613	0.275221029193	0.0135853357071	-0.117348324246	-300.0
FOXH1	-1.0990882063	7.0327085556	5.9336203492	0.0672129889536	0.0577498694609	0.0288645417541	0.0472337375151	0.0425685062391	0.0208814020564	-0.135052980704	-300.0	0.634267919943	0.640343783972	0.0839099679819	0.574105546233	0.587739813983	0.0300720391378	-0.235085017546	-76.0162818007	0.161642769715	0.157485432009	0.0708510713844	0.15843722043	0.155106519527	0.0321481606047	-0.0654606922999	-6.10171198231	0.318151530832	0.316778899319	0.0478238226244	0.316969659523	0.313311048108	0.0170233938976	-0.144553141789	-214.481668872
CREB1	-1.0226017196	9.2302054444	8.2076037249	0.0689636204097	0.0477909891649	0.0563536452222	0.105395561532	0.0691335296685	0.0811156879192	0.0209966866811	-167.454662203	0.579997166388	0.58306704167	0.0346236074913	0.587709401792	0.596493295762	0.0364667271415	0.220812190293	-3.68814774925	0.416325385545	0.410414016186	0.0980266973507	0.417197981167	0.411291878261	0.112322063864	0.0457807428777	-0.223978060289	0.245930374746	0.24562607171	0.0197205392012	0.254152170172	0.245784957825	0.0723708833305	0.0362382381707	-13.2076179936
EGR2	-0.9853411587	4.5985511111	3.6132099524	0.0609673235354	0.0501301820002	0.0309179629015	0.0413750403101	0.0333789650222	0.024522802144	-0.0145694052926	-300.0	0.634556504968	0.643652847228	0.0538822742733	0.574218798529	0.58532069349	0.0314066738299	-0.209833428511	-292.335430384	0.487955625002	0.488587211762	0.0652659968935	0.481464464493	0.482201217052	0.0461238474637	-0.0175433245243	-15.4187515791	0.330874832808	0.331234232445	0.0758977154653	0.329771860818	0.325706443523	0.0247686130821	-0.0964043669606	-300.0
REST	-0.9317503519	8.5147308333	7.5829804815	0.082297394547	0.077588848917	0.0300153346534	0.0597970166339	0.0540830537177	0.0218214681208	-0.0335095185437	-300.0	0.572761184158	0.584579958265	0.0354137122709	0.593657077412	0.602811584226	0.0611032882837	0.182876414851	-39.3900703069	0.329272868625	0.327890417633	0.0563609429851	0.327187396964	0.323919671388	0.0309063950844	-0.033527078724	-11.8143983905	0.331678206782	0.331897370529	0.053432436357	0.325325952458	0.325504529705	0.0185456993221	-0.14990148364	-300.0
RFX5	-0.9070030291	7.3384705	6.4314674709	0.115292038814	0.0967169882343	0.0522474959207	0.0769979711299	0.0623945110258	0.0382978370717	-0.0648817397366	-300.0	0.576739296437	0.584582267085	0.0337803595106	0.598489132875	0.607734799491	0.0474239550099	0.119383942771	-37.1360355034	0.420915344417	0.419983360713	0.0615319250967	0.416426994448	0.41508375338	0.0512171809025	-0.0331719128329	-7.68455247325	0.307555159311	0.307431734415	0.059302576647	0.303404565493	0.302298051168	0.0211810473296	-0.103057987525	-300.0
SOX3	-0.8815224709	7.0991445556	6.2176220847	0.0529441317305	0.0442584698346	0.0344291263019	0.0316961590568	0.0238295189159	0.0252851221113	-0.00109464955153	-300.0	0.682405582882	0.689970195466	0.113215972479	0.565219365512	0.587068589241	0.0318826965347	-0.411262220864	-122.065704076	0.523820067662	0.522469975637	0.0930639889671	0.518202503124	0.516613582316	0.0644807075068	-0.00805052790347	-3.24683710721	0.341004259621	0.340581706355	0.0366260956054	0.339869563408	0.337686284197	0.0157393761898	-0.120754773826	-300.0
FOXD3	-0.6445018836	6.6675806667	6.0230787831	0.0643538817759	0.0515415328505	0.036307916239	0.0364283359736	0.0271555861635	0.023959456203	-0.00789043160322	-300.0	0.710244976266	0.718401061077	0.0943059835499	0.573683436534	0.591860744799	0.0338344696228	-0.439306435314	-300.0	0.400141120198	0.399375824669	0.0569918836713	0.397951156154	0.39660151244	0.0342607083386	-0.0500572692666	-16.121281014	0.364915026954	0.366006099874	0.0304252365414	0.362932657317	0.363034203606	0.0109093845953	-0.130205142612	-300.0
HNF4G	-0.6026098016	2.9244216111	2.3218118095	0.12042144302	0.0980713914918	0.0541910229235	0.0828264102023	0.0694328533333	0.0369018661583	-0.125382534945	-300.0	0.580856469259	0.586635875208	0.0535024503683	0.54704090295	0.554135264551	0.0335839363891	-0.0234750605425	-25.9949192451	0.461838519464	0.452357597113	0.094034753248	0.456408426908	0.449556889167	0.0897495340707	-0.00508771929825	-1.78314478869	0.323940093599	0.323662599642	0.037117077982	0.31974509799	0.321044469584	0.0147326976641	-0.0671136652792	-98.0377744077
SOX9	-0.5931329762	6.5152251667	5.9220921905	0.0458929183099	0.0320025655187	0.0315657485458	0.0288827430501	0.0201737979914	0.020989354813	-0.0031333739496	-300.0	0.683964523279	0.690308451851	0.0943770481298	0.580153510537	0.594050918579	0.0290374421197	-0.404884973654	-61.7740872869	0.718920304114	0.725872088788	0.115766111894	0.702490131152	0.721502031406	0.0714616094472	-0.0566443157574	-2.74640242519	0.320026429902	0.318458590196	0.0354389717563	0.313313398707	0.314793849133	0.0204695513581	-0.160327349036	-178.447211264
NKX3-1	-0.5837772725	5.3454291667	4.7616518942	0.0292188322712	0.0254621155382	0.019991480568	0.044022597837	0.0333075906894	0.030195058975	0.0903541611726	-237.576978378	0.568522299285	0.586462248714	0.0345669698609	0.607866163472	0.615588679277	0.105418236583	0.155620596835	-9.03954085487	0.388722481825	0.3780775138	0.139852998869	0.387621641642	0.37586513853	0.0858841886076	-0.152862692113	-5.87402704729	0.291116109319	0.291251357299	0.0118441922865	0.296112269934	0.291804198236	0.0414683148704	0.00604473929914	-32.1723812111
INSM1	-0.5296980979	6.7003285	6.1706304021	0.0474269768115	0.0407725920335	0.0218449271187	0.0620951424558	0.0519747100012	0.027719944373	0.00841290995415	-300.0	0.667953020095	0.677014985109	0.0552895745738	0.582463476322	0.59140173044	0.0302397561866	-0.370422337889	-284.0987643	0.542100965648	0.540479274223	0.064324720626	0.547271922848	0.543127283153	0.0779417036848	0.0589533103861	-2.6058933831	0.296594530766	0.296268825834	0.020126670756	0.300940467846	0.296381274603	0.0573000655097	0.0918066489799	-41.0468299059
ERG	-0.4811139683	3.9203937778	3.4392798095	0.0552101990812	0.0454055165333	0.029150581417	0.0747241196587	0.0617994320581	0.0365792330061	0.0209982135455	-300.0	0.57853442676	0.589698991847	0.0337034066066	0.595844781309	0.604221320221	0.0727957076031	0.273273434149	-22.156889674	0.486035683147	0.485028093525	0.0595773933649	0.48491519938	0.483089097341	0.0350261444813	-0.0404028387831	-11.8657195287	0.308330462301	0.307620404235	0.0511234382518	0.307811208265	0.306238653967	0.0167512549494	-0.0105847356744	-300.0
STAT1	-0.4733130873	8.6787737222	8.2054606349	0.0613604249232	0.0512606067443	0.0296218743315	0.0404367801793	0.0338418667439	0.0212742201298	-0.102992800204	-300.0	0.653502632446	0.660859568533	0.0772464514562	0.578337286976	0.591643921656	0.0325331541623	-0.325617261078	-108.399459545	0.443632608784	0.443572022549	0.0959690677718	0.448970697272	0.44528936359	0.0999300289804	0.0199963114538	-2.19529942191	0.336105550337	0.336431720171	0.0417562380792	0.333407480242	0.333863693325	0.017284327697	-0.0360920074692	-186.857017646
USF1	-0.4081315146	7.4895785833	7.0814470688	0.0672350443358	0.0530527689634	0.0359597125149	0.0438054437538	0.0351910682505	0.0223996600674	-0.0492121216602	-300.0	0.667276689773	0.674560853896	0.0703168112211	0.576744225137	0.588353783608	0.0315623995474	-0.36058213919	-155.023259574	0.266962973923	0.265946636673	0.058507090694	0.266371883691	0.265234525498	0.0310712888318	-0.00135889003824	-4.13853264682	0.345437359851	0.335961744031	0.0940956401536	0.336413619136	0.33562845342	0.023633773303	-0.0100969263696	-115.2765491
EGR1	-0.3866965344	8.4510034444	8.0643069101	0.0554810778497	0.0481251656532	0.0239771906857	0.0739892913469	0.0635822402736	0.0312621224603	0.0611067885386	-300.0	0.630906908058	0.639897053886	0.0496167078007	0.578198974432	0.588490137344	0.0314929166382	-0.142721173379	-300.0	0.477133109556	0.475715829343	0.0504168474267	0.477969205769	0.476807535143	0.0700941874557	0.0527143848892	-6.2704504282	0.340032611278	0.339274110236	0.0238529420768	0.346310455968	0.339739514814	0.0791300858089	0.0666647525193	-283.527534211
CTCF	-0.3682107037	8.924475	8.5562642963	0.0473002001516	0.0399809811011	0.0293061323394	0.0671180214228	0.0574963422479	0.0372546619729	0.154822333395	-300.0	0.576220262034	0.591370669324	0.0323358598915	0.613710895588	0.622057114257	0.0784228120456	0.0551224350139	-141.358290594	0.562799344814	0.562353828969	0.0340434889346	0.563619899091	0.563455299662	0.0560619042705	0.00244184876665	-13.0266827295	0.328279056496	0.327694581866	0.0185412023837	0.331124799063	0.327711660097	0.0536524723599	0.0657947631037	-251.357430837
MAFB	-0.3502367328	5.0393535	4.6891167672	0.095216587142	0.0796395842443	0.045205899982	0.0617601664732	0.0493690762684	0.0323023041042	-0.0510224703524	-300.0	0.625643330877	0.633008864806	0.0667250877223	0.578920931307	0.591273724018	0.0299786990027	-0.0735821811318	-70.2689954671	0.602486397702	0.60017806263	0.0411207710127	0.604471551118	0.601157496635	0.0770692554651	0.0634364679298	-1.11802681537	0.32911154253	0.325060351033	0.0599616708408	0.323331853141	0.32368812218	0.0199114580493	-0.0278314595237	-149.205918325
E2F1	-0.3329436296	7.4081001111	7.0751564815	0.068686984999	0.0589661341987	0.0327557959529	0.100396550538	0.086149346998	0.0488174367208	0.0290355112696	-300.0	0.580553076544	0.591622106126	0.0330082831266	0.598983620512	0.608104182271	0.0539327842609	0.210590101085	-18.5004656919	0.794756512817	0.801465854753	0.0525824377244	0.804349886764	0.80252187531	0.0675792214426	0.0312563777097	-2.17934884448	0.352663238942	0.343561563992	0.0844057200867	0.340908481233	0.341005063009	0.0214421481189	-0.00748860383886	-188.687394529
STAT4	-0.3171848783	2.786079	2.4688941217	0.0784668389821	0.0680275701359	0.0307130452707	0.0574903208113	0.0492411225576	0.0232368063911	-0.0692088793934	-300.0	0.578044630025	0.589882119081	0.0340959847784	0.583051987728	0.591115081537	0.075292122804	0.307597092487	-7.60490483779	0.505481933144	0.502966454513	0.0521863108542	0.513727913158	0.50348515839	0.0780178428177	0.0187961755758	-2.26034064408	0.302184293172	0.30234884354	0.0221563189359	0.305091938007	0.303283345997	0.0398872753041	0.00957947196365	-80.7448128429
MAFK	-0.2998918466	6.9924892222	6.6925973757	0.116728948497	0.103550515166	0.0423777981144	0.0763069085446	0.0688484673917	0.0297051715667	-0.168489707347	-300.0	0.748218826546	0.758415118191	0.0937287805632	0.577688975444	0.594802779067	0.0385170934504	-0.448619681621	-135.350634543	0.797491940166	0.802156466058	0.0270619495213	0.801387739141	0.80273176047	0.0681986075089	0.0367521367521	-1.48349438418	0.270087647442	0.269465738858	0.0471439965416	0.268417178753	0.267409278887	0.0170417767549	-0.0357516486756	-125.005672724
NFYA	-0.2796747566	8.3467323333	8.0670575767	0.141590442008	0.128439709039	0.0567160322547	0.0854596292362	0.0771394734303	0.0362812374365	-0.12130227446	-300.0	0.58098524169	0.590280693596	0.037903744892	0.585786476503	0.596183810761	0.052929679778	0.335564828206	-3.03743837904	0.529043638559	0.521864804367	0.082271383018	0.526399479264	0.521682166661	0.0793436136331	-0.0203349282297	-2.02769651245	0.339432450999	0.338657560563	0.0415590748613	0.361071760149	0.338764417764	0.139211322615	0.0171466856033	-73.9507554196
GABPA	-0.261986254	8.661842	8.399855746	0.11910891618	0.0989501706122	0.0570871128204	0.0777331666749	0.065509453633	0.0361720499766	-0.0558398864969	-300.0	0.571866446547	0.58871652959	0.0348304333033	0.581035151271	0.592265398794	0.0785810077757	0.452212552512	-0.570752492105	0.352998335596	0.354087168816	0.0600307277014	0.364670775899	0.354097446569	0.0725969870657	0.07674291939	-0.309633410246	0.304366236411	0.304250243848	0.0249393424158	0.311344705445	0.304358043855	0.0899118449533	0.0179673537104	-103.150382293
YY1	-0.2405441005	9.2155432222	8.9749991217	0.106512426478	0.0853960887284	0.0498311418265	0.076606570055	0.0627607291809	0.0419084095824	-0.0400019310117	-300.0	0.623901057562	0.632870381274	0.0853686140989	0.576548064219	0.590643619474	0.0344891278509	-0.0431462984643	-81.8350729248	0.42002530061	0.421316612929	0.0529056409321	0.421208012859	0.421468357074	0.0722053475112	0.0179282282577	-3.8979246395	0.341946584029	0.344993811174	0.0206079908629	0.345732487943	0.347060744575	0.0572388780035	0.00232309738959	-75.5144716011
KLF4	-0.2292124233	4.3891591111	4.1599466878	0.0523496046298	0.0453943736565	0.0233001598236	0.0719068790797	0.0612801849372	0.0328514417628	0.0645464937818	-300.0	0.62861754004	0.63804236394	0.0696482060217	0.574708232052	0.589210384233	0.0327479295133	-0.120613363349	-276.585701058	0.483761597535	0.483921668233	0.0361118511496	0.4857005807	0.484195522634	0.0532534894273	0.0789514061621	-2.88811053297	0.329554724349	0.327247014902	0.0263434596553	0.333913235247	0.328921919305	0.0915093092181	0.0399017687918	-300.0
SRF	-0.2054848492	8.3513662778	8.1458814286	0.117864819977	0.101165700358	0.0579933376929	0.0744819585773	0.0625504740477	0.0360578840369	-0.0928429394122	-300.0	0.707967778537	0.71432600639	0.0865701851731	0.580866241856	0.592719491926	0.0329828355144	-0.416566441339	-109.741951536	0.484811419033	0.487114625413	0.0482398813797	0.49055662164	0.487600203485	0.0763180822521	0.00995152168058	-2.04648325906	0.317250729864	0.313945433078	0.0506010068205	0.313017390638	0.31216331417	0.0195867595609	-0.0150039925472	-102.413836001
STAT3	-0.2035441402	10.0107785	9.8072343598	0.0643764433147	0.0569558870633	0.0311101251234	0.0282043859571	0.0221457988539	0.0197140934421	-0.200150170563	-300.0	0.637487913656	0.646387158343	0.10884604796	0.575570300141	0.595105205806	0.0351710515227	-0.159555982181	-36.8581981397	0.302742831898	0.304744697149	0.0479666197524	0.312412622968	0.305059224421	0.084807410628	0.0331933911159	-0.728342381862	0.285644065091	0.282088834861	0.0648921566415	0.281571879707	0.281962004661	0.0173546643783	-0.0741973712134	-164.236504825
HOXA5	-0.2024921587	3.5496091111	3.3471169524	0.0353308000011	0.0272952892586	0.0297610221862	0.0533563239066	0.043322973421	0.030517885528	0.00728694741568	-300.0	0.582709412036	0.591964508388	0.0313885345464	0.599202260583	0.607025614522	0.0428256734627	0.240719362236	-18.1492501795	0.397192380215	0.396753876389	0.0627345855261	0.401390928706	0.397170948785	0.0945671399878	0.0108413936898	-3.62460024414	0.324900351869	0.325042058241	0.0181886581917	0.326692596519	0.326516932313	0.0477617192171	0.00859280205564	-99.8894183626
SREBF2	-0.1732940608	9.1103612778	8.9370672169	0.0568664663215	0.0501533928913	0.0234668511992	0.0732529817663	0.0589602035515	0.0313967068469	0.0649661960913	-300.0	0.629466314567	0.639750321942	0.0698383253387	0.577619001779	0.591861547432	0.0355098556646	-0.0865351573166	-84.4356548507	0.604414639955	0.606963870971	0.0617983583114	0.611466976582	0.607923960437	0.0780112365355	0.0120465555949	-3.76157844119	0.30532250603	0.304967326676	0.0162721100388	0.310374818453	0.307055941509	0.0469715042745	0.0127392013752	-62.6192300002
HOXA9	-0.1727359074	3.0796356111	2.9068997037	0.154637961099	0.126402645478	0.070853005379	0.107851151727	0.0888591955526	0.0514120922343	-0.0924859767986	-300.0	0.579718331622	0.585613478257	0.0310930586169	0.585554038883	0.589945491965	0.0482166005684	0.303298939785	-4.86729416176	0.533962291008	0.532375017042	0.0799899673053	0.531931627919	0.531528857405	0.0675067017432	-0.109910712108	-5.74913549157	0.29848628408	0.296238874013	0.0385759810421	0.294784584705	0.295117595841	0.0152651342325	-0.0124546220196	-48.6983924551
FOSL2	-0.1563748122	5.7409766111	5.5846017989	0.0594982990735	0.0492608831618	0.0309336722217	0.033144229997	0.0274525992444	0.0193075830535	-0.16734704306	-300.0	0.573315767185	0.587952870471	0.0356177241328	0.596402280064	0.606651889837	0.0618016633713	0.231779285328	-23.4548452676	0.435370611209	0.43395933216	0.0446951570078	0.437567071914	0.43477924188	0.0613767631861	0.00414220692539	-4.87895824712	0.263143249613	0.262564571134	0.040312807382	0.261126182796	0.261831720777	0.0167715185863	-0.00667633813885	-187.200296696
TCF12	-0.1484424405	8.6383393611	8.4898969206	0.0755329633832	0.0624555221392	0.0355003648219	0.0490952573225	0.0389095516696	0.0257283454414	-0.0983476079218	-300.0	0.578706986194	0.589666998991	0.0325520957048	0.584720310694	0.593019669364	0.0534189068803	0.430054323514	-3.81822036378	0.4509678689	0.446419074959	0.0490764370245	0.454779941093	0.44732691606	0.0670334633219	0.0199813258637	-5.02172429324	0.324021559955	0.319899336523	0.0474918088392	0.317257377464	0.316982855594	0.0151544998507	-0.0493055367482	-300.0
SOX10	-0.1468324868	5.24596	5.0991275132	0.122972692904	0.100819639445	0.0553258093655	0.0841246123592	0.0671159262581	0.0392717409758	-0.0732859216122	-300.0	0.629852952251	0.639413058379	0.0518369803332	0.582760161059	0.591975025026	0.0333667286543	-0.0980103368711	-96.5085157066	0.506083527795	0.503330066339	0.0694754225553	0.50652490031	0.504368378017	0.0749272322289	0.00778670966978	-4.4419000529	0.339078414721	0.333991431937	0.0584128654747	0.330999811268	0.330930260162	0.0196005922085	-0.0394100626066	-287.293639245
FOXP2	-0.1347974762	2.351259	2.2164615238	0.0563149162531	0.0455472783653	0.0321337487093	0.0346954183532	0.0261679455637	0.0216595663407	-0.0652504487858	-300.0	0.709216878171	0.717712925875	0.0644790210096	0.586081066331	0.597289716188	0.0332278549734	-0.412246686179	-203.392433586	0.371980998524	0.370076615017	0.0474162301161	0.370903505527	0.369234108585	0.0230184335742	-0.00283403939516	-4.89198234524	0.3258940021	0.325489727406	0.0119271341603	0.326691269075	0.326232419326	0.0338470358195	0.0492301048444	-81.3002402418
ATOH1	-0.1075542619	4.6970676111	4.5895133492	0.0867313078463	0.0717286781646	0.0448494085216	0.0481856110421	0.0402067127444	0.0298469240359	-0.15183549211	-300.0	0.574425672804	0.587047926766	0.0359087398077	0.584995552531	0.594425949669	0.0850353250377	0.377427389336	-2.21581729646	0.742598354485	0.741863925132	0.0817582953772	0.741670490963	0.739809162376	0.0360479959247	-0.0314981273408	-2.61773181925	0.286390900916	0.285422711995	0.0150710099394	0.286670096937	0.286041233422	0.0402337404292	0.00654513283021	-103.531692047
PPARG	-0.1072274577	2.7755172778	2.6682898201	0.0643558761674	0.0590266616586	0.0280975677719	0.0446107509212	0.0393958438628	0.0181416368341	-0.0264245076963	-300.0	0.57764705887	0.587261359481	0.0324347010815	0.582921852086	0.591959240122	0.0477323399399	0.433341607699	-1.97857024457	0.569880834493	0.569459768897	0.0565154903482	0.570304773716	0.571044786113	0.0777586870244	0.0531772575251	-1.38338650047	0.262334917776	0.260330238494	0.0437015295184	0.258302033887	0.25869712243	0.0167329892872	-0.0351818991094	-167.557397052
