FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_K562	Cuellar_80_H1hesc_protection_mean	Cuellar_80_H1hesc_protection_median	Cuellar_80_H1hesc_protection_std	Cuellar_80_K562_protection_mean	Cuellar_80_K562_protection_median	Cuellar_80_K562_protection_std	Cuellar_80_protection_ks_stat	Cuellar_80_protection_ks_pvalue	Cuellar_80_H1hesc_tc_mean	Cuellar_80_H1hesc_tc_median	Cuellar_80_H1hesc_tc_std	Cuellar_80_K562_tc_mean	Cuellar_80_K562_tc_median	Cuellar_80_K562_tc_std	Cuellar_80_tc_ks_stat	Cuellar_80_tc_ks_pvalue	Cuellar_80_H1hesc_fos_mean	Cuellar_80_H1hesc_fos_median	Cuellar_80_H1hesc_fos_std	Cuellar_80_K562_fos_mean	Cuellar_80_K562_fos_median	Cuellar_80_K562_fos_std	Cuellar_80_fos_ks_stat	Cuellar_80_fos_ks_pvalue	Cuellar_80_H1hesc_flr_mean	Cuellar_80_H1hesc_flr_median	Cuellar_80_H1hesc_flr_std	Cuellar_80_K562_flr_mean	Cuellar_80_K562_flr_median	Cuellar_80_K562_flr_std	Cuellar_80_flr_ks_stat	Cuellar_80_flr_ks_pvalue
NR5A2	-2.0764958254	5.4651116667	3.3886158413	0.0155716517572	0.012975724523	0.00930997464231	0.0252440879541	0.0213658908618	0.015100796339	0.000653427691193	-300.0	0.74539707692	0.749481827253	0.0411503639287	0.678507975509	0.687559975217	0.0212425863551	-0.217220250279	-300.0	0.400540502357	0.39480651656	0.133939078426	0.398527903508	0.372670284203	0.0456687056773	-0.0588812806997	-61.16035395	0.337577848684	0.335276781723	0.124298000925	0.335435008665	0.324919296912	0.0622586456069	-0.0201445807667	-4.96550186014
FLII	-1.1177311693	8.8445722222	7.7268410529	0.0270001514169	0.0224732156924	0.0152312274825	0.0147514157407	0.0118739873933	0.00759958684741	-0.0752982268787	-300.0	0.665309631469	0.673932991537	0.0182940138538	0.672157767258	0.683482246535	0.0540727870224	0.161585116713	-300.0	0.35366329905	0.344021854515	0.0402060840492	0.357457386747	0.351662266639	0.116689196257	0.00595022004175	-31.2587478747	0.285778672908	0.277340718629	0.100372421774	0.280506347243	0.276040298787	0.0719649225333	-0.0730609772951	-4.84559241969
FOXH1	-1.0990882063	7.0327085556	5.9336203492	0.0980163386977	0.0772376771066	0.0583947439892	0.0566508009325	0.0459323327703	0.0305667343671	-0.0874168990176	-300.0	0.75109098955	0.75602945198	0.0399635267834	0.692387771322	0.700384385129	0.0164813233799	-0.215329584298	-300.0	0.561715891875	0.55875416445	0.118897662135	0.537225440655	0.524941665144	0.0334793257109	-0.154519110415	-26.067170076	0.330783603268	0.318347000646	0.131696755054	0.326508869971	0.313687204469	0.0732744391662	-0.0175122749591	-1.56954130815
CREB1	-1.0226017196	9.2302054444	8.2076037249	0.00741294340878	0.00502902785387	0.0107138234997	0.0127965270361	0.00879534477658	0.01757868331	0.146650561529	-300.0	0.662745337829	0.683722443414	0.0672298956918	0.576381769881	0.585553322011	0.0325888463166	-0.114874615096	-300.0	0.422679738404	0.417790627524	0.0606707153848	0.451428497971	0.418550157755	0.152425008159	0.0364970700924	-7.83616153861	0.283996904715	0.268987627902	0.150950289679	0.270649307865	0.267615386207	0.075115768289	-0.059273171041	-3.39724674117
EGR2	-0.9853411587	4.5985511111	3.6132099524	0.00786106174966	0.00684151190465	0.00455632123204	0.0114134071597	0.0097876950902	0.00737473366498	0.104199970579	-300.0	0.777247606242	0.78517989891	0.0557815999838	0.673650144021	0.691448482018	0.026794202899	-0.223685413847	-300.0	0.574164865677	0.552872775774	0.0929897681501	0.545247058529	0.540688468227	0.032055612462	-0.0160302303757	-300.0	0.331815142226	0.327844553274	0.0630407996201	0.349261874087	0.331729144821	0.150907274482	0.00548205453173	-34.873616486
REST	-0.9317503519	8.5147308333	7.5829804815	0.0458786082844	0.0407886693115	0.0196211454858	0.067159541342	0.0599594334475	0.0314467401663	0.110542750892	-300.0	0.671635380679	0.685617763883	0.0542803544858	0.615091468009	0.621893199494	0.0276335395621	-0.0681239010284	-300.0	0.410439936171	0.406699851573	0.0453687027788	0.441424905057	0.410302961778	0.143508165909	0.0102338955803	-71.1446997044	0.341199566787	0.331476591855	0.131566298382	0.332948067066	0.32664113403	0.0513926108091	-0.0375767693203	-13.6165784034
RFX5	-0.9070030291	7.3384705	6.4314674709	0.0415920672944	0.0351086382451	0.0201664873474	0.0652388759974	0.0549225056221	0.033797849684	0.0695279470531	-300.0	0.744919396522	0.750306396187	0.0485034170812	0.683019222155	0.695449259109	0.0233813831855	-0.101377476429	-300.0	0.433336420639	0.429249876516	0.044330309601	0.459312194747	0.432625213329	0.136018638156	0.0300859742655	-49.4499632848	0.326161086312	0.309150955963	0.148263534072	0.310513422793	0.307181182973	0.0587054519096	-0.0267366600351	-9.74437144356
SOX3	-0.8815224709	7.0991445556	6.2176220847	0.018443908851	0.0146137557326	0.0139827773925	0.0117489231113	0.00936001128364	0.00839139394283	-0.0019922971805	-300.0	0.691313490437	0.699818117816	0.0211152016488	0.705096885837	0.709589426417	0.0419092676817	0.452488451451	-300.0	0.47547996502	0.472938020784	0.145616273891	0.463400380793	0.448305389824	0.0427734702782	-0.0874834797398	-37.9340571021	0.343786957123	0.337444989714	0.0631040341835	0.345207099666	0.342260508739	0.0976174413888	0.00715742128936	-2.45792512289
FOXD3	-0.6445018836	6.6675806667	6.0230787831	0.0101426220776	0.00754858352204	0.00780015682353	0.0182378837209	0.014477977396	0.0132496838436	0.0790864872765	-300.0	0.669407247972	0.675774823892	0.0180185290937	0.694116468797	0.702908140749	0.0411947771389	0.00519082231369	-300.0	0.32851194378	0.31649945321	0.135653443068	0.319730473563	0.3014608524	0.042561722539	-0.028407555075	-14.6315442891	0.357755401826	0.360940277148	0.0468866889917	0.36871639836	0.364510268518	0.0879811529468	0.00673066011481	-2.73638061199
HNF4G	-0.6026098016	2.9244216111	2.3218118095	0.0256776627572	0.0206979429087	0.0156199480139	0.015355102144	0.012335926943	0.00878947956629	-0.0902413995335	-300.0	0.68566978353	0.692917600628	0.0184747701163	0.693061093644	0.702803186096	0.0447289352404	0.173494227124	-300.0	0.260440671744	0.252753509288	0.123725366291	0.257259152675	0.238128415908	0.0424489408762	-0.0142669347355	-8.85546268556	0.328827344541	0.327602600704	0.0974749453698	0.316559816152	0.318483215584	0.0511356760117	-0.0394530238979	-2.0730471813
SOX9	-0.5931329762	6.5152251667	5.9220921905	0.0358471284582	0.0254932384546	0.0291625705467	0.0183748893705	0.0112706459265	0.0172817424583	-0.0108708821186	-300.0	0.692959661337	0.701979565987	0.0206362196912	0.704812059477	0.709701511026	0.0436098224359	0.449630985172	-300.0	0.40746422286	0.394831488383	0.149823393005	0.398325550319	0.379904772344	0.0416259222017	-0.0395635022725	-9.8064083234	0.336477310107	0.325436219122	0.0992642705857	0.313543412065	0.308293568356	0.088989210579	-0.14595959596	-6.67751176678
NKX3-1	-0.5837772725	5.3454291667	4.7616518942	0.0290674854265	0.0200912854011	0.0257009037296	0.0135667251833	0.00741276727826	0.0137791135947	-0.00689356266976	-300.0	0.692149046842	0.701777589471	0.0447319847204	0.627152366078	0.635106978409	0.0170864365142	-0.171947275904	-300.0	0.391976202117	0.390855111076	0.146878915912	0.386298955827	0.35393911086	0.0502479794705	-0.115418286832	-11.1359075524	0.304338479238	0.294039968868	0.106526495702	0.283936960602	0.289051879246	0.0524356963261	-0.000621414913958	-0.334470276826
INSM1	-0.5296980979	6.7003285	6.1706304021	0.0203886621715	0.0174452952422	0.0116965099165	0.030624958418	0.0258346713912	0.0188106082253	0.128861148383	-300.0	0.794237821494	0.800068091029	0.0434303047167	0.687846230748	0.69903744662	0.0221422285377	-0.248573419543	-300.0	0.435603537449	0.399077391236	0.133624075021	0.391239668863	0.38623674191	0.0405683707206	-0.0213819702055	-115.450191668	0.324056752577	0.299069730147	0.15437308373	0.302883368556	0.298760216339	0.0656560757025	-0.028292735851	-15.5026760056
ERG	-0.4811139683	3.9203937778	3.4392798095	0.00553547162394	0.00429294954634	0.00445154256156	0.00892862717521	0.00716408468797	0.00749079406523	0.0911329803546	-300.0	0.743516610338	0.747789761781	0.0446999181658	0.689439623143	0.699821830687	0.0212373271749	-0.0745177439321	-300.0	0.395554236885	0.388883149599	0.0365920651501	0.408123874262	0.393358824399	0.113490243248	0.0239683534388	-85.4512464718	0.323353901677	0.309776718668	0.127703924653	0.309928363346	0.308480379208	0.0564290392658	-0.0135251782961	-13.8646871315
STAT1	-0.4733130873	8.6787737222	8.2054606349	0.0186190458887	0.0147888897886	0.0124533116208	0.010847268609	0.00878895326682	0.0069866774227	-0.0147475035163	-300.0	0.761637504595	0.76551513411	0.0438544483969	0.687439543694	0.697671422473	0.0194267036437	-0.201957378353	-300.0	0.40464801631	0.395646240294	0.0456091396123	0.407869584758	0.401391883754	0.126292365122	0.0039432786097	-28.1732591917	0.34205300139	0.335941474361	0.0992675177087	0.333414493777	0.33295523863	0.058171957295	-0.0104166462636	-4.94965640502
USF1	-0.4081315146	7.4895785833	7.0814470688	0.0135020680656	0.0108422165179	0.00776692875035	0.0216843529904	0.0180847095408	0.0138934937453	0.00911649599575	-300.0	0.668875714088	0.687430832167	0.0658682469343	0.602567952927	0.608771094295	0.0289915478231	-0.0950529063694	-300.0	0.347130880085	0.314748764353	0.146820969898	0.294810206371	0.287994947064	0.0497392559614	-0.0274916107061	-55.9957821454	0.3778740244	0.341044388535	0.194141540234	0.343792668357	0.340957093517	0.0654258134911	-0.0541138090533	-12.1899032991
EGR1	-0.3866965344	8.4510034444	8.0643069101	0.00866935965486	0.00772888088702	0.00424746056815	0.012216036215	0.010673929539	0.00705637425998	0.149440005811	-300.0	0.770029835728	0.778075092399	0.0580821063484	0.67366678049	0.693017945628	0.0275361011543	-0.161240953726	-300.0	0.571296231521	0.552007293127	0.0886917457197	0.541214994542	0.537424178662	0.0304566487782	-0.0227015531101	-300.0	0.365685213849	0.342441533107	0.156701062797	0.342902339209	0.341116414471	0.0569685786313	-0.0531633302439	-172.595737729
CTCF	-0.3682107037	8.924475	8.5562642963	0.00685441192432	0.00577713071235	0.00459228138181	0.0100850994253	0.00837339270588	0.00750422792017	0.199733739515	-300.0	0.752405778696	0.757573249573	0.0451211622992	0.683873096686	0.694589253313	0.0224815164489	-0.1376348319	-300.0	0.405792981388	0.402117756602	0.0379419610107	0.418889904894	0.403044309136	0.11030768692	0.0365355296183	-139.565652136	0.341638393493	0.329093213281	0.130099159521	0.332096877947	0.327682673161	0.0670301729847	-0.0107050046483	-37.6999564221
MAFB	-0.3502367328	5.0393535	4.6891167672	0.0112759577648	0.00913653340156	0.00819953799526	0.018952890794	0.0154587473097	0.0139094691962	0.0898813484417	-300.0	0.683693441594	0.696168911567	0.0234397248404	0.732115179551	0.737075982177	0.0496422059203	0.107826688189	-300.0	0.388421138695	0.349434541485	0.150992010482	0.310449041678	0.306867923341	0.040027428813	-0.140794309313	-95.5295310329	0.325112415349	0.324185420849	0.0655790882666	0.337050400101	0.325170383877	0.118577543623	0.00823992725443	-3.19696988769
E2F1	-0.3329436296	7.4081001111	7.0751564815	0.0236118189782	0.0206533539034	0.0116554065693	0.0333688607169	0.0284945445798	0.0192377824097	0.201684515332	-300.0	0.663699668284	0.685177607905	0.029853945318	0.732216813041	0.739020359893	0.0657831782198	0.139938084635	-300.0	0.525026575294	0.501278046799	0.122988045093	0.486570669537	0.483162780746	0.0421986806972	-0.00981158924134	-138.771851341	0.364028416473	0.344761173709	0.147748148338	0.343478836458	0.34272592749	0.0482232632425	-0.0720901401792	-44.9273583706
STAT4	-0.3171848783	2.786079	2.4688941217	0.0274359872896	0.022047015633	0.0151956789399	0.0169523072485	0.0140283652539	0.00809706152992	-0.0611603955969	-300.0	0.767358332914	0.77253952694	0.0394947496241	0.69812788434	0.70607267157	0.016920940367	-0.216391360311	-300.0	0.376818993392	0.365023291068	0.146373196007	0.367261546685	0.352872362059	0.0430497623623	-0.00889108843305	-14.6496844624	0.30944963542	0.304637380071	0.0951506780742	0.311105605557	0.306377602001	0.0972594688079	0.0298556882004	-1.02690721268
MAFK	-0.2998918466	6.9924892222	6.6925973757	0.0186397707522	0.0149265987388	0.0133162705553	0.00856968891419	0.00682454263842	0.00734800512187	-0.0949264297727	-300.0	0.69190885209	0.701720268179	0.0178722270765	0.719501435165	0.724736319109	0.0450112667219	0.334143065515	-300.0	0.401051899662	0.381131868534	0.144637869008	0.364240683994	0.362344113974	0.0468463237865	-0.0525757644764	-30.668361193	0.268729463139	0.267899358177	0.0527682638661	0.28158442167	0.272431722914	0.114314102357	0.000545598634479	-1.48444997928
NFYA	-0.2796747566	8.3467323333	8.0670575767	0.088681240902	0.0786354657584	0.0397340832589	0.151248805461	0.13254350353	0.0698646301764	0.012289707826	-300.0	0.802145053274	0.812869485438	0.0786216974279	0.660304258959	0.688229260632	0.0319838502317	-0.207335430596	-300.0	0.429982973861	0.409709810857	0.139421636403	0.37017462655	0.365921776839	0.0436634965925	-0.109464715428	-167.51635672	0.415544669661	0.351660841306	0.244280867343	0.345302693193	0.338826666689	0.0906619626619	-0.107149330273	-35.523519858
GABPA	-0.261986254	8.661842	8.399855746	0.0365318665157	0.0319038770577	0.0135690334071	0.0520976114315	0.0453286434744	0.0235311112373	0.0841906093683	-300.0	0.639412357301	0.649727885738	0.0348467495743	0.656381409085	0.684363480935	0.0777312233638	0.18091256795	-300.0	0.486946235713	0.466652240845	0.128066747508	0.446587930507	0.441524381955	0.0445588030269	-0.0324188137504	-112.675335577	0.325565595855	0.305773151965	0.15786160533	0.307612551918	0.304317456678	0.0658792967639	-0.0549841300213	-22.7544814043
YY1	-0.2405441005	9.2155432222	8.9749991217	0.0195360148864	0.0154533546766	0.0148597247606	0.0120570940127	0.00941959384008	0.00872383289213	-0.0105325685644	-300.0	0.769433959361	0.774558869753	0.0488717874105	0.688129615812	0.70144395308	0.0225297326238	-0.179706894095	-300.0	0.40205623544	0.397390724449	0.0462208699106	0.427947964129	0.408260169403	0.130077902041	0.00448602177793	-37.6661872776	0.361051620081	0.349145477209	0.133715865216	0.349593952697	0.348731512957	0.0623905440793	-0.0526188472715	-12.9602516228
KLF4	-0.2292124233	4.3891591111	4.1599466878	0.0255717651866	0.022833995087	0.0105879216305	0.0357890669874	0.0314210700392	0.017620117456	0.195404826002	-300.0	0.760165645615	0.769522944389	0.0651491025329	0.668324335003	0.691623742584	0.0296673701508	-0.0935450192533	-300.0	0.491831048091	0.46626072599	0.117754288595	0.435558013314	0.428548948126	0.0412307536648	-0.083095550109	-300.0	0.371405930206	0.332725117358	0.18959718025	0.335919720402	0.331652001388	0.0611425606797	-0.0619564287495	-136.743342188
SRF	-0.2054848492	8.3513662778	8.1458814286	0.020004763854	0.016343487898	0.0142008765947	0.0107375309903	0.00903198336172	0.00808683087782	-0.0248529626629	-300.0	0.77490928131	0.77949425112	0.0406992344516	0.697025427308	0.705867589528	0.0175831499799	-0.223609406755	-300.0	0.454843209424	0.450351391274	0.0408587373556	0.473502243044	0.450650951527	0.133410219455	0.0178834867039	-12.3326138732	0.326038010709	0.317838537009	0.117347576871	0.32345025161	0.31361622996	0.0925102352622	-0.00152478811606	-2.08523746043
STAT3	-0.2035441402	10.0107785	9.8072343598	0.150964776644	0.130715061139	0.0802015604806	0.0747584354663	0.0627912176571	0.0364902773536	-0.0831162277701	-300.0	0.667539701951	0.68014869191	0.0171721838837	0.680565073854	0.687719190937	0.0603807870111	0.337406529184	-300.0	0.393186587946	0.368555535176	0.144846002186	0.343654661672	0.340827484024	0.0501888558238	-0.0860095652564	-37.4099526353	0.297394117544	0.287479924812	0.1316537887	0.29072501658	0.285455381745	0.0873284134575	-0.0139613869307	-1.36442990108
HOXA5	-0.2024921587	3.5496091111	3.3471169524	0.0210485442541	0.0177285755247	0.0125472310017	0.0320859624276	0.0271853101989	0.0206605708394	0.100148723028	-300.0	0.747655253036	0.751816287015	0.0424810118612	0.68904841841	0.698576487034	0.021014675149	-0.0885057454237	-300.0	0.353839573143	0.34705387022	0.0511927421462	0.369689320027	0.349315861217	0.139883574141	0.0363837646843	-27.7385031506	0.3412368557	0.326934144019	0.135235408696	0.329915874485	0.325831310434	0.0759676043975	-0.0307964730441	-5.24386005508
SREBF2	-0.1732940608	9.1103612778	8.9370672169	0.0323474377033	0.0268301325731	0.0168867264906	0.0529728472779	0.0441089616209	0.0303656685955	0.0486612057804	-300.0	0.787712949981	0.790582106641	0.0405752867586	0.695595436182	0.704362644105	0.0181862708998	-0.237557270926	-300.0	0.570607378968	0.562762088361	0.0319721649307	0.581229572683	0.568956950045	0.100029066906	0.0183173957991	-21.0114557125	0.302492004485	0.300713859962	0.0586663279366	0.320337877657	0.308445227632	0.119255595514	0.0195775535939	-1.02798085211
HOXA9	-0.1727359074	3.0796356111	2.9068997037	0.0253134549173	0.0205529515997	0.0149602346178	0.0149881820797	0.0122659464849	0.00818672656946	-0.0603987812685	-300.0	0.681670388558	0.688521173353	0.0178121578072	0.695334397022	0.704845512399	0.0448405641778	0.122741056002	-300.0	0.224014255699	0.21676493847	0.0430137972746	0.244462831731	0.221244540215	0.140155440509	0.0199443413729	-6.07182576461	0.304194527469	0.29726011626	0.102373390268	0.289955896573	0.29360148294	0.0565021127545	-0.00961978573561	-0.987746939449
FOSL2	-0.1563748122	5.7409766111	5.5846017989	0.0254435656936	0.0209584700445	0.0149426333644	0.0139946232199	0.0113293333407	0.00761616223741	-0.0174180603621	-300.0	0.781696745395	0.787869855397	0.0439081506937	0.689813022744	0.699631763231	0.0165615063563	-0.233862525623	-300.0	0.353470331368	0.34481575408	0.0427537317434	0.35986540676	0.351772390543	0.120757387916	0.0120261776348	-37.3361358831	0.269178932668	0.262028650583	0.104706009955	0.268486566717	0.25950392559	0.0874305639267	-0.00290503174712	-2.196025155
TCF12	-0.1484424405	8.6383393611	8.4898969206	0.0597130283705	0.0527662302924	0.0180967150423	0.0821558095882	0.071748327137	0.0309964214524	0.0501783720229	-300.0	0.749398864217	0.753267661373	0.0418674126608	0.692139482336	0.701809995941	0.0207695403218	-0.095814805681	-300.0	0.388219523638	0.381383890254	0.0410013996848	0.404747893036	0.38621165994	0.124237862905	0.0376922982006	-48.9801245674	0.329444930314	0.319815670453	0.115669449748	0.318566650779	0.318570798599	0.054676945877	-0.0350776859587	-12.6209307108
SOX10	-0.1468324868	5.24596	5.0991275132	0.0176223929485	0.0148323291533	0.00933352382549	0.0280079870936	0.0234663274185	0.0157219966771	0.0765760353749	-300.0	0.684184053259	0.69724911818	0.0244666410258	0.714292597966	0.720644315642	0.0491354924965	0.328912667219	-300.0	0.448402969906	0.446177913736	0.0422250180168	0.468432097738	0.446634123969	0.123440246786	0.036368406751	-47.5708656209	0.344513932298	0.332671863144	0.133094515154	0.333578160738	0.330669276852	0.0629432991892	-0.0230237703804	-10.9358238821
FOXP2	-0.1347974762	2.351259	2.2164615238	0.00977693718588	0.00785396999901	0.00749776437548	0.0181416486149	0.0140523367401	0.0133656296916	0.00898755434728	-300.0	0.688537492345	0.698230593811	0.0458806602347	0.641067598744	0.648007189659	0.0188884231296	-0.0898671450361	-300.0	0.48217900502	0.48064834741	0.0974506363898	0.465601013537	0.460938809536	0.0309935469726	-0.0855418250951	-28.4627034082	0.329985658361	0.327333636876	0.0651403422824	0.332418213403	0.328195068141	0.10656543524	0.0194456556176	-1.51853817439
ATOH1	-0.1075542619	4.6970676111	4.5895133492	0.0261261319143	0.0215876405829	0.0149173807661	0.0142412195845	0.0117439644924	0.0073022295527	-0.0478917522387	-300.0	0.686854930844	0.69877782653	0.0164182732066	0.692552795602	0.700453913946	0.0500892619346	0.281879248891	-300.0	0.3471806323	0.343321169786	0.0413636542574	0.355849853131	0.344979508183	0.123537703011	0.030117542775	-18.7672487331	0.292793340982	0.290884734074	0.104311874416	0.29152697602	0.286582350336	0.0769882619325	-0.0157925906429	-1.64880468345
PPARG	-0.1072274577	2.7755172778	2.6682898201	0.0112220579992	0.00956148806231	0.00750860835823	0.0201776591254	0.0172138262495	0.0128585693233	0.0625749071028	-300.0	0.772236010555	0.775379428151	0.038879473723	0.693788200399	0.702020806487	0.0192003250188	-0.211338600449	-300.0	0.426407253652	0.420320903561	0.0350807783084	0.44235086116	0.424395490138	0.114839345463	0.0236642615189	-21.6457441888	0.260112599586	0.26088339681	0.0714949925765	0.266446655519	0.261161018422	0.112516145929	0.0215475752502	-1.19674946328
