FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_K562	Centipede_80_H1hesc_protection_mean	Centipede_80_H1hesc_protection_median	Centipede_80_H1hesc_protection_std	Centipede_80_K562_protection_mean	Centipede_80_K562_protection_median	Centipede_80_K562_protection_std	Centipede_80_protection_ks_stat	Centipede_80_protection_ks_pvalue	Centipede_80_H1hesc_tc_mean	Centipede_80_H1hesc_tc_median	Centipede_80_H1hesc_tc_std	Centipede_80_K562_tc_mean	Centipede_80_K562_tc_median	Centipede_80_K562_tc_std	Centipede_80_tc_ks_stat	Centipede_80_tc_ks_pvalue	Centipede_80_H1hesc_fos_mean	Centipede_80_H1hesc_fos_median	Centipede_80_H1hesc_fos_std	Centipede_80_K562_fos_mean	Centipede_80_K562_fos_median	Centipede_80_K562_fos_std	Centipede_80_fos_ks_stat	Centipede_80_fos_ks_pvalue	Centipede_80_H1hesc_flr_mean	Centipede_80_H1hesc_flr_median	Centipede_80_H1hesc_flr_std	Centipede_80_K562_flr_mean	Centipede_80_K562_flr_median	Centipede_80_K562_flr_std	Centipede_80_flr_ks_stat	Centipede_80_flr_ks_pvalue
FOXO1	-2.201485627	8.8310241667	6.6295385397	0.148573786682	0.128074306138	0.0751574407281	0.0904425985834	0.079092160851	0.0457065489205	-0.0204163268958	-300.0	0.612814491745	0.626323181943	0.0290482736216	0.645825946843	0.653038840259	0.057186310979	0.162292517096	-132.907328069	0.55690606681	0.557532355889	0.0629153821695	0.53163907225	0.532989791219	0.026323022478	-0.0934962308671	-300.0	0.318747964447	0.317716999028	0.0709799304393	0.308452038981	0.305343156187	0.0381201833902	-0.133712910357	-90.818149459
NR5A2	-2.0764958254	5.4651116667	3.3886158413	0.166998214236	0.139343108417	0.0713773922511	0.104793429476	0.0893593547877	0.0414351124213	-0.0589655564201	-300.0	0.60874937887	0.621855850648	0.0320599538083	0.655334940636	0.66211473184	0.0594329871699	0.0585627986882	-278.185648751	0.506253998295	0.503156791241	0.0349697801368	0.518520001333	0.519272844997	0.0789353602893	0.04632351088	-199.27954153	0.323176873976	0.322238902362	0.0881938804548	0.317112481242	0.310586021298	0.0317694543822	-0.149686806906	-140.536576208
FLII	-1.1177311693	8.8445722222	7.7268410529	0.172016759083	0.148629931658	0.076328939364	0.0996555696405	0.0873589100749	0.0444966259493	-0.067854754958	-300.0	0.575570238119	0.582135293326	0.0312347526184	0.59701646981	0.606550583493	0.0563275704848	0.09609296285	-195.435571721	0.483757582882	0.479333253709	0.0937177680501	0.434159157803	0.437319966249	0.0341313875704	-0.153167087862	-300.0	0.276166509952	0.2756209388	0.0282919725719	0.278375210674	0.278068043077	0.0541141024041	0.00433092450393	-34.1935689605
FOXH1	-1.0990882063	7.0327085556	5.9336203492	0.116215690366	0.0919359824857	0.0639392720928	0.0654881057251	0.051027228192	0.0378205443197	-0.0595792805158	-300.0	0.717551724797	0.723582537619	0.0568910889651	0.62933063681	0.642948403427	0.027259267778	-0.327297526994	-300.0	0.52797799273	0.527855419259	0.0243974256536	0.539119767599	0.539429231611	0.0650635360649	0.00443782803622	-209.111331022	0.320886619171	0.31658502278	0.0880270403163	0.318438182064	0.312985998392	0.0357571293226	-0.0304161727086	-17.7226770785
CREB1	-1.0226017196	9.2302054444	8.2076037249	0.0931917174196	0.0592276918354	0.0700786120952	0.17981556803	0.130607225158	0.124728553577	0.00844785659937	-300.0	0.532881499468	0.539670192064	0.0383921315791	0.569061126534	0.584702038324	0.0849192098256	0.0393428806278	-70.8342263577	0.490331061955	0.492933756708	0.026182006112	0.495900836136	0.497210114789	0.0551874051881	0.131013356013	-41.8460399764	0.271056123195	0.264304248309	0.126569534899	0.265371664013	0.262088580441	0.0366823600219	-0.0537767708652	-13.7914098851
EGR2	-0.9853411587	4.5985511111	3.6132099524	0.0752989568778	0.0649923852043	0.0348092454727	0.114682274572	0.096116516784	0.0553878007828	0.122751128198	-300.0	0.736672587918	0.740965219009	0.0688204453618	0.602855469247	0.616977178864	0.0310232627603	-0.381959979835	-300.0	0.4920097183	0.481262282556	0.0536892672254	0.537793213471	0.512381217962	0.124517097588	0.0386547391238	-300.0	0.345642415386	0.331065486373	0.14506881377	0.331109270539	0.325712484749	0.038034069044	-0.0529910448977	-252.905143181
REST	-0.9317503519	8.5147308333	7.5829804815	0.204183289409	0.196386068883	0.0627276599773	0.138980798184	0.138287941934	0.0343929025171	-0.0547266901804	-300.0	0.597578490785	0.603715555252	0.0335031175986	0.60275105254	0.61862826877	0.0684409759229	0.222799163611	-211.820704555	0.493370506429	0.489735027283	0.0412936232138	0.507882688285	0.495291937909	0.100772786979	0.118642342702	-106.660372264	0.338041655202	0.331722528446	0.108251755444	0.331859532721	0.328011060749	0.0270280043415	-0.0533415669526	-78.1031815195
RFX5	-0.9070030291	7.3384705	6.4314674709	0.099400399777	0.0822564973965	0.0451076116695	0.0597393223658	0.0507098307927	0.0251074399822	-0.0220306590931	-300.0	0.711953702915	0.717441083708	0.0661431712831	0.613688303269	0.629936304279	0.0309586672525	-0.257245571932	-300.0	0.516628697837	0.513749987068	0.0389659041522	0.533115175245	0.522713852937	0.0946716054101	0.0901460865434	-162.816123993	0.32012761404	0.306727575013	0.120887237229	0.307493192464	0.306044680479	0.032280622049	-0.0299812335949	-55.5805507106
SOX3	-0.8815224709	7.0991445556	6.2176220847	0.0772467768555	0.0646559236504	0.0395484455879	0.117874682757	0.0945592011711	0.064167352343	0.132647603553	-300.0	0.684447169243	0.689787038818	0.0565267241188	0.626099934822	0.639448037987	0.0281710698423	-0.0540298018593	-300.0	0.440954185023	0.441007527648	0.0290670881446	0.454309699148	0.453874245036	0.0713057945364	0.0379258212777	-239.486133351	0.300439021528	0.300078085412	0.070837778176	0.296971684036	0.294502369912	0.0302548337698	-0.0223728185912	-34.1183939336
FOXD3	-0.6445018836	6.6675806667	6.0230787831	0.115439496812	0.103376729121	0.0422603549517	0.179782624367	0.15649674532	0.0759487856003	0.022963799237	-300.0	0.636648358228	0.649322976228	0.0286745383988	0.65977861685	0.667568377944	0.0538287073195	0.27571512299	-91.4805460805	0.44623770514	0.448209726668	0.0272778472603	0.459611105776	0.458879313187	0.0629324128868	0.0312706140687	-300.0	0.334359913558	0.337077215181	0.0333666941973	0.343330688405	0.340300108576	0.0734850446336	0.0368576341787	-12.1431038999
HNF4G	-0.6026098016	2.9244216111	2.3218118095	0.190818554479	0.163699897968	0.0768231295817	0.12874134051	0.113175857487	0.0438928855441	-0.0643224413865	-300.0	0.621550520218	0.636246177965	0.0291150974148	0.647065313083	0.654412038668	0.0603252729131	0.287705069546	-31.1684431939	0.423926228035	0.421757456903	0.0294943447843	0.423997143135	0.424384976332	0.0793054703875	0.105962211141	-98.6699744512	0.327110200362	0.325809516057	0.0652114640751	0.316508289088	0.31783434954	0.0308246386736	-0.0657010190664	-21.4527759459
SOX9	-0.5931329762	6.5152251667	5.9220921905	0.132072187667	0.105047142588	0.0648904049844	0.190806058408	0.144653586414	0.10280312578	0.0572432110074	-300.0	0.682306878882	0.688090748415	0.0582481169787	0.627698035148	0.641996200234	0.0296911305616	-0.00369319061145	-142.485352235	0.456340485129	0.459919331389	0.0263546953288	0.467696376728	0.467176620001	0.0641203967948	0.068156319241	-134.696787703	0.323801647489	0.321383150869	0.0646049978476	0.313990078124	0.314226872036	0.0399220616753	-0.0601694553981	-18.3427104857
NKX3-1	-0.5837772725	5.3454291667	4.7616518942	0.081138681972	0.0581325958349	0.0477891903584	0.13075916747	0.0887932821919	0.0828647729556	0.085840875634	-300.0	0.615161321739	0.630798765486	0.0605794474385	0.585825640229	0.593490611618	0.0302832201907	-0.0266112099623	-107.007702544	0.376953976709	0.375833248896	0.0228600276195	0.377418389805	0.376391249091	0.0642487309975	0.0777584320186	-97.4163907192	0.290435795697	0.290604455752	0.0259243687564	0.295504307231	0.290853261562	0.061432019563	0.0963049651576	-0.854340512752
INSM1	-0.5296980979	6.7003285	6.1706304021	0.0784591279619	0.0685954349348	0.0320335375834	0.115555292782	0.0977860890254	0.0511410781103	0.0956378917217	-300.0	0.763624673794	0.768468663043	0.0617598118598	0.621188153283	0.636090158995	0.0284400667069	-0.428365388416	-300.0	0.60299456345	0.596837974236	0.0351558021146	0.625008117904	0.607028702212	0.0832341428288	0.102988505808	-160.462711729	0.313422933126	0.294634528956	0.135687720987	0.29368466526	0.292460205887	0.0301104429343	-0.0653557574846	-105.055279611
ERG	-0.4811139683	3.9203937778	3.4392798095	0.0729193326447	0.0624187345553	0.0389509890887	0.110794142472	0.0907145339607	0.0528155513661	0.133723181998	-300.0	0.610197131726	0.624629317812	0.0308028129985	0.636277576034	0.64172657315	0.0637051306099	0.305645115258	-281.537530947	0.446015050646	0.442623925456	0.0336552654574	0.462210637398	0.455554133577	0.0813191042584	0.082497808448	-300.0	0.307911594832	0.307220388616	0.0287805993446	0.315522355032	0.307655130936	0.0934404677059	0.0216378827458	-67.1884003753
STAT1	-0.4733130873	8.6787737222	8.2054606349	0.166037267913	0.144467884035	0.0706454272045	0.108323875279	0.0964677454003	0.0436681748997	-0.00288929543149	-300.0	0.734415997354	0.739569426725	0.0517946108369	0.628954727923	0.640644006163	0.025478006855	-0.372013761297	-300.0	0.448425115462	0.44687405538	0.038522890884	0.470454003943	0.466348250429	0.0908074887791	0.0229917429722	-208.389043204	0.335785585472	0.334739552775	0.0292493063663	0.337665457247	0.336089394663	0.0702508229841	0.0182108158691	-29.932206177
USF1	-0.4081315146	7.4895785833	7.0814470688	0.127359660905	0.107478921995	0.0516933128969	0.196101966157	0.158286295452	0.0927827134232	0.0164138724035	-300.0	0.556509435342	0.563350764988	0.0400997025293	0.578250859531	0.598759086891	0.082738837675	0.127400235376	-219.901149957	0.580336612509	0.569204929335	0.107883843778	0.53579041678	0.533299132691	0.0455525378688	-0.018215689465	-300.0	0.362620080902	0.337021916163	0.153650922002	0.338251058678	0.335438599706	0.0364988614216	-0.0155981387917	-39.8991075764
EGR1	-0.3866965344	8.4510034444	8.0643069101	0.0974173815075	0.0888018307451	0.034279777439	0.137193576353	0.120448746447	0.0551871162398	0.156254546175	-300.0	0.732077135693	0.736030535331	0.0688454636179	0.603333735164	0.616703377515	0.0303145302648	-0.339803703424	-300.0	0.599147700347	0.592288152558	0.0409479936962	0.634835689565	0.617004046439	0.096232207801	0.03949369111	-300.0	0.361250336132	0.339302798741	0.149612631157	0.340229707759	0.338920950294	0.0346309425102	-0.0555511253771	-300.0
CTCF	-0.3682107037	8.924475	8.5562642963	0.0835041058846	0.0739457161387	0.0385939734192	0.127398592808	0.112686707809	0.0596423271321	0.157792426824	-300.0	0.729642823019	0.734472951324	0.0590109033049	0.628492112643	0.642182481842	0.0271756226049	-0.317496765406	-300.0	0.483607193772	0.475748000854	0.0455659494808	0.500633130779	0.486836860282	0.103329800584	0.11939480919	-270.764274377	0.336376618528	0.327557358598	0.108248347586	0.328081958339	0.326401065272	0.0327091999117	-0.0145123118496	-217.234462824
MAFB	-0.3502367328	5.0393535	4.6891167672	0.175939739303	0.149220732689	0.0725415124333	0.106204686647	0.0914245642634	0.0413212828295	-0.0245715348264	-300.0	0.682459376047	0.688683148742	0.0665522226888	0.615596097332	0.633195795091	0.0326704359376	-0.0299622694362	-300.0	0.536021894626	0.517066920424	0.124149125679	0.455515596663	0.454796717586	0.0386734446944	-0.183412298815	-300.0	0.313226625542	0.306257466085	0.0969582664645	0.305574467268	0.305377415105	0.0322408649879	-0.021949618227	-48.003642458
E2F1	-0.3329436296	7.4081001111	7.0751564815	0.0859587900292	0.0775355808409	0.0320004670726	0.129586915132	0.114568035425	0.0533313379556	0.113140030493	-300.0	0.70554140392	0.709519629839	0.07191864451	0.594849811742	0.608685100683	0.0303384947313	-0.255105827815	-300.0	0.483867861768	0.480220836052	0.109340209203	0.445836853408	0.44368689901	0.0486605729317	-0.00685462969785	-300.0	0.360147344631	0.342006699637	0.145336152636	0.340906422167	0.34090424465	0.0275833044094	-0.0881827152439	-135.441379891
STAT4	-0.3171848783	2.786079	2.4688941217	0.201757129401	0.181226013942	0.0594232290427	0.147617753443	0.136662606042	0.0377016274625	-0.04018411929	-300.0	0.735855302272	0.74214778339	0.0507273339627	0.637633160676	0.649731659648	0.0258723509943	-0.357267416933	-300.0	0.626087680031	0.624783895695	0.0329819002959	0.632478938945	0.630082802222	0.0816773816603	0.0825208278078	-103.015842319	0.308740532843	0.307333551901	0.042776053362	0.308970145182	0.30873927694	0.0658058581071	0.0505391630459	-11.5031174006
MAFK	-0.2998918466	6.9924892222	6.6925973757	0.168550817755	0.146127064274	0.0814807772024	0.0822298125724	0.0711451523471	0.0423188722467	-0.0970923523278	-300.0	0.683300739901	0.689889349209	0.0531904621893	0.625813209076	0.635871174449	0.0283761373442	-0.0500936955114	-300.0	0.545579300457	0.538329327025	0.0881237453593	0.495425135273	0.497421804618	0.0294985045786	-0.173782512081	-300.0	0.269203956518	0.26952768979	0.0265969759998	0.274837190845	0.270656549897	0.0698665299569	0.0134038366945	-17.9139043128
NFYA	-0.2796747566	8.3467323333	8.0670575767	0.139756029997	0.12911628827	0.0588301516749	0.0793142608302	0.0740023397195	0.0313126262024	-0.0226413586745	-300.0	0.703907669965	0.70527220139	0.0958262217904	0.572283056402	0.593498644425	0.0371562456217	-0.129913229936	-300.0	0.508472987733	0.48863862201	0.119887084159	0.444879080842	0.441242880379	0.0463167677019	-0.0546557647375	-300.0	0.412777871061	0.345889534741	0.237519238434	0.339992985275	0.337754658886	0.0539752525972	-0.0952460069286	-92.4759524451
GABPA	-0.261986254	8.661842	8.399855746	0.125330743534	0.107933795114	0.054741040338	0.0773453325378	0.0669234231607	0.0322025190862	-0.00757432694828	-300.0	0.567904760015	0.576446827592	0.0355585872669	0.593935475271	0.598047520993	0.0778079988697	0.286710329491	-175.755523546	0.52502045586	0.521802677881	0.101210809499	0.473234562305	0.471108254675	0.0440755769216	-0.0769877390893	-300.0	0.318988413861	0.304527812985	0.131639001158	0.304577983281	0.303779840367	0.0367982842042	-0.0443922789281	-89.868202861
YY1	-0.2405441005	9.2155432222	8.9749991217	0.0798820729296	0.0684818477392	0.0279393124305	0.113291941934	0.0939265328638	0.0450917114274	0.0238511647094	-300.0	0.734528992781	0.738259492237	0.0611950035981	0.623287886501	0.636058175351	0.0290725323331	-0.340607088545	-300.0	0.466966800716	0.465603048578	0.0364950829999	0.477458348354	0.473924643328	0.0880495568961	0.0752188578022	-106.028399281	0.356212140831	0.347726658596	0.111471651117	0.347744139002	0.347270081544	0.0339410471217	-0.0177526056294	-40.5291138837
KLF4	-0.2292124233	4.3891591111	4.1599466878	0.0897363527282	0.0800310264181	0.0322506771559	0.124667653903	0.107720246227	0.0530897636006	0.174641130139	-300.0	0.725238603064	0.72822743559	0.07369619782	0.592153617395	0.603971868038	0.0321177467308	-0.302119178354	-300.0	0.620358516475	0.606349137974	0.108490448301	0.566320474451	0.560695275015	0.0463603891411	-0.0329528483052	-300.0	0.352784108953	0.328161341916	0.16216187675	0.330819958859	0.32420608258	0.0368668799039	-0.0827802926748	-300.0
SRF	-0.2054848492	8.3513662778	8.1458814286	0.0988957004632	0.0881115888035	0.0464420395647	0.0551849412431	0.051368982254	0.028546354229	-0.0581707232211	-300.0	0.744107845221	0.751822432583	0.0548348642537	0.636222468138	0.649153843898	0.0292198812645	-0.369005520872	-300.0	0.432168161734	0.433162298534	0.030165791815	0.444211341165	0.440506464088	0.0823649485245	0.0407122777063	-144.62503143	0.315182801074	0.31217008962	0.0434132207309	0.316842767061	0.312920518013	0.0786482387227	0.0195130614155	-15.6520337441
STAT3	-0.2035441402	10.0107785	9.8072343598	0.135834488915	0.123956996856	0.0732492865443	0.0657160919238	0.0630782536698	0.0319524580541	-0.00895401487156	-300.0	0.601121610391	0.614408965103	0.0313929860392	0.61845149346	0.62580118493	0.0632013409506	0.339492659866	-29.9564849191	0.446734337744	0.435921434215	0.0925270910638	0.389837690168	0.388987205153	0.0256774965235	-0.206161900706	-300.0	0.282055045392	0.280438201664	0.0384045352154	0.2889236401	0.282723359962	0.0821161984868	0.0116269529	-14.9930744593
HOXA5	-0.2024921587	3.5496091111	3.3471169524	0.0683067479585	0.0582576002525	0.0348050880623	0.104299245273	0.0906392092145	0.0482872035917	0.050742195561	-300.0	0.715199491697	0.720753321497	0.0564214938905	0.628417637833	0.641694378486	0.0290191739293	-0.247216523798	-300.0	0.447556715432	0.445585469757	0.0424225321357	0.456134256095	0.450437696367	0.0876907647329	0.114988687783	-95.0831683138	0.335023384471	0.326529880859	0.100885645942	0.326226098309	0.326043147249	0.0307928227518	-0.0134231590693	-34.6291655239
SREBF2	-0.1732940608	9.1103612778	8.9370672169	0.159271913139	0.13780233462	0.0475759154184	0.227222651037	0.20068133392	0.0864449159147	0.0579685365088	-300.0	0.696366691154	0.702815164927	0.0640846576696	0.620057752171	0.636229958375	0.0294587334947	-0.120740093858	-300.0	0.515201512376	0.515698469696	0.0277378829144	0.525489016276	0.523497818936	0.063002000635	0.0505320266036	-166.405003717	0.29891401779	0.292133017336	0.0879435168197	0.291843658029	0.29187179413	0.0262155793111	-0.00122805879108	-19.7650097351
HOXA9	-0.1727359074	3.0796356111	2.9068997037	0.211345411635	0.177178824684	0.0887363882329	0.145114986497	0.127334850397	0.0523302657663	-0.0283454455091	-300.0	0.623084479981	0.637664233196	0.0293913370021	0.644420552435	0.652177369064	0.0607370497557	0.344279486338	-19.271013862	0.443617298925	0.444245194893	0.0291764751343	0.450033724452	0.447288112734	0.0797618455089	0.0690343376889	-134.018646392	0.294954799775	0.295148019219	0.0311172999695	0.301083353256	0.296640276135	0.0698735850802	0.0260861934057	-6.39217591665
FOSL2	-0.1563748122	5.7409766111	5.5846017989	0.168112243128	0.145880279065	0.0770844314453	0.0969361194754	0.0837390234746	0.0444261092166	-0.0356616173666	-300.0	0.750583704477	0.756420561554	0.0459881224945	0.632820018606	0.64108296221	0.0273565757978	-0.407840982075	-300.0	0.524072127227	0.519443523149	0.101946628962	0.463054088008	0.466248981375	0.0376287571039	-0.181067931442	-300.0	0.263418276043	0.262346263899	0.0593171665274	0.260493712843	0.259896463066	0.0336150294138	-0.00231176727514	-41.8940090312
TCF12	-0.1484424405	8.6383393611	8.4898969206	0.107150960006	0.0959026949279	0.0342845052372	0.149593877076	0.12771508334	0.0580282524896	0.000279402484851	-300.0	0.688696038211	0.693410984648	0.0567429984312	0.622548171315	0.634174568808	0.0289568666104	-0.0536276123265	-300.0	0.487058224666	0.483869531078	0.0399662897094	0.487295992646	0.486233941376	0.0906068668122	0.119224754495	-151.878252394	0.305405627898	0.298750231341	0.0929715467273	0.29743539407	0.297058368063	0.0270199286282	-0.0261333384535	-74.8426464295
SOX10	-0.1468324868	5.24596	5.0991275132	0.167189804195	0.146738403335	0.0601741159223	0.116406660374	0.102648891476	0.03780243014	-0.0123778544115	-300.0	0.608803256123	0.623363612613	0.0312885397759	0.651306118197	0.656114342679	0.0656911034339	0.210190074317	-254.241324968	0.567973800753	0.56526667923	0.0389444653876	0.579968501281	0.574699695251	0.0883417671829	0.116316173285	-97.8079007181	0.341698861281	0.33181905389	0.113007037773	0.330721013568	0.330612034186	0.028414052085	-0.0537754546769	-79.508930015
FOXP2	-0.1347974762	2.351259	2.2164615238	0.0944058956207	0.0835308236134	0.0382019352916	0.148986396059	0.130343736406	0.0666267520923	0.0259375892013	-300.0	0.612572770136	0.627957387254	0.0656726330147	0.529257236412	0.538064008767	0.0330016965593	-0.245054996935	-300.0	0.488856182538	0.49233816849	0.0232792360236	0.496245521744	0.497250850862	0.0581923368023	0.07334039119	-300.0	0.328062599363	0.32530617059	0.0343663215685	0.328344772696	0.326947010766	0.0730688905947	0.0368613621184	-12.8464389406
ATOH1	-0.1075542619	4.6970676111	4.5895133492	0.164542420363	0.143582986643	0.0743172892352	0.0926001998402	0.0805771968693	0.0422841273581	-0.0287648608104	-300.0	0.617785480921	0.627936548524	0.0289498498839	0.652771332864	0.658980228637	0.0534847866862	0.18131931878	-138.751118592	0.520492581298	0.516787410039	0.0874509890886	0.465994811708	0.468746251678	0.0292329265831	-0.207013315176	-300.0	0.287383678794	0.285771496924	0.0320162532843	0.288253208923	0.287328393069	0.0574400775817	0.0156521392344	-19.5218893728
PPARG	-0.1072274577	2.7755172778	2.6682898201	0.166959047364	0.16222937602	0.0405923297424	0.239648861333	0.227515438955	0.073515732495	0.0096121104199	-300.0	0.747581258837	0.753543173997	0.0540094357662	0.638189147465	0.651501964756	0.0280863721625	-0.383043456882	-300.0	0.422247806681	0.422504376482	0.0347772879152	0.43492724068	0.42962346095	0.0811416614813	0.0694246192794	-133.954064797	0.261967494874	0.257756134609	0.078509512754	0.257795321547	0.257363335223	0.029511984677	-0.0289711941134	-32.9766962976
GATA3	-0.0812258624	4.4545267778	4.3733009153	0.0378497073585	0.0316807800164	0.0251528041165	0.0645408280203	0.0546278791112	0.0477644698706	0.273030969926	-300.0	0.606568370514	0.619795747457	0.0264201000082	0.62238492848	0.628487157696	0.0594862858991	0.336897533993	-33.6909381612	0.474501402145	0.468291677762	0.0732916577924	0.420417542069	0.420902071066	0.0179135374202	-0.290598681984	-300.0	0.321665789982	0.322745556081	0.028004275341	0.326017723762	0.324106504324	0.065089192597	0.03295786308	-9.65454017387
