FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_K562	Centipede_80_H1hesc_protection_mean	Centipede_80_H1hesc_protection_median	Centipede_80_H1hesc_protection_std	Centipede_80_K562_protection_mean	Centipede_80_K562_protection_median	Centipede_80_K562_protection_std	Centipede_80_protection_ks_stat	Centipede_80_protection_ks_pvalue	Centipede_80_H1hesc_tc_mean	Centipede_80_H1hesc_tc_median	Centipede_80_H1hesc_tc_std	Centipede_80_K562_tc_mean	Centipede_80_K562_tc_median	Centipede_80_K562_tc_std	Centipede_80_tc_ks_stat	Centipede_80_tc_ks_pvalue	Centipede_80_H1hesc_fos_mean	Centipede_80_H1hesc_fos_median	Centipede_80_H1hesc_fos_std	Centipede_80_K562_fos_mean	Centipede_80_K562_fos_median	Centipede_80_K562_fos_std	Centipede_80_fos_ks_stat	Centipede_80_fos_ks_pvalue	Centipede_80_H1hesc_flr_mean	Centipede_80_H1hesc_flr_median	Centipede_80_H1hesc_flr_std	Centipede_80_K562_flr_mean	Centipede_80_K562_flr_median	Centipede_80_K562_flr_std	Centipede_80_flr_ks_stat	Centipede_80_flr_ks_pvalue
MYCN	-5.5083089259	9.2460594444	3.7377505185	0.175170984339	0.160062585566	0.0482487788546	0.214096736479	0.187316643849	0.077153180429	0.0171473429099	-300.0	0.632785753374	0.639763144414	0.0729911797419	0.559187461788	0.576211016214	0.037894222996	-0.0682322095347	-214.851347511	0.48416058198	0.482344191581	0.0742677709068	0.466128671313	0.460508701473	0.0365016129287	-0.00436699542567	-300.0	0.322533996334	0.32011383408	0.126882374079	0.307281641555	0.290658323695	0.0351383766603	-0.285956004568	-177.72967139
PBX1	-5.4704016931	10.0427314444	4.5723297513	0.179636622185	0.144844930178	0.0845928622263	0.110444064942	0.0901865339518	0.0501051712495	-0.102273648946	-300.0	0.682900535726	0.690934123892	0.0588021870156	0.593583885267	0.607582993463	0.0350505968577	-0.410852934189	-300.0	0.587395191414	0.587920111689	0.0713578538864	0.537124874743	0.538101648536	0.0304191868551	-0.268811286696	-300.0	0.309344155868	0.307693533366	0.0702373883014	0.284582823297	0.279492580263	0.0282397786877	-0.387584808127	-152.177065198
TCF7L1	-3.9938700212	9.0248868889	5.0310168677	0.146495524353	0.124606907857	0.057646623471	0.108403755445	0.0953171425897	0.03520238282	-0.0917119412866	-300.0	0.690133106565	0.695514922271	0.0589186492361	0.595843071862	0.607920915888	0.0312965661185	-0.386719951327	-300.0	0.480398099718	0.479030293635	0.0862140499125	0.450741573318	0.446866660522	0.0387688527575	-0.0549645627353	-300.0	0.344834267177	0.344844970915	0.0969258235977	0.325270404675	0.31910720837	0.0266308445988	-0.338478095102	-300.0
TP53	-3.9536696865	9.9692148611	6.0155451746	0.177763098691	0.152519489846	0.0694942281626	0.117892189867	0.105890686202	0.0408514256569	-0.190948376724	-300.0	0.589304371399	0.606525367307	0.0349459326304	0.639798317865	0.646596830597	0.0697960419116	0.0170181035182	-95.3264888834	0.45404114185	0.455558638044	0.0896726673164	0.431979114938	0.428762341856	0.0363116730998	-0.0379720892091	-205.693438291	0.304703437425	0.304234449303	0.107501048581	0.297225362422	0.285630467073	0.031078829908	-0.227757455881	-107.049940495
ETS1	-3.5009108624	6.8488314444	3.347920582	0.0824011379788	0.0708498040939	0.0388521406386	0.112882388087	0.0939451265984	0.0491882848518	0.0482884768576	-300.0	0.651869372505	0.657600202339	0.0636781835485	0.590379881754	0.604752227066	0.0326491891526	-0.0664943267092	-300.0	0.454263781772	0.44701744495	0.0359796138201	0.45977178885	0.455991674211	0.0820086667268	0.0630190080079	-300.0	0.325084341856	0.325004661752	0.0921640720381	0.311674949373	0.305771865308	0.0295929163294	-0.228908745113	-300.0
TCF7L2	-3.3969730503	8.5839345	5.1869614497	0.196635942716	0.163997365567	0.0833101176787	0.136559711618	0.115310003338	0.0535109936641	-0.0761792328838	-300.0	0.709218049601	0.716584670048	0.0533965701706	0.614400372508	0.626226684755	0.03212375447	-0.441550121816	-300.0	0.50547997648	0.50520045985	0.0851745467604	0.474417479008	0.470988029328	0.0355670639887	-0.0855284324555	-300.0	0.332749057037	0.331142632061	0.064696658177	0.314065940831	0.310702378524	0.0396362128962	-0.29147080388	-195.57944918
AR	-2.8208135212	6.4303512778	3.6095377566	0.124787509869	0.104340376231	0.0505611672457	0.0880789795291	0.0738823444634	0.0363715635202	-0.106951110904	-300.0	0.678470257772	0.686392388315	0.0556354331142	0.610545335488	0.623655929612	0.0299283640148	-0.222144449534	-240.559225979	0.644597415809	0.645277873572	0.0640575397421	0.619774699481	0.617887528868	0.0280189247743	-0.131293458987	-300.0	0.312137225461	0.311698081728	0.0727073576519	0.303328270186	0.299548661268	0.0409823220011	-0.134680940899	-43.2801646052
SRY	-2.631585418	4.77859	2.147004582	0.07919968414	0.069533076275	0.0425571045492	0.118287296487	0.0971440807358	0.070650860128	0.21612335287	-236.702457315	0.61527016344	0.627916148685	0.0283513046785	0.651628349429	0.659335396801	0.0537261178531	0.0924176088593	-92.1497733766	0.611334373859	0.612093394481	0.0585742579838	0.57544061021	0.581565587482	0.0251037996182	-0.218291929373	-300.0	0.306621732235	0.304770540709	0.069240967873	0.294320513692	0.290816760921	0.0466263979739	-0.144826016715	-46.1348262278
TFAP2C	-2.4588811349	5.9932067222	3.5343255873	0.164876101418	0.146346335127	0.0577385219611	0.117099420662	0.105408409401	0.0368278598908	-0.0645755787717	-300.0	0.736991543909	0.742370185967	0.0592664472775	0.610201730194	0.623542581571	0.0298730510363	-0.466262112302	-300.0	0.489063424144	0.47423841243	0.04202953761	0.489146228443	0.482683594116	0.0930601715152	0.0762664160089	-299.999999979	0.317235049827	0.307223558777	0.133616282567	0.307676696116	0.299239164263	0.0303735900296	-0.120492668684	-252.721179606
ZNF354C	-2.2219494577	4.5824435	2.3604940423	0.0870963517096	0.0730382987136	0.0511625989267	0.131777867735	0.108568056949	0.0823036016437	0.103042472896	-300.0	0.688341505828	0.69499197103	0.0611445199812	0.610088402417	0.625395898301	0.0293999640239	-0.240129351502	-300.0	0.422919496207	0.420915215249	0.0275570663252	0.433864968809	0.433854215178	0.0677943803263	0.00840238426889	-196.030202074	0.304715125593	0.304966959047	0.0941714577487	0.303863392295	0.294631678844	0.0257971088915	-0.127403567251	-84.7181525741
