FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_K562	PIQ_95_H1hesc_protection_mean	PIQ_95_H1hesc_protection_median	PIQ_95_H1hesc_protection_std	PIQ_95_K562_protection_mean	PIQ_95_K562_protection_median	PIQ_95_K562_protection_std	PIQ_95_protection_ks_stat	PIQ_95_protection_ks_pvalue	PIQ_95_H1hesc_tc_mean	PIQ_95_H1hesc_tc_median	PIQ_95_H1hesc_tc_std	PIQ_95_K562_tc_mean	PIQ_95_K562_tc_median	PIQ_95_K562_tc_std	PIQ_95_tc_ks_stat	PIQ_95_tc_ks_pvalue	PIQ_95_H1hesc_fos_mean	PIQ_95_H1hesc_fos_median	PIQ_95_H1hesc_fos_std	PIQ_95_K562_fos_mean	PIQ_95_K562_fos_median	PIQ_95_K562_fos_std	PIQ_95_fos_ks_stat	PIQ_95_fos_ks_pvalue	PIQ_95_H1hesc_flr_mean	PIQ_95_H1hesc_flr_median	PIQ_95_H1hesc_flr_std	PIQ_95_K562_flr_mean	PIQ_95_K562_flr_median	PIQ_95_K562_flr_std	PIQ_95_flr_ks_stat	PIQ_95_flr_ks_pvalue
MYCN	-5.5083089259	9.2460594444	3.7377505185	0.0782923014788	0.0530146298212	0.0874244991283	0.0343397398985	0.0247406531698	0.0317257256348	-0.141232331357	-102.01737915	0.53894339167	0.543286132166	0.0841922805405	0.482665133557	0.491616485974	0.0398701477691	-0.0766126917957	-67.5749840254	0.48479991341	0.479080394117	0.0753151596505	0.459262233334	0.451806368699	0.039043318652	-0.210427242768	-234.007924997	0.342643915272	0.341448013034	0.0634909690453	0.309344111417	0.305412958342	0.0230968616027	-0.621703702768	-300.0
PBX1	-5.4704016931	10.0427314444	4.5723297513	0.0972667460418	0.0642110660983	0.108823886167	0.0441004547204	0.0314910954219	0.0424665680697	-0.135656418	-69.3155185466	0.607506171705	0.611267219494	0.0823273518023	0.520270859617	0.529412839443	0.0325430454587	-0.354079687049	-61.7758696373	0.439985784874	0.442550553713	0.0406654032804	0.400191259615	0.400122959479	0.0199080359527	-0.511632514043	-300.0	0.323302023089	0.323116769467	0.0424477510329	0.299069801817	0.294672469843	0.0176765178499	-0.577291325696	-300.0
TCF7L1	-3.9938700212	9.0248868889	5.0310168677	0.0625897065691	0.0450019063891	0.0639021796892	0.0263579535312	0.0195612132417	0.023694849029	-0.179395678287	-300.0	0.530487456359	0.539528825852	0.0356019171267	0.539220974703	0.544554794723	0.0767148571051	0.126007169638	-46.9680926694	0.471104196819	0.470225947688	0.0451830570614	0.442415855562	0.440858176421	0.0226040510733	-0.340661149991	-300.0	0.32055453467	0.322868086171	0.0511047593929	0.302483550319	0.302783103305	0.0191530125297	-0.470558749291	-300.0
TP53	-3.9536696865	9.9692148611	6.0155451746	0.101408650842	0.0670939365992	0.108711432452	0.0435008620036	0.0317634169906	0.0409489330283	-0.144525735755	-105.962192015	0.502319584842	0.508894937914	0.0398593910036	0.502841248152	0.514859865338	0.100988122807	0.0302979519331	-20.0804937789	0.56290208513	0.56394913095	0.0762257989737	0.527090495505	0.525745950254	0.0349284592965	-0.276498909256	-242.033576371	0.287100271046	0.28780342756	0.0625836318634	0.278212297831	0.270640172781	0.0206279047997	-0.337672408976	-300.0
ETS1	-3.5009108624	6.8488314444	3.347920582	0.0741029402335	0.0456894789787	0.0856068444141	0.0332591160804	0.0233611511378	0.0329218049461	-0.0922474548441	-300.0	0.666617637319	0.670230428743	0.0688694409993	0.546069058033	0.553034983495	0.0308599980685	-0.499644488191	-300.0	0.567435506239	0.565981353398	0.0553921963869	0.542410442652	0.538769547303	0.0262980468004	-0.278839522546	-300.0	0.335682671984	0.337259351982	0.0533420008757	0.317397675431	0.314316941256	0.0198713370247	-0.431863151708	-300.0
TCF7L2	-3.3969730503	8.5839345	5.1869614497	0.104536654854	0.0721559911072	0.109941930291	0.048261497314	0.0348289540993	0.0454399434239	-0.102064148894	-100.048070508	0.51749040228	0.523668318984	0.0344919580398	0.526591165871	0.533215352046	0.0811303555475	0.0111521290193	-22.6752817172	0.581954951738	0.583038581751	0.0405295322204	0.545497260518	0.545712750102	0.0211394455138	-0.44871847618	-300.0	0.337280173722	0.336460910639	0.0434345122114	0.32252997937	0.318406026215	0.0242597176427	-0.434076117771	-300.0
AR	-2.8208135212	6.4303512778	3.6095377566	0.0873594394611	0.0629143591789	0.0912436694855	0.0378029981367	0.0272302578473	0.03690600337	-0.138061195915	-74.1362028416	0.494653683617	0.499226699931	0.0367333789016	0.51395649617	0.525734197506	0.0924872530256	0.00800884548914	-17.2000462139	0.472497203135	0.474844073437	0.0497866025914	0.45017898469	0.448702331345	0.0250263947135	-0.279277996535	-210.66780772	0.283678897642	0.28523771196	0.0532817166801	0.274386169052	0.272747385646	0.0255771004572	-0.261289303289	-237.126313838
SRY	-2.631585418	4.77859	2.147004582	0.0747484332931	0.0532426375809	0.0741587361102	0.0342514921031	0.0249296116859	0.0318839092143	-0.0934511662473	-49.763792314	0.521713782557	0.529651263724	0.0913200902429	0.502751397993	0.506142191497	0.0360865957725	-0.0143823067233	-15.8261984398	0.482197253141	0.48506386146	0.0420505257482	0.452916001354	0.456572152542	0.0188255406022	-0.413746306559	-300.0	0.326658227403	0.327028513599	0.0440069439574	0.311035078182	0.312491712426	0.0240500251402	-0.378372153981	-300.0
TFAP2C	-2.4588811349	5.9932067222	3.5343255873	0.0595317932746	0.0402564326483	0.0650551306786	0.0227000050528	0.0160262715302	0.0224205563869	-0.122611950557	-300.0	0.585838508653	0.591225573557	0.0821231853336	0.538639194353	0.551106164239	0.0343843539708	-0.00195532690594	-292.106202064	0.64150609489	0.641214312086	0.0468775914313	0.619990028764	0.618750806081	0.0222150537076	-0.246769503363	-300.0	0.31148476638	0.313246165738	0.0600594068839	0.304308092368	0.30149037707	0.0228232323112	-0.236093038456	-300.0
ZNF354C	-2.2219494577	4.5824435	2.3604940423	0.0805733126273	0.0599557307569	0.0757742905339	0.0321862604276	0.0247334506723	0.027543116871	-0.154151270201	-237.795463772	0.538814033773	0.553400893684	0.0335499252967	0.553702841563	0.559801593474	0.0860605203428	0.164834222874	-15.9759000886	0.461799168949	0.462913290618	0.0362783738657	0.446405981603	0.445986558736	0.018326799036	-0.244581664135	-300.0	0.320631078079	0.320620935086	0.0543785068721	0.316677985103	0.310045445039	0.0186500724892	-0.324691533765	-300.0
FOXO1	-2.201485627	8.8310241667	6.6295385397	0.0773578027394	0.0540836584328	0.0834889450224	0.0358885880175	0.026816298299	0.0330654303375	-0.062953205333	-119.982468183	0.527730579611	0.535001635488	0.0868573560787	0.506544191974	0.512275876687	0.035175786666	-0.00498584154462	-44.7244863775	0.643137756424	0.645538934256	0.0440525537201	0.615876884701	0.617317360632	0.0207227553468	-0.354549491064	-300.0	0.322307014271	0.32342184699	0.0445952464166	0.312919460094	0.312203106261	0.0215880611177	-0.287716585989	-300.0
NR5A2	-2.0764958254	5.4651116667	3.3886158413	0.0898928303049	0.0611968518843	0.0962242161813	0.0341666842606	0.0247998976347	0.0332864807954	-0.113027207763	-300.0	0.613791784483	0.618524060459	0.0752521910445	0.557778958306	0.564525022115	0.0317451490709	-0.097354450862	-141.691070949	0.579310168295	0.583440341357	0.0598799908853	0.560689238719	0.561356470676	0.0308050465866	-0.144006017874	-300.0	0.338863817174	0.339616089248	0.0502055039354	0.333913311151	0.329179033545	0.0207270790496	-0.292703314998	-300.0
FLII	-1.1177311693	8.8445722222	7.7268410529	0.0381260117249	0.0294925851392	0.0334752014181	0.0782140188851	0.0515092625705	0.0836098702225	0.00536445982074	-101.481537	0.556382889133	0.561255047483	0.0303286612517	0.575326558756	0.579558088524	0.057694851692	0.174140061164	-28.6994179733	0.556344853275	0.551036772631	0.0751119427638	0.538614235758	0.543481057721	0.0287102455683	-0.13590935532	-299.999999999	0.279600019338	0.280210180301	0.017592838831	0.279710172759	0.280563570175	0.0423686435068	0.00314863472267	-106.141199138
FOXH1	-1.0990882063	7.0327085556	5.9336203492	0.085732324699	0.0618614506113	0.0863906552517	0.0374297586864	0.0282270438131	0.032925314532	-0.0599262114223	-82.3636997368	0.512443129857	0.525423682171	0.100443372063	0.458022483885	0.462350725806	0.035728908546	-0.131770938155	-46.7839494832	0.423699375089	0.425448088029	0.036964110496	0.415553640185	0.41566120186	0.0162905313325	-0.13924565923	-141.054443242	0.323484188677	0.32298844837	0.0530584081192	0.322825744521	0.318850130543	0.0204765507823	-0.119300316227	-126.079664389
CREB1	-1.0226017196	9.2302054444	8.2076037249	0.0801403570573	0.0555363890663	0.0855369148853	0.0317982162949	0.0238132253848	0.0293476694582	-0.072033836795	-54.9339167921	0.519935412744	0.527896319662	0.0362782566626	0.532887248356	0.537569628592	0.0845891887617	0.205117426876	-7.31369484109	0.478165365047	0.475152501947	0.0340532992386	0.47995863149	0.479889574615	0.069682285299	0.0355322862129	-9.43022858798	0.260589921661	0.252800660216	0.0785003824315	0.252240958598	0.249617661429	0.0275422324917	-0.0642901607085	-45.4279463496
EGR2	-0.9853411587	4.5985511111	3.6132099524	0.0283300400792	0.0203281137421	0.0266068082008	0.061231389313	0.0355052014172	0.0735177303194	0.0193525858702	-300.0	0.655562770733	0.659454928733	0.0770496026276	0.544839498577	0.554773682421	0.0333640401287	-0.313151263106	-300.0	0.482189989113	0.469585114452	0.078999977014	0.464723985961	0.459790285437	0.0350319985295	-0.0237803808205	-300.0	0.33846623743	0.336011160854	0.0770245577843	0.334441544765	0.332082782916	0.0265992425823	-0.0320450255974	-300.0
REST	-0.9317503519	8.5147308333	7.5829804815	0.098093352546	0.062775913425	0.109111285704	0.0374486427971	0.0265443008516	0.037100769469	-0.0515350001989	-300.0	0.533601112219	0.545599245307	0.0854371932512	0.499615898532	0.504633602072	0.0353376508518	-0.0321360393192	-248.238435057	0.529472719457	0.527850717832	0.0286737974151	0.533038422198	0.53354789366	0.0619838924769	0.00450769296536	-135.959990162	0.295239404567	0.294569051639	0.0208673700385	0.301332076295	0.296783027239	0.0587242039586	0.00536413729759	-135.176252663
RFX5	-0.9070030291	7.3384705	6.4314674709	0.0656021936859	0.0432537698501	0.0733207259414	0.0268927610457	0.0190864431589	0.0256203555153	-0.0449313401087	-300.0	0.510249797557	0.515397947333	0.0367973042492	0.520462673772	0.535565006592	0.0928516201034	0.106540254505	-98.2063621651	0.531671739457	0.528956476748	0.032274165716	0.533340609139	0.529692392725	0.070983870911	0.0366417258439	-64.7310401096	0.318730909318	0.313293547733	0.0657190854167	0.312654886037	0.310806388067	0.023011423587	-0.0118574532858	-136.813125372
SOX3	-0.8815224709	7.0991445556	6.2176220847	0.0779265691819	0.0534975792255	0.0832482743084	0.0342257117177	0.0254217196348	0.0314511277363	-0.0357086822657	-161.468181834	0.522708495174	0.527140992607	0.0329911090198	0.530594354823	0.544742878774	0.0916447143605	0.0752450208636	-38.8949594552	0.391209244621	0.392883048375	0.0369321774107	0.382055795591	0.383290044188	0.01726313233	-0.138076184991	-300.0	0.291278088994	0.290883831014	0.0438781325138	0.289451197807	0.287425047946	0.020350754871	-0.103917090461	-211.32120172
FOXD3	-0.6445018836	6.6675806667	6.0230787831	0.0801509064495	0.0579873135719	0.0768767003642	0.0377568924039	0.0296921166567	0.0297062680896	-0.0360127935624	-79.3628214596	0.526770950376	0.549345794196	0.103371726741	0.454203659948	0.459843805455	0.0378063447264	-0.180348709809	-70.4895872298	0.473878434027	0.475759338996	0.0255244461596	0.465624284086	0.467202637584	0.0109037095123	-0.168704359418	-300.0	0.341080436927	0.342596259377	0.0186018188278	0.34571130953	0.344913533926	0.040955218607	0.0514939138412	-47.9700664505
HNF4G	-0.6026098016	2.9244216111	2.3218118095	0.110727107628	0.0806172790917	0.114700033326	0.0504571310147	0.0394486192542	0.0454266079325	-0.0328287933944	-51.6078947992	0.537149010942	0.542691075901	0.0357696826123	0.538436169011	0.549970707174	0.0902362213133	0.143107359783	-10.2959288264	0.343576686586	0.345664661473	0.0409280883548	0.340281625153	0.340240837377	0.017124128875	-0.040006149295	-53.5882844213	0.329334015059	0.329717902492	0.0425670711219	0.321142719465	0.324210456797	0.0179875830561	-0.122180256413	-108.085395698
SOX9	-0.5931329762	6.5152251667	5.9220921905	0.131768214894	0.0909125884937	0.136769065111	0.0575850137892	0.042909850961	0.0527516051817	-0.0240551245753	-56.5842881888	0.563686840554	0.57579789937	0.0884442996155	0.530887984902	0.536085311672	0.0355048170193	-0.0460955009287	-26.7660093	0.523661157644	0.522977084603	0.0558836014675	0.511291682901	0.512655888727	0.0273870874179	-0.109447014496	-91.7834384115	0.326828977554	0.325297133922	0.0426286781165	0.318732954152	0.321601921358	0.025243149925	-0.160882830953	-128.790513858
NKX3-1	-0.5837772725	5.3454291667	4.7616518942	0.109279912879	0.0780058038698	0.110095540832	0.0485189022772	0.0388661198966	0.0387497213465	-0.0353505113032	-39.4981501383	0.509877044066	0.520338731669	0.0985809141249	0.450395278255	0.456085041909	0.0352884308716	-0.159312344901	-29.2537468133	0.366338413742	0.368946073118	0.0635957269532	0.361654334514	0.361367253214	0.0287858132148	-0.0613562753947	-45.7682258036	0.260605271286	0.261491833101	0.0169393182073	0.265644026214	0.261849980693	0.0513343641154	0.0444043160335	-11.3746791421
INSM1	-0.5296980979	6.7003285	6.1706304021	0.0594792454427	0.0382982567838	0.0691204090983	0.0237960867922	0.0169051252609	0.0225245190542	-0.0265312183478	-300.0	0.528777433976	0.541258819953	0.0361871675395	0.537587087575	0.543400693998	0.0929912147683	0.194757413009	-86.7750139253	0.607352634669	0.607046641731	0.0265486110752	0.611619561248	0.607759059326	0.0608625929884	0.0277439243749	-151.078634301	0.300819191886	0.300861645317	0.0233318162624	0.306323023579	0.301797993657	0.0636283301883	0.0746588081764	-50.2487859908
ERG	-0.4811139683	3.9203937778	3.4392798095	0.0826545508927	0.0543006627216	0.0908837861572	0.0352022106565	0.0254068940575	0.033546493877	-0.0154947398671	-300.0	0.650636007546	0.654160778677	0.0721595594328	0.562586149167	0.570863458002	0.0291845736557	-0.251724472647	-300.0	0.551849819569	0.550915724284	0.0238722578959	0.555744386801	0.553227424234	0.0524769323216	0.00371573337908	-299.285266328	0.308694952402	0.310153519744	0.0190042948558	0.311196318154	0.310486227396	0.0520698932467	0.0803250057133	-69.1875018024
STAT1	-0.4733130873	8.6787737222	8.2054606349	0.0360494988787	0.0282608429922	0.0295945375706	0.0750749281711	0.050020287019	0.0795049611161	0.00450241258814	-138.027734718	0.520923466645	0.525875092171	0.0342597156291	0.532966759369	0.542115104735	0.079479025147	0.117289340533	-46.3538569777	0.4573724094	0.455696726636	0.0189128293692	0.460889503607	0.457038173794	0.0380853396884	0.0147806989911	-62.8504726803	0.331834027745	0.330672380098	0.0196269357756	0.332300342215	0.332038177654	0.0474304209695	0.0103607494141	-76.6481819476
USF1	-0.4081315146	7.4895785833	7.0814470688	0.0352604630607	0.025593900819	0.0317175865489	0.0800060934985	0.0505588878103	0.0908412673725	0.00816671211452	-157.39632876	0.507630889181	0.518619894749	0.0389479260467	0.51920047258	0.524374308267	0.0903124716946	0.244217251806	-26.2250390124	0.548081296169	0.539798283108	0.0733037150196	0.535096107919	0.530794565312	0.0346193840995	-0.0274145686796	-100.653877756	0.341974121257	0.341121947594	0.0250634804545	0.353725050437	0.341349025104	0.0934649336413	0.0312804823292	-50.5795805448
EGR1	-0.3866965344	8.4510034444	8.0643069101	0.0224317599445	0.0160995221535	0.021243470288	0.0504685353319	0.0294633143937	0.0606584670703	0.0301795153083	-300.0	0.651662184697	0.655196172086	0.0757278914308	0.549249395619	0.559258302262	0.0319635610094	-0.265644490055	-300.0	0.569901873825	0.561103269492	0.0661110089169	0.553042956708	0.549805144088	0.02881846577	-0.0484725280808	-300.0	0.342822163529	0.343342031672	0.0267775293612	0.353465546504	0.344127634176	0.0831174482657	0.0603060070762	-287.518464539
CTCF	-0.3682107037	8.924475	8.5562642963	0.0263156344641	0.0187858557021	0.0254642859534	0.0623855450705	0.0376520603508	0.0729346555037	0.00868991068375	-300.0	0.662590219295	0.666577984521	0.072370320094	0.570830215473	0.576743572823	0.0290017328353	-0.261511328065	-300.0	0.534001169655	0.532748941148	0.0245210979858	0.538305914639	0.535058108999	0.0525169022808	0.0157863300674	-300.0	0.328940377147	0.329540617585	0.021598549638	0.335313600443	0.331834314764	0.0526365746797	0.0213671190078	-300.0
MAFB	-0.3502367328	5.0393535	4.6891167672	0.113116580519	0.0823750886531	0.114227573614	0.0457943400423	0.0331981807246	0.0432381276637	-0.0587205681698	-257.628457091	0.516620417489	0.522124602766	0.0362002519168	0.528029615404	0.539535105003	0.0927937322604	0.100852255732	-70.5460523474	0.537383958356	0.519189302752	0.0889120849223	0.494838876057	0.49724231685	0.0314664658789	-0.188169359011	-294.795220062	0.318949107932	0.319881561308	0.0217417611042	0.327504896879	0.320576800538	0.0615215128388	0.00816671095881	-76.4020357271
E2F1	-0.3329436296	7.4081001111	7.0751564815	0.0812556799167	0.0512016559421	0.0932334428922	0.0334772955807	0.0237425960245	0.032114098583	-0.00595087055145	-300.0	0.648329916178	0.651372081326	0.0756307168494	0.550972095183	0.562381648192	0.0308765372217	-0.262239312227	-300.0	0.511652603335	0.506439197467	0.0723212517149	0.495995476614	0.494020615624	0.031692676297	-0.049707411587	-264.875629596	0.328932049181	0.314846977258	0.0902457795228	0.308890385727	0.309117639449	0.024856992586	-0.0824536370807	-300.0
STAT4	-0.3171848783	2.786079	2.4688941217	0.0705019814955	0.0489526314624	0.0764044565243	0.0316551351382	0.0235782882939	0.0279359692244	-0.013648498674	-109.3673796	0.652132335801	0.655308311473	0.0751413644864	0.566092464441	0.574136140392	0.0306956370514	-0.231174954456	-99.6170581521	0.566820943308	0.565011146154	0.0219974646651	0.567296091874	0.567196084879	0.0440981778182	0.001484331673	-58.2415949302	0.290845720907	0.290894996095	0.0257414397331	0.293591112811	0.290966500425	0.0450380829785	0.0586554121084	-24.4026591983
