FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_K562	Centipede_99_H1hesc_protection_mean	Centipede_99_H1hesc_protection_median	Centipede_99_H1hesc_protection_std	Centipede_99_K562_protection_mean	Centipede_99_K562_protection_median	Centipede_99_K562_protection_std	Centipede_99_protection_ks_stat	Centipede_99_protection_ks_pvalue	Centipede_99_H1hesc_tc_mean	Centipede_99_H1hesc_tc_median	Centipede_99_H1hesc_tc_std	Centipede_99_K562_tc_mean	Centipede_99_K562_tc_median	Centipede_99_K562_tc_std	Centipede_99_tc_ks_stat	Centipede_99_tc_ks_pvalue	Centipede_99_H1hesc_fos_mean	Centipede_99_H1hesc_fos_median	Centipede_99_H1hesc_fos_std	Centipede_99_K562_fos_mean	Centipede_99_K562_fos_median	Centipede_99_K562_fos_std	Centipede_99_fos_ks_stat	Centipede_99_fos_ks_pvalue	Centipede_99_H1hesc_flr_mean	Centipede_99_H1hesc_flr_median	Centipede_99_H1hesc_flr_std	Centipede_99_K562_flr_mean	Centipede_99_K562_flr_median	Centipede_99_K562_flr_std	Centipede_99_flr_ks_stat	Centipede_99_flr_ks_pvalue
FOXO1	-2.201485627	8.8310241667	6.6295385397	0.0268224725844	0.0166609837173	0.0299338357991	0.0159824346949	0.0101583849026	0.017432124357	-0.0399525719168	-9.85270534069	0.724152553015	0.731942017714	0.0682180115223	0.574290766378	0.583422559084	0.0319416561059	-0.518800552828	-283.570771999	0.247797458431	0.240506070955	0.0561445991528	0.237365607233	0.231080809615	0.0348630825826	-0.253889681365	-47.3129600346	0.265324590843	0.265117355015	0.0377898225881	0.257673029405	0.25601026801	0.0205834860805	-0.422884012539	-81.535992423
NR5A2	-2.0764958254	5.4651116667	3.3886158413	0.0258168176911	0.0158012675918	0.0315528317648	0.0166915996628	0.0103664529839	0.0190471934353	-0.00435710712087	-8.26911099658	0.623421471933	0.631028240383	0.0460696950761	0.572123624294	0.580076612281	0.0315553454081	-0.221818771388	-164.452514038	0.423605461983	0.419734969574	0.05620548554	0.409133220798	0.404377448728	0.0408447880281	-0.197004428732	-41.6735108678	0.311283530058	0.311790847477	0.0309490310539	0.302446347617	0.301681337417	0.020390556748	-0.542860305682	-152.368110536
FLII	-1.1177311693	8.8445722222	7.7268410529	0.0569365262199	0.0351764510433	0.0626018783709	0.0320179988072	0.0219187541607	0.0320240105333	-0.012425774532	-4.65726087279	0.576710057332	0.585599064561	0.0316379788981	0.609389495743	0.616434877022	0.0706970454234	0.0222574167522	-28.1391766041	0.271065021843	0.257175919754	0.0782903492566	0.261156200198	0.252574787521	0.0741839654661	-0.0249680715198	-3.47446439803	0.577868766894	0.574913153564	0.069085854282	0.568152828333	0.568465731601	0.0331873948785	-0.0504409845655	-5.61999289304
FOXH1	-1.0990882063	7.0327085556	5.9336203492	0.0250356500235	0.0153481209499	0.0281721409993	0.0144457658779	0.00881109243093	0.016600478623	-0.012576032877	-7.90883923355	0.568252962143	0.582287792245	0.0292557581186	0.578017457529	0.583337353961	0.08784168025	0.327855096909	-6.30163566821	0.376433776058	0.372373763275	0.0650766684071	0.371296470553	0.36674883288	0.0383329407714	-0.165493833173	-19.9907392371	0.565656090998	0.56293127735	0.0467401546215	0.556410859876	0.555032704658	0.0451918649471	-0.163957377676	-17.4935399166
CREB1	-1.0226017196	9.2302054444	8.2076037249	0.0652953973032	0.0435577781589	0.0672817101406	0.0406960592655	0.0256119330331	0.0441052778495	-0.0524510220031	-4.29141881262	0.575423383819	0.584591027836	0.0299573886633	0.598855403919	0.605653146109	0.0483618786866	0.11951443173	-11.9921149859	0.362051736619	0.350438366428	0.0785090994485	0.366878216384	0.352834813211	0.101632081203	0.0663565255788	-0.26334281548	0.756265135187	0.756113149923	0.0797959688923	0.740067704832	0.743452162322	0.0524035266911	-0.0622391933713	-3.71159213135
EGR2	-0.9853411587	4.5985511111	3.6132099524	0.0240721898907	0.0150939199855	0.0258836980931	0.0146279748334	0.0089101733099	0.0171790621012	-0.0154614135396	-32.5473374285	0.62282735724	0.631005457849	0.0487312916608	0.575878408604	0.58591452111	0.0309971143692	-0.133881609588	-287.401213123	0.422353973716	0.418501426405	0.0500459183431	0.41519041395	0.41303147584	0.0381404648282	-0.0378230308412	-25.4916666191	0.22171794545	0.221354514665	0.0236602571815	0.218807556825	0.218443632744	0.019391143487	-0.106965353772	-70.140300607
REST	-0.9317503519	8.5147308333	7.5829804815	0.0238322825207	0.0162069354867	0.0252185075061	0.0148460395532	0.00966949105391	0.0162265477843	-0.0281288999875	-23.6603649752	0.671035469781	0.678272484416	0.0499871309952	0.578407505272	0.587636506197	0.0304174035177	-0.398609702944	-300.0	0.355776319786	0.350353711369	0.0557215043709	0.351940995074	0.346110935096	0.0435053442133	-0.00289093943261	-10.7279582634	0.630683941685	0.629354326458	0.0549806579846	0.617647929941	0.621712967637	0.0414966908486	-0.089217813476	-23.3620766612
RFX5	-0.9070030291	7.3384705	6.4314674709	0.0161367014588	0.011024952501	0.0161987119038	0.0263075118822	0.0169579508203	0.0275767655674	0.014148984597	-10.8585612364	0.576333526948	0.584401012632	0.0305330612723	0.596781705587	0.604749703293	0.046368288171	0.139830961354	-46.3280985635	0.366201933111	0.361504664918	0.0514376184169	0.360443111459	0.357074989482	0.0402305665472	-0.0253089059612	-10.0315018159	0.165139103675	0.163932048768	0.0197959745537	0.165342815942	0.165498757621	0.0389952728082	0.00204693611473	-6.47866279013
SOX3	-0.8815224709	7.0991445556	6.2176220847	0.0257446201135	0.0173397248345	0.0254008112435	0.0151921209964	0.00953544749338	0.01657406385	-0.0531861897674	-13.5137306623	0.570756908482	0.585895083787	0.035348251588	0.608836507355	0.617366597477	0.088053662994	0.00529037312685	-58.2301482313	0.520111878395	0.515257193135	0.0437446593203	0.51313446833	0.509481648271	0.0428193572719	-0.121995164258	-16.2991394323	0.725072362616	0.72710646748	0.0624281171297	0.713235444086	0.717789658208	0.0603978858105	-0.0743338392782	-9.35374868154
FOXD3	-0.6445018836	6.6675806667	6.0230787831	0.015278439324	0.0102322600707	0.0161919758104	0.025273963222	0.0172944429387	0.0266167879551	0.000121272135085	-25.0342732963	0.761106643557	0.767724284778	0.0669616187309	0.582842289693	0.594697511509	0.0293032224057	-0.468148753745	-300.0	0.334333537741	0.329824997592	0.0485581646951	0.331802182397	0.327533828553	0.0319372930363	-0.0658126291914	-27.4365495325	0.31138978694	0.312930325675	0.0206630746249	0.313263707246	0.313441065047	0.0294962100312	0.0267759141665	-10.5426203083
HNF4G	-0.6026098016	2.9244216111	2.3218118095	0.015430661973	0.00993932118603	0.0171841615404	0.0254193470554	0.0147943387236	0.027778709483	0.0163008360755	-4.74202083178	0.574669220078	0.586033360266	0.0745265176734	0.542394518452	0.547101477839	0.02794529355	-0.111194358788	-55.9808686211	0.415683463355	0.412429655652	0.0639878102175	0.411844135444	0.409876155896	0.0339407163388	-0.053370546825	-5.4286433575	0.560452854244	0.559583718409	0.0730867963258	0.54793102926	0.549671658869	0.0625762414942	-0.093892780993	-6.46444964807
SOX9	-0.5931329762	6.5152251667	5.9220921905	0.027529466425	0.0176219575589	0.0271534339587	0.0161523200642	0.0108768976091	0.0168201477419	-0.014170236025	-4.85207869762	0.579149994873	0.590846980943	0.0276485655241	0.610812399523	0.616605321884	0.0883056772716	0.0725144607521	-22.0067799251	0.518791654607	0.513916417943	0.0496486016629	0.515949222075	0.510822423463	0.0417752649469	-0.0613289760349	-4.48050884895	0.436941988587	0.429369946034	0.0798802075097	0.438508781483	0.438178137734	0.0804428792152	0.028035822708	-1.01295089806
NKX3-1	-0.5837772725	5.3454291667	4.7616518942	0.0255216553363	0.0172455571168	0.0251832696595	0.0148830660362	0.0104428842295	0.0139763200917	-0.0098569225071	-4.89352460398	0.57461683517	0.581724392774	0.0315434262177	0.575513041202	0.587506857404	0.0962428210978	0.229943214667	-9.87635042599	0.491118913819	0.481174781075	0.0939460494973	0.489557562824	0.47835911723	0.0707666249979	-0.12811261497	-8.436887428	0.560407959141	0.55810140768	0.0392078287399	0.560703875967	0.559326036484	0.0680979427796	0.0460451977401	-0.672005346998
INSM1	-0.5296980979	6.7003285	6.1706304021	0.0158171408268	0.0100586420946	0.0175423827234	0.0241011966984	0.015835041637	0.0264778712866	0.034610367989	-15.823377222	0.578927944509	0.588336007643	0.0313225646931	0.602317148567	0.610555531242	0.054924609352	0.115480023609	-85.544646143	0.659126769634	0.654510008515	0.0483174271067	0.653539878715	0.651318954776	0.0469206248933	-0.00825946250176	-12.516194135	0.146820851436	0.144428536572	0.0215852860673	0.147122005297	0.145275576149	0.034758368577	0.0319765805326	-6.97855626174
ERG	-0.4811139683	3.9203937778	3.4392798095	0.0147660952505	0.00954881640198	0.0167120360501	0.0242666954386	0.0160508707405	0.026363036679	0.00813417147442	-20.821357215	0.670144861091	0.676656655928	0.0571852065281	0.582883474811	0.591949786525	0.0297944266562	-0.385794216808	-300.0	0.451157459725	0.445084413247	0.0492272006409	0.44764956354	0.443305099862	0.039310209416	-0.0416413347356	-18.1494834734	0.186345636585	0.185550448157	0.0163395730222	0.186990445419	0.18595852649	0.0411662510697	0.0425909483866	-5.1328916989
STAT1	-0.4733130873	8.6787737222	8.2054606349	0.0281108681163	0.0194755033824	0.0280910836441	0.0159433473663	0.00963622146635	0.0191016984027	-0.062939872582	-16.3389995364	0.573906702568	0.587853420285	0.0327972694694	0.610176996608	0.618341211073	0.081953733026	0.0200290950709	-57.5029809125	0.460489930715	0.454182955707	0.0673704520718	0.465006291355	0.455941378218	0.0778223066303	0.00844415102644	-4.14149024821	0.119701850828	0.118876266587	0.018023939219	0.122094417186	0.120053373684	0.0413499171545	0.00265766217397	-4.7401983801
USF1	-0.4081315146	7.4895785833	7.0814470688	0.0158270913082	0.0104564677153	0.0183880935223	0.0263955746321	0.016596819533	0.0316516272217	0.00889889569083	-12.5981464345	0.668762510545	0.675286786264	0.0612652748574	0.579826230963	0.590109833215	0.0292482340322	-0.377348233557	-251.508196571	0.500599210541	0.495929200382	0.044805268958	0.501450190866	0.497260688901	0.0600515644647	0.0243608005863	-4.52100056148	0.538375244871	0.534588456028	0.0494287389548	0.53200320251	0.531304212593	0.0436013600907	-0.00590062111801	-6.97388735682
EGR1	-0.3866965344	8.4510034444	8.0643069101	0.0144377025547	0.00862627896959	0.0168277827819	0.0233230095764	0.0148152917567	0.0258315461039	0.0114423930177	-39.4576213109	0.618900159403	0.627363417313	0.0523403626685	0.578385621879	0.588039131095	0.0309354153584	-0.0707956434462	-300.0	0.326173630767	0.321807733963	0.0448882879189	0.328237395997	0.323897691482	0.0562140701797	0.0381013304912	-11.3477967722	0.249035946789	0.249557711302	0.0175021091941	0.250459003975	0.250192962883	0.0260245811097	0.0226819578013	-17.706626411
CTCF	-0.3682107037	8.924475	8.5562642963	0.015371524405	0.0101698831712	0.0160424419785	0.0238093382314	0.0157395022029	0.0258629135223	0.0424675325722	-24.0305772507	0.684537220666	0.691636299114	0.0634672487811	0.583483696508	0.59385935527	0.0290569627709	-0.409604361566	-300.0	0.377524526916	0.374804155311	0.0406796372697	0.376635022657	0.374071469342	0.0268783585553	-0.00959928275108	-19.4821456148	0.264869248119	0.26365035569	0.0199041005744	0.265035688104	0.264080862959	0.0333324328966	0.0402310861416	-16.6324817582
MAFB	-0.3502367328	5.0393535	4.6891167672	0.0165991467522	0.0106054174436	0.0183360875824	0.0263765651806	0.0158601600854	0.0288983666676	0.0370718289821	-8.81421759595	0.580346147727	0.590850125578	0.0283449416644	0.614840002358	0.621594395009	0.0603461103319	0.0101568650104	-76.3937735981	0.403163530573	0.398702640159	0.0557052173206	0.405007386483	0.399353285273	0.0763564936358	0.00257329568136	-5.75539638469	0.625259982309	0.630317400386	0.0396624349043	0.630743427301	0.631664723725	0.0529617292882	0.0329533523324	-3.49166222247
E2F1	-0.3329436296	7.4081001111	7.0751564815	0.0289812797756	0.0201863518111	0.0305218102301	0.017191315626	0.0108712996351	0.0188628474094	-0.0187616021508	-13.2320156409	0.614772948734	0.623930665874	0.0553181048756	0.578055848395	0.588781008626	0.0325376730334	-0.0217419463686	-74.5089360458	0.467330018195	0.464451081071	0.036089528932	0.468479178096	0.466330248879	0.0601190239614	0.0383725087139	-2.70620474535	0.425829063032	0.426641321976	0.0363466807636	0.428224142398	0.427203469451	0.047594421944	0.04563929012	-2.34799499761
STAT4	-0.3171848783	2.786079	2.4688941217	0.0149150568956	0.00908239471037	0.0163980631202	0.0237242399181	0.0151351404151	0.0241934215562	0.00883378215664	-9.1844476237	0.578718265178	0.585976092231	0.033107143501	0.57914645372	0.589860316938	0.0683112254907	0.347964721993	-7.27607010478	0.344224304492	0.338619300152	0.0587448796288	0.344548013526	0.338968514582	0.0735638869379	0.000480729036034	-4.50180946861	0.366334308244	0.363223051551	0.061805933145	0.363886715785	0.361094241727	0.0463563972159	-0.0045222073853	-4.72620211712
MAFK	-0.2998918466	6.9924892222	6.6925973757	0.0149031949501	0.00929845993582	0.0167952258701	0.0218791293431	0.0143409228847	0.0245264011461	0.0223720646261	-8.22632974954	0.744569048335	0.752557063505	0.0805557858453	0.582475604387	0.596511173382	0.0335157166594	-0.451934957283	-209.768097294	0.705562728128	0.701744224458	0.0511960222638	0.703426824839	0.701241304864	0.0399256677225	-0.0186436019788	-5.95735113383	0.457901119326	0.459226358888	0.0421264291574	0.461182205961	0.459637751795	0.0534357028446	0.0271533800642	-2.353764511
NFYA	-0.2796747566	8.3467323333	8.0670575767	0.016216461228	0.00936279214049	0.0193467551548	0.0243056302878	0.01600240148	0.0269754590675	0.0307038230365	-3.54003626098	0.582483693224	0.591628723411	0.0374651357058	0.616885343498	0.627478749759	0.0535811936747	0.0127014760488	-28.1477852558	0.378406953398	0.368597594102	0.0938641784497	0.377235076638	0.368468595522	0.0811192125428	-0.0086889925503	-2.36315741603	0.658817720555	0.670609624363	0.0783515834867	0.66497613503	0.671587723353	0.0787147684255	0.000512327500183	-1.70497251614
GABPA	-0.261986254	8.661842	8.399855746	0.0165608951411	0.00963423984478	0.0204917964867	0.0260373143663	0.0153971908206	0.0339160926635	0.019030593617	-6.32340245885	0.575110700759	0.589171379136	0.0323460588475	0.595808465098	0.604703225314	0.060386503886	0.211359654129	-17.2423024724	0.45053758207	0.444188310037	0.0470450891341	0.453087951041	0.447197501237	0.0619813771039	0.0126325440485	-2.78769916218	0.559881952215	0.567069824361	0.0589882779373	0.562231995534	0.567220070443	0.0637052060334	0.055937670697	-1.13460658687
YY1	-0.2405441005	9.2155432222	8.9749991217	0.0142563082981	0.00886425365944	0.0163858892446	0.0248861233916	0.0159930959258	0.0284151018557	0.00902144271928	-16.8977432957	0.627054194143	0.635078083641	0.0674064318862	0.580276332919	0.591625605203	0.032007871691	-0.0533600264103	-133.429605752	0.435713639259	0.432218945833	0.0397499862709	0.436536466418	0.432374616633	0.050562323847	0.0275651544713	-5.47025536629	0.543479028406	0.544039208851	0.039297007214	0.543746859342	0.544184906519	0.0494725443345	0.0750363154747	-1.58368810842
KLF4	-0.2292124233	4.3891591111	4.1599466878	0.0159989574216	0.0100655543656	0.0176631173158	0.0253453333928	0.0167256783428	0.0275311155426	0.0366380183475	-29.3686678385	0.616781124443	0.625604287367	0.0613781454379	0.577909433404	0.589543166959	0.0321549902671	-0.0440531715516	-275.698479487	0.515825468452	0.512514356277	0.0393315648095	0.516690753376	0.512722919594	0.043443284025	0.0894910937551	-2.80240298301	0.216038527836	0.215958850303	0.0199492725063	0.216612453262	0.216257983539	0.0229027101218	0.0564531313376	-8.53769201434
SRF	-0.2054848492	8.3513662778	8.1458814286	0.0139628367472	0.00881385929643	0.0159432677833	0.0222202156565	0.0133609896933	0.0246135494948	0.0292264819804	-5.85919340944	0.70293518868	0.708682387031	0.0749966843153	0.582170617324	0.593098814413	0.0309026213222	-0.428149031599	-148.902783286	0.507633445935	0.492936127577	0.0941875296873	0.50777060573	0.493427508787	0.0982278418102	0.0267307692308	-2.15302003425	0.629954678431	0.633513885824	0.0685737503966	0.6390816222	0.63439835351	0.0702311310745	0.0269982060993	-1.81495584851
STAT3	-0.2035441402	10.0107785	9.8072343598	0.0239794271649	0.0166795532707	0.0245876058446	0.0136043315961	0.00899125966808	0.0143672682387	-0.0189155951703	-6.19145669413	0.621085868952	0.629695247876	0.0948726478413	0.578294298021	0.593437107813	0.0370454699513	-0.0262102893117	-33.6923077455	0.318772102758	0.314002442778	0.0383771249317	0.323943195003	0.314631160392	0.0687855337347	0.00202894804859	-2.08996968357	0.559074971414	0.558118072532	0.0665506577125	0.555064607367	0.555526892173	0.0503995927458	-0.020617668772	-2.15975514942
HOXA5	-0.2024921587	3.5496091111	3.3471169524	0.0170146117161	0.0108200390591	0.0203443096064	0.026614142136	0.0159609886336	0.0333689702842	0.0576524181854	-7.39073454339	0.62024161558	0.627708159876	0.0465516534041	0.581762711585	0.591244088409	0.0303350601253	-0.0214431299358	-88.1112197909	0.381615971317	0.371791548221	0.0743525831209	0.382895854623	0.37223667503	0.0847029408209	0.0588146782573	-2.04022125326	0.147382492588	0.146843842769	0.0395276090668	0.148577447924	0.1468520902	0.042023330161	0.0391646862072	-2.85082010463
SREBF2	-0.1732940608	9.1103612778	8.9370672169	0.016761160553	0.0112060731089	0.0181250388588	0.027519450099	0.017767333215	0.0299268512461	0.00814323817143	-14.6062445939	0.624376095426	0.633346609415	0.065354272951	0.579793978799	0.59120124908	0.0326112316237	-0.0384823238951	-110.772001384	0.633048938385	0.633753575115	0.0292429735151	0.637010366656	0.634395178394	0.0487434525138	0.0645398202002	-2.09703014312	0.550391484924	0.549282648384	0.0446568193986	0.551502762739	0.550802900979	0.0484876173278	0.0321084189095	-3.78449836727
HOXA9	-0.1727359074	3.0796356111	2.9068997037	0.0140696507269	0.00865097146789	0.0144104834182	0.025028218348	0.0145747091739	0.0261270581006	0.00427165532161	-6.41469656492	0.57853157706	0.589378984893	0.0742320729017	0.538667521873	0.54340849628	0.0288273825839	-0.15181809832	-65.1442601771	0.41557372786	0.411479909934	0.0628727201225	0.41471005878	0.410825901613	0.0343208954326	-0.0197509078819	-3.67582627262	0.675328818053	0.677772916953	0.0642778811211	0.680552330602	0.67913097637	0.0659980473188	0.0207504983568	-1.71973399299
FOSL2	-0.1563748122	5.7409766111	5.5846017989	0.0158974095411	0.0101193793341	0.0179616938529	0.0274822585117	0.0178964392185	0.0292713495728	0.0113018919739	-16.6004044083	0.577988459043	0.590130657288	0.0321431240504	0.609980197888	0.618549236583	0.0638310726328	0.092694498058	-75.1056847882	0.569725211584	0.565673405091	0.0366027967705	0.570880618097	0.565782946308	0.0511364429238	0.0513332049863	-3.38425315919	0.442232452035	0.438504766414	0.054185390248	0.433908772402	0.434969220834	0.0529312222444	-0.0265529592196	-11.4068564652
TCF12	-0.1484424405	8.6383393611	8.4898969206	0.0161109917997	0.0102304020862	0.0172064255712	0.0259080191964	0.0167263030928	0.0274690891784	0.0268108268852	-18.0567110149	0.580095189362	0.590704741349	0.0312057354991	0.602680383069	0.610205749573	0.0494668889933	0.135383031485	-77.5835087914	0.436240448388	0.429900428412	0.0651614514763	0.437670632233	0.430774677073	0.0708088010519	0.0564243520295	-3.85840981619	0.157132027857	0.15640181607	0.0165192807402	0.157381992931	0.156428013142	0.0331583487744	0.0558421831695	-4.39565995069
SOX10	-0.1468324868	5.24596	5.0991275132	0.0151746067247	0.00868206154237	0.018288595006	0.0253547842804	0.0146477256967	0.030038298618	0.0214411621913	-13.9647588999	0.580974258143	0.59027796728	0.0321639279773	0.599637980222	0.608314142725	0.0509692713633	0.201201098818	-39.4477469497	0.359360552257	0.351023835705	0.0587194303055	0.360860743446	0.353137651861	0.0773661525436	0.0828388333838	-1.25062954158	0.220488135748	0.219911289889	0.0159328100442	0.22207068831	0.220912828018	0.0379825864946	0.0219581485225	-5.1500369863
FOXP2	-0.1347974762	2.351259	2.2164615238	0.0154820055503	0.00999354583653	0.0164642193112	0.0252109345369	0.0156882493022	0.0286604122534	0.050839201397	-9.60951851225	0.7115551187	0.71889583911	0.0683134756163	0.586025907516	0.596031659343	0.0308783555017	-0.423270064282	-299.999999955	0.417063023169	0.413203843595	0.0251446855825	0.41835871384	0.413445725268	0.0472218586666	0.030280586811	-4.40270074336	0.388965896733	0.38727092561	0.0499784673342	0.390037571859	0.387343830534	0.0538745166079	0.0444153274791	-2.91838363048
ATOH1	-0.1075542619	4.6970676111	4.5895133492	0.0299606808024	0.02124997817	0.0315267373374	0.0157068892356	0.011171720085	0.0152804943474	-0.0406374042138	-9.18779565958	0.580379907842	0.592728334215	0.0310021665654	0.607753142744	0.614087599558	0.0842775244946	0.174256188863	-17.8958913929	0.189123699408	0.181906210346	0.0605600662036	0.187167035724	0.181402379261	0.0351293904803	-0.0204033410265	-3.55977811476	0.620893612432	0.621015541211	0.0708435780634	0.615726734992	0.618799968921	0.043201661058	-0.0203125	-3.36027573735
