FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_K562	Centipede_99_H1hesc_protection_mean	Centipede_99_H1hesc_protection_median	Centipede_99_H1hesc_protection_std	Centipede_99_K562_protection_mean	Centipede_99_K562_protection_median	Centipede_99_K562_protection_std	Centipede_99_protection_ks_stat	Centipede_99_protection_ks_pvalue	Centipede_99_H1hesc_tc_mean	Centipede_99_H1hesc_tc_median	Centipede_99_H1hesc_tc_std	Centipede_99_K562_tc_mean	Centipede_99_K562_tc_median	Centipede_99_K562_tc_std	Centipede_99_tc_ks_stat	Centipede_99_tc_ks_pvalue	Centipede_99_H1hesc_fos_mean	Centipede_99_H1hesc_fos_median	Centipede_99_H1hesc_fos_std	Centipede_99_K562_fos_mean	Centipede_99_K562_fos_median	Centipede_99_K562_fos_std	Centipede_99_fos_ks_stat	Centipede_99_fos_ks_pvalue	Centipede_99_H1hesc_flr_mean	Centipede_99_H1hesc_flr_median	Centipede_99_H1hesc_flr_std	Centipede_99_K562_flr_mean	Centipede_99_K562_flr_median	Centipede_99_K562_flr_std	Centipede_99_flr_ks_stat	Centipede_99_flr_ks_pvalue
MYCN	-5.5083089259	9.2460594444	3.7377505185	0.0238327586203	0.0150090559091	0.0289674240137	0.0178493091129	0.0109243089302	0.0213527563245	-0.060787212505	-3.30819215499	0.698452845477	0.706629688784	0.0587556576264	0.553333221859	0.561502509619	0.0310645399032	-0.588558352403	-179.175691985	0.609593422337	0.605922226186	0.0521987384312	0.555789106554	0.550392436675	0.0449399224285	-0.589635157546	-101.392860464	0.591197372928	0.588992174624	0.0516060605621	0.5349122223	0.536302625293	0.0488297374051	-0.629584670251	-139.863511689
PBX1	-5.4704016931	10.0427314444	4.5723297513	0.093729156207	0.0599138906012	0.0914522771334	0.059654920606	0.0375156016384	0.0688666614866	-0.115969402766	-4.08425688157	0.700420576383	0.70761594531	0.0790027050596	0.552610562216	0.565329478441	0.0369084440725	-0.57385620915	-105.850203368	0.473610357861	0.458953401547	0.0927911910958	0.425189098091	0.413473987019	0.0769936257429	-0.374642804537	-31.0881925748	0.240935348391	0.236707054722	0.069561334576	0.219857660198	0.215461550269	0.0555461729606	-0.323761110435	-21.6317092012
TCF7L1	-3.9938700212	9.0248868889	5.0310168677	0.0239731385512	0.0155282597451	0.0255937341098	0.0170079324005	0.011115753755	0.0175677186759	-0.0713490731634	-15.3491188916	0.62286733753	0.631066404813	0.0497207277672	0.56021887537	0.569525753338	0.0332205409079	-0.388476865321	-300.0	0.408765606951	0.400525965185	0.0609965198069	0.378381408162	0.374277782601	0.0600070393479	-0.269984374276	-119.383841429	0.296538560391	0.297004961565	0.0254945419023	0.277174918957	0.277591547208	0.0159398729438	-0.725266683302	-300.0
TP53	-3.9536696865	9.9692148611	6.0155451746	0.0243046834823	0.0157998779908	0.0279711118677	0.0164971456594	0.0108188653674	0.018296094616	-0.0762541512438	-3.61483163378	0.737757129841	0.743959045823	0.0479651169898	0.566095223293	0.574300887115	0.0304770116888	-0.595724542178	-154.459596776	0.688323205496	0.678890327059	0.0718207272005	0.642256213923	0.633893997727	0.0592887491273	-0.336753480018	-36.8902763601	0.34117726613	0.340245858544	0.0572440068983	0.326909231325	0.319784903084	0.0541133338544	-0.296593455849	-31.9380937067
ETS1	-3.5009108624	6.8488314444	3.347920582	0.0238970412939	0.0151609458016	0.0262020894893	0.0157179136238	0.00984491998484	0.018343787218	-0.0682096409463	-13.1979616023	0.688077794389	0.695471444153	0.0573162027511	0.564745108414	0.574954349566	0.030478688725	-0.552106438507	-300.0	0.462803205365	0.457255924059	0.0512509631598	0.436341198133	0.43113358905	0.0427843969764	-0.393323822179	-139.219585163	0.439403242486	0.438833233082	0.0499875203823	0.413950799605	0.413711225605	0.0440603360843	-0.361711514088	-113.619637606
TCF7L2	-3.3969730503	8.5839345	5.1869614497	0.025694274953	0.0165495965931	0.0310079087627	0.0167089169586	0.0107167352467	0.018614124682	-0.0702577972924	-5.42565515719	0.622366058279	0.631044536293	0.0702862898579	0.562130743456	0.576089941029	0.0342089014783	-0.316342312679	-105.08058418	0.445248087203	0.432508524331	0.0803308907862	0.417085532588	0.408279338665	0.0636722313124	-0.302879080626	-39.7601570868	0.205980548566	0.205092310217	0.065281436299	0.197344173298	0.193747390187	0.0482265555834	-0.504503644568	-69.9765544893
AR	-2.8208135212	6.4303512778	3.6095377566	0.0254075513232	0.0159787698264	0.0299248518431	0.016650551118	0.00944412652291	0.0196991352204	-0.0568166751779	-5.40190344395	0.643616127179	0.652032296615	0.0718286635922	0.560595679072	0.57337999872	0.0350245078769	-0.416295528504	-129.739773461	0.355124520588	0.341726565169	0.0949369760352	0.338763588628	0.322798574115	0.0800086510339	-0.124229920795	-12.9631505157	0.40100178751	0.397491614704	0.0596607530532	0.374894955128	0.378549337193	0.0459771404487	-0.299475098264	-30.4807762751
SRY	-2.631585418	4.77859	2.147004582	0.0283250079565	0.0186308105982	0.0283219902616	0.0169376280304	0.0115666448942	0.018092894919	-0.0931091547119	-7.70872653955	0.727500115632	0.736723926589	0.103055705479	0.562940574629	0.581948409882	0.0377482196544	-0.530543863606	-157.914086899	0.469457608376	0.464387365784	0.0541895870165	0.450194468027	0.444824770258	0.0300726106139	-0.440758792459	-56.7094814859	0.456466211498	0.464250552229	0.0733216773519	0.438150865785	0.445297957129	0.0610296232172	-0.181726133076	-15.4482563205
TFAP2C	-2.4588811349	5.9932067222	3.5343255873	0.0244748995308	0.0158312033329	0.0272401326966	0.0158552073629	0.00966821030676	0.0180875423404	-0.0329418425608	-21.2388722112	0.637496997295	0.646765854134	0.0513079492305	0.567692153688	0.577715162276	0.033170826999	-0.363553750215	-300.0	0.548872543177	0.543919114618	0.0490559382369	0.521800696479	0.521222175665	0.0451545257814	-0.306137485021	-149.473695294	0.283879862554	0.283891205394	0.0385225680711	0.274599201656	0.272923831907	0.0202275373454	-0.526269474498	-300.0
ZNF354C	-2.2219494577	4.5824435	2.3604940423	0.0255036318496	0.0168597969283	0.0278160509893	0.0158992152625	0.0104107243372	0.0171348522758	-0.05212794698	-18.3720456276	0.755145432665	0.762807473843	0.0531255326887	0.576072419509	0.585080726546	0.0293020142118	-0.52989844713	-300.0	0.515115687978	0.508728295402	0.0565104640479	0.494641954324	0.49093528744	0.0461767043073	-0.240964099966	-71.4606210654	0.249070059123	0.248617440365	0.0283772022188	0.238925705367	0.239722896831	0.0148784949291	-0.465279947825	-187.297484051
