FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_K562	FS_H1hesc_protection_mean	FS_H1hesc_protection_median	FS_H1hesc_protection_std	FS_K562_protection_mean	FS_K562_protection_median	FS_K562_protection_std	FS_protection_ks_stat	FS_protection_ks_pvalue	FS_H1hesc_tc_mean	FS_H1hesc_tc_median	FS_H1hesc_tc_std	FS_K562_tc_mean	FS_K562_tc_median	FS_K562_tc_std	FS_tc_ks_stat	FS_tc_ks_pvalue	FS_H1hesc_fos_mean	FS_H1hesc_fos_median	FS_H1hesc_fos_std	FS_K562_fos_mean	FS_K562_fos_median	FS_K562_fos_std	FS_fos_ks_stat	FS_fos_ks_pvalue	FS_H1hesc_flr_mean	FS_H1hesc_flr_median	FS_H1hesc_flr_std	FS_K562_flr_mean	FS_K562_flr_median	FS_K562_flr_std	FS_flr_ks_stat	FS_flr_ks_pvalue
GATA3	-0.0812258624	4.4545267778	4.3733009153	0.00689060368728	0.00506536557767	0.00793632001315	0.0182881198802	0.0150005433728	0.015275263489	0.0736532440359	-300.0	0.643440366944	0.656328652536	0.0689655572049	0.561920546566	0.570017543754	0.0180085698985	-0.108473590753	-300.0	0.537099618016	0.537096478439	0.000575564774449	0.538838595202	0.538845622883	0.000946918781962	0.00150468713189	-300.0	0.327888337787	0.325168739818	0.0748662584158	0.323052914852	0.323224523145	0.0176549341449	-0.0577800202904	-120.847162939
NR2F1	0.0013346402	5.3702576667	5.3715923069	0.0177535176174	0.0132586250899	0.0159013719365	0.00907225936983	0.00651971655723	0.0100029658353	-0.123037525483	300.0	0.685342895881	0.69768037991	0.0238803895606	0.753337467257	0.757805342522	0.0502379249844	0.0934733189258	300.0	0.648442230829	0.648406829614	0.00251654392961	0.645361082771	0.645334412797	0.00124500794585	-0.00723732105488	300.0	0.330748428825	0.328917996888	0.0579249924235	0.326978419695	0.32690755637	0.0211283305396	-0.0284769968796	33.493833213
SOX17	0.009083373	6.3657267222	6.3748100952	0.00796478751182	0.00610249005196	0.0089465764691	0.00506865170217	0.00401044505116	0.00563749408611	-0.348989630823	300.0	0.732584166776	0.738526563943	0.0491984454333	0.686614862139	0.698773058483	0.0246140027021	-0.196849554566	300.0	0.648237728985	0.648113197091	0.00258045022176	0.645028673128	0.644951470201	0.00154957336294	-0.00980227695093	300.0	0.317725077465	0.309895652207	0.0997168819043	0.306610147908	0.306854650099	0.0303212005583	-0.00192759090293	62.5338255557
NKX2-5	0.0132755053	5.8370343889	5.8503098942	0.0557055438483	0.0456847972409	0.0306468925225	0.0359683735814	0.0302265753131	0.0179327265495	-0.202695133866	300.0	0.677595422127	0.690274248966	0.0532056550795	0.654200927482	0.659512044529	0.024334278196	-0.166459371659	300.0	0.573468632731	0.573423111126	0.00139301002436	0.570599486009	0.570582338464	0.000933553546639	-0.00501444699548	300.0	0.296050160989	0.290437947584	0.0851980419895	0.28822631044	0.288193869337	0.0287999030033	-0.00856987941311	54.5747819134
HLF	0.0136273545	3.2289502222	3.2425775767	0.0187954015744	0.0137038156586	0.0181466425584	0.00898935961194	0.0067357759213	0.010844890236	-0.0764131090138	300.0	0.674300727319	0.692249595128	0.067436688298	0.645332457018	0.655838515578	0.0259304807401	-0.0342416407254	300.0	0.435815609486	0.43595249706	0.00424360663	0.433821660708	0.433789992211	0.00194386169263	-0.0293978706544	300.0	0.285744907063	0.277960544118	0.0846469045328	0.275048326813	0.275655891724	0.0231828372107	-0.021541219071	31.258548151
HNF1A	0.0615635265	4.7222006111	4.7837641376	0.041706307594	0.031298791045	0.0285014637434	0.0203089111513	0.015047085943	0.0163400705426	-0.0950352637907	300.0	0.662263663252	0.669593507288	0.0169277769915	0.696332216438	0.705416368271	0.0442581439175	0.036443877268	300.0	0.712753900935	0.712736776559	0.00205563140154	0.708589544297	0.708584612019	0.000890338349492	-0.00254147149094	300.0	0.343826424569	0.344493841462	0.020440065083	0.351757266364	0.349181215824	0.0546799246149	0.02448167557	61.6525983826
NR2E3	0.0628757619	4.0700125556	4.1328883175	0.0993822166156	0.0617441912895	0.0652586848424	0.0578131618091	0.0403961739392	0.0346696946979	-0.0712939009673	300.0	0.689595469608	0.699746171734	0.0177100985199	0.762839447299	0.767317053384	0.0456515449369	0.181609018616	300.0	0.484707900575	0.484706241093	0.000602232691167	0.481871574406	0.48187103011	0.000286178225229	-0.000933728779687	300.0	0.33817779204	0.335249427201	0.0529829085299	0.335795573926	0.335134749719	0.0212351072396	-0.0959096693147	11.7320557278
PAX2	0.0664314656	5.2315701111	5.2980015767	0.0222744593595	0.0175286577126	0.0200602604639	0.0130426293775	0.0105001039188	0.0115826114117	-0.338295519194	300.0	0.743056566197	0.750259237338	0.0746065737732	0.650992974585	0.674466388067	0.0274638540678	-0.0059848600933	300.0	0.373943676327	0.373606972823	0.0117965970037	0.371482112944	0.371397652524	0.00510799556915	-0.25925790881	300.0	0.296076215753	0.295581991458	0.0341373444414	0.314332984327	0.299293860227	0.117915169578	0.001258932088	46.8627549239
PAX5	0.0677025556	4.4629486667	4.5306512222	0.0302372496273	0.0255671632964	0.0165394059109	0.0196872816742	0.0173274770456	0.0102423788221	-0.21532530602	300.0	0.673262265335	0.691766323959	0.0634754954714	0.644159958404	0.652828771385	0.0320481698254	-0.138247945663	300.0	0.540821829241	0.540847326117	0.00191258557781	0.537680477592	0.537636629859	0.0012759092779	-0.0174833760442	300.0	0.32086008749	0.308540593927	0.125437533141	0.30760994006	0.306780809567	0.0374825955822	-0.00984272368335	58.9950799128
RXRA	0.0741517989	6.7146771111	6.7888289101	0.0288053114259	0.0247942158806	0.0142166562357	0.021018506949	0.018506446187	0.00887907791253	-0.197326276942	300.0	0.688001852167	0.698590068072	0.0216279867758	0.759182455979	0.763909702331	0.0446393492373	0.133649519939	300.0	0.534522143238	0.534533866037	0.00136790067658	0.531317719025	0.531298462069	0.000999268837451	-0.0110343005132	300.0	0.31385503862	0.305644969151	0.101337313415	0.304956370076	0.304492445504	0.0350775950927	-0.0142671709433	58.6543351297
HINFP	0.0912427619	7.6395064444	7.7307492063	0.0636529297366	0.0471280192683	0.053582765187	0.0329731600324	0.0226594490542	0.0309100235561	-0.268512018362	223.065085282	0.62665663352	0.649163310071	0.0876504847514	0.548625265286	0.556015890628	0.0376239027252	-0.0674390138282	300.0	0.531706387848	0.525986625542	0.0296598202834	0.525626031476	0.522640825439	0.0186585493976	-0.675920822657	126.537239346	0.311982331015	0.308701393012	0.0661176275397	0.305913617594	0.306212614878	0.0199952833083	-0.0417961044366	26.3279387788
MYOG	0.0953743757	5.0492238889	5.1445982646	0.0279589879113	0.0246142253323	0.0144802001346	0.0169000069045	0.0151091743627	0.00872581983563	-0.175941811211	300.0	0.646673709546	0.676455376299	0.0353996606845	0.795146448555	0.807807617134	0.0845780484484	0.161956973113	300.0	0.518735122471	0.518701357585	0.000826638271271	0.515368310064	0.515363255488	0.000710603737552	-0.00197091037269	300.0	0.351368656851	0.349052946479	0.0547447575035	0.419424993271	0.357377898485	0.227081487434	0.0321640738999	98.7043490307
NKX3-2	0.1025526878	5.7578586667	5.8604113545	0.117588602007	0.0946104295331	0.067426674603	0.0733776193883	0.0587540408579	0.0376399110918	-0.222245678185	300.0	0.578978044734	0.583885127659	0.0265530547207	0.672713665288	0.685681143825	0.0598943455625	0.147279728964	300.0	0.534573746853	0.534559238922	0.000537976077606	0.531065973032	0.531049898135	0.000421606520614	-0.00164744645799	300.0	0.336327758998	0.332381939029	0.0657399147498	0.329936267947	0.329031933041	0.0249285353976	-0.0269467876628	35.3873846306
EBF1	0.114694918	3.7254591667	3.8401540847	0.0624119835847	0.0542978756194	0.0250968195805	0.0454029373178	0.0405009004619	0.0149923303969	-0.235721896479	300.0	0.684271656234	0.695825904626	0.021660701158	0.755553734965	0.760938674852	0.0448268149142	0.118826679935	300.0	0.586449400067	0.58643975282	0.00189305527377	0.582482251947	0.582461456857	0.00186813390887	-0.0100079849795	300.0	0.308878625324	0.30250116308	0.0990471760901	0.301846216303	0.301680881461	0.0396822741761	-0.0463459763688	55.4505609269
HNF1B	0.1372934497	3.1828106667	3.3201041164	0.0194723723718	0.0155936140301	0.0167942135999	0.0104396000119	0.00881981862046	0.0105505566679	-0.18978438729	300.0	0.582738836454	0.591231847834	0.0182352271451	0.691583601939	0.702049868451	0.0507279115892	0.211321832421	300.0	0.505135759822	0.505141272023	0.00124086377264	0.501504929275	0.50150876954	0.000838226238947	-0.00177597716821	300.0	0.288375681779	0.286665357216	0.0561364278946	0.286479097445	0.28649013461	0.0229788296989	-0.054060642762	22.8542627017
ESR1	0.1494903069	3.9774695556	4.1269598624	0.0154306597562	0.0121364289979	0.0136583163322	0.0085759511112	0.00670482183731	0.00812496595649	-0.277130306896	300.0	0.72864151197	0.735073608464	0.0368992698934	0.704176277388	0.711969783172	0.014979923565	-0.262299196267	300.0	0.555160951001	0.555150239537	0.00140276949068	0.551052558223	0.551036134777	0.0011720462045	-0.00159933000733	300.0	0.33624209828	0.335038327954	0.0547451448079	0.333984351827	0.333881643377	0.0231690709993	-0.0228163352749	53.7261482654
NR2C2	0.1552944868	7.6477857778	7.8030802646	0.0255373643662	0.0214468565661	0.0183134586882	0.0163829804736	0.013874362867	0.0111436082663	-0.266469291889	300.0	0.741270392148	0.748014894542	0.0522087292676	0.679602028096	0.69404617845	0.0246870273163	-0.0414860570602	300.0	0.527866133172	0.52786617046	0.00173224336436	0.523924100357	0.52389907484	0.00142239309002	-0.00924276311718	300.0	0.328898582615	0.317965743013	0.119618984802	0.314294790605	0.31394204341	0.0343277820733	-0.0223070181053	85.1639122248
FOXC1	0.183250754	6.6542359444	6.8374866984	0.0697993493547	0.048304982691	0.0626574538631	0.033099787657	0.0197903736093	0.0362766760918	-0.231649724736	300.0	0.696408701324	0.706343178288	0.0444807091365	0.690031005674	0.696177564147	0.0201160601446	-0.230070976193	300.0	0.478547170815	0.480273532719	0.0210912095494	0.476238415981	0.476422337118	0.00476265968093	-0.191886276005	300.0	0.239391443726	0.238368101089	0.0429228124532	0.236570949035	0.236934481086	0.0123645941697	-0.0886325545245	10.6298582603
NRF1	0.2133622169	6.468081	6.6814432169	0.0216770452929	0.0170763049592	0.014031156115	0.0122845521694	0.00956438420789	0.00771292210974	-0.0682790435335	300.0	0.662015088855	0.670486277224	0.0203004204907	0.692426364121	0.703479762864	0.0480497416272	0.0121114331323	300.0	0.456421178137	0.456421178137	0.00103239475512	0.452527152103	0.452513897928	0.000681672598263	-0.00357673106399	300.0	0.339626678643	0.339351610351	0.0290469001402	0.349441646989	0.345582233307	0.0742976396226	0.0425061365267	78.7238767046
HNF4A	0.2292460529	4.6226812222	4.8519272751	0.0315477739007	0.0272222770929	0.0154010584525	0.0214286102369	0.0184259773743	0.00899195813525	-0.186162215514	300.0	0.685629037431	0.695462360127	0.0199278980358	0.783269973293	0.787458067605	0.0419819379909	0.231241712935	300.0	0.560485356995	0.560405965382	0.00240888378956	0.55547071243	0.55544836605	0.0018182928093	-0.0114439467463	300.0	0.328932018944	0.324645332429	0.0908313936339	0.321234598682	0.320903005718	0.0313591783482	-0.00526398903811	66.5708626866
LHX3	0.2294760397	5.8396682778	6.0691443175	0.0396484844309	0.0312123344592	0.026863180746	0.0201387000617	0.016023541651	0.0146856768714	-0.133803595384	300.0	0.705770161046	0.712946380031	0.0138772989577	0.747884554829	0.754250797404	0.0351654558554	0.110437045873	300.0	0.459553155995	0.459550557477	0.00103027527259	0.455472034435	0.455483268631	0.000734655860107	-0.00131580292682	300.0	0.295319440195	0.292944158432	0.0623152944096	0.290978803512	0.29146255337	0.0229861806544	-0.0100017085159	48.283590936
FOXL1	0.2431875291	6.5360874444	6.7792749735	0.0145829079633	0.0119383368969	0.0137735737433	0.00773393401826	0.00631591081678	0.00854635076434	-0.250969053805	300.0	0.701887912111	0.710947198984	0.041070493205	0.683385086495	0.690895967966	0.0163672294044	-0.0495990084342	300.0	0.60744492071	0.607388312499	0.00170605638777	0.601865273236	0.601862788822	0.000417409048552	-0.000610869926786	300.0	0.249483667498	0.154000308847	0.172265390305	0.295018731343	0.213486792731	0.3838295398	0.17225433526	0.381533224978
RUNX2	0.2524618492	4.7753810556	5.0278429048	0.0235548265343	0.0195496849199	0.0125147820174	0.0148211853423	0.0121418869646	0.00738373193877	-0.170602320119	300.0	0.693764362857	0.703425688135	0.0198005913372	0.763869154272	0.767088838212	0.0434721799241	0.1776710787	300.0	0.53454605491	0.534520238078	0.00166398895588	0.529574373946	0.529568468594	0.00108548115007	-0.00495352010969	300.0	0.298521172877	0.298708491098	0.034822792239	0.311420255874	0.304547387711	0.0946605392529	0.0265737796859	101.274888118
FOXI1	0.2527243095	4.8473536111	5.1000779206	0.0444705267428	0.0351596131711	0.0267295240211	0.0253482086338	0.0208803615897	0.01461078641	-0.123993591753	300.0	0.690691432002	0.69949087062	0.044594501719	0.679162921568	0.686022602541	0.0182823064906	-0.156653054324	300.0	0.537014447709	0.537016552297	0.000916570843383	0.532033135074	0.53203912288	0.000900570779475	-0.00157542952733	300.0	0.310980944857	0.312034912735	0.0226264178036	0.320501230105	0.317605915912	0.0670840234849	0.0272496945606	92.4463590579
FOXA2	0.2621107354	5.80296	6.0650707354	0.0238795079074	0.0187820556159	0.0148079811361	0.0130551682614	0.0111343172245	0.0079572648842	-0.0722996695837	300.0	0.686528265433	0.696343158889	0.0483543201379	0.664559970295	0.671861512216	0.018047517063	-0.0604716511799	300.0	0.460829074124	0.460823429125	0.000765780855597	0.45647288592	0.456474443214	0.000398308153391	-0.00116367444379	300.0	0.338628266307	0.337761791499	0.0591586519549	0.336769683779	0.335952250427	0.0218330251308	-0.016186570995	61.9379278206
HSF1	0.2691316561	6.99869	7.2678216561	0.0443503521426	0.036574988123	0.0275255525336	0.0256075636384	0.0201544012343	0.0165093392821	-0.166906226097	300.0	0.719232581723	0.723635652254	0.0473375875236	0.687144212551	0.697736399364	0.0225508114794	-0.303966464088	300.0	0.549341397048	0.549255652416	0.00283127932824	0.544059512954	0.54400277455	0.00196431901697	-0.00973487511442	300.0	0.322517463523	0.320478537936	0.0894754502374	0.319915632213	0.319166050888	0.0304282962693	-0.0170382163412	49.4404308992
E2F4	0.2733595026	8.0240553333	8.297414836	0.0353436878757	0.0304589004426	0.0195426926364	0.0247684706433	0.0218298326493	0.0115722675738	-0.32039297497	300.0	0.722550113692	0.727492556947	0.0688011875556	0.651427670445	0.668648117369	0.0296533422109	-0.197171571204	300.0	0.599424367719	0.599280096175	0.00492738128202	0.594324458898	0.593503263099	0.00314003400992	-0.0989773712595	300.0	0.333118168243	0.3325230841	0.0404973758316	0.36209318554	0.336235488522	0.16561653224	0.018406244434	114.081826304
ZNF143	0.2803748095	6.154257	6.4346318095	0.0680340305262	0.0580170667355	0.033175510474	0.0449665374963	0.039133333602	0.0186741559966	-0.165353739286	300.0	0.687292359684	0.697595025948	0.0222543933641	0.760159636179	0.764403245055	0.0454512395825	0.131618674622	300.0	0.578367902939	0.578404646485	0.00155269090928	0.572782960808	0.572756119622	0.00118988436887	-0.00462295081967	300.0	0.335140365438	0.335184646799	0.0257907883525	0.343613269045	0.339196428396	0.0784942675874	0.00730748929682	56.6244097551
FOXP1	0.2832819392	6.9324866111	7.2157685503	0.0214143348902	0.0175009227682	0.0139762614081	0.0123815758677	0.00988610933403	0.00821365193298	-0.222249801446	300.0	0.695652673664	0.70385089028	0.0166515940453	0.765523891702	0.770263638231	0.0390653154297	0.215480487089	300.0	0.520725231321	0.52071397226	0.000863808976924	0.51561191375	0.515601631825	0.000516579834188	-0.00216208129518	300.0	0.375491129031	0.373624167901	0.0331864657426	0.380404909971	0.381183717071	0.0908425301624	0.0402628824341	300.0
FEV	0.287073381	6.4151153333	6.7021887143	0.0203712566499	0.0164793377879	0.0137550540058	0.0117589476387	0.00971251994964	0.00799660213118	-0.183354564558	300.0	0.697276001233	0.703219862211	0.0554266486074	0.686263101142	0.700845616032	0.0258304788644	-0.48561985847	300.0	0.521026965132	0.520970722944	0.00167001916856	0.51584922612	0.515820368003	0.000761394007664	-0.00497898934344	300.0	0.340094782446	0.339978747591	0.031969879434	0.353097263015	0.344225949657	0.102487468507	0.0172085333707	87.628000753
TFAP2A	0.3036580992	3.46334025	3.7669983492	0.0380979450229	0.0337660817466	0.0145078705291	0.0272593915454	0.0246020048592	0.00877285465384	-0.190268133377	300.0	0.686818959916	0.699277997136	0.0221025824784	0.778042407092	0.784049342181	0.0452781095174	0.209104201214	300.0	0.624199415164	0.624208805456	0.00175775252262	0.617864193783	0.617851840125	0.00147009850269	-0.00771838747281	300.0	0.30124295295	0.300103695063	0.0411311983844	0.32626262182	0.306445734986	0.137060448954	0.0290076037352	144.107525675
FOXQ1	0.3141935317	6.1010293889	6.4152229206	0.0154074303407	0.0118585659195	0.0131680216514	0.00734054304604	0.00583929254643	0.00731360454615	-0.0720198839767	300.0	0.590264640831	0.59854655457	0.0176478290614	0.686133838638	0.69458200058	0.0488804362784	0.207426904994	300.0	0.574462921593	0.574452921685	0.00167143277523	0.568497274482	0.568493965809	0.000803482750427	-0.00145986674224	300.0	0.330458955074	0.330066371327	0.0232390286512	0.335909052958	0.335032890823	0.0533978379398	0.024261799122	66.2536166138
ELF5	0.3373030741	3.2673951111	3.6046981852	0.0197718889776	0.0157826620516	0.0144945656393	0.0114799236163	0.00960326060746	0.00854264339023	-0.208625756741	300.0	0.737229494397	0.741031947135	0.0453716220628	0.693623744626	0.703730477005	0.0209010530936	-0.108285734896	300.0	0.465631071442	0.465592058688	0.00190695320517	0.460582413184	0.460569143498	0.000886928340943	-0.00321581506938	300.0	0.287486298537	0.287294839373	0.0291750378961	0.297944941811	0.291471503887	0.0918570872796	0.00421819249794	60.4004204819
ZNF263	0.3405215608	6.3759042222	6.7164257831	0.010809906056	0.00941291443599	0.00630142579944	0.0076522727974	0.00680277767079	0.00382259907115	-0.329616294673	300.0	0.681771377693	0.695061247366	0.0238351854829	0.768161130086	0.774432279349	0.0491741350844	0.17388119341	300.0	0.582104537413	0.582099033767	0.00150244020922	0.575834157242	0.575785581618	0.00148314873801	-0.0111889230667	300.0	0.35620523818	0.339479504454	0.133330028195	0.335852816631	0.334784992225	0.0439141615465	-0.0316346302714	300.0
E2F3	0.3468039153	7.6233014444	7.9701053598	0.0117512436922	0.00987638508535	0.00887133507034	0.00810302954832	0.00698990041283	0.00521650693461	-0.306305472198	300.0	0.729649644605	0.736063577901	0.0624163398237	0.666678412686	0.685283972875	0.0288909734809	-0.163648271271	300.0	0.592645471643	0.59255050704	0.00355996457804	0.586458394876	0.586056875509	0.00242616060979	-0.0456030293098	300.0	0.35971101912	0.358527699962	0.0428855744918	0.386382940504	0.365418216033	0.145554027081	0.00528608257986	152.518640978
PAX4	0.3612699048	4.8246142222	5.185884127	0.0264966403065	0.0267074335933	0.016014154171	0.0151566037065	0.0160038114013	0.00939245750913	-0.187963553084	300.0	0.695636593503	0.704427311947	0.0196328865781	0.750570426367	0.754355192947	0.0421193087078	0.0898436481507	300.0	0.511029733885	0.511005277058	0.0013501716511	0.505292879405	0.505272613409	0.000911731051568	-0.00536341036267	300.0	0.208519548871	0.137422646327	0.214613597729	0.385093377796	0.459069066824	0.301286256339	0.234343434343	1.00266456789
ESRRA	0.3644815	7.2754227222	7.6399042222	0.0321070111628	0.0282977885152	0.0157952876473	0.0213347136333	0.018846001538	0.00922334352558	-0.198945336724	300.0	0.682982549808	0.694409994494	0.0497548311767	0.665295936917	0.670235414339	0.0235410598711	-0.219274885185	300.0	0.578865095302	0.578845561063	0.000875879022529	0.572357239017	0.572318479052	0.000824757367787	-0.00305580932642	300.0	0.288902617989	0.285197675985	0.0788884351612	0.28263788879	0.28229078572	0.0272476581743	-0.0220542561722	52.2785272642
T	0.3738660185	5.3688017222	5.7426677407	0.0205621465616	0.0161254580995	0.0173570359409	0.0118814094671	0.00944753983534	0.0110836650556	-0.195089477517	300.0	0.6120241245	0.616732285743	0.0262799208206	0.680321783433	0.692967093575	0.0567201869222	0.103598488742	300.0	0.603281739194	0.603252511401	0.00138985663933	0.596390552461	0.596348640826	0.00105820725792	-0.00476446431565	300.0	0.281768019227	0.27920193392	0.058068789076	0.277178306027	0.276631462744	0.0215965919505	-0.0302155183982	34.086969415
EN1	0.419525881	5.5023358333	5.9218617143	0.0685966076143	0.0577470059801	0.0346700763015	0.046145711462	0.0403507974236	0.0199105677816	-0.170758030134	300.0	0.55829040245	0.56374723649	0.0277309903103	0.675372381042	0.689208975823	0.0622794287359	0.184106712402	300.0	0.620216576665	0.620153401981	0.00194186114286	0.612562397401	0.61254830951	0.000967432458111	-0.00480769586153	300.0	0.305066945027	0.304972160033	0.0237993043443	0.311308164925	0.30802636871	0.0681016746053	0.0125498023666	53.706583
FOXD1	0.4319428095	4.8520043333	5.2839471429	0.0164930588906	0.0132115482348	0.0140955474189	0.00854309641155	0.00752452542304	0.00782743031108	-0.103064903866	300.0	0.639639365493	0.647309111146	0.0185911240854	0.684787885642	0.694585342464	0.0502099860002	0.0811736609545	300.0	0.565664982443	0.565635185456	0.001923500978	0.558565326148	0.558572775551	0.000276342215164	-0.000492623954332	300.0	0.281700988484	0.281577477054	0.0228992564761	0.287805815554	0.287171298447	0.0568352898753	0.0323522223925	80.6918450867
HLTF	0.4444497063	8.3729281667	8.817377873	0.0876083094335	0.0730074989667	0.0449935263142	0.0569006545578	0.0476854269283	0.026988006998	-0.241905019498	300.0	0.683583939451	0.697638719124	0.0238306531976	0.752494882427	0.758766734627	0.0500977280738	0.0559966175038	300.0	0.582198216936	0.582221532876	0.00143842948281	0.574816870962	0.574821540465	0.00130664647129	-0.00507560994564	300.0	0.315953078048	0.309693926596	0.0994315087027	0.307697558035	0.30646585761	0.0333869981914	-0.0328391249382	51.4081142743
MAX	0.460274119	6.1784626111	6.6387367302	0.0234080663903	0.0184841913917	0.0142467554106	0.0133820920545	0.0110474160125	0.00866099425338	-0.106125372996	300.0	0.697642234558	0.707281810673	0.0452497364167	0.678238604016	0.68570881523	0.0194607887786	-0.0666865013611	300.0	0.499436033465	0.499401091736	0.00141405453887	0.492939260095	0.492912161276	0.00130781526619	-0.00223351439156	300.0	0.310033821761	0.31015917354	0.0268971082379	0.318837637018	0.314872781592	0.0717922818773	0.0328653175166	81.4784074247
CDX2	0.4654728386	5.6034792778	6.0689521164	0.0196000932635	0.0149782062469	0.0150194878752	0.0101336948651	0.00762739193218	0.0095713177823	-0.0909821655188	300.0	0.643914407681	0.649445076766	0.0199353615705	0.691138377227	0.700377260966	0.0481900952659	0.0898949783525	300.0	0.46495222192	0.464925611831	0.00172839971775	0.458837018153	0.458841342546	0.000723028103025	-0.00200243812848	300.0	0.304377822394	0.303903964691	0.0300051086188	0.309294268493	0.307742856828	0.0609579376759	0.0108129208359	55.3843740542
FOXO3	0.5266289947	5.4082502222	5.9348792169	0.0158534263352	0.0128902690967	0.0125176427887	0.00829778689251	0.00655249304336	0.00704261017361	-0.195666927265	300.0	0.736325654252	0.742245501663	0.0441661296907	0.694655836998	0.703728269385	0.0169634734379	-0.124577737382	300.0	0.536769891763	0.536758472759	0.000730719845781	0.529165680209	0.529146533659	0.000625929374863	-0.00140439779632	300.0	0.307764060849	0.306198759736	0.0657698510455	0.30330358472	0.303629513844	0.0239767319534	-0.0077451273112	68.5811232072
THAP1	0.5344718069	5.8000158333	6.3344876402	0.00827954067259	0.00650359548281	0.00726268051386	0.00518806637072	0.00401363201286	0.00444139037399	-0.272390883759	300.0	0.733908378433	0.73937341602	0.0443478662959	0.694690956217	0.704877665662	0.0233676645858	-0.191033532747	300.0	0.581721661209	0.581704982206	0.0012285829281	0.573377582134	0.573374024565	0.000925761886512	-0.00221496554716	300.0	0.32079460709	0.320272452531	0.0339809086606	0.333066817898	0.325930369424	0.0974058657755	0.00884178774204	126.659863458
SREBF1	0.6178158188	7.1390808056	7.7568966243	0.0570514126922	0.0470501378373	0.0344941559471	0.033276982622	0.0270697411693	0.0186607723387	-0.168571955131	300.0	0.626308266397	0.632844400329	0.0283553540705	0.672019318993	0.687690113866	0.061582518182	0.0060826690377	300.0	0.517942055759	0.518004467352	0.00242628838694	0.50984156208	0.509814078345	0.00187201945539	-0.0104310380811	300.0	0.304957677403	0.304838171123	0.0270554085957	0.314173421904	0.308125759474	0.0872956814906	0.00203840865449	60.9831076259
GFI1	0.6229520794	4.7750645556	5.3980166349	0.0498875466438	0.0384393665594	0.0333363701769	0.0247089704951	0.0178628873585	0.0168749609722	-0.0942178643997	300.0	0.705507786037	0.711912672227	0.0641837369075	0.676150099632	0.692873359852	0.0221788232901	-0.392435726671	300.0	0.55564523992	0.555635409231	0.00078776599176	0.546802630742	0.546799047698	0.000712949968724	-0.00151083542218	300.0	0.342376363093	0.342240805694	0.0316664786032	0.362102167691	0.348378588952	0.117512342189	0.0525842120685	89.1582029152
GATA4	0.633933381	5.2971232222	5.9310566032	0.0223419631634	0.0184753780193	0.0164266300377	0.0082284616974	0.00593802088609	0.00813700552869	-0.0360614323341	300.0	0.677012039102	0.683850823821	0.0592952055581	0.661513987496	0.672869437816	0.0155563380194	-0.365398447598	300.0	0.538815521192	0.538808486937	0.00118776325251	0.530144332193	0.53013406094	0.000816520611866	-0.000872283196443	300.0	0.303650714799	0.303608746845	0.0183608753395	0.31438965178	0.309199519493	0.0841789422646	0.104425598077	183.506318887
ZBTB33	0.648920373	7.0321475	7.681067873	0.0356750069134	0.0306623919052	0.0195727470159	0.0250465394506	0.0219660740491	0.0119742679548	-0.251031694998	300.0	0.723389724196	0.727653015903	0.0715487293759	0.642472289409	0.65742614198	0.0299879666298	-0.143098357336	300.0	0.494539103617	0.492668077958	0.0135178472769	0.487462960881	0.484604649315	0.0134906935329	-0.367843865993	300.0	0.312688315193	0.31221731216	0.0390555432168	0.341681264629	0.31669696896	0.161397197929	0.0443500276332	76.1142086053
FOSL1	0.7027668783	5.9053088889	6.6080757672	0.0982720714409	0.0818388454841	0.0514909995162	0.0498529456733	0.0423549388143	0.0226872600974	-0.0145615604601	300.0	0.671181303707	0.680054170833	0.0570032975009	0.654275338197	0.662614728523	0.0183911098767	-0.115728558271	300.0	0.569355631431	0.569420541893	0.00281809039086	0.559563224047	0.559553817082	0.00138783985694	-0.00677295158817	300.0	0.293431175174	0.293234309939	0.0240596228648	0.301211677078	0.299184427438	0.0621886946925	0.0671840498094	199.896021064
FOXA1	0.7202825794	5.2266942778	5.9469768571	0.0242485460553	0.0190880712283	0.0149076661543	0.0132212101655	0.0111589176639	0.00787042003129	-0.0653526646872	300.0	0.691671705024	0.701074333529	0.0472592014597	0.677204978271	0.684179795148	0.0172517174232	-0.10244153663	300.0	0.462735349421	0.462730215829	0.000913561496416	0.454570249564	0.45456765651	0.000587596973493	-0.00141330885372	300.0	0.323968287776	0.324942858193	0.0217501372325	0.331270289325	0.330680141047	0.0663421761191	0.0476811519031	117.021151866
FOXF2	0.7380687725	5.0133983333	5.7514671058	0.0404102389293	0.0307686050473	0.0261769646611	0.0203132462223	0.0161715726345	0.0137751087535	-0.0610137463639	300.0	0.637999732812	0.645793074005	0.0194719625041	0.690231053741	0.700130815103	0.05045078985	0.12030642465	300.0	0.577145302447	0.577123882866	0.0011477815937	0.56676872512	0.566760436583	0.00072667274392	-0.000898049565302	300.0	0.306841512654	0.307249143489	0.0189792631012	0.31491743401	0.312657092188	0.0635422928672	0.041628959276	86.9812286283
