FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_K562	FS_H1hesc_protection_mean	FS_H1hesc_protection_median	FS_H1hesc_protection_std	FS_K562_protection_mean	FS_K562_protection_median	FS_K562_protection_std	FS_protection_ks_stat	FS_protection_ks_pvalue	FS_H1hesc_tc_mean	FS_H1hesc_tc_median	FS_H1hesc_tc_std	FS_K562_tc_mean	FS_K562_tc_median	FS_K562_tc_std	FS_tc_ks_stat	FS_tc_ks_pvalue	FS_H1hesc_fos_mean	FS_H1hesc_fos_median	FS_H1hesc_fos_std	FS_K562_fos_mean	FS_K562_fos_median	FS_K562_fos_std	FS_fos_ks_stat	FS_fos_ks_pvalue	FS_H1hesc_flr_mean	FS_H1hesc_flr_median	FS_H1hesc_flr_std	FS_K562_flr_mean	FS_K562_flr_median	FS_K562_flr_std	FS_flr_ks_stat	FS_flr_ks_pvalue
ELK1	0.7458734788	7.0989505	7.8448239788	0.0572613567294	0.0490481153832	0.0279454474749	0.0370225000931	0.0314069097592	0.0163770047023	-0.191552389571	300.0	0.706189054838	0.71293684571	0.0706829497109	0.66705470121	0.693145825158	0.0336363285276	-0.487080490178	259.513667041	0.6524760608	0.651911778837	0.00439104457069	0.640423546162	0.640114683559	0.00281164605568	-0.0300001280217	300.0	0.316221770194	0.315155651362	0.0404503119145	0.334477269543	0.318388459627	0.138908788566	0.0219378583304	74.1188069434
RFX2	0.7711111852	5.4421975556	6.2133087407	0.0541193737265	0.0467056554286	0.0286192157846	0.0325337375492	0.0279107731346	0.0167488759692	-0.221534542372	300.0	0.679905993465	0.698061008198	0.0281024533875	0.749868909414	0.757368168233	0.0614709161921	0.00961085236766	300.0	0.548818296831	0.548842339094	0.00119835353306	0.538665668624	0.538663614232	0.000925979035269	-0.00338262736641	300.0	0.306960934948	0.306438853398	0.0384918835838	0.328433603119	0.312455757929	0.131028451207	0.0135254106832	103.854079411
MAFF	0.8222550873	5.2145415	6.0367965873	0.0185367078935	0.0146035400499	0.0137156377858	0.00804767723262	0.00644373345247	0.00767971762265	-0.0148132026903	300.0	0.686592771992	0.696205071639	0.0512012425937	0.675429126917	0.681283124004	0.0191217694014	-0.164246609042	300.0	0.608498523314	0.608478456511	0.00123119908692	0.596651506032	0.596639653725	0.000524870195546	-0.000894442770354	300.0	0.273564824767	0.273754963047	0.0211691366103	0.28119375757	0.278961874574	0.0754703361457	0.0401259513072	91.0610041365
SP2	0.8391561746	5.1814583333	6.0206145079	0.00783430820543	0.00673267324631	0.00690682775441	0.00423690436762	0.00363664662296	0.00444022144877	-0.183085056129	300.0	0.736335802992	0.741392045457	0.0418786351276	0.698554810482	0.707976742053	0.0196519054612	-0.115544984456	300.0	0.523371808014	0.523327528888	0.00142042918202	0.513004693779	0.512988075198	0.00076129824176	-0.00263339729889	300.0	0.319313157587	0.318214195558	0.0424594033936	0.335241007736	0.327217162378	0.108836699447	0.0374143140637	112.195224761
NHLH1	0.851428791	3.9965029444	4.8479317354	0.114006775419	0.0845066631596	0.0736347213255	0.0609302669205	0.0414914485527	0.0406188142206	-0.109590148107	300.0	0.701841944869	0.707030805194	0.0611804290355	0.674782566943	0.692112012182	0.0244183621446	-0.44154574018	300.0	0.543098094281	0.543124257595	0.0025840964415	0.53228436196	0.532275103427	0.00205231938309	-0.0142341416149	300.0	0.334229334628	0.333065450004	0.0311010494839	0.347271265946	0.339051302935	0.0973159027831	0.0176476659257	73.017204927
ZFX	0.8619202963	6.8428931111	7.7048134074	0.0270902480107	0.0238974764689	0.0132098509896	0.0185698801646	0.0166129545388	0.00795772714985	-0.19162550721	300.0	0.692421996454	0.700835451302	0.061971639196	0.671688109389	0.692241033718	0.0289275272017	-0.553685775543	300.0	0.543233443243	0.543169125287	0.00266090300754	0.532291132455	0.532217721908	0.00170638106209	-0.0122381099764	300.0	0.319311189836	0.318445704162	0.0434069734569	0.347572140105	0.324742810344	0.153979457233	0.0102283461226	144.381588146
ELK4	0.8926702302	6.6488153889	7.541485619	0.0519948148377	0.0449984434764	0.0235673856523	0.0351584548976	0.0302607876081	0.0131797875783	-0.147516959985	300.0	0.67208283755	0.696534555334	0.0727340136259	0.626473751357	0.636668573755	0.034964162512	-0.0350768347042	300.0	0.522471893089	0.52220397016	0.00400308140461	0.511511567053	0.51138977984	0.00229670491782	-0.0148286207463	300.0	0.312453610276	0.311886082924	0.0333232668759	0.329812775563	0.317421735815	0.124417969662	0.0147245107802	118.985105783
CEBPB	0.9303690952	6.3966905556	7.3270596508	0.0194149155537	0.0145647838316	0.0166296728341	0.00959003728225	0.00605701508429	0.00933705584451	-0.0810974020204	300.0	0.685106340743	0.696148011913	0.0532743351336	0.681493606693	0.687041791598	0.0225850583865	-0.248075102943	300.0	0.58634980535	0.586334613916	0.00143419895	0.573790285927	0.573799614273	0.000705426732055	-0.00115502899999	300.0	0.299099445511	0.29902619044	0.0207874374728	0.30844374154	0.304352667352	0.0679957504065	0.0252423203911	63.5213920051
NFE2L2	0.9733192196	7.5595246111	8.5328438307	0.0664405355479	0.0560796830454	0.0332818634407	0.037057481831	0.0307984150576	0.0158438621309	-0.0354661470933	300.0	0.602419500977	0.610286606228	0.0225471028617	0.66548349105	0.677095941635	0.0620826386733	0.0924725014554	300.0	0.577458393783	0.577445285089	0.0018570758263	0.564667069905	0.564659978069	0.00120306512942	-0.00515089530668	300.0	0.281949141556	0.281804047384	0.0254378807479	0.294091684676	0.289053463336	0.0788907614536	0.0799876985785	145.963862868
BCL6	0.9825444233	5.507985	6.4905294233	0.021085430689	0.0171113122674	0.013492108927	0.0126618704411	0.010312855278	0.00766001177824	-0.0984422118068	300.0	0.711005982619	0.715145197708	0.0474690994353	0.691788168498	0.702086367829	0.0223745766773	-0.45463531071	300.0	0.601635712672	0.601626863552	0.00110337725714	0.58820898088	0.588207651814	0.000871316942253	-0.00153782334154	300.0	0.325557525579	0.325001588831	0.0355184460982	0.33611883647	0.331827563951	0.0853098606966	0.0229586906769	78.3860913453
NFIL3	0.9992733968	5.4661834444	6.4654568413	0.0497561942534	0.0388739803967	0.0327635329751	0.0254630520625	0.0210767709926	0.0173766294794	-0.0125636764194	300.0	0.64470556522	0.653409581555	0.0196853134968	0.693915543941	0.707379546818	0.0559497794621	0.120541068007	300.0	0.480554413356	0.48058107222	0.00201586160891	0.469714181425	0.469719127912	0.000692593565021	-0.00514108976141	300.0	0.280756445912	0.2800791954	0.0211250329638	0.291350404498	0.287075666541	0.0577984022095	0.102918207974	97.3414321874
PRDM1	1.0049048201	3.7260415556	4.7309463757	0.10309248151	0.0926430060195	0.0518311210378	0.0620820585683	0.0560714268162	0.030019271524	-0.214728295929	300.0	0.666305450037	0.689596737167	0.0737586597616	0.656846957509	0.666002112586	0.0327809876854	-0.235288550759	300.0	0.449891926122	0.449896970104	0.000885589368345	0.439687935157	0.439683595469	0.000557746158821	-0.00154519638366	300.0	0.290525749317	0.276361007026	0.123045539681	0.277326123954	0.275975828173	0.0321332272351	-0.0650709601889	22.4055030638
NFKB1	1.0533231296	5.5893885	6.6427116296	0.0355779359813	0.031137226494	0.014554707772	0.0257341639315	0.0230181993798	0.00849493204291	-0.126791892082	300.0	0.696556866273	0.707242289672	0.021812659255	0.78293841476	0.787818055702	0.044564595343	0.237215821559	300.0	0.611885709921	0.611862937081	0.00202725169061	0.597478503307	0.597447407747	0.00141781881311	-0.004183680386	300.0	0.32877071183	0.328725596159	0.0254128084544	0.341118281159	0.336403103047	0.0920951498904	0.0484891358441	114.159567691
TBP	1.083032377	7.1221270833	8.2051594603	0.0140061670145	0.0111929479891	0.0100515667608	0.0255612620933	0.0206211084775	0.0162282321816	0.00141498808047	300.0	0.666254177946	0.67262269721	0.0243198512516	0.702572342839	0.714180744435	0.0496085855038	0.0513204053135	300.0	0.493158057996	0.493099515418	0.00245282692029	0.481247631088	0.481222497774	0.000855659403412	-0.00298892018637	300.0	0.337193944679	0.336909416342	0.021133987617	0.35044635811	0.347144855324	0.0686781071562	0.137358897301	127.289817852
BRCA1	1.189527918	6.5185210556	7.7080489735	0.0393517027581	0.0325689327616	0.0270397925829	0.0241689102104	0.0204081567577	0.0157556957864	-0.329495393486	300.0	0.68972896311	0.701342409141	0.0218875781642	0.754396977712	0.758878055784	0.0492878066654	0.089184380787	300.0	0.546667925728	0.54664021398	0.00196960120594	0.532429437141	0.532443399791	0.000727390507232	-0.00104133065649	300.0	0.315138506706	0.315192442329	0.0198880714784	0.323321659674	0.321984554681	0.0655896526551	0.0750338061733	93.5347428164
ESR2	1.2062266508	2.7405983333	3.9468249841	0.0220917765465	0.0189057003762	0.0127326032685	0.0126659786424	0.0105919637148	0.00732006073116	-0.120114075215	300.0	0.696809048275	0.707075220191	0.0219574954771	0.757416868578	0.762472650645	0.0426781116238	0.105660148793	300.0	0.532249176861	0.532218239713	0.00202357790674	0.518271895019	0.518238878268	0.00130893452845	-0.00611934085398	300.0	0.303691173347	0.302667517018	0.03387038873	0.315950543465	0.31075184234	0.0833490006461	0.045442727328	121.800341566
RREB1	1.2581391138	7.0157968333	8.2739359471	0.138375999604	0.114691300166	0.0717199854294	0.083108381795	0.0685506807927	0.0399588522284	-0.165038111173	300.0	0.724184763756	0.728706682585	0.0501450478869	0.691422185725	0.7030758546	0.0229616062829	-0.278787192144	300.0	0.621525119833	0.621525498318	0.00103459840177	0.604652287651	0.604630380149	0.000780953828284	-0.00139430524789	300.0	0.304676934939	0.305150229359	0.0204286751928	0.318547642108	0.315040806427	0.0677816487278	0.100781939209	111.297371381
RELA	1.3267648505	7.24568025	8.5724451005	0.0637979151114	0.0558856484264	0.0249142930198	0.045840349359	0.0409265727352	0.0143875302127	-0.114169485025	300.0	0.699161370881	0.710560319326	0.0223945835013	0.780955496333	0.786174773435	0.0455645573061	0.226836430054	300.0	0.595405831068	0.595411188556	0.00272006807344	0.578542847008	0.578504879146	0.00164957137984	-0.00488224101251	300.0	0.308042686277	0.307731367	0.0250623464411	0.321163019209	0.31585807754	0.0877823427111	0.0471242799866	100.080616692
JUN	1.4216276481	5.9365860556	7.3582137037	0.0588199862478	0.0480759750937	0.0346863592095	0.0298898916659	0.0246323082991	0.0183968916119	-0.0853153173927	300.0	0.630774623321	0.63885357897	0.0295134074515	0.678937666533	0.695468854884	0.0670584547746	0.078544907496	300.0	0.463327227107	0.463334663236	0.00161845228845	0.449404550519	0.449404072162	0.000731444348358	-0.00433314461387	300.0	0.317969841384	0.315981693959	0.0346866322518	0.338772541799	0.326291549302	0.119962806174	0.0705155751147	120.802958403
IRF1	1.4436679894	5.100647	6.5443149894	0.00895912690429	0.00783729198101	0.00701604481306	0.00545332465409	0.00461862035138	0.00443280520232	-0.193620012175	300.0	0.705349252575	0.714404261237	0.017619788539	0.756651147077	0.762117342271	0.0397850029636	0.172889782534	300.0	0.574982744303	0.574967760189	0.00118459764731	0.557472423815	0.557457744458	0.000710261913757	-0.00231199604971	300.0	0.301853491728	0.314335279094	0.190982690004	0.295697834686	0.254029093762	0.168579560204	-0.00127711955685	2.21959970357
REL	1.4884503201	4.7665549444	6.2550052646	0.0356250849008	0.0311811796433	0.014934847073	0.0255291260199	0.0227867207298	0.00869461063127	-0.105748160852	300.0	0.737916910571	0.743825111486	0.0513262234504	0.695561493091	0.708857089334	0.0250206191027	-0.16437761907	300.0	0.608911740945	0.608916325828	0.00236408615343	0.589930081495	0.589892725384	0.00147080225675	-0.0045300094287	300.0	0.338215758985	0.337656537389	0.0257715379092	0.352502809956	0.34606991768	0.0998833642966	0.0549307162882	97.182436508
SOX5	1.4915345926	3.8766035556	5.3681381481	0.0336025726974	0.0244897049623	0.0287112772788	0.0159340043464	0.0110190677473	0.0166184013726	-0.140989402315	300.0	0.587589317466	0.594250323401	0.0198652168709	0.695360015515	0.704203223089	0.0491498626124	0.259425683875	300.0	0.584089398195	0.58407946131	0.00102436520158	0.565807669906	0.565800129298	0.000513273990639	-0.000556465117321	300.0	0.320644091749	0.320402538858	0.023957997713	0.333000611594	0.330514115728	0.0588098878162	0.170544542822	187.23520326
E2F6	1.5822735344	5.2749288889	6.8572024233	0.0113721562835	0.00950864244673	0.0084822973339	0.00750898673546	0.0064070613117	0.00490825398515	-0.24348248593	300.0	0.724524452558	0.731442695136	0.0592650821371	0.678826851414	0.696493461266	0.0275429310214	-0.24563003445	300.0	0.60640057424	0.60636340255	0.00275328288256	0.586684181931	0.586419956724	0.00179621381044	-0.00838846918395	300.0	0.315206223781	0.31355297334	0.0450073002723	0.344017216099	0.324564782455	0.14775153411	0.0186762830272	150.147513199
TP63	1.6135303228	2.9397125556	4.5532428783	0.0219881698731	0.0180714147841	0.0138484643363	0.0132480552374	0.0106595150137	0.00766755079406	-0.0704059231521	300.0	0.68071142124	0.694975442322	0.0646084415705	0.676544967441	0.686613959608	0.0264796807994	-0.283454748165	300.0	0.616721483641	0.616712207761	0.00168964639366	0.596105300717	0.596090068198	0.00103220715986	-0.00324068260015	300.0	0.328789197445	0.326341993401	0.0337578377442	0.357938057695	0.339072010443	0.139463450882	0.0811811938857	153.737140638
NR4A2	1.9498718704	3.9887769444	5.9386488148	0.0338938642802	0.0286939501614	0.0202345707092	0.0229837890237	0.0199540313432	0.0118564217943	-0.200432603822	300.0	0.686845873873	0.704707515927	0.0255982475638	0.752215945244	0.75954229783	0.0565695488727	0.0305483703006	300.0	0.548363660753	0.54833325457	0.00202334238499	0.526797512995	0.52677134794	0.00194070267987	-0.00486739833393	300.0	0.325578922024	0.324687154561	0.0422464127234	0.361892942193	0.339957223928	0.149700632031	0.0662639897482	217.780895482
PAX6	1.9628858042	3.2277611111	5.1906469153	0.0504475714832	0.0401646677851	0.0314720262498	0.0258443623824	0.0200308877174	0.015979266594	-0.0341460965027	300.0	0.642920452866	0.649363443597	0.0226329649291	0.698775883902	0.710207102863	0.0513738816991	0.157931183766	300.0	0.449485437791	0.449485360053	0.00300056271967	0.43174434641	0.431708401196	0.00150715829846	-0.00596381656132	300.0	0.289517143765	0.289585394511	0.0194791928746	0.299944801181	0.299513512547	0.0492798973134	0.136824963887	121.553644822
KLF1	1.9930731429	5.8667564444	7.8598295873	0.026396426427	0.0218500642055	0.0154900710019	0.0141966903917	0.0119022867123	0.00869075012224	-0.0678767625168	300.0	0.699706928854	0.708914918601	0.0206226165464	0.763264034479	0.767171160597	0.0432933049008	0.167413273931	300.0	0.628394311226	0.628383976857	0.00130627907162	0.603196304599	0.603200971831	0.000747668297924	-0.00146945440633	300.0	0.306834795912	0.306775792656	0.0281618733707	0.32244511312	0.317616851473	0.0771590430722	0.0854904952085	122.957038068
NR3C1	2.2382088161	5.5904311944	7.8286400106	0.0262531267898	0.0207406088568	0.015952354702	0.0151432915982	0.0119895488689	0.00903001487833	-0.0364017815823	300.0	0.702411391846	0.712205563216	0.0458696585427	0.695213375364	0.698868553006	0.0212937117628	-0.218165346954	300.0	0.600677458853	0.600631541119	0.00145675158038	0.573998882676	0.574000319658	0.00100327329673	-0.000658775185689	300.0	0.288242146718	0.287790165137	0.0288938943255	0.303549262028	0.299868737933	0.0727964089577	0.112342953232	138.620985907
ELF1	2.2454946138	6.3416162222	8.587110836	0.00927144057456	0.00744942646388	0.0081538406738	0.00549539691944	0.00426828244662	0.00477515423803	-0.0935564288604	300.0	0.653692876891	0.660894069577	0.027940927187	0.695227591052	0.71130649574	0.0590063324146	0.0588594570382	300.0	0.613061516792	0.612976426311	0.00222498344954	0.585755942636	0.585720359094	0.00125374410971	-0.00257842425043	300.0	0.320237034968	0.319988658895	0.0333949936397	0.346806154667	0.335821458898	0.116957349876	0.098866838692	259.257130385
MYC	2.4499387804	7.7905577222	10.2404965026	0.0501146716718	0.03745069219	0.0330971175327	0.0262840458379	0.018487139325	0.0176349675279	-0.0556821752906	300.0	0.556691932792	0.560826677207	0.025167725814	0.678664569267	0.694989648973	0.0638577831874	0.26510415888	300.0	0.479219307022	0.47921762185	0.00193988734688	0.45621241666	0.45621241666	0.00173259513105	-0.00493271316784	300.0	0.294626674209	0.293380776471	0.028781677669	0.313027779886	0.307978440216	0.0884171981664	0.140893141946	177.759055324
NFATC2	2.5463260212	4.9454028889	7.4917289101	0.0633631209916	0.0540217963154	0.0291435003001	0.0466545537579	0.0417877640175	0.0167984077155	-0.142769266698	300.0	0.679001663224	0.682650545898	0.0204438101634	0.705668145358	0.714746573306	0.0455335547134	0.00901416579651	300.0	0.543446378537	0.543443178625	0.00159485637846	0.516460244052	0.516450037455	0.00058185946182	-0.000860215053763	300.0	0.306301823425	0.30635429178	0.024832545695	0.326317814185	0.322539181741	0.066115522518	0.227716711399	226.817094204
SPI1	2.5603795503	4.6750755556	7.2354551058	0.0112445385059	0.00971900520566	0.0069868494227	0.00739686426543	0.00651217419002	0.00399172702109	-0.206623466899	300.0	0.742701706209	0.750727410902	0.0659530530127	0.679663253696	0.702445511242	0.0286856181445	-0.0755371306001	300.0	0.532029702815	0.532014659439	0.00198496347886	0.505527802952	0.505460166279	0.00169540747501	-0.003232320196	300.0	0.324573470552	0.322708641501	0.0496326874767	0.37357508069	0.341873879775	0.176502993019	0.0649333636677	300.0
ZEB1	2.6104677077	2.5856321389	5.1960998466	0.0244045179723	0.0203402686382	0.0115727299904	0.0444462808064	0.0378450661535	0.0231771556933	0.0106353504844	300.0	0.699637798228	0.70490330887	0.05567379363	0.688736353143	0.701143100125	0.0224246388063	-0.324572960282	300.0	0.544620275021	0.544595667056	0.00188195539746	0.516944515737	0.516942794483	0.00113465451251	-0.00141118984157	300.0	0.288939378057	0.288933357519	0.0230426980738	0.306298089302	0.303361794192	0.0827570504004	0.152151866576	277.616024396
KLF5	2.723998164	4.5370098889	7.2610080529	0.0118156563737	0.0103001005208	0.00687545256351	0.00799475358898	0.00711199807176	0.00390663090451	-0.181023788104	300.0	0.714575869565	0.72353550417	0.0686088227601	0.680872978993	0.704683277843	0.02997380863	-0.409972095947	300.0	0.544100077855	0.544097938337	0.00173605530909	0.515449241427	0.515406587628	0.00134804662816	-0.0025197457447	300.0	0.324712631426	0.321001873774	0.0505552857949	0.375586476848	0.336679811461	0.187101872391	0.0222760553486	300.0
RUNX1	2.9305984259	4.7534962778	7.6840947037	0.0231624849184	0.0190081348893	0.0124498872647	0.0139010617883	0.0116327046901	0.006867161866	-0.0207925371049	300.0	0.704853227881	0.715875466476	0.0486046758823	0.688643816873	0.691845168644	0.0204293586766	-0.0598610175955	300.0	0.615874149075	0.615852000307	0.00132318106013	0.581213341192	0.581192024851	0.00115065837628	-0.000939086811387	300.0	0.308953413462	0.309506607026	0.027262215547	0.334464638464	0.328652561162	0.084379513923	0.199903572122	278.504153027
MEIS1	3.0498200265	2.8871627778	5.9369828042	0.083341773019	0.0721530190581	0.031197784114	0.0571633379169	0.0504620567388	0.0173690701372	-0.00968967905914	300.0	0.723287758956	0.728693082831	0.0448393233489	0.708995953764	0.719781967096	0.0222236272753	-0.448463518801	300.0	0.641436939578	0.641394848916	0.00183028391201	0.604015628428	0.60398798171	0.00182163472015	-0.00145059917602	300.0	0.296513300531	0.296219763323	0.0282809296349	0.323171196359	0.313606783504	0.114807314023	0.139165559902	294.148001297
GATA2	3.251334172	4.9865788333	8.2379130053	0.00821327441926	0.00653238222915	0.00629582374554	0.0203439539862	0.0170085847802	0.0136066165548	0.0977425442344	300.0	0.571553868895	0.57911576082	0.016633530069	0.667964483354	0.68048331759	0.068466298208	0.261069628349	300.0	0.551504488095	0.551502178021	0.00144992225889	0.517450928862	0.517440369856	0.000849012510173	-0.000307282597562	300.0	0.301225972144	0.301212407105	0.0181613582243	0.326739425984	0.321947961226	0.0839893707942	0.276523095502	300.0
GFI1B	3.3890956614	5.525732	8.9148276614	0.0120970055908	0.00957983395452	0.00706715893185	0.0211487216882	0.0171249792772	0.0134712612288	0.0675794599629	300.0	0.691909644254	0.69753424105	0.0187024788097	0.708290662347	0.720219053259	0.0530196728961	0.0279083920256	300.0	0.568525823817	0.568524423123	0.000928611531955	0.532094329419	0.532077986515	0.000710288918361	-0.000644680739467	300.0	0.335854650343	0.335490442468	0.0247247190288	0.360776385319	0.354947256006	0.0944967990062	0.205817563493	254.566780212
MYB	3.4171287011	6.4129717222	9.8301004233	0.136079910989	0.123042971177	0.0420069274092	0.201620249982	0.175666027893	0.0805818119236	0.00563267624683	300.0	0.705700083913	0.716980232974	0.0500812669765	0.698521242198	0.70266901178	0.0226319798902	-0.158806036178	300.0	0.730931367495	0.730879545229	0.00157953923059	0.683708466454	0.683676711733	0.000854068317857	-0.000338696020322	300.0	0.292300736279	0.29276039964	0.0226523769731	0.317775487422	0.312190248621	0.0886268307914	0.234040418661	259.395873714
MECOM	3.5427527354	2.913285	6.4560377354	0.0184216376517	0.0142219534124	0.0151923017621	0.00839913891312	0.00634320738091	0.00846893892839	-0.00691900616055	300.0	0.554463506121	0.56264674154	0.0198072771265	0.690429337587	0.702783262477	0.0632983020355	0.331874054435	300.0	0.486276780909	0.486271006117	0.000979314264781	0.453829440857	0.453828859448	0.000601613853763	-0.000448900194523	300.0	0.287909241094	0.287686111285	0.0252871037932	0.310211460354	0.30590131952	0.0780946401213	0.211882864166	226.78353416
GATA1	4.1942316111	5.2011149444	9.3953465556	0.00657806599935	0.00475939825188	0.00740438894108	0.0190464050461	0.015719609126	0.0154762595397	0.111784842629	300.0	0.539884846968	0.547700362225	0.0175619197424	0.669529534084	0.683023633869	0.0718523676258	0.330065933843	300.0	0.559705715066	0.55971621759	0.00108427578923	0.516236086266	0.516225883732	0.000633681845463	-0.000279824643224	300.0	0.288892278884	0.289046352158	0.017040537695	0.319645442447	0.314752257355	0.0850470430593	0.3368303962	300.0
MEF2C	4.8711500714	3.3851671667	8.2563172381	0.0110137339781	0.00894064166697	0.0079227460173	0.0207059980958	0.016523606754	0.013760944983	0.0309308851798	300.0	0.65032513879	0.657165997283	0.0191949075362	0.72463050784	0.734548779038	0.0466828948869	0.31564657198	300.0	0.527133346402	0.527112503559	0.00129683673236	0.480225916419	0.480208627889	0.00128487277606	-0.00055997139895	300.0	0.31637659261	0.316498604142	0.0261389905891	0.351026016525	0.347569607681	0.0779190513628	0.351370560572	300.0
BHLHE40	4.9875352275	4.6152053333	9.6027405608	0.0102405365252	0.00761166284269	0.00814543189568	0.0196092617055	0.0152811039842	0.0154090673348	0.0110820587588	300.0	0.709628127179	0.725686072936	0.0569728929712	0.695970754597	0.701239878988	0.0233130649867	-0.028863982068	300.0	0.537566417034	0.537601020843	0.00405077275837	0.488783158623	0.488728200766	0.0028537181208	-0.00455856297832	300.0	0.281864267433	0.281119336241	0.0309071969037	0.332255551234	0.312005592406	0.139048120633	0.314871118938	300.0
