FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_K562	Centipede_95_H1hesc_protection_mean	Centipede_95_H1hesc_protection_median	Centipede_95_H1hesc_protection_std	Centipede_95_K562_protection_mean	Centipede_95_K562_protection_median	Centipede_95_K562_protection_std	Centipede_95_protection_ks_stat	Centipede_95_protection_ks_pvalue	Centipede_95_H1hesc_tc_mean	Centipede_95_H1hesc_tc_median	Centipede_95_H1hesc_tc_std	Centipede_95_K562_tc_mean	Centipede_95_K562_tc_median	Centipede_95_K562_tc_std	Centipede_95_tc_ks_stat	Centipede_95_tc_ks_pvalue	Centipede_95_H1hesc_fos_mean	Centipede_95_H1hesc_fos_median	Centipede_95_H1hesc_fos_std	Centipede_95_K562_fos_mean	Centipede_95_K562_fos_median	Centipede_95_K562_fos_std	Centipede_95_fos_ks_stat	Centipede_95_fos_ks_pvalue	Centipede_95_H1hesc_flr_mean	Centipede_95_H1hesc_flr_median	Centipede_95_H1hesc_flr_std	Centipede_95_K562_flr_mean	Centipede_95_K562_flr_median	Centipede_95_K562_flr_std	Centipede_95_flr_ks_stat	Centipede_95_flr_ks_pvalue
MYCN	-5.5083089259	9.2460594444	3.7377505185	0.10287128148	0.0803264604811	0.057950187806	0.0717355419015	0.0561340206186	0.0399247235022	-0.14524216522	-300.0	0.636738477034	0.644362763372	0.1086574575	0.528718331371	0.543081836681	0.0525122523526	-0.197214076246	-12.6605434374	0.560516553717	0.557504520795	0.048571873435	0.51113873532	0.506822291632	0.0402917755743	-0.604678782457	-103.406782491	0.336965834742	0.335429915428	0.0643359931455	0.304765580275	0.302382214612	0.021206740664	-0.623622182913	-300.0
PBX1	-5.4704016931	10.0427314444	4.5723297513	0.0880594294831	0.0749343467877	0.0335407721798	0.0646810743427	0.0583330328503	0.0226765801777	-0.130521144831	-283.498635141	0.668411717128	0.695901004968	0.126245270953	0.566950344123	0.604046070095	0.0709869951942	-0.28356873823	-9.7661050279	0.430853180901	0.414288043623	0.0785827669782	0.376465955758	0.376885261005	0.0764001791228	-0.367137393351	-30.2364612347	0.318289586241	0.316810370106	0.0358627451538	0.285934909499	0.286566017241	0.0150709826316	-0.705583108975	-300.0
TCF7L1	-3.9938700212	9.0248868889	5.0310168677	0.108504557727	0.0910050211702	0.0525059630636	0.0790423155118	0.0639831262188	0.0391571192558	-0.117181005459	-300.0	0.723367491141	0.738597690551	0.10025586552	0.585821394056	0.60864483091	0.054727031672	-0.470397596151	-104.429347899	0.478987517381	0.472554273514	0.0516080855373	0.444437803902	0.441585767275	0.04914061699	-0.365321637427	-180.58184664	0.344989805499	0.345125157081	0.042365565512	0.317686868383	0.319823549113	0.0157292865425	-0.653564743165	-300.0
TP53	-3.9536696865	9.9692148611	6.0155451746	0.0783684655946	0.0667344178798	0.0327422488997	0.0561085518152	0.0463646787166	0.0253972829477	-0.182950482351	-300.0	0.641266966283	0.652207532461	0.132096166081	0.566196263654	0.619777034153	0.0555129885375	-0.0346971116094	-4.24837454687	0.615805094656	0.606345280927	0.0763594253701	0.579818942038	0.567022865286	0.0647178040584	-0.231018913201	-22.4736745383	0.290623458992	0.290091757886	0.0466891998338	0.269394409065	0.269571854253	0.0166521451446	-0.571683249515	-300.0
ETS1	-3.5009108624	6.8488314444	3.347920582	0.0915089647734	0.0762440366737	0.0429801452786	0.0697918153731	0.0578298691685	0.0333455657799	-0.07221431279	-300.0	0.640290501073	0.655054693786	0.111286161601	0.561197835044	0.586509977578	0.0531097519874	-0.0618787762317	-32.5515589939	0.489980714667	0.485464057359	0.0506734094635	0.462255021942	0.457730234627	0.042283329356	-0.403793330042	-148.275934854	0.334481333546	0.334313450569	0.0503553151028	0.316477916066	0.31504338194	0.0170712916459	-0.519533418556	-300.0
TCF7L2	-3.3969730503	8.5839345	5.1869614497	0.103289241645	0.0829071236102	0.0523370433615	0.0704857432731	0.0595282212584	0.0355785567726	-0.198434710211	-300.0	0.685136603702	0.705917273967	0.111466229357	0.606258182682	0.650270192891	0.0737703241381	-0.295174950925	-16.8890065711	0.476171145549	0.464416403882	0.0764996591133	0.443763377434	0.438712430474	0.0628007855978	-0.296403651435	-37.8857419703	0.33086228624	0.329723659327	0.0378129883093	0.315889426102	0.312814447452	0.0182381328084	-0.505906242299	-300.0
AR	-2.8208135212	6.4303512778	3.6095377566	0.122625825943	0.0958277265429	0.0602565424895	0.0836369242161	0.0676893051816	0.0447335072719	-0.170173009801	-300.0	0.676230219123	0.683702511685	0.0900422607026	0.597243843263	0.619862877204	0.0489954456501	-0.176842968137	-8.20496310276	0.645180746823	0.636646387569	0.070985168481	0.615064042472	0.606912516661	0.0535055354426	-0.303176930596	-35.4347439908	0.314212642349	0.312847218787	0.0420383641229	0.30301797401	0.299951248176	0.0189481560102	-0.439000018701	-300.0
SRY	-2.631585418	4.77859	2.147004582	0.134822726839	0.116873691857	0.0823029809264	0.0802474283926	0.0720182090341	0.0507109383781	-0.0601089033672	-300.0	0.632228249459	0.654904936403	0.0797019713484	0.547142747154	0.552579435089	0.0474912885874	-0.411396317582	-14.2762403837	0.536609049426	0.532309960443	0.0484867282034	0.513676653105	0.509886084993	0.0318022086156	-0.4256821208	-52.4029589117	0.321479124756	0.320959551694	0.0340056777764	0.307059990067	0.307063412489	0.0162770727522	-0.560717162719	-300.0
TFAP2C	-2.4588811349	5.9932067222	3.5343255873	0.117241722161	0.104734772885	0.0333585309228	0.0965500793561	0.0885757092912	0.0219906693842	-0.0639638671065	-300.0	0.694914361769	0.706666771493	0.114337941785	0.563022377703	0.590833505913	0.0529425078159	-0.220414407971	-95.043101707	0.461594192902	0.4584154735	0.0404163508535	0.440203027393	0.440483440706	0.0335486424363	-0.313203272959	-158.242291742	0.308290094047	0.308193580404	0.0564678122863	0.3013835275	0.297194242559	0.0202184840216	-0.33039767778	-300.0
ZNF354C	-2.2219494577	4.5824435	2.3604940423	0.0458265362029	0.0370363104021	0.04180896834	0.0645389485593	0.0474404567518	0.0552762197341	0.127833920992	-191.562032026	0.703959725036	0.721897383885	0.10772458732	0.593740141128	0.623742815566	0.0513674888277	-0.276140936254	-26.9619326789	0.513318799169	0.508728295402	0.0568657262722	0.493778794017	0.49093528744	0.0447349589267	-0.237871077184	-70.7772208696	0.314009035018	0.314006035032	0.0450093580759	0.308392160523	0.304559724101	0.016454426657	-0.33649249978	-300.0
FOXO1	-2.201485627	8.8310241667	6.6295385397	0.0816599110694	0.0691968305443	0.0488625136353	0.0505247977973	0.042317904864	0.0317824709634	-0.103137256402	-300.0	0.610415630177	0.648540960197	0.0441813025464	0.656644995759	0.67531372375	0.109682645117	0.17239428539	-1.71385620831	0.685538131611	0.679233611679	0.0469463354512	0.657289963723	0.655555105056	0.0357314539384	-0.421505189043	-94.1358371979	0.317989280922	0.317845506557	0.0360329894092	0.307793441188	0.306925637412	0.0141568937335	-0.43659499765	-300.0
NR5A2	-2.0764958254	5.4651116667	3.3886158413	0.0898048088045	0.0777296611851	0.0364992071499	0.0650064644243	0.0566278542782	0.0242375263139	-0.0700481900495	-300.0	0.592247128113	0.616360823043	0.0477699054644	0.654958383138	0.667621568594	0.100310192973	0.0125887327936	-11.050573581	0.511833109111	0.507857186669	0.0626935328974	0.49481293108	0.490213154329	0.0444896248215	-0.188216502516	-39.731461859	0.333921187183	0.333778839639	0.0449042503389	0.326301378635	0.323645671768	0.0166095189912	-0.343069985963	-300.0
FLII	-1.1177311693	8.8445722222	7.7268410529	0.0742035354296	0.0625486097857	0.0366318170508	0.0391398767133	0.0303720632198	0.0229094800463	-0.23759369058	-300.0	0.615030524641	0.618241680283	0.0721895982166	0.587467653675	0.594911085429	0.0469952172493	-0.0237331006669	-8.9029006728	0.159674951364	0.154055296731	0.0504284587996	0.1652105302	0.156471019057	0.0690209736707	0.00812144432834	-2.18147276204	0.279017965569	0.279417858712	0.0354883569799	0.275870515101	0.275197429936	0.0129551384536	-0.13106014013	-300.0
FOXH1	-1.0990882063	7.0327085556	5.9336203492	0.0827087139875	0.0690181242199	0.0353552123748	0.0572970475993	0.052653074255	0.0260394495539	-0.157179281018	-300.0	0.725517661599	0.744184957212	0.0890767780797	0.634193157184	0.662502733512	0.0514838972517	-0.242730959251	-13.1718749493	0.549843898879	0.545929464396	0.0799653464119	0.541972420854	0.537682870406	0.0497292531094	-0.151313320826	-18.0823568861	0.318037081079	0.316778899319	0.0460326406082	0.316586403157	0.313140764616	0.0160733194093	-0.156176666859	-258.282324283
CREB1	-1.0226017196	9.2302054444	8.2076037249	0.0759184693804	0.056041931543	0.0560360266672	0.110947713405	0.0741412948913	0.0840221381329	0.102815373798	-68.9980636464	0.549209554635	0.56564829168	0.120260934732	0.503059903489	0.516000213023	0.0554727967682	-0.0620317750113	-4.53535570344	0.359780102119	0.348600402968	0.0756121697418	0.361945571298	0.352834813211	0.103018467456	0.073679978558	-0.167775483885	0.24598908503	0.245286504027	0.0185135356562	0.252982906311	0.245856173784	0.0682678079877	0.0466787395843	-12.3657551823
EGR2	-0.9853411587	4.5985511111	3.6132099524	0.0619713825614	0.0518633743671	0.0312506179106	0.040968921941	0.0337692196371	0.0233123268309	-0.0222804114882	-300.0	0.751913567141	0.75653505909	0.0964059653299	0.564783388932	0.570337011189	0.0512800094612	-0.44592442569	-300.0	0.421003535982	0.418501426405	0.0504280850089	0.415077093677	0.41303147584	0.0363509099776	-0.029342033244	-23.9997115051	0.330896448478	0.331236983089	0.0713147076168	0.329393496349	0.325913835061	0.0234845375857	-0.113257202568	-300.0
REST	-0.9317503519	8.5147308333	7.5829804815	0.102113649431	0.0962808803434	0.0366721266622	0.0747845207943	0.067459142477	0.0242930652691	-0.0419053719695	-300.0	0.584727420636	0.604173297566	0.0483041154472	0.592243336127	0.614428392317	0.103099504903	0.089833001182	-15.1191271845	0.327218890829	0.322556752375	0.0567527654488	0.324075569855	0.318650596707	0.0427114893761	-0.00516693163752	-11.2805481702	0.331689513296	0.331897370529	0.0499208903811	0.325615809534	0.325991179904	0.017785783648	-0.155505418679	-300.0
RFX5	-0.9070030291	7.3384705	6.4314674709	0.114856344888	0.0969271854377	0.0527441920835	0.0754388595811	0.0614374584494	0.039094591442	-0.0628742807996	-300.0	0.705385887431	0.71734090415	0.112535026816	0.589484024048	0.625262566858	0.0504760783188	-0.117874106693	-37.3303551617	0.630020956906	0.62508207939	0.0705245803572	0.62081414642	0.61778975063	0.0655339916219	-0.0127979079047	-8.64385404099	0.307543963435	0.307426823892	0.0555264339974	0.303509130185	0.302590447555	0.0199473534963	-0.110590552665	-300.0
SOX3	-0.8815224709	7.0991445556	6.2176220847	0.064422290743	0.0533737451483	0.0418400592981	0.03646170402	0.0242730325951	0.0287700327609	-0.0487791731419	-300.0	0.704357846782	0.715101330248	0.089453131182	0.620496207293	0.638445748094	0.037148411298	-0.10763792151	-15.0814020276	0.624358637835	0.621258577524	0.0486466406839	0.614915690498	0.614294857591	0.0455799089868	-0.0935343043538	-12.7948661945	0.340989393454	0.340581706355	0.0351018428625	0.339632874598	0.337593774159	0.0151061104881	-0.128782837935	-300.0
FOXD3	-0.6445018836	6.6675806667	6.0230787831	0.0789467853349	0.0617802735227	0.0446936221831	0.0406015286787	0.0314295480001	0.0272093021422	-0.0801925340568	-300.0	0.607055349981	0.64843388968	0.0385964297089	0.636355199898	0.654020525838	0.10736930699	0.124569761357	-4.05100840883	0.326888816636	0.324297472858	0.0481974594151	0.325128691342	0.322044701436	0.0298434153823	-0.0693478255106	-28.5049303047	0.364950476514	0.366006099874	0.0296997925016	0.362928761385	0.363027992817	0.0106547750793	-0.136010263437	-300.0
HNF4G	-0.6026098016	2.9244216111	2.3218118095	0.202900247319	0.168434722598	0.0870797160643	0.135632118357	0.117462611327	0.0602115138999	-0.149785785689	-300.0	0.588382298594	0.649619309322	0.13985770472	0.536197242844	0.551930148597	0.0669576943943	-0.149870594833	-8.16103508898	0.662487660884	0.656160526361	0.080364005908	0.648413980458	0.652098001465	0.0543393397988	-0.109743180796	-9.01550432355	0.323911564392	0.323662599642	0.0357110114387	0.319832807257	0.321044469584	0.0139848467571	-0.0759288755331	-118.627496921
SOX9	-0.5931329762	6.5152251667	5.9220921905	0.0561608169845	0.0387383503658	0.0393217186505	0.0347490450145	0.0242712131627	0.0246248072994	-0.024309037151	-296.940480576	0.599061469139	0.648403355224	0.0532105226829	0.697955776222	0.718108545116	0.141494683435	0.00423336312416	-3.58489265551	0.706483665353	0.704474707867	0.056004566877	0.704184834794	0.70023347178	0.0473953148065	-0.119365539567	-7.29051472558	0.31988217031	0.318458590196	0.0339540922101	0.313541768342	0.315040104721	0.0193517207948	-0.156217213131	-192.889400415
NKX3-1	-0.5837772725	5.3454291667	4.7616518942	0.0358657478928	0.0323104900973	0.0238872488437	0.0536722771015	0.0369406482526	0.0373101451656	0.108645021933	-117.186374646	0.616345575603	0.635945569549	0.0941389847756	0.443150911468	0.455333745865	0.0496288695854	-0.421891647719	-10.7980696957	0.490660178238	0.481174781075	0.0802581076752	0.488481708316	0.47835911723	0.0672564561603	-0.120531400966	-7.70116370879	0.291103456697	0.291251357299	0.0111482669614	0.295734434674	0.291647954748	0.0402372315709	0.0122876643111	-33.0855607746
INSM1	-0.5296980979	6.7003285	6.1706304021	0.0461038152576	0.0399061142807	0.0196611998265	0.0636738682498	0.0536513135497	0.029391140995	0.0143918446467	-300.0	0.755236491191	0.764497090775	0.109834351852	0.587365946771	0.607732011219	0.0483504188959	-0.364612001509	-120.517457415	0.656931910934	0.654510008515	0.0471898930387	0.651456507365	0.651318954776	0.0429498953707	-0.0181046053992	-14.4887018453	0.296568262133	0.29598314683	0.0192897428639	0.300003424757	0.296348752927	0.052539666434	0.10786873045	-24.692313704
ERG	-0.4811139683	3.9203937778	3.4392798095	0.0923623873102	0.077186046752	0.0444304472216	0.0661249036369	0.0557038104249	0.0323486516984	-0.019049898595	-300.0	0.584023556471	0.60864016077	0.049415321436	0.628444064972	0.640471539388	0.116359554389	0.186817902714	-11.5250874205	0.477330230882	0.472541685637	0.0503223641872	0.47482122045	0.470652606349	0.0391180540209	-0.0272052719662	-15.6645758228	0.308128065514	0.307620404235	0.0484469511968	0.307786199549	0.306243435014	0.0160257222518	-0.00796952350302	-300.0
STAT1	-0.4733130873	8.6787737222	8.2054606349	0.0753814973652	0.0631152642046	0.0359418202872	0.0494115938219	0.0422397482284	0.0256956063667	-0.0965353067982	-300.0	0.737492144722	0.745428153396	0.0918134132089	0.606693422115	0.629582727538	0.0366789926756	-0.345911521076	-39.8023201627	0.62886306887	0.624788511049	0.0606055969826	0.623011575836	0.622378898245	0.0432864898963	-0.0343001089325	-7.16239178999	0.336132085001	0.336431720171	0.0399911147394	0.333509564175	0.333981600041	0.0162815722759	-0.0340244153997	-205.208696168
USF1	-0.4081315146	7.4895785833	7.0814470688	0.0664817583369	0.0525094216736	0.0360354682428	0.0432023035585	0.0353528075579	0.0213056828338	-0.0379390001678	-300.0	0.515998805844	0.534243378291	0.0561912247644	0.525704042867	0.537281452003	0.13377757153	0.102013876562	-8.75527538743	0.453541134582	0.450990327171	0.0401325596544	0.454188760732	0.45220116219	0.0547044715064	0.0165311201938	-5.12456569238	0.344450213657	0.335765599016	0.0896622651435	0.336305454537	0.33562845342	0.0222939779634	-0.00117111338715	-114.794227826
EGR1	-0.3866965344	8.4510034444	8.0643069101	0.0544073439573	0.047574753515	0.0222051825476	0.074864051231	0.0652535721622	0.0315241227518	0.0465097943006	-300.0	0.748300671283	0.753249139104	0.0980882358097	0.574805739051	0.586056851184	0.0514815157587	-0.386879522767	-300.0	0.460350825149	0.456546163436	0.0438839026572	0.462252242765	0.458070289509	0.0553217976258	0.0413049477083	-10.9800423512	0.339974237477	0.339123376445	0.0228891300431	0.345412632814	0.339724853961	0.0743936073359	0.0797432868316	-224.783478781
CTCF	-0.3682107037	8.924475	8.5562642963	0.0451245917389	0.0377759694161	0.0276791683763	0.0675859164526	0.058094884612	0.0372972213025	0.0989215546155	-300.0	0.718616595586	0.730984520366	0.100522656796	0.602520476546	0.62710094131	0.0529474962444	-0.19816282094	-147.875875255	0.604786074958	0.602467310478	0.0426174567494	0.602973516807	0.601289577149	0.0300419324902	-0.00661386576811	-19.4736172852	0.328189596637	0.327588430263	0.0177313031159	0.330629385889	0.327636664929	0.0503950293201	0.0782169724627	-205.182860633
MAFB	-0.3502367328	5.0393535	4.6891167672	0.0947727599145	0.0806750599134	0.0452874918879	0.0605025045888	0.0493690762684	0.031929741499	-0.0458013435298	-300.0	0.698285562513	0.711778091031	0.114083527814	0.588641448353	0.623717752404	0.056306848972	-0.0891377815514	-20.6238864619	0.434400738674	0.429440867846	0.0557774943017	0.435370835687	0.430141674849	0.0739623617511	0.0321249424509	-3.61693451635	0.328417124545	0.324611711126	0.0565143781742	0.323384468959	0.323709609094	0.0185820467535	-0.0129670070587	-143.455441433
E2F1	-0.3329436296	7.4081001111	7.0751564815	0.0684892246861	0.0587335445247	0.032892907983	0.100750925763	0.0868740718757	0.0491538475023	0.0388421540125	-300.0	0.70178554589	0.709362787423	0.120655693487	0.556679094363	0.580121353811	0.0544053873476	-0.222729609261	-93.564993116	0.588506122762	0.587548839262	0.0458052605319	0.591912305313	0.590155068829	0.0602815077516	0.00806711699753	-4.58236193447	0.34094513619	0.341016325511	0.0206689895218	0.351558365718	0.343032385891	0.0804804690789	0.0092081792466	-165.415100007
STAT4	-0.3171848783	2.786079	2.4688941217	0.110359370696	0.0962406549704	0.0434027618914	0.0793236204183	0.0689046155751	0.03408140903	-0.0874039487371	-300.0	0.72975246688	0.748338903239	0.109412702782	0.625552695333	0.65551838284	0.0573413228292	-0.27826241382	-25.1442964086	0.349496295911	0.34161294679	0.0766177587711	0.346319333413	0.341261007995	0.0561889001484	-0.000896014556892	-4.63063293212	0.30220634275	0.30234884354	0.0208386876829	0.304847260401	0.303107741365	0.0382560469804	0.0215202469253	-75.5233645772
MAFK	-0.2998918466	6.9924892222	6.6925973757	0.114892784701	0.102710671005	0.0407322819543	0.0738066724465	0.0660772654709	0.0307282491258	-0.173068347851	-300.0	0.63509344037	0.670088749015	0.0648262938546	0.672610261976	0.692262722778	0.103372726371	0.198359967083	-2.46855538047	0.70435547714	0.701241304864	0.0366645796594	0.704369138615	0.701744224458	0.0490180094799	0.00487379130448	-4.35593492521	0.27004953617	0.269467175861	0.0453895817432	0.268448668667	0.267608075344	0.0160156762196	-0.0306115580999	-132.351817972
NFYA	-0.2796747566	8.3467323333	8.0670575767	0.146550747933	0.134801087166	0.0575812313386	0.0899103062185	0.0806415237194	0.0382584371568	-0.111721792926	-300.0	0.69782374729	0.693310595087	0.0981336675114	0.498353555263	0.497109140103	0.0470611362269	-0.412143452232	-177.653464989	0.35269833592	0.345599292994	0.089060662509	0.352405402769	0.345478343159	0.0696884089308	-0.0219001610306	-2.88288792404	0.339399369791	0.338638071123	0.0398313110007	0.359717649354	0.338682387921	0.135135461316	0.0198138028739	-76.523135101
GABPA	-0.261986254	8.661842	8.399855746	0.123031301343	0.102970710764	0.0583758039529	0.0792618214299	0.0679209088869	0.0357586537911	-0.0617732603139	-300.0	0.547302208676	0.557983303055	0.0523811731977	0.597353433211	0.606098705026	0.107488499783	0.113093094053	-16.7803939635	0.559614499808	0.556260809147	0.052797835155	0.562756961985	0.556503544595	0.0625357099035	0.0232822544368	-2.32805972502	0.304363237223	0.304220631909	0.0240380129327	0.310762462197	0.304358043855	0.0863390239447	0.0283218166994	-94.8241053619
