FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_K562	FLR_80_H1hesc_protection_mean	FLR_80_H1hesc_protection_median	FLR_80_H1hesc_protection_std	FLR_80_K562_protection_mean	FLR_80_K562_protection_median	FLR_80_K562_protection_std	FLR_80_protection_ks_stat	FLR_80_protection_ks_pvalue	FLR_80_H1hesc_tc_mean	FLR_80_H1hesc_tc_median	FLR_80_H1hesc_tc_std	FLR_80_K562_tc_mean	FLR_80_K562_tc_median	FLR_80_K562_tc_std	FLR_80_tc_ks_stat	FLR_80_tc_ks_pvalue	FLR_80_H1hesc_fos_mean	FLR_80_H1hesc_fos_median	FLR_80_H1hesc_fos_std	FLR_80_K562_fos_mean	FLR_80_K562_fos_median	FLR_80_K562_fos_std	FLR_80_fos_ks_stat	FLR_80_fos_ks_pvalue	FLR_80_H1hesc_flr_mean	FLR_80_H1hesc_flr_median	FLR_80_H1hesc_flr_std	FLR_80_K562_flr_mean	FLR_80_K562_flr_median	FLR_80_K562_flr_std	FLR_80_flr_ks_stat	FLR_80_flr_ks_pvalue
RFX5	-0.9070030291	7.3384705	6.4314674709	0.330904648981	0.34259899912	0.0603608745657	0.517014289274	0.539588811175	0.0993446492087	0.0117458399926	-300.0	0.743553488161	0.749321954935	0.049024587758	0.681874838711	0.694588394072	0.0235780146999	-0.0880347557112	-300.0	0.613200803564	0.608280366724	0.0726175200278	0.604126693041	0.601184050003	0.0633608611641	-0.0111207900935	-8.17129587346	0.317440526887	0.320847587072	0.0373454759432	0.332586358939	0.32091602131	0.0951089067865	0.0318468373075	-28.6383985765
SOX3	-0.8815224709	7.0991445556	6.2176220847	0.276196050064	0.256271127455	0.0635816597426	0.419091498893	0.384845955904	0.108938311477	0.0719219324918	-300.0	0.689805621581	0.698514115105	0.0221165874319	0.702350420123	0.706349306977	0.0425749261814	0.466349257157	-300.0	0.545623333005	0.538797982881	0.0867564692494	0.529944289361	0.532758568072	0.0645752380742	-0.074365586961	-9.8843212698	0.296840418057	0.296341454607	0.0328990567673	0.297513104611	0.298736448036	0.0645790451441	0.0131872623506	-23.2565664344
FOXD3	-0.6445018836	6.6675806667	6.0230787831	0.282558486826	0.265033110687	0.0893508963387	0.453741477301	0.427708758232	0.142977748311	0.0623237931422	-300.0	0.668040963751	0.673453054232	0.0187596634887	0.693224216872	0.702049948901	0.041623408311	0.0143637305508	-300.0	0.35819469414	0.357182716018	0.0475273285532	0.355867495465	0.354701503297	0.0266639020553	-0.0674105270048	-26.4142279372	0.351812938875	0.352579101772	0.0591517084283	0.340001776566	0.343078550725	0.0301200638503	-0.00418433829129	-44.9058412873
HNF4G	-0.6026098016	2.9244216111	2.3218118095	0.491956447542	0.512730834699	0.0673484179521	0.340085357626	0.35199226433	0.0436119512391	-0.102344520034	-300.0	0.683488840946	0.689086264722	0.0196622899394	0.691914543939	0.701661754573	0.0451624031781	0.187836866335	-300.0	0.497311420964	0.48964720748	0.0869639225106	0.491007939278	0.486615626196	0.067780614586	-0.0876632023201	-7.12424590139	0.335598511832	0.337807770392	0.0616322136554	0.321426117357	0.329167165495	0.0290124972699	-0.126254435999	-41.4004408437
SOX9	-0.5931329762	6.5152251667	5.9220921905	0.335313134827	0.304834247148	0.0964692400726	0.198124922681	0.179121588998	0.0561503937976	-0.0244722469405	-300.0	0.691628242816	0.70064265308	0.0217089259258	0.702296010419	0.706168742952	0.0441662002784	0.463598061928	-300.0	0.532387283455	0.530434171315	0.0857811987631	0.527620204473	0.527240732965	0.0547185370485	-0.0856683937824	-5.08548335023	0.335106591679	0.33320487067	0.0628299227674	0.320507524011	0.327555310004	0.0419245517528	-0.150751036879	-44.9881405621
NKX3-1	-0.5837772725	5.3454291667	4.7616518942	0.197809036068	0.170970818475	0.0734189580366	0.320137316571	0.270439379129	0.120709673164	0.0479454786797	-300.0	0.690396605405	0.700007757306	0.0451692899965	0.62460442174	0.630994777541	0.0186316520385	-0.164852368888	-300.0	0.370192012333	0.359424818905	0.107556451524	0.369920039613	0.357321592578	0.0831487883056	-0.105690072639	-6.01260406912	0.265586285971	0.270718916812	0.0291269845078	0.275112460898	0.270804508166	0.0734911769577	0.0345724748978	-4.36735283239
INSM1	-0.5296980979	6.7003285	6.1706304021	0.534133461028	0.501086834759	0.0910410665146	0.377264925015	0.357536295061	0.056456630251	-0.0449136916683	-300.0	0.79347970771	0.799488769308	0.0436722935756	0.687310085666	0.698642468578	0.0222257090795	-0.247597006652	-300.0	0.655477803539	0.652568942814	0.0440403052934	0.649760190748	0.649387352711	0.0404363931762	-0.0125905151657	-13.0717164267	0.30486840056	0.308618671076	0.0378660052635	0.31819527317	0.309484155937	0.095898602674	0.0373403763534	-43.5356841975
ERG	-0.4811139683	3.9203937778	3.4392798095	0.341021199387	0.323784539426	0.0658868487375	0.486274124608	0.458572522214	0.109576238387	0.166879059005	-300.0	0.742057598742	0.746330950385	0.0450275236671	0.689034678994	0.69953997375	0.0216093126109	-0.0511206718309	-300.0	0.32539374154	0.322153749482	0.0556038712966	0.32461529902	0.320865875853	0.0402882500148	-0.0121140922306	-12.2998969535	0.30994126814	0.313925118207	0.0310373560141	0.315660458026	0.316599392861	0.0750835711575	0.0567122643977	-49.0596190569
STAT1	-0.4733130873	8.6787737222	8.2054606349	0.470708473507	0.435704585443	0.0905155973443	0.317080768196	0.295464067466	0.0571191480451	-0.0258852176789	-300.0	0.759608088887	0.763349500726	0.0444601077933	0.685768120591	0.69611086654	0.0201042734013	-0.190835859345	-300.0	0.319567717676	0.31690682998	0.0593266121774	0.315602676236	0.315684619998	0.0406647959119	-0.0279589056847	-6.32000226338	0.338104337923	0.338913873742	0.0328419948307	0.338362774751	0.33959546408	0.0670802682387	0.0036140585218	-30.6402805146
USF1	-0.4081315146	7.4895785833	7.0814470688	0.439341393231	0.434435503396	0.0710889327153	0.29570289741	0.293404658726	0.0430929197102	-0.0422648114139	-300.0	0.667013655304	0.685926987726	0.0666600597076	0.599787684722	0.606429001721	0.0299232547539	-0.0878794861868	-300.0	0.240270571368	0.236829849075	0.0428053113756	0.240277790941	0.237465698355	0.0632272867489	0.021250594389	-4.41925222981	0.348798644472	0.348983980383	0.0393611893987	0.367915470745	0.351056459866	0.12522001543	0.0267016388437	-23.3287200855
EGR1	-0.3866965344	8.4510034444	8.0643069101	0.56902156272	0.586929152896	0.102980743717	0.414163189948	0.426653734903	0.0599405721754	-0.0361537138128	-300.0	0.769117089097	0.777163945158	0.0583424902416	0.672797402603	0.692265755504	0.0275441890745	-0.157399358289	-300.0	0.476152125068	0.474311703764	0.031098583498	0.477738012387	0.475400187278	0.0421239468067	0.0316356626274	-12.8784399938	0.345189958713	0.34783118167	0.0377381329469	0.364469039277	0.352000786512	0.110278687343	0.0120160100375	-300.0
CTCF	-0.3682107037	8.924475	8.5562642963	0.423052612537	0.426147521432	0.0715353162369	0.581861083534	0.586706117249	0.119698627363	0.114950785895	-300.0	0.750907125641	0.756416913922	0.0456172189946	0.682804561641	0.693810391342	0.0227278655944	-0.126327776885	-300.0	0.588074524075	0.586884497644	0.0269923165382	0.588870796172	0.588034016045	0.0432713557576	0.00617965721758	-16.4344416811	0.343777666837	0.339315161518	0.0770135836382	0.330127863083	0.331843546909	0.0333988563457	-0.00205643645074	-300.0
MAFB	-0.3502367328	5.0393535	4.6891167672	0.503413620336	0.517517211623	0.0809986273166	0.3246207918	0.332451418307	0.0500214294398	-0.0459435652468	-300.0	0.682221316761	0.694969362508	0.0238399835952	0.730300662923	0.735776436206	0.0503133320317	0.11503549316	-300.0	0.604763241801	0.60017806263	0.0524923094952	0.605213466361	0.601157496635	0.0640068178069	0.0425729442971	-2.76883473614	0.340224671228	0.330567224902	0.0877184182072	0.324161251199	0.327143454704	0.0378555128034	-0.0386204782136	-48.4735362543
E2F1	-0.3329436296	7.4081001111	7.0751564815	0.500498467124	0.473729784794	0.0556384986261	0.365296750037	0.354243343059	0.0296481563162	-0.137062956372	-300.0	0.6616704218	0.682791391027	0.0298133486028	0.731307399136	0.737906104792	0.0662182799892	0.136854540134	-300.0	0.537904503093	0.537736699489	0.0372697352284	0.53971765719	0.538445227501	0.0494091318199	0.0257052982001	-3.30747704979	0.342453562865	0.325354735345	0.115436229681	0.309192264761	0.308584986482	0.0349044205177	-0.104462193248	-251.223552932
STAT4	-0.3171848783	2.786079	2.4688941217	0.419872771713	0.443610555658	0.0571124052652	0.576701717104	0.615945439074	0.0924697849619	0.00924072397188	-300.0	0.76548401136	0.769219847351	0.0398348956908	0.697271514141	0.70523205264	0.0177268468016	-0.207260116972	-300.0	0.420653368498	0.414917082734	0.0675048255517	0.41473068692	0.414489624058	0.0488313586165	-0.0148087431694	-5.34695421878	0.29721502538	0.298735637644	0.0435729033546	0.30159280013	0.300090666777	0.0653336493628	0.0173331373126	-19.0554759918
MAFK	-0.2998918466	6.9924892222	6.6925973757	0.571041090653	0.583403486759	0.0947617859128	0.387445775362	0.397860316613	0.0573206383948	-0.0700460159954	-300.0	0.690627809889	0.700360516335	0.018823354423	0.717467000426	0.72138741235	0.045425139636	0.349664103022	-300.0	0.805263790252	0.804904832405	0.0511801065749	0.803130677461	0.804327980615	0.0245654189851	-0.0213786648875	-5.67422073044	0.27550435614	0.272778720697	0.0711324887828	0.258796935359	0.262487833983	0.0343783029883	-0.0511341579428	-46.0085703335
NFYA	-0.2796747566	8.3467323333	8.0670575767	0.608497792167	0.593414507514	0.0947647816587	0.414523351456	0.411643732347	0.0592137893975	-0.0537841862869	-300.0	0.798681482677	0.810105998441	0.079031058936	0.658644013837	0.686922247338	0.0327766811074	-0.199404683944	-300.0	0.801124587464	0.794924095736	0.0732558334609	0.788546923981	0.794645895115	0.0497056056354	-0.0774852707379	-5.47402360497	0.408910642039	0.357310902926	0.182498151536	0.351922556993	0.347905237842	0.0603428753729	-0.0317062370355	-56.3248749661
GABPA	-0.261986254	8.661842	8.399855746	0.441817922108	0.440802369408	0.0684460430673	0.301520400911	0.300143266187	0.0423811184423	-0.034732678991	-300.0	0.637619393017	0.647848871672	0.0350205469804	0.654345223745	0.682367915192	0.0783173723923	0.194984257699	-300.0	0.330122095562	0.327285761993	0.0626002956332	0.332921920722	0.327295261808	0.0744070833227	0.047637186877	-1.35952879933	0.30509658071	0.299810218315	0.041781926469	0.320663918355	0.313688242224	0.115822068713	0.00172699965428	-60.1622282509
YY1	-0.2405441005	9.2155432222	8.9749991217	0.494698592137	0.474581354585	0.0817165869895	0.333146442035	0.321390483734	0.0512553255094	-0.0497730182825	-300.0	0.766951401351	0.772568298361	0.0496595256686	0.687183595079	0.700705940918	0.0235730336409	-0.16018715146	-300.0	0.510092506255	0.507759800625	0.0711159910492	0.511356869058	0.507942678713	0.0830332749342	0.0208082255536	-5.59942873474	0.386974451888	0.369062997519	0.0929606691781	0.362545592271	0.362481654754	0.0367112717128	-0.0493719290368	-48.1250443952
KLF4	-0.2292124233	4.3891591111	4.1599466878	0.49452199149	0.459622796872	0.10904794135	0.341320628861	0.319276805018	0.0620859626907	-0.0692031568933	-300.0	0.759082104918	0.768573444475	0.0654280132653	0.667496843661	0.690934949365	0.0297503472025	-0.0866176143268	-300.0	0.515150505032	0.513475400131	0.0357564668318	0.515626749575	0.513765979179	0.0438448764703	0.0971374241957	-2.07734119401	0.333302823862	0.331767102249	0.0427737217418	0.347132384637	0.333286695953	0.13062945584	0.0271656882517	-202.948103738
SRF	-0.2054848492	8.3513662778	8.1458814286	0.367397127948	0.370701802794	0.073496199365	0.565421565462	0.564709354491	0.122954073417	0.010132184649	-300.0	0.772706333908	0.776236826085	0.0411516683633	0.695829046417	0.704632904546	0.0185606994908	-0.215675642765	-300.0	0.320227631154	0.314891353946	0.0857019830248	0.317460621513	0.314577768481	0.0647069441651	-0.00496510679436	-3.52856436588	0.323843106601	0.325845754296	0.0454547208953	0.333902564911	0.328966287924	0.0755607903139	0.00658043871188	-18.3027312903
STAT3	-0.2035441402	10.0107785	9.8072343598	0.515091479776	0.522334324611	0.131477549656	0.293137289361	0.29032112663	0.0805893676509	-0.00850918831384	-300.0	0.665031866397	0.677380323545	0.0184375611114	0.678719084076	0.685052643277	0.060644232822	0.361922214546	-300.0	0.16179799351	0.158338025023	0.0305077192565	0.169683059889	0.158501445839	0.0843783936304	0.036342941342	-1.09220023622	0.305477903523	0.299613958972	0.0857965359404	0.289051861181	0.295525044774	0.0413821406429	-0.0416980064394	-26.206645752
HOXA5	-0.2024921587	3.5496091111	3.3471169524	0.409857499508	0.412288783425	0.0587346149116	0.588879147362	0.594498190167	0.0987766813955	0.00335370969003	-300.0	0.746055558444	0.750672408776	0.0428333314718	0.688136592543	0.697810639768	0.0212824483904	-0.0714051346605	-300.0	0.551884477026	0.547805911596	0.0621957265585	0.552426346733	0.548381771688	0.0771817139963	0.0292203271841	-3.63976541611	0.333565478411	0.338747936402	0.0354437353515	0.336350674651	0.338958362618	0.0775379028687	0.0408515553272	-19.6994753077
SREBF2	-0.1732940608	9.1103612778	8.9370672169	0.433127927238	0.395179601667	0.0885539037732	0.286478624857	0.264029590894	0.0518266603931	-0.0699050239729	-300.0	0.785946135376	0.789054784944	0.0411520091163	0.694009212612	0.703049339177	0.0187883065795	-0.234180596148	-300.0	0.694885288089	0.695385779111	0.0281895791704	0.696481178732	0.69648573348	0.0453521900643	0.0397022306174	-3.36406624016	0.329378563571	0.32178710055	0.0777253945432	0.314766342807	0.318661527584	0.0306839527801	-0.0059380272585	-22.4108513616
HOXA9	-0.1727359074	3.0796356111	2.9068997037	0.483266541222	0.451610412967	0.0650128886475	0.332027630053	0.312744087643	0.0417249033584	-0.0968709873436	-300.0	0.679541975077	0.684661682906	0.0189525330123	0.694152494495	0.703614454711	0.045333303818	0.137005695439	-300.0	0.45103216916	0.441997375132	0.0764485674669	0.451611993575	0.442701006428	0.0964900112764	0.0142142889462	-2.12503286961	0.30477003519	0.308847814682	0.0646259013187	0.304088675201	0.308541165445	0.0302032536863	-0.0183443189417	-13.7039847765
FOSL2	-0.1563748122	5.7409766111	5.5846017989	0.428498935749	0.397446714187	0.0792237195013	0.269492320195	0.246070270641	0.0521693550367	-0.067752728776	-300.0	0.780605357296	0.786302440168	0.0441326265656	0.688389897514	0.697914471024	0.0171708892128	-0.23114252082	-300.0	0.417570404314	0.414986329449	0.0390316250944	0.419706345293	0.415656451234	0.0574192490128	0.0694741697127	-1.95925828033	0.265750443393	0.272389785758	0.0372277420546	0.270490091574	0.275687219359	0.059953827757	0.0149922362932	-31.1993549412
TCF12	-0.1484424405	8.6383393611	8.4898969206	0.487186899249	0.447036717344	0.0792307314745	0.331138572334	0.306934506249	0.0461385116075	-0.0655153087854	-300.0	0.748055979603	0.752275902436	0.0421712564326	0.691366601284	0.701201375564	0.0209334206144	-0.0834361746877	-300.0	0.490483024829	0.486353814892	0.0504827422608	0.490836454939	0.487342867573	0.0566654542037	0.0403825485644	-5.05912384421	0.320828634256	0.314432732884	0.0304057029524	0.321155820785	0.328036857543	0.0673442916449	0.0384765802698	-48.6293198924
SOX10	-0.1468324868	5.24596	5.0991275132	0.518328777838	0.532180914362	0.0793372648148	0.342646051888	0.350293816204	0.0479167972425	-0.0656104241946	-300.0	0.683392700294	0.696643455463	0.0245829728025	0.712951419257	0.719569658622	0.0494899188547	0.341900281253	-300.0	0.443662806357	0.441399925138	0.0739203414511	0.449410817346	0.441834879433	0.0847852271791	0.0613758877385	-2.28017993691	0.341678260446	0.344348063378	0.0344915604999	0.350978516107	0.346842335665	0.0890868004091	0.00761419107128	-49.9962938511
FOXP2	-0.1347974762	2.351259	2.2164615238	0.308760390274	0.294675464545	0.0656105846472	0.459623440854	0.437140948285	0.106815949744	0.0777897892877	-300.0	0.687617367837	0.69730566178	0.0462110647973	0.639929329564	0.645887983424	0.0194670993935	-0.0852163445061	-300.0	0.596939413652	0.595791365811	0.0289375965198	0.599417978761	0.597150823257	0.0466874605121	0.0110547667343	-5.53775550567	0.333261337199	0.337744782384	0.0319078198735	0.33632094337	0.338475848458	0.0643103391615	0.0430710361878	-16.4222545969
ATOH1	-0.1075542619	4.6970676111	4.5895133492	0.433661826317	0.397622613935	0.0845257158613	0.270918820086	0.245961160474	0.0526018064689	-0.0780645269507	-300.0	0.685385013766	0.696877862305	0.0172789496129	0.691363195805	0.69895000209	0.0504673924999	0.298324295456	-300.0	0.818523326562	0.816565141766	0.0347249225618	0.821768253455	0.818833088322	0.0621681396275	0.0111909998308	-2.14294409252	0.291849095751	0.298350028956	0.0328810291239	0.293186487773	0.298445122325	0.0587762848549	0.0422996947213	-13.9280258674
PPARG	-0.1072274577	2.7755172778	2.6682898201	0.393167395009	0.374362833863	0.0804010076995	0.600181879995	0.568074631915	0.135107454166	0.100944239987	-300.0	0.770653307569	0.774126248064	0.0393323673844	0.692754733155	0.701262767379	0.0194768610506	-0.206111467629	-300.0	0.595396770871	0.591585732897	0.070111642115	0.597890568386	0.593232334857	0.085317287863	0.0253786638284	-3.39311902284	0.279094537798	0.276168723442	0.0670448063409	0.26879419463	0.27265400972	0.0346626170769	-0.0201663794513	-32.1158555585
GATA3	-0.0812258624	4.4545267778	4.3733009153	0.263807672926	0.248548289547	0.0661305541309	0.412960756121	0.399874076585	0.102981351053	0.155020374252	-300.0	0.66067942995	0.672713948857	0.0652088558381	0.588602193501	0.59587266036	0.0185548543402	-0.0929620043836	-300.0	0.161023146527	0.158162194622	0.030364236154	0.162054933617	0.158677276241	0.0645259693674	0.00465685936271	-2.19824938009	0.3341091118	0.336064211622	0.0651884011036	0.326665793548	0.318631161634	0.0331718644553	-0.145156015602	-66.5366656956
