FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_K562	HINT_H1hesc_protection_mean	HINT_H1hesc_protection_median	HINT_H1hesc_protection_std	HINT_K562_protection_mean	HINT_K562_protection_median	HINT_K562_protection_std	HINT_protection_ks_stat	HINT_protection_ks_pvalue	HINT_H1hesc_tc_mean	HINT_H1hesc_tc_median	HINT_H1hesc_tc_std	HINT_K562_tc_mean	HINT_K562_tc_median	HINT_K562_tc_std	HINT_tc_ks_stat	HINT_tc_ks_pvalue	HINT_H1hesc_fos_mean	HINT_H1hesc_fos_median	HINT_H1hesc_fos_std	HINT_K562_fos_mean	HINT_K562_fos_median	HINT_K562_fos_std	HINT_fos_ks_stat	HINT_fos_ks_pvalue	HINT_H1hesc_flr_mean	HINT_H1hesc_flr_median	HINT_H1hesc_flr_std	HINT_K562_flr_mean	HINT_K562_flr_median	HINT_K562_flr_std	HINT_flr_ks_stat	HINT_flr_ks_pvalue
NR2F1	0.0013346402	5.3702576667	5.3715923069	0.044204309785	0.0293651647446	0.0455229193218	0.0253668607751	0.0183852586816	0.0254752126869	-0.024620697904	10.1758382764	0.667633400395	0.678579334586	0.0209808206839	0.730796543342	0.736141847276	0.0485371580977	0.195257889758	300.0	0.395260668064	0.396321856675	0.0173251330583	0.39668420895	0.398208732554	0.0337479906218	0.0284215163057	300.0	0.326999030794	0.326979985803	0.0129648195145	0.328979536348	0.328536727218	0.0304234020352	0.0160409473443	87.024891255
SOX17	0.009083373	6.3657267222	6.3748100952	0.0454077689524	0.0317891972951	0.0416024528267	0.0265761025416	0.0186410713337	0.0275179130016	-0.0262936407128	11.2468238951	0.659486499451	0.668301361124	0.0579213065816	0.653465160044	0.664187929845	0.0280054391175	-0.33848446367	300.0	0.55116422381	0.550861672752	0.0143021549975	0.555490124751	0.553562145956	0.029343677317	0.0790627320677	300.0	0.306194278668	0.306087813313	0.0128694904672	0.308872191011	0.307662184128	0.0357531926813	0.000461461971747	292.579724381
NKX2-5	0.0132755053	5.8370343889	5.8503098942	0.0283799363993	0.0199481401945	0.0287869354628	0.0487466254747	0.0341332749141	0.0443970012377	0.006732123904	17.7155767354	0.682822290508	0.688334187805	0.0534165422942	0.663003697849	0.676401854565	0.0232203730532	-0.318806686255	256.906622286	0.568099066293	0.569792800727	0.0192694333341	0.572036322405	0.572629642498	0.035832970575	0.00840505473333	300.0	0.29062534225	0.289683994612	0.0330203442589	0.287795962335	0.288076943932	0.0130217805648	-0.000212074673428	200.086546657
HLF	0.0136273545	3.2289502222	3.2425775767	0.0251904299169	0.0169362791441	0.0241444480195	0.0531345801256	0.0406236527139	0.0455262417731	0.0864342218878	9.97353354745	0.638363334004	0.660037787763	0.0713415515157	0.637701466903	0.646634148927	0.0305430694887	-0.176802836814	140.470269448	0.320232788131	0.320136293563	0.0203210090425	0.327727511937	0.321732218548	0.0586382766384	0.114879545951	300.0	0.275504102722	0.275451966585	0.016930885481	0.281170254125	0.276825133841	0.0605963113764	0.0394990208877	62.2381734028
HNF1A	0.0615635265	4.7222006111	4.7837641376	0.026296882266	0.0212132808475	0.0223307370827	0.0474375794822	0.036589867248	0.0404674514072	0.0463347489145	16.5767733309	0.592840006018	0.595654186137	0.0191997609383	0.66703077069	0.67680930689	0.0497159010429	0.341320315224	300.0	0.457416649164	0.461352864753	0.015610943224	0.459140028403	0.46405630055	0.0363036872631	0.140183530178	300.0	0.34471031122	0.34551062176	0.0113319996547	0.348904378968	0.347879989918	0.0262515113797	0.147744523052	300.0
NR2E3	0.0628757619	4.0700125556	4.1328883175	0.058353884774	0.0416961423213	0.0549090547552	0.129823220984	0.0844529097283	0.11439966861	0.103082478752	5.30091614018	0.668844012426	0.680001525577	0.0195531490267	0.751707895781	0.756678792116	0.0458045438712	0.340757213278	300.0	0.551967737316	0.551985751263	0.0109287104754	0.553825138497	0.555233500073	0.0280155468311	0.134355841551	300.0	0.313088994418	0.312359630365	0.0137793440961	0.315519917596	0.314187932337	0.0324639520357	0.0244314671366	92.9967727437
PAX2	0.0664314656	5.2315701111	5.2980015767	0.0692693350229	0.0423145596623	0.0701715758753	0.118745202797	0.074685717185	0.119716712265	0.0182806536442	5.46057857659	0.647519806901	0.653318934119	0.0817336430031	0.621164172142	0.645415588652	0.0350363997527	-0.335708504832	68.7623439273	0.440348090981	0.427942833651	0.0554646627768	0.428320354236	0.425412198898	0.0223357269319	-0.0216990492942	163.198948198	0.296092611519	0.296439635793	0.0239332098065	0.304867376754	0.29846669696	0.0758553171865	0.0286590039722	84.3790293318
PAX5	0.0677025556	4.4629486667	4.5306512222	0.0255512331469	0.0184474912955	0.0253368788045	0.0462465444906	0.0327391964339	0.0440931371122	0.00153134245214	35.6299876321	0.646755758786	0.667489638732	0.0704462322605	0.628847774574	0.636828215094	0.0321575867366	-0.0834354604646	300.0	0.550819079304	0.549054767181	0.0354347366396	0.546397058403	0.545795348115	0.0190279428617	-0.00250730317928	300.0	0.310045646685	0.308332920425	0.0478025180201	0.306961600062	0.306502527067	0.0178212889251	-0.00309593166745	209.418364241
RXRA	0.0741517989	6.7146771111	6.7888289101	0.0456737237438	0.0329112903768	0.0426638815852	0.026215764701	0.0182010017161	0.0264890418151	-0.00697868463188	28.3691989736	0.670610383338	0.682839016151	0.0217672164067	0.761679261156	0.766877709034	0.0471640128331	0.352752180903	300.0	0.594894282602	0.596323621845	0.0148320122464	0.598828152853	0.59995500411	0.0282259180846	0.0321766789262	300.0	0.306916862963	0.306092817008	0.0350672089362	0.304340637964	0.30443842498	0.0136509006627	-0.00231796535255	300.0
HINFP	0.0912427619	7.6395064444	7.7307492063	0.0254304200574	0.0112966742112	0.0285603910483	0.0478145937131	0.0326350054599	0.0502026507334	0.0930937347188	3.23366585716	0.548384262754	0.556450225878	0.0361940100958	0.615171488241	0.640191457312	0.0856583098915	0.107553881959	300.0	0.42613128426	0.416376641604	0.0733959688516	0.414186201997	0.410009606229	0.0350257160834	-0.0925183432724	31.2439665055	0.306212188213	0.306410328723	0.0194915752851	0.311660225592	0.30874400708	0.0635285029594	0.00300146412884	26.9049809803
MYOG	0.0953743757	5.0492238889	5.1445982646	0.100299756682	0.0713872893558	0.105660709612	0.180749916267	0.120390051579	0.162498242656	0.0210835418899	6.0474417236	0.61458678525	0.648067041593	0.0378317725491	0.725430010502	0.73641492224	0.0939237553982	0.065009768921	300.0	0.474475325029	0.471323834098	0.0198502335435	0.495905187961	0.479354711744	0.0561156204526	0.109645972414	300.0	0.349519106378	0.348506535149	0.0317968421904	0.370346798874	0.351309385708	0.126427302933	0.0343034321941	213.780686841
NKX3-2	0.1025526878	5.7578586667	5.8604113545	0.029675651458	0.0207569949836	0.0296635237858	0.0514738825508	0.0378765333176	0.0459890930495	0.00750116126612	7.19148393353	0.603380441026	0.609873979889	0.02572348358	0.653470788366	0.666735035077	0.0573916453505	0.179613216926	300.0	0.536108680713	0.536738964803	0.0162109786813	0.540327961585	0.54028590069	0.0341138252353	0.0719773715724	300.0	0.329437720544	0.328883472445	0.0146541355745	0.332360439249	0.331225859673	0.0327135684231	0.0424607715037	160.520770082
EBF1	0.114694918	3.7254591667	3.8401540847	0.0442696694363	0.0312115907926	0.0413089435004	0.02722588802	0.0190435830033	0.0274726832772	-0.0353276731989	25.639905379	0.673032998363	0.686174858927	0.0236558457486	0.752981799537	0.755674970126	0.0479748787132	0.31430845505	300.0	0.544147846766	0.540635422826	0.0302009845608	0.538944977334	0.536967854743	0.0170812403224	-0.00282495872653	300.0	0.301783883706	0.30186561719	0.0141142731812	0.304181410643	0.303851764547	0.0293142818874	0.0245023815608	300.0
HNF1B	0.1372934497	3.1828106667	3.3201041164	0.0233373276269	0.0172962517256	0.0214882363415	0.0403355297433	0.0308401493472	0.0331369765538	0.0131242128658	7.98953384017	0.609266866399	0.612325830995	0.0203626339912	0.66661042261	0.676217618925	0.0512268633042	0.278402137744	300.0	0.517755603789	0.520193509734	0.0186223377343	0.51857293736	0.523961348565	0.046819269476	0.142169509547	300.0	0.269887177895	0.269769081238	0.0154706291671	0.271665098186	0.271440990199	0.0333907650027	0.0538796376049	101.418638446
ESR1	0.1494903069	3.9774695556	4.1269598624	0.0259534171123	0.0191022710395	0.0246382550715	0.0472262466449	0.0357704943889	0.0426816699786	0.0205807717203	29.8867350524	0.649880734066	0.651553908952	0.016651812199	0.67356873545	0.681214567675	0.0445623322271	0.106741927427	300.0	0.466361359257	0.467567223799	0.00948532449948	0.467190326169	0.471058139222	0.0219659951385	0.200194019324	300.0	0.334080840286	0.334236690341	0.0117027773357	0.336381869366	0.3365206477	0.0211368769449	0.163443359405	300.0
NR2C2	0.1552944868	7.6477857778	7.8030802646	0.046720507488	0.0331049520485	0.0449438653861	0.0268291252604	0.0182602470628	0.0271404052249	-0.00363209477964	28.2443911663	0.669195660128	0.68525704357	0.0259780665314	0.747921114443	0.752271286278	0.0552134106328	0.255634909636	300.0	0.491318535399	0.490757657596	0.0190078765017	0.49798100591	0.494473798065	0.0357309279682	0.0098999188221	300.0	0.314248082946	0.314356166871	0.0148309112675	0.318354813778	0.316929906211	0.0407439524568	0.0685332545799	300.0
FOXC1	0.183250754	6.6542359444	6.8374866984	0.0917675018802	0.0632638927417	0.0871777804844	0.171843947079	0.118372900385	0.148277067984	0.0858192716961	2.91149153812	0.603220345325	0.609704659704	0.0250129263337	0.654932430137	0.665668986037	0.0528749975534	0.185443331846	300.0	0.608350069048	0.609604334583	0.0211612554569	0.610827723379	0.614532116823	0.0453023541998	0.0917318912577	205.567153993	0.236592517719	0.237310554034	0.0110748513864	0.239392798038	0.238924596764	0.0354087818303	0.0347654238047	39.3662199406
NRF1	0.2133622169	6.468081	6.6814432169	0.043867538501	0.0315013072128	0.041014360062	0.0262087275929	0.0194319695805	0.024119906312	-0.0147381720549	13.8680835298	0.66856314036	0.679704655846	0.0521846730027	0.65631445094	0.661044547737	0.0223460165367	-0.0560373977374	300.0	0.492420921379	0.493655993409	0.0141878246522	0.49400445849	0.497918519493	0.0343512382848	0.191750813205	300.0	0.339926915867	0.339992765756	0.015610284237	0.344456792545	0.343173644025	0.0317434441036	0.200332101196	300.0
HNF4A	0.2292460529	4.6226812222	4.8519272751	0.0435074234114	0.0306608536806	0.0419105835029	0.0262149141892	0.0173952292584	0.0273579589066	-0.003657255684	19.012613941	0.676645543631	0.68739036719	0.0215379919355	0.774413487882	0.776287955934	0.0426807051756	0.398932356489	300.0	0.551803544262	0.55352865754	0.0145570637403	0.557434330213	0.558469122704	0.0281899337935	0.0773721671559	300.0	0.320608276118	0.320365479156	0.0136185457933	0.323943080825	0.323264599863	0.0325820719093	0.0754319034246	300.0
LHX3	0.2294760397	5.8396682778	6.0691443175	0.024793201107	0.0173176008403	0.0254282395426	0.0468824217572	0.0331731254354	0.0471456087186	0.0284546951963	15.0127914787	0.691087107741	0.697356121615	0.0152393740922	0.73937259182	0.741373143743	0.0364882312739	0.230916180601	300.0	0.461151669298	0.464257079122	0.0142600157797	0.462182605013	0.468402714692	0.0335328849734	0.17546662127	300.0	0.292079739817	0.29260124401	0.0115594686792	0.29487089307	0.2948590627	0.027272319696	0.142343337437	300.0
FOXL1	0.2431875291	6.5360874444	6.7792749735	0.0247100893323	0.0184052058211	0.0235219292143	0.0433769138962	0.0306325890158	0.0416264915302	0.00330351911499	13.3022261677	0.670839992379	0.68059331424	0.0481508298741	0.660381417459	0.663722700943	0.0194140165906	-0.0392011329179	300.0	0.555053431656	0.556300624674	0.0123429561234	0.557909920605	0.561407855642	0.0258472015653	0.234705792761	300.0	0.573177187226	0.601287031516	0.310575746203	0.786624103986	1.01133661135	0.331629428139	0.217236139324	273.531108377
RUNX2	0.2524618492	4.7753810556	5.0278429048	0.0247821934474	0.0160343845791	0.0261184607912	0.0451410218625	0.0307605066984	0.0426443813375	0.0154183790467	27.9948136471	0.668526436358	0.680808910997	0.0219339011394	0.718513669652	0.723407993306	0.0496129412723	0.0891295162477	300.0	0.575793561828	0.57724922348	0.01727784948	0.581778012289	0.58264683542	0.0343207294149	0.123802536059	300.0	0.299249471898	0.299612116609	0.0141630498018	0.303458441217	0.302429314223	0.0355772838762	0.0998860021998	300.0
FOXI1	0.2527243095	4.8473536111	5.1000779206	0.0454705415246	0.0334732481714	0.0402200911445	0.0272966229893	0.0203717573119	0.0253348047261	-0.00969020116334	20.7453787637	0.712532469117	0.715831893423	0.0417295515915	0.68227124455	0.690227885059	0.0181354216759	-0.0561819547625	300.0	0.480027806044	0.481455763792	0.010654976282	0.48183489687	0.485959966544	0.0236517658199	0.189013284636	300.0	0.312835931958	0.313562689463	0.0114050890447	0.317213583927	0.316496188312	0.0288824801069	0.191586340341	300.0
FOXA2	0.2621107354	5.80296	6.0650707354	0.0426956678478	0.0293885312979	0.042537587755	0.0255782571392	0.0173975568028	0.0268494170712	-0.0237084348761	12.411405995	0.66937050367	0.678090992119	0.0475512817878	0.653699195989	0.657279358966	0.0204131071174	-0.0199893895238	300.0	0.491333839007	0.492602471307	0.0102405320438	0.493142606429	0.497295661121	0.0254487613702	0.185792330028	300.0	0.336017539467	0.335580798653	0.0111327526378	0.338560078766	0.338694931618	0.0277085170625	0.165367060734	300.0
HSF1	0.2691316561	6.99869	7.2678216561	0.0251428851841	0.0164767451375	0.0283452095334	0.0441431396356	0.0299896717519	0.0431887119735	0.00547134829926	13.5925499447	0.70118996434	0.706388216203	0.0511559054309	0.666769376717	0.679662620693	0.0230020613778	-0.122556353978	300.0	0.484458559959	0.484513634961	0.0186624402049	0.490408086822	0.489192087109	0.0369506938329	0.0562631809466	300.0	0.320512278734	0.320736858231	0.0138337403841	0.322617123465	0.323009777483	0.0342799486733	0.0487663501107	300.0
E2F4	0.2733595026	8.0240553333	8.297414836	0.0283462984783	0.0205376316639	0.0274630243322	0.0497533424711	0.0378944108136	0.0436280708186	0.024682598423	16.6158754011	0.641499553219	0.658022426799	0.0294343035779	0.723130919387	0.728574107202	0.0697573258652	0.076831455143	300.0	0.486980185855	0.480718189783	0.041997449092	0.47669947643	0.474154046868	0.0214736865559	-0.0336888724649	300.0	0.336718124156	0.336646929627	0.0188242471613	0.342981485027	0.339736819561	0.0640834287106	0.0544838501293	300.0
ZNF143	0.2803748095	6.154257	6.4346318095	0.0288705837592	0.0198301759454	0.0295129193927	0.0519716966525	0.03704651265	0.0490400769311	0.033371635052	14.6599199769	0.67383864344	0.68446683797	0.0209164721209	0.762121434178	0.766799491258	0.0458440426829	0.366188838654	300.0	0.579510426131	0.580786991662	0.014821524232	0.585169927963	0.586514719069	0.0306314846983	0.117045275828	300.0	0.335631053441	0.33573808789	0.0137756941098	0.33958519302	0.33884608689	0.0345747102885	0.126875434176	300.0
FOXP1	0.2832819392	6.9324866111	7.2157685503	0.0231771676746	0.0162572987859	0.0236287441091	0.0418257777897	0.0298844404982	0.0398150176102	0.00681838896151	54.5197974197	0.687451604522	0.695204244702	0.0162550240216	0.755491053464	0.758084772472	0.0386803042765	0.377426461821	300.0	0.480058801662	0.481639697985	0.0119732537771	0.482410928016	0.486415295949	0.0270536309817	0.166010336121	300.0	0.384713448011	0.385962629817	0.0138187777403	0.386155394171	0.388087914471	0.0352675882899	0.118877192373	300.0
FEV	0.287073381	6.4151153333	6.7021887143	0.02461036391	0.0193861888433	0.0231328157418	0.0455973617732	0.0369238014896	0.0409691957339	0.0540385129656	17.1403739267	0.644677069001	0.663175374204	0.0666845818304	0.63305812369	0.640025561472	0.0311453983064	-0.0668950415404	300.0	0.469438066434	0.468425376082	0.0147435248301	0.477082679647	0.473102502268	0.0350095449497	0.174375296549	300.0	0.33982096746	0.339885947159	0.0149010887725	0.34505469992	0.34328447111	0.0445005485968	0.169908634078	300.0
TFAP2A	0.3036580992	3.46334025	3.7669983492	0.0465238097786	0.0335046196411	0.0434200080678	0.0265285080461	0.0187481574317	0.0260390015165	-0.0063449188247	30.2059125503	0.673771689598	0.687763594229	0.0243154968717	0.770717743415	0.774386251595	0.0490894523976	0.368249315218	300.0	0.489215534487	0.48897209763	0.0130519904691	0.496056095755	0.494003042706	0.0226663187229	0.0930504029879	300.0	0.300063379713	0.29996772418	0.0153581484925	0.305524727107	0.30352753759	0.040903244747	0.134784794498	300.0
FOXQ1	0.3141935317	6.1010293889	6.4152229206	0.0466380518181	0.0306517315494	0.0461854134872	0.0271227982575	0.0191989011079	0.0271449531286	-0.00394734703666	10.6172920118	0.548255604217	0.551874086098	0.0215811977808	0.66505826344	0.673801315264	0.0518428187028	0.410522525824	300.0	0.539251923565	0.541817464493	0.0148825812937	0.539818121864	0.547496797182	0.0391541451982	0.175111048561	300.0	0.318808063772	0.318925352928	0.0124947215405	0.322774040988	0.322305190204	0.0276679188511	0.211477571874	300.0
ELF5	0.3373030741	3.2673951111	3.6046981852	0.0244534613071	0.0175644804286	0.0244848972314	0.0481572288141	0.0356113092027	0.0437164552989	0.0652509569122	17.3038320175	0.705597261266	0.710256030077	0.0515444918877	0.662934969414	0.675224989301	0.0240042171979	-0.0337613045374	300.0	0.548289171334	0.548352620235	0.0142756541483	0.555396938034	0.554332892133	0.0318320607832	0.203468175555	300.0	0.288015215874	0.288161478627	0.013366948481	0.292187720159	0.291270490977	0.0375665828118	0.12389060089	300.0
ZNF263	0.3405215608	6.3759042222	6.7164257831	0.0226165666059	0.0150509903662	0.0234678054983	0.0402485202399	0.0280587859839	0.0393937157679	0.000220336920101	86.7578754359	0.671308248374	0.685512749686	0.0233824495848	0.776681910446	0.782212688931	0.050443501349	0.400771629436	300.0	0.50873091305	0.507698691365	0.0141254378924	0.516125496319	0.513265575109	0.0270823197264	0.104616187323	300.0	0.334857645125	0.334784992225	0.0169905369544	0.3398350852	0.338455888295	0.0408440328574	0.127532506218	300.0
E2F3	0.3468039153	7.6233014444	7.9701053598	0.0446719031166	0.031915615295	0.0416470011682	0.0259539174418	0.0175096111969	0.0270740608538	-0.000925557399152	25.9089297013	0.712485057699	0.719069806727	0.0654382447681	0.652490624275	0.671019724978	0.0292104355875	-0.0348780470811	300.0	0.580204594252	0.5772837975	0.0221130225684	0.590448464384	0.584158060414	0.0414776656856	0.0352355648432	300.0	0.358316855524	0.357948052716	0.017925607799	0.364681346019	0.361949048452	0.0505525493103	0.137157100495	300.0
PAX4	0.3612699048	4.8246142222	5.185884127	0.023102194682	0.0159069133756	0.023945235637	0.0421324863569	0.0284637084329	0.0420711012356	0.00219188421255	24.8000235972	0.679911751547	0.689462596248	0.0191598087704	0.734306056929	0.738318984668	0.0437355759927	0.194943239742	300.0	0.497928657852	0.498115965368	0.0126341709625	0.504154473506	0.503767431946	0.0272491693783	0.180622295069	300.0	0.415827455733	0.377779608102	0.262497718045	0.637939191233	0.692501976843	0.331571668402	0.236274107481	300.0
ESRRA	0.3644815	7.2754227222	7.6399042222	0.0459075106585	0.0318114548888	0.0439541451426	0.0277541827042	0.0202104894987	0.0254777510794	-0.0301724074934	12.2091154624	0.678583844715	0.681409472302	0.051032776631	0.665797192164	0.678121757831	0.0254477544402	-0.383752323687	158.896904799	0.541942790968	0.543351878433	0.013275741927	0.547785085808	0.549548607004	0.0256868626589	0.105812318259	300.0	0.282405711675	0.282276248602	0.0137739962561	0.285814257429	0.28536729908	0.0322752391336	0.0970447284345	300.0
T	0.3738660185	5.3688017222	5.7426677407	0.0281649842716	0.0195946855588	0.0279943161944	0.0472177021576	0.035366331602	0.041232377044	0.0171845326558	7.23670268691	0.544856117143	0.551283258187	0.0272129174037	0.649061255862	0.663973656805	0.0625115863892	0.352176515344	300.0	0.463602945825	0.464362319492	0.0191786307515	0.4687195207	0.469738197182	0.0381759570237	0.0605657238012	300.0	0.276283797052	0.276183887157	0.0135359230271	0.279690292451	0.279223303634	0.029886650373	0.0897273084926	170.554204928
EN1	0.419525881	5.5023358333	5.9218617143	0.0263471303372	0.0172539181138	0.0273646222711	0.0484760130658	0.0354247959997	0.0468218052132	0.0576139388812	14.4291592338	0.560524204715	0.567488243997	0.0280280874793	0.649613368239	0.664411558083	0.0616376495889	0.319662238096	300.0	0.642234995522	0.644789690084	0.0191482311291	0.65058923146	0.65279507536	0.0374858821483	0.148314081964	300.0	0.275016648781	0.275115123197	0.0158963035832	0.279570274395	0.27853770765	0.0377203812699	0.121650862092	279.289860528
FOXD1	0.4319428095	4.8520043333	5.2839471429	0.0273175639167	0.0193691721262	0.0272975551691	0.0470367362962	0.0347481726657	0.0416524112738	0.0412884690295	11.2558996085	0.52981138969	0.53435905467	0.0245945381313	0.654665631006	0.665060972241	0.0580680904107	0.406170248761	300.0	0.499686871668	0.501632771302	0.0148471021263	0.500790095072	0.507975250577	0.0377277916257	0.178321325706	300.0	0.282702460416	0.283154462996	0.0131374275787	0.286940978305	0.286750245978	0.0292197266355	0.222210795525	300.0
HLTF	0.4444497063	8.3729281667	8.817377873	0.0269960851009	0.0180405521211	0.0281805756156	0.0459628562362	0.0317329749982	0.0445227718124	0.0147693977442	19.1287711406	0.670664607789	0.68524398615	0.0242214293717	0.749877392056	0.753218893496	0.0526368835037	0.299344659961	300.0	0.563304604034	0.562256950249	0.0203730172457	0.572075783839	0.569495191811	0.0388808885252	0.0461609633564	300.0	0.306670144387	0.306507595468	0.014769152332	0.311120282355	0.310434748461	0.0361829647394	0.158344205604	300.0
MAX	0.460274119	6.1784626111	6.6387367302	0.0437527248171	0.0305626177484	0.0413175783368	0.0257929905849	0.0188928945587	0.0240814574265	-0.0256474765455	25.3006088462	0.645308475577	0.648629308949	0.0190336025368	0.674172010902	0.683957344007	0.0481513052487	0.141513229056	300.0	0.46107676253	0.462144804076	0.0105538649804	0.46557389913	0.468228698391	0.0220117876711	0.244583684841	300.0	0.310167297331	0.310484210251	0.0116415843901	0.315153628963	0.314571572275	0.0296237651958	0.249050421186	300.0
CDX2	0.4654728386	5.6034792778	6.0689521164	0.0262075389906	0.0195693456712	0.026141501763	0.0490852943185	0.0309126176686	0.0508927596923	0.00792023311953	11.7988811562	0.67178256989	0.681214065794	0.0472125638199	0.6672785583	0.671442398835	0.0203672034568	-0.151052022824	300.0	0.61278991043	0.615008133194	0.017028635616	0.617078810066	0.623163185382	0.0370864126661	0.190879869283	300.0	0.304295372156	0.304856142799	0.014757368054	0.308584901536	0.30846156995	0.0305034529358	0.218470781961	300.0
FOXO3	0.5266289947	5.4082502222	5.9348792169	0.0259329022025	0.0192538037928	0.0261398721285	0.0465064092126	0.0348094735501	0.0410263789875	0.0487188915387	18.3155298285	0.669880855765	0.678212568129	0.0499092284232	0.669623550604	0.673927675186	0.0207832964922	-0.218278964569	300.0	0.523198514249	0.524885764568	0.0147541540651	0.527460888821	0.532436411165	0.0352697477125	0.192800221227	300.0	0.303617094988	0.30375565098	0.0109164572826	0.307870512929	0.307953459319	0.0300624917762	0.217046187215	300.0
THAP1	0.5344718069	5.8000158333	6.3344876402	0.0257716761892	0.0179388247948	0.025447859574	0.0455245545662	0.0314503124529	0.0441041286162	0.00593694921752	30.1032848372	0.66806520201	0.680313504104	0.0248519506955	0.732140641497	0.73485820485	0.0494380861529	0.194739822832	300.0	0.486528266606	0.485840837694	0.0147018178591	0.494944364953	0.492899963614	0.0284999913761	0.161109261431	300.0	0.320517465393	0.320660872801	0.0129776108522	0.325934065271	0.325319981923	0.0302588049448	0.244412482069	300.0
SREBF1	0.6178158188	7.1390808056	7.7568966243	0.0266490926451	0.0189641652196	0.0269620312572	0.0498939915464	0.0385815286018	0.0443236008266	0.0505824724546	26.5454359824	0.713949332243	0.719960933819	0.0549923243539	0.669048228474	0.684206978306	0.0240395472956	-0.000133798296607	300.0	0.463354615435	0.464277313278	0.017926225805	0.471855582025	0.471736133983	0.0374785844332	0.148925578508	300.0	0.30469191044	0.304728269668	0.0128507722586	0.309677183973	0.309223096451	0.0361670608163	0.22420348627	300.0
GFI1	0.6229520794	4.7750645556	5.3980166349	0.0474157804711	0.0340297999596	0.0426752442214	0.0281264392628	0.0210650471615	0.0254936224456	-0.0205151267192	6.6089694672	0.674116097621	0.6813766267	0.0721032582232	0.650340450559	0.671516273027	0.0293420097386	-0.340490587011	122.893012157	0.391888026998	0.392154045787	0.0115588405292	0.401724768158	0.39849131894	0.0335403932187	0.238844967658	300.0	0.343425941251	0.343691951466	0.0163789113363	0.351853229141	0.349187623627	0.0542582162372	0.277836793155	300.0
GATA4	0.633933381	5.2971232222	5.9310566032	0.0271693884582	0.020232278883	0.0264205377672	0.048516420497	0.0369095211267	0.0443146174548	0.0435938908898	9.59237610357	0.64362947624	0.655481812607	0.0593516788058	0.642027464478	0.646378192113	0.019135770959	-0.115522652722	300.0	0.372154731837	0.372987108769	0.011734838032	0.391231613985	0.379090185917	0.0508695149188	0.270467167875	300.0	0.303501881087	0.303562822329	0.00905368690809	0.310097553862	0.308565874083	0.0441604367441	0.283607551656	300.0
ZBTB33	0.648920373	7.0321475	7.681067873	0.0283977318707	0.0196132469137	0.0320979134971	0.047627091449	0.0315697714867	0.0456706595199	0.0157545872029	3.90498672484	0.701320576861	0.706209789072	0.0736257316147	0.628539010295	0.643407811858	0.0304432876741	-0.0181738434037	300.0	0.616450072098	0.613271791405	0.0283912342391	0.633262512318	0.623730409507	0.0604895915844	0.00612517709003	277.049540181	0.311932818875	0.311620707357	0.0240551333166	0.323277259642	0.31648433794	0.0874010316765	0.0967291262326	274.995415347
FOSL1	0.7027668783	5.9053088889	6.6080757672	0.0284729828012	0.0212203265312	0.0256248170452	0.0536693886168	0.0407434044471	0.0484130792764	0.0724063895152	10.4666985653	0.599363553036	0.603410507756	0.024309115512	0.647612512296	0.658653362496	0.0584485353924	0.180369590398	300.0	0.550797036143	0.551654869512	0.0142790417713	0.567499004453	0.561382310594	0.0459741936661	0.296641020304	300.0	0.293821412949	0.294108884163	0.0107384107201	0.299938884793	0.29934137812	0.0334580099549	0.297870441249	300.0
FOXA1	0.7202825794	5.2266942778	5.9469768571	0.0256145220052	0.0180022058071	0.0265395077468	0.0435741339937	0.0297997655555	0.042562641154	0.00195949647519	15.3809566711	0.651309495857	0.65476617436	0.0200345452488	0.672513329084	0.681389111988	0.0484245746299	0.0667428709258	300.0	0.489316296253	0.490544770472	0.010557708442	0.495345125073	0.499353361956	0.0253041070081	0.261191062554	300.0	0.325494961477	0.326292426948	0.0110813486764	0.332002321863	0.332141564926	0.0306632959771	0.336143367787	300.0
FOXF2	0.7380687725	5.0133983333	5.7514671058	0.0278721482548	0.0191800082133	0.0277736263252	0.0465804178242	0.0337974278123	0.0439876365074	0.0175446886033	10.4924588026	0.562887542641	0.567121408872	0.0235863766831	0.668313097919	0.678992339987	0.0559945964245	0.400001060769	300.0	0.561787751871	0.563669865254	0.0140548619348	0.567729941082	0.573976799177	0.0353365849497	0.226666204416	300.0	0.307303401126	0.307900003722	0.0108240156638	0.313651723624	0.313325686253	0.0316716700598	0.312187667649	300.0
ELK1	0.7458734788	7.0989505	7.8448239788	0.0299363881501	0.0200733341371	0.0305696780729	0.0526928322116	0.03934572233	0.0523090020401	0.0283479325189	5.57240696163	0.626934013088	0.634444139374	0.0818478153169	0.617299533129	0.633953870778	0.0354997333643	-0.251986324501	279.940427343	0.538750128156	0.535411907453	0.0213239559732	0.559291801008	0.550026823452	0.0489292630522	0.167144423197	300.0	0.315988881912	0.315783381416	0.0223310936193	0.324298349265	0.321157764552	0.0711182899038	0.182309715369	300.0
