FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_K562	HINT_H1hesc_protection_mean	HINT_H1hesc_protection_median	HINT_H1hesc_protection_std	HINT_K562_protection_mean	HINT_K562_protection_median	HINT_K562_protection_std	HINT_protection_ks_stat	HINT_protection_ks_pvalue	HINT_H1hesc_tc_mean	HINT_H1hesc_tc_median	HINT_H1hesc_tc_std	HINT_K562_tc_mean	HINT_K562_tc_median	HINT_K562_tc_std	HINT_tc_ks_stat	HINT_tc_ks_pvalue	HINT_H1hesc_fos_mean	HINT_H1hesc_fos_median	HINT_H1hesc_fos_std	HINT_K562_fos_mean	HINT_K562_fos_median	HINT_K562_fos_std	HINT_fos_ks_stat	HINT_fos_ks_pvalue	HINT_H1hesc_flr_mean	HINT_H1hesc_flr_median	HINT_H1hesc_flr_std	HINT_K562_flr_mean	HINT_K562_flr_median	HINT_K562_flr_std	HINT_flr_ks_stat	HINT_flr_ks_pvalue
STAT1	-0.4733130873	8.6787737222	8.2054606349	0.0504523038827	0.0355439335404	0.0469512919933	0.0270947422315	0.0192923878906	0.0264414585505	-0.0423300927027	-16.3094653961	0.75350293599	0.758287930401	0.0469368919299	0.664587207425	0.675976449543	0.0212043245822	-0.355766892642	-300.0	0.504160971679	0.502473697481	0.0373818988798	0.503306333527	0.500535814448	0.0170308851221	-0.0306912721485	-300.0	0.336346133473	0.336431720171	0.0330335955752	0.335466386564	0.335042551256	0.0121252408747	-0.0124550157919	-299.999719074
USF1	-0.4081315146	7.4895785833	7.0814470688	0.0263021584561	0.0185665304146	0.0254035071499	0.0472779764206	0.0315085468315	0.0475349697463	0.00905493831406	-15.1114811943	0.626174732184	0.648203453542	0.0775617491543	0.59378877674	0.600282275695	0.0372169294246	-0.0497324379988	-300.0	0.474494520027	0.472346560157	0.0165404516436	0.477046689275	0.473614733157	0.039150052385	0.00902790585679	-300.0	0.335910460371	0.334870877976	0.0163674683116	0.339322483951	0.335591871774	0.0632998181611	0.0719641530297	-59.8748785348
EGR1	-0.3866965344	8.4510034444	8.0643069101	0.0426879486202	0.0306025960363	0.0409982570947	0.0248354001643	0.016275761267	0.0260787720343	-0.00196877843409	-49.326035225	0.771989255938	0.778703258082	0.0619022468277	0.652468708868	0.671825706316	0.0277603563297	-0.380539614204	-300.0	0.503525278542	0.500683337669	0.0191781321968	0.50787895144	0.500923284521	0.0382656357924	0.149468282552	-300.0	0.339825800379	0.338690897521	0.0205286304576	0.341681714171	0.339590876077	0.0580160687149	0.0785932306132	-300.0
CTCF	-0.3682107037	8.924475	8.5562642963	0.0425250971672	0.0302743333782	0.0425912533508	0.0236525361279	0.0158427449277	0.024579445612	-0.00909053953697	-43.4555087679	0.747707641853	0.753206521462	0.0509504569891	0.667142684106	0.681012878483	0.0242025766746	-0.290852811336	-300.0	0.549990632681	0.547728079725	0.0173264741416	0.550692284283	0.548800903268	0.0318914437278	0.080872265777	-300.0	0.327699241898	0.326841074275	0.0170983097554	0.327846384859	0.32753607094	0.0374798085988	0.0747350400276	-300.0
MAFB	-0.3502367328	5.0393535	4.6891167672	0.047868573301	0.0340767812875	0.0443835528282	0.026959598926	0.0194204898303	0.0270019603988	-0.0303689219454	-19.4418659123	0.709298332792	0.715296601023	0.0568328454328	0.656144366827	0.671098567261	0.0257422095118	-0.0570847525544	-300.0	0.409905584817	0.409695301362	0.0188550512043	0.418647690296	0.410363885462	0.0464782206938	0.104467996479	-193.075226871	0.313869747782	0.313365890195	0.0158946771774	0.314556459407	0.314115876575	0.0424130158658	0.079704015446	-42.2705820426
E2F1	-0.3329436296	7.4081001111	7.0751564815	0.0494994874043	0.0362882641111	0.0451652821126	0.0284797798382	0.0197695915964	0.0270040534655	-0.0196124348202	-15.5126451595	0.727674080563	0.733309795643	0.068698610495	0.637276534304	0.65357199341	0.0294261074965	-0.164432252846	-300.0	0.419952519849	0.417958251343	0.0202126649195	0.424382549248	0.418843319648	0.0396033934227	0.147416638786	-164.821225209	0.343008996687	0.342608017486	0.0183778141536	0.345532639517	0.343041995503	0.0599970805812	0.100673578026	-36.8734116781
STAT4	-0.3171848783	2.786079	2.4688941217	0.0480918248131	0.0357353272627	0.0417826566409	0.0256148244175	0.0182829960479	0.0247096888869	-0.0550588923294	-17.7115044204	0.756583366273	0.760691314854	0.0432771738337	0.671480958802	0.681141771405	0.0193552616017	-0.357125304908	-300.0	0.635766339788	0.636285884083	0.0319464880926	0.634585252514	0.635630365348	0.0138390549065	-0.0715650919504	-300.0	0.307889029583	0.307896427485	0.0155599644724	0.308567740161	0.308429392772	0.029217993499	0.0484621644791	-92.9955442457
MAFK	-0.2998918466	6.9924892222	6.6925973757	0.0428155791527	0.0313284817234	0.0421650603326	0.0261804851726	0.0175052767765	0.0281420927008	-0.0156086261488	-13.547201943	0.705805731308	0.710047540547	0.0486218591075	0.660351367563	0.670837491802	0.0210256626469	-0.0529254839199	-300.0	0.386859989013	0.385504868906	0.0361272659777	0.384695565624	0.385228588823	0.0139625303296	-0.0241328336198	-300.0	0.269402199568	0.269465106074	0.0111814771453	0.270745120221	0.269465738858	0.0360128249339	0.0678950570475	-49.4789996501
NFYA	-0.2796747566	8.3467323333	8.0670575767	0.050798998192	0.0346859416326	0.0506141323899	0.0287378222739	0.0197061116747	0.0301903014275	-0.00142260815781	-5.64947822476	0.730456348517	0.741834294808	0.0922379732479	0.616529319287	0.649563754172	0.037412438117	-0.118376010018	-300.0	0.45454200244	0.45186547028	0.0201224907238	0.471162792089	0.454631328677	0.0564014261872	0.0504104693885	-300.0	0.339232187198	0.338597545841	0.0329614771749	0.354256195097	0.338716086751	0.116736502223	0.0376531505712	-81.1693604281
GABPA	-0.261986254	8.661842	8.399855746	0.0282668470079	0.0178862953565	0.0314976518931	0.0472926789412	0.030715704566	0.0516535286189	0.0402552355689	-6.18412378235	0.615658419171	0.632608068447	0.03660290379	0.625438761033	0.636602954422	0.0808417502211	0.275769373298	-300.0	0.572350426776	0.568424547997	0.0187587351935	0.580128036443	0.571147873099	0.0429596179954	0.103665741883	-251.164549524	0.30430798018	0.304168035378	0.021365575639	0.308123644987	0.304268488391	0.0698601397446	0.0802171505989	-45.7836479633
YY1	-0.2405441005	9.2155432222	8.9749991217	0.0242578770522	0.0173317661161	0.0240138135478	0.0424061388342	0.0291994202363	0.041463086796	0.0196854141751	-18.2386201003	0.762411056808	0.7694265958	0.0536256545975	0.661524096711	0.676073439093	0.024876248322	-0.342202915982	-300.0	0.51615462488	0.516581049764	0.0201487985687	0.517526541019	0.516767104971	0.0417544852341	0.0154796886646	-300.0	0.347586318739	0.347753640889	0.0166116194045	0.349299239589	0.347878890112	0.0489121370859	0.0769256404106	-41.2029186154
KLF4	-0.2292124233	4.3891591111	4.1599466878	0.0261019468918	0.0183190058545	0.026920285525	0.0450510182318	0.0314164941552	0.043072822648	0.0084996080318	-43.3781629905	0.753706868362	0.760949582945	0.0708987266471	0.651378068251	0.676050125827	0.0314246101537	-0.245700419596	-300.0	0.523781461269	0.520222543548	0.0193960916698	0.531298580934	0.52274365603	0.041886801525	0.0914645482168	-300.0	0.329521050944	0.328771048095	0.0216108818606	0.332131880226	0.329119037203	0.0701781793691	0.0904931087128	-184.404401998
SRF	-0.2054848492	8.3513662778	8.1458814286	0.0249054425586	0.0172932571469	0.025600054954	0.0436939453308	0.0316986598381	0.0447574462216	0.0103977664309	-8.21874504862	0.770338547858	0.774041247858	0.0468553240263	0.669920202841	0.680888759307	0.0190828524795	-0.405322608348	-300.0	0.458438264433	0.459577391814	0.0322760962331	0.458201786	0.459119720341	0.0138896041255	-0.0382586247148	-300.0	0.312867200428	0.31216331417	0.0175944605575	0.313292242682	0.312424356322	0.0375181421564	0.0736612256158	-34.8656508795
STAT3	-0.2035441402	10.0107785	9.8072343598	0.0466537138254	0.0336716375157	0.0460368068243	0.024660487739	0.0167697714637	0.0237384309836	-0.0362849809914	-7.86365083592	0.631601947881	0.645826610467	0.0220540511207	0.649077951231	0.652631054843	0.0613257525755	0.265416065153	-299.999999865	0.482147484314	0.470400438557	0.0482044197371	0.469397352667	0.469915438417	0.011693712724	-0.134458526379	-300.0	0.284761628248	0.282365797784	0.0528926194858	0.281708443516	0.281962004661	0.0121352677282	-0.0533389022683	-273.593087517
HOXA5	-0.2024921587	3.5496091111	3.3471169524	0.0288482292592	0.0198243829568	0.0308233388657	0.0467328934588	0.0330368104807	0.0470056174903	0.0121244958344	-14.4460467995	0.710743751447	0.716049542337	0.050440844338	0.665807449285	0.679201359748	0.0242271168937	-0.00724015962192	-300.0	0.627748691737	0.628256348355	0.0173260362497	0.629577548611	0.628916778903	0.0323218396449	0.053305827127	-300.0	0.309897893802	0.30994457087	0.0152040596387	0.310916444772	0.310187317562	0.0355196500973	0.115942251729	-11.9580779791
SREBF2	-0.1732940608	9.1103612778	8.9370672169	0.0484292075678	0.0369926374425	0.0429044058922	0.0276905575606	0.0200210099891	0.0274994698932	-0.00291770086802	-19.6119304697	0.720700602919	0.726242889301	0.0514318623779	0.666563775235	0.680123239906	0.0227937377846	-0.124261173677	-300.0	0.525668493901	0.526342718275	0.0315369547306	0.524551656437	0.525511469415	0.0152206460796	-0.00434644032171	-300.0	0.305039078371	0.304895582095	0.0117471945855	0.306273381671	0.30537786292	0.031641438975	0.0798444938581	-41.2368031841
HOXA9	-0.1727359074	3.0796356111	2.9068997037	0.0457819044819	0.031867245632	0.0421760568149	0.0234959164944	0.0165962943932	0.0214885542086	-0.0169670512354	-8.88364170866	0.662686177793	0.673455355943	0.0206269113828	0.66931584286	0.673846549969	0.0504725090672	0.30687123434	-128.506013855	0.370508579277	0.372425751413	0.0321893307953	0.369816357345	0.371833815976	0.0126394798021	-0.0940650762618	-300.0	0.295154718494	0.295117595841	0.0114089667062	0.296826076699	0.295746906674	0.0293735286271	0.0400251710792	-45.0743581137
FOSL2	-0.1563748122	5.7409766111	5.5846017989	0.0273600963248	0.0202459844431	0.0262722673621	0.0486958982213	0.0347746483738	0.04482237335	0.0162362580221	-18.9163694999	0.773549307686	0.776979740151	0.0455863686625	0.664171591871	0.673073655431	0.0195699899961	-0.410285550213	-300.0	0.562032395601	0.557043828617	0.0442869282463	0.554883245123	0.555993351488	0.0155075912149	-0.121927205044	-300.0	0.262984488972	0.262666521357	0.0339063264949	0.261783736525	0.262385051523	0.0123171155791	-0.0069491065688	-300.0
TCF12	-0.1484424405	8.6383393611	8.4898969206	0.0481169927581	0.0351636909812	0.0454512155343	0.0273013286188	0.0190118845552	0.0264391033553	-0.000240538399801	-27.564872514	0.714425791003	0.718446683953	0.0505373478853	0.664818695977	0.678118300703	0.0248281654028	-0.0358951444189	-300.0	0.625359438302	0.62440941464	0.0148841429569	0.62576672825	0.6256792182	0.028019752569	0.0650040243827	-300.0	0.317165051826	0.316982855594	0.0120920550867	0.318087234317	0.317553653533	0.0296208131903	0.0956490833321	-75.937768592
SOX10	-0.1468324868	5.24596	5.0991275132	0.0270843580275	0.0180335242976	0.0288710239229	0.0445480061248	0.0291469183854	0.0449648680024	0.042291884726	-13.4889973695	0.659852460507	0.675598168306	0.0284790976192	0.678702981456	0.682255587292	0.0570392133381	0.378668569082	-256.729601997	0.520970561418	0.519406984999	0.0206628217977	0.521550327778	0.5204784615	0.0364755303355	0.128106114407	-262.711935713	0.330913946728	0.330890143136	0.0145959011207	0.333018749819	0.331666809806	0.0397158434957	0.0757637351491	-91.3440954252
FOXP2	-0.1347974762	2.351259	2.2164615238	0.0269400655969	0.0184187898926	0.0274876571261	0.0447036143861	0.0319570151843	0.0410436122543	0.0307691699081	-14.7350153462	0.661521342282	0.672029895822	0.0549326787154	0.558349062218	0.562118555006	0.0228333718263	-0.377179430273	-300.0	0.513623911411	0.516646485883	0.0313067669255	0.511022950867	0.515470302439	0.0128678558293	-0.0855952578233	-300.0	0.325803865969	0.325489727406	0.0122547317534	0.326052489937	0.326045291898	0.0302801765957	0.0534744094658	-91.2355324804
ATOH1	-0.1075542619	4.6970676111	4.5895133492	0.0526465099995	0.0384930293996	0.0518285780441	0.026905577894	0.0192094186253	0.0248251402687	-0.0325420567511	-9.91461884402	0.654302921083	0.663962943471	0.0210578778692	0.688333596405	0.691665805943	0.0515451170234	0.110471186353	-300.0	0.668404803754	0.666091056733	0.0332233262647	0.663443062893	0.664246164362	0.0101561725393	-0.201282317284	-300.0	0.285945915993	0.285406552926	0.0106276983352	0.286496726862	0.286107653322	0.0341658040054	0.00132344982505	-204.985390885
PPARG	-0.1072274577	2.7755172778	2.6682898201	0.0274457521057	0.0196795639553	0.0262553977377	0.0485841245028	0.0340328416898	0.0475252048792	0.00948745752094	-12.3901437949	0.770445884866	0.772806832555	0.0437637594328	0.673996338659	0.684709585532	0.0209430866668	-0.396764482298	-300.0	0.58392485969	0.585622958209	0.0208664271112	0.587320199452	0.587252963561	0.0384623911292	0.0268203474988	-300.0	0.258290664521	0.258465812061	0.0134405189272	0.259676113359	0.259232204139	0.0307961433213	0.0780770438864	-42.6809363944
GATA3	-0.0812258624	4.4545267778	4.3733009153	0.0956844129915	0.0670884786168	0.0885669916909	0.161076500788	0.123925249592	0.140417522342	0.000471346177316	-7.66696638765	0.640171774826	0.650669096777	0.0194645357949	0.647672925989	0.653023362563	0.0589947685226	0.200908765159	-300.0	0.426311991135	0.413132291579	0.0624362116383	0.410581503234	0.411791224636	0.0140163574307	-0.156791891323	-300.0	0.325348208578	0.324710642724	0.0404741755513	0.323609601638	0.323788314037	0.00859438523859	-0.0690203209819	-300.0
