FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_K562	Centipede_90_H1hesc_protection_mean	Centipede_90_H1hesc_protection_median	Centipede_90_H1hesc_protection_std	Centipede_90_K562_protection_mean	Centipede_90_K562_protection_median	Centipede_90_K562_protection_std	Centipede_90_protection_ks_stat	Centipede_90_protection_ks_pvalue	Centipede_90_H1hesc_tc_mean	Centipede_90_H1hesc_tc_median	Centipede_90_H1hesc_tc_std	Centipede_90_K562_tc_mean	Centipede_90_K562_tc_median	Centipede_90_K562_tc_std	Centipede_90_tc_ks_stat	Centipede_90_tc_ks_pvalue	Centipede_90_H1hesc_fos_mean	Centipede_90_H1hesc_fos_median	Centipede_90_H1hesc_fos_std	Centipede_90_K562_fos_mean	Centipede_90_K562_fos_median	Centipede_90_K562_fos_std	Centipede_90_fos_ks_stat	Centipede_90_fos_ks_pvalue	Centipede_90_H1hesc_flr_mean	Centipede_90_H1hesc_flr_median	Centipede_90_H1hesc_flr_std	Centipede_90_K562_flr_mean	Centipede_90_K562_flr_median	Centipede_90_K562_flr_std	Centipede_90_flr_ks_stat	Centipede_90_flr_ks_pvalue
MYCN	-5.5083089259	9.2460594444	3.7377505185	0.0151827166647	0.00926905370781	0.0190732327447	0.0114444161576	0.00621392807699	0.0168321630962	-0.0881573626675	-4.46442322255	0.557351857546	0.574036283238	0.0426844755163	0.562637248684	0.578465244923	0.0886202092339	0.0068322274029	-300.0	0.516999404868	0.513153456999	0.0566091490844	0.478028185299	0.467729572283	0.0237333843275	-0.416190822512	-300.0	0.33816148727	0.336451985145	0.0817435788762	0.310683899696	0.303983472831	0.0282188761111	-0.450634408037	-300.0
PBX1	-5.4704016931	10.0427314444	4.5723297513	0.062249940995	0.0342841089848	0.0715692662702	0.0376700027978	0.0226671003651	0.0472633913408	-0.125939480679	-4.18972758493	0.720452670672	0.727380387618	0.0574613924489	0.629970114895	0.646011077652	0.0279210326294	-0.600008273783	-300.0	0.547690699589	0.549284400621	0.0367026817132	0.49719041722	0.4996938673	0.0169144653731	-0.573037570547	-300.0	0.318035263962	0.316898913605	0.0566506224521	0.290873360652	0.288538579282	0.0239604024411	-0.436999666323	-299.999975241
TCF7L1	-3.9938700212	9.0248868889	5.0310168677	0.016225969501	0.0102455789093	0.0187229601768	0.0112303726285	0.00704883159484	0.012596155431	-0.0808985277222	-16.6435102875	0.692239334207	0.700999422975	0.0665894286066	0.606343396032	0.621394690091	0.0333971591455	-0.37278670171	-300.0	0.47981291971	0.480112697411	0.0330746053496	0.448397449658	0.448648855269	0.0205603980803	-0.402979459548	-300.0	0.330283429602	0.330389849416	0.0627758385691	0.308851444002	0.306887874872	0.0214190892411	-0.412867127521	-300.0
TP53	-3.9536696865	9.9692148611	6.0155451746	0.0159785110671	0.00902907408571	0.0198804937071	0.0102028886332	0.00583286513099	0.013041288932	-0.122036039934	-6.00063907258	0.665045145226	0.673808002726	0.0677317071124	0.623240471451	0.644474968509	0.028823652582	-0.0503005647538	-234.297468601	0.537907768897	0.539925131804	0.043361855283	0.501650746851	0.504910164068	0.0206589602086	-0.426418162092	-300.0	0.304487860721	0.30396298056	0.0804577768416	0.291135932227	0.285261903267	0.0249437772843	-0.29322776304	-270.642921412
ETS1	-3.5009108624	6.8488314444	3.347920582	0.0155659940042	0.00952346683758	0.0181700190834	0.0104403883651	0.00586700133066	0.0133001438365	-0.0857635988528	-15.2544238305	0.660311067984	0.666515071944	0.077820917134	0.575709443851	0.586637318023	0.0376826695436	-0.199174942352	-300.0	0.459102594576	0.458671133253	0.0333727085287	0.435023307703	0.432467949497	0.0193919297026	-0.364333908069	-300.0	0.334447684271	0.334342196729	0.0718080930934	0.318387396034	0.315145208313	0.0245436114833	-0.305704263829	-300.0
TCF7L2	-3.3969730503	8.5839345	5.1869614497	0.0167275396076	0.0103740752014	0.0198575953018	0.0111840548499	0.00681049378126	0.0140886309474	-0.0744401309858	-5.37214670099	0.70506298995	0.712179544325	0.0610813464506	0.636178019015	0.653277858802	0.0278800373049	-0.402777797846	-300.0	0.470815910204	0.472078378854	0.0396000077551	0.441489270039	0.445950339459	0.0183301010242	-0.39484040167	-300.0	0.317060177852	0.315830214637	0.0627672750766	0.299574421989	0.296801485401	0.0324084517479	-0.302548519061	-300.0
AR	-2.8208135212	6.4303512778	3.6095377566	0.0165023591256	0.00974618640525	0.0193854648286	0.0109172476325	0.00621600503379	0.0132415720014	-0.0615087203509	-5.1742574201	0.643418759178	0.658959061942	0.0247586190101	0.659530465026	0.665706383122	0.0588424110853	0.126770416661	-100.982254827	0.533788740616	0.535377698413	0.0404019781388	0.508153486952	0.511065658757	0.0170620709205	-0.413134983918	-300.0	0.313031823953	0.312507025211	0.0662674809323	0.300106965142	0.297854229109	0.0325055151954	-0.213476953319	-105.145989504
SRY	-2.631585418	4.77859	2.147004582	0.0183718683167	0.0118682131095	0.0199457960873	0.011708802203	0.00686985506629	0.0147152463292	-0.108303285595	-7.91271569414	0.649415335872	0.657280757966	0.0253785919534	0.65045574572	0.664776770206	0.0572908798651	0.0222657431955	-300.0	0.555228184771	0.557310474243	0.0322401978815	0.527150352976	0.533833437197	0.0132564360445	-0.493416472648	-300.0	0.323516592707	0.321849349859	0.0694273557347	0.310580681923	0.308036704433	0.0360489730999	-0.216926676935	-90.3396244242
TFAP2C	-2.4588811349	5.9932067222	3.5343255873	0.0157271549581	0.00975293259884	0.0184422403203	0.0105146577508	0.00647424108527	0.0123624437115	-0.0277479120514	-19.4061300202	0.743614220484	0.752006158716	0.0786856431225	0.604971528446	0.62490879058	0.0364520439424	-0.499086084168	-300.0	0.591150280506	0.591177769587	0.0294654673926	0.569607165607	0.568052417665	0.016812507368	-0.323896669704	-300.0	0.308323151002	0.308006867349	0.0785583433698	0.30403839239	0.297687465732	0.0251685743445	-0.172136947356	-300.0
ZNF354C	-2.2219494577	4.5824435	2.3604940423	0.0176267030678	0.011682937516	0.0198400520488	0.0117504289155	0.00756185523037	0.0132286901718	-0.0528519552919	-17.3704296021	0.690840419932	0.698920254493	0.0626672149906	0.636312694156	0.655263874806	0.0273943093721	-0.173328229249	-300.0	0.609840940391	0.61132168525	0.0325057152015	0.587333468296	0.589940425919	0.0141931545676	-0.367128447151	-300.0	0.313653436122	0.313645268882	0.0586231475757	0.306011942883	0.302516477807	0.0243575216618	-0.211514064034	-253.130741949
