FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_K562	PWM_H1hesc_protection_mean	PWM_H1hesc_protection_median	PWM_H1hesc_protection_std	PWM_K562_protection_mean	PWM_K562_protection_median	PWM_K562_protection_std	PWM_protection_ks_stat	PWM_protection_ks_pvalue	PWM_H1hesc_tc_mean	PWM_H1hesc_tc_median	PWM_H1hesc_tc_std	PWM_K562_tc_mean	PWM_K562_tc_median	PWM_K562_tc_std	PWM_tc_ks_stat	PWM_tc_ks_pvalue	PWM_H1hesc_fos_mean	PWM_H1hesc_fos_median	PWM_H1hesc_fos_std	PWM_K562_fos_mean	PWM_K562_fos_median	PWM_K562_fos_std	PWM_fos_ks_stat	PWM_fos_ks_pvalue	PWM_H1hesc_flr_mean	PWM_H1hesc_flr_median	PWM_H1hesc_flr_std	PWM_K562_flr_mean	PWM_K562_flr_median	PWM_K562_flr_std	PWM_flr_ks_stat	PWM_flr_ks_pvalue
USF1	-0.4081315146	7.4895785833	7.0814470688	0.0133706444497	0.0107135509738	0.00778987785717	0.0215490546956	0.0180162716618	0.0138868435004	0.149266738939	-300.0	0.605034716838	0.61432927431	0.0348060877454	0.656705910397	0.683931084862	0.0818609203924	0.0945796405171	-300.0	0.437512301935	0.430002130842	0.102562057094	0.426204283932	0.402120203247	0.0379909560007	-0.054623464967	-245.391290114	0.537307359381	0.534084632667	0.0571279903936	0.532111039039	0.530853684935	0.0426748209306	-0.00955404525746	-4.46959389618
EGR1	-0.3866965344	8.4510034444	8.0643069101	0.00862531088218	0.00767846418196	0.0042477749372	0.0121542209189	0.0105951242157	0.00704949150471	0.294774715316	-300.0	0.641026843261	0.668446513893	0.0398047359119	0.656681633976	0.674626919451	0.0870220326632	0.620982469345	-300.0	0.533659487657	0.528268213164	0.0265144643516	0.546097254376	0.528732798004	0.0866319308722	0.085049436254	-300.0	0.52202124833	0.524012329259	0.0358443023302	0.525752441056	0.525202469461	0.0473212463065	0.0324476123508	-9.84253905637
CTCF	-0.3682107037	8.924475	8.5562642963	0.0068441468744	0.00576367205024	0.00462989143552	0.0100396219606	0.00830203333352	0.00752313493958	0.349754705577	-300.0	0.683032824104	0.698185996348	0.0270977222854	0.733237319502	0.740373844092	0.0548108427887	0.205142337193	-300.0	0.484669923649	0.480436170389	0.0743614043233	0.458612697768	0.449763761756	0.0281451594647	-0.115343699533	-300.0	0.26456286451	0.263720254695	0.0192837505172	0.265044146521	0.264034982062	0.0301371142527	0.0429548577594	-11.3220834863
MAFB	-0.3502367328	5.0393535	4.6891167672	0.0112209735446	0.00907636808282	0.00826725142424	0.0188832224069	0.0154587473097	0.0139000158508	0.23355469352	-300.0	0.680074946399	0.694165767483	0.0237479863891	0.70495555655	0.709528211575	0.0576684466078	0.541714383068	-205.112237597	0.376701323101	0.369933982426	0.0303574967874	0.397543269854	0.3722697869	0.104551666828	0.0931363522223	-113.935202297	0.659096504989	0.66593084224	0.0450296675172	0.666728190515	0.667513280647	0.0616701551034	0.0277777777778	-2.48549202807
E2F1	-0.3329436296	7.4081001111	7.0751564815	0.0234698430508	0.0205005222466	0.0116258817084	0.033224195423	0.028331387786	0.0192461840061	0.35219377186	-300.0	0.649945177511	0.659473419705	0.0346516397692	0.652635000152	0.675451456003	0.0774367006928	0.524109742488	-300.0	0.532406309026	0.520533871566	0.0337171846167	0.537378629157	0.52663884169	0.112476020716	0.057176363968	-243.281928018	0.426742945835	0.426749385366	0.0397093672246	0.428576803737	0.427203469451	0.0538470626633	0.0264453594098	-2.2553172716
STAT4	-0.3171848783	2.786079	2.4688941217	0.0166358326172	0.0140283652539	0.00809459156868	0.0271686341778	0.021986492256	0.015014019027	0.0718855296649	-300.0	0.682163216831	0.695695588423	0.0589988347795	0.521514877427	0.52970171623	0.0243697091806	-0.129915857007	-300.0	0.419998461728	0.416635858912	0.0616390851687	0.378484477843	0.376443876833	0.0315287579455	-0.187834950326	-300.0	0.387682798426	0.386353764631	0.0710176447516	0.386063625869	0.384248034483	0.0372672451822	-0.0105268369974	-3.47860893264
MAFK	-0.2998918466	6.9924892222	6.6925973757	0.00841734226771	0.00668236466679	0.00742807923615	0.0184182957608	0.0147113319557	0.0132642100054	0.0449121771703	-300.0	0.619253358694	0.627920230429	0.0194396061061	0.671272226888	0.682528341614	0.0604555842099	0.0555901255987	-300.0	0.385187096742	0.38091758567	0.064421047143	0.358891220015	0.351056025593	0.0297400555625	-0.11916844932	-283.274088891	0.457735103631	0.459502734258	0.0461482221729	0.462903180654	0.459517698018	0.0627152987181	0.0481085662002	-0.868557299007
NFYA	-0.2796747566	8.3467323333	8.0670575767	0.0885165086503	0.0786354657584	0.0395525117404	0.15090981609	0.132248907856	0.0693669504658	0.158370485199	-300.0	0.809552183343	0.820376557168	0.0799567701715	0.654385222626	0.679486943834	0.0301692837565	-0.120989370771	-300.0	0.400371717413	0.383446845294	0.0317930661483	0.405922170048	0.400477899115	0.0948442927727	0.00728668083291	-300.0	0.693392953016	0.703636268262	0.0906648989989	0.68125894097	0.700873856402	0.086809375642	-0.00520571759706	-1.23524703816
GABPA	-0.261986254	8.661842	8.399855746	0.0361998803045	0.0315214129971	0.0135355913522	0.0518354208412	0.0450019649048	0.0234698251857	0.226180787651	-300.0	0.570677243267	0.584849894998	0.0416220017817	0.642354240862	0.678261154587	0.0919816385908	0.119597898146	-300.0	0.472234253613	0.466032580431	0.10368839533	0.455458706239	0.438911509769	0.0374718534886	-0.0287542839727	-300.0	0.50491580685	0.513616921499	0.0616247464211	0.508336464276	0.513641874673	0.0765082396744	0.0350174216028	-1.09079381198
YY1	-0.2405441005	9.2155432222	8.9749991217	0.0119725350771	0.00935528163817	0.00892637510304	0.019393864651	0.0152689266303	0.0149322024781	0.133206450935	-300.0	0.51866378532	0.532268013691	0.0409181768485	0.638064371824	0.670161573342	0.0942282843289	0.0366416966879	-300.0	0.508721963252	0.504495526668	0.0803531932024	0.489925486535	0.4774084893	0.0296462754277	-0.0702123858247	-300.0	0.542512023146	0.543916296044	0.0345993182279	0.544987331784	0.544178655493	0.0521819878748	0.0683904457107	-1.09558873671
KLF4	-0.2292124233	4.3891591111	4.1599466878	0.0254293729535	0.0226714195593	0.0105363470391	0.0355969464851	0.0312111764518	0.0175387419632	0.339852936443	-300.0	0.564391348672	0.579098078654	0.0485588220034	0.614338896584	0.655030286535	0.107725865647	0.250288854005	-300.0	0.532935653628	0.526214498044	0.030602526563	0.559628532757	0.537610615951	0.096952102861	0.0905569193748	-300.0	0.215283101898	0.21557975613	0.0196934045245	0.216688646989	0.215723522468	0.0263848952855	0.068236898218	-4.08101208911
SRF	-0.2054848492	8.3513662778	8.1458814286	0.0104639295847	0.00886002746715	0.00825406261314	0.0197863084783	0.016343487898	0.0141761344489	0.113129324594	-300.0	0.676131258989	0.693928217652	0.0667776343512	0.491946109983	0.502652729106	0.0275209378197	-0.125503767137	-300.0	0.492837085615	0.48957069021	0.0558855669454	0.466673915861	0.462882388493	0.0241276518872	-0.157980168714	-300.0	0.631164706637	0.633926383059	0.0745302808776	0.639777666281	0.634817377124	0.0784035592586	0.0174969059406	-1.46331420187
STAT3	-0.2035441402	10.0107785	9.8072343598	0.0712848764268	0.0598227954042	0.0361798353247	0.149001287988	0.128986747875	0.0802249464106	0.0615354352167	-300.0	0.647984155793	0.661858401518	0.016601093316	0.667154390944	0.675000701194	0.0714163409382	0.452994272443	-300.0	0.549600967799	0.546949856263	0.0499942289455	0.526961925907	0.522111554074	0.0240875318405	-0.097972465709	-212.657676512	0.562378270735	0.559490085594	0.0765070191738	0.556289121083	0.555526892173	0.0421429918934	-0.0565668202765	-2.18927053472
HOXA5	-0.2024921587	3.5496091111	3.3471169524	0.020967828758	0.0177233054368	0.012651249441	0.0319234174469	0.0269479069467	0.0206235394485	0.244922601848	-300.0	0.674201004204	0.68822215869	0.0593476827474	0.527656030337	0.532564130027	0.0276316185985	-0.105631945959	-300.0	0.484404480072	0.48063905093	0.0745794957262	0.458316592241	0.449225299511	0.0290002916168	-0.120522125998	-300.0	0.146400473851	0.146820934052	0.0164170219533	0.147850412762	0.146953291382	0.0466303541319	0.037037037037	-1.91530973453
SREBF2	-0.1732940608	9.1103612778	8.9370672169	0.032021909386	0.0266222365825	0.0167725022096	0.0526370964994	0.0440164172482	0.0301688130329	0.187796404062	-300.0	0.640596432121	0.644360581506	0.0228727014042	0.681628168762	0.694475557283	0.0541322342964	0.0642572382104	-300.0	0.443456102071	0.439341958463	0.0909242375103	0.415426906352	0.40291604153	0.0317278075133	-0.127720411328	-256.177583908	0.550350451313	0.549093103608	0.0514728557813	0.550372336759	0.551100707987	0.0577760915878	0.0106366438148	-3.33196384596
HOXA9	-0.1727359074	3.0796356111	2.9068997037	0.014636219335	0.0117926977645	0.00823926559047	0.0249941006712	0.0201561126307	0.014860067049	0.0649602453329	-300.0	0.684750785521	0.697746013247	0.0575869741206	0.527329828491	0.536372833395	0.0211242286773	-0.127468614051	-300.0	0.314059752666	0.309964892122	0.0705264625318	0.286969377931	0.278740216366	0.0332130763551	-0.108883374145	-116.39668498	0.674129505073	0.678288153086	0.0754017152948	0.679074495716	0.680117173544	0.0755931270727	0.00222222222222	-1.29662639386
FOSL2	-0.1563748122	5.7409766111	5.5846017989	0.0136899286337	0.0112790982571	0.00755148640209	0.0252424890546	0.0207147669045	0.0148681431616	0.108377039777	-300.0	0.652094083929	0.663089550189	0.0726769311278	0.505435847826	0.51586410414	0.0225900251626	-0.0996126190061	-300.0	0.365189506391	0.360747607769	0.0778829294874	0.336323833798	0.327416540284	0.0343615952125	-0.0779778803381	-300.0	0.443291798427	0.439002132931	0.0616517656597	0.434630338986	0.434969220834	0.0596975974867	-0.0459252402916	-8.69267916864
TCF12	-0.1484424405	8.6383393611	8.4898969206	0.059195756623	0.0522005339365	0.0178603036106	0.0816550679996	0.0708679055735	0.0306281732073	0.185280878182	-300.0	0.68846296768	0.700378588203	0.0230622433286	0.700557448037	0.704418626587	0.049122651469	0.622865153308	-225.042877811	0.457910986283	0.453560664925	0.0865421948937	0.434668460167	0.423468439296	0.0309053780689	-0.0905259454568	-300.0	0.15750579471	0.156412378534	0.0184327232935	0.15803891113	0.156645848566	0.0412055794277	0.0662886897202	-2.01613722099
SOX10	-0.1468324868	5.24596	5.0991275132	0.017492006485	0.0146754752086	0.00926463908073	0.0278306753041	0.0234387524157	0.0156285259427	0.219872975093	-300.0	0.669850410159	0.689326602819	0.0698936009725	0.525316805479	0.533484672415	0.0331322633023	-0.0770121674647	-300.0	0.451683598768	0.446782724052	0.089716655605	0.426639605944	0.413975207351	0.0307132285875	-0.111648193746	-300.0	0.22070083999	0.220264029734	0.0175385220852	0.222882429312	0.220969352945	0.0461690176113	0.0349765453111	-2.54948597843
FOXP2	-0.1347974762	2.351259	2.2164615238	0.00944980635277	0.00747608625931	0.00746621554596	0.01790291334	0.0136692868259	0.0133169649482	0.132305636949	-300.0	0.642017037401	0.649781610129	0.0195009238184	0.689476867832	0.700005173511	0.0472975254409	0.0137886489818	-300.0	0.462711644541	0.46059265542	0.0488736161584	0.435267102474	0.433987551376	0.0247926820463	-0.13682053089	-299.787517017	0.430650237113	0.428624293566	0.0592544965671	0.433112486195	0.429147821274	0.0623031070447	0.0304936882754	-2.3969956241
ATOH1	-0.1075542619	4.6970676111	4.5895133492	0.0138658319274	0.0117439644924	0.00719666664369	0.0258832240995	0.0212011610839	0.0148593675106	0.0760876782529	-300.0	0.657272044529	0.668144164507	0.071954944553	0.504002533735	0.514085351911	0.020262054695	-0.107403552596	-300.0	0.378558480192	0.37495928978	0.0771228185111	0.350195155773	0.340765247195	0.0335038606532	-0.081830748752	-212.825390349	0.620305260855	0.61922315043	0.0828046219256	0.615524489746	0.619143292359	0.0504109906227	-0.0158374792703	-1.90175072484
PPARG	-0.1072274577	2.7755172778	2.6682898201	0.0111055434205	0.0094155766646	0.00749659533615	0.0199875372245	0.0172138262495	0.0127881171352	0.206537830843	-300.0	0.690020585253	0.693440884602	0.0211617946681	0.69036401115	0.700964348079	0.0474727417796	0.475843835201	-300.0	0.421003471421	0.416993933232	0.0819084129934	0.389418338409	0.380771467382	0.0306006243755	-0.146601247001	-300.0	0.177193942692	0.175743625784	0.0518500571108	0.176249965272	0.175451736222	0.0195881460082	-0.011391694725	-3.89148202492
GATA3	-0.0812258624	4.4545267778	4.3733009153	0.00703917745011	0.00506091475509	0.00760699408248	0.0181162838262	0.0149647309717	0.0150116451811	0.0934542738151	-300.0	0.664557188056	0.674300019117	0.0154571437579	0.667171874081	0.675655104863	0.0621769186189	0.358994394047	-300.0	0.429585981595	0.427651540277	0.0547962790557	0.414172617012	0.407251064078	0.0258342229962	-0.0197792404254	-110.772011877	0.229167987768	0.222768481308	0.0744177193117	0.22374760254	0.221767705159	0.0248693684022	-0.0688979039892	-2.97317885476
NR2F1	0.0013346402	5.3702576667	5.3715923069	0.0179556112965	0.0133305236392	0.0157890758707	0.00918891771885	0.00659392471316	0.00973809304231	-0.128136757968	300.0	0.697921629067	0.708309206383	0.0203243223106	0.754465323064	0.758361925854	0.0455505290301	0.02963392417	300.0	0.448584904014	0.436203167321	0.0384392828378	0.479787961179	0.47497898059	0.0897904460387	0.118219485327	135.939949008	0.604072145146	0.609510218076	0.0616944469677	0.616145486613	0.613116617288	0.0625912584224	0.0441121725563	4.18538417583
SOX17	0.009083373	6.3657267222	6.3748100952	0.00804644068446	0.00615644962135	0.00890209762715	0.00507168972291	0.00402051311406	0.00547532617653	-0.34672275656	300.0	0.68052024405	0.695507592298	0.060167104016	0.62332603879	0.630808039419	0.0261904663968	-0.0274444540252	300.0	0.561251638504	0.554299067139	0.0285513339067	0.586644193567	0.583297459208	0.0673708039608	0.0946403922759	300.0	0.685143538334	0.68581592632	0.0517660839701	0.689249832438	0.689648712322	0.0617907126295	0.00727375565611	2.94810001279
NKX2-5	0.0132755053	5.8370343889	5.8503098942	0.056358511145	0.045873007062	0.0310690186769	0.0363150549644	0.0305137340211	0.0181177078453	-0.209036452995	300.0	0.54274426438	0.546926972952	0.025174011085	0.684203486312	0.69667033825	0.0586931467894	0.109474554196	300.0	0.458895111316	0.453330504338	0.0266174680423	0.489227486435	0.485700288448	0.0725099135505	0.171588819623	300.0	0.3879464647	0.389314566796	0.0671452568219	0.395564486964	0.393310792323	0.0698011137752	0.00710584752036	3.44401730828
HLF	0.0136273545	3.2289502222	3.2425775767	0.0190142839223	0.0139221819399	0.0178893293835	0.00916063710975	0.0067357759213	0.0103998629079	-0.0837139312781	300.0	0.687607247835	0.704723388026	0.0609997162875	0.661760355596	0.671735678303	0.0249943075278	-0.140210243345	300.0	0.394113987541	0.358688247329	0.0512026971338	0.403322993676	0.391564623883	0.129794626833	0.0408916402726	58.6814148691	0.494894155387	0.502245074934	0.0984692840791	0.494771026334	0.501901892853	0.058384731199	-0.00885885885886	0.84964130509
HNF1A	0.0615635265	4.7222006111	4.7837641376	0.0426292616015	0.0320959917029	0.0286806788375	0.0208381162662	0.0157247791267	0.0161720839818	-0.0968070780525	300.0	0.513093262642	0.522539418461	0.0200548970738	0.693716501219	0.705055900871	0.0497454337174	0.14071196982	300.0	0.34621685496	0.343984855072	0.0542019095629	0.39971291341	0.393431636607	0.085337426937	0.148996716256	125.455145834	0.251597020033	0.25279239334	0.0203112493173	0.261332842551	0.257618417946	0.0554541669181	0.227273748035	16.5040357813
NR2E3	0.0628757619	4.0700125556	4.1328883175	0.0997773124	0.0614749990833	0.0656632034668	0.0583723654704	0.0403680036645	0.0348242276225	-0.0761890776072	300.0	0.524142098416	0.52916273041	0.0231134461015	0.684617776716	0.696195382574	0.0570877854659	0.124277233209	300.0	0.327076873983	0.319670365887	0.0297648568987	0.358071395139	0.353906806687	0.0749838879573	0.152077967734	88.904799536	0.665001254356	0.678598083136	0.0983394605602	0.688619108024	0.705584564494	0.143892177602	0.055710577547	0.756643645112
PAX2	0.0664314656	5.2315701111	5.2980015767	0.0222387960938	0.0174899264613	0.0198710763359	0.0131010438097	0.0105606073988	0.0113492537905	-0.337887943401	300.0	0.661823106876	0.687840006545	0.0791655739823	0.617352815574	0.625309849953	0.0322235742923	-0.131159010154	300.0	0.424554211651	0.394875358287	0.140248911604	0.405118381807	0.387838582274	0.0457914733964	-0.0587989974693	49.9449345375	0.665366875441	0.660424140498	0.124228238211	0.643733093561	0.658277657567	0.102412140345	-0.0158823529412	0.580289583131
PAX5	0.0677025556	4.4629486667	4.5306512222	0.0303786960026	0.0256412250151	0.0166174238053	0.0196874551366	0.0173222183272	0.010180771853	-0.219332019702	300.0	0.593847820678	0.602197259178	0.0321741782884	0.678839645549	0.699267868411	0.0698113097457	0.0133110337006	300.0	0.452328423442	0.429630514934	0.0368755647731	0.463673101358	0.457439103877	0.108308704308	0.0501036868657	300.0	0.522220111361	0.524028173656	0.0548743365805	0.521608098415	0.521400149209	0.0480187899126	-0.0376525068831	4.34438956811
RXRA	0.0741517989	6.7146771111	6.7888289101	0.0283425396575	0.0245371124049	0.0139809794524	0.020638878302	0.0182097550099	0.00866049088111	-0.207466894244	300.0	0.604024612796	0.60819038995	0.0248104791968	0.683647616843	0.696309691413	0.0550163479805	0.0359936570527	300.0	0.389946627894	0.375442548993	0.0346366459549	0.415979675899	0.410913762483	0.0959304014972	0.113401108633	300.0	0.208247495825	0.208422438985	0.038483961899	0.207187807189	0.206975210316	0.0209399032054	-0.000369655764374	6.94776776122
HINFP	0.0912427619	7.6395064444	7.7307492063	0.0636937415901	0.0471094158413	0.0533231538204	0.0333635691929	0.0228533766843	0.0312734311743	-0.27385998209	226.985065124	0.653800405173	0.683070250769	0.0828605142732	0.534510573291	0.544810624081	0.0358934859615	-0.00399549939559	300.0	0.303421578089	0.297612108216	0.123852056134	0.295312212861	0.275936290006	0.0437609971677	-0.0347291441247	31.9375281117	0.604544710038	0.668703234612	0.147092398406	0.700976542544	0.700493814564	0.18739236133	0.189066339066	1.56498337662
MYOG	0.0953743757	5.0492238889	5.1445982646	0.027464250374	0.0241559382276	0.0143329822409	0.0164749159908	0.0147070146005	0.00844337722969	-0.176580451178	300.0	0.656229279885	0.680478535297	0.029937064019	0.807126172858	0.818209048874	0.079758616169	0.105099223986	300.0	0.365205618791	0.359714140691	0.10623281916	0.365076464642	0.345422790225	0.033717044742	-0.029423220353	265.204087364	0.782427988405	0.792691146513	0.106838179161	0.7720384319	0.788938016962	0.0842581223702	-0.0562894670371	0.203827491534
NKX3-2	0.1025526878	5.7578586667	5.8604113545	0.118934216412	0.0966527951448	0.0681164633683	0.0740369508368	0.0595256162972	0.0378161181901	-0.226439955445	300.0	0.520797440959	0.526760055008	0.0245081286047	0.683675126462	0.696252824609	0.0578413523926	0.125829981407	300.0	0.319425776185	0.312729974681	0.0316625968339	0.351532555454	0.347600309529	0.0738942302572	0.138254057724	191.965199439	0.636206983604	0.635915086809	0.0756342477432	0.630660296768	0.635214100382	0.0362442668014	-0.0111238240529	0.888263743772
EBF1	0.114694918	3.7254591667	3.8401540847	0.0629045848589	0.0548489232879	0.0254196140573	0.0457667444424	0.0408820624113	0.0152255505368	-0.247284725247	300.0	0.691640053202	0.702306368978	0.0223353780893	0.762645251153	0.767364293659	0.0444833210951	0.0663889715129	300.0	0.489865796158	0.480244861945	0.0262096948136	0.514930375632	0.511143680736	0.0758078317796	0.145320224336	300.0	0.514451897191	0.514821085577	0.0427628501072	0.518841894003	0.51802597458	0.0431368398961	0.00420859604667	9.60367888411
HNF1B	0.1372934497	3.1828106667	3.3201041164	0.0197472697187	0.0158431562177	0.0167989984563	0.0105454101005	0.00881981862046	0.0100980868342	-0.19674743515	300.0	0.619912155745	0.628007256092	0.0173195844017	0.699633175749	0.709603759702	0.0463864928064	0.0890444256014	300.0	0.27882619359	0.273105478748	0.0393081459956	0.317430686098	0.31323390248	0.0755434595444	0.147639755704	94.1915715618	0.361560976483	0.359562119612	0.0509978009193	0.363977125584	0.362802332981	0.085652710665	0.011980619586	1.60709616793
