FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_K562	PIQ_80_H1hesc_protection_mean	PIQ_80_H1hesc_protection_median	PIQ_80_H1hesc_protection_std	PIQ_80_K562_protection_mean	PIQ_80_K562_protection_median	PIQ_80_K562_protection_std	PIQ_80_protection_ks_stat	PIQ_80_protection_ks_pvalue	PIQ_80_H1hesc_tc_mean	PIQ_80_H1hesc_tc_median	PIQ_80_H1hesc_tc_std	PIQ_80_K562_tc_mean	PIQ_80_K562_tc_median	PIQ_80_K562_tc_std	PIQ_80_tc_ks_stat	PIQ_80_tc_ks_pvalue	PIQ_80_H1hesc_fos_mean	PIQ_80_H1hesc_fos_median	PIQ_80_H1hesc_fos_std	PIQ_80_K562_fos_mean	PIQ_80_K562_fos_median	PIQ_80_K562_fos_std	PIQ_80_fos_ks_stat	PIQ_80_fos_ks_pvalue	PIQ_80_H1hesc_flr_mean	PIQ_80_H1hesc_flr_median	PIQ_80_H1hesc_flr_std	PIQ_80_K562_flr_mean	PIQ_80_K562_flr_median	PIQ_80_K562_flr_std	PIQ_80_flr_ks_stat	PIQ_80_flr_ks_pvalue
MYCN	-5.5083089259	9.2460594444	3.7377505185	0.305002901378	0.299542272482	0.0762809782335	0.216463226255	0.215320409262	0.0435153371177	-0.106689623206	-300.0	0.694029788907	0.702902101136	0.0578042113928	0.553264924699	0.561433597842	0.0319400025424	-0.585981308411	-176.719875301	0.600875053965	0.599019946962	0.0437502538057	0.553689443228	0.547907298513	0.0240480796853	-0.52833040194	-300.0	0.591603733833	0.589461532607	0.0522435826747	0.534935048859	0.536302625293	0.0493140747859	-0.632441404966	-136.939407861
PBX1	-5.4704016931	10.0427314444	4.5723297513	0.466889459107	0.473509928977	0.0816766914088	0.363173576831	0.371199849632	0.048458826001	-0.225026595851	-300.0	0.699766297799	0.707944247869	0.0866881943982	0.551386262429	0.564382631339	0.036553473602	-0.580582524272	-109.495791866	0.41407131716	0.414527658412	0.0366457677686	0.37558089235	0.377103242875	0.0197076804695	-0.486336758983	-300.0	0.240836350689	0.236762816395	0.0699188177213	0.219970622307	0.215493235046	0.0558006971528	-0.322467950729	-21.2047634669
TCF7L1	-3.9938700212	9.0248868889	5.0310168677	0.335560120389	0.321123862672	0.102847762544	0.226532574666	0.218072773931	0.0554374884288	-0.0901112698054	-300.0	0.636879937335	0.645569964889	0.0486029958938	0.559232726143	0.568687357715	0.0329062700611	-0.455676558544	-300.0	0.495503161594	0.495473330402	0.0333434451636	0.462505714093	0.460988401429	0.0186578717586	-0.454373667124	-300.0	0.296541004282	0.297016063722	0.0258730551597	0.277157159506	0.27756963923	0.0160859456473	-0.72283338053	-300.0
TP53	-3.9536696865	9.9692148611	6.0155451746	0.451313272387	0.465329708364	0.107938641259	0.293774071694	0.311439838193	0.0630403789769	-0.253316575082	-300.0	0.727606035176	0.734611452588	0.0498628550126	0.564595201829	0.572853435682	0.0312482379973	-0.59314752373	-154.975340607	0.564876875508	0.565094579587	0.056542956795	0.527329397075	0.526863576555	0.0256635207519	-0.384525017296	-300.0	0.340922921171	0.340372208619	0.0576925104833	0.327180051537	0.319948282319	0.0541977019063	-0.294452186839	-31.0702181681
ETS1	-3.5009108624	6.8488314444	3.347920582	0.235343531151	0.226622332229	0.0702306845526	0.358404088361	0.342264596415	0.121461826297	0.0292233806354	-300.0	0.683436519186	0.69128805375	0.0603255317908	0.564506688134	0.574897940319	0.0309525651917	-0.545721075206	-300.0	0.52935880706	0.528661596001	0.0413940427368	0.502181120158	0.499044324668	0.0204858756044	-0.359648052481	-300.0	0.439526854009	0.438833233082	0.0501635136356	0.413717677155	0.41362190873	0.0440981256311	-0.36589238502	-114.243559612
TCF7L2	-3.3969730503	8.5839345	5.1869614497	0.361840958214	0.362260379262	0.0893333493229	0.239983354559	0.245421203188	0.0536480456528	-0.229244067456	-300.0	0.646515485688	0.655052540641	0.0652560477578	0.564814956006	0.576212960999	0.033815824393	-0.46922322408	-152.114136567	0.49683815457	0.49649985925	0.0337221363318	0.465444328789	0.467489346915	0.0169889861217	-0.438947312566	-300.0	0.206157854305	0.205095276944	0.0657732496447	0.197752759385	0.193812920524	0.0488061171555	-0.508844546721	-69.3294911773
AR	-2.8208135212	6.4303512778	3.6095377566	0.456766098201	0.453767006045	0.0650899487235	0.357249445679	0.355019906289	0.0335843574675	-0.285892506613	-300.0	0.643247296939	0.653018199986	0.0726139899486	0.559759263368	0.573391184944	0.0353267665679	-0.405242872636	-125.260295312	0.534335005134	0.536105982994	0.0463156741531	0.508781190998	0.510238250383	0.0223314079293	-0.291626190214	-300.0	0.400593623095	0.396877123959	0.0599052756958	0.374777269266	0.378549337193	0.0465441678783	-0.298067622326	-29.5384366836
SRY	-2.631585418	4.77859	2.147004582	0.370886526286	0.357641208215	0.0815944954117	0.290172164472	0.278335435146	0.0513865416088	-0.0188632100392	-300.0	0.727504308347	0.73639037674	0.104941022513	0.563070388524	0.583211285849	0.038729244161	-0.530208702598	-152.90648565	0.471060492063	0.472600547778	0.0393931494119	0.444020026444	0.44775171277	0.0202963505064	-0.353465654989	-300.0	0.456492093698	0.464435645517	0.0740948301571	0.438531691603	0.445343747606	0.0616009387771	-0.184277877498	-15.1702166925
TFAP2C	-2.4588811349	5.9932067222	3.5343255873	0.385947243731	0.379699802667	0.095655038838	0.271772184309	0.271889231856	0.0518631046479	-0.0468226708842	-300.0	0.637359542829	0.646633896659	0.0526201977689	0.566971107386	0.577753027051	0.0331831548807	-0.35846820516	-300.0	0.43184612009	0.431388714199	0.0383178837247	0.418343466514	0.41634712963	0.0212640790284	-0.147687613413	-300.0	0.283900272953	0.283895651136	0.0387594704142	0.274637876854	0.272926285735	0.0203358945132	-0.52571346874	-300.0
ZNF354C	-2.2219494577	4.5824435	2.3604940423	0.192032393982	0.163641991602	0.0771918481251	0.286504503486	0.245048676479	0.126315976905	0.149183766263	-300.0	0.755487230788	0.763031517651	0.0526225231301	0.576234506858	0.585009975307	0.0291898736655	-0.52908222256	-300.0	0.405488266702	0.405693059778	0.0345065105588	0.39160170907	0.391136262806	0.0161985238257	-0.200115237531	-300.0	0.2490724556	0.248619036691	0.0286644366315	0.238875040676	0.239707325304	0.0150280929819	-0.469338487734	-185.582101753
