FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_K562	Neph_H1hesc_protection_mean	Neph_H1hesc_protection_median	Neph_H1hesc_protection_std	Neph_K562_protection_mean	Neph_K562_protection_median	Neph_K562_protection_std	Neph_protection_ks_stat	Neph_protection_ks_pvalue	Neph_H1hesc_tc_mean	Neph_H1hesc_tc_median	Neph_H1hesc_tc_std	Neph_K562_tc_mean	Neph_K562_tc_median	Neph_K562_tc_std	Neph_tc_ks_stat	Neph_tc_ks_pvalue	Neph_H1hesc_fos_mean	Neph_H1hesc_fos_median	Neph_H1hesc_fos_std	Neph_K562_fos_mean	Neph_K562_fos_median	Neph_K562_fos_std	Neph_fos_ks_stat	Neph_fos_ks_pvalue	Neph_H1hesc_flr_mean	Neph_H1hesc_flr_median	Neph_H1hesc_flr_std	Neph_K562_flr_mean	Neph_K562_flr_median	Neph_K562_flr_std	Neph_flr_ks_stat	Neph_flr_ks_pvalue
FEV	0.287073381	6.4151153333	6.7021887143	0.0179753573864	0.0129404942725	0.0183566679282	0.0337854183562	0.0233163802486	0.033227311681	0.0431954239863	13.6273662405	0.628523830911	0.648342196799	0.0676978770938	0.626974178168	0.631680863247	0.0349010268884	-0.205733606491	300.0	0.469395943282	0.468425376082	0.0144762626268	0.477019776311	0.473102502268	0.0347797225121	0.183297475747	300.0	0.339823389917	0.339885947159	0.0151069935295	0.345077334154	0.343284882164	0.0448413376617	0.162981098301	300.0
TFAP2A	0.3036580992	3.46334025	3.7669983492	0.0197894306063	0.0135438885452	0.0207236707506	0.0338054673364	0.0238040592623	0.0335740488544	0.00760389768307	29.7730158294	0.654003953311	0.667614330634	0.0256225892569	0.765321694001	0.768175507199	0.0519144076784	0.402169539431	300.0	0.489235529261	0.48897209763	0.0129566736844	0.496092484045	0.494003042706	0.0225608141504	0.0976319935024	300.0	0.300065737482	0.299960310457	0.0154389051138	0.305549207452	0.303527410253	0.0411881132102	0.13260843494	300.0
FOXQ1	0.3141935317	6.1010293889	6.4152229206	0.0348986818803	0.0227401123392	0.0383032261593	0.0206179506124	0.0147121382017	0.0210352041232	-0.0137487580043	8.06499156966	0.544911876064	0.549482959285	0.0232926578891	0.656654872639	0.6662647897	0.0526437570166	0.398673134502	300.0	0.53931405756	0.541817464493	0.014522407939	0.539889937614	0.547496797182	0.0389471186731	0.181315070001	300.0	0.318821666224	0.318925352928	0.0128838098509	0.322798382477	0.322306728415	0.0278334071882	0.20525763763	300.0
ELF5	0.3373030741	3.2673951111	3.6046981852	0.0187077314523	0.0129151921025	0.0207041879893	0.0353577469475	0.0251353977249	0.0347327035942	0.066322814069	15.1437198734	0.650682309984	0.663814944762	0.0274390118038	0.70191345878	0.706042723195	0.052474482772	0.00846463360558	300.0	0.548297603178	0.548352620235	0.0139894910936	0.555360652151	0.554332892133	0.0316645530006	0.210232391641	300.0	0.288010350762	0.288161478627	0.0135593986332	0.292203286793	0.291276298379	0.0378384507963	0.117593170434	300.0
ZNF263	0.3405215608	6.3759042222	6.7164257831	0.029455811384	0.0199873486648	0.0307345851483	0.0172430510509	0.0113379564955	0.0188022279816	-0.00842880557482	73.0429477479	0.653306763169	0.667836962281	0.0250596536331	0.771218172399	0.77543740366	0.0530682627187	0.402280573602	300.0	0.508717137503	0.507698691365	0.0139221180727	0.516149437479	0.513265575109	0.0268987697136	0.11227835567	300.0	0.334857754018	0.334784992225	0.0171049641031	0.339851143015	0.338455888295	0.0410897048422	0.123987859874	300.0
E2F3	0.3468039153	7.6233014444	7.9701053598	0.0323853386354	0.022236375858	0.0326105702864	0.0190459062719	0.0125775876397	0.0205678251543	-0.00490903044733	21.8763542004	0.629911634497	0.646341127513	0.0296810564051	0.705694134488	0.71093782586	0.0658697027667	0.0751113580503	300.0	0.580158830808	0.577165646907	0.0219770450171	0.590462486272	0.584158060414	0.0411897123621	0.0423302212608	300.0	0.358324269721	0.357953883568	0.0180725789913	0.364741433262	0.3619467814	0.0511057006579	0.132055593355	300.0
PAX4	0.3612699048	4.8246142222	5.185884127	0.0302187114519	0.0192963781709	0.0332440200981	0.0177546583059	0.0114576257545	0.0189920995785	-0.0195765880312	17.7198935027	0.671596482899	0.681120937009	0.0209555184393	0.731613584546	0.736146001268	0.0453305657011	0.205616540159	300.0	0.497908703749	0.498115965368	0.0123576803005	0.50412471902	0.503767431946	0.0271000628104	0.188918736231	300.0	0.415992076863	0.37845983839	0.261940132563	0.629928935322	0.692452566434	0.331770373089	0.226311865206	300.0
ESRRA	0.3644815	7.2754227222	7.6399042222	0.0343486322654	0.0222229467509	0.0369354182245	0.0210192166214	0.0144559929201	0.0210820866693	-0.0308858125273	9.96481206911	0.674571180831	0.67465410147	0.0525819755277	0.649564159844	0.662708510098	0.0285130274552	-0.3121187058	236.222750888	0.542010922076	0.543351878433	0.0130712590416	0.547848433882	0.549548607004	0.0255654527893	0.11181678279	300.0	0.282398178118	0.282276248602	0.0139638369028	0.285819928542	0.285369606711	0.0325283394957	0.0942967746169	300.0
T	0.3738660185	5.3688017222	5.7426677407	0.0196114635439	0.0147785108206	0.0190494121455	0.0339187989263	0.0251006923837	0.0316124214081	0.034671082219	7.04256912494	0.538175477854	0.54403825655	0.0304963691209	0.633091291289	0.649100387888	0.0648672915393	0.310371907024	300.0	0.463765489665	0.464362319492	0.0185227006447	0.468840205169	0.469738197182	0.0377640090884	0.0757058752678	300.0	0.276280022848	0.276183887157	0.0139089776254	0.279694737792	0.279236021203	0.0302668683587	0.0844277913777	155.067990054
EN1	0.419525881	5.5023358333	5.9218617143	0.0205874598144	0.0127013081257	0.0224367515719	0.0341418380138	0.0244975047403	0.0346373569224	0.0135240902834	8.55061178521	0.553333168208	0.559822692102	0.031561630748	0.635104403588	0.651013501614	0.0627822128475	0.27357234352	300.0	0.64239056421	0.644789690084	0.0186433325234	0.650700120455	0.65279507536	0.037050247353	0.158871686606	300.0	0.275007400103	0.275115123197	0.01617136316	0.279600505242	0.278540864417	0.0382654794813	0.114001588456	254.41929219
FOXD1	0.4319428095	4.8520043333	5.2839471429	0.0202924416002	0.0147238686176	0.0203328932759	0.0356399725887	0.0253649669157	0.0352533283713	0.0336950744886	8.92919865045	0.526154657482	0.531789726066	0.0265814850158	0.645179058884	0.656134464771	0.0594003535328	0.392263343922	300.0	0.500670697531	0.502548995541	0.0147095231091	0.501794577547	0.508903059253	0.0376001401262	0.181938685638	300.0	0.28269877814	0.283154462996	0.0133457156838	0.286939262003	0.286751773222	0.0294114035565	0.219222627791	300.0
HLTF	0.4444497063	8.3729281667	8.817377873	0.0199280523765	0.0125083742282	0.0218988811542	0.0330604078939	0.0225194590264	0.0327093420394	0.0125770311867	16.332954706	0.650272950178	0.664623554073	0.0261002258638	0.745197945493	0.747619540493	0.0555773947831	0.345788917438	300.0	0.563337520308	0.562256950249	0.0201355970319	0.5720981829	0.569495191811	0.0385187658462	0.0526068557474	300.0	0.306665414312	0.306487959264	0.0149495230322	0.311155207359	0.310443720187	0.036608023892	0.155748013543	300.0
MAX	0.460274119	6.1784626111	6.6387367302	0.0198671713784	0.0137036290093	0.0187904565655	0.0332232191845	0.022962099997	0.0323772683749	0.00244099751624	28.188029065	0.641374849659	0.645880538336	0.0210035851191	0.665499229528	0.675761101322	0.049111591976	0.0673967609457	300.0	0.461144776604	0.462144804076	0.0101394576709	0.465592842151	0.468228698391	0.0219548451179	0.253345719421	300.0	0.310133018583	0.310484210251	0.0119060425258	0.315175280889	0.314571572275	0.0298154999623	0.244332743114	300.0
CDX2	0.4654728386	5.6034792778	6.0689521164	0.0351676282845	0.0209426399277	0.0407274204033	0.0192292779401	0.0137293771071	0.0201282899544	-0.017467090293	7.78617043334	0.663857177862	0.674168626757	0.0481247638674	0.663385058245	0.66863359217	0.0228237773957	-0.244465914173	176.732381227	0.612921333988	0.615008133194	0.0165185908079	0.617132507173	0.623163185382	0.0369723797925	0.198566155223	300.0	0.304299537558	0.304856142799	0.0150739123982	0.30855186011	0.308443315484	0.0306849556996	0.211623771663	300.0
FOXO3	0.5266289947	5.4082502222	5.9348792169	0.018877971969	0.0137412932482	0.0176804564506	0.0331280151865	0.0246842944249	0.0307142682412	0.027408606269	13.1914350886	0.666758578039	0.671526734214	0.0512553417445	0.661462047675	0.670232529232	0.02292075051	-0.300806693635	240.695335357	0.52418978535	0.52580243548	0.0143564873103	0.528433293695	0.533366268676	0.0351012994419	0.200322430331	300.0	0.303609015134	0.30375565098	0.0112324097519	0.307875850431	0.307949342523	0.0303331393518	0.209101249005	300.0
THAP1	0.5344718069	5.8000158333	6.3344876402	0.0192957354126	0.0130174769495	0.0203566369214	0.0335038397458	0.0234861325336	0.0341468132405	0.0354003509657	32.8066619076	0.653208398732	0.666288435896	0.0274357214275	0.72806669825	0.728501691334	0.0507050421748	0.242954392099	300.0	0.48652657952	0.485840837694	0.014450382904	0.494915703293	0.492899963614	0.0283559917879	0.166440017063	300.0	0.320519404907	0.320660872801	0.0131806941601	0.325941817351	0.325319981923	0.0305224011032	0.238139067866	300.0
SREBF1	0.6178158188	7.1390808056	7.7568966243	0.0211820435093	0.0147080824713	0.0214115032514	0.036513786433	0.024968143778	0.0357116902287	0.0374630079545	20.665501009	0.648642638866	0.665202386113	0.0270706262366	0.706950158402	0.712410777758	0.0578514308018	0.0788645172964	300.0	0.463431799726	0.464277313278	0.0175773963573	0.471976044017	0.471736133983	0.0371009962577	0.158040629578	300.0	0.304684827881	0.304728269668	0.013183744998	0.309663607611	0.309208669553	0.0362932717737	0.216785648236	300.0
GFI1	0.6229520794	4.7750645556	5.3980166349	0.0335266368715	0.0223050489654	0.0337461176636	0.020307562615	0.0138835760763	0.0198832310119	-0.0260793316595	5.04450710996	0.665590916355	0.672619344313	0.0752303870801	0.634217407079	0.657131773219	0.0327361846046	-0.329952528774	93.2737492895	0.391896043791	0.392154045787	0.0112291906904	0.401661915886	0.39849131894	0.0331754760151	0.24735807763	300.0	0.343432408982	0.343691951466	0.0169455672762	0.351911482453	0.349172905374	0.0547947798603	0.26818267947	300.0
GATA4	0.633933381	5.2971232222	5.9310566032	0.0194841527914	0.0143961436813	0.0178423628667	0.034250448401	0.0230110066533	0.0335362163629	0.0270517225667	7.22322141807	0.640137331908	0.644012654773	0.0580911705314	0.629505479848	0.642810029609	0.0203541179702	-0.227061215503	300.0	0.372161415753	0.372987108769	0.0116163871388	0.390990998139	0.379090185917	0.0505387603505	0.273600552829	300.0	0.303483188938	0.303562822329	0.00937693487268	0.310109096918	0.308567031953	0.0443913713192	0.274675950444	300.0
ZBTB33	0.648920373	7.0321475	7.681067873	0.0202386601676	0.0145613597371	0.0208824925	0.0355974899067	0.0246952226737	0.0368553200208	0.0203047462868	3.55855951772	0.609009552239	0.623250037985	0.0300668172742	0.695203535678	0.70007962096	0.070715123432	0.0896064554255	300.0	0.616369341247	0.613146735982	0.028194367149	0.633106952017	0.623476137021	0.0600362885585	0.0107400430076	291.315058938	0.311940322555	0.311620707357	0.0242322820425	0.323393761875	0.316442431157	0.0881795843835	0.0906207941885	257.232536636
FOSL1	0.7027668783	5.9053088889	6.6080757672	0.0213880273822	0.0154101982943	0.020639858879	0.0399729902741	0.0284327917706	0.037834851028	0.0737237030694	9.24985258327	0.594283745992	0.598253866764	0.0269703196026	0.636466459974	0.648224649955	0.0568751442571	0.119877109742	300.0	0.550825082817	0.551654869512	0.0140891224385	0.567445865531	0.561382310594	0.0457134794436	0.300147894693	300.0	0.293812624022	0.294108884163	0.0108914969832	0.299941450346	0.299338238259	0.0335742835001	0.294175032886	300.0
FOXA1	0.7202825794	5.2266942778	5.9469768571	0.018731557609	0.0127477877689	0.0201311206241	0.0318010283524	0.0212607399232	0.0334220831311	0.0141463102691	14.830911411	0.664868828114	0.674702981813	0.0497783344052	0.648655043336	0.653194452539	0.0217666334966	-0.0104276154481	300.0	0.489350670206	0.490544770472	0.0104229900696	0.495373635282	0.499353361956	0.0251471559186	0.264270434034	300.0	0.325466180747	0.326292426948	0.0112552908582	0.331993859075	0.332141564926	0.0308915637347	0.332263609304	300.0
FOXF2	0.7380687725	5.0133983333	5.7514671058	0.01983783123	0.0135073380439	0.0206285187659	0.0351361531425	0.0228913329355	0.0367271774757	0.0361168223439	10.398881041	0.559726226577	0.565035701054	0.0251714327939	0.660083625235	0.671523957217	0.0577988097066	0.381535913358	300.0	0.561831942907	0.563669865254	0.0139039090887	0.567767848119	0.573976799177	0.0350920142634	0.231044508761	300.0	0.307291047899	0.307900003722	0.0109914630397	0.313650687094	0.313325205735	0.0318529939849	0.308362079132	300.0
ELK1	0.7458734788	7.0989505	7.8448239788	0.0409590843069	0.0240910028506	0.0465049149891	0.0234503605113	0.0147715324409	0.0251971075847	-0.0112648906223	3.12794425069	0.618443093337	0.624140442682	0.0781883855584	0.595993120377	0.607071864834	0.0355155078897	-0.286218796431	166.536234572	0.538553655833	0.535078939849	0.0210317502607	0.558995661783	0.54985727141	0.0483931002662	0.180007645125	300.0	0.315993430347	0.315775477339	0.0226622507842	0.324405500246	0.321150296726	0.0724339281019	0.171794904886	300.0
RFX2	0.7711111852	5.4421975556	6.2133087407	0.019001266001	0.0122573143824	0.020399013445	0.0337844797995	0.0214715775041	0.038207587147	0.0402438505512	10.081531941	0.647044783302	0.666143816808	0.0296760281291	0.744999832693	0.750077050786	0.0655922596388	0.299822935001	300.0	0.419687339941	0.418291428604	0.0165574212463	0.429374238081	0.426195569986	0.0348425144347	0.156369678347	300.0	0.305981679797	0.305579957719	0.0211982468281	0.31529577655	0.311472556018	0.0629226595258	0.215931529592	300.0
MAFF	0.8222550873	5.2145415	6.0367965873	0.0185957279054	0.0125611811667	0.0195370255481	0.0304051486333	0.0199811160566	0.0317258704399	0.00201793475714	9.12403163737	0.676328516636	0.680968283189	0.0490691775885	0.654127427657	0.665882016694	0.0239854740548	-0.257645353997	223.974237155	0.476798628397	0.47771332469	0.0163068705905	0.488953269196	0.487192335688	0.0444210830808	0.231372422953	300.0	0.273393527782	0.273284255701	0.0113115814871	0.27911404147	0.278595007512	0.035053513323	0.221827985733	300.0
SP2	0.8391561746	5.1814583333	6.0206145079	0.0193271065311	0.0131848848978	0.0198119529928	0.0322526305221	0.0224384823206	0.0325166578251	0.0298172735732	28.5062543322	0.699398592534	0.703912240516	0.0476163988356	0.672481437574	0.682533234941	0.0209013946618	-0.152480601311	300.0	0.488979295029	0.490104616976	0.0127900881145	0.498024013747	0.49998284658	0.0280232646554	0.27552221775	300.0	0.318651211822	0.318601981587	0.0168080638142	0.326086559931	0.325060427883	0.0379517742737	0.280621210727	300.0
NHLH1	0.851428791	3.9965029444	4.8479317354	0.019482206061	0.0130017327409	0.021481698051	0.0336432965881	0.0251468581426	0.0322044712053	0.117597658232	16.3980068434	0.680363787298	0.681760909127	0.0630760736953	0.635212676361	0.652258420669	0.0323055841651	-0.183435254117	244.76143662	0.476365865162	0.474698449006	0.0196818808701	0.489670835932	0.484374040863	0.0439349799291	0.154859807446	300.0	0.331976647495	0.331478253331	0.0157571201681	0.339962664216	0.33819956775	0.0450165487583	0.325876321408	300.0
ZFX	0.8619202963	6.8428931111	7.7048134074	0.0196302889315	0.0132465714155	0.0206655267408	0.0332289719515	0.0228591326709	0.0341499420552	0.0125048284204	42.25915231	0.684773193568	0.689468025603	0.0689506760349	0.631179605013	0.649388773099	0.0305033369205	-0.111871450443	300.0	0.440408175713	0.440113370643	0.0170749083907	0.452504082685	0.449169549826	0.0318547934237	0.156127546596	300.0	0.318644042965	0.318428305661	0.0179589313903	0.326679911011	0.3249287939	0.0476594826534	0.288740894664	300.0
ELK4	0.8926702302	6.6488153889	7.541485619	0.0347463081775	0.0206951595476	0.0410105900966	0.0207301501631	0.0135594659135	0.0228935983277	-0.0195735829731	5.87364023825	0.615474804484	0.628562066223	0.0761233007965	0.609293043627	0.619922353261	0.0368982922614	-0.273308576558	300.0	0.565221001735	0.562364847709	0.0163556643906	0.582781217278	0.574256990909	0.0384494295714	0.263199018814	300.0	0.311856678781	0.311491059253	0.0171471455976	0.320519453805	0.317910787468	0.0604384283448	0.26334285339	300.0
CEBPB	0.9303690952	6.3966905556	7.3270596508	0.0296087957879	0.0200349657517	0.0280217355372	0.0201156308038	0.0135144254355	0.0215768465394	-0.003038456219	4.80440297082	0.65300950448	0.66589855078	0.0547160542971	0.652441792938	0.658011305694	0.0260581281508	-0.228321237764	165.808542005	0.511006362313	0.511399966302	0.0140469820766	0.522996207709	0.522571807892	0.0333774468831	0.267195083168	300.0	0.298748121268	0.298486813061	0.011935072676	0.30573692739	0.304831310658	0.0351894211317	0.293210806813	300.0
NFE2L2	0.9733192196	7.5595246111	8.5328438307	0.0199182928083	0.0153740016261	0.0180390526773	0.0336468289201	0.0250154270391	0.0324098450168	0.0441975387358	11.9363698474	0.583995905253	0.58859467235	0.0289912380921	0.632732187587	0.645503967168	0.0597227434812	0.152850551547	300.0	0.607483746839	0.608215594076	0.0136862015425	0.625636671691	0.621987108628	0.0395854515656	0.302750476608	300.0	0.282156234348	0.282326838875	0.0124473008593	0.289945995785	0.288824625993	0.0382203274792	0.315315639532	300.0
BCL6	0.9825444233	5.507985	6.4905294233	0.0204540214752	0.013617547054	0.0210360678226	0.034034682313	0.0227829071567	0.035710770141	0.0194647147337	12.6519626964	0.669135835037	0.672614435804	0.0503873905734	0.657334187789	0.669413464853	0.0248703383633	-0.354838465547	116.750541868	0.545353914288	0.545165321506	0.0160671172872	0.558831674602	0.557602577056	0.0354342267341	0.231979872487	300.0	0.325682631041	0.325815195976	0.0142937580206	0.333444473258	0.333098276285	0.0324150335091	0.34916475396	300.0
NFIL3	0.9992733968	5.4661834444	6.4654568413	0.0166679151168	0.0105844052511	0.0187789453414	0.0352405932036	0.0239731359442	0.0339783751985	0.152657937565	9.71235059687	0.608924066601	0.616257364723	0.0293135539437	0.650541646492	0.666475857747	0.0612985915444	0.157288870667	300.0	0.317929578464	0.318688237567	0.0131511699223	0.324871382702	0.32605769238	0.0394413098396	0.261693023112	300.0	0.280384639106	0.279719160238	0.0143564323873	0.288908755918	0.286294881986	0.0388686489225	0.365009038647	300.0
PRDM1	1.0049048201	3.7260415556	4.7309463757	0.0200877742272	0.0131052700018	0.0226610011506	0.0330693280668	0.0214586593785	0.0336515050024	0.0314889323365	4.52463274951	0.576286386946	0.581219079114	0.0375903352332	0.620441749375	0.64515844536	0.0828570712199	0.0811536939177	300.0	0.380250826966	0.377879572117	0.0182847908391	0.391735709647	0.386657306099	0.0398975071019	0.152204053307	300.0	0.27666311765	0.27671966923	0.0188928631588	0.281389389801	0.279911453592	0.0635261454186	0.0741184532749	220.69296815
NFKB1	1.0533231296	5.5893885	6.6427116296	0.0191623480649	0.0132342882826	0.0199513478081	0.034938948256	0.0246763778844	0.0361054594886	0.0580598083981	15.9183936327	0.665333016235	0.678468760659	0.0234849014424	0.775611562679	0.778422097583	0.0492187291043	0.443003696152	300.0	0.64377990184	0.644505184512	0.0129889899236	0.661427038581	0.660056148954	0.0248928470228	0.375156749941	300.0	0.328682718517	0.328833572163	0.0122210991011	0.337077519094	0.336641244891	0.0343649020591	0.372989669795	300.0
TBP	1.083032377	7.1221270833	8.2051594603	0.0197390544881	0.0120637820302	0.0219154112529	0.0327329628998	0.0211561678136	0.0364773470134	0.0123086293917	4.43724243644	0.656124886986	0.67257568809	0.0612187565647	0.648552836838	0.655813958736	0.0290186077861	-0.139462427994	193.905711223	0.387090963997	0.387903671734	0.0150298795984	0.395116435497	0.397477494185	0.0359889457222	0.239501074613	300.0	0.336894362115	0.336751876502	0.0138248127449	0.347223508001	0.34563757264	0.0405964107849	0.418343766041	300.0
BRCA1	1.189527918	6.5185210556	7.7080489735	0.0209214397362	0.0146361750207	0.0226246879526	0.0341131702398	0.0247628778444	0.0335522238874	0.0696563130646	9.93104540001	0.661909662213	0.675050501059	0.0247448998777	0.744316501412	0.749138341811	0.0525814084045	0.350897432969	300.0	0.586583377695	0.588869821025	0.0173148544004	0.599592464068	0.604571162114	0.0376307652684	0.217157312106	300.0	0.314752873381	0.314861763336	0.0120980428152	0.3229166925	0.322847725894	0.0346291960602	0.357707389096	300.0
ESR2	1.2062266508	2.7405983333	3.9468249841	0.0333111361155	0.0219932155979	0.0344213147834	0.0210326038795	0.0143901852379	0.0218718590387	-0.00070217310962	11.3474901886	0.664670970282	0.677171070735	0.0245278372497	0.75501439567	0.756145431902	0.0481876887637	0.393268347729	300.0	0.492671538753	0.49504860613	0.0185961038594	0.507114025235	0.508402415904	0.0343480825519	0.199294141645	300.0	0.302294849972	0.302012757555	0.014534823123	0.310737838969	0.310081879219	0.0305268002293	0.383854410491	300.0
RREB1	1.2581391138	7.0157968333	8.2739359471	0.0216474235839	0.0152538300724	0.0228918967096	0.0364945070234	0.0250998269854	0.0356651965545	0.0478514147284	6.53846570947	0.661597714764	0.674262540581	0.0242289026084	0.716416667385	0.719522427296	0.0507209240062	0.124203256971	300.0	0.561751206762	0.563044198455	0.0202927478007	0.578263369966	0.578777278663	0.0396688809875	0.213901723099	300.0	0.276641788931	0.277197170699	0.0130626684595	0.286539076451	0.285485898494	0.0388545788388	0.356383266057	300.0
RELA	1.3267648505	7.24568025	8.5724451005	0.0203174959373	0.0142920782575	0.0203785240469	0.0363495053512	0.0252242445286	0.0356095496051	0.069902068717	11.6922709721	0.665421510937	0.678561029856	0.0245782781388	0.773984133739	0.775615397831	0.0501501931929	0.446016234552	300.0	0.642428294846	0.642886759385	0.0129868837701	0.663475983975	0.661674574081	0.0251737306741	0.423663016974	300.0	0.307538997134	0.307540228292	0.0126684973771	0.316834340537	0.31631504165	0.0341159732617	0.400619051621	300.0
JUN	1.4216276481	5.9365860556	7.3582137037	0.0212089998352	0.0135438808866	0.0238436051759	0.0340313838493	0.0222910486139	0.0343110230888	0.0536328152285	9.19953127632	0.627337924411	0.650827582349	0.0756837910341	0.617624141996	0.624649887675	0.0375751430128	-0.10491926399	300.0	0.403307072771	0.402958045297	0.0200763808506	0.421797220163	0.415448906187	0.0564841697066	0.246738240866	300.0	0.31552924842	0.315013244555	0.0189657471285	0.328452815289	0.325159907478	0.0607917002392	0.412721066651	300.0
IRF1	1.4436679894	5.100647	6.5443149894	0.0184782877086	0.0127538631968	0.0180647634128	0.0318979681531	0.0227521798944	0.0307965100811	0.0607721761446	54.2800289356	0.685373327819	0.694225438511	0.0182431005484	0.746166858834	0.749839718837	0.0434802902654	0.287703373681	300.0	0.473884616209	0.474734844532	0.0120902267328	0.488400813217	0.489646494211	0.0271321017169	0.368734194808	300.0	0.290177674793	0.272702719564	0.16058330371	0.365261348922	0.383443549109	0.172064488664	0.15805734157	300.0
REL	1.4884503201	4.7665549444	6.2550052646	0.0182249703305	0.0135079051648	0.0179185880266	0.0337426574818	0.0246077725246	0.0328294680628	0.0993668779259	12.2245796855	0.658252451855	0.673474320506	0.0262319815689	0.72972039407	0.733151441852	0.0558875585189	0.246075377685	300.0	0.595377655907	0.595784580709	0.0121701838701	0.616492671741	0.614998189092	0.0243077189386	0.448496384803	300.0	0.337272287325	0.336981161717	0.0130927568536	0.348217423094	0.34758994155	0.0406798318439	0.453987275094	300.0
SOX5	1.4915345926	3.8766035556	5.3681381481	0.0198422099335	0.0143343236065	0.0200650500297	0.0369866866179	0.0268097752014	0.0363071368882	0.126116024563	13.6041429748	0.625675432786	0.629820784479	0.0221897926037	0.668411973761	0.678502978183	0.0482049788044	0.247191618275	300.0	0.527728292065	0.529184226991	0.014741330908	0.539680004254	0.546280607285	0.0372579000004	0.314631035937	300.0	0.320628327337	0.320341013301	0.0146210999666	0.33090860566	0.330389819677	0.0305320719902	0.478687762791	300.0
E2F6	1.5822735344	5.2749288889	6.8572024233	0.0193339509191	0.0130049793099	0.0203579227734	0.0342851472756	0.0234468826259	0.0339776423128	0.0560289494802	30.2273425517	0.646922297543	0.663046348182	0.0281763852477	0.717592678518	0.723066670729	0.061664068331	0.14131111702	300.0	0.542559524936	0.53941804788	0.0203382786749	0.565192056184	0.558920466138	0.0395308053547	0.288026542246	300.0	0.328368162771	0.328182975441	0.0166401781269	0.340691943228	0.339197199515	0.0446991483597	0.461629858215	300.0
TP63	1.6135303228	2.9397125556	4.5532428783	0.0201085067611	0.0128876368665	0.0222187570014	0.0345731079274	0.0232084426725	0.0360469878899	0.0880806841515	21.0066374866	0.681092613062	0.683274756599	0.0677966952992	0.637451591615	0.65720814204	0.0343658709722	-0.192378381443	300.0	0.465628917269	0.464938220369	0.015388591887	0.484871560216	0.481023072945	0.0375512733474	0.311418598746	300.0	0.325770427959	0.325357632081	0.0166059097708	0.341006029835	0.336857511656	0.0617862157672	0.507185778324	300.0
NR4A2	1.9498718704	3.9887769444	5.9386488148	0.0194945249131	0.013055276717	0.0204675937181	0.0343273257821	0.0237262710189	0.0341050073497	0.0804174803301	48.6910727291	0.652615506395	0.670929440133	0.0271187688162	0.726455525547	0.730384256215	0.0638650615138	0.203178534913	300.0	0.430446680198	0.429260577454	0.0163758247434	0.450815743744	0.446831154379	0.0320866055684	0.320150150382	300.0	0.324994984916	0.324968395094	0.0168407638677	0.340123359824	0.338270216205	0.0460508898333	0.543191495154	300.0
PAX6	1.9628858042	3.2277611111	5.1906469153	0.018048579187	0.0107290084504	0.021127755958	0.0344222273317	0.0230433558951	0.0367310949662	0.124238802026	6.60582682219	0.626614552439	0.631662659415	0.0258774314454	0.660923943381	0.674784566992	0.0555442660964	0.149761286241	300.0	0.627118886918	0.627723009039	0.01998373915	0.650941820202	0.653571489343	0.0477382153391	0.334053927971	300.0	0.289447553923	0.2893190356	0.0129184092533	0.300551042721	0.300723879512	0.0294300039843	0.45439190567	300.0
KLF1	1.9930731429	5.8667564444	7.8598295873	0.0183863377022	0.0124838149913	0.0201948386422	0.0338682997532	0.0226239044141	0.0370627640304	0.105148719816	24.1720927219	0.657966129077	0.671746240906	0.0540334087741	0.637980807083	0.641125405398	0.0279952669248	-0.00327113638922	300.0	0.449783353165	0.450082151296	0.0171608832311	0.469475258155	0.468872606894	0.0384911270929	0.288664730598	300.0	0.306075922218	0.306016177712	0.0136423269909	0.31969612303	0.318792030705	0.0332332468747	0.529307733343	300.0
NR3C1	2.2382088161	5.5904311944	7.8286400106	0.0195058788811	0.0129911761496	0.0210865685097	0.0333238989973	0.0223243683832	0.0371062133039	0.0753569284612	10.6391972359	0.682956308104	0.686318378364	0.0500865636829	0.66818272908	0.680026848547	0.0238933620855	-0.284046686412	93.7476940969	0.447256499082	0.448944276885	0.0131453755151	0.466358446653	0.469773419399	0.0299142938519	0.362645600898	300.0	0.28755347796	0.287336834246	0.0141096633148	0.30100250193	0.300585980074	0.0310548628141	0.514327082578	300.0
ELF1	2.2454946138	6.3416162222	8.587110836	0.0196308827378	0.0137053890026	0.020768983991	0.0336442817127	0.0236257065777	0.0346028618809	0.080607770454	16.5139660545	0.643418267412	0.66081489607	0.0666905031475	0.641976063741	0.646228412057	0.0327908413564	-0.166298319451	300.0	0.484130838965	0.483064061766	0.0149040225063	0.509508129444	0.505543093497	0.0348614286689	0.419260300919	300.0	0.319855407531	0.319641784545	0.0148391904309	0.336331392403	0.334543931745	0.0469881897716	0.550283553651	300.0
MYC	2.4499387804	7.7905577222	10.2404965026	0.0203508963402	0.0131396997786	0.0222403611999	0.0356127767876	0.0251046263357	0.0359877538879	0.114940039815	16.5757793503	0.524601288424	0.528229700309	0.0355649692431	0.634490312343	0.652066541544	0.0688272690264	0.393718949721	300.0	0.460962689741	0.460302537617	0.018259506006	0.485384771142	0.483513993378	0.0404769820494	0.314188698557	300.0	0.29377698005	0.293741180176	0.0125498330024	0.30941553856	0.308593255928	0.0374955370135	0.592538256693	300.0
