CELL	FACTOR	BinDNase_80	BinDNase_85	BinDNase_90	BinDNase_95	BinDNase_99	BinDNase_rank	Boyle	Centipede_80	Centipede_85	Centipede_90	Centipede_95	Centipede_99	Cuellar_80	Cuellar_85	Cuellar_90	Cuellar_95	Cuellar_99	DNase2TF_TC	DNase2TF_rank	FLR_80	FLR_85	FLR_90	FLR_95	FLR_99	FS	HINTBCN	HINTBC	HINT	Neph	PIQ_80	PIQ_85	PIQ_90	PIQ_95	PIQ_99	PWM	Protection	TC	Wellington_TC	Wellington_rank
H1hesc	ATF3	0.990662963369	0.990473801513	0.990420507281	0.990716225169	0.990173150669	0.989440814397	0.990374668455	0.98430986495	0.988700308147	0.989018306989	0.988812920781	0.988455611565	0.983413147734	0.983413147734	0.983413147734	0.983413147734	0.983413147734	0.99203076898	0.989130419004	0.987715084389	0.988502679183	0.989060362661	0.988856331316	0.988502679183	0.676745234147	0.993885219319	0.994279135985	0.99318933304	0.990385242139	0.988515580719	0.989381455715	0.990648664075	0.989724586476	0.98856410573	0.823504818594	0.899669332406	0.984417785261	0.990510357174	0.98790329418
H1hesc	BACH1	0.83602916693	0.834736181531	0.837577195421	0.839399329865	0.834540496313	0.831168494092	0.8359635765	0.81903629022	0.831832671852	0.83370667721	0.832473199948	0.830501902626	0.817925628108	0.817925628108	0.817925628108	0.817925628108	0.817925628108	0.842608151545	0.835388232745	0.828390504761	0.831723082158	0.834787339175	0.833591278168	0.831723082158	0.510686529662	0.855433719244	0.859413995005	0.848677787973	0.835930638631	0.8986201748	0.899409466343	0.902973346345	0.8996809137	0.896124282426	0.646285282028	0.65668902191	0.820402985442	0.836043991063	0.829109980461
H1hesc	BRCA1	0.999659900713	0.999716350388	0.999434302186	0.999434302186	0.999575426375	0.999659900713	0.999596044519	0.998306109376	0.999152253984	0.999152253984	0.999152253984	0.999152253984	0.172659940748	0.172659940748	0.996517935783	0.996517935783	0.996517935783	0.999775802706	0.999108015053	0.998971895268	0.998971895268	0.998971895268	0.998971895268	0.998971895268	0.576266714711	0.999815837937	0.999758187205	0.999786812395	0.999571422852	0.999148850989	0.99957362479	0.99978601169	0.99978601169	0.999758787733	0.526369204901	0.839547601884	0.998299103211	0.999686724317	0.999062575066
H1hesc	CEBPB	0.799360540766	0.797950911191	0.801305023451	0.803392633313	0.797869615874	0.794345073015	0.806266888461	0.78289900478	0.795434998518	0.797607391265	0.796151832981	0.794069013533	0.802181876407	0.802181876407	0.802181876407	0.802181876407	0.802181876407	0.812367873358	0.805860009777	0.799410865373	0.802463615909	0.80528047498	0.804160610367	0.802463615909	0.50236678683	0.824180731677	0.827879971571	0.817934722064	0.806265411399	0.803259168677	0.803840353362	0.80747830187	0.80404346226	0.800428583801	0.635231299018	0.58636347599	0.792196853326	0.806340166601	0.800069277032
H1hesc	CTCF	0.941446689978	0.940296408368	0.942239061897	0.943583080948	0.939958902274	0.93670515121	0.923436141482	0.92392154881	0.936763310609	0.938240443501	0.937287117898	0.935632970833	0.927683544389	0.927683544389	0.929576020215	0.929576020215	0.929576020215	0.930543973152	0.922745337002	0.917195556537	0.920513718926	0.923545953768	0.922367813244	0.920513718926	0.598157917407	0.940711273613	0.942119460366	0.938362832407	0.922989242959	0.918414502563	0.919158529644	0.923151988759	0.919395746651	0.915370913395	0.82872253679	0.797998168064	0.906876000978	0.923804630074	0.916593147239
H1hesc	EGR1	0.944115308986	0.943108491316	0.944791042764	0.946148703776	0.942721285144	0.939809321256	0.954170215017	0.927488958903	0.939608525672	0.941042207541	0.940104763615	0.938567871281	0.924977054705	0.924977054705	0.935216676609	0.935216676609	0.935216676609	0.96092865686	0.953463029714	0.947058452963	0.950187928698	0.95268462488	0.951742246758	0.950187928698	0.483153350518	0.972286009383	0.974260259025	0.96611120276	0.952972471831	0.950836869916	0.951930168836	0.955550565001	0.952268705327	0.948581436627	0.719318737545	0.765142328967	0.939749553627	0.954775205812	0.947574879005
H1hesc	FOSL1	0.995699591003	0.995483360324	0.995571292031	0.995949194508	0.995221412365	0.994506076045	0.996708389682	0.989624362663	0.993863995498	0.994241897975	0.99398996299	0.993612060513	0.982147340495	0.982147340495	0.982147340495	0.982147340495	0.982147340495	0.998430801413	0.995415927619	0.994531722324	0.995291593288	0.995713478514	0.995620072897	0.995291593288	0.539650154797	0.999122608934	0.999135020967	0.999166298839	0.996663528405	0.994947424059	0.995698284473	0.996933608385	0.996027158294	0.99489421676	0.651422336193	0.800697745476	0.990947584492	0.996803541092	0.994264131508
H1hesc	GABP	0.987789916215	0.987367830642	0.987300801423	0.987805418461	0.98679594135	0.985182110393	0.988486970006	0.974987628443	0.983861067073	0.984442970861	0.984075738676	0.983353774802	0.94334551238	0.94334551238	0.973267997809	0.973267997809	0.973267997809	0.991957940751	0.985876526055	0.983340630545	0.985029356868	0.986129712095	0.985752526638	0.985029356868	0.623741877508	0.99601887994	0.996193170752	0.994880631776	0.987615438026	0.984794723062	0.986388302401	0.989062050282	0.986907970867	0.984161763527	0.743307350436	0.90942122115	0.976407171135	0.988779432979	0.983431837035
H1hesc	JUN	0.990771266118	0.990519351356	0.990568208146	0.990916073931	0.99024225369	0.989306490845	0.991097122586	0.984018663157	0.988709562971	0.98907804542	0.988838216246	0.988432810713	0.980047684463	0.980047684463	0.980047684463	0.980047684463	0.980047684463	0.992712771126	0.98988942604	0.986621768083	0.987539288022	0.988181166642	0.987942992239	0.987539288022	0.639091946727	0.994872691267	0.99534459387	0.993894707865	0.991067958923	0.989208107272	0.990121808131	0.991369255937	0.990467875837	0.989352114033	0.668420520673	0.860734003406	0.985152190176	0.991224282769	0.988649070112
H1hesc	JUND	0.94411877834	0.943172297902	0.945168742735	0.946708299554	0.942886715004	0.940308017252	0.9485255568	0.929665848859	0.940387728558	0.941939208222	0.940905170907	0.939351169739	0.920072081824	0.920072081824	0.943243447603	0.943243447603	0.943243447603	0.953422203965	0.947152970087	0.939981920505	0.942725327653	0.944934027567	0.944100642171	0.942725327653	0.48091538854	0.961641999636	0.963864131703	0.957527252379	0.948503048533	0.944752817691	0.945791155597	0.94886077899	0.946130243978	0.94304840846	0.703095949861	0.701032455734	0.935296279524	0.948668359434	0.942808767106
