CELL	FACTOR	BinDNase_80	BinDNase_85	BinDNase_90	BinDNase_95	BinDNase_99	BinDNase_rank	Boyle	Centipede_80	Centipede_85	Centipede_90	Centipede_95	Centipede_99	Cuellar_80	Cuellar_85	Cuellar_90	Cuellar_95	Cuellar_99	DNase2TF_TC	DNase2TF_rank	FLR_80	FLR_85	FLR_90	FLR_95	FLR_99	FS	HINTBCN	HINTBC	HINT	Neph	PIQ_80	PIQ_85	PIQ_90	PIQ_95	PIQ_99	PWM	Protection	TC	Wellington_TC	Wellington_rank
H1hesc	ATF3	0.930815283428	0.929413690993	0.927676736026	0.929925313845	0.926407182552	0.920349217181	0.928425734494	0.873526889514	0.91243399131	0.914858745751	0.91330782024	0.910497188856	0.86656219402	0.86656219402	0.86656219402	0.86656219402	0.86656219402	0.942599139401	0.915731575535	0.904514831628	0.910964334023	0.915276101019	0.913738629975	0.910964334023	0.42924579525	0.957138851592	0.959993071368	0.951932226522	0.9285248958	0.91109334939	0.919752099351	0.93115911516	0.92318340696	0.913005045033	0.325755995758	0.78795215242	0.874601949564	0.929776046158	0.906106622729
H1hesc	BACH1	0.472418487117	0.466960355343	0.476863200241	0.484144400367	0.464987963389	0.450173766851	0.475044122398	0.388009004997	0.449233449842	0.456697718386	0.451862182143	0.443490719435	0.349552425154	0.349552425154	0.349552425154	0.349552425154	0.349552425154	0.504877581622	0.465554915281	0.437136210478	0.451379515019	0.463242723757	0.458747549616	0.451379515019	0.16484263429	0.557000003839	0.571701960646	0.530486186619	0.474648547473	0.533234879563	0.541127115011	0.561108678231	0.543841293759	0.524347268349	0.124420305891	0.291921414425	0.396851765777	0.475791643885	0.440494344348
H1hesc	BRCA1	0.996599007126	0.997163503883	0.994343021859	0.994343021859	0.995754263752	0.996599007126	0.995960445192	0.983061093763	0.991522539835	0.991522539835	0.991522539835	0.991522539835	0.0457342461366	0.0457342461366	0.965179357835	0.965179357835	0.965179357835	0.997758027064	0.991080150532	0.989718952678	0.989718952678	0.989718952678	0.989718952678	0.989718952678	0.345391944912	0.998158379374	0.997581872047	0.997868123949	0.995714228521	0.991488509889	0.995736247898	0.997860116903	0.997860116903	0.997587877332	0.00994875490432	0.707232364481	0.982991032108	0.996867243174	0.990625750661
H1hesc	CEBPB	0.409086588971	0.403321563215	0.416918739001	0.425355363433	0.402532270476	0.387960447666	0.457971182553	0.338421119457	0.391112477685	0.399907871544	0.394063624109	0.385263309259	0.420110702821	0.420110702821	0.420110702821	0.420110702821	0.420110702821	0.480356545418	0.450017064352	0.429231433999	0.439502121263	0.448104727149	0.444817239042	0.439502121263	0.190717079663	0.518982558624	0.530333458247	0.499563423939	0.457953847024	0.439840645026	0.445652491881	0.459661324167	0.447683580863	0.434274888055	0.161614789851	0.259378936305	0.398383743401	0.458745586338	0.431817829939
H1hesc	CTCF	0.657492552062	0.650249001613	0.65914931205	0.66648052979	0.646874010176	0.625285751046	0.526893063665	0.532866319307	0.621431625761	0.629689589574	0.624479051594	0.614564110687	0.500568927311	0.500568927311	0.501826663534	0.501826663534	0.501826663534	0.570920262546	0.516468491424	0.492543036653	0.510888442287	0.527098050973	0.520869835512	0.510888442287	0.250668181009	0.643896483091	0.650949121578	0.625195786521	0.521800340808	0.496089444012	0.50352971483	0.529314423284	0.505901884894	0.48054190159	0.467364276718	0.432494308497	0.421560310528	0.529802311897	0.483670005589
H1hesc	EGR1	0.676751014594	0.670333282517	0.678078529901	0.686267525566	0.666461307883	0.646552507129	0.677952995019	0.552252773668	0.640847023067	0.649670631231	0.643966400063	0.634138122382	0.553182310776	0.553182310776	0.559897734748	0.559897734748	0.559897734748	0.733428210381	0.669371489738	0.619883770909	0.644342774474	0.662870502156	0.65597899389	0.644342774474	0.109333800276	0.822618427755	0.836674474469	0.770541771823	0.666777882505	0.650818464459	0.661751453657	0.691494019655	0.665136818569	0.63512053269	0.225317535968	0.458669312866	0.561880711769	0.683775411863	0.623678130572
H1hesc	FOSL1	0.956995910032	0.954833603239	0.95571292031	0.959491945081	0.952214123652	0.945060760449	0.967083896817	0.896243626627	0.938639954981	0.942418979751	0.939899629904	0.936120605134	0.85984096987	0.85984096987	0.85984096987	0.85984096987	0.85984096987	0.984308014126	0.954159276185	0.945317223235	0.952915932884	0.957134785138	0.956200728974	0.952915932884	0.220895486279	0.991226089336	0.991350209666	0.991662988391	0.966635284047	0.949474240588	0.956982844735	0.969336083849	0.96027158294	0.948942167597	0.151191897001	0.68551861872	0.909475844917	0.968035410922	0.942641315078
H1hesc	GABP	0.896576274373	0.892991240786	0.890730502725	0.894823830403	0.887272347863	0.872722703144	0.894131646574	0.775552555082	0.858876447803	0.863742642973	0.860706143272	0.854439347239	0.740995905411	0.740995905411	0.766414431738	0.766414431738	0.766414431738	0.92805482838	0.867951254229	0.84361083158	0.860016161593	0.870572901873	0.866979872274	0.860016161593	0.228502100465	0.967599856376	0.969115807605	0.956544977497	0.885450327452	0.857669118542	0.873604911934	0.899895578754	0.87880159659	0.851821233796	0.321238541167	0.703760270563	0.77542216442	0.897069405723	0.844422343375
H1hesc	JUN	0.924855027812	0.922743265073	0.922213493238	0.925081196242	0.919972288421	0.911666680614	0.928147471821	0.862590769665	0.90526964774	0.908330205721	0.906342174812	0.902929879296	0.826723440426	0.826723440426	0.826723440426	0.826723440426	0.826723440426	0.942263505208	0.915862918899	0.885674929415	0.893717444485	0.899089844345	0.897115240234	0.893717444485	0.444310284791	0.960292336946	0.964002638305	0.952290425632	0.927852062658	0.910283115301	0.91942012389	0.930865032793	0.922880800955	0.912814006785	0.135065199416	0.7245814048	0.873342511832	0.92941530112	0.905559371152
H1hesc	JUND	0.673403103435	0.667205834141	0.679110845694	0.689840964065	0.664351374125	0.646978114446	0.710964705818	0.568223180927	0.644363823488	0.654884667344	0.647863449556	0.637409459591	0.628980967967	0.628980967967	0.650502404908	0.650502404908	0.650502404908	0.745309222324	0.69568984306	0.642382770767	0.66158215349	0.675765541296	0.670550603187	0.66158215349	0.211145230062	0.799229046112	0.812647285149	0.773233035939	0.71069290611	0.680822748695	0.691206127751	0.714027214776	0.694597011566	0.671997529339	0.156471967356	0.410535342122	0.61195304613	0.71234652753	0.668063379745
