ARID3A_F	ARID3A_R	ATF3_F	ATF3_R	BHLHE40_F	BHLHE40_R	BRCA1_F	BRCA1_R	CEBPB_F	CEBPB_R	CTCF_F	CTCF_R	ELF1_F	ELF1_R	GABP_F	GABP_R	JUN_F	JUN_R	JUND_F	JUND_R	MAFF_F	MAFF_R	MAFK_F	MAFK_R	MAX_F	MAX_R	MYC_F	MYC_R	NRF1_F	NRF1_R	P300_F	P300_R	RAD21_F	RAD21_R	REST_F	REST_R	RXRA_F	RXRA_R	SP1_F	SP1_R	SP2_F	SP2_R	SRF_F	SRF_R	TBP_F	TBP_R	USF1_F	USF1_R	USF2_F	USF2_R	YY1_F	YY1_R
0.100278551532	0.120705663881	0.661938534279	0.780141843972	0.348708487085	0.372693726937	0.0	0.133333333333	0.0902852049911	0.102139037433	0.262936577599	0.171956969932	0.292450920866	0.318660190245	0.484486873508	0.522502557109	0.0716061185468	0.0784894837476	0.124838887866	0.146197753637	0.015243990628	0.0209134823985	0.0118728926126	0.0157760294268	0.227597812369	0.269667648296	0.333109469443	0.329751511081	0.818205062644	0.896957299923	0.191629955947	0.204845814978	0.277038957556	0.176616526229	0.180140038192	0.147040101846	0.195689166194	0.171109850633	0.45197740113	0.481436642454	0.485714285714	0.541558441558	0.0896933364077	0.0869264468527	0.251968503937	0.419291338583	0.117013242032	0.126428679321	0.206552901024	0.22566552901	0.261811477299	0.263655220097
0.0965645311049	0.117920148561	0.657210401891	0.690307328605	0.353013530135	0.40405904059	0.6	0.733333333333	0.0852049910873	0.0995543672014	0.195145849068	0.159056114638	0.264824934224	0.30904675167	0.500852369587	0.50886464371	0.0641491395793	0.0817399617591	0.12219971767	0.134659056036	0.0155621763906	0.0208267044633	0.00997241238377	0.0162869112087	0.228439209087	0.230963399243	0.335795836132	0.350570852921	0.882383022245	0.909230375863	0.224669603524	0.208149779736	0.200889564382	0.163183657048	0.150222788033	0.14863144494	0.175080355455	0.181508791832	0.499461931665	0.468792036589	0.492207792208	0.533766233766	0.100530320498	0.100299746368	0.318897637795	0.244094488189	0.125925180001	0.132319621369	0.221706484642	0.237679180887	0.256741184605	0.299838672505
0.08356545961	0.103992571959	0.673758865248	0.527186761229	0.319803198032	0.40098400984	0.133333333333	0.4	0.0797682709447	0.1	0.20371920227	0.136683745331	0.272414490994	0.316029143898	0.503579952267	0.491305830208	0.063862332696	0.0728489483748	0.12158595716	0.137114098079	0.0166324375922	0.0215498539238	0.0116481046286	0.0166547460918	0.246529238536	0.240639461506	0.325050369375	0.310946944258	1.00792636154	0.920225006392	0.192731277533	0.208149779736	0.211036856575	0.139447039628	0.124443029917	0.140038192234	0.160710909435	0.176403857062	0.514258810869	0.509416195857	0.488311688312	0.545454545455	0.0883098916302	0.100991468757	0.389763779528	0.409448818898	0.126529379185	0.126932178642	0.21638225256	0.229351535836	0.250288084812	0.274948144734
0.0705663881151	0.110492107707	0.661938534279	0.48463356974	0.364698646986	0.375768757688	0.6	0.2	0.0627450980392	0.0954545454545	0.220253526302	0.147114658393	0.204209674155	0.331208257438	0.554210705762	0.513808387317	0.100095602294	0.077724665392	0.103664150249	0.138464371202	0.0142894333401	0.019640739348	0.0115254930009	0.0151425360172	0.252419015566	0.251156920488	0.330423102754	0.288784419073	0.93352083866	0.969572999233	0.219162995595	0.212555066079	0.226458952639	0.150533068103	0.142266072565	0.14353914704	0.126678010966	0.190584231424	0.54654291095	0.490180252892	0.541558441558	0.524675324675	0.0779340557989	0.0986857274614	0.34842519685	0.314960629921	0.133477669805	0.131262272796	0.22252559727	0.228395904437	0.256971652454	0.262733348698
0.0603528319406	0.120705663881	1.24586288416	0.5768321513	0.388068880689	0.346863468635	0.266666666667	0.4	0.0914438502674	0.0934937611408	0.181816326114	0.147869929984	0.226877150374	0.321392430682	0.505625639277	0.493692465053	0.0929254302103	0.0760994263862	0.0896090345547	0.128889707236	0.0182522923838	0.0198142952185	0.0114233166445	0.0154899356289	0.256625999159	0.245687841817	0.359301544661	0.306917394224	0.777550498594	0.983891587829	0.213656387665	0.236784140969	0.187769607295	0.150063699962	0.205919796308	0.167091024825	0.17451314048	0.192664019663	0.599408124832	0.519370460048	0.562337662338	0.606493506494	0.0615632925986	0.0986857274614	0.324803149606	0.358267716535	0.143900105735	0.130204924223	0.252013651877	0.233174061433	0.282553583775	0.260428670201
0.0640668523677	0.124419684308	1.00709219858	0.583924349882	0.394833948339	0.327183271833	0.133333333333	0.2	0.10935828877	0.0899286987522	0.169895282614	0.146645165241	0.333738109694	0.3128921271	0.366348448687	0.522673031026	0.0568833652008	0.0690248565966	0.120051555883	0.138464371202	0.024587081658	0.0206242226143	0.0153060181874	0.0155921119853	0.193521245267	0.230963399243	0.218938885158	0.312961719275	0.72538992585	0.84607517259	0.181718061674	0.193832599119	0.175789544266	0.149326121455	0.15340547422	0.154678548695	0.223104556627	0.172622423899	0.619585687382	0.532553134248	0.562337662338	0.558441558442	0.0583352547844	0.101222042887	0.271653543307	0.320866141732	0.151754695131	0.12119228639	0.267440273038	0.207508532423	0.274948144734	0.266651302143
0.0928505106778	0.101207056639	0.371158392435	0.498817966903	0.254612546125	0.394218942189	0.266666666667	0.266666666667	0.105258467023	0.10935828877	0.142521790606	0.168017310008	0.354078121838	0.317243472981	0.206443914081	0.523525400614	0.0845124282983	0.0795411089866	0.143251703185	0.130301356411	0.0233432645859	0.0178762546643	0.0172882395014	0.0144273015224	0.157341186369	0.276819520404	0.194089993284	0.357958361316	0.642546663257	0.826131424188	0.197136563877	0.221365638767	0.145571176326	0.171721687043	0.185868873329	0.144175684278	0.232369067877	0.170542635659	0.619316653215	0.557573311811	0.602597402597	0.516883116883	0.0571823841365	0.0929213742218	0.161417322835	0.385826771654	0.113639796586	0.130003524495	0.20614334471	0.214880546075	0.274026273335	0.279557501729
0.0909935004643	0.116063138347	0.366430260047	0.548463356974	0.20356703567	0.364083640836	0.2	0.8	0.0921568627451	0.0979500891266	0.133376880524	0.20471942681	0.356810362275	0.332726168792	0.423457211047	0.512615069894	0.0991395793499	0.0762906309751	0.124347879457	0.133186030811	0.0181655144485	0.0194382574991	0.0143455604373	0.0155921119853	0.164913756836	0.258308792596	0.24042981867	0.333109469443	1.03068268985	0.880848887752	0.220264317181	0.223568281938	0.136787286829	0.211461522988	0.219605346913	0.155633354551	0.201739459255	0.17148799395	0.609496906107	0.563223029325	0.57012987013	0.592207792208	0.0574129582661	0.10514180309	0.242125984252	0.318897637795	0.0687780071497	0.127435677962	0.107440273038	0.224846416382	0.322654989629	0.271260659138
0.0826369545032	0.1095636026	0.605200945626	0.498817966903	0.240467404674	0.359778597786	0.333333333333	0.533333333333	0.0723707664884	0.0934937611408	0.206270795485	0.201412562004	0.30935033394	0.319064966606	0.687691783157	0.53869757927	0.0804971319312	0.0751434034417	0.132633646351	0.141471797705	0.0159092881317	0.0199878510891	0.0169817104322	0.0146520895065	0.195204038704	0.248212031973	0.276695768972	0.318334452653	1.36180005114	0.958834057786	0.218061674009	0.216960352423	0.210969803983	0.210299278067	0.200190961171	0.138765117759	0.160710909435	0.183399508414	0.567124024751	0.518563357546	0.611688311688	0.558441558442	0.0627161632465	0.0963799861656	0.350393700787	0.30905511811	0.082120739137	0.135542017018	0.142798634812	0.251194539249	0.288084812169	0.284627794423
0.0454967502321	0.101207056639	0.780141843972	0.657210401891	0.338253382534	0.349938499385	0.133333333333	0.266666666667	0.0719251336898	0.107754010695	0.273081712221	0.168792994346	0.251669702489	0.320178101599	0.655642686669	0.535799522673	0.0771510516252	0.0872848948375	0.151230589824	0.137666482539	0.0150704347575	0.0191489977148	0.0134055379585	0.0153877592725	0.276819520404	0.221287336979	0.370718603089	0.329751511081	1.05446177448	1.14778828944	0.246696035242	0.202643171806	0.282537270065	0.173599159608	0.239338001273	0.12380649268	0.190206088107	0.177727358669	0.596448748991	0.508878127522	0.632467532468	0.596103896104	0.0721697025594	0.109753285681	0.377952755906	0.261811023622	0.136599365591	0.141986808318	0.233583617747	0.258020477816	0.196128140124	0.259737266651
