ER_0min_F	ER_0min_R	ER_10min_F	ER_10min_R	ER_160min_F	ER_160min_R	ER_2min_F	ER_2min_R	ER_40min_F	ER_40min_R	ER_5min_F	ER_5min_R
-0.0877996731654	-0.0652688224786	-0.0185521373273	-0.0156974454796	-0.024285205707	-0.0151836897922	-0.0201749532407	-0.0207555220977	-0.0197462727983	-0.0125385380825	-0.0225399138386	-0.0167996475926
-0.0347191125945	-0.0682242155431	-0.019138146097	-0.0227935942039	-0.0170119344752	-0.0280772289586	-0.0171450332873	-0.0346470908252	-0.0160780283346	-0.0193039254254	-0.0176532736759	-0.0320650511403
-0.0901894256932	-0.0488141314932	-0.0167521551227	-0.018616975454	-0.0294180621682	-0.0267772920149	-0.025098731547	-0.0259093944174	-0.0152895233276	-0.0158489465543	-0.0255445573059	-0.0260241126578
-0.0494696622545	-0.0584095135249	-0.0163569005006	-0.0178901522811	-0.0256565719471	-0.0278502619536	-0.0259044468611	-0.0299287913831	-0.0154183729152	-0.0195573593704	-0.0174707644179	-0.0263812465176
-0.0623226276575	-0.0937437673305	-0.0166661961698	-0.0215870282128	-0.0185311963987	-0.0255020319071	-0.0274711471538	-0.0291168486006	-0.0162369644735	-0.0202364686323	-0.0202090819781	-0.0253952098422
-0.106677013464	-0.09831818348	-0.018306158331	-0.0205065535969	-0.0273121620701	-0.022884283564	-0.0330992720105	-0.0250258091268	-0.0171091683522	-0.0177386983818	-0.0290128273156	-0.0233652548731
-0.0616499113535	-0.0684127530402	-0.019248958652	-0.0223222962388	-0.0293785975048	-0.0309322949011	-0.0322797505869	-0.0278087375	-0.0189308402037	-0.0185180908113	-0.0285037552646	-0.0281384133229
-0.0749539721007	-0.00977784423469	-0.0112343080916	-0.0191235482515	-0.0148379674797	-0.0259045323251	-0.013718352994	-0.0279059425935	-0.010203967437	-0.0189684110954	-0.0167533245949	-0.0234195800827
-0.0296531487657	-0.078592278005	-0.0158421309266	-0.0194193982949	-0.0229194655579	-0.0387972223149	-0.025757296667	-0.035061208712	-0.0132395010814	-0.0187607220961	-0.0171120515159	-0.0249628315287
-0.0987705122984	-0.0743969178695	-0.0168114127629	-0.0239476242475	-0.0218149702003	-0.0436500890025	-0.0177177819161	-0.0348039106126	-0.0166784210113	-0.0226092119815	-0.0186358897729	-0.0329219261929
