AR_10nmR_F	AR_10nmR_R	AR_1nmR_F	AR_1nmR_R	AR_R1881_F	AR_R1881_R	AR_ethl_F	AR_ethl_R
-0.0395717100028	-0.0365801422553	0.00778801924292	-0.0236165611958	-0.0122323910673	-0.0113021249146	-0.014871833359	-0.00409729328147
-0.0298878305219	-0.024060600373	-0.0486317931504	-0.0329256909017	-0.00650123254284	-0.0124019607007	-0.0126055184208	-0.00951414221954
-0.0347825106071	-0.0438520245155	-0.013872090562	-0.0731606024501	-0.0115390023233	-0.0126629012131	-0.0147767542678	-0.011912016941
-0.0144683817407	-0.0502361557776	-0.0516551221094	-0.019490075372	-0.00470440715639	-0.0114491282416	-0.0145517273139	-0.0154551673779
-0.00779009402064	-0.026130894422	0.101251550253	0.0158736817985	-0.00713101345959	-0.0135771942375	-0.018656015052	-0.0125198570309
0.00623305574736	-0.0147793899581	-0.0134940257513	-0.0339077474299	-0.00792170342994	-0.0110568816898	-0.0153758276545	-0.0135259653501
-0.0197615778281	-0.0292438036171	-0.0507403825462	0.032940180858	-0.0148653545101	-0.0102296832558	-0.0167580538319	-0.0183414555401
-0.00172821571386	-0.0264429896884	-0.0199060868198	0.0209558312439	-0.0160743083354	-0.0131145575433	-0.0204959901039	-0.0120431641305
-0.0427178985776	-0.0149896091893	-0.025499512562	-0.0512188356989	-0.0198961325243	-0.013932450269	-0.0282543846896	-0.0191817497231
-0.0122254427781	-0.0256937357783	-0.0266889592276	-0.0254930442413	-0.0185419023085	-0.0142007019684	-0.025887174061	-0.0148189731367
-0.0104830934808	-0.00707336767967	-0.0140719283714	0.0301236386204	-0.00890458992739	-0.0131768927429	-0.00893229041964	-0.0168480325514
-0.0230761252339	-0.034755355758	0.031234856157	-0.0296433560463	-0.00833204364744	-0.0118649465613	-0.0126405021938	-0.0212705419542
0.0255888356413	-0.0112700259801	0.00695118563728	0.0143354713363	-0.00660921028084	-0.0115013205865	-0.00881023758022	-0.016449341727
-0.0444913669308	-0.0347708082481	-0.0422479677318	-0.08043539276	-0.00372747880486	-0.012836039826	0.00189707985038	-0.0191124705268
-0.0352293671768	0.0181424687386	-0.027024630842	-0.0334442601148	-0.00719898793813	-0.0107724911361	-0.00738761767698	-0.018911226477
-0.0269784527435	-0.0108588828633	-0.018889904862	0.0782167839099	-0.00958204065833	-0.0104214934803	-0.00657592076116	-0.0222147221179
-0.0370903451718	-0.0539675328147	0.0442750526456	-0.00382952533166	-0.0143510437591	-0.00797553004707	-0.0123888199632	-0.017662142044
-0.0260429650189	-0.0191522047775	0.0339982620093	-0.0220110767369	-0.0155249562132	-0.00795130977159	-0.0217886614502	-0.0185700814607
0.00143470230633	-0.0684622342479	0.0476939890202	-0.100762410081	-0.0116339195497	-0.0115859447005	-0.0167255469301	-0.012965957282
0.00800822841903	-0.0227078749718	-0.0151853045654	-0.0825169335943	-0.00887575164419	-0.00514263378281	-0.0142199969367	-0.011168357347
0.0253886384073	-0.0173836129789	-0.0167602128676	-0.0278494927778	-0.0124348750982	-0.00618161312953	-0.0201558875681	-0.0102817933717
0.0422918662604	-0.0628347997067	-0.00789218882155	-0.0328571657167	-0.00515907408414	-0.00963638000479	-0.00414592216464	-0.0167064355573
0.00334119906335	-0.0236075355765	-0.0253420166673	0.0977932479445	-0.0115051242841	-0.00478923046181	-0.021470880345	-0.00922416290946
-0.0397556685198	0.00292655521681	0.0409520238701	-0.0189295783852	-0.00637056777739	-0.0126000852918	-0.00638166992341	-0.0145667031477
-0.0190405288852	-0.0138947194418	-0.00815559365712	-0.0028262192971	-0.00336845143047	-0.00619451660598	-0.000760294991988	-0.0137394222506
-0.0466820129827	-0.0218825759244	-0.0289929306743	-0.0889563811031	-0.00572769288947	-0.00930945835778	-0.00844783517617	-0.0194734342823
-0.0222976134955	-0.0229736411408	-0.0195303743639	-0.0150054005134	-0.0073947925583	-0.00313106168059	-0.000120622180287	0.00221798614726
-0.0382929546368	0.0320098092021	-0.0169624823902	0.23685863356	-0.0115152241694	-0.00795717579538	-0.0162235736424	-0.0103672289295
-0.020551640538	-0.0321107918407	-0.0252196718048	-0.02753627931	-0.00760519924413	-0.00758761604354	-0.0082662820509	-0.00954756864271
-0.0427357024804	-0.00773824153712	-0.0790581920232	-0.0263546915486	-0.0109879588837	-0.00562685727838	-0.0155314772613	-0.00947485132874
-0.00584581224667	-0.0048280344609	0.108944780864	-0.0555219486973	-0.00820306040843	-0.0105929186014	-0.0143567214406	-0.00492498889328
-0.032200380763	0.00159795356813	-0.0239760562496	0.0460433717056	-0.00625860132818	-0.00860942498177	-0.0064578127224	0.00381098403926
0.0341840561587	-0.0284199950338	-0.0306979547777	-0.00769611200226	-0.00951921309363	-0.0109834781313	-0.00505185843877	-0.00512936619933
-0.00688896583663	-0.0210791281874	-0.0301391188417	0.0350426910494	-0.00739551396072	-0.0166355867345	-0.0152760168535	-0.0209186314306
0.000688364519974	0.024775216867	-0.0304984799178	0.0300995254998	-0.00845870554258	-0.0154752369522	-0.00436735863168	-0.0137471741378
-0.00708469674836	-0.0198898336518	-0.0211352599366	-0.0543147640682	-0.0105702387467	-0.0122078891605	-0.0150030807934	-0.0186061707484
0.0311812618281	-0.00819416255219	-0.0483426661688	-0.0275823638721	-0.0115375560855	-0.0101389428586	-0.0145245179478	-0.0174869950642
