ATF3_TP	ATF3_FP	ATF3_TN	ATF3_FN
9.78723404255	2.02	0.211	6.80952380952
7.87234042553	1.796	0.207031409504	8.04761904762
6.33191489362	2.179	0.20409530717	6.38095238095
5.76595744681	2.084	0.209922431797	7.95238095238
6.51489361702	1.626	0.220156298798	6.90476190476
6.86382978723	2.121	0.186	5.66666666667
6.35319148936	1.906	0.234	5.7619047619
8.47234042553	2.027	0.270918314244	5.40476190476
8.74042553191	2.495	0.241639286537	6.97619047619
10.1319148936	2.278	0.197554027642	9.54761904762
8.32340425532	1.902	0.19211664046	7.92857142857
8.22553191489	1.847	0.217305344776	8.40476190476
8.07659574468	2.488	0.199443498139	8.30952380952
9.16170212766	2.269	0.170874391074	11.6666666667
11.1957446809	1.984	0.223297192811	12.8333333333
11.7531914894	2.22	0.209428418716	10.0952380952
10.0468085106	2.33	0.208224738445	5.66666666667
10.2595744681	2.101	0.194454936837	6.21428571429
11.8468085106	2.587	0.216	6.64285714286
10.1446808511	2.53	0.21	6.64285714286
10.2255319149	2.022	0.149	7.07142857143
11.1106382979	2.685	0.268170096286	8.92857142857
9.74468085106	2.719	0.162	11.1904761905
9.1829787234	2.433	0.167	9.2619047619
7.65957446809	2.864	0.231240787601	8.14285714286
9.46808510638	2.788	0.239153266063	7.66666666667
9.9829787234	2.619	0.220139032004	8.90476190476
9.64680851064	2.48	0.18	16.7041630475
9.33191489362	2.356	0.197	12.380952381
9.67234042553	2.364	0.228321186283	8.11904761905
8.48510638298	2.513	0.18435097905	7.30952380952
7.84255319149	2.866	0.2	7.28571428571
9.62127659574	2.484	0.223986786742	13.4285714286
10.5872340426	3.033	0.208417127923	8.42857142857
11.1021276596	2.855	0.244379525333	8.07142857143
9.37446808511	2.745	0.19686646312	9.0
10.2	2.57	0.207556474082	10.1666666667
13.2553191489	3.086	0.19	14.8095238095
9.5829787234	2.697	0.208	9.88095238095
10.1829787234	2.724	0.217	10.880952381
10.9787234043	3.339	0.26	13.7142857143
9.83404255319	3.363	0.278610529215	20.9047619048
9.27659574468	4.155	0.237	16.4761904762
9.25531914894	3.476	0.191	9.11904761905
9.87234042553	3.22553597093	0.197225370124	16.6904761905
10.8978723404	3.523	0.190648778229	15.5952380952
10.7574468085	3.267	0.193708563961	10.6428571429
10.5319148936	2.671	0.204869682876	7.78571428571
12.8085106383	3.07	0.2	13.7380952381
10.8808510638	3.099	0.351	8.97619047619
12.770212766	2.783	0.267	8.2380952381
11.0	2.782	0.230324136805	8.59523809524
11.7489361702	2.738	0.252	7.54761904762
10.2510638298	2.397	0.218	10.3333333333
12.9191489362	3.074	0.234979630146	10.3095238095
9.54042553191	2.994	0.227	11.2619047619
12.3319148936	2.545	0.265	10.8095238095
13.7805234515	3.405	0.221	8.30952380952
10.9872340426	2.939	0.177	8.64285714286
11.6638297872	2.666	0.233075018338	8.21428571429
14.4808510638	3.103	0.266	10.5714285714
13.6638297872	3.408	0.223730745376	8.02380952381
18.3489361702	3.101	0.191	9.30952380952
16.0340425532	3.673	0.172	7.30952380952
16.4680851064	3.78568178339	0.166	10.7380952381
18.2212765957	3.69	0.181	9.38095238095
17.1787234043	3.678	0.186	10.1428571429
14.1191489362	3.54461164327	0.187	11.6666666667
11.3872340426	3.14210655038	0.207	10.1428571429
11.970212766	3.478	0.167708563961	12.380952381
13.2686742854	4.105	0.181	9.90476190476
10.7531914894	3.918	0.144	11.619047619
11.5617021277	3.048	0.159	9.52380952381
10.7446808511	2.791	0.180708563961	13.9761904762
10.8425531915	2.795	0.183708563961	10.4761904762
10.285106383	2.95	0.14873613814	7.45238095238
9.95319148936	2.542	0.19	7.47619047619
10.7531914894	2.909	0.182708563961	7.95238095238
7.54468085106	2.451	0.124	7.90476190476
16.9574468085	4.15863639819	0.196585048143	13.4523809524
21.6255319149	4.161	0.245	17.5714285714
8.01276595745	2.394	0.168	6.47619047619
8.70638297872	2.98412569188	0.197	9.14285714286
14.4382978723	3.78429772793	0.175417127923	10.2857142857
18.8510638298	4.265	0.2217002591	12.0
16.6382978723	5.226	0.194	13.9523809524
