E2F4_TP	E2F4_FP	E2F4_TN	E2F4_FN
6.288	3.32106887886	0.546811470064	6.8198019802
6.59	3.22	0.396	6.10297029703
6.344	3.503	0.411	6.52475247525
6.514	3.328	0.465	8.52673267327
6.838	3.316	0.355	6.73069306931
6.588	3.103	0.450523091448	6.92673267327
6.904	2.938	0.555472276281	6.13267326733
6.578	3.023	0.466	7.32871287129
7.35083870048	2.84	0.488	6.46930693069
6.165	2.925	0.423	6.61584158416
6.376	2.538	0.5	6.24752475248
6.459	2.862	0.454	6.36435643564
6.42	2.761	0.444708563961	5.65940594059
7.59261286064	2.795	0.42	5.52079207921
6.511	2.659	0.559	5.58659206789
6.82329038815	3.054	0.43473613814	5.71287128713
