TBP_TP	TBP_FP	TBP_TN	TBP_FN
7.02601156069	0.527363188201	0.142708563961	3.84328358209
6.05202312139	0.556894500923	0.15373613814	2.71641791045
6.22948446142	0.501	0.189417127923	1.99253731343
4.89306358382	0.663	0.203454936837	2.21641791045
6.80200599491	0.591992348456	0.148	2.67910447761
6.0549132948	0.569	0.157	2.32089552239
5.9710982659	0.543	0.163	2.05223880597
6.76589595376	0.545	0.178	3.27611940299
6.44797687861	0.559880637595	0.198	2.20895522388
5.33815028902	0.657	0.197	1.9776119403
5.24566473988	0.70704536487	0.186963480167	2.53731343284
5.40462427746	0.633	0.157	2.29104477612
5.23988439306	0.644	0.192	2.69194008176
7.22347297783	0.687	0.184291518997	1.83582089552
6.88150289017	0.619	0.185	3.03731343284
7.6163539433	0.607	0.16	2.4328358209
6.34393063584	0.664	0.159	2.28358208955
5.48843930636	0.621	0.189	3.39552238806
6.71098265896	0.611	0.215	2.58955223881
6.35838150289	0.564	0.229417127923	3.67164179104
7.0289017341	0.488	0.154420125349	2.64925373134
6.98265895954	0.543	0.155	2.79850746269
6.0289017341	0.563	0.237	2.59701492537
6.27167630058	0.589874391074	0.165708563961	2.47014925373
6.39884393064	0.502	0.209	2.44029850746
5.60693641618	0.555	0.188454936837	3.66417910448
6.58670520231	0.667	0.173	2.53731343284
5.98843930636	0.514	0.15	2.91044776119
6.91329479769	0.63	0.135	4.95513636747
5.61271676301	0.706	0.136	2.61940298507
5.98004013552	0.598	0.156	3.32835820896
5.70520231214	0.648	0.178	4.11194029851
6.22543352601	0.633	0.165	3.66417910448
6.28612716763	0.895298164216	0.166	4.02985074627
6.72022563181	0.567	0.132	4.70149253731
6.08670520231	0.627	0.145	5.0671641791
5.99421965318	0.517	0.164	3.88059701493
6.70231213873	0.801577836608	0.171	4.23134328358
6.84944270296	0.674	0.176	4.01492537313
7.8406442768	0.654	0.146	2.70149253731
7.26011560694	0.65	0.166	2.71641791045
7.06358381503	0.576	0.151043383152	3.03731343284
6.93063583815	0.622690418438	0.292	4.34328358209
6.93063583815	0.561	0.197	2.88805970149
6.76011560694	0.584	0.283	2.58208955224
6.88439306358	0.605	0.254679744557	3.4328358209
6.87283236994	0.668	0.147	3.11940298507
7.65606936416	0.647	0.160610529215	5.76119402985
7.8612716763	0.552	0.198708563961	3.5223880597
7.1676300578	0.575648871755	0.209	3.38059701493
8.68208092486	0.594	0.160681783387	3.05223880597
8.83526011561	0.561	0.159125691884	3.80597014925
8.08092485549	0.557	0.169708563961	3.11940298507
7.86994219653	0.581	0.168969114695	3.07462686567
7.79768786127	0.506	0.192	4.18656716418
7.34104046243	0.538	0.234	3.81343283582
6.6098265896	0.541	0.184	3.26865671642
8.31213872832	0.601	0.219	4.14925373134
7.31202108884	0.583	0.237	2.91791044776
7.2225433526	0.67352013304	0.294	3.07462686567
7.56069364162	0.656	0.193	3.13432835821
7.4161849711	0.683	0.197	3.25373134328
6.00578034682	0.54	0.179365196446	4.16417910448
6.79479768786	0.619	0.16	4.31343283582
7.38439306358	0.574	0.169812930466	3.5
7.35838150289	0.581	0.172	3.47014925373
6.26300578035	0.58774432812	0.168	2.61194029851
8.20537710712	0.562	0.181	2.88059701493
8.09826589595	0.611	0.163	3.29104477612
8.67341040462	0.516	0.169	2.73880597015
7.62228234314	0.511	0.127	2.67164179104
5.74277456647	0.619	0.144	2.62686567164
6.17341040462	0.586	0.13	1.88059701493
6.1676300578	0.585	0.126	2.21641791045
6.19075144509	0.571	0.16573613814	2.79850746269
6.65028901734	0.597	0.153750856955	3.18656716418
6.33815028902	0.681	0.186992072045	2.51492537313
8.4710982659	0.686	0.178585048143	3.0
7.06936416185	0.645	0.145830189294	2.35074626866
6.28612716763	0.613	0.115708563961	2.38059701493
5.14450867052	0.528	0.16335097905	2.35820895522
6.27167630058	0.543	0.134	2.37313432836
7.14739884393	0.473	0.112	2.37313432836
7.17341040462	0.609177089719	0.119	1.9552238806
7.69075144509	0.655	0.16574432812	3.10447761194
8.16473988439	0.595	0.185	2.49253731343
8.29479768786	0.594	0.17	3.40298507463
8.4450867052	0.654	0.118	2.58551334898
7.6387283237	0.600487758057	0.15	2.14925373134
6.34971098266	0.607969270337	0.12	2.34328358209
14.4393063584	0.785211559367	0.122	3.58955223881
6.29479768786	0.677	0.141	3.51492537313
6.08092485549	0.723442218198	0.14974432812	3.67910447761
4.90751445087	0.76	0.189628844491	3.4328358209
4.52601156069	0.621648778229	0.174417127923	2.91791044776
4.53179190751	0.57	0.123050239759	4.01492537313
2.72832369942	0.468	0.094	2.41044776119
2.72832369942	0.473469221946	0.122	2.44776119403
1.81502890173	0.439	0.105505852638	1.76119402985
1.42774566474	0.286	0.073	1.03731343284
1.51445086705	0.266	0.057	0.701492537313
1.38150289017	0.216	0.066	0.850746268657
2.15028901734	0.378	0.1	1.46268656716
4.24855491329	0.479	0.131417127923	2.03731343284
4.40462427746	0.707	0.122723990551	2.02985074627
5.35549132948	0.858	0.142	1.82835820896
