STAT1_TP	STAT1_FP	STAT1_TN	STAT1_FN
5.60365853659	1.643	0.327	2.57251908397
5.17682926829	1.645	0.237417127923	2.09923664122
5.73780487805	1.97514384714	0.297	2.24427480916
5.71341463415	2.1727160095	0.271	1.89312977099
4.9512195122	1.81	0.283	2.1679389313
4.41463414634	1.529	0.296	2.38167938931
5.57926829268	1.37	0.285	1.82442748092
4.7743902439	1.60470856396	0.305	2.25954198473
5.84756097561	1.63	0.288	2.06870229008
4.55487804878	1.44	0.217	2.22900763359
5.2012195122	1.605	0.322	1.89312977099
4.71341463415	1.765	0.308	1.0534351145
3.4756097561	1.554	0.271	1.63358778626
5.09146341463	1.84	0.298	1.76335877863
4.82926829268	1.667	0.316	1.58778625954
4.53048780488	1.762	0.255417127923	1.98473282443
5.09146341463	1.876	0.256	1.9465648855
4.58536585366	1.597	0.309	2.28244274809
4.06707317073	1.444	0.275	2.3358778626
2.61585365854	1.2	0.228	2.76335877863
3.48170731707	1.435	0.226	1.80916030534
5.99390243902	1.82840904042	0.284	2.40458015267
4.35365853659	2.04758504814	0.278	3.12977099237
5.78048780488	2.414	0.297	2.15267175573
3.96951219512	1.883	0.305	2.10687022901
5.15243902439	2.61199838934	0.345421068237	2.3893129771
6.29268292683	1.971	0.414	2.12977099237
4.84146341463	1.76787404904	0.268836386904	1.8320610687
4.84146341463	1.617	0.298	1.81679389313
3.20731707317	1.433	0.262	1.57251908397
1.64024390244	0.665	0.112	0.656488549618
1.32926829268	0.598	0.137	0.778625954198
2.2987804878	0.997	0.209	1.10687022901
2.21951219512	1.083	0.239708563961	1.53435114504
2.61585365854	1.01	0.218	1.5572519084
4.7743902439	1.72093853294	0.313	2.48091603053
2.33536585366	0.949	0.215392882825	1.3358778626
2.58536585366	1.308	0.229497043693	1.47328244275
2.26829268293	0.886	0.21	1.23664122137
1.31707317073	0.556	0.114	0.656488549618
1.34756097561	0.755	0.131007453335	1.12213740458
3.40853658537	1.566	0.278	1.67175572519
4.20731707317	1.72038173484	0.300880920061	2.25954198473
4.92682926829	1.609	0.283	2.23664122137
7.78658536585	1.94479327789	0.266	2.65648854962
6.51219512195	2.143	0.269369588601	2.41221374046
5.45731707317	1.614	0.276	2.04580152672
6.29268292683	1.863	0.296708563961	2.51145038168
6.40243902439	1.558	0.267	1.90076335878
4.90853658537	1.793	0.331	1.45038167939
3.12195121951	1.793	0.322	1.24427480916
3.73780487805	1.103	0.243	1.87022900763
4.90243902439	1.429	0.21	1.83969465649
5.75	2.294	0.334	1.8320610687
5.09756097561	3.02176988435	0.273	1.54198473282
6.25	2.04270856396	0.298	1.51145038168
6.56097560976	2.03	0.257	1.97709923664
5.51219512195	1.509	0.369	1.45038167939
4.63414634146	1.457	0.213	1.67175572519
4.60975609756	1.473	0.295	1.89312977099
5.04268292683	1.458	0.324	1.63358778626
4.25609756098	1.757	0.252	1.77099236641
5.18292682927	1.798	0.323	3.03816793893
5.15243902439	1.563	0.332	2.20610687023
6.37195121951	1.541	0.387	1.91603053435
6.10975609756	1.74932181977	0.283	1.45038167939
6.65243902439	1.726	0.342	2.15267175573
4.98780487805	1.757	0.300987539971	1.48091603053
6.0	1.622	0.238	1.72519083969
5.11585365854	2.08413067258	0.309	1.59541984733
6.36585365854	1.879	0.402	2.18320610687
5.31097560976	1.828	0.3	1.81679389313
6.09756097561	1.599	0.361	2.32824427481
5.73780487805	1.925	0.275672242187	2.26717557252
5.09756097561	2.08613617829	0.262	2.29770992366
6.03048780488	1.865	0.308	2.03053435115
5.60365853659	1.86	0.28842684127	2.03816793893
6.85975609756	1.441	0.332	1.97709923664
6.43902439024	1.395	0.287	1.92366412214
6.68292682927	1.66	0.369230041595	2.2213740458
6.26829268293	1.352	0.296	2.12977099237
6.01829268293	1.441	0.282	1.69465648855
5.4512195122	1.525	0.305	2.64122137405
5.40853658537	1.35	0.303	2.43511450382
6.20731707317	1.26033400286	0.298417127923	2.1679389313
5.15243902439	1.536	0.298	1.69465648855
6.17682926829	1.339	0.37	2.0
6.54268292683	1.758	0.293	2.34351145038
5.04268292683	1.716	0.238	2.8320610687
6.41463414634	1.654	0.255	3.11450381679
5.4756097561	1.457	0.228	2.25954198473
5.39024390244	1.313	0.26	2.40458015267
4.86585365854	1.397	0.234	2.90076335878
5.14024390244	1.513	0.303	2.54198473282
6.13414634146	1.369	0.226	2.32824427481
6.50609756098	1.394	0.274	1.89312977099
5.42073170732	1.392	0.249	2.0
7.31707317073	1.186	0.227	2.50381679389
5.94512195122	1.227	0.331	2.83969465649
5.74793011646	1.256	0.301	2.43511450382
4.81097560976	1.55	0.406394939954	1.34351145038
4.67682926829	1.44	0.301	2.85496183206
4.17073170732	1.55901948969	0.243	2.97709923664
5.51829268293	1.536	0.281755619348	2.65648854962
4.57317073171	1.281	0.262	3.22900763359
4.73170731707	1.258	0.275	2.52671755725
4.60365853659	1.56408522267	0.296	2.27480916031
4.95731707317	1.308	0.325	1.78625954198
4.87195121951	1.186	0.262	2.04580152672
4.60365853659	1.664	0.273910985093	1.81679389313
4.37195121951	1.475	0.232	2.09160305344
4.82317073171	1.216	0.265708563961	3.0534351145
4.57317073171	1.217	0.256	1.90839694656
4.39024390244	1.19	0.269608991827	2.07633587786
5.0243902439	1.445	0.313	2.10687022901
5.06097560976	1.272	0.408708563961	2.34351145038
4.75609756098	1.38458151046	0.326304152817	2.67938931298
4.39634146341	1.599	0.404243699844	2.72519083969
3.89024390244	1.545	0.247678721164	2.31981986116
5.0	1.182	0.239	2.62595419847
4.98170731707	1.343	0.345472276281	2.30534351145
5.10975609756	1.396	0.273	1.74045801527
4.12804878049	1.19	0.253	2.14503816794
6.55853628643	1.257	0.325708563961	2.48854961832
5.43902439024	1.127	0.52	2.22900763359
5.12195121951	1.183	0.255	1.56488549618
4.37804878049	1.273	0.252	2.50381679389
4.05487804878	1.44	0.401	1.53435114504
4.08536585366	1.22077102144	0.334	1.75572519084
4.79268292683	1.344	0.322	1.58778625954
4.86585365854	1.299	0.279	1.57251908397
4.21341463415	1.186	0.253168992078	2.07633587786
3.81707317073	1.142	0.307241503837	2.9465648855
4.59146341463	1.175	0.286585048143	1.70229007634
5.26829268293	1.235	0.312	1.54961832061
