STAT1_TP	STAT1_FP	STAT1_TN	STAT1_FN
2.76829268293	1.184	0.285417127923	2.36641221374
3.00609756098	1.372	0.222	2.51145038168
3.37195121951	1.549	0.311	2.32824427481
4.5	1.895	0.309	2.47328244275
4.2743902439	1.89	0.263	2.72519083969
4.76219512195	1.502	0.279	1.74809160305
4.54268292683	1.5599843714	0.305	2.18320610687
4.71341463415	1.958	0.325	2.4427480916
4.04268292683	1.45	0.309	2.3893129771
4.21341463415	1.323	0.291	2.50381679389
4.12804878049	1.856	0.346	1.61832061069
3.34756097561	1.755	0.37973613814	2.50381679389
3.42073170732	1.73	0.323	2.77099236641
3.43902439024	1.76999279208	0.329	2.19083969466
4.41463414634	1.78332286273	0.326	1.50381679389
3.31707317073	1.408	0.279	1.62595419847
3.87804878049	1.671	0.248	2.25190839695
3.88414634146	1.766	0.261	2.34351145038
3.95731707317	1.579	0.291170096286	2.54198473282
3.64024390244	1.62	0.266	1.87786259542
3.87195121951	1.719	0.262	2.19083969466
4.10365853659	1.46729181886	0.279	2.40458015267
5.06097560976	1.567	0.32	2.37267507548
4.95731707317	1.603	0.273	3.37404580153
4.12804878049	1.373	0.244	2.50381679389
3.69512195122	1.58	0.323	3.06870229008
4.09756097561	1.688	0.246	2.79389312977
4.19512195122	1.706	0.296	1.93129770992
4.74390243902	1.663	0.281	2.32061068702
4.89024390244	1.509	0.256	3.07633587786
5.08536585366	1.584	0.258874521157	2.91603053435
4.4512195122	1.89808053498	0.256	2.47328244275
4.40853658537	1.56	0.201	3.08396946565
4.74390243902	1.545	0.292	2.18320610687
5.60975609756	1.23	0.312	2.15267175573
5.16463414634	1.364	0.344874391074	2.30534351145
4.19512195122	1.253	0.302	1.92366412214
5.14634146341	1.473	0.36	1.97709923664
4.05487804878	1.885	0.352	2.60305343511
5.08536585366	1.356	0.260079916837	2.26717557252
4.63414634146	1.389	0.401	1.67175572519
4.29268292683	1.63585099082	0.307746987543	1.53435114504
4.71951219512	1.496	0.339	1.6106870229
5.40243902439	1.66721878048	0.464	1.92366412214
4.4512195122	1.581	0.292	1.58778625954
5.13414634146	1.617	0.304286057139	2.29770992366
5.20731707317	1.707	0.288	2.90076335878
5.21341463415	1.879	0.334	2.23664122137
4.50609756098	1.697	0.281	1.7786259542
4.51219512195	1.509	0.315	2.49618320611
3.89634146341	1.583	0.377	3.01526717557
4.85975609756	1.776	0.314	5.14503816794
3.96341463415	1.786	0.404	2.13740458015
4.14634146341	1.57	0.256	2.64122137405
4.85975609756	1.586	0.329	3.51908396947
4.89634146341	1.7	0.352	3.26717557252
5.18902439024	1.689	0.256	2.92366412214
4.90853658537	1.7	0.365	1.45801526718
4.09756097561	1.51	0.324	2.39694656489
4.78658536585	1.573	0.262831759674	2.41221374046
5.2743902439	1.712	0.304	2.40458015267
5.21341463415	1.471	0.483	2.9465648855
4.29268292683	1.408	0.284	2.28244274809
5.26829268293	1.667	0.278	3.39694656489
5.5243902439	1.722	0.265	1.69465648855
