0.0.6	1.1.1	1.1.2	1.1.3	1.1.7	1.1.8	1.2.1	1.2.3	1.2.4	1.2.6	2.1.3	2.2.1	2.3.1	2.3.2	2.3.3	2.3.4	3.1.10	3.1.6	3.3.2	3.3.3	3.5.2	3.5.3	4.2.1	5.1.1	5.1.2	6.2.1
0.910282468692	0.746817987847	0.815486311052	0.774780293199	0.846019418523	0.657011106532	0.64552350603	0.938315353336	0.7317226194	0.812998215173	0.647000245982	0.874680112734	0.850560034692	0.840079841535	0.74901578439	0.864883789084	0.824255243142	0.913133319292	0.773675200379	0.866997152864	0.903771587425	0.834751737268	0.903613086645	0.853336798161	0.830813735324	0.88127976217
0.944017381982	0.842235699168	0.865045771648	0.815412488648	NA	0.732025150399	NA	0.857345155375	NA	0.8648906411	0.93711328243	0.835362698695	0.914682344895	NA	0.847609934774	0.884070629215	NA	0.931528200013	0.829338176299	0.878035815051	0.874659769148	NA	0.875528441451	NA	0.851647379414	0.890324405106
NA	0.815543967398	0.800947739554	0.801750001939	NA	NA	NA	NA	NA	0.836110063057	0.758868371804	0.941245102714	0.883957828193	NA	0.843238875513	NA	NA	NA	NA	NA	0.8568916442	NA	NA	NA	NA	0.897242058475
NA	0.78537400817	0.824875961787	NA	NA	NA	NA	NA	NA	0.903022466399	NA	NA	0.934620214382	NA	0.850356867303	NA	NA	NA	NA	NA	0.92459126453	NA	NA	NA	NA	NA
NA	0.824621199208	0.915633206749	NA	NA	NA	NA	NA	NA	0.746486339525	NA	NA	0.935311720951	NA	0.861200182502	NA	NA	NA	NA	NA	0.824556485582	NA	NA	NA	NA	NA
NA	0.865867800207	0.98140592583	NA	NA	NA	NA	NA	NA	0.624373588087	NA	NA	0.851182950395	NA	0.926716206735	NA	NA	NA	NA	NA	0.8470031428	NA	NA	NA	NA	NA
NA	0.678537190547	NA	NA	NA	NA	NA	NA	NA	0.773099662783	NA	NA	0.772831579351	NA	0.87602004284	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	0.965697163936	NA	NA	NA	NA	NA	NA	NA	0.625219547084	NA	NA	NA	NA	0.919054628666	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	0.813449112035	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.86291940345	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.868766464443	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.922609367696	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
