0.0.6	1.1.1	1.1.2	1.1.3	1.1.7	1.1.8	1.2.1	1.2.3	1.2.4	1.2.6	2.1.3	2.2.1	2.3.1	2.3.2	2.3.3	2.3.4	3.1.10	3.1.6	3.3.2	3.3.3	3.5.2	3.5.3	4.2.1	5.1.1	5.1.2	6.2.1
0.858449423303	0.763555847236	0.862200224769	0.748959388532	0.814199697165	0.662723367789	0.691739543767	0.866282255979	0.738368586052	0.763706908229	0.685742745305	0.775629495364	0.834697408966	0.824278304588	0.770771280651	0.777479988191	0.868331137601	0.869600254321	0.827327518603	0.810963855043	0.876953293231	0.817437156503	0.868030216819	0.818925101922	0.807087121928	0.808172032537
0.900336550044	0.845146563419	0.803563827619	0.765138290797	NA	0.734162524663	NA	0.810938376285	NA	0.820608443192	0.915150744865	0.7529296309	0.848889483999	NA	0.807329690319	0.789171011742	NA	0.883495881842	0.814046432968	0.827625930875	0.873867075302	NA	0.837253872965	NA	0.829430796274	0.811614115171
NA	0.770246063261	0.76549369625	0.755104759709	NA	NA	NA	NA	NA	0.791017805522	0.732509511644	0.833170140514	0.827832694683	NA	0.813992674426	NA	NA	NA	NA	NA	0.857152450368	NA	NA	NA	NA	0.866273236298
NA	0.767225488169	0.793330666217	NA	NA	NA	NA	NA	NA	0.850309248942	NA	NA	0.886055339476	NA	0.762357748558	NA	NA	NA	NA	NA	0.873250493225	NA	NA	NA	NA	NA
NA	0.77686607833	0.873606247845	NA	NA	NA	NA	NA	NA	0.757809021438	NA	NA	0.880535118205	NA	0.779156907301	NA	NA	NA	NA	NA	0.819908462598	NA	NA	NA	NA	NA
NA	0.81366990303	0.963774774674	NA	NA	NA	NA	NA	NA	0.667032563179	NA	NA	0.826045670976	NA	0.820912149723	NA	NA	NA	NA	NA	0.809982096711	NA	NA	NA	NA	NA
NA	0.682358606758	NA	NA	NA	NA	NA	NA	NA	0.788055624672	NA	NA	0.791947120819	NA	0.841554122048	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	0.890111059017	NA	NA	NA	NA	NA	NA	NA	0.685976476616	NA	NA	NA	NA	0.827384365198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	0.746299244244	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.787951246989	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.84273223728	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.923604977189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
