0	1	2	3	4	5	6
0.922006244692	0.799373641454	0.864595090425	0.900995897553	0.956552252415	0.853912855532	0.893978125031
0.935464518313	0.693146833659	0.897421579693	0.876562869271	0.920139156671	0.893906982427	0.901745906725
NA	0.82272634325	0.823227072707	0.911319515575	NA	0.904858893118	0.933629897617
NA	0.924338706052	0.801369843952	0.956527597764	NA	NA	NA
NA	0.945220461191	0.910319972822	0.914836426034	NA	NA	NA
NA	0.841298405577	0.931120111947	0.959352162187	NA	NA	NA
NA	0.778110423652	0.899090415007	0.934951432179	NA	NA	NA
NA	0.908850930772	0.923379767271	0.891217672033	NA	NA	NA
NA	0.902171639665	0.885026805525	0.946035703802	NA	NA	NA
NA	0.8862477925	0.926265533478	0.953267027841	NA	NA	NA
NA	0.940896535058	0.960510004597	0.965865951793	NA	NA	NA
NA	0.898777085116	0.925949981505	0.921054480831	NA	NA	NA
NA	0.902535381927	0.849536459193	0.878205218217	NA	NA	NA
NA	0.935149100716	0.922286140146	0.882301942907	NA	NA	NA
NA	0.92289687786	0.937976585067	NA	NA	NA	NA
NA	0.959652912425	0.895789367671	NA	NA	NA	NA
NA	0.909418711701	0.868417240489	NA	NA	NA	NA
NA	0.837129571887	0.95266676447	NA	NA	NA	NA
NA	0.955758341128	0.86263237495	NA	NA	NA	NA
NA	0.791161100917	0.876033476009	NA	NA	NA	NA
NA	0.91564100028	0.893416364159	NA	NA	NA	NA
NA	0.726665703555	0.960754098524	NA	NA	NA	NA
NA	0.903960524745	0.94518935794	NA	NA	NA	NA
NA	0.983952250487	0.968379173148	NA	NA	NA	NA
NA	0.834585016022	0.920299368971	NA	NA	NA	NA
NA	0.82632263241	0.912795774261	NA	NA	NA	NA
NA	0.960083157151	0.975852841226	NA	NA	NA	NA
NA	0.978624165871	NA	NA	NA	NA	NA
NA	0.858775875907	NA	NA	NA	NA	NA
NA	0.888345578528	NA	NA	NA	NA	NA
NA	0.756569694161	NA	NA	NA	NA	NA
NA	0.928973064723	NA	NA	NA	NA	NA
NA	0.84655565472	NA	NA	NA	NA	NA
