"","FACTOR","EXPR_FOLDCHANGE","EXPR_H1hesc","EXPR_GM12878","Boyle_flr_ks_stat","Boyle_fos_ks_stat","Boyle_tc_ks_stat","Centipede_90_flr_ks_stat","Centipede_90_fos_ks_stat","Centipede_90_tc_ks_stat","Cuellar_90_flr_ks_stat","Cuellar_90_fos_ks_stat","Cuellar_90_tc_ks_stat","Dnase2Tf_flr_ks_stat","Dnase2Tf_fos_ks_stat","Dnase2Tf_tc_ks_stat","FLR_90_flr_ks_stat","FLR_90_fos_ks_stat","FLR_90_tc_ks_stat","FS_flr_ks_stat","FS_fos_ks_stat","FS_tc_ks_stat","HINTBCN_flr_ks_stat","HINTBCN_fos_ks_stat","HINTBCN_tc_ks_stat","HINTBC_flr_ks_stat","HINTBC_fos_ks_stat","HINTBC_tc_ks_stat","HINT_flr_ks_stat","HINT_fos_ks_stat","HINT_tc_ks_stat","Neph_flr_ks_stat","Neph_fos_ks_stat","Neph_tc_ks_stat","PIQ_90_flr_ks_stat","PIQ_90_fos_ks_stat","PIQ_90_tc_ks_stat","PWM_flr_ks_stat","PWM_fos_ks_stat","PWM_tc_ks_stat","TC_flr_ks_stat","TC_fos_ks_stat","TC_tc_ks_stat","Wellington_flr_ks_stat","Wellington_fos_ks_stat","Wellington_tc_ks_stat"
"104","ELK1",0.6936597444,7.0989505,7.7926102444,0.0211456859972,0.24152360515,-0.0745708236347,0.0577519379845,0.184470499783,-0.229919962975,-0.0439681205918,0.216498697232,-0.116007791179,0.0161359547597,0.000905462445274,0.000400969222218,0.0134411978154,-0.0128767315941,-0.00682611492018,-0.0120219842431,0.0106846128282,-0.482975356931,0.0194630535073,0.0816218076283,-0.00520632933139,0.00436239093159,0.0099443948209,0.0099443948209,0.0101710819009,0.0658409492331,-0.155150335776,0.0349816849817,0.0287682449179,-0.110672791725,0.00251520141228,0.186112694497,-0.00936412878624,-0.0424909366292,0.0526673930754,-0.0862777852341,0.0245177108013,0.0633815446054,-0.136244122258,0.0151944911068,-0.0548745312951,-0.171644788498
"105","ZBTB33",0.7090530222,7.0321475,7.7412005222,0.0741379310345,0.288636363636,0.0255634688584,0.074043715847,0.0960828808385,0.161311710555,0.030700280112,-0.0524700636157,-0.0331396898014,-0.0285480340569,-0.126073330902,0.000150793735187,-0.0667287172677,-0.131908797286,-0.00555026616544,0.0114918364829,0.0284326784327,-0.658482521686,-0.0271173257811,-0.0223289023859,-0.0050019164751,0.00146909827761,-0.119778899264,-0.119778899264,-0.0343291659457,-0.0345534343655,-0.0186169780179,0.0796296296296,-0.122419487803,0.0754531246961,-0.0433328264754,0.0107252715342,-0.00636578665145,-0.0397086783195,-0.246558835096,-0.00597831696047,0.0308349465029,0.123942836601,0.039909888895,0.0299741706384,-0.111928616155,0.0493722611153
"106","GATA4",0.7095617,5.2971232222,6.0066849222,0.0731075697211,0.00703933747412,-0.00672476958333,0.0432835820896,0.0743740795287,0.156069843211,0.0351837992516,0.000844677191843,0.00132870869123,0.143965974181,0.133239893603,0.0183156053878,0.177210397484,0.121742284559,0.0179160788296,0.0105530417295,-0.0446293649173,0.0384900942318,0.14701509438,0.0493521151038,0.0188584110723,0.1569005844,0.136835123007,0.136835123007,0.136189504474,0.0351962293568,0.0160444626285,0.13137254902,0.117692091801,-0.155752952285,0.11272872218,0.12264687865,0.0156664600129,0.0865199567272,0.199804510802,-0.0199920028222,0.0300793683239,0.116797788442,0.0255319257205,0.040743161366,0.141039615124,0.124066190869
"107","JUN",0.8366651556,5.9365860556,6.7732512111,0.0956734663819,0.137565632458,-0.146238657814,0.0864521882288,0.103399209486,-0.0866890702608,-0.00290053895149,0.103246164069,-0.106033163427,0.108500495056,0.0738803021566,-0.000718050859963,0.185029789498,0.0608761559592,-0.0347907477476,-0.00707003462128,-0.0297521973949,0.00433724136013,0.113282364808,0.0539146840711,-0.0279993982659,0.127006932889,0.0859159578532,0.0859159578532,0.104172107992,0.0755544252085,-0.0716201644744,0.17265477156,0.113249356973,0.307811724944,0.0949523722673,0.152587559331,-0.0457750723823,0.0659117000689,0.0192229003734,-0.126935210454,0.0211239157563,0.069422436291,-0.128157083917,0.0126157605233,0.107450628366,-0.204540549623
"108","FOXF2",0.8380813111,5.0133983333,5.8514796444,0.0890857729841,0.177198395557,-0.185473636685,0.0886678455644,-0.014584799437,-0.0300636635409,0.00964202074272,0.0272611204026,-0.104876421383,0.117360664818,0.109765475786,-0.0377424243601,-0.0194825952657,0.101695561147,0.00648167756465,0.00363716601139,-0.0579074252652,0.0286913525526,0.120410165625,0.0618425432792,0.0083434243647,0.100086119658,0.113481554724,0.113481554724,0.114455715192,0.0723294358559,-0.1335005543,0.0690635451505,0.104283324834,0.0128366115341,0.10267485619,0.0785593113704,0.00221888187416,-0.0544222011946,0.10528709457,-0.211974166519,-0.0204203531006,0.106545425439,-0.19963634607,-0.000316509485444,0.0912577747063,-0.351326692075
"109","ESR2",0.9447617111,2.7405983333,3.6853600444,0.0404161412358,0.00383353221957,0.0627362296837,0.0382494004796,0.104041545582,0.159053460775,-0.0307142857143,-0.0521456035883,0.0301907282805,0.0797599171444,0.0424636436694,0.20726910467,0.149444762243,0.0359292035721,0.0312558489599,-0.0199132999283,-0.0378151260504,0.0316953376491,0.0847452521582,0.143286284211,0.0314583581612,0.0970754628759,0.0499536122873,0.0499536122873,0.0750672435475,0.109222235871,0.0581715734872,0.0503367003367,0.0387675430807,-0.0311957367997,0.068907368884,0.091832741451,0.0309131441069,0.00774258696239,0.0604006036323,0.0263235230825,0.00720887523497,0.0770380647829,0.0669791538113,0.0104871260659,0.0877728820348,0.192991589376
"110","SP2",1.0204727111,5.1814583333,6.2019310444,0.124387746744,0.206267398393,0.0487698331341,0.12879301683,0.0898126564793,0.252355028254,0.0672850396507,0.00772731064124,0.0265990939201,0.126115450076,0.145569685765,0.0705906963405,0.197223286848,0.132879255493,0.0340738522747,-0.0454385315313,-0.0219823253873,0.0533608233927,0.129607533425,0.13012424948,0.0345370613162,0.158050167281,0.154011917964,0.154011917964,0.119025358561,0.192392221196,0.0470213312431,0.111340451578,0.147899861055,0.301998855351,0.109353173347,0.179347583224,0.0333395968463,0.0235906785498,0.003017495548,0.0120872051808,0.00432581488204,0.123804121304,0.055086914763,0.0187194190713,0.331031121866,0.130021154441
"111","SOX9",1.0532260889,6.5152251667,7.5684512556,0.0538917089679,0.2515,0.0340417295286,0.0348341232227,-0.0205572917909,0.244418258126,-0.0219607843137,-0.0321204653187,0.0192196650326,0.0513885299248,0.121064818069,-0.0347907692352,0.14010941921,0.104339560458,0.0233626273398,0.111347491307,-0.0353146853147,0.0477692119896,0.055877122564,0.0806618412044,0.0253874151075,0.0375870219953,0.136206481095,0.136206481095,0.0415987391045,0.0393954594305,0.0410443534924,0.0619205298013,0.0925687943118,0.135384466099,0.0259709489925,0.086699511659,0.0195224492759,0.285817188276,0.0533223991242,-0.00505238759122,0.0352033879395,0.0702130320149,0.0161013483635,0.0472417256232,0.0568015244796,0.117468006306
"112","NR4A2",1.1062009889,3.9887769444,5.0949779333,0.134360230116,0.0953867890289,0.0613363748696,0.148759081469,0.0455563630657,0.0841625128853,0.0013117139459,0.0205306691432,0.0222146802568,0.175253178523,0.030459502021,0.109938490607,0.231711672501,0.0222534101636,0.0319197499942,-0.0175288632887,-0.0653341176872,-0.0480888773476,0.178706144661,0.117386127801,0.0321389395904,0.161050829684,0.0365748823531,0.0365748823531,0.170657931242,0.0659398723972,0.0541466805908,0.137907995619,-0.00175059237503,-0.00327647875717,0.162393550389,0.0214429097389,0.0315242531696,0.0921526763324,-0.205193826647,0.0156575060836,0.0432993576522,0.12892138989,0.0709031187312,0.0481798134978,-0.0132386419875,0.132463320415
"113","GFI1",1.1850335889,4.7750645556,5.9600981444,0.0425249169435,0.17,-0.0204881406926,0.0416666666667,0.148349867725,-0.028486141602,-0.0410991029173,0.0171199041386,-0.0247206076538,0.230669534007,0.165586185547,-0.0561421885368,0.299832105392,0.146279439145,0.0232156814514,-0.0181587301587,-0.0277777777778,-0.140936433662,0.237241081389,0.157348351454,0.0257158058078,0.209270811616,0.17492680768,0.17492680768,0.221516774392,0.104855584956,0.0136055463792,0.102032520325,0.195945455978,0.116899857045,0.204710339499,0.157435171741,0.018081248684,-0.00967534354631,0.0699954703503,-0.0746932008752,0.0619713414453,0.103098680594,-0.0897173367983,0.0600983774202,0.109495778333,-0.220376055231
"114","GATA3",1.1874563444,4.4545267778,5.6419831222,0.204472140762,0.0486602357985,0.00997791073653,0.162229437229,0.068793039022,0.244996902635,0.0543697478992,-0.0255852139038,0.0137828993763,0.343711311568,0.18568118168,0.0205829307939,0.33768209933,0.175194389895,-0.00809862164081,0.0876753712238,-0.00912698412698,0.0549737685606,0.347136523078,0.119357080353,-0.00524610164673,0.370034875448,0.188926220087,0.188926220087,0.335410538636,0.0880050369041,0.0321849746088,0.292528735632,0.159539240884,-0.067970387085,0.314030415586,0.190217000076,-0.0397425914165,0.115735035211,0.172673178944,-0.014507452427,0.119050882443,0.159184094372,0.0379031336427,0.137055014293,0.175043956884,0.127862946248
"115","KLF5",1.2952409722,4.5370098889,5.8322508611,0.266191245066,0.0716297021092,0.0485641952483,0.250438788728,0.127368380986,0.000833241061742,-0.0231400470657,0.146715265475,0.00983694220993,0.251814888286,0.121536700461,0.28990667596,0.324016577487,0.109884095336,0.0266929280485,0.0110186009812,-0.081408078226,-0.158150428249,0.255025977669,0.130232536359,0.0272900359146,0.16547818698,0.128546663221,0.128546663221,0.2460585267,0.116483389841,0.0321046398727,0.209820089955,0.0485665028492,-0.0291307869379,0.233993865915,0.0785084412884,0.0258626752502,0.198252070557,-0.136311982768,0.0176966036215,0.0634300259743,0.1584520504,0.0464354899252,0.0611644359303,-0.0233186956168,0.0462594638013
"116","ZFX",1.2958401833,6.8428931111,8.1387332944,0.136442125816,0.0974104953956,0.00939785079932,0.118427971081,0.0515088722431,0.093071942731,0.0154972188306,0.0266356505513,-0.0191400070048,0.221909785004,0.0990371182697,0.0177416311755,0.126208257817,0.0924920079491,0.000421829507052,0.0110154680641,-0.11890153671,-0.319769548583,0.224583377279,0.168710343631,0.00142097090051,0.178903933002,0.104144447262,0.104144447262,0.21811368053,0.143113525198,0.00976427403715,0.0947444551591,0.0688564022445,0.0191439882933,0.211422376498,0.0912125096149,-0.0011181401833,-0.0125137198079,-0.175589263318,-0.00207032792739,0.0750339985361,0.120406079252,0.0384346472204,0.0759056058259,0.0154355323173,-0.0181959760517
"117","T",1.4805750889,5.3688017222,6.8493768111,0.0248362322114,0.202434077079,-0.0778991996246,0.0151103565365,0.166666666667,-0.196420181739,0.135961844197,0.0332319242521,-0.150348840738,0.195742266034,0.0952101359244,0.0826249235845,0.29041383177,0.076841173532,-0.0357690952366,0.0235531135531,0.0256965944272,-0.278024725449,0.202371756751,0.150286187983,-0.0267051086068,0.225250374988,0.109740237003,0.109740237003,0.188460013506,0.131448910526,-0.0392388040458,0.109598450159,0.15457534098,-0.241145100833,0.176390657609,0.236156347159,-0.0501807985612,0.0965652173913,0.165275112858,-0.146092677579,0.0212972263263,0.162379631495,-0.204440288041,0.0367309256479,0.116540335679,-0.204540353671
"118","RELA",1.5992390944,7.24568025,8.8449193444,0.0572975140337,0.07953308759,0.100803416909,0.0522831050228,0.109253009556,-0.146472090404,0.0738470385279,0.0588959725383,0.0559415629913,0.285844127243,0.315269297591,0.00451913708609,0.324711914727,0.30426384189,0.0573853719759,0.02554237086,0.00587761674718,0.0482111213852,0.289780797047,0.219524268259,0.0574932015829,0.295738029315,0.322329386835,0.322329386835,0.279024737463,0.211270392567,0.0849433763405,0.148700084167,0.272220864554,-0.137442327063,0.266794523755,0.241536483903,0.0571318204189,0.138253779647,0.208013484057,0.0522582174012,0.0945357564178,0.151547739021,0.102568336961,0.12131095286,0.210374711953,0.227845862175
"119","RUNX1",1.6125710889,4.7534962778,6.3660673667,0.0534374404875,0.180249656194,0.00888516454773,0.0623552123552,0.162896800973,-0.0213547939861,0.104792967257,0.0435365856138,-0.00114732442382,0.321823391389,0.208068680787,0.162083369352,0.413231403397,0.195378317217,0.0471701843766,0.0235717429424,0.00858149801224,0.0728192419207,0.326844727885,0.232410172386,0.0480111868945,0.321045842033,0.218110709884,0.218110709884,0.315229857044,0.263826206742,0.0212069835408,0.115266262755,0.205671077326,0.0578762757822,0.306406899918,0.199465458595,0.0460022511347,0.0975803329462,0.158515118358,-0.0199579559737,0.13421518191,0.199747722321,-0.0196027615265,0.136956074214,0.202405797101,0.0850378898222
"120","HNF4G",1.6185950111,2.9244216111,4.5430166222,0.101227208976,0.112691131498,0.0183261977844,0.0929472286757,0.0407266582172,-0.444540782322,0.0827777777778,-0.0350372490767,0.0306809403494,0.344475752047,0.275215977303,0.0648422319292,0.40158056938,0.262495002829,0.0444630422933,0.0166328819912,0.0487917146145,-0.322830801747,0.351468836554,0.170628892768,0.0464834342706,0.292195855813,0.281547183624,0.281547183624,0.335816404097,0.183568207962,0.0435402124043,0.0803370786517,0.333585551193,-0.438759352867,0.317547710553,0.202653431013,0.0400083711556,0.189720034996,0.194841233999,-0.0127972342625,0.0706299613173,0.128914945946,-0.19139294817,0.100214849358,0.180540242558,-0.280211777993
"121","ELK4",1.6884735111,6.6488153889,8.3372889,0.215431178991,0.231633407243,-0.100755472453,0.20941011236,0.202866165586,-0.293492874563,-0.0234663243136,0.199577932503,-0.0889221066033,0.28708575692,0.258345234963,-0.0434548632435,0.209976336351,0.250353856624,-0.0681381151166,0.0180876795163,-0.0733901515152,-0.187939592949,0.291635023273,0.192258141546,-0.0628759302549,0.235370812221,0.263370930041,0.263370930041,0.280638389818,0.154705898848,-0.122865066254,0.219445251234,0.237554189286,-0.155340857447,0.268054599951,0.176610449059,-0.0786707207198,0.00994810184023,0.0183624508399,-0.0550108014361,0.0799770967877,0.147800296094,-0.0299738298741,0.09382830697,0.185719131615,-0.139919157934
"122","MYB",2.0312446444,6.4129717222,8.4442163667,0.203571077709,0.220990990991,0.0467561821179,0.224074074074,0.0894015981387,-0.0576667096734,0.159048681825,0.0457233325216,0.0353095416389,0.411438662386,0.362349983202,-0.0365472123264,0.491381144917,0.349802313777,0.0632265156838,-0.000233721345663,0.0891646966115,0.0769843152485,0.415427626726,0.303398404165,0.06425856753,0.415838123001,0.370928662453,0.370928662453,0.40489437218,0.374631008535,0.0556890234997,0.201173020528,0.349236266795,-0.0106427608321,0.396159607671,0.153276183312,0.0617759650131,0.207980149243,0.0536336121258,0.0134187081226,0.190219392978,0.202864954534,0.0891415216822,0.185937779367,0.210872836719,0.161672068176
"123","MYC",2.1820286333,7.7905577222,9.9725863556,0.109803921569,0.196826506361,-0.27353396403,0.12311401021,0.0511269644334,-0.226068663093,0.2541046021,0.083448547848,-0.147781027104,0.464202143499,0.203610485187,-0.0759766333563,0.308986712106,0.185346839292,-0.154721733366,-0.020407239819,0.0530444237341,-0.127472568785,0.469331428175,0.228229727741,-0.136065698542,0.432878514214,0.214366256698,0.214366256698,0.454576968026,0.163678107824,-0.227415520682,0.0573564390078,0.196828525847,-0.218563268591,0.439791168738,0.129726095282,-0.184837844991,-0.0359324956886,-0.0464848614472,-0.174490245628,0.163599466931,0.168074326229,-0.21349770011,0.174170339596,0.183257918552,-0.261277374527
"124","STAT4",2.5085851167,2.786079,5.2946641167,0.159917355372,0.20967032967,0.119021045605,0.146152183312,0.212773368953,-0.129188131384,0.15477691536,0.130087740006,0.0862642574711,0.48864226419,0.398951343641,0.357898488924,0.442499379779,0.38818832452,0.089652828177,0.0990282768096,0.105587773348,-0.20839182624,0.492805480593,0.377030614897,0.0900813143592,0.440048764473,0.405151257509,0.405151257509,0.479649234598,0.358163982324,0.114228639089,0.185561497326,0.338710257893,-0.149018639699,0.463780479347,0.266941089535,0.0885289322273,0.18048951049,0.113722726883,0.0743333449171,0.191632207032,0.202057508371,0.100303078434,0.205767942772,0.334278512917,0.2416797708
"125","STAT1",2.6158571444,8.6787737222,11.2946308667,0.0747619047619,0.0752185967157,0.123927395345,0.0802689594356,0.15845553265,0.216791766434,0.169887640449,0.101524788433,0.0846037399389,0.548231506648,0.30329614672,0.0862623435273,0.230015626922,0.290494464181,0.0906916342447,0.0580805746451,0.0628807592224,-0.324581762459,0.553254651044,0.296128997741,0.0913998834403,0.539986253822,0.312204648856,0.312204648856,0.53968357243,0.352152973721,0.114518365673,0.0582471179427,0.254271468402,0.00236983365428,0.523650839456,0.175235740484,0.0903765798846,0.0956703878599,0.061283077139,0.0655240389158,0.201029840333,0.245833370806,0.127518725553,0.20124006377,0.201284726751,0.247375218455
"126","ETS1",2.6438298111,6.8488314444,9.4926612556,0.186882579119,0.18046458689,-0.00590076895574,0.185381238331,0.198247936116,0.201519874525,0.157496402878,0.16868147645,-0.00609412649827,0.515824384551,0.304748962065,0.329182650099,0.504207996963,0.295126864756,0.0443651606508,0.0248342378708,0.0578524199649,-0.0370337318015,0.519321301154,0.377866180104,0.0473456170795,0.475206337968,0.310629874263,0.310629874263,0.510196595835,0.335734343904,0.00513845300378,0.188022804637,0.278380474857,0.193087030825,0.499678026447,0.176477965506,0.0391768104785,0.16941418012,-0.0688280474525,0.0140175710063,0.224755206566,0.259145976325,0.037196015634,0.233697863758,0.315509797409,-0.021311774272
"127","NFATC2",2.9514250556,4.9454028889,7.8968279444,0.119841269841,0.265909090909,0.0806358019338,0.318449197861,0.208744528452,-0.0645740856675,0.16898225957,0.073628428759,0.0295316026054,0.567405132296,0.60665443807,0.153085131992,0.322321442105,0.603011154265,0.0858565842442,0.0562878579752,0.0287243150685,0.0658123780397,0.57018568983,0.451637920416,0.0877719380888,0.527284280631,0.608599239556,0.608599239556,0.562314748999,0.422170953227,0.086179321765,0.136514945652,0.632557830277,0.0125115622146,0.556520270394,0.345754324409,0.0831647653161,0.032601419812,0.13973815374,-0.0420074901351,0.222762957554,0.407354349511,0.0881706216987,0.232056060275,0.351505423954,0.190729809448
"128","SPI1",2.9806269778,4.6750755556,7.6557025333,0.525306922873,0.279853479853,0.103304170528,0.520189265031,0.217418260158,0.128760260275,0.109581097197,0.170718280896,0.0790164290034,0.541729638851,0.357779226784,0.322489350848,0.562844469407,0.348720288987,0.0818488287083,0.0580034847344,-0.0438348779689,-0.0251997924291,0.54420927236,0.382610667893,0.082526543155,0.439926015026,0.363733253411,0.363733253411,0.537281063861,0.319588555949,0.0838360487684,0.524480375471,0.274728756744,0.146487806718,0.527707257685,0.162256810862,0.0810092590804,0.266798279153,-0.13804964853,0.0813506389503,0.22474566945,0.35096048295,0.107598789751,0.241920256704,0.174663255717,0.191695888165
"129","HNF1B",3.0437089389,3.1828106667,6.2265196056,0.103968253968,0.480998914224,-0.0233724069306,0.015037593985,0.0376748251748,0.0430864536298,0.313080808081,0.0234184942394,0.019587503108,0.501533255263,0.31518876194,0.129548948274,0.483525344919,0.302945116688,0.000675032921168,0.0289954051796,0.0867965367965,0.0931756534225,0.509110455219,0.278651448824,0.014272241001,0.494369401062,0.325480274938,0.325480274938,0.49255403534,0.385374449447,0.00296296176972,0.213945578231,0.430176545766,-0.189846928777,0.478209369787,0.354823104268,-0.0262988210519,0.219264872667,0.25724995858,-0.0306525814579,0.190556861735,0.177496125274,-0.135665071031,0.200500603823,0.348101265823,-0.174389053319
"130","IRF1",3.1644379333,5.100647,8.2650849333,0.171107515282,0.567424727739,0.136509130136,0.166557734205,0.406764629212,0.281373866785,0.271608391608,0.138244436456,0.112144217574,0.0402743557312,0.441221206365,0.103789736801,-0.0250697263762,0.43054930693,0.112903104807,0.300163934426,0.162075187374,0.129941286875,0.0396693976018,0.687849725781,0.113491048522,0.0550633673824,0.448820822672,0.448820822672,0.041388482088,0.544753542859,0.135441903267,0.129164067374,0.433302695439,0.370271152228,0.0431944952804,0.375598008035,0.112684065608,0.112717058223,-0.0662877558584,0.105409242516,0.164962818569,0.329625798731,0.131213386392,0.152087516088,0.625994575045,0.236640408302
"131","EGR2",3.4025694222,4.5985511111,8.0011205333,0.502462326051,0.26560860105,0.114227178274,0.501395775486,0.189431748626,-0.00531710596304,0.207090214628,0.192832997617,0.097346768879,0.577596003862,0.410495630972,0.312045079423,0.578796326238,0.401945497077,0.0993241714344,0.0983832384417,0.0177752107116,-0.138800250241,0.579589447982,0.355946467118,0.10004388738,0.505856199466,0.416187217684,0.416187217684,0.574414021174,0.317538684271,0.0999979000286,0.50820277629,0.362096330427,-0.00845106213582,0.56835730059,0.136586634909,0.0982572458732,0.264439299642,-0.140875590596,0.0938009787425,0.247500223607,0.354098014504,0.11939628483,0.264865040265,0.202856890147,0.185363850241
"132","REL",3.5512753333,4.7665549444,8.3178302778,0.0161538461538,0.229335851432,0.133705520338,0.0133898305085,0.312223592208,-0.341647963532,0.140549150125,0.187367284606,0.100785583183,0.625249667497,0.597640775098,0.0817658544851,0.572193284194,0.589255918293,0.113838672334,0.0552134713628,0.0649546885072,0.100895234048,0.628785196103,0.600918817432,0.115217928693,0.57720064128,0.601901989361,0.601901989361,0.619619078091,0.549369502068,0.122356498468,0.0639737991266,0.543749012119,-0.320201316536,0.609261288733,0.384269831646,0.111499925644,0.235125256836,0.207510937371,0.100161005153,0.362240693379,0.392109396771,0.101666364147,0.395019065004,0.36561194334,0.192485379505
"133","ELF1",3.5549874333,6.3416162222,9.8966036556,0.285862383231,0.260810810811,-0.0552243213154,0.256525760378,0.276733412766,-0.287141260361,0.155036755697,0.241453004901,-0.00882757867102,0.60255642269,0.460817672168,0.322619453698,0.53767797452,0.451741779249,0.0551842792631,0.0574506677696,0.0659842806383,-0.0630906757062,0.606039484413,0.467022638095,0.0596681962911,0.529940535735,0.465538495366,0.465538495366,0.597251966473,0.437342777504,-0.0256589342079,0.330137844612,0.434884646853,0.0637873737321,0.587875430146,0.239395827759,0.0474643362524,0.166886122381,-0.0254398057666,0.0201609392671,0.300910060337,0.285440756833,0.0282658328846,0.313003466447,0.378183754747,-0.116210866024
"134","NFKB1",3.7315569444,5.5893885,9.3209454444,0.199542851402,0.249003436426,0.167867093197,0.216883704106,0.216535398033,-0.269111960647,0.254309392265,0.184776439689,0.130138985123,0.640563556286,0.616228720776,0.104101233955,0.580598098612,0.608723126795,0.133789396906,0.0724847212097,0.134186608855,0.108708857466,0.643790729152,0.48311212817,0.134157900066,0.617153957351,0.620496690358,0.620496690358,0.635189806982,0.431855688629,0.157115897014,0.277775160936,0.5758190546,-0.222398597915,0.626284778319,0.387808410783,0.133174522876,0.268000892927,0.207732963587,0.119300163778,0.374801091705,0.427055745405,0.169202130068,0.409834392674,0.368059450365,0.27053040034
"135","PRDM1",3.8644370167,3.7260415556,7.5904785722,0.296526151444,0.284848484848,-0.207957511173,0.302721088435,0.233052013388,-0.226556004512,0.296196481912,0.174896990436,-0.11525877774,0.566934718539,0.348372296003,-0.0901721126161,0.383484642774,0.331224783843,0.0065238287239,0.077652572147,-0.0312189054726,-0.0202583977786,0.572510779002,0.426642938867,0.0160614651671,0.492929190423,0.359735304722,0.359735304722,0.559045939018,0.337765594204,-0.197988451544,0.437412587413,0.310621508788,-0.210440754731,0.546257186563,0.199352620705,-0.00717272999448,0.101806794293,-0.134668832499,-0.101501409982,0.294583262493,0.276595969597,-0.0264167493912,0.290362664421,0.160501193317,-0.410587343217
"136","NR3C1",4.0846352944,5.5904311944,9.6750664889,0.454320987654,0.420661326761,0.108849959407,0.467098301309,0.240796999692,0.113931888545,0.31850931677,0.107861384239,0.108535859538,0.623365012211,0.480238402285,0.0300712007944,0.582995158819,0.464350587276,0.122947747288,0.0881821669602,0.0510123378678,-0.361169055431,0.627877668358,0.466758583471,0.125729147278,0.603237276905,0.489996451343,0.489996451343,0.616480038448,0.370119919847,0.12711164925,0.412528770907,0.436597004654,0.158656987296,0.605954809136,0.329799899126,0.118488356277,0.252629662005,0.156389761019,0.0463802325553,0.328235847044,0.308031133612,0.130075266511,0.328315576136,0.327793127266,0.225688073394
"137","TP63",4.3175586167,2.9397125556,7.2572711722,0.636320754717,0.217212638108,-0.0201560051128,0.607865937073,0.174843657755,0.0922928709056,0.105944424515,0.248161382149,0.0292142789431,0.69745568407,0.516240634666,0.0164670357033,0.599648636672,0.504968215401,0.0794239306735,0.0611724554175,0.114669252393,0.0619915287474,0.70093289628,0.455645724017,0.0853284276841,0.646248142132,0.524134251581,0.524134251581,0.691405076137,0.451763917744,0.045298580143,0.635981103054,0.418426677617,0.123730890419,0.680590473899,0.301988569038,0.0679098194585,0.16731061723,0.0138481862949,0.0483363086317,0.398739306481,0.292248593794,-0.00953639388634,0.402586729441,0.457271158522,-0.32629256663
"138","EBF1",4.8253935556,3.7254591667,8.5508527222,0.580795148248,0.361442586846,0.136212093286,0.574999611373,0.229370970567,-0.249345892203,0.327332357011,0.194675417621,0.113282198044,0.70694763423,0.551894347201,0.381128598627,0.684407960419,0.544646578633,0.127701869152,0.1068682825,0.0683096889576,0.146708074534,0.709443375251,0.618218250379,0.128354699023,0.705094333005,0.557407779748,0.557407779748,0.703372656926,0.516541210327,0.142491983235,0.562421589346,0.486452927981,-0.0946037671814,0.697639209891,0.202154741588,0.126870201861,0.305674499863,-0.128438694797,0.112599770164,0.457861276437,0.472560151311,0.141158316922,0.476868650739,0.372790253225,0.17689698786
"139","ZEB1",4.8690177778,2.5856321389,7.4546499167,0.702009205169,0.221934089681,0.0782302858806,0.705605525217,0.361524327318,-0.149577167019,0.422223301757,0.182486504309,0.0717029203879,0.698715795779,0.622569128937,-0.0446790847889,0.635853086101,0.618441148264,0.103796344362,0.121690955094,0.0862970923984,-0.374624956792,0.701396470409,0.641487853205,0.10633096092,0.696777743436,0.626657099158,0.626657099158,0.694575291281,0.597545287959,0.0906692484301,0.502173913043,0.611066653191,-0.205074292122,0.686447168461,0.485468607863,0.0979572703673,0.263916789429,0.266268697038,0.0755083456709,0.447512870594,0.369677861631,-0.152233581128,0.454216894602,0.393276875216,-0.279815261277
"140","BHLHE40",4.9141532,4.6152053333,9.5293585333,0.740818858561,0.297751124438,0.0687112007216,0.712307422969,0.164832507772,0.134019178847,0.255178746143,0.207442335141,0.0540087299734,0.692019452437,0.554228159784,-0.154976700295,0.6128288192,0.543543782774,0.104810359111,0.0745364332769,0.0544907778669,-0.104052084739,0.695343792856,0.442487854947,0.108622532303,0.64102747453,0.560995593345,0.560995593345,0.685727060971,0.49651324515,0.0902803469894,0.614393939394,0.460140316351,0.09228362878,0.676247931514,0.350650682193,0.0989348725629,0.243689012039,-0.0113451930508,0.0714975020259,0.368022030006,0.358271472869,-0.124556309238,0.374316681051,0.453009040615,0.103488372093
"141","PAX5",5.3379033444,4.4629486667,9.8008520111,0.627301771711,0.419050401184,-0.12148759963,0.637255117764,0.279102828879,-0.298340548341,0.392857142857,0.225831110108,-0.104098908158,0.662267672649,0.592210912438,0.142468689166,0.619266063126,0.585020251444,-0.0933626679716,0.119735704104,0.105801687764,-0.151744944008,0.665133887414,0.570395029747,-0.0820488836583,0.660021658434,0.596734067007,0.596734067007,0.658223651321,0.540667117173,-0.107012580092,0.62174183339,0.577252778516,0.037911592425,0.651506393199,0.372012438203,-0.110589369327,0.332696819741,-0.0591035880078,-0.099945738499,0.370126214657,0.401761492931,-0.150121498086,0.378988023978,0.462853083737,-0.272833495618
