AR_ethl	AR_R1881	ER_40min	ER_160min	GR_withDEX
0.113490364026	0.0995918367347	0.043844856661	0.0476923076923	0.0786026200873
0.113490364026	0.100408163265	0.0460933108488	0.0492307692308	0.0811307745346
0.115631691649	0.101224489796	0.0460933108488	0.0492307692308	0.0834290967594
0.117773019272	0.104897959184	0.0494659921304	0.0538461538462	0.0859572512066
0.119914346895	0.108979591837	0.0494659921304	0.0538461538462	0.0905538956562
0.122055674518	0.112653061224	0.052838673412	0.06	0.0942312112158
0.128479657388	0.117959183673	0.0539629005059	0.0538461538462	0.097219030108
0.130620985011	0.120816326531	0.0556492411467	0.0553846153846	0.100206849
0.134903640257	0.123673469388	0.0607082630691	0.0584615384615	0.102735003447
0.139186295503	0.12693877551	0.0629567172569	0.0615384615385	0.109400137899
0.152034261242	0.131836734694	0.0668915120854	0.0692307692308	0.115605607906
0.154175588865	0.135918367347	0.0713884204609	0.0784615384615	0.119053091243
0.164882226981	0.142857142857	0.0736368746487	0.0769230769231	0.124798896805
0.167023554604	0.148163265306	0.0753232152895	0.08	0.130314870145
0.184154175589	0.160408163265	0.079258010118	0.0861538461538	0.135141346817
0.186295503212	0.162448979592	0.0843170320405	0.0907692307692	0.141576649046
0.197002141328	0.16693877551	0.0876897133221	0.0969230769231	0.1503102735
0.207708779443	0.177142857143	0.0938729623384	0.0953846153846	0.158814065732
0.214132762313	0.184897959184	0.0961214165261	0.0938461538462	0.165938864629
0.229122055675	0.197959183673	0.103991006183	0.109230769231	0.173293495748
0.23982869379	0.207346938776	0.107925801012	0.121538461538	0.182946449092
0.254817987152	0.218367346939	0.1101742552	0.126153846154	0.188692254654
0.276231263383	0.227755102041	0.120292299044	0.132307692308	0.192369570214
0.293361884368	0.238775510204	0.125913434514	0.133846153846	0.196736382441
0.306209850107	0.249795918367	0.135469364812	0.150769230769	0.205699839117
0.327623126338	0.261224489796	0.147835862844	0.161538461538	0.223167088026
0.331905781585	0.271428571429	0.157953906689	0.170769230769	0.23373937026
0.338329764454	0.282857142857	0.171444631816	0.181538461538	0.244771316939
0.351177730193	0.295102040816	0.189994378865	0.193846153846	0.260859572512
0.370449678801	0.313469387755	0.20179876335	0.212307692308	0.275568834751
0.385438972163	0.327755102041	0.218662169758	0.230769230769	0.290737761434
0.402569593148	0.34693877551	0.224845418775	0.246153846154	0.305906688118
0.41113490364	0.357142857143	0.24395727937	0.266153846154	0.320156285911
0.419700214133	0.372244897959	0.265879707701	0.278461538462	0.336244541485
0.428265524625	0.383265306122	0.281618887015	0.309230769231	0.345897494829
0.436830835118	0.402857142857	0.29904440697	0.321538461538	0.367961388187
0.443254817987	0.414285714286	0.304103428893	0.335384615385	0.383589979315
0.45182012848	0.434285714286	0.327712197864	0.36	0.405194208228
0.458244111349	0.448571428571	0.355817875211	0.381538461538	0.421052631579
0.473233404711	0.464081632653	0.36874648679	0.387692307692	0.437600551597
0.496788008565	0.488979591837	0.385047779651	0.403076923077	0.464031257182
0.509635974304	0.496326530612	0.37436762226	0.396923076923	0.46196276718
0.507494646681	0.49306122449	0.371557054525	0.401538461538	0.461732934957
0.533190578158	0.48612244898	0.383361439011	0.407692307692	0.454608136061
0.509635974304	0.464489795918	0.387296233839	0.404615384615	0.445874511607
0.496788008565	0.447755102041	0.399100618325	0.412307692308	0.433693403815
0.464668094218	0.43387755102	0.390106801574	0.403076923077	0.433463571593
0.44539614561	0.423265306122	0.370994940978	0.392307692308	0.438060216042
0.460385438972	0.427346938776	0.366498032603	0.370769230769	0.439898873822
0.456102783726	0.420408163265	0.373243395166	0.366153846154	0.446104343829
0.458244111349	0.423265306122	0.373805508713	0.367692307692	0.452769478281
0.436830835118	0.424081632653	0.385047779651	0.375384615385	0.454378303838
0.45182012848	0.43387755102	0.386734120292	0.384615384615	0.444955182717
0.443254817987	0.443265306122	0.395165823496	0.381538461538	0.443806021604
0.462526766595	0.456326530612	0.40191118606	0.395384615385	0.449781659389
0.490364025696	0.475510204082	0.40191118606	0.404615384615	0.463111928292
0.48608137045	0.500816326531	0.395727937043	0.398461538462	0.477591358308
0.51391862955	0.51387755102	0.387858347386	0.393846153846	0.481268673868
0.488222698073	0.515102040816	0.379988757729	0.383076923077	0.491151459435
0.490364025696	0.51306122449	0.371557054525	0.384615384615	0.493219949437
0.477516059957	0.49387755102	0.350758853288	0.378461538462	0.466789243852
0.456102783726	0.475102040816	0.324901630129	0.346153846154	0.444495518272
0.432548179872	0.457551020408	0.302417088252	0.324615384615	0.429096759366
0.41755888651	0.441632653061	0.274873524452	0.298461538462	0.407952194898
0.406852248394	0.427346938776	0.263069139966	0.286153846154	0.391863939324
0.396145610278	0.415510204082	0.241146711636	0.275384615385	0.373707193749
0.391862955032	0.40612244898	0.224845418775	0.261538461538	0.35623994484
0.37687366167	0.390612244898	0.206857785273	0.249230769231	0.339232360377
0.364025695931	0.372244897959	0.195615514334	0.238461538462	0.325672259251
0.364025695931	0.357959183673	0.17987633502	0.213846153846	0.31073316479
0.344753747323	0.341632653061	0.163575042159	0.206153846154	0.296713399219
0.338329764454	0.328571428571	0.15233277122	0.187692307692	0.284991955872
0.321199143469	0.319591836735	0.14502529511	0.178461538462	0.270512525856
0.312633832976	0.302448979592	0.142214727375	0.175384615385	0.254424270283
0.291220556745	0.288571428571	0.128724002248	0.158461538462	0.242243162491
0.286937901499	0.276734693878	0.122540753232	0.155384615385	0.22822339692
0.284796573876	0.268571428571	0.115233277122	0.141538461538	0.219719604689
0.28051391863	0.26	0.1101742552	0.136923076923	0.208227993565
0.269807280514	0.251020408163	0.103991006183	0.130769230769	0.196966214663
0.252676659529	0.242448979592	0.0989319842608	0.12	0.192369570214
0.23982869379	0.231020408163	0.0949971894323	0.118461538462	0.185704435762
0.224839400428	0.218775510204	0.088251826869	0.110769230769	0.175821650195
0.203426124197	0.208571428571	0.0837549184935	0.109230769231	0.168926683521
0.199143468951	0.197959183673	0.079820123665	0.106153846154	0.161112387957
0.182012847966	0.189387755102	0.0753232152895	0.0938461538462	0.153527924615
0.173447537473	0.178775510204	0.0719505340079	0.0892307692308	0.146632957941
0.167023554604	0.170612244898	0.0657672849916	0.0784615384615	0.140887152379
0.160599571734	0.163265306122	0.0607082630691	0.0707692307692	0.135371179039
0.152034261242	0.157959183673	0.0595840359753	0.0692307692308	0.130085037922
0.145610278373	0.153469387755	0.0573355817875	0.0646153846154	0.122500574581
0.132762312634	0.144489795918	0.0567734682406	0.0646153846154	0.116754769019
0.132762312634	0.14	0.0556492411467	0.0615384615385	0.111698460124
0.122055674518	0.133469387755	0.0494659921304	0.0538461538462	0.108480809009
0.111349036403	0.127346938776	0.0477796514896	0.0538461538462	0.103424500115
0.0963597430407	0.121632653061	0.0460933108488	0.0507692307692	0.0979085267755
0.0920770877944	0.117551020408	0.0455311973019	0.0507692307692	0.0946908756608
0.0749464668094	0.110612244898	0.0421585160202	0.0476923076923	0.0882555734314
0.0706638115632	0.106530612245	0.0393479482856	0.0430769230769	0.0848080900942
0.0642398286938	0.0995918367347	0.035413153457	0.04	0.0813606067571
0.0620985010707	0.0955102040816	0.0320404721754	0.0353846153846	0.0776832911974
