XXXXX	1.1	1.2	2.1	2.2	2.3	3.1	3.3	3.5	4.2	5.1	6.2
1.1	XXXXX	0.3452	0.5049	0.1008	0.0037	0.1453	0.4092	0.0364	0.1265	0.2342	0.0524
1.2	0.3452	XXXXX	0.9451	0.1363	0.0142	0.1363	0.3165	0.1003	0.1319	0.5363	0.1011
2.1	0.5049	0.9451	XXXXX	0.4	0.4516	0.7	0.6286	0.5167	0.8	0.7	0.7
2.2	0.1008	0.1363	0.4	XXXXX	0.8053	1	0.4	0.5167	0.8	0.4	0.7
2.3	0.0037	0.0142	0.4516	0.8053	XXXXX	0.7421	0.3309	0.5329	0.5692	0.2708	0.3538
3.1	0.1453	0.1363	0.7	1	0.7421	XXXXX	0.4	0.6667	0.8	0.7	0.7
3.3	0.4092	0.3165	0.6286	0.4	0.3309	0.4	XXXXX	0.5273	0.2667	1	0.0571
3.5	0.0364	0.1003	0.5167	0.5167	0.5329	0.6667	0.5273	XXXXX	0.5	0.5167	0.3833
4.2	0.1265	0.1319	0.8	0.8	0.5692	0.8	0.2667	0.5	XXXXX	0.2	1
5.1	0.2342	0.5363	0.7	0.4	0.2708	0.7	1	0.5167	0.2	XXXXX	0.1
6.2	0.0524	0.1011	0.7	0.7	0.3538	0.7	0.0571	0.3833	1	0.1	XXXXX
