XXXXX	1.1	1.2	2.1	2.2	2.3	3.1	3.3	3.5	4.2	5.1	6.2
1.1	XXXXX	0.9853	0.9348	0.4516	0.3302	0.2708	0.8582	0.1717	0.2846	0.8053	0.8696
1.2	0.9853	XXXXX	0.9451	0.2945	0.1628	0.233	0.6835	0.1673	0.2637	1	0.633
2.1	0.9348	0.9451	XXXXX	0.4	0.3538	0.2	0.6286	0.2667	0.4	1	0.7
2.2	0.4516	0.2945	0.4	XXXXX	0.7421	1	0.6286	0.8333	1	0.4	1
2.3	0.3302	0.1628	0.3538	0.7421	XXXXX	0.4012	0.6422	0.3478	0.4427	0.2342	1
3.1	0.2708	0.233	0.2	1	0.4012	XXXXX	0.6286	0.6667	1	0.4	0.7
3.3	0.8582	0.6835	0.6286	0.6286	0.6422	0.6286	XXXXX	0.3152	0.1333	0.4	0.8571
3.5	0.1717	0.1673	0.2667	0.8333	0.3478	0.6667	0.3152	XXXXX	0.8889	0.1833	0.5167
4.2	0.2846	0.2637	0.4	1	0.4427	1	0.1333	0.8889	XXXXX	0.2	0.4
5.1	0.8053	1	1	0.4	0.2342	0.4	0.4	0.1833	0.2	XXXXX	0.4
6.2	0.8696	0.633	0.7	1	1	0.7	0.8571	0.5167	0.4	0.4	XXXXX
