GR_withDEX_F	GR_withDEX_R	GR_woDEX_F	GR_woDEX_R
0.1942587277	0.22043051568	0.0806528868742	0.508340468177
0.209217159463	0.257003903379	0.284416661936	1.66701948745
0.208666643534	0.226125187517	0.564421382421	0.296778969414
0.224601382496	0.209870444402	0.248705715831	0.986933982431
0.196589330721	0.220616480863	0.493474987007	0.215540251833
0.182295697461	0.228017983451	0.110308107808	0.578487801581
0.19523473595	0.215330216446	0.315965419933	0.282060762279
0.233645890201	0.267584508593	0.23721565434	0.36116277475
0.228415081011	0.209270407353	0.122160434724	0.494045606336
0.227599701695	0.210441341949	0.213054594436	0.448549408751
0.210020648738	0.24077258697	0.378075561242	0.540435544143
0.253831020248	0.222410785927	0.129307109402	0.961835263662
0.214024316968	0.21656931111	0.32120157387	0.492400544801
0.194831814483	0.208181506305	0.0576727226176	0.388425462748
0.266938924782	0.249580493051	0.142663550498	0.235314994829
0.205117813302	0.212543972231	0.0981583934363	0.364933684422
0.233679500516	0.193734172199	0.582394773466	0.402281055241
0.279941818867	0.436544477414	0.164559000941	0.654909878835
0.219739569884	0.254932180648	0.281090615124	0.34745753424
0.175383979468	0.230558532025	0.587690056651	0.190285313908
0.110007550123	0.267740808903	0.18657482057	0.219850062451
0.102731669734	0.163644331884	0.200564598816	0.157010299238
0.173132614518	0.243799583825	0.0996081836508	0.183344085778
0.0842891926676	0.334376698245	0.203127488118	0.196231496527
0.70039782515	0.156542562253	0.137390078691	0.459264287419
0.100865732459	0.130328998325	0.045006161048	0.18364344063
0.216946076089	0.551244791857	0.0604847192996	0.551854949349
0.259351827627	0.077121336677	0.0588227486835	0.235272601333
0.205026044765	0.170417605035	0.24892545335	0.118734179468
0.153449413948	0.124769390528	0.227710995876	0.133398448237
0.298485084642	0.120121409232	0.122889007944	0.0847080277529
0.170482866589	0.1814243882	0.180697246871	0.133009566337
0.246099556948	0.205827079529	0.308676234223	0.107799249771
0.428425732669	0.257971322011	0.246507864563	0.146388740099
0.21570585759	0.234171764471	0.255638122514	0.1217221373
0.191500995431	0.193927868791	0.266316576472	0.338167724777
0.209243810736	0.213377801061	0.504345120027	0.151577146252
0.247146352154	0.194159884892	0.448443837643	0.147521726809
0.198009572593	0.270683704518	0.190654163055	0.0739403278311
0.226199312346	0.19633476124	0.270183203095	0.247696560504
0.203881423047	0.204018455937	0.131054359837	0.133131351393
0.221932304423	0.171776843552	0.27370672079	0.215117818586
0.244619510845	0.192264155668	0.165839861574	0.569754930914
0.222365202728	0.171376781331	0.896989367206	0.290529806336
0.223562758613	0.178871286665	0.921386968332	0.116589899862
0.204170706546	0.187651540272	0.140078057469	0.31946486513
0.193525569675	0.17160312479	0.337277471736	0.151258931418
0.223615832778	0.190942595146	0.143167669101	1.00544342847
0.212227433926	0.200566363272	0.499176371795	0.431496255456
0.237650450378	0.201132340652	0.362002959717	0.489631686731
