GR_withDEX_F	GR_withDEX_R	GR_woDEX_F	GR_woDEX_R
-0.0217279802557	-0.0263126709132	-0.0128333079406	-0.0884349160365
-0.0271486455524	-0.0232036427491	-0.0625523976601	-0.0726482685166
-0.0225148409531	-0.025593934355	-0.0891684838666	-0.0339830546537
-0.0261143738387	-0.0225494462605	-0.0626546947736	0.0113337223799
-0.0258855681712	-0.0256341067167	-0.0419454226246	-0.040614843327
-0.0286835561881	-0.0258435102694	-0.0379537436454	-0.024282475176
-0.0270382673882	-0.0229003024858	-0.0427900903229	-0.0415533095302
-0.0283383889871	-0.0280958706273	0.0199195722179	-0.00529203249285
-0.0204671924918	-0.0229012734005	-0.0472997150391	0.0122960468224
-0.02778226543	-0.0237474928687	-0.0406048281309	-0.0808561793447
-0.0277585259682	-0.0218464417842	-0.050112529924	0.0180817707926
-0.0255008151753	-0.02424548879	-0.0116780386776	-0.050693861718
-0.0248180689498	-0.0214860733555	-0.0572474736366	-0.0998233388572
-0.0277403803835	-0.0285633271694	-0.0140665273007	-0.0724068875479
-0.0211584565944	-0.025824100884	0.00571273489506	-0.0511925068265
-0.0191246706252	-0.0164767415704	-0.0115838002664	-0.0571316489829
-0.0152683093066	-0.0179681762465	0.00793252786532	-0.0101143128397
-0.0307574092408	0.00923856029198	-0.0734132144649	-0.0443254673442
-0.0253528783758	-0.0159066957321	-0.0344950233664	-0.0389836113893
-0.0220341901706	-0.0260936991525	-0.0837215589829	-0.0449834944767
-0.0224801225597	-0.0406333260813	-0.027226170007	-0.0211917465359
-0.00194452908595	-0.028113007615	-0.0208700466538	-0.023704156858
-0.023595213954	-0.0397174229102	-0.0476767189206	0.0258645777843
-0.000909290850765	-0.0303478910021	-0.0116378707034	0.0133394496967
-0.000877981401139	-0.0252224525237	-0.0785693608027	0.0076148563776
-0.0179029862621	-0.0147106745529	-0.0153116209092	-0.0387447529586
-0.0349362622209	0.0105976944297	-0.0174201980688	-0.00880215883899
-0.0176161919814	0.00184014040476	-0.021418621066	-0.0481962861806
-0.0265427938431	-0.027036666624	-0.0359675582528	-0.0521743958223
-0.0280863928539	-0.00300797674042	-0.0182903950467	-0.03530757826
-0.0269356152028	-0.0245970464238	-0.0657601717415	-0.0013108487846
-0.00921349573054	-0.0269879884266	-0.0582398505315	-0.0163328685142
-0.00925190061803	-0.0272624065324	-0.0872959104699	-0.0463261194933
0.00865854416395	-0.0345274109592	-0.107217552161	-0.021393863668
-0.0132399093879	-0.0243302563945	-0.0949568421476	-0.00412587196605
-0.0196049758393	-0.020245005276	-0.106315445141	-0.0234846865338
-0.0292341718095	-0.0264838513954	-0.112968028005	-0.0525600537506
-0.0298708214701	-0.0279291985236	-0.0896492383854	-0.00177027709796
-0.0259158668355	-0.0335046986513	0.0153625755566	-0.0138729245214
-0.0284103262792	-0.0329895101996	-0.0285242595695	-0.049480769032
-0.0298558778888	-0.0280519458637	-0.0226219845464	-0.0484229338738
-0.0219674340533	-0.0200088269925	0.0229255148006	-0.00913803360667
-0.0267268569307	-0.0276064508791	0.0136413255298	-0.0206050021827
-0.0285251540382	-0.0226793381592	-0.0553542217004	-0.0132446796095
-0.0235763606086	-0.0230938730951	0.00283250460796	-0.0410086832898
-0.0235429898748	-0.0236611445901	0.0897857775957	-0.0422815420571
-0.0242357259612	-0.0227604329317	-0.0235020177666	-0.0204943419531
-0.0227488884582	-0.0271933298208	-0.00706900750918	-0.0541682649222
-0.023038794257	-0.0283442817939	-0.0602725615787	-0.0321518741538
-0.0222198495056	-0.0260098374896	-0.0201468241004	-0.0855462403934
