P53_F	P53_R
0.0603773460585	0.0599768840767
0.0592487200373	0.0583111779854
0.0611479461285	0.0649451776655
0.0693783849974	0.0591388016487
0.0650380174548	0.0594456121706
0.0690140360516	0.0602037296662
0.0739915475026	0.0621423119415
0.0649212499053	0.0570576661116
0.0637887341963	0.0647823919004
0.0618167428911	0.0667734692468
0.0623039948865	0.0615861912103
0.059735277933	0.0682725534812
0.0676233351705	0.0566742438089
0.0651755714012	0.0618649700599
0.0590152554941	0.0646038921381
0.0632100255968	0.0653919743832
0.0553203070943	0.0731074482267
0.0693921204106	0.0689584907247
0.0672590669576	0.0531572146774
0.0381079113634	0.0965233768296
0.0683906468411	0.0777135354662
0.0860265917536	0.0379823699535
0.0481671751645	0.0540503705775
0.0674499522954	0.0628154037916
0.0841213503403	0.052986080957
0.0720347526083	0.0762310122977
0.0553174284651	0.0828028526456
0.06821052369	0.0725719853203
0.0508123089154	0.0548034052348
0.0377761958749	0.0939966147837
0.102837253029	0.0671455290839
0.086038354452	0.0471910976427
0.0588928808136	0.0671308145933
0.0719821528055	0.0724601632041
0.0779916315138	0.0570967009504
0.066718673268	0.056519996108
0.0637356018923	0.0886302317697
0.0660595422178	0.0624990795792
0.0631141771726	0.0626356203613
0.0585202638326	0.0794916532324
0.0626481725114	0.0657280998232
0.0593261088264	0.0711662601207
0.053901664277	0.0701756075326
0.0657727428635	0.0612255850709
0.0607670020982	0.0612201098685
0.0658921966665	0.058703873931
0.0646907892119	0.0577488456584
0.071451446599	0.0673193967739
0.0630876214949	0.0672870158757
0.0608187268898	0.061701074241
