ER_0min_F	ER_0min_R	ER_10min_F	ER_10min_R	ER_160min_F	ER_160min_R	ER_2min_F	ER_2min_R	ER_40min_F	ER_40min_R	ER_5min_F	ER_5min_R
0.163793103448	0.258620689655	0.0696073157612	0.0518558364712	0.0887096774194	0.054435483871	0.0690104166667	0.0690104166667	0.0689114168477	0.0532223026792	0.0674342105263	0.0575657894737
0.275862068966	0.129310344828	0.0730500268962	0.0528240989779	0.0766129032258	0.0665322580645	0.0794270833333	0.0638020833333	0.072773352643	0.0533429881728	0.0628289473684	0.0529605263158
0.284482758621	0.474137931034	0.0681011296396	0.0520710059172	0.0974462365591	0.0645161290323	0.104166666667	0.0540364583333	0.0706010137581	0.0545498431089	0.0776315789474	0.0496710526316
0.051724137931	0.189655172414	0.0505648197956	0.0604626143088	0.051747311828	0.0692204301075	0.0423177083333	0.0520833333333	0.051774076756	0.0543084721217	0.0417763157895	0.0549342105263
0.103448275862	0.120689655172	0.0472296933835	0.0516406670253	0.0591397849462	0.0604838709677	0.0618489583333	0.056640625	0.0494810523775	0.0500844798455	0.0470394736842	0.05
0.0689655172414	0.0689655172414	0.0639053254438	0.0635825712749	0.0880376344086	0.0779569892473	0.0670572916667	0.0651041666667	0.0631185131547	0.0675838764181	0.0582236842105	0.0756578947368
0.215517241379	0.23275862069	0.059817105971	0.0497041420118	0.0793010752688	0.0658602150538	0.07421875	0.0533854166667	0.0643253680908	0.052980931692	0.0598684210526	0.0572368421053
0.155172413793	0.23275862069	0.0922001075847	0.0520710059172	0.112903225806	0.065188172043	0.102864583333	0.048828125	0.0935312575428	0.0590152063722	0.0957236842105	0.0506578947368
0.0948275862069	0.0775862068966	0.0767079074771	0.0626143087682	0.0853494623656	0.0604838709677	0.0846354166667	0.0442708333333	0.0737388365918	0.0588945208786	0.0766447368421	0.0536184210526
0.129310344828	0.137931034483	0.0531468531469	0.0543302850995	0.0551075268817	0.0665322580645	0.0546875	0.068359375	0.0527395607048	0.0544291576153	0.0513157894737	0.0598684210526
0.137931034483	0.0603448275862	0.0533620225928	0.0571274878967	0.065188172043	0.0672043010753	0.0533854166667	0.0618489583333	0.0531016171856	0.0585324643978	0.0470394736842	0.0585526315789
0.129310344828	0.172413793103	0.0485207100592	0.0583109198494	0.057123655914	0.073252688172	0.0442708333333	0.0696614583333	0.0499637943519	0.0573256094617	0.0447368421053	0.0628289473684
0.0775862068966	0.275862068966	0.0775685852609	0.0484131253362	0.0900537634409	0.0564516129032	0.0735677083333	0.0501302083333	0.0767559739319	0.054187786628	0.0743421052632	0.0434210526316
0.137931034483	0.198275862069	0.0607853684777	0.059817105971	0.0766129032258	0.0806451612903	0.0690104166667	0.0618489583333	0.0607048032826	0.0538257301472	0.0578947368421	0.0523026315789
0.0431034482759	0.198275862069	0.0535771920387	0.0579881656805	0.0638440860215	0.0638440860215	0.0540364583333	0.0579427083333	0.0520154477432	0.0544291576153	0.05	0.0615131578947
0.103448275862	0.172413793103	0.0605701990317	0.0713286713287	0.0772849462366	0.0806451612903	0.0696614583333	0.060546875	0.0602220613082	0.0677045619117	0.0575657894737	0.0611842105263
0.0689655172414	0.103448275862	0.0839160839161	0.0424959655729	0.0913978494624	0.051747311828	0.0787760416667	0.0475260416667	0.0809799662081	0.0421192372677	0.0822368421053	0.0440789473684
0.189655172414	0.215517241379	0.0599246906939	0.0802582033351	0.0786290322581	0.0954301075269	0.0631510416667	0.091796875	0.0555153270577	0.0814627081825	0.0569078947368	0.0799342105263
0.23275862069	0.146551724138	0.0416352877891	0.0549757934373	0.0551075268817	0.073252688172	0.068359375	0.0579427083333	0.0416364952933	0.0540671011344	0.0480263157895	0.0516447368421
0.0603448275862	0.301724137931	0.038730500269	0.0778913394298	0.057123655914	0.0672043010753	0.0397135416667	0.0826822916667	0.0369297610427	0.0754284335023	0.0375	0.0819078947368
0.137931034483	0.284482758621	0.0427111350188	0.0775685852609	0.0551075268817	0.0772849462366	0.05078125	0.0696614583333	0.0452570601014	0.0749456915279	0.0440789473684	0.0680921052632
0.431034482759	0.0775862068966	0.11920387305	0.0366863905325	0.127688172043	0.0483870967742	0.1484375	0.0384114583333	0.114168476949	0.0351194786387	0.125328947368	0.0355263157895
0.172413793103	0.129310344828	0.0282947821409	0.0776761699839	0.0376344086022	0.0927419354839	0.0390625	0.0774739583333	0.0301713734009	0.0724112961622	0.0279605263158	0.0786184210526
0.189655172414	0.129310344828	0.0448628294782	0.111888111888	0.067876344086	0.131720430108	0.0592447916667	0.125	0.0462225440502	0.109944484673	0.0526315789474	0.116776315789
0.344827586207	0.0431034482759	0.0599246906939	0.0566971490048	0.0819892473118	0.0658602150538	0.0787760416667	0.0625	0.0573256094617	0.0570842384745	0.0618421052632	0.0588815789474
0.25	0.189655172414	0.0664873587951	0.0540075309306	0.0745967741935	0.0645161290323	0.068359375	0.0638020833333	0.0622737146995	0.0562394400193	0.0628289473684	0.0496710526316
0.551724137931	0.0862068965517	0.1152232383	0.045615922539	0.149193548387	0.0611559139785	0.149739583333	0.0384114583333	0.113685734975	0.044774318127	0.119078947368	0.0404605263158
0.181034482759	0.0775862068966	0.0775685852609	0.0268961807423	0.0940860215054	0.0275537634409	0.0852864583333	0.029296875	0.0756698044895	0.0253439536568	0.0756578947368	0.0253289473684
0.0344827586207	0.120689655172	0.0338891877353	0.122861753631	0.0396505376344	0.153897849462	0.0345052083333	0.12890625	0.0336712527154	0.121530292059	0.0296052631579	0.112171052632
0.336206896552	0.0689655172414	0.0783216783217	0.0435718128026	0.0893817204301	0.0557795698925	0.087890625	0.0546875	0.0760318609703	0.0422399227613	0.0759868421053	0.0473684210526
0.23275862069	0.206896551724	0.0791823561054	0.038622915546	0.110215053763	0.0383064516129	0.08984375	0.037109375	0.0794110547912	0.0391020999276	0.0878289473684	0.0378289473684
0.189655172414	0.258620689655	0.0547606239914	0.0428187197418	0.0712365591398	0.054435483871	0.0598958333333	0.0520833333333	0.054187786628	0.0422399227613	0.0513157894737	0.0516447368421
0.198275862069	0.189655172414	0.0853146853147	0.0574502420656	0.112903225806	0.0591397849462	0.106770833333	0.0559895833333	0.0856867004586	0.0551532705769	0.0865131578947	0.0588815789474
0.172413793103	0.0603448275862	0.0435718128026	0.0815492200108	0.0530913978495	0.0806451612903	0.0553385416667	0.0891927083333	0.0426019792421	0.0808592807145	0.0417763157895	0.0713815789474
0.155172413793	0.0948275862069	0.0767079074771	0.0577729962345	0.0860215053763	0.0719086021505	0.072265625	0.0533854166667	0.0708423847454	0.0547912140961	0.0684210526316	0.0523026315789
0.241379310345	0.198275862069	0.0538999462076	0.0498117267348	0.0645161290323	0.0584677419355	0.078125	0.0520833333333	0.0586531498914	0.0481535119479	0.0684210526316	0.0503289473684
0.353448275862	0.112068965517	0.0520710059172	0.0599246906939	0.0416666666667	0.0880376344086	0.0651041666667	0.0625	0.0476707699734	0.0602220613082	0.0529605263158	0.0615131578947
0.155172413793	0.189655172414	0.0538999462076	0.0705755782679	0.0524193548387	0.0739247311828	0.0690104166667	0.0631510416667	0.0563601255129	0.0718078686942	0.0611842105263	0.0690789473684
0.189655172414	0.112068965517	0.0555137170522	0.0459386767079	0.0826612903226	0.051747311828	0.0696614583333	0.0494791666667	0.0579290369298	0.0461018585566	0.0601973684211	0.0434210526316
0.310344827586	0.103448275862	0.0556213017751	0.0449704142012	0.0672043010753	0.0463709677419	0.0553385416667	0.0455729166667	0.0564808110065	0.0444122616462	0.0585526315789	0.0411184210526
0.23275862069	0.137931034483	0.0589564281872	0.049166218397	0.059811827957	0.0658602150538	0.080078125	0.0638020833333	0.0598600048274	0.0483948829351	0.0671052631579	0.0605263157895
0.0862068965517	0.336206896552	0.0589564281872	0.0821947283486	0.0551075268817	0.119623655914	0.0579427083333	0.0911458333333	0.0580497224234	0.0811006517017	0.05	0.0970394736842
0.465517241379	0.215517241379	0.0612157073696	0.0859601936525	0.0591397849462	0.0927419354839	0.0807291666667	0.09765625	0.0609461742699	0.0820661356505	0.0684210526316	0.0881578947368
0.23275862069	0.163793103448	0.0617536309844	0.0683162990855	0.065188172043	0.104166666667	0.0559895833333	0.09375	0.0638426261163	0.0684286748733	0.0819078947368	0.0796052631579
0.387931034483	0.198275862069	0.0521785906401	0.059494351802	0.065188172043	0.067876344086	0.0572916666667	0.0546875	0.0558773835385	0.0564808110065	0.0552631578947	0.0549342105263
0.198275862069	0.318965517241	0.0518558364712	0.0472296933835	0.0604838709677	0.0631720430108	0.0579427083333	0.0501302083333	0.0506879073135	0.0470673425054	0.05	0.0542763157895
0.172413793103	0.448275862069	0.0512103281334	0.0484131253362	0.0477150537634	0.0577956989247	0.0533854166667	0.0625	0.05358435916	0.0481535119479	0.0516447368421	0.0523026315789
0.198275862069	0.224137931034	0.059709521248	0.0685314685315	0.073252688172	0.0712365591398	0.0651041666667	0.0826822916667	0.0573256094617	0.066377021482	0.0555921052632	0.0671052631579
0.0862068965517	0.284482758621	0.0547606239914	0.0816568047337	0.054435483871	0.11626344086	0.0462239583333	0.115234375	0.0543084721217	0.0812213371953	0.0463815789474	0.0894736842105
