ER_0min_F	ER_0min_R	ER_10min_F	ER_10min_R	ER_160min_F	ER_160min_R	ER_2min_F	ER_2min_R	ER_40min_F	ER_40min_R	ER_5min_F	ER_5min_R
-0.0206911323274	-0.0117917481244	-0.0080617937077	-0.0182349214487	-0.00777076979446	-0.0257738899703	-0.0105910155265	-0.0182017468011	-0.00767743175127	-0.0187060806752	-0.00831719116107	-0.017653059861
-0.0154041893765	-0.0436473338727	-0.00826788291598	-0.0169697007296	-0.0114680207142	-0.01505488882	-0.00822125954051	-0.010728269172	-0.0102088971166	-0.0164767284094	-0.0137553381052	-0.0150800979596
-0.0408505445205	-0.0134613143108	-0.0115797678763	-0.0165638028615	-0.00769106474449	-0.020719746675	-0.0037926932369	-0.0177466707832	-0.0104600493919	-0.017521500514	-0.00853301015567	-0.0210848477822
-0.0587303440639	0.000228487920806	-0.0227769412799	-0.017242274059	-0.0333329793644	-0.0194795232321	-0.0278734049588	-0.0239752092468	-0.0235694230685	-0.0195969007779	-0.0228652528932	-0.0181132232233
-0.032563775419	-0.030354069576	-0.0222494614549	-0.0165925130318	-0.0253044734446	-0.0189051722415	-0.0184700725356	-0.0143668632297	-0.0227421050615	-0.0170242101837	-0.0211072128649	-0.0173954259587
-0.0459908131211	-0.0826637014462	-0.0135279192081	-0.0141011444752	-0.00814712104539	-0.0129118148932	-0.0144346123793	-0.0160745670117	-0.0137663029419	-0.0119970413355	-0.0138351331331	-0.010539899128
-0.00447405647165	-0.0281981781698	-0.0155627996329	-0.0194172610682	-0.0169457070073	-0.0204970469051	-0.0159532937728	-0.0211157050461	-0.0140325037406	-0.017276858627	-0.0172539942138	-0.0163995537221
-0.0334524032119	-0.0446485690295	-0.000972765249913	-0.0146517120506	-0.00210309360278	-0.0174221864828	-0.00178568768656	-0.0189988842643	0.000899548228154	-0.0135669819902	0.00323410866064	-0.0180085184726
-0.0121593924274	-0.0406882483929	-0.00582257958601	-0.0205478632982	-0.0134767222193	-0.0259573758889	-0.00926289662945	-0.0271683735278	-0.00690501893271	-0.0203131177494	-0.00538325829842	-0.0232884101431
-0.0209428635261	-0.0256715901011	-0.0207647475569	-0.017213283645	-0.0263865360476	-0.0196155391616	-0.0219226862654	-0.0130274267416	-0.0214572138933	-0.0170502223225	-0.0197047935649	-0.0150804016368
-0.0556239057088	-0.0573645390009	-0.0225324966819	-0.0155890626181	-0.0242453298064	-0.0190580334763	-0.0256517928268	-0.0153985513136	-0.0219293898728	-0.0143579128932	-0.0240517839542	-0.0144545275706
-0.0333653420388	-0.0300269187445	-0.022313747843	-0.0164453865168	-0.0268513879836	-0.0151892259339	-0.0300632706904	-0.0142505061603	-0.0227225541556	-0.0154954731672	-0.0246608659421	-0.0148698077831
-0.090464228548	-0.0408153452407	-0.0102021199568	-0.015783382068	-0.0112866447525	-0.0171968804128	-0.0154463130396	-0.0166710653701	-0.00970185011049	-0.0135836896777	-0.00807826776357	-0.0189011231371
-0.0217048323497	-0.00758930065275	-0.0145178665064	-0.0149451914253	-0.0164016343793	-0.00999607003984	-0.0180373814173	-0.0136638514821	-0.0150696206352	-0.0166469412178	-0.0156983100125	-0.0143175695916
-0.0568416036997	0.00960666666719	-0.0197746589559	-0.00933129294068	-0.0214501858418	-0.0123261002756	-0.0224662315876	-0.0109912081714	-0.0200014432361	-0.0115160909587	-0.0192429807179	-0.00711279697963
-0.0544957128053	-0.0466563757739	-0.0154175786125	-0.015727788304	-0.0155253207331	-0.0215082434341	-0.0120402931491	-0.0214122848334	-0.0151494409167	-0.0170058057662	-0.0163044540057	-0.0194953850293
-0.0670467345813	-0.0111695822767	-0.0104121686575	-0.0090318645556	-0.0137962184388	-0.0123968337443	-0.017418443552	-0.00852864428478	-0.0103245436846	-0.00921166190745	-0.0104178372183	-0.00753089308501
-0.0165095419412	-0.0157045799221	-0.00484308564905	-0.00719573830623	-0.00175611241171	-0.00678531587505	-0.0103093988548	-0.00243805650736	-0.00659657489568	-0.00690624910108	-0.00571554913034	-0.00858521983551
-0.0403388571047	-0.0077046494998	-0.0240450326672	-0.0106406624279	-0.0193870890358	-0.00974030464818	-0.0199329294515	-0.00970448860234	-0.024638424595	-0.011787337987	-0.0219323620392	-0.0126749612541
-0.0694681105628	0.0151547461371	-0.0247784352297	-0.00577545327671	-0.0233293725882	-0.018063918931	-0.0291277696293	-0.00783695409799	-0.025360982688	-0.00604650143157	-0.0254295654749	-0.00388496241061
-0.0251737318385	-0.0433433015418	-0.0145828373034	-0.0137602316092	-0.0163755751763	-0.0227567265956	-0.0129361293743	-0.0188543039972	-0.013608871068	-0.0142926024111	-0.0136445074374	-0.0184331777862
-0.0503551202376	-0.0346487925644	-0.0112694262985	-0.0082353177502	-0.0200986573169	-0.00767257333152	-0.012769623732	-0.00861221329439	-0.0154950814005	-0.00869441591691	-0.0125780071558	-0.00906735715162
0.0189631161752	-0.0196021742844	-0.00459369462076	-0.00395815598453	-0.00353039459593	-0.00399772378153	-0.00228015276987	-0.00560707767231	-0.00333725170512	-0.0073696118582	-0.00474073727745	-0.00373722730884
-0.0222247010606	-0.0502634310957	-0.0147308869273	-0.00453334291161	-0.00966409787967	-0.00261037459435	-0.0150340318796	0.001691300702	-0.0138827504465	-0.00842007040453	-0.0117318867324	-0.00172852367516
-0.0216831072028	-0.0798119233007	-0.0155922797919	-0.0122557471498	-0.0145130751604	-0.0145051552365	-0.0143942375314	-0.00979860524479	-0.0161786626712	-0.0110971504009	-0.0162856432636	-0.00946765586007
-0.00613610304592	-0.0399496390097	-0.00733279893526	-0.0165224478008	-0.0132858989964	-0.0170602329424	-0.011253996137	-0.0135410331176	-0.00786641969177	-0.0147509740182	-0.00930611076973	-0.0194906095331
0.0305136415369	-0.0377520068698	-0.00666701758459	-0.0141914019263	-0.00428033669987	-0.0120942583299	-0.000314710774089	-0.0171748800231	-0.0085650945896	-0.0144327783121	-0.00693590687947	-0.0157800232038
-0.0323671898641	-0.0203640849087	-0.00768448657749	-0.00482917496286	-0.00777428141025	-0.00751969953933	-0.00681743696764	-0.00682102101638	-0.00802191677346	-0.00539793946259	-0.00867144940665	-0.00653406091252
-0.0556151260023	-0.0635343654907	-0.00980358426224	-0.00714254393994	-0.0125604213131	-0.00581157797627	-0.0111658443232	-0.00936814403028	-0.00953578889442	-0.00839657118809	-0.0120279068175	-0.0131066042471
0.00263501644745	-0.0516885316079	-0.0124919155848	-0.0145581175464	-0.0183728432374	-0.0179960202089	-0.0113507640555	-0.0114449777505	-0.0144960612311	-0.0160907718691	-0.0124107178809	-0.0129611622244
-0.022629316167	-0.0458923721745	-0.00838439575145	-0.0248151534813	-0.00698634335378	-0.0289717892265	-0.00443641583144	-0.0261603640201	-0.00710522409391	-0.0242139785478	-0.00427550623425	-0.0264810068313
0.0178050035685	-0.0534989059887	-0.0106144748202	-0.0248259342055	-0.00664352975787	-0.0247894816958	-0.00952798091995	-0.0281465079424	-0.0108663292098	-0.0248479377055	-0.0113376839044	-0.0233244697077
0.00182618863061	-0.000264306559342	-0.00778339290409	-0.0058353199472	-0.00601407149476	-0.01157979484	-0.00405860845726	-0.00686092330031	-0.00846502467339	-0.00569891408634	-0.00740630400962	-0.00538196296041
-0.00758242053448	-0.058452596394	-0.00906611633975	-0.00961876419552	-0.0112486493519	-0.0208523960744	-0.00558591045139	-0.0108978719116	-0.00990680546637	-0.00984840684042	-0.010286026502	-0.0155021957212
-0.0411796542815	-0.0358479813099	-0.012634513085	-0.0162121118663	-0.018468678472	-0.0203017101612	-0.0175613307593	-0.0202563312904	-0.0170336341716	-0.0167641999539	-0.0156765915192	-0.0190004931012
-0.0229999975492	-0.0326077877572	-0.0140223400583	-0.0216644643225	-0.0134895958905	-0.0259972169076	-0.00347912126848	-0.0299231676537	-0.0110722451678	-0.0222977134075	-0.00559414856073	-0.0241162020911
-0.0236331843081	-0.0637883237137	-0.0155786164347	-0.0166210638358	-0.0273351467982	-0.00999547075651	-0.0175006905982	-0.0207452723464	-0.0185194009058	-0.0157346506224	-0.0187612696221	-0.0149746063801
-0.0184401846069	-0.016373454049	-0.0138944376083	-0.0109189315703	-0.0228131319937	-0.0171530217693	-0.00996205212013	-0.015468579307	-0.0124064164462	-0.00866099170854	-0.00890650795832	-0.0118551197627
-0.00878199084449	-0.0479514469905	-0.016563904274	-0.0235394863716	-0.0102796869727	-0.0290188322448	-0.0114986373184	-0.0242280776468	-0.0154969618987	-0.0224000733246	-0.0146710813206	-0.023479016984
-0.0176895989989	-0.0440332925346	-0.017034632964	-0.024061381061	-0.0171485091338	-0.0302515885162	-0.0219938236994	-0.0273523843291	-0.0152059423656	-0.0241815198518	-0.0150013331779	-0.0270326713953
-0.0172621682765	-0.0393318500265	-0.0188817123099	-0.0208485012903	-0.0211361170361	-0.0258695963725	-0.0133173782574	-0.0191384385069	-0.0169124227248	-0.0207147118533	-0.0143817225774	-0.0170156080655
-0.0810636450234	0.0060540870982	-0.01903097248	-0.00421505532807	-0.0263895033739	0.00498551744048	-0.0190572570105	0.000110404520131	-0.0204776421588	-0.00257570955494	-0.0200555726483	0.00269990556859
