AR_10nmR_F	AR_10nmR_R	AR_1nmR_F	AR_1nmR_R	AR_R1881_F	AR_R1881_R	AR_ethl_F	AR_ethl_R
0.27171705428	0.360104001304	0.124334821047	0.298762053927	0.101657253577	0.121549527609	0.241989463445	0.294386543795
0.209869199932	0.358081673988	0.0793139168245	0.295367652689	0.102155628345	0.122850125147	0.230598062304	0.281728342072
0.237262976529	0.228541640487	0.0962170149426	0.226116387381	0.104988847969	0.120461129328	0.238477495266	0.26950611288
0.172176511815	0.243805142791	0.103710593885	0.302209937459	0.107076012727	0.122019140787	0.243517379929	0.244062890966
0.227118074347	0.283084521116	0.160344261193	0.116809818266	0.107869617932	0.123650076066	0.231800749239	0.279222340697
0.18422490023	0.391161756148	0.0599368794616	0.36657177278	0.107834950711	0.1234926582	0.228557496244	0.268443754867
0.294119399725	0.344164726995	0.127653071151	0.262708755393	0.111000596911	0.121063898878	0.245689073435	0.272504056355
0.276604026346	0.424552478117	0.0950676318187	0.314930358237	0.109778825303	0.121448491031	0.226336454747	0.257905508504
0.335657138243	0.467786782363	0.122448014719	0.604023445059	0.109682232443	0.121891441082	0.228925801647	0.247124953381
0.310715091051	0.328398637007	0.157053307897	0.442541032148	0.10830787312	0.118915493696	0.213803989882	0.236634363414
0.225590098734	0.461738385934	0.0910795392031	0.711908359344	0.110412265052	0.117552030402	0.220496372005	0.233991911606
0.18560186454	0.306719351598	0.105398415756	0.355707654628	0.112684823557	0.120339944853	0.249946005746	0.26010790296
0.234499629937	0.285332987749	0.223305407181	0.524700032741	0.10977895269	0.114568776087	0.235076134406	0.251309177342
0.282430803151	0.242191646548	0.104412957445	0.360460292789	0.114092090962	0.114416899905	0.273713927679	0.22377509882
0.198910382173	0.288184812425	0.124661895779	0.392547851283	0.107477516218	0.119142511633	0.224424138347	0.246912738863
0.34668865406	0.217903798019	0.109234692122	0.24267230446	0.110512488264	0.116875464088	0.242434657299	0.228921071026
0.21656378549	0.384968875372	0.0980360518129	0.334245187028	0.110198954063	0.140963703043	0.246632171751	0.284295093936
0.311832947934	0.23745151455	0.1372343963	0.180401815388	0.124119771812	0.129488730467	0.252242960114	0.268465318277
0.26088004802	0.372861971095	0.14517030989	0.4428583051	0.131116765912	0.131940261656	0.273060663936	0.298071867416
0.282671932032	0.334407877663	0.107065884944	0.411475637724	0.137890283807	0.106709765524	0.306598344833	0.223774289485
0.29903959141	0.157798233724	0.204508771828	0.139676437137	0.12821197581	0.0879672757774	0.28459861865	0.193207093709
0.162848650102	0.350298729918	0.0726910485268	0.199061180413	0.0759950366527	0.135419630354	0.160679332241	0.291672982153
0.212712611137	0.196664909814	0.138868162672	0.197947750202	0.0951808871901	0.0690914789994	0.218415703576	0.146299849975
0.367270338584	0.197388974927	0.244675846562	0.135350334284	0.12365543572	0.0891561063581	0.274230620271	0.196759670495
0.148975981711	0.267897272322	0.0783068280082	0.119350064958	0.0659455714746	0.0816713535439	0.152261961757	0.16975100719
0.325614631166	0.481108232141	0.0742828544695	0.133551085726	0.133693519645	0.136608784808	0.313003907889	0.276532971193
0.213043500738	0.239436250597	0.0695691954316	0.0730844385768	0.0797669701819	0.0680104739962	0.167443673226	0.147318522136
0.222220035403	0.485706782582	0.113117831843	0.251734704193	0.0885623559403	0.123803475978	0.196411067751	0.291380527206
0.196525549785	0.236810425644	0.039993133314	0.175479994728	0.0681110599451	0.0989235140371	0.166490706151	0.21622562654
0.313041825678	0.340787733813	0.112437884495	0.131522345866	0.130808149784	0.0798777651263	0.266245772725	0.178999016429
0.226762741228	0.532187106543	0.064025098043	0.210282138576	0.082020593988	0.133450347396	0.187649664002	0.281369955469
0.409093563467	0.772178692257	0.0900773459531	0.163279259289	0.103373809301	0.140924644366	0.235138298902	0.310201975807
0.429846332459	0.696083840842	0.0980503996982	0.181580438694	0.127581979067	0.134596770442	0.309185757859	0.288399436018
0.50436680485	0.596421960309	0.0753979359427	0.0720588836246	0.122011976797	0.130012480473	0.269101722178	0.304997775736
0.465204108066	0.392711143025	0.0751885162325	0.173456112348	0.129072879862	0.114827044281	0.304737751977	0.223511427158
0.506330120345	0.369400911031	0.0820234960247	0.133515220348	0.112591617235	0.115966249568	0.255329321562	0.245729050192
0.474081429882	0.265138965489	0.304435993041	0.131241818587	0.115212126905	0.110549471111	0.236003776857	0.222528251594
0.269332630799	0.312209177191	0.0570547702256	0.0908287895084	0.114147765275	0.112185541189	0.234406873035	0.23482451395
0.248919418126	0.220693191617	0.0667699062173	0.128625671269	0.111243872594	0.110864631548	0.224289450684	0.240469138292
0.275415140952	0.171921201032	0.0935260939978	0.0473462674753	0.113300719337	0.114519384516	0.246667693959	0.214467621068
0.213105936846	0.171891732934	0.0500559113621	0.103119505832	0.114383002324	0.11289445385	0.235838351485	0.222459021789
0.261248622274	0.258399192005	0.129690390651	0.16768528327	0.11462650384	0.112050792992	0.242302991859	0.223492409293
0.315436952328	0.355443971352	0.146154648992	0.142876197125	0.114049856601	0.111503768332	0.22861016699	0.227166774989
0.359093090641	0.299600792132	0.131902832716	0.120350037492	0.114261994224	0.114416184809	0.263301844974	0.232006750189
0.343213399201	0.358918580017	0.17661268072	0.122838514462	0.113501678969	0.109861256773	0.271756782375	0.224671784714
0.274676017689	0.397322116481	0.104137170385	0.0627786094808	0.115170336446	0.111829111213	0.246888516252	0.251155705336
0.361156122851	0.192546699022	0.0554018663361	0.0358345311756	0.115373004786	0.108746315079	0.263318651818	0.229241449916
0.259704719435	0.355251105373	0.0525220992981	0.0219375693483	0.117240552266	0.10991389199	0.272753196151	0.207378389652
0.243369644712	0.252430396156	0.0782999449497	0.184355915339	0.117661525888	0.11120602042	0.279174411642	0.218373169918
0.353335494335	0.26350982252	0.0695447294636	0.0967924489653	0.118288405959	0.111432750691	0.270467520084	0.226220354131
