FACTOR	EXPR_FOLDCHANGE	EXPR_GM12878	EXPR_K562	Cuellar_99_GM12878_protection_mean	Cuellar_99_GM12878_protection_median	Cuellar_99_GM12878_protection_std	Cuellar_99_K562_protection_mean	Cuellar_99_K562_protection_median	Cuellar_99_K562_protection_std	Cuellar_99_protection_ks_stat	Cuellar_99_protection_ks_pvalue	Cuellar_99_GM12878_tc_mean	Cuellar_99_GM12878_tc_median	Cuellar_99_GM12878_tc_std	Cuellar_99_K562_tc_mean	Cuellar_99_K562_tc_median	Cuellar_99_K562_tc_std	Cuellar_99_tc_ks_stat	Cuellar_99_tc_ks_pvalue	Cuellar_99_GM12878_fos_mean	Cuellar_99_GM12878_fos_median	Cuellar_99_GM12878_fos_std	Cuellar_99_K562_fos_mean	Cuellar_99_K562_fos_median	Cuellar_99_K562_fos_std	Cuellar_99_fos_ks_stat	Cuellar_99_fos_ks_pvalue	Cuellar_99_GM12878_flr_mean	Cuellar_99_GM12878_flr_median	Cuellar_99_GM12878_flr_std	Cuellar_99_K562_flr_mean	Cuellar_99_K562_flr_median	Cuellar_99_K562_flr_std	Cuellar_99_flr_ks_stat	Cuellar_99_flr_ks_pvalue
IRF1	-1.7207699439	8.2650849333	6.5443149894	0.156251899228	0.143574172596	0.0376496084854	0.184443264391	0.162874081384	0.0588642813503	0.0394517483717	-300.0	0.780838168782	0.792244208971	0.0568782816143	0.792247038987	0.801620921567	0.0629008717168	0.572626774487	-9.66622683022	0.589402373521	0.588266769962	0.0384424392772	0.576673877827	0.576109396056	0.0257366731787	-0.0852111107554	-300.0	0.413533167959	0.319164796704	0.287486527266	0.475721719348	0.451648368553	0.296059318724	0.109941089838	-0.434397177351
SOX9	-1.6463590651	7.5684512556	5.9220921905	0.187930658273	0.144522636903	0.101856854856	0.140934072159	0.111654541441	0.0678258618042	-0.0957353566652	-277.694099341	0.787918239427	0.798212431688	0.0779117617139	0.678296417393	0.683657751943	0.0213728111588	-0.0638915749891	-13.7089123659	0.509859054847	0.511219438199	0.0417366916805	0.51911352245	0.521577240411	0.0557270168449	0.0538831083022	-28.0679929851	0.48418559159	0.487037138423	0.0646473072281	0.490750477903	0.493729887963	0.0861552731316	0.194804318489	-0.0366960789975
RFX5	-1.5997156902	8.0311831611	6.4314674709	0.0956578087096	0.0792536634148	0.0471887440426	0.0705615982137	0.0597644774613	0.0298507174565	-0.0103147199035	-300.0	0.784891890796	0.792633239039	0.0412619949021	0.679021568875	0.687316514303	0.0299483775033	-0.0517507020189	-30.8805691657	0.533602409411	0.529216124987	0.0446708522012	0.534621289541	0.531852316772	0.0710187146796	0.104314170174	-34.3276299329	0.379415130457	0.379472358944	0.0193179925715	0.384270848105	0.379670787089	0.0545179886383	0.218347338936	-0.210533310872
ELF1	-1.3094928196	9.8966036556	8.587110836	0.104470814028	0.0931788767904	0.0322543399106	0.129385177221	0.111495195473	0.0489777115578	0.00757597900385	-300.0	0.787068066323	0.797217548907	0.0621817378496	0.688964550304	0.693676173087	0.0219719804717	-0.0143837585128	-27.855158933	0.56219744668	0.55673537633	0.0412034739037	0.562753657864	0.558092120277	0.062802738187	0.114561439304	-57.9351215798	0.125802709991	0.124883989316	0.00495831763429	0.128644214516	0.125849080164	0.0497173229488	0.217260420378	-0.228467622952
GATA3	-1.2686822069	5.6419831222	4.3733009153	0.0722780721773	0.0608051655366	0.0426866302379	0.0962004067325	0.0820263016127	0.0698430267856	0.187817979509	-105.181373115	0.723124680118	0.739779105082	0.0560512999517	0.79173534785	0.803200865916	0.0797748219994	0.0259765407934	-10.5363929967	0.407323364862	0.396583358483	0.0761820387541	0.369294702417	0.370311682869	0.0357779363717	-0.150939467226	-300.0	0.228269157645	0.225103857864	0.0741258422116	0.224038060287	0.221894750979	0.00331756581275	-0.0372549019608	-0.555862175971
T	-1.1067090704	6.8493768111	5.7426677407	0.205064459783	0.156581971885	0.113881475925	0.146387645799	0.112456180423	0.075153156795	-0.0427559413991	-215.718866397	0.789613595116	0.798300709348	0.0601585591904	0.645712586926	0.650563843054	0.0158421936847	-0.0738804447656	-13.9590943208	0.46898768719	0.465814503446	0.0408394951271	0.469408231778	0.467537737755	0.063980189714	0.116967623699	-7.91400681287	0.499628428583	0.497908727706	0.0275484547463	0.516002735686	0.520342894262	0.0490040734255	0.0614641477029	-0.877697313004
TCF7L2	-1.0379809175	8.1292303778	7.0912494603	0.199656539577	0.168077001362	0.0848370134207	0.153584334612	0.131133723636	0.0541546750291	-0.0695358614541	-300.0	0.700369618215	0.699927125351	0.0139115250806	0.791235432217	0.802965476465	0.0671570444183	0.00362070274028	-22.5749515247	0.56138833125	0.561610098335	0.0334690417191	0.564777184925	0.565659199457	0.0417102121428	0.104725706791	-25.0523902972	0.199004303823	0.198685722806	0.00519741797302	0.201644740491	0.199238814203	0.0621611393231	0.226470588235	-0.0326639743178
CREB1	-0.9881595307	9.1957632556	8.2076037249	0.132460116317	0.094452787238	0.0894715231365	0.189704222733	0.138049661842	0.132680761685	0.0399020816927	-64.244307144	0.790918464052	0.798286193068	0.0429436457282	0.684754694237	0.684427637389	0.00561252244919	-0.0565681775232	-3.47895296503	0.479579056974	0.47860722764	0.0456110045175	0.481641996582	0.478995283232	0.0701889293351	0.140208142605	-1.7962455857	0.672661899238	0.676694924127	0.0768607514511	0.666314730773	0.668787071018	0.00467622314909	-0.231818181818	-1.04628331783
STAT3	-0.8814597069	10.6886940667	9.8072343598	0.0933649150063	0.0848004976036	0.04260235759	0.133316123153	0.123892847718	0.0716433039016	0.00762024970545	-300.0	0.790848009686	0.807321618134	0.0960428795065	0.729367256711	0.731205808617	0.013376173803	-0.0103274662815	-16.8736788915	0.481417730065	0.46848194997	0.0827966129292	0.438352203126	0.437705450396	0.0408300926259	-0.154684674135	-254.242563276	0.558382178371	0.558232164513	0.0127177559817	0.562816743377	0.559926306389	0.0421758497579	0.135714285714	-0.249299325927
ELK4	-0.795803281	8.3372889	7.541485619	0.102911830004	0.0884506214288	0.0463738583934	0.0764460853129	0.0666916063492	0.0301248903502	-0.025060411805	-300.0	0.787165527961	0.799058543231	0.0546933782443	0.657077378099	0.658109716761	0.0174942035027	-0.0133343094983	-9.33452584615	0.517912000734	0.511708030593	0.0540245274686	0.531178276812	0.52130057412	0.0823698986417	0.0756422415672	-83.7922099653	0.408169625609	0.413175468019	0.0176494965243	0.412537874373	0.414879457184	0.0659584063618	0.147504456328	-0.136730708718
GFI1	-0.5620815095	5.9600981444	5.3980166349	0.13520990694	0.11639216881	0.070469000742	0.209306603411	0.169424087897	0.122815875304	0.0889255146457	-206.304924006	0.793353757225	0.805560967762	0.0791723811048	0.710188820528	0.712954327862	0.0107970098384	-0.0113765640689	-17.9550921258	0.437554593746	0.434768163824	0.0390343218667	0.458309778784	0.444483127325	0.0689595112057	0.0151923375137	-76.0811705557	0.569752657638	0.569277690067	0.0291392003078	0.573982669234	0.575248149666	0.0603070138352	0.152247191011	-0.220545408842
HOXA5	-0.5275261365	3.8746430889	3.3471169524	0.0842081532487	0.0730613360943	0.0340828641377	0.106982247603	0.0934172576715	0.0489054891352	0.0526980397204	-300.0	0.79572768655	0.80489235259	0.0459309704196	0.694620318345	0.698911608351	0.0221904715104	-0.000408287648361	-26.4569231815	0.641454486989	0.641396658616	0.0334995716946	0.649832745815	0.647669660222	0.0549464916488	0.054391212596	-63.9271097565	0.146994526437	0.14729741649	0.00511157742137	0.148677718259	0.147549587149	0.0164836376828	0.222058823529	-0.180962842343
SREBF2	-0.459857972	9.3969251889	8.9370672169	0.211908195776	0.186220654538	0.067492144814	0.264402881254	0.232458822045	0.101113239556	0.0341852608393	-273.953955505	0.697416049634	0.698173193913	0.0174497976419	0.791637627848	0.80509788282	0.0695595163451	0.00775532605	-33.730536134	0.519020657471	0.520254660105	0.0347622815511	0.525328819575	0.524399346134	0.0557753575984	0.068011962989	-41.2435857296	0.55206112735	0.553536740214	0.0131704083919	0.552805149364	0.553710186605	0.0580314794307	0.233453622026	-0.078748590982
ZFX	-0.433919887	8.1387332944	7.7048134074	0.150025394654	0.129898821635	0.0546939185141	0.113134858656	0.103666514135	0.0300216515405	-0.10982783953	-300.0	0.696073280299	0.701561751444	0.0214766510719	0.792191573573	0.80460774864	0.0571768051451	0.00870366149164	-59.3674266694	0.547520864134	0.544641094862	0.0365730807411	0.559265930425	0.553143849412	0.0641376422665	0.0306943802994	-257.096519341	0.175366059656	0.175506896022	0.00456575818258	0.1793617253	0.177101444889	0.0377544284622	0.124082947786	-3.36070802156
SPI1	-0.4202474275	7.6557025333	7.2354551058	0.122780996564	0.115799966638	0.036698725258	0.145984987034	0.130031201834	0.05708272391	0.250143382571	-300.0	0.717533652391	0.725003709623	0.0272531354072	0.79363946934	0.804869244807	0.0576320309835	0.0310149150171	-79.1870846305	0.536239333058	0.529454990255	0.0428903204909	0.553079302861	0.543223416077	0.0709110837143	0.0235328220574	-300.0	0.524412502901	0.524793516811	0.0373002883326	0.518854612717	0.518951010736	0.0120446846454	-0.0442928170951	-17.6315848953
NFATC2	-0.4050990344	7.8968279444	7.4917289101	0.176509671159	0.14832880767	0.0992001136497	0.120830540428	0.0875297228561	0.0616037318497	-0.050295314629	-300.0	0.798853592448	0.80669063078	0.0776927485481	0.707340704703	0.711487286958	0.0229205578918	-0.0162221416251	-19.961349191	0.540969716861	0.542729866825	0.0323457936724	0.54795583278	0.547974982875	0.0463172963081	0.0462488187603	-55.2117545142	0.727283312031	0.726343217524	0.0615215752269	0.727990526734	0.733627106016	0.0798933997014	0.106806176351	-0.834568089369
SRF	-0.368290577	8.5141720056	8.1458814286	0.119444259232	0.106285108736	0.0574540269537	0.0760276755971	0.0743575569346	0.0278634045171	-0.148079127132	-300.0	0.745284724376	0.752288406088	0.0256592625478	0.79724403356	0.807171476909	0.0719714410465	0.0661942500429	-18.2183069127	0.557703359668	0.558026940219	0.0321064385057	0.566149919726	0.563240897971	0.050495201541	0.0646328056613	-40.2897794367	0.634676577917	0.631936680522	0.0222457745342	0.638334884021	0.637453620616	0.0788398054638	0.150594059406	-0.516271811645
NKX2-5	-0.3477572392	6.1980671333	5.8503098942	0.179281771681	0.154287798186	0.0656403982978	0.153430538083	0.13095370494	0.0486907283956	-0.00418915531797	-300.0	0.796670281244	0.804389509152	0.0501127172057	0.662385820078	0.672040688549	0.0256859175763	-0.0218037830679	-25.8954320989	0.554847916735	0.555383285379	0.0360956352634	0.561587002533	0.561838986632	0.0557261382556	0.0736439334999	-41.6670140161	0.386999678436	0.386037717138	0.0224716013692	0.397053139099	0.394790962991	0.067397948692	0.138961038961	-0.614186984983
SOX17	-0.315282727	6.6900928222	6.3748100952	0.10184471413	0.0908446543617	0.0459901396433	0.130095566714	0.112197867726	0.0698854585615	0.224889269158	-161.399207181	0.729230548731	0.732355315529	0.0168876324921	0.801515622168	0.810060343844	0.0582359666384	0.0155827554781	-21.6889302017	0.594597029836	0.592461267786	0.0369916724145	0.604787859565	0.601687417367	0.0550223132017	0.0647628434118	-84.3365037806	0.683760206922	0.680714834074	0.0223033199922	0.692077493565	0.692478009861	0.0519784553577	0.0133631713555	-1.91888412623
REST	-0.3104942741	7.8934747556	7.5829804815	0.213555082171	0.204398198917	0.0672159887831	0.169184467219	0.164225783207	0.0434329294298	-0.030998052405	-300.0	0.791752271862	0.801911295423	0.0543174871443	0.674352711913	0.679919672124	0.027535742226	-0.00576118233757	-34.4715938432	0.527839224082	0.526816008476	0.0391468649821	0.536235079358	0.534592361729	0.0627755430636	0.0638306637241	-75.7901454704	0.630217483392	0.63309199822	0.0191207402459	0.632168569241	0.63889186803	0.0610720857112	0.0563291139241	-2.64516255484
RXRA	-0.3028018288	7.0916307389	6.7888289101	0.257170751578	0.226116803494	0.080336774902	0.211814374059	0.19161505368	0.0498667027584	-0.0100309406531	-300.0	0.717356775067	0.723051011925	0.0224148867657	0.799416698769	0.807762156816	0.0491758051744	0.0263642296656	-44.2480647475	0.585409112898	0.586165174302	0.0416354152195	0.59464343773	0.594041502963	0.0599059752948	0.0696407345216	-66.5398046585	0.206779771384	0.206208344006	0.00924889059967	0.20900283239	0.209178410088	0.0386235474603	0.0511127475045	-3.73057913694
USF1	-0.3023841979	7.3838312667	7.0814470688	0.149071042921	0.125872301813	0.060851959871	0.197805597722	0.160641042681	0.0965975985229	0.0249284094366	-300.0	0.721267765101	0.722072641134	0.0151160468005	0.795392301679	0.806105021261	0.061908516114	0.0337526171186	-24.4785764976	0.538132186007	0.533412222613	0.0495079840966	0.552481813073	0.544132296121	0.0738922668263	0.0519619673146	-57.2122392626	0.533352747312	0.533011968378	0.017098272263	0.541621372894	0.53837277107	0.0430174549015	0.110216292882	-1.121040217
YY1	-0.2742424783	9.2492416	8.9749991217	0.128854032952	0.107992445553	0.0516479528072	0.102320866149	0.0880091472374	0.0324346791335	-0.0179317371982	-300.0	0.696101663415	0.701029332263	0.0260969724139	0.795431787903	0.806529887462	0.07022581062	0.00528967755555	-37.481514474	0.586847000599	0.582782126012	0.0485085373137	0.592272011657	0.589714871931	0.0690236331403	0.115524376051	-20.6860467042	0.546178231471	0.545473526472	0.0249251625744	0.550133315562	0.547591994218	0.0348331348128	0.19806763285	-0.466370436239
RELA	-0.2724742439	8.8449193444	8.5724451005	0.153236848891	0.128284477841	0.0647933564465	0.204408894318	0.170430134047	0.096857970737	0.0484123622256	-300.0	0.802074914848	0.805601174729	0.0435691196594	0.666708760646	0.665914845554	0.0185967873417	-0.0304411092083	-22.3056795633	0.485562844839	0.483856942393	0.0397854600757	0.49027771467	0.48956846138	0.0632681747738	0.115239101034	-23.1586160817	0.425507837322	0.427701411848	0.0175397048388	0.433106225265	0.432408155398	0.0495122484318	0.0802283833649	-1.85857894362
NR2F1	-0.269684032	5.6412763389	5.3715923069	0.190182111246	0.157697548379	0.079458040682	0.146219360582	0.12375327465	0.0545654916207	-0.058041795567	-220.020398078	0.692454061318	0.69382009663	0.01901551678	0.794256303099	0.807784991249	0.0687909890922	0.00371663603404	-16.6371324833	0.352546068488	0.353640930199	0.0358351280379	0.357213924827	0.357765727123	0.0535319095388	0.0801148726756	-15.0205033382	0.600529517239	0.608262548608	0.021411347455	0.618977121765	0.615934332589	0.0628789106268	0.0264705882353	-1.25041647929
SOX10	-0.2637979979	5.3629255111	5.0991275132	0.216945512892	0.191164992635	0.0799402344134	0.16312351247	0.14998082698	0.0484591052569	-0.144943603126	-300.0	0.797750618835	0.807442226332	0.0494403895598	0.69144235827	0.698921943956	0.0314400214509	-0.00441204603086	-30.4335509604	0.468494627625	0.468366176504	0.0349011390312	0.477579507671	0.47638216664	0.0594726668759	0.0447009159454	-103.820289733	0.224219637248	0.222295083166	0.0464460137696	0.219198546023	0.219362485377	0.00540883541409	-0.0110737434267	-3.75116126279
NFYA	-0.2394532122	8.3065107889	8.0670575767	0.140363454358	0.130145029749	0.0602325086848	0.0864929995434	0.0823831174563	0.0303787884383	-0.151923020082	-300.0	0.796499437392	0.804688456745	0.0511704349465	0.638918035114	0.646067813077	0.0247406531256	-0.0358313473094	-14.4815953466	0.528183714287	0.515652941088	0.0907226560921	0.48542753781	0.479601593453	0.0575709499102	-0.0769030851886	-257.475765684	0.686326650306	0.706087476028	0.0874551281701	0.679002153623	0.685372511596	0.0276324134063	-0.0877880184332	-1.97527015789
FOXP2	-0.217106004	2.4335675278	2.2164615238	0.192535779416	0.169150349389	0.0858814840953	0.135151958383	0.123907734162	0.0535914478512	-0.025611535303	-300.0	0.745899052561	0.75534694445	0.0350536999803	0.802207133305	0.811760979334	0.0643242956564	0.0701771089208	-28.144094208	0.454836257607	0.457581843798	0.0247216758929	0.455585997619	0.458733509394	0.0436613534101	0.0498048227243	-170.226830619	0.424489579225	0.42074732617	0.0279862701782	0.435851195179	0.431861460411	0.0596291817293	0.0250365351402	-3.10089981183
TCF7L1	-0.2158135534	8.4069930667	8.1911795132	0.135149808453	0.118950303472	0.0467832692453	0.162364881307	0.138256323115	0.0654716827452	0.101306881823	-300.0	0.686762822493	0.692043537181	0.0275862015197	0.794744496508	0.804603877	0.0506836703192	0.00225786894048	-49.0073225377	0.45342958973	0.452690167287	0.0300576262957	0.461355497843	0.459731135094	0.0471173253005	0.0666188040124	-117.228961536	0.288959402194	0.286371596288	0.0227018214226	0.289773900212	0.289276504481	0.0322009390502	0.0059501828319	-5.87114180012
SP2	-0.1813165365	6.2019310444	6.0206145079	0.082090925893	0.0673466253567	0.0378890607392	0.108674793186	0.0886055990948	0.0569647672183	0.0405987047111	-300.0	0.768444249822	0.772954572422	0.0222123425534	0.803579642019	0.812109194261	0.0579241944681	0.22691341447	-29.6651681349	0.582373463625	0.580789161301	0.0269522965238	0.584984087864	0.584534134831	0.039432508826	0.0794881440858	-155.411166886	0.599902703939	0.596113147	0.0467391780744	0.584288440516	0.583439279878	0.0153743089987	-0.134890602582	-12.0938278592
