FACTOR	EXPR_FOLDCHANGE	EXPR_GM12878	EXPR_K562	FLR_99_GM12878_protection_mean	FLR_99_GM12878_protection_median	FLR_99_GM12878_protection_std	FLR_99_K562_protection_mean	FLR_99_K562_protection_median	FLR_99_K562_protection_std	FLR_99_protection_ks_stat	FLR_99_protection_ks_pvalue	FLR_99_GM12878_tc_mean	FLR_99_GM12878_tc_median	FLR_99_GM12878_tc_std	FLR_99_K562_tc_mean	FLR_99_K562_tc_median	FLR_99_K562_tc_std	FLR_99_tc_ks_stat	FLR_99_tc_ks_pvalue	FLR_99_GM12878_fos_mean	FLR_99_GM12878_fos_median	FLR_99_GM12878_fos_std	FLR_99_K562_fos_mean	FLR_99_K562_fos_median	FLR_99_K562_fos_std	FLR_99_fos_ks_stat	FLR_99_fos_ks_pvalue	FLR_99_GM12878_flr_mean	FLR_99_GM12878_flr_median	FLR_99_GM12878_flr_std	FLR_99_K562_flr_mean	FLR_99_K562_flr_median	FLR_99_K562_flr_std	FLR_99_flr_ks_stat	FLR_99_flr_ks_pvalue
ETS1	-6.1447406735	9.4926612556	3.347920582	0.0726010065517	0.0595757196015	0.0345632241606	0.075334416798	0.06533636817	0.0348067256807	0.0482337381142	-159.63419632	0.821836380992	0.830008385348	0.0494075835706	0.750966680951	0.763013950444	0.031292520076	-0.53275171529	-300.0	0.476728587034	0.471919029784	0.0502891506354	0.428152504626	0.42304262529	0.0372217259233	-0.538972415507	-29.2356183781	0.365300577185	0.373183099953	0.112479660519	0.318498149101	0.300628485033	0.071320956107	-0.304706128353	-300.0
FLII	-5.7267807974	8.5333091889	2.8065283915	0.0577774639468	0.0475669312395	0.0310559543224	0.0500195716756	0.0386755901205	0.0294632403219	-0.115367149962	-300.0	0.801307437633	0.807952326875	0.0522990480812	0.746963237557	0.757373678674	0.0300406256501	-0.313883169025	-300.0	0.294063001426	0.278624090769	0.0850435799798	0.251692643968	0.243422197224	0.0754533301779	-0.240961337513	-3.34906065431	0.297098230113	0.312233934896	0.0810637768018	0.275938873007	0.290416369031	0.057169744951	-0.12124564129	-49.8763292466
PAX5	-5.2702007889	9.8008520111	4.5306512222	0.101762038833	0.0893699693886	0.0391525433521	0.104890094295	0.0930051994195	0.0421813544563	0.0322077591016	-68.1140334634	0.803167088767	0.812415196005	0.0578609434164	0.749546002188	0.765889945495	0.034739455411	-0.319152868221	-300.0	0.485174439042	0.48267920104	0.0605238597218	0.448683913175	0.443068460793	0.0435462374506	-0.430251851852	-26.7489332227	0.342165777827	0.340464099909	0.14604093368	0.31303831839	0.312618379273	0.0733552053725	-0.23220801946	-81.388335926
EBF1	-4.7106986376	8.5508527222	3.8401540847	0.0874908613571	0.077115222962	0.0343329486098	0.0863591745577	0.0753215419774	0.0291200473135	-0.00852625652283	-274.234740917	0.879910799754	0.88555677664	0.0398290639493	0.766556963685	0.775794927429	0.0246424798593	-0.681054140132	-300.0	0.40401039408	0.400928157946	0.0619009263274	0.370733050533	0.366618329313	0.0392432503764	-0.29518995412	-13.7342054924	0.350431752426	0.349208547697	0.108644997245	0.322299687791	0.325173352143	0.0807243243616	-0.22578084083	-119.263738619
EGR2	-4.387910581	8.0011205333	3.6132099524	0.059237353523	0.0485251142086	0.0300403159402	0.0606088116212	0.0518787442079	0.0333286949405	0.0231300218322	-287.857300707	0.885416421858	0.894004370738	0.0546649220797	0.75781557476	0.775312092381	0.0301228582179	-0.666929126378	-300.0	0.432892824825	0.434954844417	0.0498111178866	0.404861623379	0.402756393685	0.0488009141424	-0.336097833015	-19.2827853549	0.38223993895	0.376133960191	0.147120796478	0.360014605855	0.348897035204	0.0778019879587	-0.219067013273	-300.0
TP53	-3.4232058254	9.438751	6.0155451746	0.0645268257507	0.0540501332237	0.0339527036796	0.0608675834511	0.0469695094042	0.0274295420564	-0.164885141248	-273.051394672	0.770905500555	0.782828973862	0.0303068229161	0.790446500509	0.797714787961	0.0506415995624	0.0688978389798	-300.0	0.682354104762	0.676839473173	0.0983092193955	0.649689788241	0.641230786441	0.0599749664239	-0.143090346186	-1.94085311295	0.310161679586	0.310078856658	0.102653102411	0.325237635022	0.317629326126	0.139920782451	0.00424881445415	-4.95244443419
STAT1	-3.0891702317	11.2946308667	8.2054606349	0.0601938176348	0.0502616585837	0.031472740557	0.0548261948246	0.0435182321146	0.028991755729	-0.0663961258751	-300.0	0.858323280351	0.864578123847	0.0436899185968	0.776870171511	0.787033748501	0.0273878396511	-0.59201596099	-300.0	0.471695248889	0.46887821215	0.076474178999	0.452512793743	0.44631507542	0.0439821873969	-0.192155713197	-4.49369360619	0.344109194588	0.35305459371	0.10218451316	0.346776817601	0.360839405889	0.102455568134	0.0116168484475	-9.25554869521
HNF1B	-2.9064154892	6.2265196056	3.3201041164	0.108474596913	0.0854325763539	0.0600810098658	0.0863782784978	0.065047755535	0.0594773706537	-0.223670053261	-300.0	0.781271641945	0.790785247213	0.0479295017595	0.731568589904	0.736930899267	0.0270240751155	-0.346040025337	-300.0	0.46163042135	0.463547509096	0.0952781801924	0.441106455665	0.431774740745	0.0869029908391	-0.138554216867	-1.66888449727	0.30725880351	0.299840662282	0.122171427772	0.299649510229	0.292563613246	0.109275576507	-0.0799575306924	-5.49087056563
PRDM1	-2.8595321966	7.5904785722	4.7309463757	0.108809069126	0.0935656252896	0.0545699433682	0.117732650176	0.103541330107	0.0586190568296	0.0456134334458	-50.7632983553	0.767396518742	0.785716939703	0.0367531513125	0.79746742082	0.808007076218	0.063390428568	0.0244137176734	-300.0	0.162872558885	0.149323615719	0.0763873154589	0.150442023542	0.140309172328	0.0410601621303	-0.175641025641	-1.21320224189	0.318104528116	0.285201879662	0.175791769884	0.297184156126	0.278585654526	0.103881128224	-0.020923284036	-11.188310785
STAT4	-2.825769995	5.2946641167	2.4688941217	0.0772177177672	0.0669366689759	0.0314700297309	0.072404486749	0.0593063968954	0.0301459517456	-0.136806929246	-300.0	0.860547096463	0.865661400708	0.0391869088149	0.789167877394	0.796998923287	0.0248953498158	-0.586516592748	-300.0	0.355914292198	0.344310839134	0.0753715789185	0.338943314756	0.333111042665	0.0723672368035	-0.0479845211222	-1.18430190396	0.331151083781	0.328743739117	0.102839217873	0.3153874676	0.317502254868	0.100708753812	-0.139089379922	-30.88326979
TP63	-2.7040282939	7.2572711722	4.5532428783	0.0656127461302	0.0521256374494	0.0363575229535	0.0608280085107	0.047945586657	0.0345758454688	-0.0698037852709	-299.999999999	0.809428099899	0.817189112387	0.0558159023569	0.770922443335	0.786019905696	0.0308655605299	-0.126152680078	-300.0	0.5136823022	0.511157517483	0.058097001182	0.493019032121	0.488827013021	0.0392604316329	-0.247471772214	-6.8820962015	0.383352731161	0.372290541638	0.169402140063	0.370286422929	0.363496278715	0.108092459511	-0.00791799399523	-15.4787346315
NFKB1	-2.6782338148	9.3209454444	6.6427116296	0.0607815538845	0.0472640265174	0.0332858705111	0.0577000885862	0.0454621801676	0.0306675936566	-0.135813886945	-300.0	0.88431056286	0.890216712589	0.0397355874252	0.78802282274	0.79688101273	0.0245319378573	-0.623044909707	-300.0	0.273595265381	0.268969147182	0.054087296291	0.259935892367	0.253329885903	0.0527262955771	-0.142379547689	-2.47119867265	0.351034734747	0.349522455526	0.122435082835	0.349271271371	0.34349443819	0.0671272962546	-0.0255232991151	-15.4002252052
MEF2C	-2.312784923	10.5691021611	8.2563172381	0.0695903813593	0.0558907528713	0.0344794919966	0.0543106382303	0.0412128103383	0.0295553165071	-0.212767872985	-300.0	0.791821214959	0.800747710993	0.0261415641123	0.79573437015	0.800945356362	0.0409066267567	0.167247674567	-300.0	0.459287358145	0.460064215848	0.0412431349489	0.452216313134	0.449147920194	0.0393652462237	-0.181382866594	-9.92921727308	0.377856298521	0.37216282627	0.103174312543	0.338712675797	0.33050722906	0.0826041436039	-0.247963191969	-83.0896445538
ZEB1	-2.2585500701	7.4546499167	5.1960998466	0.154165543191	0.134043557738	0.0558400853996	0.137684081308	0.115190047555	0.0557183130841	-0.131431665595	-300.0	0.824605927729	0.831100767319	0.0510030440183	0.774581555894	0.786765452329	0.027764185257	-0.195932081603	-300.0	0.427738767744	0.425170537377	0.0523697434628	0.412728672552	0.406423707334	0.0433973495406	-0.138700798238	-2.49333160099	0.32852864928	0.334526152902	0.103255598194	0.306615368212	0.315442846685	0.0766636876687	-0.0907498631637	-28.1152198527
HNF4G	-2.2212048127	4.5430166222	2.3218118095	0.119648000471	0.0972794653045	0.0540152083912	0.101207757713	0.0821013200158	0.048344537924	-0.153606627463	-300.0	0.790156038653	0.79982454059	0.0260330566256	0.797934911741	0.802699211498	0.04479771691	0.184314877462	-232.787063995	0.427330078088	0.422828140603	0.0634711088451	0.408518495306	0.406566407186	0.0322782346395	-0.234906556858	-3.27377742663	0.377607644586	0.367104734157	0.0997471927883	0.320418439711	0.336966982209	0.089299969594	-0.361608208065	-42.1902028613
REL	-2.0628250132	8.3178302778	6.2550052646	0.0784920176153	0.0645949696273	0.0333806846526	0.0758966196054	0.064524571452	0.0307362209298	-0.0610428063312	-300.0	0.85023832154	0.857160045352	0.0457900341806	0.789273286789	0.800390653455	0.0276607276243	-0.456031710522	-300.0	0.279180398054	0.265227945728	0.0564771459386	0.258161055092	0.25259681233	0.0462243427568	-0.23269383225	-2.53905384779	0.369734460978	0.367055650741	0.0789621066038	0.378080044741	0.370031018958	0.134429815034	0.045256175264	-4.06529033021
FOXO1	-1.8556499325	8.4851884722	6.6295385397	0.0705998941553	0.0590694610763	0.0413903097202	0.057155710636	0.0438528501576	0.0340835896774	-0.147992099011	-300.0	0.783684366146	0.793299438184	0.0467867722289	0.763085550216	0.768689113009	0.0272840899365	-0.0779981537401	-300.0	0.2397468877	0.238101602336	0.056707848559	0.233666885394	0.233399040232	0.0382451020762	-0.0234369109807	-1.04402596925	0.334033703205	0.342537922803	0.103301321274	0.317016099869	0.294991426772	0.0783974137254	-0.0685220002829	-25.934334921
NR3C1	-1.8464264783	9.6750664889	7.8286400106	0.0616218525902	0.049933274806	0.03152152854	0.0541148296906	0.0401192707759	0.028728427613	-0.175374106339	-300.0	0.819467737375	0.824930496838	0.0428128156699	0.788959412057	0.797708142428	0.0254487728527	-0.0732968986331	-300.0	0.333241471136	0.325534384264	0.0701564181207	0.318957769694	0.31024487448	0.0404362714924	-0.178365521834	-2.59149368571	0.338029622085	0.333040670325	0.0799393075143	0.338131700821	0.337581455496	0.0978870739553	0.0181120144535	-4.43760162885
IRF1	-1.7207699439	8.2650849333	6.5443149894	0.0649943610936	0.0561053323844	0.0313208882054	0.0504839796617	0.0436176742703	0.0240268156708	-0.0820593565791	-300.0	0.844169524831	0.849832323057	0.037547047991	0.796566110774	0.805087197894	0.0245319826132	-0.417112866264	-300.0	0.470887460305	0.47103790852	0.0336209611602	0.467439311079	0.464737983726	0.0264454358855	-0.106191301176	-10.0174667271	0.317938987715	0.338004548122	0.197437430525	0.28456487567	0.283953937097	0.173046384785	-0.0819818857607	-2.90988720689
SOX9	-1.6463590651	7.5684512556	5.9220921905	0.0459282674087	0.0322205282176	0.0317907885381	0.0390600369357	0.0317618942471	0.0312000242354	-0.0610458074569	-193.788691714	0.794079969745	0.803069121829	0.0258231709592	0.808572322851	0.813778548418	0.0440424475564	0.17054588137	-254.389013801	0.526380150946	0.524374256436	0.0495094873726	0.517338011797	0.509391110264	0.0268049279307	-0.167919389978	-1.69238631966	0.31269081488	0.288032458339	0.0963710014867	0.323614206864	0.324981592682	0.100836177436	0.0607003457121	-0.916955777706
RFX5	-1.5997156902	8.0311831611	6.4314674709	0.110260087148	0.0913107380581	0.056181355772	0.10242218044	0.0838032370595	0.052570078211	-0.00813617793531	-300.0	0.839278189806	0.846463709044	0.0490486523993	0.786644719851	0.799364515899	0.0280335134372	-0.324117213255	-300.0	0.375163928135	0.367126010211	0.0514628675396	0.360620041741	0.357250266459	0.0422576583786	-0.0393663421613	-1.71258363019	0.337783664875	0.344439377124	0.0822284189882	0.359166607597	0.344477747791	0.138632350663	0.0429358432265	-6.9575395469
ELF1	-1.3094928196	9.8966036556	8.587110836	0.0797428437184	0.0695809725658	0.0361327854424	0.0850384463146	0.0705886514273	0.0384965850476	0.0392956054117	-300.0	0.78416438719	0.793565705125	0.032590843675	0.784577803525	0.799458324223	0.056747210879	0.174949286597	-300.0	0.458731760955	0.452333560018	0.0495090855192	0.447929727553	0.443003375972	0.0295850031264	-0.103873239437	-2.87367119495	0.343189254025	0.348590294639	0.0734831375863	0.344768576752	0.356953697669	0.126007021893	0.0259215415378	-23.3273596939
GATA3	-1.2686822069	5.6419831222	4.3733009153	0.0640934627762	0.0504808541684	0.0408679194526	0.0424763567369	0.0314532797431	0.0334988454632	-0.160105125872	-300.0	0.762846351625	0.774833669401	0.0649530972373	0.730356357752	0.734392144752	0.0269347830629	-0.190967723119	-300.0	0.319858741129	0.319816626113	0.0596533855305	0.310283837621	0.313117845711	0.0494668671804	-0.161664057258	-1.64953965161	0.359397284937	0.361455131696	0.100032075897	0.327232725942	0.304128931815	0.0406837373421	-0.30266509434	-41.9424526469
T	-1.1067090704	6.8493768111	5.7426677407	0.0751022983421	0.0568126239434	0.0436058532071	0.0628928211589	0.0465967302726	0.0422205733504	-0.14801146694	-300.0	0.786453022188	0.79793922226	0.0525862596968	0.743372659045	0.750733481328	0.0307012813075	-0.224971268248	-300.0	0.612552476056	0.596856321939	0.0712646628329	0.582200307085	0.575412045406	0.0657572450582	-0.147754137116	-1.58364751436	0.313467717154	0.30455392853	0.0958431242991	0.315042348276	0.30659061563	0.0992468293082	0.0575915492958	-1.0118035599
TCF7L2	-1.0379809175	8.1292303778	7.0912494603	0.108030240025	0.0859624933792	0.0547563279716	0.0952618935013	0.0753339269907	0.0512467541931	-0.0982140245349	-300.0	0.796654563746	0.805211031216	0.0259021560476	0.820471738884	0.825684798137	0.0415127805304	0.056901295173	-300.0	0.438276832056	0.43169856816	0.0826710379507	0.429235796538	0.420173066313	0.0460320153592	-0.0357142857143	-1.32682951295	0.368178274837	0.361371902651	0.100451258228	0.363892623066	0.360440835188	0.0674208192083	-0.0011049376903	-6.40624002887
CREB1	-0.9881595307	9.1957632556	8.2076037249	0.106631333439	0.0699972269061	0.0854966675518	0.0944529494377	0.0544166883338	0.0820047823651	-0.135403949512	-142.160075847	0.769770112265	0.791574435952	0.0687569050926	0.722728905928	0.733788234371	0.0388247307205	-0.250317427729	-300.0	0.374562860981	0.364900701559	0.0790799212413	0.36468413239	0.352986324028	0.0277659518786	-0.146385542169	-0.197304896486	0.281601530141	0.289036856133	0.0696686181126	0.31312638556	0.293933845435	0.162651641809	0.00384820594905	-2.02919543443
STAT3	-0.8814597069	10.6886940667	9.8072343598	0.0647607430331	0.0570495597771	0.0313392869401	0.0402754883942	0.0329552710288	0.0293023456815	-0.270413376972	-300.0	0.770686441064	0.783044526003	0.0260020772651	0.78864638404	0.792885813307	0.0606915156535	0.173820722267	-300.0	0.317676969878	0.314247262836	0.0209457266213	0.324195765623	0.31906489822	0.0688391641402	0.0200808625337	-0.437413669618	0.32683447527	0.321861084075	0.090566341451	0.328112636287	0.32227327096	0.124754924209	0.0223414706859	-3.24486974287
ELK4	-0.795803281	8.3372889	7.541485619	0.0671269777647	0.0567566248206	0.0340131765391	0.072013461227	0.059254351482	0.0348232903221	0.0806005333068	-266.046407519	0.757173156389	0.769789288386	0.0400000612064	0.771075446591	0.795362594875	0.0722204365112	0.0133382196271	-300.0	0.464181069041	0.459149841325	0.0575955347423	0.450317797913	0.445123976428	0.036476932736	-0.116589434662	-0.891777309873	0.32349766878	0.335740994128	0.0754747580316	0.335934375756	0.340575510989	0.137470157526	0.0462442943748	-15.4709637832
GFI1	-0.5620815095	5.9600981444	5.3980166349	0.0436678053949	0.0321746833612	0.0334398306302	0.0550032617203	0.0428789262374	0.0356750180383	0.0116500544713	-247.906427435	0.795184628048	0.809018025337	0.0297563397952	0.805636223544	0.812692429441	0.0571290550579	0.202815965982	-300.0	0.315594264502	0.31060623042	0.0692926092707	0.308754388949	0.300446765088	0.0357740893443	-0.0675049309665	-1.17737791316	0.388117268828	0.350927812677	0.170968860669	0.336457406522	0.337821615949	0.122100599722	-0.0735161488103	-18.0447438841
HOXA5	-0.5275261365	3.8746430889	3.3471169524	0.0499655501951	0.041268347627	0.0304192596374	0.0534076415823	0.0433884874897	0.0328888462103	0.063957428149	-235.426747728	0.835813843864	0.841265105005	0.0430071372709	0.796410304679	0.80612360651	0.0243635717195	-0.147597113281	-300.0	0.385668754692	0.387991851569	0.0850466419016	0.384449539982	0.373300175379	0.0733095923328	-0.0252405206565	-1.26613776053	0.3649304366	0.360032989832	0.123520656894	0.349128519269	0.354338664546	0.0712264799928	-0.153407636519	-35.4305413479
SREBF2	-0.459857972	9.3969251889	8.9370672169	0.0733958055039	0.0588772152872	0.0329763657988	0.0658263836153	0.053110380106	0.0312840871198	-0.135535794433	-300.0	0.86053903008	0.865397368982	0.0413339134742	0.802624420742	0.811704507407	0.0227493027938	-0.41734715807	-300.0	0.635847206638	0.637199397436	0.0489589133533	0.633461567048	0.630589064102	0.022245966596	-0.00885044874263	-1.50269191355	0.345362554531	0.342757916096	0.0601033482497	0.357045126864	0.345433996641	0.120931086743	0.0507528827282	-2.12143133407
ZFX	-0.433919887	8.1387332944	7.7048134074	0.0981130145077	0.0842683108438	0.0359693380161	0.091583110273	0.0804650742746	0.0350700185377	-0.0212945938241	-300.0	0.782761345805	0.801357313885	0.0313787365659	0.809680718341	0.818399458832	0.0579604986247	0.134766020998	-300.0	0.518619315058	0.51516445998	0.0446147034602	0.512466873049	0.509574381426	0.0245462866826	-0.045234241525	-4.23162084221	0.37296425025	0.360685342528	0.150246541183	0.334627423042	0.351429220236	0.0841036956373	-0.00360256559582	-45.3598139119
SPI1	-0.4202474275	7.6557025333	7.2354551058	0.0695102798441	0.0607930341237	0.0309055800656	0.0709351761137	0.0618890607005	0.0311111612303	0.140063665074	-300.0	0.852654081037	0.86228363511	0.0611756410322	0.782067227943	0.80295440471	0.0312612222542	-0.325455333297	-300.0	0.513704762959	0.513475615232	0.0336853035673	0.518767996387	0.515229565011	0.0423109185796	0.076660341556	-1.24041997331	0.37086576414	0.362845347667	0.15937923139	0.368914902105	0.358076994789	0.0749040562597	-0.0626762901959	-296.673331688
