FACTOR	EXPR_FOLDCHANGE	EXPR_GM12878	EXPR_K562	HINT_GM12878_protection_mean	HINT_GM12878_protection_median	HINT_GM12878_protection_std	HINT_K562_protection_mean	HINT_K562_protection_median	HINT_K562_protection_std	HINT_protection_ks_stat	HINT_protection_ks_pvalue	HINT_GM12878_tc_mean	HINT_GM12878_tc_median	HINT_GM12878_tc_std	HINT_K562_tc_mean	HINT_K562_tc_median	HINT_K562_tc_std	HINT_tc_ks_stat	HINT_tc_ks_pvalue	HINT_GM12878_fos_mean	HINT_GM12878_fos_median	HINT_GM12878_fos_std	HINT_K562_fos_mean	HINT_K562_fos_median	HINT_K562_fos_std	HINT_fos_ks_stat	HINT_fos_ks_pvalue	HINT_GM12878_flr_mean	HINT_GM12878_flr_median	HINT_GM12878_flr_std	HINT_K562_flr_mean	HINT_K562_flr_median	HINT_K562_flr_std	HINT_flr_ks_stat	HINT_flr_ks_pvalue
FOXA2	0.2824259243	5.7826448111	6.0650707354	0.0165230463499	0.0133799898394	0.0101545315695	0.0240547046956	0.0189198539253	0.0149166228529	0.0949128037555	300.0	0.768422307328	0.77311843659	0.0254760439217	0.808108203249	0.817651423626	0.0444415711572	0.236673298303	300.0	0.286628942106	0.277012956675	0.0720464014625	0.305167191988	0.282895037451	0.0988538823011	0.0142426979825	3.1099093328	0.333520976755	0.333150715608	0.0124632813995	0.341015592969	0.341184002018	0.0279654592662	0.281917512274	300.0
HNF4A	0.288795264	4.5631320111	4.8519272751	0.0237509342903	0.0202791322139	0.0101310378993	0.03179052462	0.0274317444033	0.015519565008	0.0764525027359	300.0	0.805021803957	0.813602888957	0.0214956860605	0.85779499748	0.862418063009	0.0388149672266	0.370512634628	300.0	0.401773059618	0.386371188869	0.076236776091	0.413241483719	0.397345651883	0.0830723877359	0.00041260772112	3.78446215711	0.31786636041	0.317878360102	0.0154952934263	0.326474198864	0.325761861867	0.0336066126912	0.290167975351	300.0
KLF4	0.2972105934	3.8627360944	4.1599466878	0.0357768111068	0.0312712810933	0.0176403989479	0.0269219782959	0.0237006118462	0.0116918218676	-0.0415903607905	300.0	0.782606222627	0.806184377639	0.0325038368402	0.840503107654	0.850812012038	0.0659285277143	0.163720234857	300.0	0.33385515336	0.318982561997	0.0632400432886	0.336324292869	0.330175739599	0.0925400729119	0.00999775633281	38.9339063812	0.325718715447	0.325355479026	0.022845109426	0.336123737276	0.332627823085	0.071837868908	0.238297816153	300.0
MAFF	0.3007221317	5.7360744556	6.0367965873	0.0114751033254	0.00913643774193	0.00893207597932	0.0185818432161	0.0146390984401	0.0137490342088	0.133498499385	300.0	0.779704417966	0.784630302985	0.0248797730953	0.804302898685	0.81480458116	0.0473422566794	0.092057284241	300.0	0.256207615499	0.241284243258	0.0795924195113	0.258104722327	0.246022200735	0.0833400468209	0.0260772962319	3.93438567711	0.272775754747	0.272743399911	0.011764657948	0.27980953599	0.279280271053	0.0355102002539	0.164184440606	300.0
EGR1	0.3257248989	7.7385820111	8.0643069101	0.01224116191	0.0106822434636	0.00713017177365	0.00923223807015	0.00818203639743	0.00491889646432	-0.00306616504904	300.0	0.789194435817	0.808810262323	0.0295738649427	0.847992214148	0.856718609028	0.0588764817588	0.206161351685	300.0	0.370043719124	0.361836926261	0.0842837127623	0.36794621036	0.353941417916	0.0614460403498	-0.00829622010939	29.5431064091	0.335099993327	0.334972582532	0.0201222722003	0.346430633389	0.343311325532	0.0595969496618	0.292068480506	300.0
FOXA1	0.3421642349	5.6048126222	5.9469768571	0.0167736637691	0.0134596584624	0.0102292114481	0.0243391392245	0.0191593847356	0.0149633615646	0.095569983181	300.0	0.778552041623	0.783262960253	0.025517134376	0.810098921386	0.819323844704	0.0434133238005	0.169547855204	300.0	0.286412259641	0.275823977083	0.0705112595484	0.310492568043	0.282736052687	0.112056177665	0.0359157894737	5.29711835651	0.324555604973	0.324813686091	0.0162310603351	0.333212098063	0.333392506136	0.0309360761786	0.290034515487	300.0
ZNF143	0.3452436317	6.0893881778	6.4346318095	0.0509120889376	0.0446704824154	0.0211783027404	0.0685613980992	0.0584667875508	0.0334326713141	0.0354274622102	300.0	0.808034114117	0.816985035843	0.02310579475	0.842856859638	0.847763700002	0.0414861325754	0.100129707267	300.0	0.288900261782	0.273118038233	0.0779026219476	0.279471149077	0.266985251778	0.0708516787052	-0.022946936319	1.11097384382	0.332946684081	0.332932509464	0.013115918778	0.342267760186	0.341481584716	0.0357693971809	0.323248222428	300.0
RUNX2	0.3618333603	4.6660095444	5.0278429048	0.0172071505597	0.0141440354093	0.00862885774742	0.0237470115582	0.0197091917903	0.0126168907584	0.06782973038	300.0	0.830977132024	0.83674888846	0.0419026993254	0.810141022063	0.819142758632	0.0246096887672	-0.11304449131	300.0	0.389776184585	0.378864741433	0.0625180750563	0.387087777971	0.378308448498	0.0545208022358	-0.0198412157558	3.28513657987	0.296937260298	0.296987432876	0.015748634398	0.305960914713	0.304903950623	0.0364233255002	0.259866013359	300.0
HINFP	0.4358591397	7.2948900667	7.7307492063	0.064309507064	0.0476141428303	0.0541354691852	0.0416947348754	0.0299308780514	0.0374400587647	-0.00536283223163	127.010444109	0.695503153389	0.708538650608	0.0451958561107	0.75550367946	0.780990209116	0.0835198542674	0.199209510242	300.0	0.394432040501	0.375929349734	0.0881106195512	0.418639821232	0.394793392691	0.13402385619	0.106272378442	4.62466674263	0.303849257742	0.303667969728	0.0316692791081	0.314910372757	0.312003244897	0.0650561056135	0.154917060951	166.017441021
NFE2L2	0.4420932307	8.0907506	8.5328438307	0.0453201632327	0.0383057120774	0.0195178193089	0.0665983553933	0.05621289219	0.033360919675	0.114112758334	300.0	0.7305298622	0.736931041873	0.0294015562189	0.787073583142	0.800058273346	0.0583188896746	0.288909324418	300.0	0.357655489163	0.345127730845	0.0887862219982	0.361824224142	0.350093182651	0.112643140898	0.00700846287943	3.30241859144	0.281552638208	0.281591706966	0.0129339730553	0.290647570567	0.289508773875	0.0387825464608	0.246208682018	300.0
ELF5	0.4523526907	3.1523454944	3.6046981852	0.0199344896402	0.0159124559884	0.0146137664895	0.0145229752502	0.0117841000212	0.0099574493082	-0.0214815701216	300.0	0.817523996108	0.823683975892	0.0436209344854	0.809742494696	0.819486267888	0.0262233850995	-0.249323851198	300.0	0.312005059845	0.30172686156	0.0888100643382	0.334076194581	0.307549628062	0.11451785949	0.0125760548488	4.87029013514	0.285376292881	0.285477287962	0.0169207064511	0.294628052807	0.293646123217	0.0387549190557	0.260911231945	300.0
FOSL1	0.4532559783	6.1548197889	6.6080757672	0.065284899838	0.053088693351	0.0308730630325	0.0987553411521	0.0822413019974	0.0517442153089	0.088506679843	300.0	0.758224102018	0.764418766372	0.0282960809107	0.792455290814	0.803671961058	0.0554711944545	0.134702267967	300.0	0.308498871442	0.297687464778	0.0732919648096	0.325708373433	0.318258904475	0.0996178908638	0.0689440651333	8.11054636517	0.292530813307	0.292637050006	0.00991028639818	0.301416527881	0.30080625706	0.0339142078619	0.254245817996	300.0
MYCN	0.4801307574	3.2576197611	3.7377505185	0.0879914764672	0.0641349785264	0.0497899771122	0.13033247564	0.0976914817017	0.0774550954162	0.149921597827	300.0	0.710182693384	0.72047670928	0.0376856370616	0.782331770838	0.804321910356	0.0720035261241	0.359101760237	300.0	0.468462401472	0.455580698376	0.102023155699	0.466819218832	0.454924713828	0.0829449514591	-0.007249681581	1.9784559915	0.316273022655	0.315809197312	0.018344165921	0.326503143247	0.324438907965	0.0491775780634	0.337564849049	300.0
GABPA	0.5028823016	7.8969734444	8.399855746	0.0406620913239	0.0357404737499	0.015684290335	0.052292640921	0.0452924472448	0.0237025252707	0.0146688042953	300.0	0.745143567276	0.759118524438	0.0424758612726	0.772173300136	0.800552049278	0.0788331507466	0.0996786934096	300.0	0.333906518825	0.322317722544	0.0682715718927	0.342736776087	0.333597113532	0.0956651602158	0.0403832982697	18.9880210677	0.300080498549	0.299938414471	0.0261421627518	0.312729966482	0.308479774329	0.0728069054481	0.22213493014	300.0
FOXD1	0.5050155706	4.7789315722	5.2839471429	0.0109710281278	0.00916064674816	0.00968730818074	0.0166225260438	0.0133152561976	0.0142061945953	0.061794918861	300.0	0.750967893841	0.755836362239	0.0259080133205	0.808955684884	0.818879125983	0.0472141978135	0.350621474996	300.0	0.287923648988	0.281374400475	0.0710436928363	0.297317830253	0.283948561819	0.0765416435623	0.0357804232804	2.67180233968	0.280438983396	0.280702794328	0.014930258323	0.289223745304	0.289012544728	0.0300023273916	0.30791306526	300.0
RFX2	0.5546670519	5.6586416889	6.2133087407	0.0362441000099	0.0314123915044	0.0187286126103	0.0544026338631	0.0469501122548	0.0287690084081	0.0523866152662	300.0	0.803045472513	0.817830297777	0.0294518398157	0.836992314596	0.844873364277	0.0538868575121	0.0149459442274	300.0	0.343235126411	0.332975194042	0.0766196798463	0.33899169085	0.325698215325	0.0653437180116	-0.00714113875265	4.68532549441	0.303858956817	0.303722669276	0.0251848579969	0.317103900334	0.313131069032	0.064468051248	0.294538484794	300.0
JUN	0.5849624926	6.7732512111	7.3582137037	0.0375474481111	0.0316458413237	0.0217640258027	0.058800393425	0.0480599610801	0.0346748052509	0.0897423360345	300.0	0.756162881584	0.764597125476	0.0326529136025	0.794825350497	0.810178002037	0.061682723767	0.216909319744	300.0	0.399546351671	0.380586818417	0.0877770218214	0.401038009135	0.388902076334	0.124065962241	0.0284989715483	6.37974713192	0.315772526023	0.315424590824	0.0232945421368	0.328419562027	0.325039606796	0.0614852360309	0.292727700485	300.0
RREB1	0.6168598915	7.6570760556	8.2739359471	0.0971936389027	0.0808766736184	0.0470045223328	0.138572789787	0.114854407367	0.0718219813613	0.046641870608	300.0	0.819470675079	0.825395322303	0.0462068716564	0.80633944247	0.816626584663	0.0278935246585	-0.23803608704	188.790973902	0.44346056439	0.431405202074	0.0864038340641	0.456187214094	0.432712286908	0.0896555635742	0.0435267857143	2.93053425204	0.277346257454	0.277263451288	0.0165646925578	0.287013021366	0.285897161847	0.0395893370852	0.277912656373	300.0
TBP	0.6500373048	7.5551221556	8.2051594603	0.0173805619586	0.0140932426492	0.0111322441878	0.0256455825954	0.020689132592	0.0162817652458	0.196074695466	300.0	0.773368401045	0.779002391356	0.0278938617972	0.810997153443	0.822578260935	0.0496399152441	0.236275541361	300.0	0.40249521893	0.389643887402	0.0876289586993	0.414791937798	0.395277169044	0.0945719336208	0.0294917746531	2.65964601922	0.335059482705	0.335282496711	0.0168189846429	0.348491454366	0.346769829079	0.0419826780769	0.381768581511	300.0
SREBF1	0.8101193132	6.9467773111	7.7568966243	0.0393899058871	0.0331341035577	0.0219920376713	0.0575635349761	0.0474724836287	0.034803792906	0.0546191805342	300.0	0.812071016	0.821990545263	0.0234936138552	0.850269464863	0.855512016186	0.0434233554299	0.158093823339	300.0	0.360423438493	0.343517299354	0.0914195012161	0.349746503104	0.331840782264	0.0860966878922	-0.00606060606061	2.07730620207	0.30192387561	0.301869563308	0.0154426909784	0.31243657731	0.311966978794	0.0374752125536	0.389165759823	300.0
NR4A2	0.8436708815	5.0949779333	5.9386488148	0.0252935291302	0.0216735793963	0.013911507275	0.0338032505347	0.028617238156	0.0201804744803	0.0198473757883	300.0	0.800427135631	0.815666310278	0.0267483290361	0.845631785913	0.852559753815	0.0516017670799	0.19767911253	300.0	0.356830870309	0.345487319086	0.0919525801847	0.355131683761	0.338588181787	0.0663394652492	-0.020137793101	7.74344908928	0.325809642702	0.325791676453	0.0169229761076	0.339275239571	0.337365865758	0.0466150028201	0.444947527035	300.0
BRCA1	0.8474343958	6.8606145778	7.7080489735	0.0395151124815	0.0327041767261	0.027152076543	0.0279294085204	0.0237471643354	0.0182464033076	-0.0323220540107	300.0	0.833128337938	0.838969260801	0.0460707476376	0.80614017028	0.81661674477	0.0253639684587	-0.0272238205563	300.0	0.42731208409	0.415925097886	0.0915597983545	0.443177242392	0.422336832287	0.103082728655	0.0519557996068	4.11727820079	0.312904717578	0.31311143488	0.0150099161726	0.32425058623	0.32418462085	0.0352833687774	0.358705203566	300.0
FOXH1	0.8556538937	5.0779664556	5.9336203492	0.0655716820359	0.0526391679169	0.0377116765881	0.0970031337453	0.0759930052767	0.0587867618484	0.132851070251	300.0	0.818290522301	0.824894897126	0.0409722985033	0.816696430317	0.822576829393	0.0235003696461	-0.151238432764	300.0	0.264259768508	0.253153246289	0.0708626773583	0.289123708795	0.259259186762	0.114722902228	0.0329177897574	3.06590419812	0.309124011202	0.308903456131	0.0159153595277	0.320692366347	0.319744753722	0.0349531873984	0.378589995152	300.0
HLTF	0.9586222063	7.8587556667	8.817377873	0.0630252047076	0.0533513222395	0.0296513663497	0.0886530386627	0.073878113508	0.045530074187	0.0409632207851	300.0	0.805741979595	0.817893575925	0.0256509288328	0.835157604899	0.841440034483	0.0467264690881	0.0426084992805	300.0	0.432765364701	0.418194450727	0.0761622600894	0.438197634577	0.420662733207	0.102926294203	0.00214210779468	5.04142126588	0.302782275827	0.302703928684	0.0150973119035	0.314863554056	0.314139208037	0.0376827392735	0.430324587476	300.0
PBX1	1.1386414958	3.4336882556	4.5723297513	0.0110655293586	0.00897152946496	0.00924617924927	0.0172728479913	0.0141566978724	0.0139827531067	0.0458522758871	300.0	0.780523956294	0.786083749393	0.0261372739779	0.812443777696	0.821483557123	0.045880454474	0.181221936264	300.0	0.286306213841	0.272815993528	0.0780565280112	0.302765245994	0.277036675634	0.10608501209	0.00793045254067	1.36674080058	0.295714072063	0.295698992711	0.0159214424478	0.309336300172	0.308223869772	0.0336220218246	0.408396494262	300.0
E2F3	1.3172578153	6.6528475444	7.9701053598	0.00864832222058	0.00740177486614	0.00611973541849	0.0119408081748	0.0100357053988	0.00901444247982	0.0426424563997	300.0	0.810930025257	0.819182942208	0.0599241999232	0.793440570606	0.812519151991	0.0298598189034	-0.243713020561	300.0	0.394461797448	0.382964174414	0.0794609660848	0.391940568415	0.381159375977	0.059524521695	-0.0273248651774	7.5998486539	0.352215487752	0.352058688597	0.0194121165474	0.370728829271	0.367791945164	0.0528468109748	0.481976194717	300.0
RUNX1	1.318027337	6.3660673667	7.6840947037	0.0164400866938	0.013686651182	0.00818520506716	0.0230000119853	0.0188748025876	0.012362557701	0.106284998567	300.0	0.790597277773	0.796865586077	0.0259666337261	0.81261753236	0.822515903821	0.0452309990027	0.09228979524	300.0	0.495313461996	0.485696639016	0.0715820822281	0.485476329387	0.476337142118	0.0594935426273	-0.00196916904234	4.53292748586	0.312358107837	0.312287730656	0.0137536194889	0.326838494805	0.326123047521	0.0329259332623	0.46498302458	300.0
MYB	1.3858840566	8.4442163667	9.8301004233	0.15240111953	0.137591511594	0.0495332094603	0.199473718054	0.173795815265	0.0797239048825	0.0720584824938	300.0	0.812254776351	0.822530780143	0.0460666581258	0.801913712241	0.807491869572	0.025060384762	-0.0270750537484	300.0	0.307843808143	0.292258324946	0.0799940654598	0.311736942073	0.295582674357	0.0893393811412	0.00557477924494	2.63837300884	0.297155678212	0.297204141883	0.0134733157616	0.311295571227	0.310611726338	0.0375445740969	0.440129020904	300.0
KLF5	1.4287571918	5.8322508611	7.2610080529	0.00867197947217	0.00759943237963	0.0045616163408	0.0117660294162	0.0102568390519	0.00684657496406	0.0287549252985	300.0	0.794613791463	0.816258690411	0.0305831657068	0.831115568015	0.84023568896	0.0634147989395	0.00663342188459	300.0	0.367570596205	0.356266131928	0.087989718989	0.362689695788	0.352951329817	0.0595979378843	-0.0154213502007	25.3384322217	0.322668222463	0.322370305242	0.0212438472419	0.339415209211	0.336617236393	0.0668181344322	0.440915865495	300.0
CEBPB	1.4420250175	5.8850346333	7.3270596508	0.0121362356519	0.00855025790852	0.0109867856139	0.0196470301013	0.0147389127482	0.0168284884806	0.158082479426	300.0	0.77317642299	0.777662038248	0.0244685965099	0.810817917822	0.82063546917	0.0479642652623	0.280950284809	300.0	0.192142452335	0.175551217448	0.0788069716944	0.188039706063	0.175189360221	0.0775994501864	-0.00951787301274	0.890045735441	0.295352033646	0.295051745415	0.0123138633052	0.309472180326	0.308500985672	0.0364638395863	0.42975927473	300.0
E2F6	1.6574235566	5.1997788667	6.8572024233	0.00815370537847	0.00698133518592	0.00575194910627	0.011463552033	0.0095850615076	0.00855046786402	0.0470024261604	300.0	0.818852628245	0.82567051278	0.053743106184	0.803491444075	0.819120576643	0.0269130781916	-0.228563110228	300.0	0.371781009431	0.357960031874	0.0823996378725	0.367677651105	0.355500443489	0.067102907241	-0.0368891971562	4.47762517838	0.325441864522	0.325397169936	0.0172016986393	0.343503205072	0.341914860036	0.0461174264899	0.514863158522	300.0
KLF1	1.6635713429	6.1962582444	7.8598295873	0.0171201754435	0.0145923962892	0.0100163060445	0.0265128498919	0.0219464355909	0.015558391149	0.144327749944	300.0	0.840116777825	0.844740403005	0.0398147207841	0.81881493141	0.82726899111	0.0224716332786	-0.0267301625305	300.0	0.307089847448	0.291975714223	0.0954721544837	0.300563640578	0.284661875352	0.0858934919168	-0.0110077433012	2.35572286704	0.304552709386	0.304539999228	0.0156122597711	0.321100357844	0.320198087427	0.0338231564276	0.500639923895	300.0
PAX6	1.6939205042	3.4967264111	5.1906469153	0.0332169612662	0.0264365903575	0.0192749161773	0.0506976268133	0.0403637534688	0.0316280247981	0.132626647146	300.0	0.750054358225	0.756382805013	0.0270613788049	0.815808825497	0.826379964904	0.0488295551019	0.427950727992	300.0	0.364893286327	0.345639666503	0.0903639215206	0.370590698715	0.351846771478	0.117708697097	0.027386979514	1.90016839708	0.287611311311	0.287634943539	0.0133871633092	0.302016726342	0.302205598638	0.0298858215923	0.429697560639	300.0
SOX5	2.1842229148	3.1839152333	5.3681381481	0.0203417173559	0.0141970341645	0.0185871937742	0.0340620221897	0.0248245538029	0.0291038478682	0.118514834052	300.0	0.693377827108	0.698340442282	0.0264119431615	0.819339508453	0.829366829794	0.0487701912135	0.581703924038	300.0	0.235548770664	0.225512899801	0.0825390068219	0.2548670665	0.231612679001	0.105138577007	0.0293088924998	2.56402269165	0.315071531737	0.315450316269	0.0127732081942	0.335468843001	0.334916863529	0.031288811995	0.575470494418	300.0
GATA2	2.8053180053	5.432595	8.2379130053	0.0113736051165	0.00876999437313	0.00769975494557	0.0204167917143	0.0170694808417	0.0136553325044	0.241419803847	300.0	0.764081540391	0.767172603588	0.0225380034303	0.80325976426	0.814031908028	0.0593152762587	0.332319490072	300.0	0.395586854722	0.373332535834	0.0951644623798	0.439762072334	0.427005610668	0.102967631653	0.220096187859	19.3351992102	0.299818170242	0.299694787955	0.0115087337183	0.323693783896	0.321988213321	0.0452692971618	0.510135104321	300.0
NFIL3	2.9961961857	3.4692606556	6.4654568413	0.0323692658364	0.0253582611573	0.0214705407185	0.0510304783648	0.0398695648924	0.0336026254766	0.239154761318	300.0	0.736371638709	0.74191030546	0.0272779607484	0.829099617686	0.841671621009	0.0519767320189	0.56376135052	300.0	0.407746433479	0.381862927464	0.116308782124	0.42377964997	0.394186580189	0.153949089667	0.0416107866465	2.10855115007	0.272361330857	0.272379143296	0.0123905424889	0.296526786294	0.293636733436	0.0412594044663	0.560840139174	300.0
FOXP1	3.1047022392	4.1110663111	7.2157685503	0.0149500416293	0.012143369002	0.00950704479054	0.0221262443536	0.0180827326914	0.0144408956268	0.114629776173	300.0	0.811614088346	0.815590392184	0.0210080905832	0.832153308284	0.840549833256	0.0385741559377	0.192116652344	300.0	0.278592009795	0.267411447206	0.0660704919117	0.290018844847	0.280724605003	0.0684996841325	0.0744087145434	27.9692297831	0.371640524829	0.372302061756	0.0165212770811	0.39900267131	0.40103300766	0.0368098485942	0.529631914943	300.0
MEIS1	3.3781919153	2.5587908889	5.9369828042	0.0619530103514	0.0547049392641	0.0191550204339	0.0842194187166	0.0729128395473	0.0315263180533	0.279323643543	300.0	0.807868522533	0.813079710783	0.0230422285544	0.829973399722	0.839830130995	0.0432867690362	0.249931358551	300.0	0.328267860438	0.309495864207	0.0981588386375	0.319961573392	0.304603139382	0.0757829757997	-0.0178812661202	3.75674459914	0.29282586396	0.292767204175	0.0124660758855	0.318418011136	0.317718825794	0.03549325803	0.621629519818	300.0
BCL6	3.4875521122	3.0029773111	6.4905294233	0.0145449546096	0.0118769528391	0.00870338182438	0.0217238987148	0.0176294437641	0.0139006507432	0.264381929238	300.0	0.787219622934	0.791689473399	0.023028873435	0.830938089213	0.839957713898	0.0441613548573	0.429028775194	300.0	0.339909533106	0.323431444913	0.0874502898664	0.349710851549	0.339834908048	0.0877322875462	0.012047375239	4.45741746293	0.315788340123	0.315726337955	0.0131165761721	0.343528023999	0.343176833368	0.0338654624566	0.61321430526	300.0
GFI1B	3.7590489169	5.1557787444	8.9148276614	0.0144752196208	0.0120944800524	0.00842982750123	0.0213802053489	0.0173124210031	0.0136187111271	0.283105732095	300.0	0.775442155151	0.780921128386	0.0253250131296	0.832864610764	0.843573354178	0.0494655148809	0.506274818923	300.0	0.461990453575	0.44592531491	0.0746073958817	0.492108440224	0.479958331752	0.0747787435494	0.175006824869	28.0441419889	0.330642067358	0.331135796163	0.0165878514933	0.362366735983	0.361962977975	0.040187470747	0.623777512646	300.0
MECOM	3.8933306132	2.5627071222	6.4560377354	0.0110055827927	0.00828699424423	0.00958641193938	0.0186203949578	0.0143753988987	0.0153562166664	0.209888220888	300.0	0.681868702973	0.686326843323	0.026788666762	0.818088766576	0.831112774604	0.0593330879045	0.631950239163	300.0	0.28491555036	0.256800930109	0.0930704240794	0.299565867096	0.285485758629	0.118993732544	0.136755132995	10.9825960581	0.283506137859	0.283537689288	0.0152494768616	0.311344069667	0.310605916337	0.0411337649183	0.552198532014	300.0
GATA1	4.1029498	5.2923967556	9.3953465556	0.00972219645842	0.00701206326813	0.00900366597902	0.0191781811894	0.0158283682047	0.0155833349584	0.277674969694	300.0	0.755144716258	0.758241466739	0.0222443223413	0.8119741138	0.823373727024	0.060518510375	0.464478772865	300.0	0.323659915062	0.299570337365	0.105079150299	0.3763245248	0.364099299809	0.117789037753	0.245612512183	24.2533904251	0.287505470512	0.287336190696	0.00947772702063	0.317782914415	0.316055446324	0.0463669325576	0.572059626356	300.0
