FACTOR	EXPR_FOLDCHANGE	EXPR_GM12878	EXPR_K562	Centipede_90_GM12878_protection_mean	Centipede_90_GM12878_protection_median	Centipede_90_GM12878_protection_std	Centipede_90_K562_protection_mean	Centipede_90_K562_protection_median	Centipede_90_K562_protection_std	Centipede_90_protection_ks_stat	Centipede_90_protection_ks_pvalue	Centipede_90_GM12878_tc_mean	Centipede_90_GM12878_tc_median	Centipede_90_GM12878_tc_std	Centipede_90_K562_tc_mean	Centipede_90_K562_tc_median	Centipede_90_K562_tc_std	Centipede_90_tc_ks_stat	Centipede_90_tc_ks_pvalue	Centipede_90_GM12878_fos_mean	Centipede_90_GM12878_fos_median	Centipede_90_GM12878_fos_std	Centipede_90_K562_fos_mean	Centipede_90_K562_fos_median	Centipede_90_K562_fos_std	Centipede_90_fos_ks_stat	Centipede_90_fos_ks_pvalue	Centipede_90_GM12878_flr_mean	Centipede_90_GM12878_flr_median	Centipede_90_GM12878_flr_std	Centipede_90_K562_flr_mean	Centipede_90_K562_flr_median	Centipede_90_K562_flr_std	Centipede_90_flr_ks_stat	Centipede_90_flr_ks_pvalue
ETS1	-6.1447406735	9.4926612556	3.347920582	0.0751713069005	0.0315225000804	0.175386598086	0.0435201207569	0.00829130003488	0.0407561129421	-0.161828293906	-8.99108660879	0.581323345865	0.578365442145	0.0435338874759	0.529437858332	0.525906425751	0.0335378770719	-0.479079215254	-300.0	0.581323345865	0.578365442145	0.0435338874759	0.529437858332	0.525906425751	0.0335378770719	-0.479079215254	-300.0	0.330930715744	0.33054933189	0.0598871616717	0.302365636118	0.300376848722	0.027057539718	-0.443395024958	-300.0
FLII	-5.7267807974	8.5333091889	2.8065283915	0.161481161129	0.104995283245	0.241994386036	0.0988489993112	0.0769445379869	0.0890187953201	-0.0305383022774	-1.23152520667	0.54782107095	0.544005614842	0.0594879908908	0.509809251951	0.501874577103	0.0351857602002	-0.287130262833	-300.0	0.54782107095	0.544005614842	0.0594879908908	0.509809251951	0.501874577103	0.0351857602002	-0.287130262833	-300.0	0.26490644971	0.264813927266	0.0388767618783	0.243447427695	0.242905913218	0.0161003681282	-0.396805121089	-300.0
PAX5	-5.2702007889	9.8008520111	4.5306512222	0.0445672299049	0.031352940256	0.143879278142	0.0442883547672	0.00380752575543	0.0422261278272	-0.385340017789	-27.7298892164	0.486185991343	0.482288440382	0.0439901358315	0.44946705495	0.444831008822	0.0319076168538	-0.400827064034	-300.0	0.486185991343	0.482288440382	0.0439901358315	0.44946705495	0.444831008822	0.0319076168538	-0.400827064034	-300.0	0.296835123472	0.296794153174	0.0673916219531	0.278401522555	0.275980166155	0.0324017560959	-0.259917653468	-300.0
EBF1	-4.7106986376	8.5508527222	3.8401540847	0.0541738026595	0.03003905861	0.152506100296	0.0426065817562	0.0066636282628	0.039757082014	-0.237778640346	-14.0509339626	0.569814995928	0.567747998623	0.0382501785467	0.532609968545	0.530438272741	0.0297168048261	-0.378151086795	-300.0	0.569814995928	0.567747998623	0.0382501785467	0.532609968545	0.530438272741	0.0297168048261	-0.378151086795	-300.0	0.278288316387	0.278417256406	0.039496370783	0.261002754641	0.259731390512	0.0195315909317	-0.362654023002	-300.0
EGR2	-4.387910581	8.0011205333	3.6132099524	0.0635928936107	0.0296499812173	0.15590205873	0.0427393305188	0.00568610590992	0.041470737693	-0.18754923341	-13.1484209613	0.480973781732	0.473321766837	0.059635046656	0.45892111195	0.448146360194	0.0422815388259	-0.190614233464	-300.0	0.480973781732	0.473321766837	0.059635046656	0.45892111195	0.448146360194	0.0422815388259	-0.190614233464	-300.0	0.339850785533	0.339035359868	0.0768980370353	0.323173085453	0.317597160852	0.0366103533548	-0.287750604302	-300.0
TP53	-3.4232058254	9.438751	6.0155451746	0.137577393781	0.0330547161302	0.243787195278	0.0451529395022	0.0182991853991	0.0407128128252	-0.0509597123491	-1.75948932661	0.558116269099	0.557845196305	0.0614669852779	0.53293007943	0.533480104899	0.0421519750412	-0.1457094314	-300.0	0.558116269099	0.557845196305	0.0614669852779	0.53293007943	0.533480104899	0.0421519750412	-0.1457094314	-300.0	0.301361954676	0.300926044748	0.0631168770586	0.29243956115	0.28878360152	0.0268630630546	-0.163420758313	-205.879487421
STAT1	-3.0891702317	11.2946308667	8.2054606349	0.0835809375871	0.034928200584	0.186790126119	0.0495783109638	0.0109381079325	0.0461379476349	-0.0764499442948	-3.55543318664	0.46558405858	0.463560385131	0.0316243089995	0.451208702654	0.447545706463	0.0254649673949	-0.181963736815	-300.0	0.46558405858	0.463560385131	0.0316243089995	0.451208702654	0.447545706463	0.0254649673949	-0.181963736815	-300.0	0.333596323524	0.334368742259	0.0535709944106	0.323448509526	0.321788295597	0.031198659735	-0.150651240224	-300.0
HNF1B	-2.9064154892	6.2265196056	3.3201041164	0.103422194492	0.0301907845864	0.243583217353	0.0394862319228	0.00779183430974	0.0324392502032	-0.22389672733	-4.65482762167	0.449617578039	0.452230779365	0.0394229824844	0.430177329272	0.432225697899	0.0268217717303	-0.208624359097	-300.0	0.449617578039	0.452230779365	0.0394229824844	0.430177329272	0.432225697899	0.0268217717303	-0.208624359097	-300.0	0.291055856145	0.291573136522	0.0630610518384	0.283195899267	0.279284709575	0.0211318484559	-0.152863834876	-94.2549265451
PRDM1	-2.8595321966	7.5904785722	4.7309463757	0.0454904507596	0.029816235828	0.0487077856053	0.144950704357	0.0397038167735	0.27683961887	0.0125477624077	-0.666124747772	0.508973247205	0.502337629179	0.0698501859635	0.498051612901	0.486953134171	0.0475261999686	-0.0519914204383	-162.236950052	0.508973247205	0.502337629179	0.0698501859635	0.498051612901	0.486953134171	0.0475261999686	-0.0519914204383	-162.236950052	0.286865473059	0.28507588351	0.102826594799	0.278206319238	0.264953407613	0.0477537639417	-0.317113694009	-300.0
STAT4	-2.825769995	5.2946641167	2.4688941217	0.102050402868	0.0351540273078	0.219034062468	0.0473095239993	0.0149631000396	0.0411029858981	-0.0269150554018	-2.26162932379	0.576030244427	0.57641305326	0.0373076889087	0.557713978144	0.557394775921	0.0272441175823	-0.193404755979	-300.0	0.576030244427	0.57641305326	0.0373076889087	0.557713978144	0.557394775921	0.0272441175823	-0.193404755979	-300.0	0.314187842252	0.313816092267	0.0539606723332	0.302012680676	0.301652194762	0.0265377422359	-0.148838087079	-255.021298766
