FACTOR	EXPR_FOLDCHANGE	EXPR_GM12878	EXPR_K562	HINTBCN_GM12878_protection_mean	HINTBCN_GM12878_protection_median	HINTBCN_GM12878_protection_std	HINTBCN_K562_protection_mean	HINTBCN_K562_protection_median	HINTBCN_K562_protection_std	HINTBCN_protection_ks_stat	HINTBCN_protection_ks_pvalue	HINTBCN_GM12878_tc_mean	HINTBCN_GM12878_tc_median	HINTBCN_GM12878_tc_std	HINTBCN_K562_tc_mean	HINTBCN_K562_tc_median	HINTBCN_K562_tc_std	HINTBCN_tc_ks_stat	HINTBCN_tc_ks_pvalue	HINTBCN_GM12878_fos_mean	HINTBCN_GM12878_fos_median	HINTBCN_GM12878_fos_std	HINTBCN_K562_fos_mean	HINTBCN_K562_fos_median	HINTBCN_K562_fos_std	HINTBCN_fos_ks_stat	HINTBCN_fos_ks_pvalue	HINTBCN_GM12878_flr_mean	HINTBCN_GM12878_flr_median	HINTBCN_GM12878_flr_std	HINTBCN_K562_flr_mean	HINTBCN_K562_flr_median	HINTBCN_K562_flr_std	HINTBCN_flr_ks_stat	HINTBCN_flr_ks_pvalue
TFAP2A	0.2800466492	3.4869517	3.7669983492	0.37966918568	0.309094998241	0.216288971585	0.329528163187	0.295117046114	0.148505992666	-0.0027467347981	83.0548592416	0.784745555609	0.799896468778	0.0282074481806	0.847835159881	0.85530173333	0.0497255992708	0.412660200655	300.0	0.447270957438	0.44323712413	0.0268522105666	0.462605644773	0.454086171561	0.0500489464664	0.109711581794	300.0	0.298011158114	0.297937558138	0.0147655158618	0.307644113164	0.305633069398	0.0411869853378	0.329616900111	300.0
FOXA2	0.2824259243	5.7826448111	6.0650707354	0.368845052675	0.312685494007	0.181366865725	0.392914871766	0.35603090275	0.253400506721	0.00146474852647	49.295771031	0.762567483223	0.768883917523	0.0289273649194	0.777775756335	0.787828907855	0.0500640594192	0.0775117813413	300.0	0.469400911527	0.473546242168	0.025027828678	0.477316426531	0.485587394385	0.0372849831878	0.135488923697	300.0	0.333513768885	0.33313131932	0.0128426191447	0.341043992532	0.341179834759	0.0279118061427	0.289841775948	300.0
HNF4A	0.288795264	4.5631320111	4.8519272751	0.289290432032	0.254460425519	0.166029456945	0.352093774949	0.288928055452	0.234613738078	0.00981585015161	64.2299300374	0.789856904458	0.801764124942	0.0251457723503	0.848717558775	0.854906780481	0.0451364251901	0.412986189852	300.0	0.502261575069	0.501576305862	0.0246954036755	0.516535113037	0.513936890619	0.0433246586202	0.130652070443	300.0	0.317869380675	0.317878360102	0.0149231299696	0.326435726301	0.325752024631	0.0328327812436	0.299624281478	300.0
KLF4	0.2972105934	3.8627360944	4.1599466878	0.374870000146	0.369947876092	0.126047669988	0.482600351392	0.481359665594	0.169160110805	0.0874457809238	300.0	0.754889932997	0.778592458271	0.03943146341	0.828240017781	0.841060905958	0.0746026628993	0.218445030475	300.0	0.462029457918	0.449305655945	0.0421809478036	0.498144633243	0.471176758708	0.0838363199622	0.0884915052483	300.0	0.32577233629	0.325449903878	0.0220214608022	0.336105410804	0.332704370641	0.0710177709837	0.250516677428	300.0
MAFF	0.3007221317	5.7360744556	6.0367965873	0.335958375162	0.299385755423	0.193713576346	0.400258087692	0.328378515892	0.275761385916	0.0229186676915	87.090361017	0.777211945013	0.783747102678	0.051584715708	0.770594709485	0.781249384742	0.028164153215	-0.160417437111	149.37951802	0.35664277718	0.353597005339	0.0281527569937	0.391584977726	0.362586987428	0.0737153382905	0.158183226017	300.0	0.272750992008	0.272702352905	0.0114404984099	0.279791586299	0.279285402802	0.0348939134121	0.177312254402	300.0
EGR1	0.3257248989	7.7385820111	8.0643069101	0.325108608786	0.30459936138	0.131096795458	0.436230237746	0.43959639853	0.181494721212	0.0837061929941	300.0	0.76504209243	0.786119171408	0.035317587918	0.832403004224	0.842980440604	0.0677657339062	0.242663020878	300.0	0.508689182457	0.499703989555	0.0343463314676	0.539334523904	0.519132434835	0.0678184328996	0.147302723464	300.0	0.335095774004	0.334981853684	0.0193802847968	0.346354815218	0.343323093866	0.0588095409436	0.305386817105	300.0
FOXA1	0.3421642349	5.6048126222	5.9469768571	0.361248786157	0.324983968606	0.235363546403	0.341158146753	0.282518328014	0.1710442825	-0.00653089671743	51.8209154313	0.762077511138	0.768413823975	0.0292366328706	0.779331694099	0.789335403849	0.0503486694469	0.102349011977	300.0	0.474267378772	0.478313881946	0.0251583847641	0.48290508793	0.490804377915	0.0369092976047	0.142388984859	300.0	0.324566214134	0.324833469929	0.015769256631	0.333242690768	0.333382454046	0.030777854811	0.297444527958	300.0
ZNF143	0.3452436317	6.0893881778	6.4346318095	0.304716646328	0.275132529083	0.161697673269	0.350418008244	0.281806877119	0.228832669235	0.0135136158493	41.4207896219	0.786541374394	0.797380263816	0.0264310129055	0.837737681268	0.843804431425	0.0471283464583	0.322406476862	300.0	0.406241301609	0.407314492332	0.0256290850844	0.417887598279	0.41779032947	0.0431896216512	0.11402478103	270.454526288	0.332959498938	0.33293978877	0.0125177455298	0.342217496555	0.341472661225	0.0348427170625	0.335120595327	300.0
RUNX2	0.3618333603	4.6660095444	5.0278429048	0.353935579755	0.328867220129	0.13927231355	0.40122173727	0.341204752196	0.20039724805	0.0216554623684	112.656308808	0.796311021763	0.80366646664	0.0526292177963	0.780067105888	0.793197315237	0.0295831666012	-0.169423744897	233.502619043	0.449552102125	0.445673598792	0.0344239969602	0.459841895498	0.457277010573	0.0492926800826	0.077615780446	300.0	0.296932733662	0.296993383803	0.0151409448361	0.305934374024	0.304896850331	0.0358675607391	0.271498163114	300.0
HINFP	0.4358591397	7.2948900667	7.7307492063	0.319801793252	0.23995291874	0.257429628437	0.275189892744	0.227616093391	0.178773903601	-0.000733897596093	7.63583136744	0.672869816332	0.685567875685	0.0491639621984	0.725863044378	0.750421600833	0.0907191788253	0.208856586997	175.936828971	0.697681282418	0.694495497595	0.0337088299376	0.722180449673	0.713980683895	0.0560341978684	0.166404886562	216.847353591	0.303853589964	0.303683082104	0.0285419942312	0.314874987879	0.311928688693	0.0641837968299	0.188995594147	226.764885946
NFE2L2	0.4420932307	8.0907506	8.5328438307	0.326937075676	0.297102171038	0.176292085276	0.419704685618	0.386056675602	0.255293112143	0.0663633809386	135.560912265	0.718273987243	0.726543888032	0.0333703683388	0.752520574471	0.765831904518	0.0609386019006	0.179233726721	300.0	0.440936900305	0.436736269577	0.0375485397645	0.4898561607	0.458553901164	0.0968264790758	0.160857226022	300.0	0.28153997436	0.281579889752	0.0124101612693	0.290611834653	0.289508011381	0.0380059151672	0.260237423763	300.0
ELF5	0.4523526907	3.1523454944	3.6046981852	0.30152690571	0.27013591322	0.149815597661	0.329959897947	0.284213537593	0.208377325532	0.00537908779861	66.5809482277	0.79871738612	0.806922964475	0.0533031466624	0.776060239183	0.788848439433	0.0316363958776	-0.0929116966994	300.0	0.624608038037	0.620016331022	0.0309123335529	0.640610976387	0.635344447873	0.0421600707242	0.178848691872	300.0	0.285375129982	0.285488001957	0.0163902164837	0.294590622429	0.293665850109	0.0378755240196	0.274593790184	300.0
FOSL1	0.4532559783	6.1548197889	6.6080757672	0.269079070702	0.251253052717	0.156199909919	0.344227529934	0.31462769932	0.225328173547	0.0521297119432	121.8521245	0.717294534818	0.725251992698	0.0327087343679	0.747196093258	0.759277765613	0.0586599236262	0.141708947125	300.0	0.440441797602	0.436690337039	0.0356518069303	0.480720506024	0.451078677532	0.0878206714009	0.150783067582	300.0	0.292525204353	0.292637050006	0.00967880511077	0.301413885534	0.300813440519	0.0336225454386	0.263520643705	300.0
MYCN	0.4801307574	3.2576197611	3.7377505185	0.296970273588	0.27672994928	0.160240872652	0.39605641815	0.373189257336	0.231319583774	0.0802741179369	43.9295277474	0.748987869177	0.760847660267	0.0401809766109	0.759543465254	0.781561792838	0.0738217308893	0.0502955618229	300.0	0.557182932552	0.551798687386	0.0279953925366	0.580293024945	0.5677547848	0.049221417066	0.199272189997	300.0	0.316239986233	0.315816840418	0.0171115331921	0.326359100739	0.324453645869	0.0474305652846	0.359469950647	300.0
GABPA	0.5028823016	7.8969734444	8.399855746	0.32104130784	0.245190192656	0.21741685357	0.268262844991	0.234180708556	0.153392492078	-0.0152387712575	62.4092649304	0.731677819953	0.752859936123	0.0841152743815	0.729009570742	0.739196263284	0.0448805957008	-0.0304472508601	300.0	0.545824766468	0.533530887723	0.0444188474657	0.56827225852	0.546626618619	0.066710959262	0.0709714473252	300.0	0.300081478231	0.299955453355	0.0252084068253	0.312491643675	0.308479958858	0.0708504856779	0.244018106799	300.0
FOXD1	0.5050155706	4.7789315722	5.2839471429	0.356782133454	0.321016590474	0.178540742821	0.384520523189	0.356896746735	0.253777002534	0.027288173939	34.6274917617	0.676136314649	0.683529011699	0.0320762949711	0.762718787079	0.774822684969	0.0600655638157	0.48044558021	300.0	0.499129962421	0.503784216143	0.0235088212531	0.509429409798	0.518485135244	0.0342557531625	0.172408846696	300.0	0.280480718871	0.280721394758	0.0144117601261	0.289193406543	0.289001177007	0.0294490955384	0.313849468736	300.0
RFX2	0.5546670519	5.6586416889	6.2133087407	0.297523901348	0.274552983372	0.155435326981	0.353981681181	0.287594004122	0.229359713676	0.013256972513	61.3479376712	0.774392388064	0.794398666198	0.0347259014733	0.828736412648	0.839096709991	0.0656768310645	0.208711996379	300.0	0.424891579709	0.412779468189	0.0461314092876	0.450064619905	0.4247412634	0.0758546722363	0.133592017738	300.0	0.303862455372	0.303741334046	0.0240427620954	0.316852058286	0.313095440952	0.0625637060886	0.310165183441	300.0
JUN	0.5849624926	6.7732512111	7.3582137037	0.28305180348	0.271883077388	0.155481535004	0.362294842232	0.337325755817	0.234056847113	0.075590684344	88.5083571483	0.746338851168	0.757484820412	0.0373184121422	0.758007340073	0.778947636814	0.0746387664833	0.0929854946403	300.0	0.398487474439	0.391405892484	0.0397663668422	0.416910705726	0.40326575184	0.0707992618686	0.115170556553	300.0	0.31578315634	0.315442946042	0.0228277165831	0.328296289097	0.325058411939	0.0603238627751	0.306545813328	300.0
RREB1	0.6168598915	7.6570760556	8.2739359471	0.277206601133	0.238184934662	0.158854792547	0.318806596294	0.245615416239	0.225314184038	0.0199847349778	25.038027543	0.785474183868	0.79818306157	0.0306884115866	0.813057626795	0.820233205026	0.0500780332344	0.00200342876268	278.934025653	0.413693815306	0.415652630218	0.0363611810864	0.426573090134	0.428501215936	0.0579703624892	0.0820158102767	206.694195899	0.277332425548	0.277261038061	0.015614321262	0.286977623672	0.285902023517	0.038531387583	0.29347493487	300.0
TBP	0.6500373048	7.5551221556	8.2051594603	0.337200576746	0.307207858875	0.153089988597	0.375105065163	0.324741849714	0.217632001547	0.0353167607028	30.9233826164	0.763312577882	0.771418903407	0.0340013051339	0.772487933926	0.787602737694	0.0616970554098	0.0639073218641	269.887000948	0.385626542914	0.385748424851	0.0330858466723	0.396519454111	0.397917985602	0.0523209392631	0.100627813314	226.269499041	0.335094125772	0.335364341468	0.0157074201962	0.348349108755	0.346762673518	0.0401639465613	0.398709452419	300.0
SREBF1	0.8101193132	6.9467773111	7.7568966243	0.312131635852	0.284640193294	0.145852786657	0.375290926287	0.32273761451	0.218681480019	0.0603865443393	55.7455064556	0.804125122957	0.812636490059	0.05891299876	0.780161401592	0.796714677153	0.0316293421873	-0.0910584450956	197.230001337	0.518932259974	0.51946884211	0.02586017177	0.537971653707	0.537454234813	0.0428647396552	0.224644486182	300.0	0.301960873005	0.301908013817	0.0147183099536	0.312457002724	0.311998839082	0.0364917146137	0.405375487669	300.0
NR4A2	0.8436708815	5.0949779333	5.9386488148	0.376721292164	0.353005489598	0.128376691616	0.464222297553	0.451970095461	0.191641582976	0.101755914088	225.30234987	0.78298992418	0.802725382225	0.0314672569773	0.834391158145	0.843397545083	0.060371180508	0.249572162312	300.0	0.49301853835	0.485402415891	0.0360609623152	0.522216571675	0.504737564828	0.0730655343138	0.168192616055	300.0	0.325826121931	0.325809337882	0.0162733534682	0.33917778557	0.337365865758	0.0454976071749	0.458286773887	300.0
BRCA1	0.8474343958	6.8606145778	7.7080489735	0.340950035653	0.32268506266	0.152001195781	0.407081399166	0.358807595017	0.230059337195	0.0876261378373	45.3521025558	0.785053166801	0.799089869113	0.0298989776394	0.829068045038	0.83646638083	0.0550560676796	0.190105801737	300.0	0.264458960817	0.266149068325	0.0290174585071	0.272924413002	0.275554967549	0.0452231102573	0.0768482490272	179.553470538	0.31296101041	0.313153602773	0.0143339516915	0.324263585157	0.32418836566	0.0344512436942	0.373160169067	300.0
FOXH1	0.8556538937	5.0779664556	5.9336203492	0.324664759146	0.266728859551	0.183996997924	0.35188076502	0.307146351924	0.261499328886	0.0291998823386	32.3618976237	0.786218450131	0.796643424542	0.0286456583728	0.810081084656	0.816023085125	0.0492378963354	0.00236563555028	299.786235939	0.431931233495	0.433944628962	0.0250492786796	0.447103472736	0.4493492099	0.0383948194534	0.197280993181	300.0	0.309083645057	0.308888394406	0.0156272363711	0.320608943041	0.319743096101	0.0335487851247	0.39535977476	300.0
HLTF	0.9586222063	7.8587556667	8.817377873	0.285830346637	0.253365013687	0.151644790512	0.391594071791	0.385857437064	0.226947420275	0.128669672556	116.538471252	0.78827023802	0.804452210886	0.0298175633809	0.828271694239	0.836463052653	0.0546104002835	0.163455710816	300.0	0.519237463864	0.516915097972	0.0268299804754	0.541551900128	0.536290796094	0.0492168081521	0.222653362897	300.0	0.302815278856	0.302738272744	0.0142073496889	0.314830392216	0.31413668333	0.0366144466514	0.442816773476	300.0
PBX1	1.1386414958	3.4336882556	4.5723297513	0.331079550276	0.294676938932	0.181236601241	0.401514839884	0.309059056324	0.265590795693	0.0702732050156	45.5568159408	0.769998140735	0.776793060436	0.0298627922393	0.782557505216	0.79439976394	0.0541609577595	0.100964719599	300.0	0.589512066414	0.591965291124	0.0356353460863	0.614596946989	0.616213322271	0.054603668745	0.202966991032	300.0	0.295696229697	0.295691762648	0.0149575642453	0.3093050196	0.308228705945	0.0328298945404	0.424173398991	300.0
E2F3	1.3172578153	6.6528475444	7.9701053598	0.310315627084	0.279301987283	0.141340780103	0.387392002672	0.349850481577	0.20738500523	0.0662216162659	166.516334283	0.801282891954	0.811472219921	0.0688222244874	0.772854985462	0.792945094777	0.0354623482272	-0.0882052806568	300.0	0.561810277671	0.55716569458	0.0280578413016	0.600637122078	0.590179830197	0.052584207521	0.339816827072	300.0	0.352214348544	0.352065157584	0.0185668307264	0.370564181275	0.367787807814	0.0513680347268	0.497732948528	300.0
RUNX1	1.318027337	6.3660673667	7.6840947037	0.275702046417	0.251541845904	0.154640137398	0.330994133803	0.269234522746	0.228578199	0.0725756888324	118.009190952	0.750392087168	0.758046678947	0.030768876007	0.779256006656	0.793243765402	0.0567948654008	0.224555595388	300.0	0.453239260661	0.449445416492	0.0348939412137	0.471015741846	0.469418813272	0.0493846008607	0.163797101449	300.0	0.312333226179	0.312281592957	0.013137681684	0.326816969876	0.326125997964	0.0323363123454	0.476434466545	300.0
MYB	1.3858840566	8.4442163667	9.8301004233	0.298386184315	0.268501560739	0.181535948309	0.367164276998	0.299598846896	0.265011634411	0.0710770344147	62.7978101	0.776311335279	0.783528148757	0.029186748398	0.782345434337	0.794993989167	0.0548822257179	0.0432940102791	300.0	0.483407920447	0.481730618988	0.0289623673684	0.508991913171	0.503774075848	0.0509116106142	0.255079006772	300.0	0.297167765883	0.297212542462	0.0131198685331	0.311267542818	0.31061981241	0.0368367388411	0.448067341805	300.0
KLF5	1.4287571918	5.8322508611	7.2610080529	0.364661116627	0.356124856071	0.124027310169	0.481409554456	0.48069720438	0.171436600909	0.149544126571	300.0	0.766681788881	0.790631821753	0.038117900694	0.813920470023	0.82636845688	0.0733274626557	0.0377003982822	300.0	0.45397991227	0.443371469643	0.0386305346975	0.496787479502	0.473797110452	0.0777562843049	0.230605025616	300.0	0.322707934642	0.322442877956	0.020360799124	0.339394143707	0.336684420166	0.0659343384853	0.453250319955	300.0
CEBPB	1.4420250175	5.8850346333	7.3270596508	0.322598692408	0.263395317982	0.169678371533	0.347153684686	0.298124555228	0.237424063387	0.038034956106	28.6039820946	0.761549793858	0.768008976502	0.0300571000663	0.780136214653	0.793647718125	0.058559774263	0.182686706804	300.0	0.466220804971	0.468282161358	0.0334851538078	0.490535496968	0.49022177565	0.0573016080384	0.21067985794	300.0	0.295307592388	0.295049512996	0.0113072039904	0.309353781243	0.308480009944	0.035090887511	0.448100544117	300.0
E2F6	1.6574235566	5.1997788667	6.8572024233	0.311839027058	0.282915338238	0.139243870493	0.408196183708	0.385960339044	0.204745943076	0.111506372981	204.582739152	0.812545318236	0.821690603672	0.0627950082697	0.783551381446	0.80240180543	0.0325925984375	-0.0485138040266	300.0	0.581828708325	0.577280758338	0.0273787167865	0.625532392469	0.614504133598	0.0523916121644	0.384006690685	300.0	0.325446159465	0.325408346327	0.0162879905926	0.343394897895	0.341935411862	0.044496380848	0.531998552268	300.0
KLF1	1.6635713429	6.1962582444	7.8598295873	0.297972914163	0.25919740244	0.171979695222	0.358613706233	0.272139001488	0.251056317456	0.0763423358079	68.6054296142	0.755769945078	0.763629285446	0.0319995692331	0.786433092575	0.799745376751	0.0538464784411	0.272589129775	300.0	0.435482380334	0.433686249005	0.0339128700097	0.458991830874	0.455879492853	0.0565546732977	0.177424534361	300.0	0.304578056749	0.304566094485	0.0147849090259	0.321095969879	0.320198087427	0.0331105588879	0.510764303818	300.0
PAX6	1.6939205042	3.4967264111	5.1906469153	0.331906801748	0.265564735513	0.184072536916	0.354537382522	0.315701928893	0.261441933117	0.0368455418556	17.4809089841	0.743213172712	0.750369627002	0.0297314517465	0.78242787127	0.796114548607	0.058697472705	0.324209259989	300.0	0.472295055993	0.466583043242	0.0454225069606	0.485415710076	0.489577891119	0.0534954256528	0.105349070819	219.270783451	0.287625502541	0.287634943539	0.0129914013474	0.302031542854	0.302214488608	0.0293559392733	0.441025935715	300.0
SOX5	2.1842229148	3.1839152333	5.3681381481	0.340571442295	0.329088908815	0.167978693563	0.387789539498	0.339901015764	0.245350600816	0.113704670541	40.5964447529	0.751458189183	0.757815704779	0.0288324158369	0.792064402577	0.801479995143	0.0501713268282	0.37839797328	300.0	0.547845388805	0.552761453089	0.0258789919797	0.579921320372	0.587530340146	0.0366519270144	0.361155617865	300.0	0.315090347467	0.315475759332	0.0123830898725	0.335420816314	0.334909619651	0.0307683989841	0.579240682163	300.0
GATA2	2.8053180053	5.432595	8.2379130053	0.302831733412	0.270103514716	0.145770309158	0.326910120267	0.286031533928	0.203836956888	0.0823373610823	45.9740667998	0.741608593993	0.746827691571	0.0272659422792	0.767017831213	0.781302379808	0.0606985536195	0.28807626223	300.0	0.327566135973	0.328844295198	0.0189453418772	0.379025444292	0.357865101521	0.0661215524409	0.414176344404	300.0	0.299828586931	0.299694787955	0.0108485571829	0.323657445706	0.321988213321	0.0446939585447	0.519411767405	300.0
NFIL3	2.9961961857	3.4692606556	6.4654568413	0.295239510539	0.241567267933	0.162064865732	0.312976878205	0.291781950416	0.234644798937	0.110585955895	21.0843784268	0.719269557183	0.727123432276	0.0320520435431	0.781978611679	0.797196520863	0.0651805344842	0.503267463707	300.0	0.364636666333	0.365813344081	0.0357766939257	0.395233126334	0.39418665592	0.0570441561792	0.279618889809	300.0	0.272397603543	0.272372747173	0.0139655172733	0.296205585363	0.293620627613	0.0392046063738	0.570651966929	300.0
FOXP1	3.1047022392	4.1110663111	7.2157685503	0.334130770888	0.336374178555	0.14320275311	0.38380013908	0.341821184928	0.212159849869	0.171691994019	213.912004234	0.812214151329	0.81725132677	0.0233682082784	0.812249088241	0.820789673876	0.043545689353	0.0200812878811	300.0	0.711968192274	0.713641563872	0.0137991323018	0.767335576653	0.770668905317	0.0221360187361	0.666232146905	300.0	0.37161716848	0.372237938685	0.0163624593572	0.398992948122	0.400989714148	0.0364400426288	0.534083253199	300.0
MEIS1	3.3781919153	2.5587908889	5.9369828042	0.288709221955	0.254434772682	0.161650632498	0.365313862056	0.288232970603	0.245620947006	0.152398600977	115.305802497	0.783154607977	0.790526662105	0.0286116813564	0.805098687442	0.819967890449	0.0530733900484	0.288797350457	300.0	0.411273705081	0.408971339067	0.0273788757819	0.446869816083	0.443837068927	0.0492353260909	0.345616825733	300.0	0.292827642796	0.292767204175	0.0121212237392	0.31840123945	0.317726269219	0.0348611812047	0.626656011172	300.0
BCL6	3.4875521122	3.0029773111	6.4905294233	0.323818887349	0.259656418272	0.161230842607	0.354610484163	0.294809267246	0.234133524087	0.117276793376	70.0244386535	0.759711460651	0.766210936627	0.0282256044475	0.800126944852	0.812841064685	0.0528125033594	0.417999837568	300.0	0.41632632918	0.414020259816	0.0319635410113	0.46034878977	0.450232248135	0.0575813339073	0.347876327295	300.0	0.315779274476	0.315724420047	0.0125275370599	0.343541362242	0.343189649821	0.0329004112408	0.622624765041	300.0
GFI1B	3.7590489169	5.1557787444	8.9148276614	0.332212972607	0.3082026878	0.173696474102	0.408478556249	0.334974721602	0.261848477819	0.187546132836	83.9477271254	0.755225185466	0.763232487415	0.0319813391065	0.798651127396	0.814575093949	0.0633219523847	0.453212676624	300.0	0.325615889597	0.323268615538	0.0279717554867	0.36086887009	0.353324905883	0.0536813949524	0.360059760956	300.0	0.330727903954	0.331199506983	0.015256369688	0.362362250097	0.361970904373	0.0394302440882	0.631696419923	300.0
MECOM	3.8933306132	2.5627071222	6.4560377354	0.339890744031	0.294873783568	0.176211357682	0.372432848596	0.321251642122	0.256284290823	0.145957702849	49.9680433942	0.702264036331	0.708270991641	0.0286227350134	0.785136116725	0.798731187201	0.0613068558222	0.610623887735	300.0	0.34745605292	0.349342698999	0.0237874909578	0.393185081319	0.382779394024	0.0606699528657	0.386526533425	300.0	0.283508985718	0.283564163519	0.0143649722207	0.311302952998	0.310592160131	0.0401031689174	0.562840503055	300.0
GATA1	4.1029498	5.2923967556	9.3953465556	0.306315557667	0.283867832848	0.141834884311	0.337729144169	0.298171216539	0.207029590166	0.146756533881	56.0287809504	0.732379096273	0.737436016009	0.0267144464551	0.775854300802	0.790343805409	0.0615213517206	0.452384386995	300.0	0.302514574959	0.3038364097	0.0196732688595	0.360910084323	0.338997466522	0.0683645460903	0.453055220812	300.0	0.287489841568	0.287322809159	0.00893617884518	0.31775433341	0.316061508095	0.04574497477	0.579975635831	300.0
