FACTOR	EXPR_FOLDCHANGE	EXPR_GM12878	EXPR_K562	Cuellar_80_GM12878_protection_mean	Cuellar_80_GM12878_protection_median	Cuellar_80_GM12878_protection_std	Cuellar_80_K562_protection_mean	Cuellar_80_K562_protection_median	Cuellar_80_K562_protection_std	Cuellar_80_protection_ks_stat	Cuellar_80_protection_ks_pvalue	Cuellar_80_GM12878_tc_mean	Cuellar_80_GM12878_tc_median	Cuellar_80_GM12878_tc_std	Cuellar_80_K562_tc_mean	Cuellar_80_K562_tc_median	Cuellar_80_K562_tc_std	Cuellar_80_tc_ks_stat	Cuellar_80_tc_ks_pvalue	Cuellar_80_GM12878_fos_mean	Cuellar_80_GM12878_fos_median	Cuellar_80_GM12878_fos_std	Cuellar_80_K562_fos_mean	Cuellar_80_K562_fos_median	Cuellar_80_K562_fos_std	Cuellar_80_fos_ks_stat	Cuellar_80_fos_ks_pvalue	Cuellar_80_GM12878_flr_mean	Cuellar_80_GM12878_flr_median	Cuellar_80_GM12878_flr_std	Cuellar_80_K562_flr_mean	Cuellar_80_K562_flr_median	Cuellar_80_K562_flr_std	Cuellar_80_flr_ks_stat	Cuellar_80_flr_ks_pvalue
ETS1	-6.1447406735	9.4926612556	3.347920582	0.0727122710321	0.0470988256776	0.0840002846531	0.0618220680165	0.0448320372761	0.0553257751571	-0.0899730283751	-66.2691068965	0.750921044753	0.757460627926	0.0276064008599	0.7547882975	0.764360648004	0.0551616224649	0.588301441352	-2.12301437316	0.145484002978	0.124155957308	0.0944503492616	0.108374009315	0.0975168808538	0.064116808347	-0.00985388638718	-300.0	0.44686676021	0.446576418938	0.0430247865168	0.406137176068	0.405859581789	0.026649624029	-0.398765050942	-37.5828066493
FLII	-5.7267807974	8.5333091889	2.8065283915	0.0753797658015	0.0596110577134	0.0805800868681	0.074781125481	0.0496427137299	0.0612150425594	-0.110852470776	-41.8650488684	0.757450472998	0.764064209734	0.0642515670223	0.695884415916	0.710425333434	0.045089911344	-0.0352490421456	-12.7948472769	0.187973140463	0.167092335202	0.0924779540208	0.100702371203	0.0905225105507	0.0424291921688	-0.407091878164	-300.0	0.567275834944	0.594318485757	0.141779849382	0.547516464978	0.547866153985	0.0319451544751	-0.481574158326	-19.5659768898
PAX5	-5.2702007889	9.8008520111	4.5306512222	0.0619789515191	0.0371762235862	0.0748622799013	0.0484621888608	0.0359652792496	0.0433351218346	-0.0882774032825	-23.0597383149	0.759692862702	0.771471317141	0.0562756221326	0.760331299773	0.771563403405	0.0658200738103	0.656	-1.11108854302	0.112350526582	0.0901841287649	0.077694226235	0.154908001626	0.115833565582	0.121845278879	0.000202670279436	-107.477788795	0.539949779481	0.542258456014	0.0469114322514	0.501265655226	0.50211142243	0.0189359252614	-0.513098464318	-50.5219653748
EBF1	-4.7106986376	8.5508527222	3.8401540847	0.0616776102664	0.0424959722795	0.0668416235726	0.0438675568158	0.0335483558756	0.0385480659187	-0.131437885517	-89.5963770608	0.72914790248	0.729871114318	0.016209865118	0.763223152172	0.772050746377	0.048313487662	0.0516934776916	-31.7494924897	0.155711518534	0.13464627893	0.104886429169	0.110376770694	0.100057823403	0.0616003484405	-0.142707073106	-300.0	0.181717858987	0.182463788675	0.0265711877541	0.171300231085	0.17030555317	0.00547231719709	-0.462600590889	-49.259520921
EGR2	-4.387910581	8.0011205333	3.6132099524	0.0597081214934	0.0388563069493	0.0716888122756	0.0517377676573	0.034621930086	0.0464077811614	-0.10988745792	-115.526046125	0.762868357413	0.772881329533	0.0504943486029	0.707980582828	0.720273088409	0.0455764081155	-0.00556883365201	-43.9185398315	0.264770958517	0.252173907868	0.171696343117	0.168302941251	0.16661057757	0.102651611885	-0.142801852666	-300.0	0.226584499567	0.226305095362	0.0230199898245	0.213357091172	0.213009358593	0.0126094648659	-0.473260196527	-95.4492778949
TP53	-3.4232058254	9.438751	6.0155451746	0.102582370498	0.0678704923618	0.10996967565	0.0779656146866	0.0606723771631	0.0664849390652	-0.0920199986637	-18.261187264	0.755401847183	0.765443341465	0.0351081184494	0.77693326221	0.785332855139	0.0483439994095	0.331480611832	-4.27461682546	0.0830455773138	0.0694508740346	0.0524473408879	0.11519618256	0.085060954223	0.0947345765913	0.00820616409707	-70.5241780236	0.348547490793	0.336566313736	0.0657782832785	0.330664499479	0.32349259519	0.0575769012193	-0.0883085873057	-4.98980548914
STAT1	-3.0891702317	11.2946308667	8.2054606349	0.0737743937939	0.0491537779938	0.0781276846057	0.0605819889355	0.0475647327392	0.0500090917635	-0.0491812817369	-15.0536419856	0.769185937696	0.783253448407	0.0802267826384	0.689256955888	0.6953484556	0.0245711715148	-0.0552148164436	-24.3600644491	0.158665296722	0.134309487436	0.0953313684434	0.106069903267	0.0869307095167	0.0631139195809	-0.217814502624	-300.0	0.11764393352	0.116816954976	0.00900231219302	0.12134883398	0.120935355771	0.0176460438256	0.00285212445634	-4.55265025237
HNF1B	-2.9064154892	6.2265196056	3.3201041164	0.0725917402673	0.0521102068025	0.0783385027897	0.0602406555917	0.0469217216062	0.0501466681876	-0.0373455262997	-4.39806586544	0.772499414726	0.785168602702	0.0771379432005	0.67083199026	0.675446137096	0.0217310994514	-0.0746532314474	-14.1088977196	0.0720419714275	0.0557151344691	0.0471059531392	0.0785424607301	0.0577025870499	0.0747395238184	0.0532296650718	-47.1783739403	0.35464031459	0.352834878784	0.0286665123866	0.355573987491	0.359483359765	0.0681682203019	0.157601880878	-0.391147970393
PRDM1	-2.8595321966	7.5904785722	4.7309463757	0.0824507048788	0.0531472520628	0.0975940732277	0.068719292405	0.0500093254659	0.0597574370862	-0.062232347087	-14.978199195	0.776960826292	0.785281140485	0.0559791332357	0.655730144931	0.661427249671	0.0296393397821	-0.10595040609	-9.35763529178	0.171321492585	0.127256858733	0.134769543034	0.114259456071	0.0856692314426	0.087240524948	-0.0528538753891	-177.60168052	0.124228693391	0.12487189019	0.0717720753851	0.120353286674	0.117109201724	0.00579751366412	-0.274251497006	-5.03352344926
STAT4	-2.825769995	5.2946641167	2.4688941217	0.0693551388104	0.0481563280661	0.0751615993703	0.0570538610691	0.0446822844345	0.0489732301909	-0.0360078957206	-11.9864849857	0.777023191226	0.786485308442	0.064682924889	0.663037173464	0.674898186238	0.0490887431437	-0.101790302578	-21.3057729057	0.158800341225	0.128499719663	0.109834844073	0.117956494686	0.0998694337742	0.0737482872162	-0.0319644486723	-132.365830546	0.361631885088	0.365669446828	0.0607337470634	0.357992830768	0.355220388525	0.052953761819	-0.0822481572482	-5.50415386429
TP63	-2.7040282939	7.2572711722	4.5532428783	0.0732977484763	0.0478678021737	0.0820501709422	0.0601216838571	0.0472847796332	0.0494919543759	-0.0328813699566	-16.3841304029	0.735006972282	0.735896029179	0.0192377184583	0.778448140921	0.789281730902	0.0602834303347	0.0709848005399	-21.3915148998	0.171990278149	0.133020947161	0.118105452551	0.108740888498	0.0825746250461	0.0731386285567	-0.154338077362	-300.0	0.155216523467	0.155053722009	0.0360704473986	0.151548605234	0.149754203449	0.00833005357811	-0.155983063328	-10.0786337418
NFKB1	-2.6782338148	9.3209454444	6.6427116296	0.0954145244917	0.0609589310365	0.106226886355	0.0744037831388	0.0584439116517	0.0645093386152	-0.052406518395	-30.7285525339	0.779654595499	0.785862135574	0.0490346715296	0.677293541876	0.681048508944	0.0275902743509	-0.102646157436	-21.1417494217	0.131065050883	0.105434590885	0.0857883763059	0.102892047731	0.0882237644329	0.0553081774474	-0.00905136478832	-174.001354963	0.127020889172	0.126498048435	0.00832134778367	0.127944545054	0.129121810137	0.0397120466285	0.111768134134	-1.5408047911
