FACTOR	EXPR_FOLDCHANGE	EXPR_GM12878	EXPR_K562	PWM_GM12878_protection_mean	PWM_GM12878_protection_median	PWM_GM12878_protection_std	PWM_K562_protection_mean	PWM_K562_protection_median	PWM_K562_protection_std	PWM_protection_ks_stat	PWM_protection_ks_pvalue	PWM_GM12878_tc_mean	PWM_GM12878_tc_median	PWM_GM12878_tc_std	PWM_K562_tc_mean	PWM_K562_tc_median	PWM_K562_tc_std	PWM_tc_ks_stat	PWM_tc_ks_pvalue	PWM_GM12878_fos_mean	PWM_GM12878_fos_median	PWM_GM12878_fos_std	PWM_K562_fos_mean	PWM_K562_fos_median	PWM_K562_fos_std	PWM_fos_ks_stat	PWM_fos_ks_pvalue	PWM_GM12878_flr_mean	PWM_GM12878_flr_median	PWM_GM12878_flr_std	PWM_K562_flr_mean	PWM_K562_flr_median	PWM_K562_flr_std	PWM_flr_ks_stat	PWM_flr_ks_pvalue
MAX	-0.1670527532	6.8057894833	6.6387367302	0.0534096647971	0.0160738482594	0.151359521445	0.0243597336127	0.00348954114855	0.0262665045648	-0.139861274086	-17.3349076734	0.755750598212	0.757967758161	0.0324103065074	0.778716363649	0.788772462023	0.0485450589626	0.0616012780344	-300.0	0.379472757021	0.376933094469	0.0316449333282	0.381075330366	0.377823832951	0.0524871977831	0.0659190359209	-10.4025507363	0.313442137339	0.311500891191	0.0459236116786	0.319279871204	0.315309516444	0.0718918592098	0.0432134332147	-39.900934041
MAFK	-0.1667808765	5.9367657389	5.7699848624	0.0220607097327	0.010503698343	0.0247299519094	0.120850813225	0.0144599418057	0.229720385606	0.00216470881015	-3.28647051029	0.768583403067	0.779224841279	0.0301723200054	0.791281085927	0.794963113996	0.0489247926512	0.199213727844	-272.782629788	0.420606371834	0.410531627667	0.0691820897347	0.404159295289	0.400058247231	0.03890690676	-0.0139790108858	-71.2356768443	0.278191034098	0.273528833409	0.0804207430608	0.265678066849	0.265965834587	0.0352054798421	-0.0280747434899	-82.779619325
PAX2	-0.1591111566	5.4571127333	5.2980015767	0.0648678545401	0.0152080261986	0.0738561156638	0.17479063701	0.0358480740754	0.317622848423	0.0327634903577	-0.776958051734	0.724595522292	0.748637575455	0.0416526458033	0.74106881589	0.750034680117	0.0824615597536	0.244123654208	-54.0557424279	0.480723109157	0.468511397884	0.0560829294947	0.48951691739	0.47503866408	0.0744989249663	0.0669958276449	-5.01196356707	0.315913660231	0.300798909384	0.1185081257	0.29565810685	0.294212936089	0.0454818295855	-0.018079458091	-54.6122374517
ZNF354C	-0.1560589466	2.5165529889	2.3604940423	0.02617449596	0.00969485428568	0.0285477424759	0.0944230054901	0.0173032879861	0.181956841348	0.0822596776144	-4.03593501417	0.769677308175	0.782454401539	0.0377123620938	0.777579312278	0.782935196284	0.0510297381572	0.337897636178	-50.4387641479	0.501084762993	0.498640618869	0.0352555122388	0.507742057968	0.505251882494	0.0549873429325	0.013487611735	-37.8359552204	0.308530743859	0.306853293495	0.0343016795118	0.317388854558	0.310693593204	0.0849648859027	0.0434847158461	-38.7418785657
CTCF	-0.1501554426	8.7064197389	8.5562642963	0.024025517199	0.00812445834645	0.0260977381062	0.0601397954754	0.0158824103889	0.144849329675	0.0972535188355	-6.37813898488	0.818309753795	0.823138585546	0.0521576708152	0.774466833103	0.788577443253	0.0298634967054	-0.0567421361887	-300.0	0.444060608351	0.439357608501	0.036501237552	0.450507240427	0.445492443334	0.0502367345962	0.0391881052815	-133.254775011	0.325083298221	0.323862428243	0.0563030494015	0.345994668162	0.330684732501	0.129813463547	0.0283901147249	-134.310078785
HNF1A	-0.1420992513	4.9258633889	4.7837641376	0.0245856631646	0.00709221492192	0.0264996065946	0.10220487214	0.0162088271817	0.215181671833	0.0585062295326	-2.06084441578	0.774609105937	0.78497192381	0.0502378673914	0.719450940651	0.721645259453	0.0319185395565	-0.251729461328	-300.0	0.585680199489	0.582690979265	0.0422740115628	0.585799179622	0.583063652383	0.071968800867	0.0573974174605	-7.23881868943	0.353597158254	0.351007633495	0.0549659319257	0.344287679169	0.343454951163	0.0342184055067	-0.0259999742747	-68.9679321579
FEV	-0.1396182302	6.8418069444	6.7021887143	0.02494231111	0.007875168573	0.0258279044425	0.0832112267242	0.0167070287542	0.205667057117	0.0997836213868	-2.25584113614	0.729369878424	0.737318783745	0.0390683603982	0.747997768745	0.767181992521	0.067204943924	0.0174309082631	-300.0	0.495704383076	0.488378288631	0.042166769992	0.498792026983	0.490150756311	0.0585222961205	0.0725493250659	-17.9220539762	0.337384548337	0.337590384178	0.0444515230614	0.354229550594	0.34532978933	0.102816118144	0.00144889160636	-78.994129107
FOXL1	-0.1054099931	6.8846849667	6.7792749735	0.0234657157887	0.00436068311125	0.0260805683082	0.0889908567221	0.0160186932251	0.216081750469	0.00304301003241	-3.32557642735	0.766455820678	0.768070223158	0.0311022719851	0.777329543076	0.787511187214	0.0484086544877	0.174617628038	-258.996736971	0.569259303342	0.564706804531	0.049056166506	0.569783223687	0.566253803884	0.0862663542824	0.0413672027171	-9.8540366578	0.296175463551	0.168310617354	0.38533448828	0.195212073868	0.154604125142	0.142573488674	-0.0870466321244	-0.130638582692
FOXF2	-0.1000125386	5.8514796444	5.7514671058	0.0264801733747	0.0139583808484	0.0313702782875	0.122923960214	0.0171830512415	0.217186238447	0.0144698314164	-3.30516853224	0.772160409351	0.782882814528	0.0563829159442	0.707671361671	0.713446647672	0.03128542043	-0.31648112794	-300.0	0.378230703512	0.375750525807	0.0412488295226	0.380191891029	0.375971449056	0.0660409220426	0.0531601263601	-10.6185466864	0.306802246237	0.307045364763	0.0327582183637	0.314760908087	0.31250168974	0.0635107099346	0.00289973934839	-60.2413265314
FOXC1	-0.0984576794	6.9359443778	6.8374866984	0.303481352046	0.150190032212	0.384485607594	0.097499368942	0.075547487292	0.101686326513	-0.0457974261354	-0.609871800807	0.76027848322	0.771984917527	0.052726766351	0.721393202587	0.724216245127	0.0331567945601	-0.0907640344326	-226.744994049	0.616465159734	0.613633361531	0.0440132268891	0.62447834242	0.619661004612	0.0770923535116	0.0298942214314	-4.94564812509	0.240475655485	0.239447678095	0.043117211289	0.233935215185	0.234676351881	0.0151054033047	-0.0869390661944	-81.5024432886
CDX2	-0.0860509947	6.1550031111	6.0689521164	0.0775638661846	0.0153428423962	0.193699302204	0.0268040991104	0.00375354166954	0.0323265247381	-0.0170799410997	-5.13357502201	0.771869748592	0.776387829051	0.0294200795224	0.777065571498	0.786675719455	0.0474754853501	0.202412843957	-198.497542137	0.61287115306	0.610676120331	0.0282253652276	0.618971219346	0.614810092516	0.0475913496319	0.043680568778	-12.0549421207	0.30470014071	0.304182289434	0.0305577096933	0.309940063953	0.308385412994	0.0610852156873	0.033241772583	-37.2927327049
PPARG	-0.0787696799	2.7470595	2.6682898201	0.024887341725	0.0158852300443	0.0301570762609	0.133849696088	0.0264252376879	0.231112919256	0.0743421424664	-2.31503650625	0.832386412301	0.83628222129	0.0448825519642	0.781958949332	0.792975275275	0.0277295000104	-0.213057870056	-300.0	0.580916150861	0.576378443037	0.0429886788977	0.590418429056	0.584756051459	0.0644470959607	0.0344580592471	-29.6235001831	0.25715010079	0.256457555937	0.0368803152363	0.263719124348	0.260721127771	0.0730332581874	0.023771358281	-47.8245997812
GATA4	-0.075628319	6.0066849222	5.9310566032	0.0255577692638	0.0118299672525	0.027035918869	0.137696320167	0.0168594552573	0.252643463849	0.0805947372578	-1.35315324545	0.745072167873	0.753260137793	0.0312421806232	0.751050548558	0.758943849864	0.0589508891777	0.268835465095	-152.653015173	0.607452217106	0.598999779636	0.0465114532396	0.587823074969	0.586093444835	0.0269845261985	-0.0799453628621	-102.175606962	0.314598593887	0.30940501226	0.0842348872532	0.304666817916	0.304113081447	0.0256289307278	-0.0619204713985	-140.823495305
HOXA9	-0.0604689519	2.9673686556	2.9068997037	0.0252315485571	0.0102902574689	0.0263393153261	0.109823739653	0.0146931146722	0.236130884899	0.0883393292763	-1.58427731534	0.769477333924	0.773684637393	0.029985525325	0.77088545118	0.782341886781	0.0510913410773	0.230213478269	-114.657984254	0.599500675192	0.595588807724	0.0479308304803	0.607132516573	0.599862256583	0.0763136784949	0.033759484102	-11.3434496261	0.295584192597	0.295015983452	0.030861172516	0.301576276651	0.298853690317	0.0552292941901	0.0339156578861	-35.1679780094
ZBTB33	-0.0601326492	7.7412005222	7.681067873	0.356547060249	0.190164952329	0.408224419444	0.0267350205319	0.0186566908983	0.0283564897473	-0.314519125288	-1.7377738392	0.729261686735	0.743891768657	0.039676266087	0.786218800332	0.796651183174	0.0729307038743	0.0757194497081	-299.999997551	0.590745040794	0.579745422798	0.0534991178653	0.597459993042	0.586180898761	0.0651167658186	0.0703700174336	-8.62642440836	0.31346878758	0.310990090436	0.0592489621761	0.341911032046	0.316909935406	0.161505731293	0.0113619078014	-43.3489547068
FOXQ1	-0.0558904127	6.4711133333	6.4152229206	0.026284616614	0.00707990916236	0.0301571017108	0.092323680026	0.0172057612252	0.204998820354	0.102543556099	-2.12883728104	0.771441626388	0.780458237018	0.0522308956846	0.692541297669	0.698014364768	0.0311973014009	-0.373675484635	-300.0	0.499660117635	0.498791053335	0.0453028358411	0.501507374638	0.499959561148	0.0767563675136	0.0482583853675	-10.2367073929	0.337163752003	0.336284317197	0.05359729138	0.329396073596	0.328939407874	0.0230922735122	-0.0432334144572	-84.5408905738
ATOH1	-0.0433124675	4.6328258167	4.5895133492	0.0301910135243	0.0214133444614	0.031769109641	0.122912592865	0.0615183614457	0.224095492866	0.0146859428966	-2.47089264969	0.762960032642	0.773000925278	0.03087184374	0.772455146143	0.775950917795	0.0518128768701	0.311190162876	-118.035374289	0.479298711794	0.472533598583	0.0595095724076	0.465314767333	0.461189109928	0.0377403613325	-0.0094042769116	-84.9976231872	0.290216221727	0.288114317591	0.0673108791727	0.282342844022	0.28253829999	0.0252133897122	-0.0183943977978	-110.32096151
MYOG	-0.0219246632	5.1665229278	5.1445982646	0.0911254571629	0.0400753101312	0.0908001463993	0.211308072395	0.0631628048255	0.304454583914	0.00967506269906	-1.78930289179	0.720297770393	0.753121281698	0.0520164922809	0.786312697269	0.799530858782	0.0943231547267	0.134890746615	-300.0	0.280435049305	0.266443096729	0.0589264666251	0.298430150825	0.277839527281	0.0857915268832	0.0203631764665	-48.0253971864	0.353390654661	0.34531176395	0.103153802695	0.421956821628	0.359535184084	0.228452248257	0.0254499796721	-55.0822506818
NKX3-1	-0.0187725392	4.7804244333	4.7616518942	0.16043608664	0.0620568146839	0.270000733006	0.0258351582074	0.0174573980651	0.0254926158692	-0.103119429157	-3.01543300856	0.770257619152	0.77978783909	0.0499340329502	0.727565021391	0.731788381318	0.0296272893325	-0.167793388105	-300.0	0.638458001168	0.635676159778	0.0440469154615	0.64382227896	0.642065564978	0.0760392616774	0.0208346582975	-14.0242251175	0.297496317233	0.29415938632	0.0553442077869	0.287929670422	0.287476514893	0.0219000635624	-0.0773150588413	-107.376622243
NKX3-2	-0.0082280677	5.8686394222	5.8604113545	0.0267770310795	0.0177159483656	0.0287460797843	0.12056214465	0.0181921042324	0.24031004402	0.0694106171804	-1.64753043693	0.759141473009	0.773297609414	0.058203244555	0.712495885006	0.71755241644	0.0357855541111	-0.163964199802	-300.0	0.362312771821	0.358186362726	0.0455159435046	0.369026721665	0.361603921194	0.0741420288583	0.0488448763172	-11.6892278282	0.338378681232	0.334408799705	0.0661407958824	0.327868624368	0.327577722291	0.0258061860727	-0.0448041220439	-72.3001346236
PAX4	-0.0037464452	5.1896305722	5.185884127	0.0490385331619	0.0135019786585	0.147870117505	0.0224707061976	0.00302770445403	0.0270854240068	-0.0735195329283	-13.3698653882	0.786426832109	0.795989439563	0.0274040046564	0.817135832084	0.819779810749	0.0443165277506	0.0746980628958	-300.0	0.53896618536	0.535350649845	0.0369462425765	0.546617837849	0.542194354083	0.0587394764036	0.0242155730314	-66.8939086846	0.386553176645	0.460809290193	0.30242836201	0.221427522576	0.198097832531	0.211111187609	-0.278632478632	-1.20185082722
FOSL2	0.0101847878	5.5744170111	5.5846017989	0.0807529240116	0.0180508948731	0.176513888737	0.0277194448133	0.00740877018023	0.0295239766684	-0.0313250870287	4.59881317089	0.773805474362	0.782887413118	0.0269568749728	0.833067565082	0.835952631724	0.0458916161443	0.19845376662	300.0	0.334250985597	0.325337271435	0.0747236781837	0.319940289804	0.315355805851	0.0474991119648	-0.0146533644384	66.3309522923	0.267092730284	0.264792021206	0.06883195193	0.261026449528	0.26053970294	0.0300878670849	-0.0172381646805	93.1664429008
SOX3	0.0110805013	6.2065415833	6.2176220847	0.0261388528495	0.00503961050424	0.0257897791626	0.0984532545616	0.0176052516565	0.214660256011	0.0749303135808	6.36338564819	0.792749733715	0.794843029647	0.048377623467	0.779937785707	0.79001927868	0.0301713114966	-0.306520870439	112.113806531	0.442405911118	0.438732594129	0.0743913277364	0.441562311417	0.438695770534	0.0489018911168	-0.0511748885853	19.3538178063	0.342364125973	0.34055957982	0.0626767157614	0.33523725821	0.335508431695	0.0257075020085	-0.0164237785931	60.6514907302
ZNF263	0.013611772	6.7028140111	6.7164257831	0.035311411753	0.0159484029269	0.104474795761	0.0239128551123	0.00620471271277	0.0247081781569	-0.0396473846764	19.9436456794	0.775478086748	0.789798061322	0.028809060982	0.840022568729	0.84511393404	0.0515276488849	0.276458967015	300.0	0.437527126966	0.43213133207	0.0480738620869	0.430037396599	0.425335959782	0.0350516192498	-0.027932231945	300.0	0.35767963172	0.340884667363	0.133881903662	0.33519587642	0.332881641033	0.0591541697813	-0.0325621285799	300.0
EN1	0.0206112087	5.9012505056	5.9218617143	0.0759077862058	0.0148931021662	0.206445962233	0.0256159275948	0.00668159773298	0.0310625288491	-0.0885294052551	1.77044526757	0.686627358929	0.691082653234	0.0383799410565	0.753699155228	0.768926352593	0.0621219973157	0.214278830374	300.0	0.544338992263	0.539095992984	0.0599699560981	0.534230520377	0.531066306468	0.0373556525801	-0.0183925346177	20.0463598383	0.304843793874	0.303538470043	0.0394457277636	0.31239412926	0.309100884859	0.0683392398161	0.00391797456753	50.8203419722
HLF	0.0461707656	3.1964068111	3.2425775767	0.0280091782645	0.00395256119461	0.0289630615287	0.0987048356639	0.0187006656992	0.237606055609	0.124458676437	4.64930353652	0.745276226325	0.767219467538	0.0722296771399	0.740914070623	0.747249499152	0.0402342143795	-0.165369435891	89.1733115423	0.332754248101	0.310452517811	0.106260418973	0.313004295631	0.304898533247	0.0632489526311	-0.0161449463591	9.33051949211	0.274337516112	0.273387778852	0.0306944748769	0.28786287691	0.280020815487	0.0852743158601	0.0301103417668	57.1087023553
MAFB	0.0472703894	4.6418463778	4.6891167672	0.0716951010751	0.0160306754486	0.174303664673	0.0266601442598	0.00623018030373	0.029209058077	-0.0403927187419	5.11974839235	0.786024055275	0.792268995065	0.0580490662017	0.764081990757	0.77938855089	0.0349797805641	-0.244214169919	165.263373458	0.523505344512	0.517781356205	0.0430476646923	0.549436706482	0.533233722015	0.0813304158523	0.0528686367396	82.3509508713	0.319340727387	0.319604174773	0.0414829323054	0.334887873153	0.326007108497	0.105019452231	0.0101569581232	68.473412354
FOXO3	0.0481398669	5.88673935	5.9348792169	0.0246955947482	0.00445907653713	0.0240107985611	0.0632135512726	0.017247041358	0.185539750181	0.0885073726683	6.18287602566	0.776778665729	0.785452057418	0.0504108881204	0.775311648719	0.779415081362	0.0311027892758	-0.27168755034	227.093353668	0.681076232581	0.678386653374	0.0516195404235	0.673369205517	0.670582881233	0.0318076848398	-0.00886166526901	36.690837358	0.308617829203	0.307048185789	0.0659523032048	0.304461905867	0.303846895119	0.0291871909789	-0.0478165812133	43.721221439
ELK1	0.0522137344	7.7926102444	7.8448239788	0.0294788681068	0.0153415077243	0.038052117335	0.216288001624	0.078078667325	0.330309599279	0.131058544141	2.01850713106	0.723244199736	0.730742787012	0.0809263217125	0.716247880601	0.730253200462	0.0425419077154	-0.200070053306	208.696676346	0.525718373615	0.510223362164	0.0699759474465	0.523314620088	0.507993781595	0.0576721565005	-0.105016413986	3.80028283185	0.334756474615	0.318654234557	0.139024742749	0.317063112948	0.316158912023	0.0519133063396	-0.0398008973203	37.7994142858
E2F1	0.0598172259	7.0153392556	7.0751564815	0.0292916446638	0.00500915703843	0.0308486728908	0.105661070563	0.0204025304916	0.260709580201	0.00503755714889	1.91455906035	0.803506958884	0.812482092917	0.069169545562	0.744338128001	0.760374728086	0.0363143078728	-0.00881823889686	300.0	0.490078069083	0.480280595964	0.0684161584853	0.480495628578	0.471769583331	0.0521534500013	-0.0459620142883	38.6600575724	0.366831361271	0.346245615241	0.15770751674	0.340169849633	0.338268739393	0.0619862097352	-0.0206792738224	56.6639270714
LHX3	0.0647025619	6.0044417556	6.0691443175	0.101578736333	0.014498384051	0.212027275966	0.0251448575917	0.00562025445139	0.0308709259493	-0.0235931968505	3.1789789879	0.823405041579	0.825803713715	0.0369876698415	0.799551111185	0.806139786392	0.0232198607587	-0.0710490905279	300.0	0.332542921954	0.33075608249	0.0615753550433	0.332276178057	0.32985064307	0.0344901844375	-0.0505260841228	6.27262654139	0.296978897191	0.294590268261	0.0626654560897	0.290394611685	0.288605354508	0.0343782846028	-0.00541063747198	54.0861335942
BHLHE40	0.0733820275	9.5293585333	9.6027405608	0.101794980986	0.016726521101	0.203341063622	0.0255038634159	0.0138677434163	0.028358750924	-0.0564177241418	3.10036351532	0.792802836991	0.799245884649	0.0625741466861	0.759897736269	0.778103735687	0.0338156690725	-0.1637021045	268.767283574	0.426275035668	0.420981121874	0.0371911603907	0.438836055459	0.43107608868	0.0572013216777	0.0173700108909	53.1658329349	0.293322092141	0.291478101024	0.0588190224221	0.320378407129	0.300852323879	0.134077565408	0.0276758136809	84.006204187
ERG	0.0897659651	3.3495138444	3.4392798095	0.0797472736652	0.0162490933334	0.170989736909	0.0245663805689	0.0102108307594	0.0266886108844	-0.186923225422	1.947536267	0.761667418432	0.776278469844	0.0574301557673	0.753944824248	0.759426460958	0.0319798917049	-0.105248940523	300.0	0.41747493411	0.412582539214	0.0470991907971	0.410685316544	0.406575855742	0.0309916457825	-0.0285690654181	113.663207741	0.304208658996	0.303464923157	0.0422256298457	0.321856860807	0.311932550815	0.109261295172	0.00543155248512	144.344893327
E2F4	0.0988134026	8.1986014333	8.297414836	0.0275925089998	0.00316683721645	0.0274560961194	0.0819368834443	0.0198035859006	0.229583653264	0.0611163843986	3.4374232167	0.803145441565	0.812075462832	0.0698914994521	0.745371699658	0.761358081656	0.0354232655664	-0.0274208644791	300.0	0.490094751969	0.480721194805	0.0668651712165	0.482257382019	0.472733227338	0.0522455112295	-0.057442235349	35.8420096878	0.364097797594	0.338096947783	0.166533414717	0.333580147133	0.331866486121	0.0599543314157	-0.0195890588566	67.8522256638
SRY	0.1099202765	2.0370843056	2.147004582	0.0292520730371	0.00516135251189	0.0292489565743	0.10065450229	0.0192405888533	0.234129793281	0.0800678885948	4.69369420999	0.756121477148	0.761703041895	0.0288296011711	0.78331323644	0.792249294791	0.048015947004	0.0481406950817	300.0	0.358043107608	0.356267908088	0.0665191973976	0.35637230578	0.354441997282	0.0429518517714	-0.040852064397	11.6956372933	0.311931757554	0.311687438136	0.0262782885139	0.319275248757	0.317522763289	0.06153599912	0.00203726618542	62.7828469047
ESR1	0.1130897902	4.0138700722	4.1269598624	0.0907676516866	0.0164154248565	0.191411578263	0.0268148761012	0.00786592409746	0.0280486663432	-0.122448023935	2.71127623488	0.755994515851	0.760631842133	0.0283779482119	0.782253795781	0.790363405879	0.0451192324593	0.0554276020775	300.0	0.413536916572	0.411247034959	0.0786132976679	0.413451471994	0.409779891372	0.0498484576079	-0.0538862656763	14.7346110686	0.338526653035	0.337314703842	0.0551171038263	0.332964925029	0.331984291405	0.0344837333364	-0.00838205737587	64.6333526168
FOXI1	0.1647713873	4.9353065333	5.1000779206	0.0778490282375	0.0165527909607	0.181416374133	0.0248576391398	0.0115169156292	0.0271740557798	-0.115717729511	2.81909121862	0.803893843204	0.808834910057	0.0422955891002	0.791225481723	0.799432340576	0.0264206918172	-0.263585876149	221.146547141	0.521304477331	0.519767191591	0.0769317534802	0.520099768627	0.51759830322	0.0486211671759	-0.0626840144335	11.2922788524	0.322531198378	0.319617546047	0.0675089155805	0.313043393762	0.312095188547	0.0322597871975	-0.0003143425128	73.1640192739
NR5A2	0.1681416079	3.2204742333	3.3886158413	0.0851562488044	0.0162435590674	0.182733460104	0.0265394532851	0.00794039001986	0.0324360234734	-0.0961755196541	3.09876140311	0.769977594987	0.782557191026	0.0519990089853	0.766955202023	0.771637129684	0.031295491128	-0.146916159331	300.0	0.476669426014	0.473272959879	0.0363655327648	0.488433091963	0.484509564173	0.0538212587265	0.0199387296577	83.158645684	0.325530581392	0.32458103601	0.0340488634994	0.338193501674	0.331533949384	0.0909004390589	0.00381044366899	71.1289758765
NR2E3	0.1698236063	3.9630647111	4.1328883175	0.166782530082	0.0519671367568	0.278762424841	0.0656584230579	0.021513831263	0.0570927970003	-0.113667392939	0.540576601464	0.777638224996	0.788718102396	0.0319523225005	0.81398077186	0.818649891135	0.0463813927005	0.00921889955589	229.395922782	0.414955414798	0.410483355986	0.0677284586651	0.408327336316	0.40497307176	0.0406725745077	-0.0218404680442	8.86797024994	0.331419408733	0.331179633395	0.0179811084238	0.340920092996	0.337967981897	0.0534125496362	0.104902507202	107.084815802
AR	0.1778825566	3.4316552	3.6095377566	0.131059637326	0.0165410884518	0.249375824724	0.0263016839435	0.00550823325807	0.0309779555386	-0.0622061094698	1.87997032288	0.775803829077	0.783688719836	0.0500797237899	0.772347987333	0.781785593939	0.034523428324	-0.311920490509	44.4152348888	0.41638047372	0.409188668681	0.0721558273883	0.405586146185	0.401336922754	0.0415666660323	-0.0193632655071	20.2200037102	0.303000051784	0.301869029623	0.0346190020771	0.310987437127	0.308841366399	0.0630662053286	0.0063570072408	58.6898719114
ESRRA	0.1861202667	7.4537839556	7.6399042222	0.0901432672765	0.0170857120019	0.185807354671	0.0268530610634	0.00854919876943	0.031761240481	-0.106974364231	3.05627843073	0.771144843513	0.783416888111	0.0518733811553	0.767853532573	0.772218804637	0.0309303023079	-0.13228335444	300.0	0.499479459857	0.495996225541	0.034739669486	0.510549683032	0.506873464573	0.0542180735635	0.01791097655	62.6809943024	0.280399117572	0.280119000721	0.0330975448001	0.290496285256	0.28677090576	0.0793236057311	0.0120805086343	71.9080929645
NR2C2	0.2028058757	7.6002743889	7.8030802646	0.0852113456628	0.0170997417004	0.17630553255	0.0265897675759	0.00814383491036	0.029334624727	-0.0255958378623	6.15308145587	0.775285273847	0.791462451869	0.0298893764848	0.817213885509	0.823546688241	0.056741301418	0.00479673933518	300.0	0.43333457775	0.427870353937	0.0542459782374	0.423742486202	0.418580121094	0.0386129435086	-0.0147367426917	94.396061516	0.331389069515	0.32037344423	0.120524764062	0.312933364523	0.310917860605	0.0500441316185	-0.0134815361972	81.702896385
TCF12	0.2044455873	8.2854513333	8.4898969206	0.0939326458034	0.020308072416	0.177034782238	0.0261764664994	0.0168996135617	0.0277537115901	-0.0586117583852	4.30251319963	0.789998364216	0.795056981792	0.0517253357554	0.772711934966	0.786308203155	0.0292716699471	-0.268700776669	250.922912245	0.485621995307	0.481532437576	0.0511178640685	0.475679022166	0.47205498297	0.0333652889688	-0.00221379209537	95.6060404497	0.314718664461	0.313534498811	0.0379648349438	0.328583301101	0.32257047005	0.0956177647616	0.0210307017544	110.801098564
NHLH1	0.2087423466	4.6391893889	4.8479317354	0.125622586466	0.0163857177863	0.262291676894	0.0246027657673	0.01086954885	0.0276873720284	-0.109925785191	0.838856511178	0.771104891964	0.778159942247	0.0627699429441	0.755424841832	0.77247570988	0.0358139005743	-0.288205416934	55.6487686591	0.395713041751	0.386111294185	0.072955412864	0.383192861943	0.376199802123	0.0501817867692	-0.0179439063607	23.6571723583	0.331823248514	0.330822520508	0.0404232913902	0.347731718379	0.33950085639	0.0974449354696	0.0368832569426	85.992144399
THAP1	0.2326709847	6.1018166556	6.3344876402	0.0874511209774	0.0170902178262	0.174621085859	0.0249524446752	0.0130914813337	0.0263477567978	-0.109996772443	3.12334428348	0.803245931423	0.808252004053	0.0500880057149	0.772911373695	0.785375722382	0.0289223059946	-0.120215179994	300.0	0.449976410718	0.445581370412	0.0489301307261	0.440878361349	0.43694609913	0.0332737968049	-0.0100339024633	133.523641174	0.319129391158	0.318037896759	0.0429433261276	0.334534286915	0.327366395749	0.0978350291815	0.0147085494408	130.802696069
FOXD3	0.2435801553	5.7794986278	6.0230787831	0.0256604086658	0.00345174631311	0.0270237655368	0.0400428026424	0.0175588794506	0.134023760431	0.0972882071356	15.1731657158	0.771229146604	0.776021289548	0.0264823006712	0.791393637469	0.800119919452	0.0449593972019	0.000908618942891	300.0	0.637295638645	0.63532270819	0.0299544117423	0.645047757822	0.644540725582	0.0552761896907	0.0129333998241	38.2136663242	0.371051529716	0.367846380429	0.0731619706638	0.360350862208	0.359671877709	0.0397889113467	-2.10618544542e-05	81.8768927399
TFAP2C	0.2455344095	3.2887911778	3.5343255873	0.0689913815124	0.0163435680284	0.164497730133	0.0252670107925	0.00610430369474	0.0281217385987	-0.0692030130543	4.73433848164	0.810842650716	0.817420457671	0.0536589692471	0.774477818277	0.789393346584	0.0301403669486	-0.0514889277689	300.0	0.44065889305	0.436360349145	0.0359193778559	0.451317513077	0.446430267634	0.0504753688436	0.00936507186111	171.69340105	0.299063216258	0.297465998964	0.0522600351834	0.328834807931	0.309594834758	0.138054635626	0.0153058145837	126.550977462
HSF1	0.2577764505	7.0100452056	7.2678216561	0.131835569047	0.0153672487158	0.226462481926	0.0241331989731	0.0140778352401	0.0257667319467	-0.0570000497729	2.57017540594	0.782070114664	0.787474818388	0.0520199796054	0.773800713343	0.786948128348	0.0308042934509	-0.301847490465	86.4445194369	0.400000025651	0.393256028883	0.0599682933813	0.389815675975	0.38520210033	0.0385615114813	-0.0265519980305	36.7193592074	0.324789549141	0.321414526323	0.0901057909372	0.318363170452	0.318138789168	0.0367051410125	-0.038934894654	37.4766396059
ESR2	0.2614649397	3.6853600444	3.9468249841	0.0976306365302	0.0167534576256	0.196370285232	0.0257772066381	0.00842931913199	0.0289778536749	-0.079945757282	2.85768807641	0.783669546189	0.795673927813	0.0282498403711	0.829335938781	0.834122815981	0.0464960299768	0.141323992514	300.0	0.507117440233	0.499880584169	0.0717166786591	0.494271398333	0.489034392429	0.0488648860367	-0.00285512069532	63.4825666111	0.303101705002	0.301998239571	0.0397257506147	0.315517102579	0.310325533361	0.0832346572293	0.0120775624407	84.1037626896
MYC	0.2679101471	9.9725863556	10.2404965026	0.098664306101	0.0156480066862	0.221135353157	0.0249028500038	0.0102727518075	0.02899716102	-0.113781203768	1.62429318993	0.674761118407	0.680908965504	0.0380976110352	0.748406535431	0.765770697134	0.0660834547743	0.251816691243	300.0	0.462012247495	0.452622530018	0.0780965457517	0.447918209958	0.442419314503	0.0528188645748	-0.0110298201393	34.3071149525	0.297385005685	0.297793861138	0.0302561502426	0.309173558409	0.304186389813	0.0873285425075	0.0188791996706	73.1977207072
NRF1	0.2705882836	6.4108549333	6.6814432169	0.10447262723	0.0159160665384	0.200772104584	0.0240984685292	0.0135623920509	0.0260053864443	-0.0584972276814	2.99092708793	0.777112486911	0.788843394521	0.0528763955926	0.755697419482	0.757381000977	0.0332584758878	-0.0535001600446	300.0	0.674340502703	0.670613598235	0.0541792440352	0.66490918287	0.661781920698	0.0330521435477	-0.000557768881183	35.2182912324	0.337269661591	0.33738130393	0.0280683268223	0.352122155537	0.348233136937	0.0748675644151	0.0495612934386	91.204057068
