FACTOR	EXPR_FOLDCHANGE	EXPR_GM12878	EXPR_K562	PWM_GM12878_protection_mean	PWM_GM12878_protection_median	PWM_GM12878_protection_std	PWM_K562_protection_mean	PWM_K562_protection_median	PWM_K562_protection_std	PWM_protection_ks_stat	PWM_protection_ks_pvalue	PWM_GM12878_tc_mean	PWM_GM12878_tc_median	PWM_GM12878_tc_std	PWM_K562_tc_mean	PWM_K562_tc_median	PWM_K562_tc_std	PWM_tc_ks_stat	PWM_tc_ks_pvalue	PWM_GM12878_fos_mean	PWM_GM12878_fos_median	PWM_GM12878_fos_std	PWM_K562_fos_mean	PWM_K562_fos_median	PWM_K562_fos_std	PWM_fos_ks_stat	PWM_fos_ks_pvalue	PWM_GM12878_flr_mean	PWM_GM12878_flr_median	PWM_GM12878_flr_std	PWM_K562_flr_mean	PWM_K562_flr_median	PWM_K562_flr_std	PWM_flr_ks_stat	PWM_flr_ks_pvalue
TP63	-2.7040282939	7.2572711722	4.5532428783	0.0856734856099	0.0156338892025	0.189661152953	0.0250853810435	0.00658527766866	0.0304069728279	-0.0154475587412	-3.00555038878	0.795844009721	0.8034022975	0.0649757164792	0.733013515562	0.750676229264	0.037098405411	-0.206950648836	-300.0	0.589027815585	0.584611385863	0.0419874776537	0.573917451665	0.568032044506	0.0297803665108	-0.176146750088	-267.031102462	0.346448146914	0.336785185374	0.134986635485	0.338639899333	0.328187705005	0.0571603484004	-0.0137663950305	-91.016022632
NFKB1	-2.6782338148	9.3209454444	6.6427116296	0.121191605845	0.0170959985807	0.232113298639	0.0256964321212	0.0119574108229	0.0274371335797	-0.00976284578623	-1.96038069361	0.866447150205	0.871478918676	0.0464114388267	0.761044894254	0.773042617736	0.0282540754865	-0.581510241508	-300.0	0.380718114422	0.375127799561	0.0528168317643	0.365685709468	0.359302180226	0.0385164592741	-0.0953760662822	-179.367521465	0.337662968041	0.337730230672	0.0896084654221	0.331907660051	0.327319797658	0.0374469095502	-0.0307473859271	-99.7698390622
MEF2C	-2.312784923	10.5691021611	8.2563172381	0.0549221451318	0.0162828872704	0.152610940546	0.0243291285913	0.00355968482662	0.0260327949876	-0.20035493262	-16.5887630326	0.765854321587	0.774745954762	0.0323766642034	0.77214328061	0.774918029011	0.0462584815653	0.2790829686	-57.7670472215	0.386591197502	0.383976076685	0.0535103674493	0.373745596207	0.370001315467	0.0333315049037	-0.0929664212251	-109.209793034	0.338660891348	0.337613742798	0.0735584301176	0.331381379193	0.328118403015	0.0410331072222	-0.0202318625349	-88.9999594848
ZEB1	-2.2585500701	7.4546499167	5.1960998466	0.0262108398241	0.0150558470248	0.0301022423408	0.083576142753	0.017486718522	0.20625348775	0.0511690340254	-1.23159611771	0.804462529097	0.809044766616	0.0534918489153	0.746952188014	0.75931398269	0.0311338314091	-0.2074519154	-300.0	0.384662156395	0.378464570948	0.0324982703436	0.387402595224	0.383980563406	0.0487769437087	0.00848369670291	-71.8646966455	0.300459593635	0.300026556861	0.0797282495593	0.295087976013	0.2922591455	0.0363222619902	-0.0230690190526	-105.003466542
HNF4G	-2.2212048127	4.5430166222	2.3218118095	0.134534796287	0.0161177429363	0.251787316286	0.0252140859055	0.0146748744835	0.0275543964886	-0.0222895194706	-1.78173038731	0.756594543248	0.767565128822	0.032077943864	0.785667643536	0.790413425165	0.049923765513	0.0407119397057	-295.091438335	0.607089540632	0.603686991185	0.075419720121	0.589283178946	0.582616657788	0.0484923381327	-0.0776897047192	-46.9997748367	0.328230049171	0.327385726744	0.0520466013617	0.313782239771	0.315159448035	0.0336167054241	-0.135558540222	-149.877984544
REL	-2.0628250132	8.3178302778	6.2550052646	0.217450277174	0.0826784564098	0.278139618584	0.0252674946794	0.0172570306815	0.025151113908	-0.20531725951	-3.92443344067	0.828971601122	0.834985768548	0.05312747159	0.757150849074	0.771305316747	0.0315348041189	-0.390624783634	-300.0	0.467605868721	0.459846601804	0.0593393027268	0.452162809519	0.444137360308	0.0461151913376	-0.0716418949517	-105.934354914	0.345927215536	0.345612605015	0.0973710082936	0.343636342984	0.337365256586	0.0409270627208	-0.00412712063092	-62.7073609831
FOXO1	-1.8556499325	8.4851884722	6.6295385397	0.027091558872	0.00956917496663	0.0302341356585	0.104089529497	0.0168281287201	0.218510878608	0.0234633205814	-2.00811164182	0.760550509624	0.770135370209	0.0304061448801	0.777202985105	0.782056501218	0.0498625686924	0.200464368448	-283.726122864	0.394781210294	0.391799924577	0.0668183812016	0.384666511109	0.380135998567	0.0440907652042	-0.0221228464483	-68.4501361822	0.315689651561	0.315347534977	0.0682449819744	0.309982947762	0.307706674938	0.0346322511612	-0.0105895047445	-98.0398228569
NR3C1	-1.8464264783	9.6750664889	7.8286400106	0.141614498379	0.0663224342296	0.23879645817	0.0240864208686	0.0156222836728	0.0298357469705	-0.12729838808	-3.42509704002	0.798917015054	0.802364220743	0.0474881557247	0.761352108868	0.772801310272	0.0313432612242	-0.0636630767923	-300.0	0.404717102686	0.400975617613	0.0548960607691	0.395659182373	0.392046571087	0.0368191380314	-0.0173598072075	-60.225511954	0.294542521071	0.290971203392	0.0368081724027	0.295656420959	0.294979299355	0.0706364353384	0.028956717126	-42.3196466487
IRF1	-1.7207699439	8.2650849333	6.5443149894	0.0449744266771	0.0148016500492	0.128886988238	0.022711605332	0.00333000225793	0.0241590965785	-0.129146641491	-21.683168621	0.842761223493	0.847048661106	0.0416321168899	0.779162306654	0.787595808954	0.0268734082747	-0.363228132851	-300.0	0.546447708754	0.544044971124	0.0421606677394	0.535713136224	0.533191717985	0.025741352114	-0.0805560972976	-300.0	0.24412316202	0.225433968646	0.150639620606	0.289301217124	0.248533865958	0.18685129949	0.027619275953	-1.65157943749
SOX9	-1.6463590651	7.5684512556	5.9220921905	0.148746000225	0.0175725812213	0.275756469784	0.0274523294654	0.0053144798078	0.0270773506338	-0.0766773272485	-2.35963987919	0.804052636872	0.807200286783	0.0482924604578	0.766058707404	0.776702905584	0.0323902764259	-0.0678684942991	-300.0	0.465776327802	0.462140401091	0.0863291504208	0.453932252011	0.450479423829	0.0554368161977	-0.000234005156198	-17.699898156	0.313621855807	0.313750569738	0.0307779043275	0.315281909972	0.316494618355	0.0518585345648	0.0647231754663	-21.8488384492
RFX5	-1.5997156902	8.0311831611	6.4314674709	0.108280179022	0.0169662749495	0.200371192193	0.0263204254194	0.0150237672402	0.0275903021416	-0.0263280301785	-4.41723388562	0.814554359361	0.821388560489	0.0568993327026	0.757921109739	0.773895638015	0.0332569821703	-0.2048605406	-300.0	0.409625680091	0.401880019731	0.043816442091	0.412917767459	0.406614348684	0.0629513458326	0.0353384171809	-45.7377771436	0.307715188034	0.306683647113	0.048190613423	0.318244403749	0.306893749723	0.116285164027	0.063235927868	-33.0373843752
ELF1	-1.3094928196	9.8966036556	8.587110836	0.0242339721413	0.00781346247313	0.026057481643	0.0872060119628	0.0158696782024	0.205415085339	0.0401034209744	-2.94538308342	0.742698435853	0.760685013618	0.035836327916	0.759475698956	0.76684596424	0.0644598729903	0.257757461452	-239.053798983	0.515845479751	0.507685060391	0.0426886233609	0.521066982852	0.514246233837	0.0583676075337	0.0224370601057	-102.321528326	0.32749110785	0.327075265236	0.0443065032984	0.338186273708	0.327474602995	0.114050370229	0.0561546421616	-64.6490357715
GATA3	-1.2686822069	5.6419831222	4.3733009153	0.204461035326	0.0575952912515	0.338773152491	0.086134195294	0.0233316279476	0.0914724096026	-0.000133497816665	-1.45258950625	0.73903326256	0.752270322504	0.0316512812968	0.761596810201	0.764814551969	0.0584046869666	0.174513334713	-236.3783451	0.37138008653	0.369748416947	0.0403394947528	0.382082297552	0.369831184941	0.068005772512	0.0254035627469	-24.2425077814	0.326602312118	0.325457315838	0.0745726220801	0.325750123968	0.323893380807	0.0197818174014	-0.0352854883268	-106.580117101
T	-1.1067090704	6.8493768111	5.7426677407	0.17450591767	0.0805768992403	0.26786011571	0.0266420454758	0.0180860112285	0.027245162154	-0.113644632379	-2.99288576354	0.745302029824	0.760576798116	0.0627841382841	0.683679130318	0.688950595146	0.0366171602679	-0.257163086865	-300.0	0.510380023595	0.505572625307	0.03626028247	0.512354044936	0.506282538549	0.0643457237531	0.0517654280375	-11.4065280076	0.278285958725	0.277355795528	0.0317108605026	0.27993225505	0.277382888203	0.0576904615317	0.0984613649324	-12.4041214936
TCF7L2	-1.0379809175	8.1292303778	7.0912494603	0.10641413809	0.0170317086568	0.221883394043	0.0264427838278	0.00465747057545	0.0319112109552	-0.0275664905292	-3.89491179205	0.77050260259	0.780190740534	0.0343703639649	0.797936020337	0.801064794204	0.0462949321412	0.0861355508781	-300.0	0.62474141386	0.622914013338	0.0275168061575	0.628322695494	0.62667065517	0.046058496224	0.0319045796541	-27.8126213377	0.321735128069	0.319106849504	0.036742299523	0.322480613614	0.320679141098	0.0724458563845	0.061497964972	-26.8320090272
CREB1	-0.9881595307	9.1957632556	8.2076037249	0.580918610712	0.63158801298	0.383265875869	0.0657701452753	0.0438744768498	0.0677709001412	-0.387055982401	-1.96103891018	0.721586089212	0.745774096368	0.0833522538271	0.637294907075	0.648321658968	0.0442254851959	-0.295520405064	-300.0	0.398870945833	0.391325266796	0.0757409096574	0.402360667769	0.393212703663	0.0990337794257	0.0660602959425	-2.80651322978	0.261694595193	0.261970115089	0.024888335549	0.266868816988	0.262421244788	0.0760341266042	0.0924597855579	-12.7710458247
STAT3	-0.8814597069	10.6886940667	9.8072343598	0.0239981233403	0.0110835702466	0.0246067762021	0.121623213625	0.0166925579121	0.237436991214	0.00406647311246	-2.32922331912	0.734228695021	0.748656838144	0.0351843164006	0.756435008751	0.759785886496	0.0610912224814	0.197451936059	-178.110420446	0.330362884127	0.326588471636	0.0383813627756	0.342802553639	0.330595269333	0.069362590936	0.0121230418553	-41.2159020756	0.291014054346	0.282976761423	0.0988672769965	0.283261282148	0.282360483918	0.0337503524898	-0.0137666052734	-75.2475163442
ELK4	-0.795803281	8.3372889	7.541485619	0.202328720125	0.0451675301878	0.316434201036	0.0254085458647	0.0154452441023	0.0325294066917	-0.0752107940589	-1.89225081362	0.723627477803	0.73727495732	0.0401119542666	0.7281585481	0.744591907132	0.0766994818324	0.152432968275	-300.0	0.389720641224	0.377116364306	0.050332109606	0.391574057282	0.381036673856	0.0651700834322	0.0639099277752	-30.5181988729	0.314705941495	0.313767354132	0.0488498126469	0.327080568776	0.314792177819	0.123387276958	0.0556543652507	-55.826293146
GFI1	-0.5620815095	5.9600981444	5.3980166349	0.0263702973822	0.0100273235412	0.0295403711487	0.105892345504	0.0166692413624	0.234447037914	0.0815338836923	-1.52506950122	0.748967737592	0.770508872302	0.0398483204133	0.768667298213	0.775150453866	0.0726120872389	0.289303159058	-67.4312920021	0.473677487241	0.468634214794	0.0372632903801	0.484820319621	0.473355701127	0.0657311218557	0.0122397245822	-30.6242425573	0.345248469903	0.344091852726	0.0548664677234	0.360754623276	0.347082116122	0.11707502611	0.03100373991	-40.349228461
HOXA5	-0.5275261365	3.8746430889	3.3471169524	0.0267221349556	0.0160257539061	0.0335043723261	0.0963201694805	0.0229403045477	0.195508283059	0.0674710129721	-2.72092576334	0.769076036663	0.782826812986	0.0304929434259	0.794317246433	0.799315750707	0.0513803145055	0.181711801653	-300.0	0.363816601941	0.36005276808	0.0332340229092	0.366302350669	0.362361367251	0.0489713591734	0.0676509063581	-18.6072173312	0.326010397936	0.325039169548	0.0379829553738	0.33383334137	0.327259095633	0.0905318904309	0.0464370824373	-36.6642145448
SREBF2	-0.459857972	9.3969251889	8.9370672169	0.0276410944125	0.00703510539784	0.0300591370027	0.0815947907018	0.017845870215	0.17733348462	0.0045638366883	-5.38778713217	0.769902796708	0.783432831924	0.032658860549	0.801922829062	0.806541534637	0.0525930063307	0.103427212591	-300.0	0.453677527787	0.450976043236	0.0316939217229	0.457699152033	0.453660017229	0.0488205905616	0.0480014676095	-19.0721885854	0.304246905755	0.303469881138	0.0299847497852	0.31373204859	0.307837883089	0.0757870624325	0.0158229700331	-46.9996005052
ZFX	-0.433919887	8.1387332944	7.7048134074	0.0254097695307	0.00572473854534	0.0281483365577	0.0562956617999	0.016772506083	0.143349432348	0.0256973023249	-8.63776590967	0.751206266023	0.771137838316	0.03591395724	0.786222394062	0.794887897833	0.0675027576777	0.17431728315	-300.0	0.437718294973	0.430003818908	0.0462989284864	0.440647595394	0.434397306991	0.0576174062046	0.0718075325718	-42.2705073453	0.321994874965	0.320192540176	0.0609526407732	0.345945191946	0.323222723845	0.153258695797	0.0619958355489	-52.2080711097
SPI1	-0.4202474275	7.6557025333	7.2354551058	0.0484702198058	0.0152193576552	0.130655348372	0.0240029204722	0.00432224826662	0.0266348723281	-0.0111585170969	-14.9318204541	0.830469792132	0.839175926636	0.0661076710592	0.757185363889	0.778453538397	0.0345744191026	-0.194667061942	-300.0	0.348172443781	0.339553072852	0.0445774332367	0.350196408227	0.340736117135	0.0498866154164	0.103082174192	-36.2082304315	0.333560680613	0.329600106681	0.0682367138803	0.366285262359	0.335202668004	0.173058773046	0.0632881221039	-146.994647368
NFATC2	-0.4050990344	7.8968279444	7.4917289101	0.128445012376	0.0243550185805	0.232367398271	0.0274741026729	0.0181916747952	0.0303226593627	-0.017451324813	-3.32402913936	0.750942858909	0.754186990736	0.0354028564235	0.768958824712	0.77978987351	0.0503423890665	0.057208205037	-300.0	0.412775825611	0.407039636991	0.0487381451601	0.414132970069	0.408736008634	0.0802117828698	0.0572274244867	-8.0652053132	0.314867373053	0.313135094136	0.0455226663687	0.320034744217	0.316328867262	0.0648425045095	0.0196272996519	-39.3357281818
SRF	-0.368290577	8.5141720056	8.1458814286	0.116680439261	0.0134353317398	0.232116998519	0.0223438514307	0.00289168315787	0.0247505020472	-0.0355298878881	-4.05046395083	0.834976904813	0.837616389935	0.0474771755627	0.776758259237	0.787847831945	0.0298462902259	-0.250417817046	-300.0	0.380291364934	0.374539020796	0.049559324327	0.386446510768	0.375794115553	0.0798859413398	0.0567079970677	-14.3878449749	0.311511080314	0.310126271314	0.0356245726629	0.318429116527	0.313230813539	0.0797216171451	0.0298959265034	-41.5022690156
NKX2-5	-0.3477572392	6.1980671333	5.8503098942	0.128451575131	0.0506471064524	0.216000836933	0.0257545888234	0.017634656709	0.0272369687113	-0.00682408922226	-4.11807749764	0.766286888878	0.775828686353	0.0322795197399	0.770603816416	0.780376776023	0.0543507386892	0.237901398564	-165.854840589	0.316514904601	0.312565648154	0.0449674718712	0.32214940712	0.316970604594	0.0693136787629	0.0514868357159	-21.5238543344	0.287508870933	0.286829936054	0.0393440205722	0.297164304748	0.291530970555	0.0855186730151	0.0268756773442	-44.0323335592
SOX17	-0.315282727	6.6900928222	6.3748100952	0.0249426046074	0.0101741994045	0.0274199553816	0.0995328216371	0.016532974054	0.214947242083	0.126112741531	-1.47323633797	0.753436400325	0.758968473651	0.0340090671236	0.757354846436	0.772308745706	0.0584913554764	0.154435318556	-300.0	0.523469385986	0.51923401635	0.0398051799757	0.530068633147	0.524519679897	0.0626997376167	0.0391900370516	-38.4862197508	0.304363722245	0.30322497218	0.0380882849657	0.319028550906	0.311167005275	0.100125972393	0.00277903436371	-63.6353830904
REST	-0.3104942741	7.8934747556	7.5829804815	0.0812115857769	0.0164139284566	0.18206119969	0.024136665477	0.00724639199863	0.025540595156	-0.0185062803768	-6.1567178271	0.756782907759	0.772724028748	0.0607897014051	0.730912720783	0.737387516404	0.0340766382273	-0.066642943964	-300.0	0.498771453373	0.493400511216	0.0434473455022	0.506904129335	0.499958863785	0.0630422327163	0.0400921863875	-51.3209663108	0.328382847216	0.327383738972	0.0420387574097	0.34244342366	0.333102188186	0.108833801539	0.0219623453993	-55.7846313249
RXRA	-0.3028018288	7.0916307389	6.7888289101	0.0249749612129	0.00801115185615	0.0268288380492	0.0605202459805	0.0161513094083	0.146855195815	0.07219591414	-5.05927387501	0.826921792151	0.831999309067	0.0479843049721	0.774503703796	0.787087075244	0.0296885507398	-0.195890436379	-300.0	0.491637817562	0.487786734799	0.0367678843827	0.498579165139	0.494156485437	0.0570073015824	0.0305715566213	-50.1751643654	0.304559121239	0.302743500712	0.0477757919043	0.314993425354	0.306753577061	0.101704874993	0.0312696376045	-47.0403513118
USF1	-0.3023841979	7.3838312667	7.0814470688	0.0266075033609	0.0161597426986	0.0319057565299	0.0796157277205	0.0167300745545	0.177840408698	0.0342784716322	-3.49936886849	0.730713770248	0.753023031	0.0785628414817	0.701207252337	0.710399199628	0.0423881459015	-0.0523898752349	-300.0	0.587303222579	0.581277168324	0.0439258496614	0.577181596972	0.572364443383	0.0298926205593	-0.0283122898128	-73.3654759629	0.358609441927	0.340490063608	0.137666248107	0.334856495541	0.333244263258	0.0543089935405	-0.00611411771107	-85.9093077993
YY1	-0.2742424783	9.2492416	8.9749991217	0.0250542997801	0.00639142434486	0.0286071265087	0.0857625844898	0.016101174676	0.185472997105	0.0470608122389	-4.77957637	0.826188793215	0.83094456916	0.0543579069052	0.768320356205	0.783237783957	0.0338542611639	-0.135801074551	-300.0	0.472330438845	0.465767598071	0.0412270121165	0.476869719504	0.468924803872	0.0584456165091	0.0790872233147	-11.6595909692	0.345679835586	0.345719269418	0.0488276193425	0.358742355137	0.350368813027	0.116933153836	0.0307249017881	-41.7633334134
RELA	-0.2724742439	8.8449193444	8.5724451005	0.02692676784	0.0132808014783	0.0274245267116	0.132265566257	0.0181562814175	0.234798748283	0.0713667603415	-2.13387609202	0.84639565873	0.851442214856	0.0484638325196	0.777082315715	0.789538122217	0.0276609937058	-0.350184077153	-300.0	0.521806149772	0.516181091992	0.0385733920061	0.525032232689	0.518264310053	0.05508440937	0.0717583434142	-13.7196329787	0.309542054221	0.309929610976	0.0324042218509	0.3188055601	0.313539558727	0.0871379868198	0.028009845462	-48.9315393688
NR2F1	-0.269684032	5.6412763389	5.3715923069	0.139704019682	0.0160036221307	0.262005533935	0.0258983333926	0.0040044020096	0.0308681542393	-0.113551792937	-4.59731930599	0.773116562346	0.784246359827	0.0331552086874	0.81132725663	0.81689668164	0.0490389901983	0.000176396942991	-300.0	0.385783210911	0.380452778377	0.0467307220323	0.394478928179	0.387857077502	0.071416968471	0.0370499808544	-11.6103641499	0.325853045536	0.325271206031	0.0344523582506	0.332268457613	0.330429613515	0.0581911997532	0.0227374744354	-36.5623290428
SOX10	-0.2637979979	5.3629255111	5.0991275132	0.02550690313	0.00841128139254	0.0302185167331	0.0772443852824	0.0147356063569	0.188714140142	0.119370091993	-2.22420677204	0.764137486177	0.779816166665	0.0324867738515	0.77524538274	0.781917709104	0.0583166990909	0.274181527577	-194.217392264	0.393398732017	0.387202351649	0.050037987623	0.400043663449	0.393402493093	0.0697896924818	0.0559853193894	-29.4748059001	0.328817124677	0.328566180914	0.0390996773076	0.344570508242	0.33521542878	0.113658820153	0.00926930089304	-62.782260581
NFYA	-0.2394532122	8.3065107889	8.0670575767	0.0244864335949	0.00898242978696	0.0271761225415	0.102106596018	0.0161214392123	0.238995451813	0.0854649489869	-1.14534366427	0.723008625453	0.756252835386	0.0508769127886	0.791452548539	0.805060860997	0.0928854773651	0.0836623536509	-300.0	0.264247376588	0.252155344409	0.0534517527181	0.278029640265	0.260423121153	0.0778393357927	0.036078331723	-38.8182969326	0.346199705347	0.337652380949	0.10251496037	0.402414251926	0.344925928314	0.220751407902	0.0823831266487	-23.4525787066
FOXP2	-0.217106004	2.4335675278	2.2164615238	0.0253703513516	0.00617222313293	0.0288416412206	0.0689882609651	0.0157874511277	0.178263689671	0.056446886341	-3.91058357872	0.769995703082	0.780605145145	0.0556472135833	0.701021355724	0.706933208898	0.0304510898094	-0.343741321308	-300.0	0.420900463772	0.416832418007	0.0472217264185	0.422943657517	0.419725480363	0.0729549353095	0.0459011066689	-21.3132921224	0.323898216931	0.323366569647	0.0275500966873	0.328229654886	0.32594011984	0.0658839744247	0.0626555917753	-44.8795757641
TCF7L1	-0.2158135534	8.4069930667	8.1911795132	0.0707808665953	0.0161930182097	0.157578075407	0.0249994188321	0.00473253679865	0.0266893914254	-0.0126814023146	-8.84043726195	0.767198732421	0.781232622236	0.0300770605354	0.782397955143	0.787865584376	0.0533115871493	0.287289947018	-253.436514209	0.475691079295	0.471596029724	0.0359174226553	0.485536723629	0.478879187832	0.0573644004351	0.0210269445706	-93.7474810707	0.331899285414	0.331120069781	0.038422033533	0.339751643007	0.332544621778	0.108941739574	0.0447742812576	-60.0260504067
SP2	-0.1813165365	6.2019310444	6.0206145079	0.0246074974415	0.00779573583198	0.0269951250742	0.0658348965835	0.0160532705443	0.159529873147	0.0582428898371	-6.25192646727	0.782095805218	0.791761270602	0.0292762865296	0.792725716574	0.796176551507	0.0466140198615	0.331905845329	-190.942190085	0.464085062777	0.460992859642	0.0378294602308	0.465375202527	0.461802617367	0.0606252628584	0.04738627061	-44.9902125583	0.334519259075	0.326512688452	0.108602382224	0.318903120291	0.318591078642	0.0452862629873	-0.00340731198058	-103.267407834
INSM1	-0.1721305868	6.3427609889	6.1706304021	0.0243508152859	0.0159990468014	0.0267521053387	0.116402373873	0.027020913321	0.201783304488	0.0222895963871	-4.53188423697	0.845783077974	0.852320239488	0.05126637446	0.78196679979	0.797185118947	0.0293812734111	-0.299611112546	-300.0	0.431149188111	0.424766711671	0.0421545613893	0.436420985199	0.430170048624	0.0570895776889	0.0527254896911	-41.032736519	0.295365023423	0.293813222708	0.043194514595	0.316700944467	0.300128387509	0.127284851642	0.0349863896154	-53.6997210265
