FACTOR	EXPR_FOLDCHANGE	EXPR_GM12878	EXPR_K562	Cuellar_95_GM12878_protection_mean	Cuellar_95_GM12878_protection_median	Cuellar_95_GM12878_protection_std	Cuellar_95_K562_protection_mean	Cuellar_95_K562_protection_median	Cuellar_95_K562_protection_std	Cuellar_95_protection_ks_stat	Cuellar_95_protection_ks_pvalue	Cuellar_95_GM12878_tc_mean	Cuellar_95_GM12878_tc_median	Cuellar_95_GM12878_tc_std	Cuellar_95_K562_tc_mean	Cuellar_95_K562_tc_median	Cuellar_95_K562_tc_std	Cuellar_95_tc_ks_stat	Cuellar_95_tc_ks_pvalue	Cuellar_95_GM12878_fos_mean	Cuellar_95_GM12878_fos_median	Cuellar_95_GM12878_fos_std	Cuellar_95_K562_fos_mean	Cuellar_95_K562_fos_median	Cuellar_95_K562_fos_std	Cuellar_95_fos_ks_stat	Cuellar_95_fos_ks_pvalue	Cuellar_95_GM12878_flr_mean	Cuellar_95_GM12878_flr_median	Cuellar_95_GM12878_flr_std	Cuellar_95_K562_flr_mean	Cuellar_95_K562_flr_median	Cuellar_95_K562_flr_std	Cuellar_95_flr_ks_stat	Cuellar_95_flr_ks_pvalue
ETS1	-6.1447406735	9.4926612556	3.347920582	0.0887471117775	0.0093447425929	0.193314575177	0.0152738713383	0.0076305091747	0.0178290274055	-0.0314338235294	-3.16190786205	0.790169105473	0.796921761886	0.0576843635163	0.703687137077	0.719148240081	0.0339353867796	-0.470210085499	-300.0	0.439848418777	0.43052259887	0.120683332296	0.422190172938	0.401694915254	0.0579583592978	-0.12402480597	-209.066934271	0.447108748174	0.446715340187	0.0440674647576	0.40590749484	0.405836656456	0.0261232443116	-0.437439613527	-35.2467544707
FLII	-5.7267807974	8.5333091889	2.8065283915	0.186268711481	0.0650220392944	0.272182887572	0.0346170917251	0.0192010302557	0.0457205489893	-0.192810457516	-2.61562802045	0.743522140902	0.748005515346	0.053529925847	0.704574524147	0.715701595018	0.0344817529374	-0.0542655373705	-300.0	0.362692029286	0.358393829572	0.112460712424	0.344504150037	0.331555483193	0.0545615525089	-0.0718993103261	-57.6347484699	0.558895399508	0.595035366376	0.16044856063	0.54742367307	0.547866153985	0.0330438999851	-0.446296296296	-14.0839564312
PAX5	-5.2702007889	9.8008520111	4.5306512222	0.0514797593184	0.00869836642621	0.159486944391	0.0150042137068	0.00328096933011	0.019507354743	-0.12456969697	-7.59926267315	0.763242807254	0.771262048437	0.070070390794	0.700512531594	0.720174412759	0.0412582330134	-0.201981795037	-300.0	0.491335599008	0.477249343153	0.113410032748	0.478983359535	0.453933196928	0.061308083252	-0.115969552354	-86.8802427425	0.539175712278	0.542161465593	0.0480761740083	0.500926578641	0.502095669493	0.0208127565723	-0.500713012478	-40.0031613323
EBF1	-4.7106986376	8.5508527222	3.8401540847	0.0621729187933	0.00970771767777	0.169543071627	0.0158105826544	0.00530668068716	0.0185663191482	-0.0619085173502	-4.3996035598	0.851369182674	0.8577493186	0.0490956569099	0.729601069212	0.742246341753	0.0289746054541	-0.653389366706	-300.0	0.401366352772	0.389122206897	0.124374741162	0.390776485285	0.365153935052	0.0674388527965	-0.0698358149704	-83.8574014102	0.182177543192	0.182511880184	0.0271852206894	0.171309502499	0.170306350759	0.00500592170081	-0.480329481705	-41.9269854617
EGR2	-4.387910581	8.0011205333	3.6132099524	0.0736423799374	0.00976526308855	0.172327454402	0.0158512049811	0.0052368859918	0.0178694278822	-0.0427567356501	-4.50502109435	0.862102447472	0.870423051429	0.0603507063485	0.719202229096	0.736150261671	0.032821830769	-0.644464120166	-300.0	0.572093668105	0.557978371646	0.0906764395949	0.559881229901	0.539118828378	0.0523158771041	-0.0993073996407	-300.0	0.225834077606	0.225913075184	0.0238598261641	0.213386621152	0.212997463743	0.00936576988049	-0.484060988941	-79.8736314784
TP53	-3.4232058254	9.438751	6.0155451746	0.142554979598	0.0222047091158	0.247875613219	0.0161634488644	0.00913357800764	0.0201105936645	-0.159964853326	-3.23385630571	0.727870698037	0.74362700781	0.0357405165517	0.760643322213	0.76702911617	0.0588393876556	0.0260909509604	-166.00871449	0.352843944364	0.334812450034	0.0744143774666	0.375073811088	0.337673337995	0.159627501747	0.00677982532674	-9.80802034254	0.351110037145	0.336702036925	0.0683153401679	0.331294969627	0.323470295926	0.0600739396696	-0.135370950888	-5.61632882615
STAT1	-3.0891702317	11.2946308667	8.2054606349	0.0169951966799	0.00765966270107	0.0183141684021	0.0745305429762	0.0111762026339	0.183705366492	0.0178990758607	-1.84588222355	0.834780924424	0.841252648058	0.0467596248573	0.74484708723	0.756944503507	0.0373731385798	-0.528235588201	-300.0	0.414982054344	0.399289284639	0.12410458331	0.400803998027	0.388792400414	0.0769217651253	-0.0168196373385	-21.2873943452	0.117539103962	0.11653116904	0.00896272987716	0.120918882342	0.120796206782	0.0184668151955	0.00242817187897	-4.16593749753
HNF1B	-2.9064154892	6.2265196056	3.3201041164	0.14806739825	0.00841505731649	0.283937563202	0.0139630812771	0.00684136159428	0.0168114340901	-0.0959471025841	-1.67905080937	0.741156000044	0.742169993539	0.0347931556793	0.746110504758	0.75704806816	0.0508207047186	0.122825730187	-86.8698312077	0.360906806514	0.356133154448	0.163711794229	0.353416778043	0.323628152809	0.06135655931	-0.0961521227736	-7.19874732254	0.354789056975	0.35217510153	0.021953670281	0.363646728656	0.361767149745	0.0699504013142	0.0423076923077	-1.01674785614
PRDM1	-2.8595321966	7.5904785722	4.7309463757	0.181617031221	0.0821953133732	0.302067198853	0.0145599458876	0.0097421535732	0.0140829057456	-0.327021508101	-3.49814125497	0.706123536799	0.721087372127	0.0462433936107	0.709164108834	0.730142124082	0.080516821435	0.0792619226088	-131.382300662	0.5506041936	0.531560276939	0.0720791811093	0.567749166258	0.540490891083	0.130427400462	0.0481686574094	-10.2770109698	0.123963818053	0.124388664078	0.0756678627943	0.121056670948	0.117171460178	0.00613517345108	-0.230952380952	-3.77568680635
STAT4	-2.825769995	5.2946641167	2.4688941217	0.0148653940883	0.00887438013675	0.0177335011176	0.10730807405	0.0110413899781	0.228331762702	0.00976052124226	-1.51946938646	0.839358206924	0.843190925767	0.0432843755946	0.75508804705	0.765391578359	0.0342412680731	-0.533078669848	-300.0	0.370689348564	0.356504619563	0.143992170317	0.362799144465	0.347132252652	0.0580338594208	-0.0229577166646	-11.4106704664	0.367576841801	0.365260782649	0.0611077012169	0.356677019302	0.35505453095	0.0246188474998	-0.085775667119	-4.98736714977
