FACTOR	EXPR_FOLDCHANGE	EXPR_GM12878	EXPR_K562	Wellington_GM12878_protection_mean	Wellington_GM12878_protection_median	Wellington_GM12878_protection_std	Wellington_K562_protection_mean	Wellington_K562_protection_median	Wellington_K562_protection_std	Wellington_protection_ks_stat	Wellington_protection_ks_pvalue	Wellington_GM12878_tc_mean	Wellington_GM12878_tc_median	Wellington_GM12878_tc_std	Wellington_K562_tc_mean	Wellington_K562_tc_median	Wellington_K562_tc_std	Wellington_tc_ks_stat	Wellington_tc_ks_pvalue	Wellington_GM12878_fos_mean	Wellington_GM12878_fos_median	Wellington_GM12878_fos_std	Wellington_K562_fos_mean	Wellington_K562_fos_median	Wellington_K562_fos_std	Wellington_fos_ks_stat	Wellington_fos_ks_pvalue	Wellington_GM12878_flr_mean	Wellington_GM12878_flr_median	Wellington_GM12878_flr_std	Wellington_K562_flr_mean	Wellington_K562_flr_median	Wellington_K562_flr_std	Wellington_flr_ks_stat	Wellington_flr_ks_pvalue
MAX	-0.1670527532	6.8057894833	6.6387367302	0.540085753656	0.562325082226	0.206872734692	0.375511394208	0.395650278604	0.126004256448	-0.0365217074699	-15.1879419897	0.804443083294	0.814096029694	0.0453124987069	0.779101837647	0.78465258135	0.0264824716369	-0.0727313315535	-300.0	0.453628647575	0.451856330629	0.0413345436471	0.446678245552	0.444741570203	0.0301601237762	-0.0902064381431	-4.91555412357	0.320089071663	0.315375078856	0.0727973770387	0.313690902146	0.311391783552	0.0464603944346	-0.00748094566143	-34.29652228
MAFK	-0.1667808765	5.9367657389	5.7699848624	0.48322936252	0.522321636736	0.186822520258	0.329451232305	0.350307341765	0.118634771688	-0.0536497340793	-21.631752578	0.792871639706	0.802220204344	0.0256528214543	0.805184371589	0.810613302024	0.0496664308725	0.255434135535	-300.0	0.710201100154	0.70706108258	0.0494248222522	0.704657146137	0.70116054039	0.0254111478346	-0.078022515908	-1.50743064021	0.275395186243	0.272635047066	0.0615127665457	0.265492017192	0.265759410841	0.0311166098552	-0.0538713503826	-83.2768660656
PAX2	-0.1591111566	5.4571127333	5.2980015767	0.380238940494	0.394349666038	0.153313010311	0.518280259488	0.537884573133	0.220682060404	0.0764208071657	-3.49588109789	0.823148421727	0.835310725028	0.0749817453885	0.760107556107	0.783699009568	0.0373007021806	-0.0482044444713	-300.0	0.212785826023	0.209666427887	0.0835315644419	0.189166709262	0.204374658896	0.058243338537	-0.0780952380952	-0.34288002664	0.316453252375	0.300726685249	0.121702887089	0.296230491535	0.29355439054	0.05395763648	-0.0082588185987	-21.5543030473
ZNF354C	-0.1560589466	2.5165529889	2.3604940423	0.363948089092	0.398637477037	0.139179302671	0.495657140048	0.548206394987	0.21726387837	0.00864054312569	-14.2829773329	0.835478204114	0.841048774439	0.0471821930496	0.795038048645	0.805746061127	0.0254382179798	-0.115477784867	-300.0	0.506767472388	0.503588889615	0.0362222421144	0.508760642308	0.503849168366	0.0583615593007	0.091958041958	-0.231474059342	0.308351003587	0.306951093887	0.0331612946949	0.314061479947	0.310474067885	0.0601652089565	0.0343974103893	-21.6713691063
CTCF	-0.1501554426	8.7064197389	8.5562642963	0.511997949419	0.557030062645	0.198702421501	0.373450457845	0.406324965215	0.129140825633	-0.0111979121813	-67.0954335222	0.837999891813	0.84455100085	0.0485713724619	0.790379814558	0.802804326805	0.0264531630843	-0.164150412891	-300.0	0.608448267557	0.606749038422	0.043004405673	0.596568207637	0.602746637153	0.033868532866	-0.0475403155382	-4.33518160559	0.32425121569	0.323712065275	0.0382198564864	0.333857837423	0.329564005105	0.0734415633774	0.00503249612374	-269.067904691
HNF1A	-0.1420992513	4.9258633889	4.7837641376	0.576243396614	0.641677074889	0.229443980517	0.390476146095	0.451125464598	0.173572081725	-0.0828073020951	-8.72092518045	0.805831987949	0.814963655096	0.0444896393488	0.766556873575	0.77137129049	0.0248224251751	-0.202117372935	-300.0	0.561303218274	0.559537464364	0.0722444208484	0.562276684302	0.561088734812	0.0809938671283	0.0147249190939	-0.41947840291	0.354658603313	0.351487718786	0.0604316849165	0.345210964811	0.343481099731	0.0441776945661	-0.0617031972241	-33.179096429
FEV	-0.1396182302	6.8418069444	6.7021887143	0.571139157634	0.613635574842	0.201019520299	0.398248779341	0.422638101535	0.137069243611	-0.0632220206527	-30.4034569481	0.790574060679	0.799547427098	0.03331591998	0.794323738013	0.808953015091	0.0556043869033	0.187088657476	-300.0	0.56731527875	0.563150951503	0.0367830891628	0.57240239456	0.563500091255	0.0664037491043	0.0812916812917	-0.138428373016	0.350009824292	0.344673318631	0.0799815434572	0.337708722406	0.337984043431	0.0374052572713	-0.0381982793804	-110.599012256
FOXL1	-0.1054099931	6.8846849667	6.7792749735	0.437502884716	0.466576020588	0.181335199541	0.508447759407	0.48995434216	0.259033533869	0.216880458592	-1.92515479746	0.810533286223	0.819628093448	0.0412315255642	0.781547547606	0.785954756547	0.0240223920114	-0.124939552067	-300.0	0.676785511934	0.674090373592	0.0464944854073	0.675662073462	0.666191851038	0.033742360485	-0.137448559671	-2.37272364333	0.565885255722	0.565885255722	0.493048322488	0.237423101098	0.134911912628	0.218450090415	-0.35	-0.253122516294
FOXF2	-0.1000125386	5.8514796444	5.7514671058	0.571155451896	0.627595531127	0.22350859741	0.422636249866	0.45046730038	0.139295128578	-0.0415655962479	-11.7411634754	0.795786607514	0.805681448319	0.0504257138917	0.753495355201	0.758919542403	0.0267546313488	-0.210184605573	-300.0	0.574722242534	0.572175928594	0.0606190933652	0.568428035407	0.571047696231	0.0424745497933	-0.0562836228944	-1.32402187267	0.314818291158	0.311348161303	0.0693217926659	0.306678605829	0.306270801389	0.0428840400271	-0.0128038144815	-24.0146415184
FOXC1	-0.0984576794	6.9359443778	6.8374866984	0.668055346859	0.698766458993	0.239142603827	0.382366895466	0.44425979142	0.193899217671	-0.121873981159	-2.08805022317	0.789766707827	0.795009799709	0.0247495367843	0.805462901437	0.815442371976	0.0446821637377	0.0221120117485	-300.0	0.427943627178	0.415618403746	0.120248491009	0.411601688972	0.404077712603	0.0291709424185	-0.231578947368	-0.567328728439	0.240733100423	0.238841348502	0.0615231437461	0.232948478891	0.232470608459	0.0249601091798	-0.0176307913822	-7.83652717354
CDX2	-0.0860509947	6.1550031111	6.0689521164	0.631560339186	0.694706980675	0.26659080555	0.434953649292	0.456504773277	0.156804827214	-0.11619482674	-12.7806944694	0.798493698544	0.807751872744	0.0482907144752	0.757693267496	0.762763251894	0.0259932522866	-0.195968536493	-300.0	0.326963074943	0.322759517304	0.0535016206726	0.324356093279	0.3207036242	0.0225513303615	-0.00283018867925	-1.00441453878	0.305000382133	0.304350456274	0.0340505755457	0.310264551701	0.308164098582	0.0691489143348	0.00800156409794	-15.795593829
PPARG	-0.0787696799	2.7470595	2.6682898201	0.43659474835	0.459799500559	0.171376375634	0.558312959407	0.59682877634	0.252856084763	0.0782427182003	-9.57359967459	0.845994704195	0.85222108111	0.0423937233933	0.800893286706	0.810349852297	0.0257743610011	-0.173597225197	-300.0	0.545890588384	0.537823973534	0.0617355903792	0.557878123508	0.545118340037	0.102198777095	0.014953909184	-0.560313140118	0.257152712635	0.256838031034	0.0333609865289	0.263164610665	0.261477917866	0.0587916653393	0.00888676266548	-38.9784031332
GATA4	-0.075628319	6.0066849222	5.9310566032	0.495650286432	0.558891352719	0.215465961463	0.360560566855	0.400847680443	0.138830810774	-0.0484801768837	-15.5805605788	0.767876046712	0.779239043818	0.0275723005047	0.777411669572	0.783122836998	0.059334612915	0.231918274005	-243.03592377	0.318871966327	0.311184509739	0.0582701490521	0.314649930073	0.310871036128	0.0191580365173	-0.0270955165692	-0.55144493462	0.312211284709	0.309089680946	0.0644891710036	0.305189803268	0.304439905281	0.0291211258961	-0.00419222897308	-34.9106816327
HOXA9	-0.0604689519	2.9673686556	2.9068997037	0.552230756698	0.580444042107	0.198847008091	0.392679564467	0.436850195093	0.126348231538	-0.0856009190296	-9.59125054508	0.783305145276	0.796648826232	0.0634612757496	0.667171072025	0.673185627923	0.0293790221251	-0.447342807504	-300.0	0.66137866998	0.659967913456	0.0493222678201	0.670425583976	0.661368523019	0.0804694312464	0.0136221991393	-0.386981131827	0.29757836945	0.29576508137	0.0432232247627	0.302271949546	0.2989230518	0.0620067609985	0.036167514216	-8.60104897735
ZBTB33	-0.0601326492	7.7412005222	7.681067873	0.387713361007	0.424722563143	0.144087263619	0.518456806539	0.552234141851	0.22073127854	0.038149066059	-11.8129757888	0.816596905158	0.826586800046	0.0715968431254	0.748841867936	0.763805776393	0.0396846094911	-0.0154853683376	-300.0	0.255220753312	0.246769734991	0.0962887781325	0.241321684274	0.230430669558	0.0405515331367	-0.204088050314	-0.359874520446	0.31284010652	0.3111276683	0.0534610367571	0.329756107708	0.315846278217	0.121398501114	0.0470892257526	-19.0207831635
FOXQ1	-0.0558904127	6.4711133333	6.4152229206	0.666384489425	0.750661451961	0.294256968967	0.466056496572	0.521049763786	0.187438764926	-0.0543346964464	-10.5219122517	0.79463838984	0.803118107646	0.0490630161647	0.717253993071	0.722520199226	0.0268179979867	-0.397826773282	-300.0	0.67425310967	0.673293299248	0.0593129623131	0.668990800977	0.66483095803	0.0251054973543	-0.24687570494	-5.26122699702	0.337064225255	0.336593841783	0.060652962431	0.329606300996	0.3287487835	0.0299580370618	-0.0521308196739	-29.6063632438
ATOH1	-0.0433124675	4.6328258167	4.5895133492	0.401571259537	0.430078807195	0.140239945307	0.541703647631	0.579989583248	0.22300931612	0.0199267126585	-18.1405714402	0.778567830016	0.785477397565	0.0295028438394	0.787142408026	0.796030571921	0.0539756034475	0.142862667243	-300.0	0.841148104314	0.836645382912	0.0633589922123	0.837579027956	0.83091607681	0.0499273728267	-0.0513368983957	-0.888501290686	0.267819613112	0.266934605213	0.0493178700852	0.26181535314	0.262041180447	0.0220988276298	-0.031140296272	-117.492735532
MYOG	-0.0219246632	5.1665229278	5.1445982646	0.52906050827	0.561024039197	0.188884272125	0.362239601595	0.371503261213	0.124578605408	-0.0172162471914	-54.0075430093	0.852714225467	0.87113135414	0.0850885976645	0.756552133474	0.786513575085	0.0455993973949	-0.236480838076	-300.0	0.258233504957	0.252774784388	0.0959619137607	0.25526291099	0.23040123885	0.0663190635129	-0.133908839779	-1.23518916415	0.388742471451	0.355822735185	0.170313155449	0.351341654976	0.345309777527	0.0893094669875	-0.0158052426195	-80.2315659105
NKX3-1	-0.0187725392	4.7804244333	4.7616518942	0.391619495953	0.436963080313	0.130711387359	0.492094052076	0.500360059921	0.227557698404	0.07429602978	-4.20036204833	0.797391648459	0.801366667483	0.0219209072743	0.808627163017	0.817415280155	0.0389923679704	0.0623104232611	-300.0	0.514184564564	0.50247962972	0.0812439820966	0.496687348991	0.484235184229	0.0808986650787	-0.137198067633	-1.19287674999	0.299049060611	0.295181930289	0.0656555994195	0.288187236502	0.28701807882	0.0324128050274	-0.060220186546	-27.1106088168
NKX3-2	-0.0082280677	5.8686394222	5.8604113545	0.542941530876	0.58642717816	0.225329054778	0.355470450982	0.377790333408	0.126949027396	-0.137838818883	-11.5654574084	0.782804055162	0.795850609212	0.0602595804911	0.712152421522	0.720346126324	0.0327373724534	-0.318621385291	-300.0	0.48926423945	0.491121749933	0.0876318887399	0.520718705366	0.506206196713	0.127111981525	0.00891330891331	-0.356032754931	0.31677967007	0.313450779262	0.0614029787094	0.307518733878	0.307260066247	0.0288925087503	-0.0313311279143	-32.0523243404
PAX4	-0.0037464452	5.1896305722	5.185884127	0.377711186269	0.41549553496	0.155421791577	0.518530853228	0.537221549508	0.240569079133	0.0806035370516	-18.3063059685	0.804266153111	0.813090195111	0.0235774690809	0.831939448375	0.836929681952	0.0422789731475	0.0425067396181	-300.0	0.64521518806	0.64415370462	0.045340258217	0.641489390288	0.638154893544	0.0266159514368	-0.0175842596282	-2.58721385856	0.308057915437	0.252695768096	0.322054064833	0.211253518413	0.169562064087	0.194498530569	-0.199206349206	-0.378059333645
FOSL2	0.0101847878	5.5744170111	5.5846017989	0.386038071508	0.419711841938	0.136895644086	0.531279119561	0.582801275319	0.212803824327	0.00234056834324	23.4402079373	0.791563327619	0.799528167365	0.0250839283812	0.843517289482	0.849672004595	0.0465853692957	0.115367735326	300.0	0.509665680526	0.506611020036	0.0274642671093	0.518294725186	0.515394690761	0.0483898820521	0.13394936241	3.7275920671	0.260666791186	0.260159174663	0.026383069425	0.265833323576	0.264573154358	0.0510900957951	0.00201493800036	98.7823281304
SOX3	0.0110805013	6.2065415833	6.2176220847	0.426234738023	0.452538428143	0.123664165843	0.571565057324	0.612229827661	0.196061994152	0.0372228582483	14.7907018958	0.797056225614	0.805587883645	0.0494241391339	0.795164292522	0.802134666557	0.0247761487893	-0.21565858431	300.0	0.624332022687	0.623701682837	0.0493915768363	0.623203656342	0.62157628548	0.0242696577438	-0.0227807826917	0.629251450883	0.301158067572	0.299727145233	0.060618727025	0.295143597856	0.295050102757	0.0273538152412	-0.00477342420065	30.2870683991
ZNF263	0.013611772	6.7028140111	6.7164257831	0.307241687272	0.3337423307	0.0977215973534	0.413450347542	0.446042656267	0.163722119053	0.0045546593969	146.120575427	0.790602847164	0.803947725847	0.0264669976098	0.849094765917	0.855940658327	0.0493776751206	0.27636200985	300.0	0.570666831702	0.572120476365	0.0228659573884	0.581427671741	0.5801290797	0.0369682955526	0.122456064525	15.9554980886	0.333757384961	0.333009090985	0.0384049427292	0.345172796708	0.339931730969	0.0781703526807	0.0145506335223	300.0
EN1	0.0206112087	5.9012505056	5.9218617143	0.362078169027	0.412519949947	0.137490881693	0.499290650047	0.56124642414	0.23157036336	0.0440926143309	9.74528298817	0.699118054867	0.707434359166	0.0342042062336	0.783744676445	0.797629538667	0.0624966836814	0.360599380103	300.0	0.357796268144	0.354575174358	0.0680739495418	0.356935365944	0.351808270988	0.0356861720363	-0.0724418604651	0.0881516104322	0.30537170655	0.30343890646	0.0419999219972	0.311104396918	0.308774669601	0.0592796160808	0.00110842152633	21.4209524855
HLF	0.0461707656	3.1964068111	3.2425775767	0.360622879835	0.384735157145	0.126042927759	0.519929229515	0.573074952659	0.231632915743	0.096355059624	8.15697054158	0.751560571853	0.76002746657	0.0335713900406	0.785339986606	0.803421893219	0.0679365357803	0.138900845434	300.0	0.761620888562	0.768749243271	0.0317797877395	0.770234952968	0.776974659786	0.0778475596358	0.197727272727	2.56482944633	0.275177815843	0.273557474746	0.0461726980125	0.29443881702	0.28134424334	0.111276557687	0.0319787885703	16.950195971
MAFB	0.0472703894	4.6418463778	4.6891167672	0.396641281828	0.448810813942	0.144465721146	0.575336750139	0.611803120571	0.226818182158	0.0570956061097	18.8294930112	0.820132300477	0.828034047264	0.0544189518967	0.788517554794	0.802558620623	0.0305607115564	-0.0658033601088	300.0	0.440051583913	0.43482422675	0.0747575440767	0.435321528675	0.434057861948	0.0527160422503	-0.0963876711863	0.172577096763	0.319157775979	0.319447272274	0.0354442499125	0.330438730477	0.32616470217	0.0735483574029	0.0414031621252	90.0656082019
FOXO3	0.0481398669	5.88673935	5.9348792169	0.419720065223	0.456304012728	0.156421422614	0.599941180758	0.640320406742	0.218403569678	0.032867516071	14.0743727369	0.817582386827	0.823047353549	0.0442886509616	0.802626078246	0.811723678469	0.0249535422587	-0.236377530049	300.0	0.302977569383	0.301331239592	0.0625647868241	0.299228353273	0.300565080491	0.0369091328026	-0.0519946808511	0.305524806818	0.308341292857	0.307714577271	0.0598712822518	0.304850942859	0.303920571311	0.0335816452348	-0.0268127515492	19.9677073397
ELK1	0.0522137344	7.7926102444	7.8448239788	0.443898892461	0.474062941092	0.18086662478	0.302243684005	0.323334001939	0.128371359347	-0.0392134084844	17.760454693	0.809550206015	0.822816629426	0.0707419523394	0.773658697189	0.799771600716	0.0392408301791	-0.197979675864	300.0	0.454795199628	0.454335161121	0.0707983250577	0.505753175497	0.482737932379	0.0914526221276	0.165079365079	0.803512904874	0.327901161526	0.319908379578	0.103230970615	0.316624474098	0.316395169523	0.0415475825449	-0.0249143903156	40.4431879953
E2F1	0.0598172259	7.0153392556	7.0751564815	0.425031300463	0.457499837122	0.13365870946	0.59431121981	0.61369703824	0.202465171831	0.014559122055	31.8609970115	0.761676100686	0.77910563711	0.0349487100128	0.826024552853	0.836491082551	0.0692315374238	0.0796362797294	300.0	0.577937679924	0.578179343182	0.034276704744	0.594808523428	0.593840988236	0.0609270714933	0.0898203592814	0.846171366766	0.353379520636	0.346066285732	0.0920773532576	0.341220326245	0.339681370611	0.0445166346602	-0.015739135187	78.9368064897
LHX3	0.0647025619	6.0044417556	6.0691443175	0.46403323633	0.496938617861	0.157550263379	0.665281431802	0.735843071815	0.225792279042	0.0706081642531	7.73431923676	0.826142785573	0.829570951699	0.0353630573467	0.815795378644	0.82301192219	0.0203220389561	-0.247106374924	300.0	0.665016708603	0.660576054527	0.0305211482511	0.676635027808	0.674041181872	0.0637592452741	0.189243317451	3.46882702953	0.291381024248	0.28805183299	0.050043177706	0.297987406618	0.292876624223	0.0785403063302	0.0356505288683	20.5978294244
BHLHE40	0.0733820275	9.5293585333	9.6027405608	0.377161898818	0.40150638934	0.127492783375	0.541113174207	0.566126015813	0.20029794535	0.0467394476051	17.3636531041	0.813671154353	0.822030372086	0.0549362821233	0.790328868391	0.805812790525	0.0309333069973	-0.186657741591	300.0	0.364765326957	0.357310721574	0.0682446679028	0.362018497771	0.350116334129	0.037038607876	-0.0391003460208	0.459322982725	0.293724556426	0.291366931883	0.0595234162543	0.315009437575	0.301123813596	0.112757372669	0.0598153868728	80.6334010389
ERG	0.0897659651	3.3495138444	3.4392798095	0.410398324364	0.445094662925	0.118265320343	0.556013914368	0.591379416321	0.197821406949	0.0280806038253	55.6264854144	0.817667389703	0.824820412718	0.0465592303391	0.801358346377	0.812391084762	0.0279563531683	-0.246284333659	300.0	0.484584142989	0.477470719632	0.0509438276374	0.480685095064	0.47646500005	0.0369645451616	-0.0877684407096	0.348089127791	0.304129202797	0.303620877239	0.0315867106638	0.314517830424	0.310421970153	0.0696837593742	0.0460639083317	285.248553619
E2F4	0.0988134026	8.1986014333	8.297414836	0.488073772643	0.500035313327	0.171543230238	0.356850142755	0.375610719685	0.106097909715	-0.00913605839284	30.7338896104	0.761126734553	0.778442516923	0.0349322399534	0.824693152068	0.83495172601	0.0691820831246	0.0626300873624	300.0	0.575612321949	0.579892725193	0.0298246582827	0.591841455493	0.59405406531	0.0629478776873	0.179174484053	2.26792901939	0.34882093827	0.341006459579	0.0942931350045	0.336105500555	0.335049411404	0.0412790817741	-0.0155356140276	98.0175377642
SRY	0.1099202765	2.0370843056	2.147004582	0.424259382894	0.457951127509	0.162755802135	0.595605387855	0.682755950477	0.246022025644	0.0178931968094	7.85988131985	0.721120308907	0.726397781142	0.0269432680008	0.799455589695	0.809001151134	0.0489905807825	0.407080107046	300.0	0.525590648311	0.522396522209	0.0218777779367	0.530489064545	0.526574432802	0.0500736775403	0.111826609872	1.84295998451	0.312997695357	0.311916853345	0.0353160068364	0.32074585135	0.318118610594	0.0716996826215	0.0202325169477	19.6992963503
ESR1	0.1130897902	4.0138700722	4.1269598624	0.421864504853	0.444857157259	0.148588885509	0.634209085953	0.68122959437	0.197234033745	0.140457022872	23.4867668804	0.81506729115	0.822913748931	0.0371499773537	0.812729611359	0.816298531422	0.021699191509	-0.142296121481	300.0	0.498934840049	0.498770310836	0.0201256067628	0.511167679221	0.509395188289	0.0398671132871	0.240606922247	7.52762552246	0.300947901857	0.299590813947	0.0389215335695	0.305115624545	0.304234716837	0.0558480225792	0.00591211691377	24.7762438553
FOXI1	0.1647713873	4.9353065333	5.1000779206	0.374961685698	0.408912897483	0.147929271558	0.54624037777	0.591230064427	0.204125440571	0.0459247899079	14.6087271089	0.776989991136	0.782197559828	0.0249041485554	0.801223093901	0.810078265787	0.0448769512549	0.0650026287891	300.0	0.415116976791	0.413091740742	0.0294254064697	0.420291533755	0.417824662563	0.0450619050605	0.0516474164134	2.25369407295	0.313783016117	0.312300486096	0.0356061185763	0.322922696138	0.318642904938	0.0702414500651	0.0122219264827	32.1658909704
NR5A2	0.1681416079	3.2204742333	3.3886158413	0.46948414577	0.505684307931	0.205135178912	0.31818688906	0.359929224942	0.128874021753	-0.00841797546776	17.534674211	0.81958100379	0.825460502935	0.045060863404	0.797608641916	0.807999353594	0.0253048980106	-0.131554066001	300.0	0.502794185604	0.495760001983	0.0291245560954	0.508663183294	0.503934654718	0.0644483804128	0.0129905277402	1.4413528393	0.325086924112	0.324457296777	0.0318717323752	0.33401103714	0.331212997389	0.0615062128077	0.0346095661604	76.8553713145
NR2E3	0.1698236063	3.9630647111	4.1328883175	0.456332562139	0.502419323868	0.242211975398	0.335643937976	0.381296293324	0.130370670309	-0.00531992645206	3.47173611562	0.832308706771	0.838942807948	0.0460217356422	0.80134937335	0.811582388037	0.0263958396141	-0.00664997138358	300.0	0.655402911048	0.652669668004	0.0565430955441	0.676163611597	0.66727630228	0.0993276017906	0.155098389982	1.05084590623	0.33224173206	0.331722644379	0.022429204318	0.344474186159	0.338110171955	0.0686988299934	0.0544121734297	19.3629933848
AR	0.1778825566	3.4316552	3.6095377566	0.416098081435	0.447164439445	0.150562851601	0.568001017794	0.625214763772	0.272265615621	0.00480298848508	10.4431788794	0.802893256527	0.812749960799	0.0469695797475	0.798717932621	0.80475137934	0.0276192239323	-0.150728475279	300.0	0.621756580799	0.628270744849	0.0574639613768	0.636709135971	0.631647586367	0.0734832507988	0.00119852097412	0.505881398025	0.304510946498	0.302489703918	0.0445165254375	0.310668212218	0.308336198779	0.0685995402328	0.0125223458035	24.9731777312
ESRRA	0.1861202667	7.4537839556	7.6399042222	0.40279664634	0.439323239995	0.134178449307	0.549324189	0.568436310825	0.207765785263	0.0112721565111	14.0964066659	0.792927913371	0.804418395023	0.0500292926764	0.776506874109	0.783044576249	0.0279838669276	-0.00619182950269	300.0	0.343178140982	0.334118582207	0.0713188515658	0.338019081669	0.331081815442	0.0456073783007	-0.104230960677	0.108375290565	0.280797311184	0.28039385924	0.0321263050019	0.288690409678	0.286555326261	0.0605914169221	0.0277833703125	56.3757117576
NR2C2	0.2028058757	7.6002743889	7.8030802646	0.435459556108	0.470060466122	0.113909301677	0.56445289646	0.600305363857	0.185340856089	0.0162901292799	35.9718930973	0.790942236747	0.805495761143	0.0281430496698	0.828389110539	0.835861635777	0.0526040643744	0.03766907252	300.0	0.604089542192	0.600959073849	0.0350301413769	0.611332237629	0.606978462471	0.0535984399868	0.0505291005291	2.7098723561	0.312160240411	0.311215467239	0.0374463880576	0.323986703707	0.319315663262	0.076653700353	0.0522380871764	202.548897116
TCF12	0.2044455873	8.2854513333	8.4898969206	0.409993557495	0.447501002843	0.141788425972	0.574131873214	0.627540063157	0.229865068368	0.0666219035763	30.5579957932	0.829326460371	0.835694042493	0.0442374910052	0.801295470904	0.812007734951	0.0254529198189	-0.0231515638925	300.0	0.511874706719	0.507593893888	0.0613021894713	0.511149103357	0.506882039058	0.039695913308	-0.0953157349896	0.171281216934	0.314419439703	0.313893807309	0.0274042086289	0.323160134186	0.320968455623	0.0589340101937	0.05831053445	197.261909924
NHLH1	0.2087423466	4.6391893889	4.8479317354	0.560451829597	0.603606837217	0.246117719117	0.412754056813	0.451656807982	0.160856697891	-0.0238280061583	9.45429216252	0.795157654681	0.804524998173	0.0612615491286	0.781877188744	0.799229611367	0.0334660300739	-0.311205922189	70.5958864492	0.363799329421	0.361874465243	0.0390613036162	0.373516220203	0.368198613275	0.0923010346845	0.00579710144928	0.311548519038	0.331970934466	0.330486940614	0.0413427287996	0.344674695493	0.339475992345	0.0778052557483	0.06293060227	77.5278028659
THAP1	0.2326709847	6.1018166556	6.3344876402	0.381669051043	0.422574963938	0.131574412286	0.53634960383	0.575594721978	0.200183146343	0.0351736175627	49.0962873257	0.821527200032	0.828425575482	0.0445432598813	0.803974983056	0.814206574428	0.0274143526808	-0.198703278177	300.0	0.478280308173	0.475005685092	0.0521603930075	0.476814385584	0.471531985115	0.0338008399475	-0.0573747841105	0.580407737524	0.318899836152	0.318537792105	0.0290066148017	0.328831212091	0.326442272275	0.0578581675149	0.0771871096813	300.0
FOXD3	0.2435801553	5.7794986278	6.0230787831	0.365226502	0.382093998258	0.13238760275	0.537259395528	0.591264877855	0.212904458188	0.0774946272144	19.760729284	0.739900881626	0.74488700866	0.0258755638527	0.803050641457	0.812699387154	0.0476873479044	0.362054920355	300.0	0.330099993243	0.326968848332	0.048934411053	0.321026909322	0.321641602424	0.0317755063233	-0.00194542299805	2.24617698139	0.35983555997	0.359374430273	0.0411490658685	0.370224543493	0.367398213308	0.0754295710624	0.0345506741006	41.3517809418
TFAP2C	0.2455344095	3.2887911778	3.5343255873	0.418444511932	0.449263199939	0.111206600282	0.544927828701	0.568921817156	0.175838951561	0.0116097766198	43.8625046427	0.796491461991	0.809416495146	0.0260587333207	0.847015728351	0.85363820871	0.0468628005796	0.227381801759	300.0	0.448299547048	0.447015898018	0.0250797984719	0.454449859132	0.454739347806	0.041724394902	0.0537001287001	2.83275397801	0.298679297044	0.297812909564	0.0390824617937	0.313878360652	0.307321891148	0.0811008236121	0.0893289752587	300.0
HSF1	0.2577764505	7.0100452056	7.2678216561	0.473503808473	0.505729912857	0.220950336072	0.34442559928	0.371542410955	0.135403448385	-0.018383632633	14.8943293238	0.810341608555	0.816927840224	0.0476710735019	0.798232803102	0.808899610232	0.0270045982853	-0.280834201573	228.358433569	0.370854810843	0.370100790563	0.0467410803066	0.384821205714	0.378891612603	0.049914524579	0.025	1.00721463409	0.324006597124	0.323451286139	0.0669075258053	0.31858923905	0.318356387937	0.0328219549963	-0.00241862303579	46.0222194238
ESR2	0.2614649397	3.6853600444	3.9468249841	0.46200694865	0.499695812929	0.18985701759	0.353522740565	0.382790147288	0.113860371284	-0.00254486449423	17.6851940453	0.802104486919	0.812356575053	0.0263760835921	0.842516009344	0.849107967455	0.0426195630983	0.137094027656	300.0	0.449351657056	0.445729080099	0.0471364637653	0.447706655057	0.442860130395	0.0276754432631	-0.0171745152355	0.796081475921	0.302370308706	0.301606918986	0.0315125699482	0.312989370458	0.310194893443	0.0620798359744	0.0673299799326	124.993296673
MYC	0.2679101471	9.9725863556	10.2404965026	0.476096432314	0.499160804059	0.218413238665	0.365329357572	0.415226487482	0.13065669505	-0.0295854385276	10.6498450262	0.699415357735	0.708912757198	0.0355912379625	0.776566021309	0.792690094981	0.0630715205766	0.343466191864	300.0	0.54975065921	0.529790237946	0.085791066581	0.537055128296	0.529262002313	0.0708810984797	-0.0531381791119	0.253626440049	0.297689730736	0.297424229544	0.0295253441757	0.306846579653	0.304146432807	0.0677530292922	0.0449491447011	67.7010413791
NRF1	0.2705882836	6.4108549333	6.6814432169	0.375896138527	0.386992876762	0.186800304493	0.258394843314	0.282466057997	0.0997075731555	-0.0159075299357	12.0333339534	0.760105529979	0.766821535948	0.0289631676682	0.803998119266	0.815136306787	0.0484183231751	0.222659850622	300.0	0.294169199978	0.289179031736	0.0468120513024	0.292727393557	0.288837102203	0.0367975529039	-0.0585480093677	0.305811989385	0.337251927789	0.337279464477	0.0274490164968	0.351034513218	0.347316474584	0.0713824233652	0.103153884612	85.0970836384
TFAP2A	0.2800466492	3.4869517	3.7669983492	0.445992296045	0.480568182804	0.114590227547	0.575593518098	0.604915408839	0.184485292154	0.0220961385052	36.1713357655	0.797852833259	0.810398297231	0.0252667083872	0.854412667748	0.860755085457	0.0455921979871	0.296337535763	300.0	0.541384280273	0.539510106049	0.061330500895	0.539711141313	0.535978868788	0.0437443030569	-0.0958183990442	0.218638975858	0.297882241068	0.297206266116	0.0362655729446	0.312989365969	0.306241743312	0.0819918690055	0.0809775982836	300.0
