FACTOR	EXPR_FOLDCHANGE	EXPR_GM12878	EXPR_K562	FS_GM12878_protection_mean	FS_GM12878_protection_median	FS_GM12878_protection_std	FS_K562_protection_mean	FS_K562_protection_median	FS_K562_protection_std	FS_protection_ks_stat	FS_protection_ks_pvalue	FS_GM12878_tc_mean	FS_GM12878_tc_median	FS_GM12878_tc_std	FS_K562_tc_mean	FS_K562_tc_median	FS_K562_tc_std	FS_tc_ks_stat	FS_tc_ks_pvalue	FS_GM12878_fos_mean	FS_GM12878_fos_median	FS_GM12878_fos_std	FS_K562_fos_mean	FS_K562_fos_median	FS_K562_fos_std	FS_fos_ks_stat	FS_fos_ks_pvalue	FS_GM12878_flr_mean	FS_GM12878_flr_median	FS_GM12878_flr_std	FS_K562_flr_mean	FS_K562_flr_median	FS_K562_flr_std	FS_flr_ks_stat	FS_flr_ks_pvalue
SOX10	-0.2637979979	5.3629255111	5.0991275132	0.216252645434	0.191482542457	0.0890871437243	0.16097436826	0.148415265111	0.0499685317494	-0.0302452345499	-134.72526341	0.769550116881	0.783593302772	0.0324727071243	0.777083330678	0.785390292806	0.0573814264455	0.242668609049	-299.99999196	0.462270254781	0.451960585798	0.0902549206634	0.429199277733	0.416458897671	0.0485366873907	-0.00222675885221	-300.0	0.344888654697	0.338160422957	0.0735118178398	0.328778392426	0.328700469869	0.0255217348598	-0.0620067432195	-300.0
NFYA	-0.2394532122	8.3065107889	8.0670575767	0.216645469101	0.202127504579	0.0954164763548	0.125720000093	0.120104843629	0.0470794817796	-0.169509081263	-300.0	0.72687807616	0.760158245675	0.0510430898521	0.794504793941	0.809141576246	0.0929241077117	0.080220962438	-300.0	0.403349979229	0.386299207356	0.0543214689948	0.4242327094	0.410194729758	0.0955498149744	0.105995187105	-300.0	0.343066694914	0.337225526378	0.0849751069375	0.369727429433	0.341366944522	0.157170898764	0.154111465893	-28.3064567743
FOXP2	-0.217106004	2.4335675278	2.2164615238	0.131633193764	0.116982215225	0.0573851636712	0.186781327496	0.16293799764	0.0891340158195	0.0112074166629	-93.3578017656	0.771488715172	0.782063717662	0.0552800356389	0.701458994164	0.707288776758	0.0302143948305	-0.351546370113	-300.0	0.470185336043	0.466769005529	0.0491826596885	0.438019435787	0.436731793677	0.0305694640715	-0.0733673662759	-300.0	0.329108843972	0.328325744356	0.0402603858049	0.323743131057	0.323481927424	0.0148496701841	-0.0631541972022	-300.0
TCF7L1	-0.2158135534	8.4069930667	8.1911795132	0.164247529127	0.145061981544	0.061775715073	0.198187723283	0.165853862903	0.0896753848986	0.157670085464	-61.0628381048	0.77254159607	0.786570259274	0.0303079901814	0.784423220683	0.789678508897	0.0525969974406	0.311242098381	-199.525150935	0.449657697312	0.429876216372	0.0488764397089	0.473375183636	0.462434640711	0.101894454871	0.0315532735236	-300.0	0.328570226316	0.330668666006	0.0245470585424	0.331322661533	0.331185302487	0.0578343274021	0.14011330176	-84.6605584343
SP2	-0.1813165365	6.2019310444	6.0206145079	0.108397645037	0.0929307486365	0.0511625342727	0.144297357239	0.118800427171	0.0788597262213	0.0772479266705	-142.076420955	0.783917149275	0.793615372176	0.0289683783438	0.793904027033	0.797599401599	0.0463222213483	0.335057010429	-190.619970753	0.469805043578	0.465138564151	0.0539568054623	0.433355794101	0.431335360456	0.0315637001178	-0.0778152612841	-300.0	0.326338694827	0.323647461843	0.0510797758187	0.317973002559	0.318086104746	0.023792268875	-0.00253391851852	-300.0
INSM1	-0.1721305868	6.3427609889	6.1706304021	0.0915018024207	0.0833860890315	0.0348851689127	0.120161944881	0.102164405355	0.0605139998349	0.20349564212	-41.5663242067	0.84720966112	0.853495706183	0.0497112970445	0.786441636009	0.801358957778	0.0293113341865	-0.2911351026	-300.0	0.430393493953	0.40661168753	0.0515018553246	0.442529743899	0.42987562121	0.113268273026	0.0743539821306	-300.0	0.294313940235	0.293598173685	0.0281162175222	0.308436672392	0.301120084627	0.0767007015961	0.000232683255335	-300.0
MAX	-0.1670527532	6.8057894833	6.6387367302	0.178597148585	0.150762498517	0.0864489268029	0.135928440582	0.11730688048	0.066489826931	-0.00842004932661	-72.1518196309	0.757075027133	0.7595179758	0.0317804014163	0.780940305967	0.790739211525	0.048218092073	0.045170169363	-300.0	0.403949210796	0.398270180445	0.0600934677039	0.361855776704	0.359681345836	0.0390543491879	-0.119091340645	-300.0	0.311338704834	0.310047893183	0.0276821549101	0.311739293112	0.313272185125	0.0376567964695	0.0782328268922	-118.552352871
MAFK	-0.1667808765	5.9367657389	5.7699848624	0.178234113592	0.155203976686	0.0930728423452	0.111554649168	0.0969301183467	0.0736746002217	-0.0352051788151	-59.1899072836	0.771665259715	0.782238410933	0.0295740794549	0.793995158047	0.797811488473	0.0490253841284	0.199137105912	-299.960640067	0.394297410906	0.388923043664	0.0649556935935	0.361869748391	0.353969527722	0.034181406848	-0.0448394239525	-300.0	0.264189566932	0.265305051327	0.0276080331602	0.270292126429	0.268698579186	0.0541719828348	0.101497705634	-56.7270151251
PAX2	-0.1591111566	5.4571127333	5.2980015767	0.135880132911	0.118238467338	0.0706143579315	0.178254986118	0.14693439035	0.110604942514	0.219043170977	-8.77107775527	0.73012875455	0.752300026306	0.041775221419	0.743141146	0.754502123357	0.0821446542763	0.219786094515	-72.66685338	0.426689153404	0.389788893353	0.0799245660809	0.445220475773	0.419310960571	0.140954176678	0.105537046572	-63.1419735771	0.296060472404	0.294056543971	0.0519531106634	0.323998387767	0.305366938485	0.127957692068	0.00224722946116	-58.0678791357
ZNF354C	-0.1560589466	2.5165529889	2.3604940423	0.113134844909	0.0906057370721	0.0745472408421	0.163113530811	0.136104796444	0.101012506793	0.106022896971	-34.6212917589	0.773599088522	0.785045012249	0.0372220389892	0.779902807728	0.785946920624	0.0505774451492	0.330896588465	-62.9581035887	0.396618533914	0.387484926017	0.0814294651662	0.355854499585	0.347581032176	0.0455306504955	-0.0833370707129	-300.0	0.319489383885	0.313800867413	0.0575072644491	0.308248459751	0.306642265674	0.0322302478509	-0.0413133800877	-234.473980244
CTCF	-0.1501554426	8.7064197389	8.5562642963	0.100379761201	0.0929999447862	0.0384507076071	0.13277918783	0.117032577898	0.0648543840875	0.193252592536	-94.353351568	0.820165091045	0.824815968014	0.0514130661168	0.779049758306	0.793045888325	0.0297467094911	-0.0346537818501	-300.0	0.462776711843	0.453847431144	0.0376128483274	0.490759785543	0.48381742647	0.0750365751935	0.00840205027196	-300.0	0.336380227091	0.331594277112	0.0662555845494	0.324417021385	0.324567992069	0.0302476424638	-0.00751812598941	-300.0
HNF1A	-0.1420992513	4.9258633889	4.7837641376	0.225218043839	0.199202284408	0.0893133359458	0.182972143685	0.165340520054	0.0673724996434	-0.0356185769962	-38.0370627251	0.776377278863	0.786206962405	0.0499759436686	0.72054320093	0.723082373043	0.0312135454473	-0.26602057773	-300.0	0.415236142632	0.407912460439	0.085783790537	0.348027767326	0.345784092802	0.061751458409	-0.119996781191	-300.0	0.347631522793	0.348308937138	0.0371763877228	0.34441855626	0.343692813458	0.0240828704358	-9.66264155816e-05	-148.841716414
FEV	-0.1396182302	6.8418069444	6.7021887143	0.140436222071	0.128161907681	0.0477927449058	0.182094939506	0.162331437709	0.0742393213879	0.0640416035795	-108.238425265	0.731626522912	0.739290502059	0.0391349399182	0.752604350697	0.77116197497	0.0668984212783	0.00637277152462	-300.0	0.419071510323	0.406017647633	0.0935663958447	0.373088400706	0.357105734935	0.0576493336045	-0.0617476461528	-300.0	0.338046508167	0.33827626835	0.0333760022412	0.349412570125	0.345094713272	0.0692272102236	0.0243581852811	-224.614509714
FOXL1	-0.1054099931	6.8846849667	6.7792749735	0.16462914342	0.142055425121	0.103904878184	0.224751576827	0.189331159514	0.121029941539	0.0521883682794	-14.8961292229	0.767673712963	0.76968591279	0.0303744322746	0.779363631412	0.78915519485	0.0483396233636	0.172189630793	-280.285579101	0.341414496621	0.336273667214	0.0521324018269	0.308411588214	0.304973973007	0.0305069027278	-0.139972990237	-299.999999992	0.370228921863	0.41174071394	0.178479086989	0.319791068016	0.330947732414	0.162662075709	-0.0234879794212	-71.7913861632
FOXF2	-0.1000125386	5.8514796444	5.7514671058	0.184160216113	0.160295402835	0.0847913870359	0.132898374648	0.11890059183	0.0654786732618	-0.0536563937917	-63.2563022646	0.773879545749	0.784553479828	0.0559667649838	0.708394487431	0.71413147473	0.0308259646754	-0.326430159354	-300.0	0.551230533666	0.546726957716	0.0552383514717	0.519611361181	0.517536371285	0.0336991741348	-0.0527104063018	-271.382433186	0.314652485797	0.313453204964	0.043826385869	0.307207023388	0.30763461631	0.0204595807373	-0.115289448638	-300.0
FOXC1	-0.0984576794	6.9359443778	6.8374866984	0.135664293839	0.0712217758826	0.110013622133	0.205309801031	0.139701028722	0.157788751257	0.0193310928365	-6.6795188665	0.763798782848	0.774583964964	0.0531144701643	0.723981082051	0.726906854785	0.0331320145129	-0.0808999876366	-235.580975004	0.572369490945	0.566768679511	0.0919219085089	0.505122535032	0.500799756523	0.0529638880064	-0.0832634342335	-75.7553564019	0.247901483272	0.243448833556	0.0577668286564	0.232912359494	0.234256591857	0.0217055076245	-0.101957362871	-61.3377541383
CDX2	-0.0860509947	6.1550031111	6.0689521164	0.121783691405	0.0963209395803	0.0729973386096	0.167519492733	0.135524513883	0.0988237830173	0.049577489968	-27.5683263323	0.773475330206	0.778121764582	0.0288123057795	0.779097476968	0.788548665501	0.0473111419782	0.192252455694	-231.637517812	0.30511551708	0.299049850651	0.0694812904495	0.260672972126	0.255043286792	0.0426841031283	-0.103730767524	-300.0	0.313109408782	0.310804200523	0.0433174495482	0.30348308745	0.30364549884	0.0244192959218	-0.130140598335	-294.088818317
PPARG	-0.0787696799	2.7470595	2.6682898201	0.236104084861	0.229288199847	0.0614024803119	0.295201053337	0.274340553723	0.101587241863	0.0722295730186	-35.4572981114	0.833465205223	0.837369520182	0.0440856760615	0.784873462327	0.795665513497	0.0275367125717	-0.203340909711	-300.0	0.430402644811	0.423442411239	0.0825109133388	0.392282814411	0.383572338895	0.0416815001381	-0.0548510196172	-300.0	0.25673530988	0.256417463916	0.0310049395922	0.265873566157	0.263629865803	0.0549217251012	0.0429352706331	-108.355916594
GATA4	-0.075628319	6.0066849222	5.9310566032	0.105626185502	0.0849786064081	0.0643805741656	0.143788625331	0.126704964672	0.0912948050078	0.148645159519	-17.1509041904	0.748376573029	0.756309669538	0.030557017377	0.753708754686	0.761839862864	0.0593911236946	0.260093249718	-186.007178756	0.44393537635	0.436767304328	0.0343729654066	0.469096931905	0.464559652125	0.0588311644034	0.0307657606372	-268.644940475	0.304938715356	0.304196398053	0.0256478829333	0.311859424385	0.309161637678	0.0616947632993	0.0412329210724	-115.33802733
HOXA9	-0.0604689519	2.9673686556	2.9068997037	0.349245629284	0.293187180291	0.149191822244	0.261910350537	0.239732353354	0.0835723369731	-0.00700238187036	-28.3447367956	0.771322411533	0.775657535818	0.0292741482819	0.774007078428	0.785258117897	0.0508825496733	0.209585675737	-150.377073141	0.326699952867	0.320416423737	0.0710994222278	0.289300728202	0.281004712612	0.0434285597963	-0.0545326832013	-194.95081877	0.301604885569	0.298970512842	0.044490344912	0.293103415318	0.292603704565	0.0316190299536	-0.0462569244509	-122.210974593
ZBTB33	-0.0601326492	7.7412005222	7.681067873	0.217536740404	0.206902575716	0.0544592616163	0.285249840432	0.260593155766	0.0999484338721	0.019433042892	-88.7961732284	0.734899219232	0.749778019488	0.0398983880281	0.789126869727	0.799462951585	0.0736752420677	0.0965841995954	-291.967659363	0.535958538784	0.514724072906	0.065399426907	0.563266931472	0.545989412028	0.109327946947	0.111876354444	-106.675776534	0.314078544781	0.31198778542	0.0494596893753	0.338702989378	0.320904410899	0.127794908015	0.0615035765446	-63.8233398173
FOXQ1	-0.0558904127	6.4711133333	6.4152229206	0.130074422559	0.107622940601	0.0707568088908	0.17035293692	0.142568734856	0.092494965033	0.101826743498	-25.0223019782	0.773484092428	0.7822598016	0.0520364637818	0.693699759094	0.699114035194	0.0305923150951	-0.382005676182	-300.0	0.522582591508	0.519119769601	0.0538477468331	0.487643212749	0.486759072545	0.0341504528678	-0.0764149101522	-263.471625428	0.334988577519	0.335115902372	0.0366691480754	0.33003314778	0.329581677569	0.0160974536388	-0.0704359349175	-299.668548194
ATOH1	-0.0433124675	4.6328258167	4.5895133492	0.193087647652	0.175627889528	0.0845309320338	0.126051750851	0.110253353852	0.0540777776499	-0.0719279920091	-103.279324069	0.765287047346	0.775021334377	0.0308388238886	0.775120592617	0.778566487211	0.0519413872946	0.309472619966	-130.009421603	0.394864527127	0.388623540887	0.0777157258895	0.352887397781	0.343384993636	0.0405070526801	-0.0452901037317	-300.0	0.282577549339	0.282962176187	0.0196444013295	0.289179184423	0.28821443917	0.0471213377955	0.057075832122	-181.913400876
MYOG	-0.0219246632	5.1665229278	5.1445982646	0.293114569564	0.280054535313	0.0928208082256	0.20738086022	0.200727547816	0.0462985269364	-0.12579288936	-300.0	0.724271518801	0.757953876267	0.0523834213613	0.789574694269	0.803514195153	0.0944907192923	0.12930397555	-300.0	0.367280222074	0.347507909686	0.0597619135955	0.386317759435	0.371227578073	0.106874085819	0.116210957077	-273.191537072	0.351062603273	0.345621312992	0.087094209464	0.386696668685	0.354892668522	0.16549395041	0.0978100952227	-73.8806166815
NKX3-1	-0.0187725392	4.7804244333	4.7616518942	0.175083230686	0.132466344898	0.109600175223	0.221429194828	0.159267548956	0.146966486689	0.118629290216	-9.7815358059	0.772825876026	0.781986779541	0.0498288726098	0.729480276141	0.733864284139	0.0291250449036	-0.173231740396	-300.0	0.513261135715	0.507976213347	0.056893071067	0.457990951757	0.460201309514	0.0400106104951	-0.181562922322	-300.0	0.30114029933	0.296107389671	0.0474473744044	0.285972683664	0.286794378385	0.0172222847224	-0.255571958705	-300.0
NKX3-2	-0.0082280677	5.8686394222	5.8604113545	0.109424379004	0.0842567259366	0.053984624458	0.141092493592	0.108575561449	0.0837751041353	0.0510006622568	-24.6190468144	0.763443835431	0.776788967342	0.0577416188462	0.714943627393	0.71961411976	0.0357259813676	-0.166213014465	-300.0	0.363172953676	0.355812856694	0.0743448362979	0.321373630351	0.314636997938	0.0443057213336	-0.0922133108183	-260.18980901	0.328045559143	0.327547849761	0.0256013922381	0.330231224558	0.330071778296	0.0499543464426	0.1564879776	-12.0730985254
PAX4	-0.0037464452	5.1896305722	5.185884127	0.142025159417	0.123722109229	0.0653135845041	0.201763642079	0.170253955435	0.108746955279	0.14973043958	-53.122433311	0.788481701961	0.798068751678	0.0270163812887	0.81810386161	0.820799578496	0.0439013673233	0.0822141534672	-300.0	0.504111898106	0.499947723552	0.0553328036316	0.478904371723	0.474504608584	0.030094432764	-0.000938648630995	-300.0	0.231408007176	0.208957709807	0.143448998338	0.271793357204	0.262154863479	0.159025106303	0.109991500284	-22.6665708024
FOSL2	0.0101847878	5.5744170111	5.5846017989	0.16093380995	0.139544569962	0.0700644460633	0.253061165832	0.228180445422	0.11334231342	0.0926623009947	140.405158599	0.775909899609	0.784888792645	0.0269922894219	0.835715965052	0.838572670506	0.0459798029278	0.195478309396	300.0	0.339226484839	0.330242316711	0.0420593063858	0.381303913409	0.374987160914	0.0785551000077	0.0398710869724	300.0	0.265549008202	0.264596299371	0.0475385355354	0.260601508429	0.260136111959	0.023171971714	-0.096507940899	140.244491434
SOX3	0.0110805013	6.2065415833	6.2176220847	0.115959569535	0.0938823351349	0.0706203426579	0.0846744476885	0.0676465443026	0.0497766310751	-0.087481868402	38.956320501	0.794073690333	0.796264220003	0.0478981790941	0.78252258904	0.792547949826	0.0298009429479	-0.314677911893	107.30292223	0.481010549286	0.478939857604	0.0337655527735	0.513001016575	0.50919937702	0.0594960004797	0.0421601945059	300.0	0.335414794702	0.335424767345	0.0191068077783	0.346262014556	0.343276118528	0.0435409639512	0.135707281663	300.0
ZNF263	0.013611772	6.7028140111	6.7164257831	0.152530702945	0.141379521857	0.0597769304763	0.122908597866	0.117417773887	0.0350324584342	-0.167660168741	261.970836554	0.780096409188	0.794359705326	0.0286632787354	0.841782798951	0.84666537745	0.0506522955063	0.264514031543	300.0	0.511950365971	0.506065377857	0.0617788681505	0.49605837071	0.487772587881	0.0302779266929	-0.0600366314288	300.0	0.33363261424	0.333384066237	0.0313681551892	0.347569589152	0.34196541784	0.0732861027737	0.0262177504326	300.0
EN1	0.0206112087	5.9012505056	5.9218617143	0.258301378135	0.221828154664	0.0981216767492	0.211896961194	0.187268305723	0.0659445757004	-0.0569399199448	26.8622190663	0.688853573231	0.692763463625	0.0381420453618	0.757895806156	0.772745617859	0.0618526657584	0.217888046215	300.0	0.386120008959	0.375707618259	0.0482166145504	0.430170851555	0.420290184217	0.0896845442746	0.0724467847997	211.662014945	0.307526096418	0.306274456113	0.0571483607511	0.304818432208	0.303884224222	0.0360253142519	-0.144077365775	16.4906662422
HLF	0.0461707656	3.1964068111	3.2425775767	0.294396681422	0.249567613111	0.134838655575	0.235053061466	0.218355607994	0.0809969904383	-0.237017761446	3.99587369465	0.749136221735	0.770971328715	0.0718703422349	0.743576528505	0.750019085155	0.039622736268	-0.160233571387	99.8442966696	0.424360752395	0.40040393566	0.130756677596	0.397035199857	0.361346880513	0.0772153354584	-0.0143113679426	95.0210066426	0.289662456466	0.278935633023	0.097222051676	0.274661485101	0.273400110991	0.0384153361259	-0.0647096498576	25.6815153217
MAFB	0.0472703894	4.6418463778	4.6891167672	0.278830715596	0.244279302922	0.125642092251	0.187818321474	0.170288285691	0.0710183318502	-0.00681494471028	60.490913252	0.788132478389	0.794083431664	0.0574438653236	0.769241037877	0.784356013543	0.0347990503621	-0.270376423481	137.482064393	0.401817327285	0.38059809883	0.105675720139	0.393416422408	0.373911207564	0.0492038666008	-0.193114301426	94.5352872471	0.319154812846	0.319698088217	0.0331057669827	0.335634141715	0.330120156779	0.0739470828176	0.0487131525678	273.825543838
FOXO3	0.0481398669	5.88673935	5.9348792169	0.187684110677	0.161281553778	0.10881549376	0.114517727523	0.0964554301058	0.0675881896055	-0.04119449648	59.2347504791	0.77752434978	0.7861371941	0.0500476816257	0.775332882888	0.779395482482	0.0306584874885	-0.260320989327	271.382762325	0.395515157738	0.392588028289	0.0455809096515	0.44768319448	0.441286831828	0.0775472600344	0.0987430478219	300.0	0.303936001939	0.30323411924	0.0189873439623	0.308736038081	0.308578870738	0.0444234508735	0.0262839844666	300.0
ELK1	0.0522137344	7.7926102444	7.8448239788	0.212370248059	0.185111035592	0.103028551991	0.151176234858	0.129741682656	0.0672365212918	-0.0549817564047	113.108780319	0.72571960229	0.740530235823	0.0819161378227	0.723861995956	0.73346007879	0.0431489479882	-0.169700365522	278.180943814	0.515028800242	0.501571309206	0.110693830512	0.473432287191	0.457181468956	0.0635361119868	-0.0650930719259	263.522543108	0.325672393131	0.318458615747	0.103608635687	0.316586655918	0.316170920248	0.0394289798285	-0.128940515403	38.3905818929
E2F1	0.0598172259	7.0153392556	7.0751564815	0.133507577198	0.119743548255	0.0581528833427	0.0999405199863	0.0921669974908	0.0322321331117	-0.121545298349	107.36133939	0.806413689702	0.815325371171	0.0694343142572	0.750155816088	0.766625785718	0.0364636587933	-0.0348454950638	300.0	0.554910331336	0.540623347547	0.113680543355	0.543133497797	0.526108347161	0.0596589166313	-0.183998287816	139.966695877	0.339357201449	0.338324521614	0.0377819013128	0.360539655599	0.349598843542	0.0984837452405	0.0274132120202	300.0
LHX3	0.0647025619	6.0044417556	6.0691443175	0.153309243252	0.119518932988	0.0982176482714	0.100996275841	0.0817516406541	0.0760249234272	-0.0170956181442	25.6056020491	0.824038539948	0.826610437318	0.0366932656958	0.801029818425	0.8073340591	0.0227634019833	-0.0786529755229	300.0	0.295995515665	0.295371882473	0.0382805561466	0.335743578612	0.331464928807	0.0584578569578	0.0894999399868	227.626260911	0.290699565943	0.290843767019	0.0203555128432	0.295127108341	0.295894749258	0.0343487640221	0.0901288946453	300.0
BHLHE40	0.0733820275	9.5293585333	9.6027405608	0.201550629627	0.167629282861	0.0992334257648	0.150618523669	0.131738159546	0.0597401850728	-0.0804949272155	41.921960045	0.795035745979	0.801357864366	0.0619167437097	0.764894385403	0.782280931668	0.0338719733279	-0.190900871368	239.101226143	0.416560475278	0.399456786772	0.114149777131	0.3913528896	0.364588650793	0.0611723910075	-0.0252357907129	193.709995825	0.293116592246	0.292006317892	0.0510189064809	0.316190257492	0.302717833735	0.106427597684	0.0206746440027	171.596373054
ERG	0.0897659651	3.3495138444	3.4392798095	0.111229466677	0.0935639192892	0.0554128892692	0.0838336984801	0.0758735441265	0.0328655276229	-0.162127488496	104.433261536	0.765821464319	0.780169125403	0.0569757316025	0.755759588387	0.761076041659	0.0321226159415	-0.0905190933981	300.0	0.461010194301	0.454569482933	0.0358797581376	0.49236244368	0.485890606278	0.0654837980326	0.0265131867784	300.0	0.312944959619	0.309987429547	0.0608733618627	0.30398265469	0.303836588005	0.0271827334916	-0.0466504206301	300.0
E2F4	0.0988134026	8.1986014333	8.297414836	0.229404154784	0.206855851173	0.0931673444985	0.176389887513	0.163565130303	0.0527938989784	-0.129840249127	122.033663099	0.805793865192	0.814638658448	0.0701435147854	0.75114365351	0.767758000647	0.0356425200372	-0.0564073654514	300.0	0.503114154902	0.492157658718	0.0977941273926	0.492799818244	0.481187699624	0.0508311524926	-0.195919671012	152.270146804	0.331403035935	0.330884268554	0.0354280561042	0.352240421044	0.341159380082	0.102472946648	0.0142586502359	300.0
SRY	0.1099202765	2.0370843056	2.147004582	0.124471421948	0.102017824192	0.0831669248074	0.09275469114	0.0770106108195	0.0523383190285	-0.22194241792	10.2478519512	0.756867082972	0.76239815794	0.0283778485013	0.784705331984	0.793436135597	0.0478049458425	0.0588055628244	300.0	0.364516078295	0.363464131925	0.0505883719059	0.419378931806	0.41339786772	0.0753485359144	0.0977595553421	294.457340638	0.310871671835	0.310897210146	0.0173072557656	0.316955622834	0.31688505967	0.0414293863506	0.114761848612	300.0
ESR1	0.1130897902	4.0138700722	4.1269598624	0.140909422181	0.124267740873	0.0940597654751	0.103013747079	0.0902935836736	0.075531086324	-0.166278513232	19.2939533033	0.757308969696	0.761958150677	0.0277468131172	0.784251790108	0.79194957098	0.0448651054031	0.0644209214838	300.0	0.482246002278	0.480237278787	0.032394194632	0.508833761276	0.504917002195	0.0521446256969	0.0189299933824	300.0	0.330926124139	0.331358216871	0.0178497374665	0.334273028853	0.336933604856	0.0251689503684	0.118096834908	300.0
FOXI1	0.1647713873	4.9353065333	5.1000779206	0.177579809097	0.150661750131	0.0864104020289	0.135506830232	0.116454987059	0.0705568089893	-0.072480463551	45.8183918613	0.80469903412	0.809538639424	0.0419938553066	0.792749575254	0.800756610976	0.0259156826526	-0.265665438	229.238231338	0.514666022342	0.512703441791	0.035780218483	0.548036676219	0.54364049358	0.0559354449938	0.0386718888406	300.0	0.28515319163	0.285388451021	0.0182954932675	0.291127176663	0.291207526668	0.039253654346	0.0981226958226	300.0
NR5A2	0.1681416079	3.2204742333	3.3886158413	0.190038846292	0.160499767927	0.0968378072032	0.139461509136	0.122456243057	0.0570324017308	-0.0580659064108	53.8885618883	0.774345467768	0.786693897361	0.0514590232504	0.76907851093	0.773441479331	0.0313108377912	-0.124901025629	300.0	0.406537901116	0.398349308636	0.0484168580995	0.450640512269	0.441674794119	0.0814831808548	0.0837135451788	300.0	0.325109270469	0.324739004211	0.0267607616267	0.337844720254	0.333751740959	0.0593774978555	0.0427695152403	296.340045821
NR2E3	0.1698236063	3.9630647111	4.1328883175	0.163870391304	0.125990990746	0.100402730853	0.12356804145	0.0841718801559	0.0987920281214	-0.0307414733981	12.8587988636	0.780429641544	0.791677631538	0.0318204911849	0.816146477021	0.820426937517	0.0461759752526	0.00256974129469	240.301810629	0.329729157029	0.322262589181	0.0433441435343	0.369193233495	0.361021563913	0.0755919361275	0.10126188376	120.338779222	0.335800730028	0.334714186401	0.0556265988727	0.331763732095	0.331345817392	0.0220865490033	-0.106998810708	16.6118653595
AR	0.1778825566	3.4316552	3.6095377566	0.113852816497	0.0974115001011	0.0502468382744	0.147534506463	0.125580295406	0.0695977721262	0.0401186897915	45.6045254251	0.778216708267	0.78650672267	0.0500124082874	0.775487358389	0.784204703892	0.033599497416	-0.291628484483	64.9447092752	0.311257909026	0.3043640313	0.0416445145969	0.345662993847	0.340401394076	0.062291962512	0.0441371799829	279.283933733	0.300958456502	0.300916227099	0.0328411926521	0.315634376487	0.311519632853	0.0513901623124	0.172086862648	271.518325163
ESRRA	0.1861202667	7.4537839556	7.6399042222	0.250650125182	0.228139066834	0.0844800183003	0.209938223138	0.197263481225	0.055605024292	-0.168662825805	17.9714339457	0.77564775651	0.788040307912	0.0513142876336	0.769935843745	0.774073468956	0.0308461206945	-0.110020227918	300.0	0.563085184717	0.557874584709	0.0376112513592	0.593460840451	0.586730693601	0.0661057569022	0.0371158608371	298.077839814	0.285681455563	0.285292567113	0.053595210556	0.280506137485	0.28058323265	0.0263056380112	-0.0700375280674	97.5524869987
NR2C2	0.2028058757	7.6002743889	7.8030802646	0.199555677067	0.165382599517	0.10047474174	0.154556743439	0.141102221917	0.0582396478488	-0.17862631999	59.0295083931	0.819287763047	0.825356855473	0.0556314977976	0.780457069647	0.796640073148	0.0299576868371	-0.0210586286857	300.0	0.365904431542	0.35635767777	0.0925409409447	0.351892477247	0.334458819916	0.0436531663072	-0.0841092921364	300.0	0.320565568599	0.317237052528	0.0728056371941	0.311893700327	0.311595248527	0.0316542320827	-0.0604429956404	244.48552776
TCF12	0.2044455873	8.2854513333	8.4898969206	0.194475354677	0.164042574471	0.087538774671	0.167698654429	0.150224722862	0.0590100715256	-0.216990982199	28.6644099926	0.791902583025	0.796803875082	0.0510609932723	0.777902973924	0.791340383204	0.0294289475304	-0.295731108492	197.155494083	0.467294990621	0.459307045824	0.0874389063959	0.439172300269	0.427856229793	0.0436417138461	-0.0251492478372	300.0	0.314254214059	0.313781860692	0.0243067151134	0.330400119487	0.325009576583	0.0583915013559	0.112192675244	300.0
NHLH1	0.2087423466	4.6391893889	4.8479317354	0.127548114498	0.110228483545	0.0575431949529	0.180364846828	0.149772698762	0.0976937480544	0.0139095722048	63.779093342	0.773139450106	0.780345247123	0.0624209592066	0.760931305901	0.778483284567	0.0358155383257	-0.277997498233	68.6300335086	0.426606397076	0.413451688995	0.105892219828	0.402205874444	0.383360908398	0.0540356813085	-0.0707069065782	113.585476929	0.321208743387	0.320684196578	0.036727151996	0.339791104339	0.332312528198	0.0818042093876	0.0722273708796	212.990665657
THAP1	0.2326709847	6.1018166556	6.3344876402	0.108418710651	0.091659504363	0.0567646582042	0.0814971777963	0.0740685645087	0.0357611099918	-0.170486582599	75.587472109	0.805191935427	0.810007223664	0.0496559068896	0.777231917646	0.789534184899	0.0290424785917	-0.148729775288	300.0	0.460533068613	0.454373826462	0.0355918574244	0.492603916604	0.486271809307	0.065294761054	0.0310669040766	300.0	0.327063468493	0.325788592073	0.0520362205468	0.318866039262	0.318820385569	0.026287971432	-0.00823057778131	300.0
FOXD3	0.2435801553	5.7794986278	6.0230787831	0.185411451085	0.158711311347	0.0887711895576	0.144383626498	0.126936380046	0.0625783137759	-0.127800464893	44.7787769528	0.771821891391	0.776528500156	0.0260938144243	0.792635029842	0.801296351681	0.0447289703648	0.0105001833898	300.0	0.377322315462	0.374951617346	0.0339981328365	0.407939702731	0.404022733916	0.0510446152579	0.0603314775521	300.0	0.359907992563	0.360448647376	0.0173863805652	0.368417409038	0.368437218266	0.0350828110478	0.209957319524	300.0
