FACTOR	EXPR_FOLDCHANGE	EXPR_GM12878	EXPR_K562	HINTBC_GM12878_protection_mean	HINTBC_GM12878_protection_median	HINTBC_GM12878_protection_std	HINTBC_K562_protection_mean	HINTBC_K562_protection_median	HINTBC_K562_protection_std	HINTBC_protection_ks_stat	HINTBC_protection_ks_pvalue	HINTBC_GM12878_tc_mean	HINTBC_GM12878_tc_median	HINTBC_GM12878_tc_std	HINTBC_K562_tc_mean	HINTBC_K562_tc_median	HINTBC_K562_tc_std	HINTBC_tc_ks_stat	HINTBC_tc_ks_pvalue	HINTBC_GM12878_fos_mean	HINTBC_GM12878_fos_median	HINTBC_GM12878_fos_std	HINTBC_K562_fos_mean	HINTBC_K562_fos_median	HINTBC_K562_fos_std	HINTBC_fos_ks_stat	HINTBC_fos_ks_pvalue	HINTBC_GM12878_flr_mean	HINTBC_GM12878_flr_median	HINTBC_GM12878_flr_std	HINTBC_K562_flr_mean	HINTBC_K562_flr_median	HINTBC_K562_flr_std	HINTBC_flr_ks_stat	HINTBC_flr_ks_pvalue
MAFB	0.0472703894	4.6418463778	4.6891167672	0.118533777812	0.102889309258	0.0827510333937	0.176603484813	0.154198724949	0.0848655344363	0.0252850507396	110.826161588	0.649058434937	0.656605504434	0.0937913739537	0.639748902288	0.651378089424	0.0414929486296	-0.0365890181723	24.4025745433	0.492579248346	0.489404660282	0.048147484397	0.532778748699	0.517614628221	0.0928063618014	0.176663990473	82.2463328987	0.310384554247	0.310635208206	0.0152141701591	0.317912229066	0.316741098067	0.0425286654837	0.202031089074	300.0
FOXO3	0.0481398669	5.88673935	5.9348792169	0.0569092975697	0.0454818834419	0.0439044828411	0.0857938395197	0.0700120737837	0.0523047930931	0.0837986793365	95.980495312	0.624447304789	0.629209450312	0.0375178446635	0.647223527694	0.66001677494	0.0882585659315	0.140593780139	41.9202157715	0.53374245232	0.535043586086	0.0388282529097	0.539072697742	0.539832564136	0.0642671709766	0.0431399401064	31.1796361368	0.30357439916	0.303190269403	0.0116579886107	0.30872853108	0.308810266665	0.029922874369	0.167206051396	300.0
ELK1	0.0522137344	7.7926102444	7.8448239788	0.091058247628	0.083867391055	0.053368687836	0.0544730018924	0.0508158634049	0.0336666794494	-0.0182664180897	160.761223717	0.630145630577	0.631851973434	0.0801264733009	0.620571503492	0.631848131663	0.0445977984131	-0.100005513043	18.2176688303	0.472770310054	0.467169356185	0.0589769875525	0.490978824504	0.483568048629	0.0875689818975	0.0464294212856	34.3375016197	0.316018061553	0.315688459616	0.0257421818736	0.32451348484	0.321448909667	0.0704284963405	0.128670989893	300.0
E2F1	0.0598172259	7.0153392556	7.0751564815	0.101943897396	0.0899882812996	0.0509936603433	0.166461205814	0.150650087469	0.0849494532847	0.032141571915	300.0	0.662927129734	0.674458869364	0.040995001313	0.739063070483	0.744600953832	0.0764406575821	0.270387484534	300.0	0.502903087984	0.499506206694	0.0510936483048	0.524412388023	0.519928163467	0.079278459668	0.117362346313	121.508560399	0.339832329812	0.339445416079	0.0224760038259	0.349193519429	0.346282242872	0.0601581628846	0.216701999485	300.0
LHX3	0.0647025619	6.0044417556	6.0691443175	0.163852281585	0.13980510591	0.089705053316	0.253021512441	0.208515345087	0.115237944031	0.154359300924	72.1067612458	0.613471064892	0.619443050739	0.0414079448365	0.632967021381	0.650383636386	0.112198039678	0.130414021012	10.1943230121	0.296653150381	0.2969604269	0.0370038514206	0.298564077	0.297256362174	0.0524460934827	0.00934678975376	7.45965406639	0.29053697317	0.290623961542	0.0142101905042	0.296545736247	0.296520961019	0.0273946408326	0.185078443959	300.0
BHLHE40	0.0733820275	9.5293585333	9.6027405608	0.0862266354308	0.0769329869809	0.0631614303625	0.142010319302	0.121164364563	0.0804399562807	0.0155209465282	89.8915492663	0.611436437922	0.621724370932	0.106476680429	0.60479296615	0.621320115237	0.0491201920971	-0.00180109487785	29.1481174809	0.392356736944	0.387459855288	0.0549907123346	0.403212772982	0.394809727473	0.0839837873634	0.0239960519018	16.7069640096	0.292298959862	0.292135678283	0.0230930213075	0.302681691027	0.298724929337	0.0564273980895	0.255639821773	300.0
ERG	0.0897659651	3.3495138444	3.4392798095	0.11500531429	0.104153973351	0.05369747223	0.18512939355	0.158227764973	0.0939850825794	0.0387427825521	300.0	0.675617706003	0.683997236683	0.0317073884059	0.747380487908	0.751887750123	0.0730507045429	0.339047150401	300.0	0.506201339862	0.504506262055	0.037554762977	0.515146042876	0.513603958853	0.0571182193624	0.0535655513643	121.277611531	0.30378557026	0.303770731144	0.0139008786661	0.311351436864	0.310184282293	0.0363240868451	0.243360034784	300.0
E2F4	0.0988134026	8.1986014333	8.297414836	0.164693828478	0.150967942981	0.0868192513958	0.10246320488	0.0897221247375	0.0516287137361	-0.00474788154859	287.890062117	0.660364568412	0.671109630323	0.04027091679	0.728232677279	0.733624101002	0.0765928643853	0.217278868643	300.0	0.465058502478	0.461573728804	0.0433384591084	0.486117058636	0.481663970638	0.0693132665127	0.138930875262	180.074490057	0.335066096478	0.334827801853	0.0218630966608	0.344845320248	0.341621672476	0.0640651123078	0.211106808385	300.0
SRY	0.1099202765	2.0370843056	2.147004582	0.0428115505639	0.0330116256244	0.0326791175289	0.0640685001431	0.0517826236552	0.0598470068162	0.12280778255	80.679000142	0.639367810455	0.645952641392	0.0364498301469	0.644892729196	0.653090000638	0.0943089567226	0.0515064441168	11.4505397213	0.456180230499	0.456118863203	0.0571127196908	0.454144072799	0.456114028995	0.0382384080984	-0.00665593534378	8.98480357531	0.311292722801	0.310991164887	0.0120499557771	0.31810739039	0.317588130511	0.0304190444666	0.21749495771	300.0
ESR1	0.1130897902	4.0138700722	4.1269598624	0.0441521340872	0.0348789499629	0.0337577227541	0.0663985533959	0.0536076963949	0.0504739087835	0.144204503496	162.253598354	0.619718440999	0.626374931126	0.0398417423898	0.631973079141	0.640673913968	0.10064327395	0.126841782655	27.0400403281	0.383590257105	0.382481993218	0.0280433618658	0.387797116013	0.386922788477	0.0418473739728	0.0504084536998	28.3695683864	0.331992777106	0.331948806037	0.0114462598562	0.338672475802	0.338807705085	0.0211822289837	0.294260427758	300.0
FOXI1	0.1647713873	4.9353065333	5.1000779206	0.0434090032912	0.0347574962826	0.0316580343972	0.0649718136826	0.0533305622577	0.0519672165404	0.163977667541	130.581077845	0.666792992685	0.671048892636	0.0881093284669	0.666015778656	0.66847412386	0.0349896912527	-0.00293027159031	11.1420130365	0.352885593897	0.353275944002	0.0343922993383	0.353703384258	0.353572209592	0.0480594792411	0.0139618918479	19.6278387965	0.311762693492	0.311558088043	0.0131135928582	0.319211774411	0.318500789732	0.0289562848537	0.237014670389	300.0
NR5A2	0.1681416079	3.2204742333	3.3886158413	0.061022476619	0.0510339931626	0.0484608593317	0.0916520747864	0.0759874155192	0.0513054547298	0.0616332545123	105.027414438	0.679551982972	0.686486875082	0.0359449994608	0.713528593518	0.720134315277	0.0773585665253	0.085803841988	59.1615593347	0.465379831758	0.466060779442	0.0437879457408	0.47404722247	0.475293744828	0.0680107169748	0.0533194005121	33.6667544839	0.324789699612	0.324688810101	0.0125475847721	0.332549434468	0.331843540905	0.0331288197724	0.28318568923	300.0
NR2E3	0.1698236063	3.9630647111	4.1328883175	0.142995422497	0.114293985798	0.0956888712129	0.218826730857	0.183237273037	0.110671641701	0.0210442125181	21.4908660956	0.634420890353	0.642504304453	0.0470326548534	0.634941693481	0.646724181738	0.101855953411	0.0336701325481	6.13050640329	0.393616689593	0.392487568723	0.0436295626643	0.402005553448	0.400322142124	0.056392130417	0.084875664243	9.69087525521	0.3100673877	0.309911224318	0.0104041633646	0.31804157456	0.316723846321	0.0324202048092	0.270191079833	300.0
AR	0.1778825566	3.4316552	3.6095377566	0.139994224593	0.101961990128	0.104574301679	0.190355519015	0.156395364909	0.115425962534	0.0330728237278	60.483278986	0.630556139823	0.637047621935	0.0383265236756	0.638213255484	0.650405433084	0.0957420283027	0.0444633819368	14.8268247156	0.519270880887	0.519881154734	0.0439651608655	0.529102378422	0.52728181623	0.0652098602066	0.0462903270215	15.6478046379	0.302350926753	0.302086416202	0.0159317793222	0.309384121641	0.308881586314	0.0333765071036	0.195774493706	300.0
