FACTOR	EXPR_FOLDCHANGE	EXPR_GM12878	EXPR_K562	Protection_GM12878_protection_mean	Protection_GM12878_protection_median	Protection_GM12878_protection_std	Protection_K562_protection_mean	Protection_K562_protection_median	Protection_K562_protection_std	Protection_protection_ks_stat	Protection_protection_ks_pvalue	Protection_GM12878_tc_mean	Protection_GM12878_tc_median	Protection_GM12878_tc_std	Protection_K562_tc_mean	Protection_K562_tc_median	Protection_K562_tc_std	Protection_tc_ks_stat	Protection_tc_ks_pvalue	Protection_GM12878_fos_mean	Protection_GM12878_fos_median	Protection_GM12878_fos_std	Protection_K562_fos_mean	Protection_K562_fos_median	Protection_K562_fos_std	Protection_fos_ks_stat	Protection_fos_ks_pvalue	Protection_GM12878_flr_mean	Protection_GM12878_flr_median	Protection_GM12878_flr_std	Protection_K562_flr_mean	Protection_K562_flr_median	Protection_K562_flr_std	Protection_flr_ks_stat	Protection_flr_ks_pvalue
MAFK	-0.1667808765	5.9367657389	5.7699848624	0.187451714637	0.164768998341	0.0904914162435	0.123184380973	0.11088570836	0.0623152856303	-0.0522051962018	-286.299938908	0.765058067883	0.775969102507	0.030841513216	0.788080948094	0.791552964577	0.048843247896	0.198319546195	-245.474246824	0.216013412914	0.17541837744	0.146320993673	0.174027621665	0.163213338871	0.0638430074451	-0.0179750550257	-3.17677283785	0.270074384974	0.266069123559	0.0524389758764	0.261250359958	0.26071103575	0.0214370798126	-0.00891667902418	-300.0
PAX2	-0.1591111566	5.4571127333	5.2980015767	0.134023910633	0.115508614664	0.0677774614779	0.169001246379	0.139817430939	0.0987845208524	0.179763951908	-29.8131920346	0.717828437692	0.740911941351	0.0413342614845	0.738209753188	0.746847863229	0.0822769526233	0.255354357295	-44.4889529154	0.482724892635	0.406790150465	0.265670803706	0.422374679373	0.367861743018	0.166288587089	-0.014481409002	-0.700927052302	0.308450146835	0.302093274934	0.0478785496757	0.322665604433	0.307029687928	0.110046232082	0.085144700118	-73.0531960666
ZNF354C	-0.1560589466	2.5165529889	2.3604940423	0.117646063662	0.0961231427063	0.0714960817724	0.162940341311	0.134988747742	0.100192118177	0.0740552827449	-146.078806709	0.765345466704	0.778577365258	0.0381671480027	0.774740668236	0.78058407099	0.0517117059446	0.325913363103	-56.231047857	0.468153211034	0.438879976233	0.0976554926071	0.468428140563	0.441717230204	0.136326164387	0.0985507246377	-0.341109784851	0.325008088675	0.318201081966	0.0558089144647	0.316156730558	0.31303113974	0.0226641780844	-0.0673294926071	-300.0
CTCF	-0.1501554426	8.7064197389	8.5562642963	0.100421913469	0.0917325702321	0.0387942927545	0.132958608608	0.116890891968	0.0639978678071	0.167920599546	-300.0	0.8161016438	0.821105029074	0.052909404955	0.769017266788	0.783240615226	0.02995709717	-0.0816852133526	-300.0	0.460051173697	0.430796287552	0.129387099967	0.42362909551	0.413175931758	0.0648500960014	-0.0325500556174	-13.9587368418	0.331610772184	0.329844548652	0.0215163623761	0.338358109586	0.334847233429	0.0531144930602	0.0217256573935	-300.0
HNF1A	-0.1420992513	4.9258633889	4.7837641376	0.229649364464	0.20350058352	0.0820355370716	0.185675134274	0.168159625256	0.0514303435037	-0.0746702251658	-195.255603918	0.771871952094	0.782359209916	0.0504723686655	0.7177030882	0.719490815987	0.0326542296639	-0.232600206722	-300.0	0.313494768846	0.26295075642	0.206507832743	0.273360766929	0.247392622325	0.120106170555	-0.0523867809058	-1.42227780531	0.360353975757	0.356669935462	0.0416454892806	0.351494928636	0.350245543155	0.0233652960436	-0.0902424776506	-300.0
FEV	-0.1396182302	6.8418069444	6.7021887143	0.140939457426	0.126723963533	0.0482815788287	0.182573950469	0.161621472584	0.0740718620314	0.0374966432236	-300.0	0.726627074837	0.734680839355	0.0390432287637	0.742721290011	0.762328765642	0.0674927779462	0.0306319748443	-300.0	0.306952909199	0.281159729182	0.108364366548	0.376570562843	0.314504771465	0.198461196413	0.0148178269356	-3.08081008927	0.343047100191	0.344007725779	0.0293707013897	0.350738241451	0.348901233509	0.0639869093757	0.0752873960862	-300.0
FOXL1	-0.1054099931	6.8846849667	6.7792749735	0.208143987478	0.180104692909	0.107603525129	0.144928769687	0.12946678612	0.0700249034308	-0.0136092500807	-89.4129337722	0.764721790345	0.76603808984	0.0320633866488	0.774870588645	0.785255060098	0.0486778439298	0.174643172706	-239.342201165	0.282093560553	0.25820962691	0.116947445199	0.289647430085	0.270129680368	0.158192437876	0.0555555555556	-0.302082995499	0.200813194376	0.168084925189	0.155878566996	0.244412955365	0.227019204113	0.157219097001	0.189387546216	-4.16849389866
FOXF2	-0.1000125386	5.8514796444	5.7514671058	0.188475977949	0.165612623434	0.0808584704663	0.132300956769	0.121804469517	0.0502263512319	-0.10579849751	-300.0	0.76979440917	0.780457442056	0.0569705309934	0.706757840265	0.712642238695	0.0319306834769	-0.303221575865	-300.0	0.346982680492	0.316420567223	0.162505007912	0.315646764301	0.303954253828	0.0729098483239	-0.01918767507	-1.69916312633	0.287534815082	0.285963554549	0.0231378755005	0.297489497377	0.297683858134	0.0486825056392	0.0100143290888	-300.0
FOXC1	-0.0984576794	6.9359443778	6.8374866984	0.112205067148	0.0741665654301	0.0803306683513	0.16823457766	0.11071532627	0.131619081223	0.0371330214452	-27.9471516834	0.755987255663	0.768043179287	0.0524356966444	0.718436128981	0.721672622004	0.0330635810372	-0.0905621661142	-205.957205679	0.60172021802	0.635185573656	0.237589984885	0.506873869638	0.488707127234	0.216614537787	-0.169696969697	-0.554615154128	0.166844058308	0.165852828235	0.0150751698889	0.173234146593	0.169426837718	0.0584331732949	0.101497287754	-30.8889359683
CDX2	-0.0860509947	6.1550031111	6.0689521164	0.103957032091	0.0856846687425	0.0537428499308	0.142577826406	0.114741337129	0.080815120908	0.0394560259069	-123.520963991	0.770027515983	0.774486437994	0.0302577634861	0.774227767208	0.784119199749	0.0477347634138	0.224283259915	-149.80041536	0.405595880688	0.384429302834	0.172658005707	0.394967796914	0.375931957439	0.105742435148	-0.00254010695187	-1.12726671875	0.312320203125	0.310939621125	0.0200664611542	0.314633993848	0.315231806725	0.0472711326528	0.0668516418886	-180.75531347
PPARG	-0.0787696799	2.7470595	2.6682898201	0.222153867602	0.213039701788	0.05793424596	0.280676553213	0.263894636815	0.0893438998477	0.00160572355312	-183.127050052	0.830027236242	0.834314146909	0.0456282126248	0.776872750894	0.788415035626	0.027712232368	-0.23402040135	-300.0	0.33490001656	0.304206299222	0.124797949538	0.3609879135	0.313717940259	0.176512776224	0.0917378917379	-0.363406003501	0.271249629017	0.268079096936	0.0446969639931	0.264173929781	0.263152123437	0.0226294809514	-0.00450586247363	-300.0
GATA4	-0.075628319	6.0066849222	5.9310566032	0.102050851901	0.0843358030314	0.0604691022912	0.141495210624	0.122989123081	0.0925963545086	0.140554989344	-96.8026926296	0.741158175005	0.750037436883	0.0320125009651	0.748063459699	0.755308998261	0.0584238114149	0.283201535892	-114.76408481	0.353634449356	0.310496146689	0.151881942599	0.303049468646	0.288763062332	0.090809683467	-0.0519114921223	-3.08406612828	0.299603591285	0.297824219727	0.0171610621908	0.30388352215	0.302527694978	0.0564616402948	0.0462233191263	-300.0
HOXA9	-0.0604689519	2.9673686556	2.9068997037	0.174781122799	0.154750427358	0.0583744984665	0.218060802633	0.184833394993	0.0874971916775	0.0161356259404	-113.633895598	0.767106299986	0.77097470581	0.0308527912402	0.767650668603	0.779597832271	0.0513963788587	0.246366547567	-87.9493733002	0.249533674887	0.178573602839	0.197890421758	0.156805854257	0.148019569826	0.0776023200786	-0.132352941176	-2.91012958928	0.302580225904	0.300252850264	0.0216132155093	0.302721858572	0.303564093833	0.044624209706	0.0782319969903	-140.494065811
ZBTB33	-0.0601326492	7.7412005222	7.681067873	0.28251020769	0.254719954046	0.0973570867667	0.220262424311	0.203846718983	0.059436581318	-0.0358398567946	-234.440425092	0.723107250534	0.737028759856	0.0393357086823	0.783185689052	0.792861767038	0.0719692779797	0.0506482765213	-300.0	0.340046985643	0.288378822065	0.136638413113	0.392132781067	0.332092113548	0.202410083405	0.0136363636364	-1.69082548324	0.317950430498	0.317085839648	0.0437652912166	0.338429687589	0.323722443017	0.115521473114	0.0940096157951	-142.663524235
FOXQ1	-0.0558904127	6.4711133333	6.4152229206	0.10314696564	0.0915659591936	0.0507514937827	0.142097005837	0.118051250773	0.0736513558582	0.089031744382	-117.964252938	0.768790351205	0.777798118017	0.0524746891742	0.691184048889	0.696790949732	0.0319848916989	-0.361962263888	-300.0	0.278869552457	0.224516312265	0.206586030652	0.217525514416	0.201789598331	0.111192280349	-0.0372181644967	-1.69601328434	0.332592117104	0.334371463346	0.0160190472122	0.337847581993	0.339940512643	0.0391117958756	0.0182855246196	-300.0
ATOH1	-0.0433124675	4.6328258167	4.5895133492	0.193538433237	0.172996442174	0.0836881701189	0.13024212794	0.111837134389	0.0559588258653	-0.0618235017114	-300.0	0.759727992329	0.769977790344	0.030865770312	0.769285031673	0.772997605536	0.0515136903766	0.309429712196	-110.682673396	0.233365083378	0.199955598755	0.151810022153	0.194720828235	0.180477784286	0.0779970118516	-0.0557868238472	-4.9698550061	0.285665945424	0.288063115851	0.016415599421	0.292985800776	0.293896020153	0.0452340051427	0.0190667762484	-300.0
MYOG	-0.0219246632	5.1665229278	5.1445982646	0.284965628909	0.272238952426	0.0884317186212	0.205812111905	0.197897568039	0.0473580076304	-0.123618748063	-300.0	0.715430485398	0.747930411405	0.0515419908118	0.782632669139	0.79367607157	0.0939274437348	0.137727916956	-300.0	0.491225949722	0.485205136648	0.184022784359	0.373001420154	0.33798587988	0.118813657415	-0.149038557567	-24.5104519837	0.406686104001	0.359178587252	0.164220045097	0.346538247381	0.343945010688	0.0714442239353	-0.143751166388	-300.0
NKX3-1	-0.0187725392	4.7804244333	4.7616518942	0.181362839882	0.154070092938	0.105313918143	0.224953759631	0.158633524456	0.138167059356	0.076641117686	-67.4685710513	0.767656425855	0.777941577959	0.0500485145243	0.725352514291	0.729416243813	0.030292734772	-0.160650573111	-300.0	0.28005322039	0.23232289094	0.202377760227	0.242249177665	0.226567133725	0.0753249224589	-0.0205882352941	-0.911714956476	0.2689071439	0.264703946084	0.0519649450996	0.260573909233	0.259048729317	0.0179224795447	-0.0361613361103	-233.521248392
NKX3-2	-0.0082280677	5.8686394222	5.8604113545	0.108566223555	0.0860797989952	0.0498057731509	0.143713540183	0.111306177507	0.0769088708695	0.0120658277191	-114.539692416	0.754806716639	0.76930291162	0.0588341315592	0.709673198348	0.714998816533	0.0357410634267	-0.163835413684	-300.0	0.316271289418	0.228190759335	0.24924243444	0.215940235275	0.210726819536	0.0461278462092	-0.0760290556901	-1.92345860738	0.344520664425	0.340074070519	0.0501959197625	0.336254006041	0.33367444449	0.0161004034201	-0.0941062220965	-300.0
PAX4	-0.0037464452	5.1896305722	5.185884127	0.124973856989	0.10683133641	0.0592900906398	0.17196983081	0.143889932417	0.0923277564647	0.141109566983	-200.292558387	0.784072266896	0.793641059922	0.0278935352111	0.816214346854	0.81866352508	0.0448056033853	0.0628122702448	-300.0	0.382869709862	0.366633285424	0.0888555246753	0.402498525236	0.378059369315	0.144035103859	0.0269393362925	-2.86943100588	0.182710423128	0.161711318792	0.124559857842	0.218135455638	0.197302437857	0.143434155997	0.22671843655	-7.59815101322
FOSL2	0.0101847878	5.5744170111	5.5846017989	0.131890432314	0.11196775304	0.0579759206404	0.203951686109	0.181293624835	0.0907253890581	0.101554048489	300.0	0.771851741486	0.781122571493	0.0268466520129	0.830799974544	0.833819958071	0.0457214594101	0.207879168424	300.0	0.241739121166	0.219982705134	0.135344600517	0.221228353594	0.206228388424	0.0830936609194	-0.0180326075063	2.81897032375	0.270094851715	0.270824713138	0.0460672615592	0.260843663253	0.259756047055	0.0191798821794	-0.00942516764847	300.0
SOX3	0.0110805013	6.2065415833	6.2176220847	0.116298899403	0.0944181721195	0.06447849914	0.0858019858148	0.0693503961688	0.0437062609601	-0.0510755233085	191.89987051	0.791366474371	0.7932075714	0.0489953520784	0.776988104294	0.786986667073	0.0305990481413	-0.294956144142	120.338099028	0.281665903218	0.271620401167	0.093651962411	0.321815108119	0.271929289793	0.1640867957	0.000146788990826	1.79694105321	0.286589282968	0.286308213461	0.0160857953935	0.293883624355	0.291826447639	0.0445500475062	0.0221607688947	300.0
ZNF263	0.013611772	6.7028140111	6.7164257831	0.152798570505	0.142259373077	0.0577843864255	0.123728697819	0.116468370486	0.0354830903898	-0.137549535951	300.0	0.769799459059	0.784225344991	0.0289369923241	0.837962228784	0.843163890127	0.0523981535738	0.29257379211	300.0	0.421794681345	0.409682739391	0.0583168190748	0.460772713919	0.429680848134	0.120623635602	0.0396652007377	32.8027699301	0.340478142595	0.33852209202	0.0228809817069	0.347841601908	0.344368678358	0.0570636301109	8.91948913879e-05	300.0
EN1	0.0206112087	5.9012505056	5.9218617143	0.257195638718	0.221336228056	0.0925642637354	0.217121629352	0.186604875333	0.0687495844936	-0.00559932736779	120.076804838	0.68371071259	0.688512838924	0.0385789818476	0.7486956624	0.7640949434	0.0624530396622	0.21636125711	300.0	0.255604790086	0.211043675895	0.181483461005	0.226006234787	0.207075007123	0.0843601263151	-0.0252979896816	0.738006085105	0.313060473771	0.310629448256	0.0307978611897	0.319588726704	0.316752577554	0.0540747430855	0.0390082553193	270.257563558
HLF	0.0461707656	3.1964068111	3.2425775767	0.222548254731	0.185718867336	0.0980730859763	0.173559644044	0.152624119679	0.0637481875837	-0.0924874775507	38.242365584	0.741686668418	0.764038825535	0.0728315147029	0.737130099872	0.743246812426	0.0409221602886	-0.158883583461	85.0445438139	0.288062347845	0.251526378822	0.118669755636	0.379767583547	0.267105954659	0.258115203865	0.0559139784946	1.265626423	0.26581727819	0.253856499863	0.0926144480668	0.253040560663	0.248529785428	0.0284854557991	-0.0553066752093	75.0934014716
MAFB	0.0472703894	4.6418463778	4.6891167672	0.157657468234	0.139598735157	0.0585959854474	0.225525049755	0.195199321869	0.0958200257625	0.0240975029979	220.346388947	0.783491721353	0.789961688379	0.0586116167645	0.758173400948	0.773420209912	0.0351587287055	-0.214149943613	196.234886568	0.476492916728	0.456281322275	0.0854416472149	0.569636828095	0.509267679794	0.168626048542	0.150079744817	7.30169953939	0.318282328876	0.317006095206	0.0262841004981	0.331025959476	0.324023377955	0.0621829414157	0.0946020618707	300.0
FOXO3	0.0481398669	5.88673935	5.9348792169	0.189384988117	0.165912117632	0.10630513907	0.118397591869	0.0999002668954	0.0646705681155	-0.0262360365847	247.946626228	0.774268738158	0.782689855371	0.0508779128025	0.774014907279	0.778371925461	0.0317137667031	-0.291237621171	167.227289948	0.323416215847	0.300252421326	0.147595426495	0.321109940058	0.298007306085	0.0946381891851	-0.0789743589744	0.448070129234	0.30674237896	0.308336189632	0.0188715537293	0.317135340518	0.315044889406	0.0454781788556	0.0654772585352	300.0
ELK1	0.0522137344	7.7926102444	7.8448239788	0.212013709221	0.182519963154	0.103744641873	0.15092726477	0.127526652791	0.0685870018159	-0.0333583538194	251.351332313	0.721248290124	0.728607951423	0.079926947474	0.710658977113	0.723011384039	0.0419530788221	-0.22370489059	160.772354732	0.387349224269	0.343343829842	0.163250987024	0.338494891544	0.312772474006	0.0963549584311	-0.0145204027557	2.65048380806	0.334657758012	0.327211509225	0.0993402619476	0.320629374355	0.321160709323	0.0382980218016	-0.124423223044	139.597494533
E2F1	0.0598172259	7.0153392556	7.0751564815	0.133426270155	0.118819132114	0.0562731703529	0.102866631068	0.0937308328914	0.0356192833019	-0.131025105615	226.706826068	0.737857977168	0.753632973955	0.0361401730948	0.800516596497	0.809482535469	0.0688279369622	0.0206778415849	300.0	0.43757030342	0.410831229256	0.104872589203	0.521848054183	0.463128655566	0.191540879005	0.0472334474823	7.18897424544	0.332454632016	0.318218720936	0.091212235162	0.316394615199	0.311288085773	0.0370211538475	-0.0220725017871	300.0
LHX3	0.0647025619	6.0044417556	6.0691443175	0.105586963343	0.0863786096843	0.0605886780132	0.1542792991	0.125283595623	0.0900379347484	0.0212690306928	130.45936732	0.822423947946	0.8244462032	0.0374095240593	0.797187018547	0.804052252175	0.0238731535604	-0.0586739205427	300.0	0.427480374326	0.404969631819	0.150547794678	0.412071289472	0.398141565478	0.0768699281875	-0.0421895006402	0.324879045935	0.298971212516	0.297226564868	0.0224532855031	0.306906081572	0.303487592508	0.0472421948175	0.0606380330589	300.0
BHLHE40	0.0733820275	9.5293585333	9.6027405608	0.200141167613	0.162254782671	0.0952627865693	0.15200899828	0.128929473898	0.0625498152247	-0.0281897779273	175.860180107	0.790262331724	0.797356012997	0.0632562633618	0.753961256089	0.772553487573	0.0336755942896	-0.131679531349	299.998330487	0.319297901487	0.293233407035	0.09563052059	0.427889494528	0.336559890262	0.204660182932	0.089566755084	4.70421355381	0.300334841449	0.298150129874	0.0393816454016	0.316762585564	0.30526146772	0.0870037345267	0.0830650513657	300.0
ERG	0.0897659651	3.3495138444	3.4392798095	0.114871865801	0.0955422834192	0.0552163055644	0.0879272715088	0.077798616441	0.0342201747456	-0.127284706303	300.0	0.756303804195	0.771265915013	0.0578013401183	0.75150726639	0.757236318011	0.0317116861048	-0.126431776606	300.0	0.480014757102	0.472695857669	0.0537226588322	0.520932980431	0.490338075882	0.135402676775	0.0256727410065	10.0441440336	0.315039482932	0.314320622803	0.0527129380641	0.310461874282	0.309424808649	0.0223486883658	-0.0695853235744	300.0
E2F4	0.0988134026	8.1986014333	8.297414836	0.14807915622	0.131770955351	0.0592188375291	0.116442099382	0.106545084806	0.0366705641618	-0.13008645436	276.920363342	0.73876965095	0.754126949939	0.0351648419162	0.800331954159	0.809173840979	0.069431111763	0.00765811495777	300.0	0.391557945541	0.367632901991	0.0878456078529	0.452922264227	0.410673562414	0.157640764679	0.00254000603865	5.0635015256	0.355572199433	0.343898535326	0.090868320296	0.341949284033	0.337149887363	0.0332167465084	-0.0445349549942	300.0
SRY	0.1099202765	2.0370843056	2.147004582	0.121990876888	0.103223063871	0.0735641347453	0.0901790499074	0.0765970323364	0.0495702160504	-0.175492751907	66.51257715	0.755220192363	0.760857437538	0.0293710509381	0.781421301913	0.7902983021	0.048357963117	0.0342273236319	300.0	0.214938344671	0.173535003693	0.100298661577	0.219420561031	0.201437448848	0.162325611289	0.0398305084746	1.47728428763	0.3212151198	0.322719429044	0.0454472719218	0.316098090305	0.31664935388	0.0179565351015	-0.0201600242095	300.0
ESR1	0.1130897902	4.0138700722	4.1269598624	0.140195456241	0.124620542932	0.0967879031606	0.100085939229	0.0910110429905	0.064575121033	-0.0791283941394	151.973199168	0.754310788466	0.758988164863	0.029182606158	0.779616596636	0.787928547373	0.045342317213	0.0411686384468	300.0	0.295488116108	0.261262333793	0.157108211841	0.293648665408	0.253475624932	0.116658673276	-0.0373797270083	1.25313401073	0.340643261584	0.338526009568	0.0207286338316	0.350531228567	0.34621378959	0.0356859540472	0.176495166944	300.0
FOXI1	0.1647713873	4.9353065333	5.1000779206	0.183258899761	0.157653578349	0.0846242535185	0.13560682336	0.118725991343	0.0584717386651	-0.0344912097642	232.293116915	0.80276598495	0.80780882888	0.0425869484438	0.789330483316	0.797625836538	0.0271099228127	-0.260609787921	211.939969427	0.293357307134	0.261396913551	0.152643411152	0.283051406908	0.258578922179	0.0965786440999	-0.0522458628842	0.816466853896	0.316548581858	0.317093953026	0.0202815199776	0.32502518574	0.323955613503	0.0430732453577	0.029493899913	300.0
NR5A2	0.1681416079	3.2204742333	3.3886158413	0.140659692316	0.120486370689	0.0550530059345	0.193344302864	0.162947032496	0.0881528297569	0.0338918512594	299.997644494	0.764682428049	0.777812257277	0.0524327402471	0.764528582441	0.769534115652	0.03136163642	-0.175977068277	300.0	0.452500685592	0.418158849991	0.150912934435	0.421243791359	0.402380799049	0.0826705443189	-0.0212321615037	2.11938669373	0.332277857931	0.330794603447	0.0183023346519	0.343259840489	0.338393046259	0.0516108004592	0.12911309734	300.0
NR2E3	0.1698236063	3.9630647111	4.1328883175	0.146572921362	0.101178750209	0.0945697310164	0.101160212909	0.0691160021237	0.069579386918	-0.00214063881472	51.6345964153	0.774390513304	0.78615230546	0.0321122614649	0.81144782726	0.816462932191	0.0465242738366	0.0180902521593	217.730804812	0.33781553987	0.304116245718	0.121699659894	0.377135447122	0.324957679369	0.248690445062	0.12380952381	1.35796882625	0.340282028119	0.33796295784	0.0142177030738	0.354407174275	0.346644026561	0.0532849284137	0.21402740518	299.990884199
AR	0.1778825566	3.4316552	3.6095377566	0.117282943268	0.0978187091107	0.045858502992	0.146291115237	0.123971993518	0.0606417680329	0.0417639346717	160.903771259	0.772998833062	0.781050361144	0.0503083966015	0.769723918509	0.778714679344	0.0356441741266	-0.316992030673	36.9839119575	0.546229697395	0.517821374091	0.15704097042	0.540300416649	0.514547253425	0.091878062162	-0.0548454036107	0.612085012595	0.284042259921	0.282345805089	0.0551567860381	0.281107678598	0.27714834897	0.0284551046424	-0.0313721786199	191.213943089
ESRRA	0.1861202667	7.4537839556	7.6399042222	0.254142729105	0.230539044641	0.079856714155	0.208025714269	0.191327631196	0.0548832860699	-0.0866786685559	126.9681952	0.765856609346	0.778534296907	0.0521181907016	0.765325447327	0.770147279965	0.0308452652691	-0.159023228959	300.0	0.323967156421	0.254502612899	0.201738748989	0.27748129877	0.234293324819	0.127060466374	-0.0355729749907	1.22959731485	0.288535867108	0.286890787034	0.01925183872	0.297917504882	0.293555464678	0.0504533328516	0.106061677528	300.0
NR2C2	0.2028058757	7.6002743889	7.8030802646	0.126191201486	0.103869243343	0.0610217094803	0.100034115765	0.0892823702301	0.0383936872685	-0.129467088834	261.848703247	0.7687034787	0.78502688853	0.0298633329907	0.815071578691	0.821758407958	0.0578449519644	0.0414924860744	300.0	0.494459361036	0.483806758404	0.0603305325234	0.538604640262	0.504620508507	0.121527333963	0.0826942436167	10.9015686842	0.323959401074	0.321999313716	0.0584176084788	0.320138562661	0.317695851594	0.0252593426892	-0.0550740949546	300.0
TCF12	0.2044455873	8.2854513333	8.4898969206	0.197077460639	0.167576705339	0.0815727408934	0.168758497124	0.14916916748	0.0559933543359	-0.152166943286	183.064079338	0.787678154874	0.793014956194	0.0523217543382	0.766820503814	0.78046242723	0.0290868283002	-0.23522483517	300.0	0.355537868229	0.324587441709	0.138904795634	0.324593888542	0.307993947583	0.063803289564	-0.0280906511052	2.61792372936	0.322293934126	0.319820655978	0.044718264911	0.32216388038	0.319449318325	0.0190032675216	-0.097672901852	300.0
NHLH1	0.2087423466	4.6391893889	4.8479317354	0.131156868108	0.109818509022	0.0609452870156	0.181166360122	0.148094886603	0.0928152074762	0.0493740058979	212.31291208	0.768733267244	0.77605902837	0.0627904291079	0.749674794868	0.767369552899	0.0356434514514	-0.267881816868	65.5469923302	0.453283357054	0.427049286034	0.0894802891718	0.5099401995	0.456850620203	0.18430932145	0.0150974025974	1.75666877981	0.33417673537	0.335668579476	0.0291665121701	0.344976990303	0.343065828784	0.0644306759934	0.0122365953923	300.0
THAP1	0.2326709847	6.1018166556	6.3344876402	0.108590524652	0.091272101555	0.0557970780359	0.0822787000115	0.072453715887	0.0352022328049	-0.135896797242	300.0	0.800954769936	0.806221292191	0.0504309702335	0.767909254227	0.780624426095	0.0287347412181	-0.0876781250592	300.0	0.474864834853	0.465709028104	0.0602047471352	0.513298400197	0.483203209091	0.132244790587	0.0291277296872	9.05619248755	0.325558626166	0.324619786514	0.0208419796761	0.332944986715	0.331750379978	0.0453941332527	0.0396325873157	300.0
FOXD3	0.2435801553	5.7794986278	6.0230787831	0.182282246042	0.158490931632	0.078893987782	0.138128958473	0.12217199121	0.0524964058905	-0.0574721489949	271.026204974	0.789743416158	0.798462332778	0.0453148145828	0.770458754345	0.775262413325	0.0269681057194	-0.0129085941489	300.0	0.331636093604	0.308457427678	0.0880470822239	0.370138213512	0.323881781618	0.164083485692	0.00395877971636	2.28245680737	0.342642528642	0.342514581558	0.0211892273239	0.350997324994	0.350187351195	0.0415814345072	0.0361008422859	300.0
TFAP2C	0.2455344095	3.2887911778	3.5343255873	0.218975192704	0.193829961448	0.0854038224344	0.176499159544	0.155771775962	0.0606016327818	-0.0251031139826	300.0	0.809003953566	0.815846091371	0.0546406681194	0.76830576807	0.783060780687	0.0300772132421	-0.00977215772951	300.0	0.5189283789	0.500945423042	0.0789277144463	0.578645450123	0.528691011044	0.147950229297	0.099403080686	15.3835620282	0.30548105639	0.304289107334	0.0260918694228	0.314156789262	0.311247880779	0.062003183303	0.0273956617125	300.0
HSF1	0.2577764505	7.0100452056	7.2678216561	0.1281425591	0.110307134486	0.0540078339804	0.169298554371	0.149775934972	0.0783709739587	0.00978324955859	248.324430077	0.779868704795	0.785070881176	0.0525410007964	0.769404744695	0.783185294476	0.0309224266658	-0.316999707141	62.1381563035	0.37179650669	0.351751490259	0.0814811396411	0.410837903911	0.376002218218	0.171299653117	0.0315436241611	3.35647649797	0.325295022606	0.324432501452	0.0192181094636	0.330999743638	0.331530401629	0.0512603479114	0.019062094175	300.0
ESR2	0.2614649397	3.6853600444	3.9468249841	0.221673809956	0.195712561908	0.0785295660671	0.174433478341	0.157200012333	0.0501391623415	-0.0246125829491	227.078217203	0.7777284212	0.789779891553	0.0282724275862	0.826993102546	0.832211521692	0.0472796482535	0.174456851555	300.0	0.343266503929	0.300774379059	0.177255976982	0.317357408181	0.292976857255	0.112856936783	-0.0975967957276	0.493927227285	0.309570111103	0.30824550501	0.0223699720948	0.320015876252	0.316011064146	0.0469704846819	0.130479381153	300.0
MYC	0.2679101471	9.9725863556	10.2404965026	0.138882622404	0.113756399747	0.0659792590103	0.189208950476	0.15239263167	0.0984342055638	0.0570040466979	255.007725693	0.665784054994	0.672046007105	0.0382847487102	0.740961956561	0.758177308758	0.0672069395171	0.258460262346	300.0	0.434021219567	0.426811744407	0.068092512753	0.486979401759	0.452778903817	0.156775417233	0.107820425467	4.59488156708	0.307572444485	0.308015496921	0.0538623870352	0.300508103242	0.302256158704	0.02022093228	-0.021584609654	300.0
NRF1	0.2705882836	6.4108549333	6.6814432169	0.136813505186	0.112397274953	0.0645022193747	0.192480123903	0.15457677079	0.104274812291	0.0425615541214	250.776038999	0.773955211121	0.786090115993	0.0531654616354	0.753437508738	0.754991148046	0.0337749978133	-0.0518787241676	300.0	0.301954457948	0.255460862583	0.149616291789	0.262506520216	0.244077829814	0.0693129420201	-0.0261845681201	1.35793789193	0.313377487452	0.312302610889	0.0159833743641	0.327479691606	0.321145341556	0.0515777076078	0.179112281914	300.0
TFAP2A	0.2800466492	3.4869517	3.7669983492	0.226669412504	0.20182827199	0.0857129394119	0.183219991355	0.161914298854	0.0624696386127	-0.00896198974559	300.0	0.773049769958	0.786922862951	0.0286353667842	0.831989597985	0.838366043564	0.0513860540463	0.24315876205	300.0	0.516624080452	0.500674860564	0.0789861264562	0.570820043393	0.524599868302	0.139742364862	0.0919527778798	11.5768138834	0.305221531356	0.303786518161	0.0247238891842	0.31416367339	0.310907661908	0.0624083751373	0.0347027571992	300.0
FOXA2	0.2824259243	5.7826448111	6.0650707354	0.11351631545	0.102386598759	0.0494276252135	0.164153481195	0.145918645422	0.0739384841644	0.114333852939	300.0	0.77658654204	0.785622209931	0.0486269982269	0.759966525739	0.765148841723	0.0309918004841	-0.0879347487978	300.0	0.33355498703	0.308617657933	0.169803753654	0.316138847224	0.28839577429	0.106449872528	-0.0437716808578	1.05707847239	0.334791257553	0.336757857123	0.0197101357632	0.34326225331	0.344373792127	0.0390945848763	0.0158889896737	300.0
