FACTOR	EXPR_FOLDCHANGE	EXPR_GM12878	EXPR_K562	PIQ_80_GM12878_protection_mean	PIQ_80_GM12878_protection_median	PIQ_80_GM12878_protection_std	PIQ_80_K562_protection_mean	PIQ_80_K562_protection_median	PIQ_80_K562_protection_std	PIQ_80_protection_ks_stat	PIQ_80_protection_ks_pvalue	PIQ_80_GM12878_tc_mean	PIQ_80_GM12878_tc_median	PIQ_80_GM12878_tc_std	PIQ_80_K562_tc_mean	PIQ_80_K562_tc_median	PIQ_80_K562_tc_std	PIQ_80_tc_ks_stat	PIQ_80_tc_ks_pvalue	PIQ_80_GM12878_fos_mean	PIQ_80_GM12878_fos_median	PIQ_80_GM12878_fos_std	PIQ_80_K562_fos_mean	PIQ_80_K562_fos_median	PIQ_80_K562_fos_std	PIQ_80_fos_ks_stat	PIQ_80_fos_ks_pvalue	PIQ_80_GM12878_flr_mean	PIQ_80_GM12878_flr_median	PIQ_80_GM12878_flr_std	PIQ_80_K562_flr_mean	PIQ_80_K562_flr_median	PIQ_80_K562_flr_std	PIQ_80_flr_ks_stat	PIQ_80_flr_ks_pvalue
ETS1	-6.1447406735	9.4926612556	3.347920582	0.0902379714499	0.0746458900945	0.0425905042174	0.0938952990754	0.0816022178672	0.0430653218721	0.055986954458	-109.767955386	0.780897137975	0.792845441395	0.10919768526	0.650665991873	0.675503108491	0.0609547279351	-0.42618892148	-92.7369585954	0.377679262202	0.372232686981	0.0492171829737	0.345997757702	0.337617728532	0.0327628768803	-0.400522975422	-300.0	0.352629029483	0.353584292818	0.0749999182098	0.313532863255	0.30663973114	0.0397885497432	-0.389933778948	-300.0
FLII	-5.7267807974	8.5333091889	2.8065283915	0.0609475812115	0.0506285876612	0.0337044572778	0.0546791871241	0.0418594876145	0.030858728529	-0.083208082641	-299.283224455	0.756478932764	0.766068472527	0.0695736529645	0.693151429296	0.696246221811	0.0501966822395	-0.241919191919	-16.9375390359	0.425590299076	0.421783307407	0.0550114894731	0.395684369053	0.38815219047	0.0344769918847	-0.298754561216	-300.0	0.291851305693	0.298781881157	0.0526025868377	0.271437987564	0.276483320187	0.0285978816573	-0.150842434627	-300.0
PAX5	-5.2702007889	9.8008520111	4.5306512222	0.102247240434	0.0903992005504	0.0400990659535	0.10551133836	0.092934094527	0.0427299110108	0.0402551157218	-47.2300833025	0.74943854405	0.776142940174	0.110645422976	0.648240093383	0.669042791629	0.0954872821318	-0.279779713957	-18.9705487525	0.438119388449	0.427284372366	0.0729759434882	0.409274385883	0.394148964937	0.0500535934186	-0.309159315732	-300.0	0.319658012846	0.315364861111	0.100106213463	0.294332751416	0.290236095157	0.0463849547013	-0.292829953133	-300.0
EBF1	-4.7106986376	8.5508527222	3.8401540847	0.0920781735385	0.0804723993698	0.031419749183	0.0932031317032	0.0818987557934	0.0366885401213	0.0126199585841	-155.878712267	0.852544165448	0.870478748264	0.0907202215839	0.698176703685	0.718207696261	0.0704328778979	-0.65979592071	-95.5765293015	0.424483627338	0.416307646336	0.0637729261201	0.397553000372	0.387816448793	0.0444270500949	-0.261588024707	-300.0	0.33051376656	0.328525168546	0.0695186807789	0.307276673665	0.305841010491	0.044390587894	-0.314681468123	-300.0
EGR2	-4.387910581	8.0011205333	3.6132099524	0.0599206836674	0.0496811726798	0.0301763912376	0.0608216964574	0.0522286008644	0.0333994972658	0.0318099182954	-201.597553184	0.844303316677	0.8571688975	0.0940076512259	0.652447505241	0.657862968717	0.073678448662	-0.651086906088	-205.829781382	0.402775304488	0.391647086715	0.0644967227916	0.381256809815	0.364752586833	0.0423604670406	-0.299544123897	-300.0	0.359346798922	0.353977755157	0.103494469871	0.33969085977	0.330819478553	0.0473744803702	-0.309275429755	-300.0
TP53	-3.4232058254	9.438751	6.0155451746	0.067810478119	0.0574052389477	0.0358425392405	0.0649130488857	0.0506813106489	0.0286752002683	-0.135443780832	-179.244025615	0.769510611872	0.781023838577	0.13362506786	0.675405262502	0.729606185256	0.062406587381	-0.159169187525	-5.45115592512	0.286383380059	0.277096311217	0.0773754875903	0.280918558906	0.268168108269	0.0458365194228	-0.0896557065128	-49.8942902602	0.295923652586	0.293220666951	0.0927762394427	0.290221297712	0.284957631562	0.0535997579793	-0.00303107015258	-42.1352146915
STAT1	-3.0891702317	11.2946308667	8.2054606349	0.0637231497199	0.0533936821766	0.0335265852287	0.0583987146941	0.0465190275024	0.0306236133624	-0.0516916991167	-226.876090674	0.778473000985	0.832022322943	0.127072488937	0.699165296039	0.721658086551	0.0902229155145	-0.330952959907	-24.1948366697	0.332238361326	0.32229696962	0.0626321760232	0.32182897577	0.313128584148	0.0531008975277	-0.0693178328989	-68.3846723973	0.33250126504	0.33304281726	0.0522195993183	0.334864416769	0.334544555159	0.0659182265691	0.0173624774519	-74.2953834367
HNF1B	-2.9064154892	6.2265196056	3.3201041164	0.108293110973	0.0853106542266	0.0614935903758	0.0871454301979	0.0652101043425	0.0596208713295	-0.214877348583	-299.98194196	0.69331661067	0.727373534367	0.114578399827	0.690450965584	0.71543647079	0.0830324483187	-0.13426530612	-3.5383207648	0.330397669255	0.32450432963	0.0661670080576	0.316438277006	0.307959154134	0.0388375122108	-0.152925575362	-55.2750903886	0.279258883416	0.277787574755	0.0741417934545	0.275263361299	0.27023410538	0.0458244220711	-0.0981488770003	-51.4181888897
PRDM1	-2.8595321966	7.5904785722	4.7309463757	0.110119334119	0.0948269099905	0.05492958902	0.117891477187	0.10466848889	0.0598755730132	0.0694993569574	-28.5162539522	0.623481461107	0.633069346862	0.145200909131	0.591327349155	0.592591749422	0.0962183782927	-0.020292158865	-3.18296290191	0.367963954289	0.354988045872	0.0810693299321	0.365031692732	0.346695164123	0.0533010245528	-0.073383016837	-50.1747187012	0.293599458575	0.284174170982	0.129197767221	0.29025499236	0.271737313788	0.0643883892689	-0.0125475108437	-49.9025696948
STAT4	-2.825769995	5.2946641167	2.4688941217	0.0819030619036	0.0711019859582	0.0338734501381	0.0768217589897	0.0630289098879	0.0320160312446	-0.131455502872	-300.0	0.788339151584	0.841590290908	0.127416210388	0.718615695337	0.748093936552	0.107632906595	-0.41148031572	-29.2266572479	0.328482249646	0.322350664435	0.0530910823896	0.317904748846	0.31058094342	0.0438561512314	-0.118055486408	-90.1875468469	0.307863782564	0.305486737271	0.0642708789798	0.296686845866	0.295209147439	0.0497222467135	-0.182056755613	-228.642183047
TP63	-2.7040282939	7.2572711722	4.5532428783	0.065550458644	0.051949904846	0.0374307116811	0.0612429741723	0.0482305145086	0.0350067285841	-0.0450334356937	-205.790437342	0.670373612191	0.699292824196	0.131554250348	0.620052375225	0.637364209322	0.0866351153027	-0.0172374840019	-5.2625825651	0.320610701649	0.310214252104	0.0823479193667	0.320450229266	0.303020359402	0.0537014832186	-0.038564014891	-57.83172247	0.355933625728	0.35080068916	0.120889747413	0.353036634944	0.341089096967	0.0635510950153	-0.0530995975028	-128.165591025
NFKB1	-2.6782338148	9.3209454444	6.6427116296	0.0641147312152	0.0499945151715	0.0352834959125	0.0615467309475	0.0488537868869	0.0322603881866	-0.107329606111	-300.0	0.830882173759	0.862037530748	0.103293068938	0.709186000797	0.746195581448	0.102262307026	-0.552150623212	-54.4909144583	0.379542661723	0.374013112453	0.0513609732953	0.371555549273	0.363776866636	0.0355200114337	-0.112874597253	-139.738314685	0.329356521292	0.327616266913	0.0809372355368	0.327696754358	0.320051174258	0.0366564879942	-0.0795817270414	-155.72857396
MEF2C	-2.312784923	10.5691021611	8.2563172381	0.0736281283601	0.0593381490539	0.0355740350419	0.057350708951	0.043635591099	0.0309372170695	-0.216082733397	-300.0	0.736728589862	0.781587721096	0.113703135634	0.706888254955	0.72978056972	0.101006149154	-0.00652551002612	-4.63676266484	0.301216228183	0.295299905788	0.0646427176784	0.292245783368	0.282685567309	0.0420993418431	-0.113966972916	-109.019641182	0.35380962474	0.351212889709	0.0635586809048	0.332907916972	0.332214042097	0.0395478579361	-0.221669222819	-300.0
ZEB1	-2.2585500701	7.4546499167	5.1960998466	0.154214159353	0.135583965028	0.0577048999048	0.140686094045	0.116941626372	0.0555486845116	-0.0992652204067	-300.0	0.684719687825	0.700322944363	0.0554407760321	0.723094679455	0.735353470676	0.110652622649	0.0291034474278	-5.21186560975	0.390343066571	0.385287849272	0.0614869112059	0.389756113902	0.380642786958	0.0382669926233	-0.0343317280039	-75.3270412142	0.312039204626	0.313667643497	0.0678204568953	0.299194957767	0.301883764996	0.0384758893719	-0.0843633076552	-184.427782084
HNF4G	-2.2212048127	4.5430166222	2.3218118095	0.118400529874	0.0970511097522	0.0524104348116	0.102621895015	0.0830042165954	0.0508682957891	-0.130847115292	-263.086056188	0.687459815873	0.748202337925	0.138728354181	0.679915474808	0.734005820005	0.12866150674	-0.0413120581134	-3.01186192883	0.396999520053	0.391348586281	0.0514281535067	0.385940404454	0.378766896389	0.038758365101	-0.148680476503	-63.043542371	0.346577661215	0.342249599486	0.0611345337181	0.318830602439	0.326509141637	0.041791693565	-0.316554284583	-202.700544157
REL	-2.0628250132	8.3178302778	6.2550052646	0.0830748460658	0.0690949003674	0.0357160522062	0.0809309190571	0.0684848916551	0.0324271392166	-0.0333628211362	-250.803827122	0.802262491415	0.835490080121	0.112890773965	0.67586462562	0.712524637764	0.105168356947	-0.404295170064	-30.0680184672	0.451386112806	0.443706965461	0.0674995338094	0.446572367841	0.435344012312	0.0443774801012	-0.0636786172558	-64.863245565	0.353660366289	0.349321911165	0.0908156951118	0.351332413387	0.344287943959	0.0429189882328	-0.0139506457592	-69.002533342
FOXO1	-1.8556499325	8.4851884722	6.6295385397	0.0837135068454	0.0707436661383	0.049086525964	0.0674131378532	0.0529033528239	0.0396240197294	-0.164052239455	-300.0	0.720724815402	0.759232623341	0.0989776196146	0.747650936	0.776971142547	0.110782994672	0.102882369923	-1.5907084409	0.364765151655	0.357427948809	0.0794701554186	0.354585751497	0.345399686567	0.053079830678	-0.0625007756748	-70.4472461977	0.315517696956	0.309101687441	0.0380575344584	0.321331790675	0.322851294791	0.0651217367781	0.0529870395182	-57.9574464413
NR3C1	-1.8464264783	9.6750664889	7.8286400106	0.0649318897759	0.0529224100227	0.0336060627194	0.0573325050637	0.0425592611715	0.0303865384302	-0.163500418089	-300.0	0.802869708522	0.828244561463	0.106878055375	0.719496085705	0.754210233845	0.0840616332638	-0.281236590882	-19.9319189283	0.408545940497	0.402163994544	0.059279210265	0.40104357186	0.393509186718	0.0405052014839	-0.071227193312	-64.1162176963	0.312809533975	0.309142981649	0.0400228250165	0.31422634275	0.310994518859	0.0634522722578	0.0720326639605	-23.757903728
IRF1	-1.7207699439	8.2650849333	6.5443149894	0.0640898178112	0.0559363040536	0.0302214015677	0.0496458092541	0.0432751911297	0.0238028789159	-0.0850197289326	-300.0	0.803585871377	0.828751252666	0.0902266023476	0.727933861674	0.761299418729	0.0879267587334	-0.319936349225	-79.0111954064	0.45422815173	0.449270034208	0.0658760425792	0.447939452362	0.438665714295	0.0364205588491	-0.0891991898895	-267.787769739	0.254673527321	0.241048304543	0.156274411894	0.286121015332	0.288280464198	0.175508341965	0.0662527364025	-12.5184694863
SOX9	-1.6463590651	7.5684512556	5.9220921905	0.0484670866833	0.0341381208663	0.034353337149	0.0415761465294	0.0335110012495	0.0336084244797	-0.0381413388016	-130.97679469	0.782371457871	0.832933107774	0.141098218443	0.701772566133	0.750976197337	0.130641035711	-0.195459395174	-4.89208270814	0.363666644216	0.357521488309	0.06010151405	0.35808246519	0.350391852222	0.0390687270568	-0.0831786225588	-28.970439804	0.315830007269	0.309221248408	0.0454881362313	0.319609468975	0.326637507226	0.0626538747052	0.136468572642	-4.09224772796
RFX5	-1.5997156902	8.0311831611	6.4314674709	0.107950433679	0.0897332940881	0.052794788052	0.11526073921	0.0966593133963	0.0563550641061	0.000962757317986	-268.308337917	0.796680156985	0.813221349451	0.112590266752	0.694208553418	0.730004658799	0.0774327848783	-0.224777324248	-27.3252247104	0.324456066603	0.316219535617	0.0580360668013	0.323111746523	0.313206589779	0.0371867518898	-0.0131620507056	-52.428078143	0.322583017704	0.321005081146	0.0480368024814	0.332749615211	0.32199314417	0.0951555927823	0.137373504383	-12.2771769161
ELF1	-1.3094928196	9.8966036556	8.587110836	0.0877344949467	0.0765754670538	0.0396584369456	0.0931595245294	0.0780678570553	0.041393004101	0.0473590232791	-300.0	0.746064887765	0.756899198086	0.1203196172	0.676594581861	0.703272183063	0.0599381694805	-0.0477173302671	-23.2108982714	0.356499636322	0.349987170341	0.0548040255412	0.355865390336	0.346865430354	0.034408405866	-0.0113277129561	-97.1416631912	0.335622781317	0.335671585733	0.0425885340119	0.336560781002	0.340138541979	0.087204657255	0.0487229789063	-126.884135216
