FACTOR	EXPR_FOLDCHANGE	EXPR_GM12878	EXPR_K562	PIQ_99_GM12878_protection_mean	PIQ_99_GM12878_protection_median	PIQ_99_GM12878_protection_std	PIQ_99_K562_protection_mean	PIQ_99_K562_protection_median	PIQ_99_K562_protection_std	PIQ_99_protection_ks_stat	PIQ_99_protection_ks_pvalue	PIQ_99_GM12878_tc_mean	PIQ_99_GM12878_tc_median	PIQ_99_GM12878_tc_std	PIQ_99_K562_tc_mean	PIQ_99_K562_tc_median	PIQ_99_K562_tc_std	PIQ_99_tc_ks_stat	PIQ_99_tc_ks_pvalue	PIQ_99_GM12878_fos_mean	PIQ_99_GM12878_fos_median	PIQ_99_GM12878_fos_std	PIQ_99_K562_fos_mean	PIQ_99_K562_fos_median	PIQ_99_K562_fos_std	PIQ_99_fos_ks_stat	PIQ_99_fos_ks_pvalue	PIQ_99_GM12878_flr_mean	PIQ_99_GM12878_flr_median	PIQ_99_GM12878_flr_std	PIQ_99_K562_flr_mean	PIQ_99_K562_flr_median	PIQ_99_K562_flr_std	PIQ_99_flr_ks_stat	PIQ_99_flr_ks_pvalue
TP63	-2.7040282939	7.2572711722	4.5532428783	0.0656294950607	0.0521340056686	0.0366838167356	0.0608697780907	0.0479283183024	0.0348430089849	-0.0614030282449	-264.664411993	0.730281021119	0.737888430469	0.0747148840915	0.655271092727	0.669796141973	0.0482163735464	-0.257897726037	-136.794522509	0.490971800078	0.482911958604	0.101326394173	0.476858750568	0.469306768961	0.0780818227196	-0.0370965401942	-9.74335095627	0.337821915914	0.336516314727	0.090026580998	0.336125897243	0.327374258688	0.0407337967094	-0.0538081325453	-300.0
NFKB1	-2.6782338148	9.3209454444	6.6427116296	0.0606413199159	0.0471846978392	0.0334184333508	0.0578966753393	0.0459285008928	0.0305423901761	-0.121203922891	-300.0	0.816108863772	0.827606928932	0.0654275549494	0.687776338689	0.702558498947	0.0543682771828	-0.645383263004	-300.0	0.551570686371	0.551033938248	0.0961088689592	0.530766107359	0.53381325218	0.0691095147871	-0.0687042842215	-13.2980085059	0.337487650552	0.337675920639	0.0484485569228	0.326615406465	0.326396406328	0.0222850428686	-0.1917538886	-300.0
MEF2C	-2.312784923	10.5691021611	8.2563172381	0.0693773241571	0.055954948998	0.0335912957837	0.0541598051975	0.041179932149	0.029343624922	-0.213503944465	-300.0	0.689959121811	0.704465259077	0.0649743930766	0.704172655766	0.719838278978	0.0675756079523	0.0961767549426	-14.3839017719	0.402563645732	0.399819165197	0.0664707723644	0.381410441128	0.379354642446	0.0589083724734	-0.117674081238	-24.6199230719	0.337526197898	0.337031938892	0.0359189316533	0.332012206101	0.329677822959	0.0203064417459	-0.182245574439	-300.0
ZEB1	-2.2585500701	7.4546499167	5.1960998466	0.154734970716	0.135368066994	0.0572861639062	0.139737434078	0.116396684285	0.0558119041322	-0.115795893595	-300.0	0.75073732792	0.757558488556	0.0568438897791	0.680033280904	0.690165761745	0.0459345444989	-0.379277880585	-193.076582411	0.501717798482	0.501967841446	0.0554529838174	0.503301687672	0.502335167847	0.0740972362409	0.00318317399297	-4.06162819003	0.300185994522	0.299848257691	0.0483557683193	0.293208552641	0.292288211863	0.023437193915	-0.0576561139902	-300.0
HNF4G	-2.2212048127	4.5430166222	2.3218118095	0.119449040235	0.0972794653045	0.0537534305786	0.101750041222	0.0822725590223	0.0493653517682	-0.146316627223	-300.0	0.718549290246	0.736284844873	0.0722401553952	0.677839746848	0.694067703326	0.0706593113587	-0.0942879175029	-21.5575918024	0.34706893852	0.341853759384	0.0745655978642	0.353274471178	0.348607859657	0.0799965026377	0.00946202478483	-1.07395415918	0.32587949577	0.325705213799	0.0368173576905	0.317163157299	0.318452036471	0.0250714230584	-0.121232630389	-300.0
REL	-2.0628250132	8.3178302778	6.2550052646	0.0783040714677	0.0648919143092	0.0335029873936	0.076074619552	0.0645088116709	0.0306142365702	-0.0480722856492	-300.0	0.773331211303	0.785561295485	0.0688838126989	0.677776470067	0.693181783463	0.0579948406066	-0.468670790556	-217.058234468	0.693125492108	0.690768187466	0.0868365512967	0.674946668087	0.67444118691	0.0634082906401	-0.0540872401141	-9.0898459996	0.345658093593	0.34557635748	0.0563815909538	0.341116145593	0.339095590068	0.0257019687948	-0.0255581193782	-300.0
FOXO1	-1.8556499325	8.4851884722	6.6295385397	0.0730917619163	0.0614090170677	0.0427599096112	0.058953298255	0.0457223485922	0.035017724673	-0.160276163962	-300.0	0.714921870622	0.724988995747	0.0661848471929	0.68381066055	0.696555037962	0.0541242822897	-0.00116984082947	-44.2717511621	0.574980992702	0.574162382198	0.0887616507277	0.557566979779	0.556713417358	0.0679070026807	-0.0593448025233	-13.9725453572	0.31482346207	0.314764187424	0.0376853962059	0.310990167479	0.310072457611	0.0181726397698	-0.0555162283392	-300.0
NR3C1	-1.8464264783	9.6750664889	7.8286400106	0.0611750101729	0.0497560350439	0.0317696551354	0.0540452075168	0.0400210996402	0.0285613970231	-0.169291073196	-300.0	0.740735170717	0.752224960376	0.0654933980211	0.688761995319	0.702448363715	0.0645107756832	-0.230305345385	-64.5013688225	0.556243889006	0.549359024873	0.100478328326	0.529940577801	0.531024080375	0.081547501626	-0.0704453930412	-6.90689798197	0.295897189033	0.296048957106	0.0391331518306	0.288588807072	0.289370236334	0.023502564166	-0.0486292498256	-300.0
IRF1	-1.7207699439	8.2650849333	6.5443149894	0.0645967816052	0.05608118548	0.0307434675938	0.0501327523438	0.0435442850259	0.0239332955928	-0.0831191682963	-300.0	0.796176801869	0.80418906317	0.0583686827247	0.71604537019	0.729295151338	0.0500729961126	-0.44497307658	-300.0	0.678641850434	0.675946910663	0.0505596936708	0.664607595634	0.660659432988	0.0386449922192	-0.130084704028	-81.3660869208	0.492440699317	0.475710296457	0.267431661438	0.5587531816	0.603574319618	0.287815595898	0.0932413658536	-300.0
SOX9	-1.6463590651	7.5684512556	5.9220921905	0.0457643273619	0.0319128950337	0.0321828508436	0.0390405801661	0.0318437970172	0.0314773020124	-0.0521301051101	-165.266178678	0.738938462967	0.755120942433	0.0694123755607	0.690702885142	0.706804801218	0.0666374715019	-0.161892394677	-31.6932832702	0.532471214325	0.526729396492	0.0779469097377	0.515291137327	0.514759500295	0.0644287971864	-0.0638510891499	-3.93783286732	0.312435501452	0.313911803689	0.0250212293536	0.31665719628	0.318249502672	0.0353396725366	0.0206548135024	-101.402525384
RFX5	-1.5997156902	8.0311831611	6.4314674709	0.11534863208	0.0967644635876	0.0559011627678	0.107649193856	0.0893612875388	0.0522731425871	-0.00663158139851	-300.0	0.763352125198	0.769711580465	0.0695747432556	0.676223566647	0.69204203724	0.0481063947667	-0.370677711142	-284.040551368	0.421600105215	0.418569109278	0.0606399184306	0.428850447078	0.426746871825	0.0832968020614	0.00635336378795	-5.41153837492	0.303553497332	0.302446439854	0.0304200210665	0.307152630249	0.307083383338	0.0593316864322	0.0606590894663	-191.188591479
ELF1	-1.3094928196	9.8966036556	8.587110836	0.0810851636167	0.0707770405715	0.0366826025986	0.0863498738829	0.0719381644473	0.0389615041601	0.0432391968054	-300.0	0.658208479886	0.668916925071	0.0426673041595	0.692623718619	0.698875306927	0.0716804827851	0.0159813118706	-125.417617191	0.547199131711	0.542227361147	0.0897889372575	0.537868886221	0.533569942768	0.0642312877978	-0.00713010025674	-17.4735391591	0.327758150126	0.326096374718	0.0269746063918	0.329075091511	0.327856720018	0.0617568884424	0.170364224398	-68.1655289772
GATA3	-1.2686822069	5.6419831222	4.3733009153	0.0643048911047	0.0508221972845	0.0404258007607	0.0424517548202	0.0314151776477	0.0337800955694	-0.176154934932	-300.0	0.670739201509	0.67958476605	0.0617734707556	0.695755394307	0.708070018138	0.0641789240434	0.0140898215718	-17.2246909146	0.441689274956	0.431390958794	0.096552859156	0.403574388103	0.397362986295	0.075205614645	-0.137841149889	-11.6239147393	0.324383044619	0.32333914316	0.0151711662942	0.326022560157	0.325576900857	0.0485024842643	0.0504550887967	-160.574487539
T	-1.1067090704	6.8493768111	5.7426677407	0.0763752554968	0.0574276285288	0.0455031228178	0.0650366393053	0.0492061908754	0.0424422926035	-0.111631732649	-250.875589259	0.717269297827	0.738358423529	0.0842621569112	0.693030635829	0.708132200967	0.0599669478066	-0.0878549895966	-24.5747546667	0.595166995026	0.592294033959	0.0781709222845	0.597781308175	0.592468828237	0.110641291454	0.0155193296016	-0.829271380642	0.273213173325	0.274866637282	0.0287635953375	0.27635174244	0.276212315615	0.0369495165235	0.178206614477	-8.92573560853
TCF7L2	-1.0379809175	8.1292303778	7.0912494603	0.108146532319	0.0859624933792	0.0550490386974	0.0954928402607	0.0753851571349	0.0515474536661	-0.0968037926013	-300.0	0.737205497625	0.758286791069	0.0803869152822	0.702447605485	0.715227199058	0.0658159906369	-0.0897938835189	-49.6284127566	0.49087873097	0.490776865625	0.064392297904	0.483940732463	0.48401640305	0.0634763159043	-0.0104663730205	-3.4904665561	0.321327732046	0.320713511539	0.0233907839126	0.325520501033	0.322102814119	0.0405588741979	0.173024047458	-23.0275291209
CREB1	-0.9881595307	9.1957632556	8.2076037249	0.106161868671	0.0696361838273	0.0859336422902	0.0940476789204	0.0535371811456	0.0817054616235	-0.130567332767	-126.073993723	0.688541981993	0.710843150077	0.0938394349332	0.654555227804	0.660060085385	0.0524951476139	-0.100676040034	-15.0735442735	0.479678137465	0.476841390793	0.0972235040158	0.471612335008	0.467858437514	0.0687743913291	-0.00318938309843	-0.656462742207	0.243504142197	0.243522227432	0.0282021777412	0.256000052754	0.247411962972	0.072897075551	0.0802519196643	-27.2546907851
STAT3	-0.8814597069	10.6886940667	9.8072343598	0.0644266360597	0.0570002941814	0.0311343809304	0.0401517340601	0.0327095806384	0.0296843319504	-0.263796385408	-300.0	0.705797264608	0.720600774972	0.0675659820891	0.710457980584	0.72156219912	0.0678984821574	0.180898153204	-3.95749394026	0.439470170385	0.429810055999	0.0953641438624	0.407555377146	0.400146192149	0.08437734421	-0.119438747813	-10.7781367374	0.281477889507	0.281389442262	0.0262863764543	0.285866774812	0.282308772657	0.0649427514757	0.083698521959	-87.1381910803
ELK4	-0.795803281	8.3372889	7.541485619	0.0673088857449	0.0568852153045	0.0341250529659	0.0721922843066	0.0594803283059	0.0350940272052	0.0801045173705	-249.122059764	0.644253761915	0.654727946581	0.0396238277718	0.676080135371	0.680405304209	0.0724839339668	0.0476486196325	-108.062292841	0.53404232833	0.531202096066	0.0673735750718	0.536393717316	0.532127414003	0.0981833871403	0.0208201892744	-8.84747870861	0.31437304054	0.314103501731	0.0325046741408	0.319475618308	0.315030734359	0.0776885991975	0.17611784335	-37.6455489607
GFI1	-0.5620815095	5.9600981444	5.3980166349	0.0438934047634	0.0322559736173	0.0339051763985	0.0552894639655	0.0435020234447	0.0357173744763	0.0185860384872	-214.516446081	0.653694012593	0.677545519107	0.0592285561446	0.700032984644	0.709850368684	0.0925271349282	0.0388035776053	-33.0520880792	0.448152632365	0.430091253025	0.107956397089	0.422208015502	0.418077425172	0.0717955151177	-0.0369083074238	-7.12652025668	0.344641436543	0.344438892973	0.0397440667657	0.354191390314	0.348237564741	0.0770470064391	0.0717018649963	-98.0204291989
HOXA5	-0.5275261365	3.8746430889	3.3471169524	0.050157575725	0.0415597393137	0.0306417186574	0.0535728290953	0.0434987660515	0.0332293448175	0.0675556864861	-202.945947337	0.764378915729	0.775040754118	0.0612754232394	0.695205229672	0.706842641756	0.0526551988135	-0.275905838899	-146.493833745	0.53002669029	0.529209802062	0.0724842197559	0.535143643208	0.535159824063	0.104406139179	0.013033969006	-2.72092337983	0.325288342945	0.325075396837	0.0247689342892	0.326218707535	0.326360988913	0.0479555230493	0.175275896435	-24.7170528681
SREBF2	-0.459857972	9.3969251889	8.9370672169	0.0735767821566	0.0592208255284	0.0331594064256	0.0659953727713	0.0537113909589	0.0315354898108	-0.124413038471	-300.0	0.744925687908	0.755447185066	0.0719855917434	0.684340177409	0.698971037876	0.051937077304	-0.173654900389	-64.8221924529	0.497390592539	0.495356721399	0.0618692534954	0.497568875908	0.497090262164	0.0875921043116	0.0124777325285	-1.64418769481	0.311746769258	0.308413221872	0.0471791325654	0.303730382041	0.303545719348	0.0211248835126	-0.016997973689	-255.347680212
ZFX	-0.433919887	8.1387332944	7.7048134074	0.100576422004	0.0864287500673	0.036924088413	0.0938556061418	0.0825685841703	0.0363047170643	-0.0122031223033	-300.0	0.733922459325	0.741300731994	0.0744052862084	0.664271550161	0.679440387183	0.0449706874035	-0.154771025118	-300.0	0.479063248184	0.472896157288	0.0638114384635	0.488907175275	0.480036031841	0.0941856257975	0.0267691952849	-9.83676090402	0.32045483833	0.319949505137	0.0314041146101	0.332250148733	0.3250416504	0.0746190046606	0.0314581671124	-300.0
SPI1	-0.4202474275	7.6557025333	7.2354551058	0.0695269171078	0.0613218782323	0.0308054214251	0.0713900909087	0.0620019752534	0.031373659613	0.149078615825	-300.0	0.773236193857	0.779590426629	0.0691087570546	0.671541090029	0.683171025987	0.0412321047096	-0.375289237417	-300.0	0.530469570131	0.523209889603	0.0853494336717	0.518113753828	0.51370329783	0.0566120557915	-0.00768803877991	-61.6188574937	0.330683148789	0.32990842493	0.036055086312	0.339978425836	0.333760680392	0.0830247935231	0.085285532723	-300.0
NFATC2	-0.4050990344	7.8968279444	7.4917289101	0.053706211933	0.0429080400583	0.034398020527	0.0443495254787	0.0374064728411	0.0322405425638	-0.0932368567392	-300.0	0.691840016447	0.70596011723	0.0697996185912	0.714260414965	0.732769986275	0.0758520913204	0.0608038887549	-16.0823674776	0.523299896739	0.517837483744	0.0855038178868	0.514373799347	0.509325645936	0.0695270577828	-0.0322032233394	-3.51288847795	0.290127766108	0.2868415751	0.0374072458184	0.282384852889	0.28200294016	0.0290068827286	-0.0603826853704	-300.0
SRF	-0.368290577	8.5141720056	8.1458814286	0.103302265197	0.0835584227558	0.0571235933736	0.118520633066	0.101728597671	0.0583160191339	0.00944021740839	-239.861548617	0.783893718222	0.792799480936	0.0621862061785	0.711471953894	0.725324620119	0.0523045589229	-0.329838947284	-139.563054575	0.494134012249	0.492047378293	0.0679183751241	0.496006629168	0.495349991081	0.0881313885004	0.00268287955252	-2.68503781742	0.311019895715	0.310424671015	0.0239553684337	0.319015948538	0.31569226071	0.050882556503	0.00282709646664	-206.848916903
NKX2-5	-0.3477572392	6.1980671333	5.8503098942	0.111404245923	0.0911130672949	0.0500806044833	0.101971382714	0.0831832793052	0.0457455793806	-0.106987141359	-300.0	0.685460321881	0.702660433896	0.0556114534552	0.725057239615	0.734919901275	0.0735614203514	0.0171350838023	-34.5679466035	0.520653101183	0.517743359861	0.0612466780632	0.522498728262	0.524385791912	0.083451519031	0.0157470245374	-2.11881498393	0.297647171497	0.293376548761	0.0495171436156	0.287082323608	0.286914927975	0.0264936994838	-0.0302730074857	-292.655697063
SOX17	-0.315282727	6.6900928222	6.3748100952	0.0609834971501	0.0520171746877	0.0395358431606	0.0655906819551	0.0534688710162	0.0446636673489	0.163161435024	-100.246213265	0.675860837163	0.689602478113	0.0490812250748	0.699672210141	0.70691555499	0.0696642348403	0.103964140649	-33.8064930255	0.58877352483	0.58634403173	0.0592022927442	0.593536477558	0.590441885466	0.0826631637827	0.0134971673403	-4.35150604977	0.276808080312	0.27696247523	0.022690492003	0.285648680383	0.281947423125	0.0530902482821	0.0130763452782	-300.0
REST	-0.3104942741	7.8934747556	7.5829804815	0.0782163596695	0.0655625689669	0.0303986867847	0.0833484866625	0.0785798040718	0.0335209903028	0.0209426732153	-300.0	0.670415326739	0.684184329719	0.047670788196	0.675184581853	0.687108022096	0.0741266090724	0.178765747134	-14.7971020439	0.659132047852	0.659186361145	0.090240087332	0.653140311605	0.651946628773	0.0630117674722	-0.00218372081123	-5.88869550147	0.327643793114	0.327576837412	0.0255029886059	0.329480975172	0.329661833186	0.0541148688065	0.14875191073	-59.7694700728
RXRA	-0.3028018288	7.0916307389	6.7888289101	0.0766560074255	0.0627866524184	0.0358709720576	0.0704598150398	0.0580935712904	0.0354082480423	-0.0256555933967	-300.0	0.778648390038	0.788335652844	0.0652336320687	0.700559390059	0.712962796758	0.0487443668157	-0.331008354601	-232.345585263	0.711319491866	0.705234945993	0.0547959842561	0.713659268885	0.713141504915	0.070477632894	0.00769867672063	-4.1188714391	0.313186754957	0.309247432094	0.0524209026038	0.303633396297	0.303323343895	0.0285252844859	-0.00944565668487	-300.0
USF1	-0.3023841979	7.3838312667	7.0814470688	0.0677748710936	0.0534787269522	0.0362484312212	0.0595199100994	0.0469341471725	0.0349354739349	-0.0103933953853	-300.0	0.63743898199	0.644950157173	0.0487773701854	0.643243240726	0.658832074939	0.0847825124874	0.0867676151019	-32.5547528961	0.448456063836	0.441854395159	0.0746652996112	0.454511762336	0.447795089378	0.10452326615	0.0178376404588	-3.19460039039	0.333965919318	0.332940925178	0.0403113958974	0.348210858878	0.338659163819	0.0948511292714	0.0416333368671	-178.303566386
YY1	-0.2742424783	9.2492416	8.9749991217	0.107232220193	0.0859731816555	0.0526916280198	0.0950017531737	0.0740829325947	0.0501678926066	-0.0985861649305	-300.0	0.781219520345	0.786998823091	0.0645774699484	0.698699097549	0.710341113028	0.0418344010012	-0.349057468933	-237.286446877	0.482953182232	0.483704157764	0.0574565113335	0.484465693489	0.483782685545	0.0873257442079	0.0119042379618	-3.58566871047	0.344257403623	0.345402731731	0.0310429916598	0.345540905248	0.347325223435	0.0576256890639	0.146518475992	-41.4334612981
RELA	-0.2724742439	8.8449193444	8.5724451005	0.111878088438	0.0853980548233	0.0614800568254	0.1034744737	0.0819138778937	0.060265764437	-0.0367893465393	-300.0	0.799547849626	0.809567265129	0.0642341318517	0.702435688042	0.717628327902	0.0515018445115	-0.470343350354	-256.101718117	0.547074408241	0.548777428705	0.0979456783181	0.540593999283	0.540323647839	0.0660634153706	-0.00942309557547	-4.37670908014	0.309589186961	0.309719636344	0.0204475235962	0.313438898353	0.313077616847	0.0475744509144	0.0959495384458	-126.761217978
NR2F1	-0.269684032	5.6412763389	5.3715923069	0.0616495560448	0.0462613426853	0.0364779947456	0.0490576804077	0.0336590696854	0.0343326237726	-0.196920066666	-300.0	0.748166756392	0.769187665359	0.0756352738783	0.702642927561	0.718168519248	0.0658567111246	-0.161187230618	-36.1728335101	0.359157357178	0.354482703186	0.0749182263586	0.362923526197	0.361036232214	0.0793870106692	0.0261850943426	-0.492334390362	0.29550283697	0.292575361868	0.0455898745367	0.288129530879	0.287110280735	0.0302199064508	-0.0120309906259	-108.239755136
SOX10	-0.2637979979	5.3629255111	5.0991275132	0.123710481259	0.10142451809	0.0582742327366	0.109218148064	0.0816705069425	0.0556577427151	-0.127142234208	-300.0	0.676255855521	0.689508811053	0.0457786606848	0.716346197468	0.724010074421	0.0694292853916	0.0138090203481	-70.5821011153	0.515429860571	0.514754171031	0.0571113474687	0.522709604857	0.522519719739	0.0844953760487	0.0078024404981	-5.35812310801	0.341112753401	0.335995250697	0.0587633199606	0.32886778912	0.328850610622	0.0223849897921	-0.0899904604993	-300.0
NFYA	-0.2394532122	8.3065107889	8.0670575767	0.142643696743	0.129395138867	0.0571379281725	0.113850382166	0.0978475647842	0.0551915674361	-0.0771990203672	-300.0	0.738759026867	0.741240263791	0.0906601598972	0.642778227209	0.644400470225	0.0437429733496	-0.216564073525	-300.0	0.538450770806	0.529112859077	0.113193714898	0.492106182651	0.492025350053	0.0742715535847	-0.121353562638	-69.1065786036	0.341613397988	0.336634279908	0.0753292429025	0.363757679731	0.341284398787	0.140246879695	0.128799915636	-57.9350461012
FOXP2	-0.217106004	2.4335675278	2.2164615238	0.0566710135073	0.0458352883961	0.0323369406955	0.0417244242966	0.0326078635112	0.0239155316275	-0.245207140383	-300.0	0.677701539793	0.693081521343	0.0766672253516	0.62896363988	0.640730642825	0.0590487123586	-0.161572769492	-140.460233174	0.538221432809	0.53789745052	0.0598228688714	0.540200616619	0.541605515004	0.0841185274084	0.0192186221413	-3.32327928443	0.328757042614	0.328295291412	0.0340610614689	0.323713482379	0.323476420391	0.0133478053408	-0.0907827655047	-300.0
TCF7L1	-0.2158135534	8.4069930667	8.1911795132	0.10090592878	0.083959376283	0.051015963232	0.0904641067236	0.0704246790938	0.0494461964022	-0.00477998613698	-300.0	0.727998121694	0.734651334472	0.0657122253577	0.685008266197	0.697884206693	0.0430286180305	-0.054556703073	-137.843159894	0.486728801998	0.485945280177	0.0525988235431	0.48711581459	0.486582907347	0.0714949209953	0.0154571382062	-5.98070578385	0.33069732347	0.331274393138	0.0215482841088	0.33130570125	0.332964120646	0.0473066176111	0.155391833426	-90.455219894
SP2	-0.1813165365	6.2019310444	6.0206145079	0.0548942708802	0.0456559184087	0.0319473354802	0.0723451569382	0.0616125852078	0.0415707349957	0.0140288555093	-300.0	0.713792840518	0.727039287557	0.0467496027874	0.743570378748	0.750235682151	0.0605107075088	0.0807918021498	-81.6141969146	0.515104828872	0.512342006293	0.0789628919124	0.507118333325	0.503007765043	0.0585687306185	-0.0200879765396	-16.8546055141	0.325627632508	0.323506953126	0.0447038125727	0.318017917784	0.318086104746	0.0207959950527	-0.033948056821	-300.0
