FACTOR	EXPR_FOLDCHANGE	EXPR_GM12878	EXPR_K562	PIQ_90_GM12878_protection_mean	PIQ_90_GM12878_protection_median	PIQ_90_GM12878_protection_std	PIQ_90_K562_protection_mean	PIQ_90_K562_protection_median	PIQ_90_K562_protection_std	PIQ_90_protection_ks_stat	PIQ_90_protection_ks_pvalue	PIQ_90_GM12878_tc_mean	PIQ_90_GM12878_tc_median	PIQ_90_GM12878_tc_std	PIQ_90_K562_tc_mean	PIQ_90_K562_tc_median	PIQ_90_K562_tc_std	PIQ_90_tc_ks_stat	PIQ_90_tc_ks_pvalue	PIQ_90_GM12878_fos_mean	PIQ_90_GM12878_fos_median	PIQ_90_GM12878_fos_std	PIQ_90_K562_fos_mean	PIQ_90_K562_fos_median	PIQ_90_K562_fos_std	PIQ_90_fos_ks_stat	PIQ_90_fos_ks_pvalue	PIQ_90_GM12878_flr_mean	PIQ_90_GM12878_flr_median	PIQ_90_GM12878_flr_std	PIQ_90_K562_flr_mean	PIQ_90_K562_flr_median	PIQ_90_K562_flr_std	PIQ_90_flr_ks_stat	PIQ_90_flr_ks_pvalue
TP63	-2.7040282939	7.2572711722	4.5532428783	0.115907401322	0.0892615459616	0.102531464748	0.0791667910307	0.0622221387161	0.0662998899323	-0.0633503886478	-78.4185630036	0.760066480697	0.766827919601	0.0797864198601	0.678352368432	0.690033570818	0.0457466111275	-0.249204104069	-300.0	0.435352934395	0.433351772237	0.0480455126786	0.424985556533	0.420003260312	0.0310951350024	-0.0464025058184	-300.0	0.337721366143	0.336477903228	0.082004954981	0.334415125777	0.327026474555	0.0385892118768	-0.114259265182	-300.0
NFKB1	-2.6782338148	9.3209454444	6.6427116296	0.13698089813	0.102623047366	0.124221684791	0.0908234514166	0.0684990717499	0.0821357564018	-0.0706159327672	-110.194275849	0.845791767132	0.850679416355	0.0661578834557	0.709839352048	0.720761921083	0.0368176855613	-0.65292062219	-300.0	0.66140797771	0.660942181346	0.0275561084413	0.641566382446	0.640890487977	0.0203672277154	-0.235102733497	-300.0	0.337547045921	0.337769992461	0.0430271980022	0.326760652128	0.326724345758	0.0207905154751	-0.245862538988	-300.0
MEF2C	-2.312784923	10.5691021611	8.2563172381	0.157352578817	0.121783493067	0.134819921992	0.104114397928	0.0800287438863	0.0868024988916	-0.068211582166	-68.537440961	0.735519639459	0.746629461075	0.0443591408307	0.758161531176	0.763859672755	0.0597413782493	0.0573253437099	-102.493364985	0.477866165785	0.479062730577	0.0240082809103	0.465482065124	0.468067912973	0.0167944378705	-0.20431083961	-300.0	0.337477483331	0.337031938892	0.0338470202408	0.331652317515	0.329565371461	0.0189408003266	-0.210806545885	-300.0
ZEB1	-2.2585500701	7.4546499167	5.1960998466	0.120149941982	0.0891136660747	0.108355433684	0.0791271607793	0.059967263186	0.0701879887327	-0.0586700632375	-125.419010143	0.76533232075	0.769039368381	0.0624503723389	0.706148937687	0.713195545786	0.0376399221625	-0.218568988117	-300.0	0.520522860157	0.520437201758	0.0345827927675	0.511925457773	0.508600910764	0.019969906408	-0.0605029108896	-300.0	0.300145714807	0.299848257691	0.0445280981422	0.293129516894	0.292457444458	0.0212555470165	-0.107425621421	-300.0
HNF4G	-2.2212048127	4.5430166222	2.3218118095	0.155591124769	0.122039709873	0.131682185567	0.0991194556447	0.0768865625864	0.0830635107196	-0.0833966242959	-37.5491927857	0.755158139741	0.763656304002	0.0648579266214	0.724206173471	0.735320426631	0.0499043290844	-0.00893861456529	-68.3861402927	0.569104363303	0.570969680633	0.0332508087559	0.557548494704	0.558371636733	0.0199036501509	-0.146330466518	-300.0	0.325816264593	0.325748360338	0.0342733749644	0.317327288343	0.318456835682	0.0224911268565	-0.155744932361	-300.0
REL	-2.0628250132	8.3178302778	6.2550052646	0.130073878637	0.096950550598	0.117374453258	0.0838137578989	0.0628387356409	0.075035099381	-0.0728811598566	-97.6666913858	0.813909387772	0.819064758674	0.0750896500985	0.697493431329	0.708874139033	0.0394882119255	-0.505660305593	-300.0	0.687381995035	0.686126885271	0.0301928440513	0.674183195232	0.672966387059	0.0228226739149	-0.106159994264	-300.0	0.345696964664	0.345637235123	0.0503159231142	0.3406676413	0.339087856994	0.0239848176218	-0.0778364536879	-300.0
FOXO1	-1.8556499325	8.4851884722	6.6295385397	0.158111503957	0.125347321078	0.133241476526	0.104713563442	0.0832544642506	0.0831260522296	-0.03735874807	-64.2843368437	0.71982853465	0.731808228657	0.0431771503455	0.727919653655	0.733935921673	0.0670722791937	0.142139194741	-35.8177366644	0.503936596281	0.506470823153	0.0403366027957	0.493958774524	0.499036362276	0.026631269765	-0.00974350658141	-300.0	0.314821972332	0.314767223695	0.0353953204157	0.310811279037	0.309990005758	0.0173114448215	-0.0722990513073	-300.0
NR3C1	-1.8464264783	9.6750664889	7.8286400106	0.133682337701	0.10076166873	0.119963683059	0.0857472399525	0.0649214721523	0.0744058103456	-0.0424008621703	-66.0711798794	0.7977819401	0.803786631534	0.0609404464973	0.728126134587	0.736927815436	0.0405559669468	-0.291792806219	-300.0	0.525264132467	0.527448228987	0.0378864560354	0.513508913656	0.519572067254	0.0264037814719	-0.0125546634036	-300.0	0.295927268742	0.29606903587	0.0355044603712	0.289074056214	0.290004058675	0.0216967733487	-0.0674513019587	-300.0
IRF1	-1.7207699439	8.2650849333	6.5443149894	0.104688250941	0.0774172041979	0.0990479664976	0.071093548001	0.0546187874805	0.0638336760158	-0.0133438798485	-188.171282212	0.806658171261	0.810775560165	0.0618857478058	0.740316202868	0.751574968732	0.0375712012475	-0.293709646258	-300.0	0.515559617465	0.515455925918	0.0336103026455	0.507032507166	0.508793832069	0.0264241883276	-0.0409144595077	-300.0	0.488334284686	0.46222551691	0.267582180317	0.552758996278	0.597767063268	0.288377331944	0.0979363433984	-299.999999995
SOX9	-1.6463590651	7.5684512556	5.9220921905	0.162730929776	0.132562614631	0.131783304428	0.105212775999	0.0856222382171	0.0857585734104	-0.0658722468511	-28.1823064168	0.772132616536	0.779609987213	0.0659190337759	0.729688328713	0.742442560561	0.0480281248926	-0.0816235766557	-73.2894352994	0.474560866517	0.47812943334	0.0234587070415	0.480598786315	0.483720492367	0.0423672166603	0.0247409190076	-300.0	0.31702617333	0.318442410071	0.0327148489273	0.312801058321	0.314240437894	0.0228049088802	-0.00184218327979	-146.433728173
RFX5	-1.5997156902	8.0311831611	6.4314674709	0.120226368411	0.0877939069468	0.110722843424	0.0755694105418	0.0576267384491	0.0688811099927	-0.065689702908	-169.522664974	0.798824158916	0.804106020373	0.0741470683837	0.697967809055	0.707506290503	0.0398928181952	-0.371588364003	-300.0	0.532526387401	0.531161667923	0.0290843978606	0.537161116448	0.53690716573	0.044085266611	0.0839924532172	-300.0	0.303698649098	0.302925149306	0.0283657836335	0.307152615842	0.30712753951	0.0523500497722	0.040613242769	-285.729326352
ELF1	-1.3094928196	9.8966036556	8.587110836	0.065881367961	0.0484220918908	0.0626691551307	0.0435564122847	0.0331762477717	0.0389745936026	-0.0122311734606	-202.701923575	0.739522581675	0.743982367827	0.0760766359015	0.69739637446	0.706025250906	0.0401896775202	-0.0234532169288	-300.0	0.494567281357	0.490253224464	0.0259106698575	0.497596715923	0.494223572128	0.034967975714	0.0627208895079	-300.0	0.327782856336	0.326136526223	0.0253026181487	0.328586482202	0.327889555007	0.0563430781556	0.157692244019	-107.709409051
GATA3	-1.2686822069	5.6419831222	4.3733009153	0.115694158635	0.0953570146903	0.0875451096895	0.163009279586	0.123391993197	0.137206656734	0.0204308827482	-24.8681386539	0.723270010523	0.734138049049	0.0424581087558	0.740084040262	0.747027245646	0.0652706082968	0.101818673303	-51.5758673607	0.379478283296	0.381755769294	0.0248630636248	0.395260751653	0.382251207134	0.0611627672674	0.0764741035857	-243.218590195	0.324280005552	0.323351243699	0.0136531350597	0.32591398097	0.325566093963	0.0454902866796	0.0540951557951	-189.874715413
T	-1.1067090704	6.8493768111	5.7426677407	0.126180339954	0.0994824467872	0.108796166649	0.0805777237888	0.0622934134767	0.0675278660183	-0.0405186315502	-50.9419526671	0.708472946722	0.722116272401	0.0420781252038	0.717547732024	0.723106389099	0.0796630143885	0.133031120279	-23.9201355529	0.586609059205	0.58905020835	0.0322868174901	0.588363460676	0.589990515632	0.0481352299504	0.144563891789	-78.4419747907	0.273922881264	0.27550010033	0.0252779558041	0.276531228165	0.276457710321	0.0336314953152	0.1828778002	-9.92417199529
