FACTOR	EXPR_FOLDCHANGE	EXPR_GM12878	EXPR_K562	Boyle_GM12878_protection_mean	Boyle_GM12878_protection_median	Boyle_GM12878_protection_std	Boyle_K562_protection_mean	Boyle_K562_protection_median	Boyle_K562_protection_std	Boyle_protection_ks_stat	Boyle_protection_ks_pvalue	Boyle_GM12878_tc_mean	Boyle_GM12878_tc_median	Boyle_GM12878_tc_std	Boyle_K562_tc_mean	Boyle_K562_tc_median	Boyle_K562_tc_std	Boyle_tc_ks_stat	Boyle_tc_ks_pvalue	Boyle_GM12878_fos_mean	Boyle_GM12878_fos_median	Boyle_GM12878_fos_std	Boyle_K562_fos_mean	Boyle_K562_fos_median	Boyle_K562_fos_std	Boyle_fos_ks_stat	Boyle_fos_ks_pvalue	Boyle_GM12878_flr_mean	Boyle_GM12878_flr_median	Boyle_GM12878_flr_std	Boyle_K562_flr_mean	Boyle_K562_flr_median	Boyle_K562_flr_std	Boyle_flr_ks_stat	Boyle_flr_ks_pvalue
NR3C1	-1.8464264783	9.6750664889	7.8286400106	0.0258432274365	0.0207541179801	0.0156509390644	0.0191949513405	0.0151440393782	0.0110880164037	-0.11621075151	-300.0	0.780200263055	0.787716586731	0.0567982913119	0.727274378511	0.740657358929	0.0414182228132	-0.228585366196	-258.459392524	0.463002422433	0.464441095366	0.0353273070285	0.472946572479	0.474838709426	0.0509340547112	0.021030363867	-129.112409953	0.306810801945	0.302446265486	0.0281099589488	0.307651126454	0.305518683839	0.0515473694344	0.0323201205078	-97.7892820584
IRF1	-1.7207699439	8.2650849333	6.5443149894	0.00697342226472	0.0061776168607	0.00495411177416	0.00882091827712	0.00769365525734	0.00681738803559	0.0916825192882	-300.0	0.824790937564	0.830947019198	0.0501050460024	0.745616035247	0.757453147052	0.034173352534	-0.502193482669	-300.0	0.589248082578	0.588907583436	0.0342368103653	0.577736938436	0.578260002058	0.0228478208193	-0.103413013479	-300.0	0.245242159093	0.235775937515	0.152882923504	0.276268937812	0.259165367034	0.172943130693	0.119431036154	-22.9202975782
SOX9	-1.6463590651	7.5684512556	5.9220921905	0.0357466855924	0.025421806961	0.0290808576652	0.0237815109941	0.0156966287566	0.0202842634732	-0.13728015165	-300.0	0.782845780432	0.790403514852	0.0580849070356	0.730328893114	0.744586995055	0.0427691219983	-0.235439102755	-174.68597354	0.511516748817	0.514042815066	0.0344381881523	0.5203687523	0.523100649657	0.0491310668948	0.0104486147672	-77.5423563903	0.317222737341	0.314331015454	0.0316591672125	0.318535208213	0.323035831109	0.0500208979676	0.163225410366	-8.5503278883
RFX5	-1.5997156902	8.0311831611	6.4314674709	0.0652708997271	0.0549494653673	0.0338144399944	0.0475123149141	0.0404883742213	0.0231249673464	-0.0510770557973	-300.0	0.795739858828	0.802764354018	0.0661756389031	0.718424713765	0.734680690413	0.0409859130773	-0.308630540926	-300.0	0.507372384127	0.502933770877	0.0405371996135	0.509679320981	0.506407844636	0.0595041674185	0.100191164066	-59.3021937362	0.317443217247	0.314392323422	0.0354059764831	0.323927864298	0.316187634967	0.0774506108249	0.106570789939	-66.3827545575
ELF1	-1.3094928196	9.8966036556	8.587110836	0.00713218298663	0.00594756165919	0.00564691439595	0.00919715564609	0.00753598894356	0.00790520407457	0.0023191887501	-300.0	0.700182788153	0.71546559642	0.041808888761	0.726382343872	0.731997949932	0.0707389198658	0.0993720022758	-175.469704564	0.558896234844	0.553352109358	0.036146058342	0.559778717093	0.555572517026	0.0532118382784	0.111301280202	-91.6117197674	0.332971420125	0.331842506034	0.0325878440421	0.334207786355	0.335594547417	0.0728811928809	0.0582086502112	-256.271814561
GATA3	-1.2686822069	5.6419831222	4.3733009153	0.0179625810954	0.0148451758168	0.0149832573211	0.0107410527064	0.00819951562038	0.00965971160458	-0.0537763337926	-300.0	0.70894752362	0.72212302087	0.0397163648023	0.73904198413	0.745771349751	0.0592529720486	0.0221865931502	-86.4974612085	0.396939483255	0.385075359241	0.0676763739462	0.369888835038	0.371734590391	0.0296290195493	-0.0919473221976	-300.0	0.334753915154	0.333593565354	0.0555381875282	0.325060136575	0.320291072249	0.014999349911	-0.171526152624	-300.0
T	-1.1067090704	6.8493768111	5.7426677407	0.0147931407975	0.0118149707095	0.0125054229101	0.0207010354357	0.0161766559437	0.0172161732629	0.0286471333993	-300.0	0.707718665727	0.714924769199	0.0412469665536	0.714022745913	0.729937365893	0.069566420126	0.0376553888254	-42.9832143354	0.467764551604	0.465732996096	0.0337816045233	0.46854849253	0.466476450765	0.0545847148959	0.109301151484	-16.83362762	0.276273273476	0.272768705864	0.0341168940943	0.281809519358	0.274256038191	0.0541497094563	0.121057956774	-17.1330179661
TCF7L2	-1.0379809175	8.1292303778	7.0912494603	0.0203948293179	0.0159211177753	0.0147188143451	0.0153225344156	0.0120872502658	0.0103875202878	-0.102099891912	-300.0	0.781875080908	0.790513903064	0.054952084258	0.73728201128	0.749452839949	0.0471904105628	-0.163573459536	-273.810808905	0.53850020602	0.539545566454	0.0272138660535	0.540957611733	0.542400825323	0.0356062552489	0.112218991523	-33.6751374314	0.333211700635	0.330392487789	0.024556177656	0.335320390502	0.330919069878	0.051955848983	0.12067234205	-36.2038036353
CREB1	-0.9881595307	9.1957632556	8.2076037249	0.00898367540398	0.00629285792358	0.0128339640447	0.0128895676716	0.00885929372656	0.0177064939153	0.0632558083954	-145.895798086	0.67823058513	0.693985218429	0.085536638072	0.661722167899	0.66926763901	0.0467297422717	-0.0144790750295	-27.8244738143	0.479443207334	0.47860722764	0.0406932131159	0.481076985795	0.478655690689	0.0591262490223	0.145073452579	-2.40751280834	0.255292823785	0.253683474324	0.0304891062285	0.269481109075	0.255358575295	0.0939598445114	0.11870401811	-9.76482864441
STAT3	-0.8814597069	10.6886940667	9.8072343598	0.151082480204	0.130816976489	0.0802640916841	0.0953296803135	0.082203494114	0.0477190554921	-0.142986498267	-300.0	0.706726355788	0.720024070326	0.0440137980548	0.732386484229	0.741301604161	0.063250617497	0.0707095015278	-59.8435319413	0.460589332424	0.448097810543	0.0727412108548	0.428106183003	0.428178766473	0.0320460927385	-0.130427332595	-300.0	0.293451868949	0.291385974158	0.0296022974434	0.300104624326	0.293681306868	0.0743573913434	0.0517557409124	-75.7572338463
ELK4	-0.795803281	8.3372889	7.541485619	0.0422088508397	0.0372832586126	0.0161792759881	0.0522185696137	0.0455199412458	0.0235478035464	0.00217911704202	-300.0	0.682471350638	0.693057026296	0.0420643611049	0.704666400851	0.708367913963	0.0764013658787	0.106592405923	-151.947864922	0.529933882814	0.522798481302	0.0506127041068	0.539494167095	0.529126480434	0.0738900833933	0.108817003566	-61.3296990702	0.317581153346	0.318725221146	0.0391203057306	0.323833168252	0.320696043063	0.0886977725017	0.150658366876	-47.7250683842
GFI1	-0.5620815095	5.9600981444	5.3980166349	0.0506813091617	0.0397768782208	0.0338904856513	0.033790371096	0.0262665179838	0.0220056537762	-0.0534069288089	-300.0	0.704505363594	0.733600600735	0.0515898741836	0.746137988269	0.759734286019	0.0869625312619	0.113504787307	-48.513167462	0.435992120958	0.433901845251	0.0326699807052	0.451196781218	0.440364075598	0.0588527526481	0.0334776549824	-96.0493198783	0.336105206187	0.31763899295	0.101470666111	0.314770201017	0.312596672196	0.0501504858504	-0.0260266807661	-131.890335702
HOXA5	-0.5275261365	3.8746430889	3.3471169524	0.0322161583789	0.0272956206604	0.0207444057152	0.0235822288579	0.020154934319	0.0145038281773	-0.0142183422859	-300.0	0.798526151227	0.804330549215	0.0566504366903	0.736449026987	0.749779640977	0.0378255554761	-0.257551671162	-300.0	0.510659095192	0.510968989914	0.0382564190437	0.517737880013	0.515676348294	0.057464888683	0.0799973334648	-72.2826168892	0.336201391784	0.335524806796	0.0611876165906	0.334521874116	0.333779081825	0.0276289669231	-0.0119032424028	-185.477290881
SREBF2	-0.459857972	9.3969251889	8.9370672169	0.0532070033247	0.0443039366055	0.0304998940578	0.0386243245687	0.0326561460797	0.0200316968821	-0.030473138648	-300.0	0.779970030808	0.786609950931	0.0643679312875	0.728346072424	0.744589764682	0.0402771783325	-0.0944795204285	-163.699569084	0.519170938111	0.520254660105	0.0300005198041	0.525005714975	0.525708380947	0.0448679004355	0.0434162086215	-99.3839357346	0.323440232968	0.316747516008	0.0627285836493	0.315603833356	0.312814380149	0.0240532919252	-0.00208439271351	-108.09993066
ZFX	-0.433919887	8.1387332944	7.7048134074	0.0267100862968	0.0234374227225	0.0130226150427	0.0202958602496	0.0181649121605	0.0089406204857	-0.0202009675414	-300.0	0.7644812676	0.771610660704	0.0741170157891	0.706291985882	0.723297601148	0.0420142293797	-0.0526601390555	-300.0	0.546542882053	0.543679341207	0.0320202442363	0.555897628226	0.550810319373	0.051396330777	0.0390313595358	-300.0	0.34205191383	0.332333406287	0.0883132147863	0.324850700376	0.327218304241	0.0390464088839	-0.0226823661475	-300.0
SPI1	-0.4202474275	7.6557025333	7.2354551058	0.00846906047876	0.0074827220353	0.00479470962897	0.0111529066056	0.00967122801637	0.00686217237939	0.0814231064624	-300.0	0.799487568334	0.804818509525	0.0720782934318	0.70842056169	0.721248598307	0.0405448996876	-0.265382434707	-300.0	0.532910460205	0.526239473139	0.0384088241477	0.544771796983	0.535399210495	0.0565752727102	0.0379954234734	-300.0	0.341673534577	0.335202052679	0.040783381189	0.346809609809	0.337033571954	0.102652581308	0.0622211266663	-300.0
NFATC2	-0.4050990344	7.8968279444	7.4917289101	0.0524310195245	0.0472035407903	0.0200723879673	0.0634015351249	0.0550375429934	0.0290808342382	0.0288253224836	-300.0	0.732704629661	0.747786590537	0.0465623336595	0.760962427392	0.769951216975	0.0603539182547	0.0703078652418	-57.847174975	0.534951367801	0.535994748267	0.0398684893354	0.527912546311	0.530055898873	0.0265238013544	-0.0128141364915	-166.20853047	0.29253314935	0.286038813544	0.0538974970386	0.277773622955	0.280123665383	0.0403685249721	-0.133310573007	-233.374038383
SRF	-0.368290577	8.5141720056	8.1458814286	0.0201160726057	0.0164344248993	0.0142798918662	0.0135994716354	0.0114055771983	0.00982642673507	-0.0891105120723	-300.0	0.816092091594	0.822797980122	0.0551399715939	0.745399312528	0.758402639915	0.036218040597	-0.369701791055	-300.0	0.557353995674	0.558269560628	0.0268337678714	0.565500093253	0.564223223496	0.0438279437662	0.00794292424047	-126.28906487	0.329576128929	0.324389894595	0.0624822333718	0.314744021513	0.318159396109	0.0284991087644	-0.105916942487	-265.585006725
NKX2-5	-0.3477572392	6.1980671333	5.8503098942	0.057005217604	0.0461086164754	0.0314040751244	0.0418814304682	0.0349879283545	0.0209484767409	-0.0425251975379	-300.0	0.727157864542	0.742338044424	0.0413153154948	0.761347713101	0.76868950942	0.0648862897292	0.0570056247704	-91.7443830755	0.555095759416	0.555383285379	0.0312016032087	0.561746578772	0.562375860963	0.0460453168209	0.0481508647797	-96.3891460737	0.300491448517	0.297013672182	0.029509487107	0.303095863424	0.300428872466	0.0628251670179	0.0301074954613	-105.193565951
SOX17	-0.315282727	6.6900928222	6.3748100952	0.00616743263584	0.00485285309262	0.00632215773959	0.00814846642316	0.006227421746	0.00891587349973	0.121398133467	-300.0	0.717528430948	0.732389660981	0.0411250157503	0.734442692035	0.740497606676	0.0660780396065	0.187253953352	-45.9901098991	0.593450275261	0.591213689075	0.0323062322562	0.602890588063	0.60000201844	0.0470304046961	0.0289466073489	-205.160529067	0.312083338313	0.310405124657	0.0245447023913	0.317795167327	0.314166591902	0.0639540840679	0.0361057577426	-162.775853937
