FACTOR	EXPR_FOLDCHANGE	EXPR_GM12878	EXPR_K562	Boyle_GM12878_protection_mean	Boyle_GM12878_protection_median	Boyle_GM12878_protection_std	Boyle_K562_protection_mean	Boyle_K562_protection_median	Boyle_K562_protection_std	Boyle_protection_ks_stat	Boyle_protection_ks_pvalue	Boyle_GM12878_tc_mean	Boyle_GM12878_tc_median	Boyle_GM12878_tc_std	Boyle_K562_tc_mean	Boyle_K562_tc_median	Boyle_K562_tc_std	Boyle_tc_ks_stat	Boyle_tc_ks_pvalue	Boyle_GM12878_fos_mean	Boyle_GM12878_fos_median	Boyle_GM12878_fos_std	Boyle_K562_fos_mean	Boyle_K562_fos_median	Boyle_K562_fos_std	Boyle_fos_ks_stat	Boyle_fos_ks_pvalue	Boyle_GM12878_flr_mean	Boyle_GM12878_flr_median	Boyle_GM12878_flr_std	Boyle_K562_flr_mean	Boyle_K562_flr_median	Boyle_K562_flr_std	Boyle_flr_ks_stat	Boyle_flr_ks_pvalue
REST	-0.3104942741	7.8934747556	7.5829804815	0.050445569273	0.0444053342298	0.0209549757116	0.068017294674	0.0607252278945	0.0318483740312	0.0386081645986	-300.0	0.710907974559	0.718684281617	0.0417389563052	0.716142544726	0.732222542792	0.0693150955785	0.0924161478805	-113.676495181	0.527670090314	0.526816008476	0.0338629009871	0.536131934327	0.533818524776	0.0513339915703	0.0252059804663	-200.632405322	0.31044417556	0.301983699785	0.0712435553013	0.2996356577	0.296880666293	0.0288933175336	-0.0528463606903	-300.0
RXRA	-0.3028018288	7.0916307389	6.7888289101	0.0285882187005	0.02464325136	0.0140704684269	0.0227638572519	0.0199825809305	0.00968070697522	-0.0421768263424	-300.0	0.81216482912	0.819201595706	0.0578426434012	0.739833341209	0.753130159375	0.036993029563	-0.337352204398	-300.0	0.585992039517	0.586994262243	0.0356750757285	0.595025247283	0.594881731398	0.0499223961521	0.036639537265	-169.271398389	0.29649653822	0.289655736664	0.066984772712	0.288237536242	0.285271460734	0.0325767904681	-0.0169117529812	-239.022599427
USF1	-0.3023841979	7.3838312667	7.0814470688	0.0218584555597	0.0182299107557	0.0140050439013	0.0158866536163	0.0131464318974	0.00938740744253	-0.0649997687902	-300.0	0.677724758915	0.686015003467	0.048505920147	0.688594750884	0.70926763776	0.0834031436025	0.0531662340565	-114.760212521	0.534986753016	0.529776239272	0.042547529945	0.546858603958	0.538673231199	0.0631042651274	0.0615776452252	-74.4056124703	0.362183742505	0.347533449641	0.107820708821	0.343368833525	0.341221044613	0.0454855259793	-0.0426390688633	-233.177580212
YY1	-0.2742424783	9.2492416	8.9749991217	0.0196680361087	0.0155577859429	0.0149601443722	0.0142501881337	0.0115128428442	0.0103768178446	-0.0871659810391	-300.0	0.806960190627	0.812930385186	0.0616085495143	0.733228571099	0.746085159492	0.0369741842424	-0.273963099726	-300.0	0.585037309101	0.581587084059	0.0416685191298	0.591831620236	0.589714871931	0.0602728663636	0.0531346318599	-92.3948410746	0.379297100903	0.36360681693	0.0800833444749	0.360786326362	0.355507015434	0.0310561327959	-0.108235524664	-280.984415296
RELA	-0.2724742439	8.8449193444	8.5724451005	0.0643941909544	0.056361930061	0.0253076195097	0.0522346190774	0.0468698667922	0.0174423483099	-0.0167196850814	-300.0	0.829465486518	0.834898050973	0.058896853267	0.741161743909	0.755033783096	0.0371323888642	-0.454387293121	-300.0	0.484271626744	0.481753216557	0.0348665159337	0.489620498629	0.48789237888	0.0524070125089	0.0804559236504	-73.2344604935	0.321041391676	0.31401031253	0.0648891209169	0.310779490323	0.308860101051	0.0216221383535	-0.0370440598	-211.219454455
NR2F1	-0.269684032	5.6412763389	5.3715923069	0.0182235523915	0.0135843976595	0.015797013483	0.0119327311748	0.00895355284981	0.0110385028021	-0.0959373973953	-300.0	0.788292047216	0.797438404638	0.0571055321711	0.739672385268	0.751264075571	0.0496132957301	-0.145035852711	-117.074462963	0.352180509043	0.353640930199	0.0288415032145	0.3579031512	0.359037406248	0.0474342809053	0.0330984878817	-50.3245169768	0.241279549527	0.236892869086	0.0389658712995	0.248821808885	0.241921552845	0.0623384175811	0.0178649650808	-47.21119184
SOX10	-0.2637979979	5.3629255111	5.0991275132	0.0281760241287	0.0236071162611	0.0158163225456	0.0200343726259	0.0167891465579	0.010673622851	-0.0461835642815	-300.0	0.718194637115	0.732842350084	0.0398981117805	0.748219618428	0.754520481974	0.0660852245185	0.103978312059	-110.17634316	0.468718238224	0.468242629636	0.0305283348832	0.476943076515	0.474878593257	0.0468065028371	0.0411350358217	-178.013962887	0.347224994912	0.342816365192	0.0728004710641	0.334641039009	0.336883453396	0.0306504366386	-0.0732843570332	-300.0
NFYA	-0.2394532122	8.3065107889	8.0670575767	0.152373906267	0.133529460426	0.0703843351188	0.104308197428	0.0932367301469	0.0460899803318	-0.0682334920721	-300.0	0.76947162538	0.772363342829	0.0965390483085	0.682302676751	0.703676082055	0.0509912316754	-0.0680263398029	-300.0	0.516986824719	0.500781741596	0.0832178628571	0.481848563411	0.474832331912	0.050331076141	-0.0484006425128	-277.568926248	0.396960770587	0.35209774176	0.166870091812	0.339537606413	0.338594673106	0.0790892036923	-0.119458939592	-300.0
FOXP2	-0.217106004	2.4335675278	2.2164615238	0.0125629937965	0.0097584420776	0.00930264068416	0.0182563640702	0.0141411941665	0.0134501448494	0.00170493847466	-300.0	0.722230625525	0.737712524505	0.0660879021094	0.669104522833	0.676682324442	0.0415725585371	-0.275970571086	-300.0	0.455444058617	0.458052768509	0.0229789964286	0.457319466754	0.461123576306	0.0389419690812	0.0122225255993	-300.0	0.335375603721	0.335726868846	0.0522472624026	0.326592191501	0.3301866713	0.0220668034382	-0.0441678630918	-300.0
TCF7L1	-0.2158135534	8.4069930667	8.1911795132	0.0184975118759	0.0151760356131	0.0094014136017	0.0257019016691	0.0210637683102	0.0141319373758	0.00942109946671	-300.0	0.727136493435	0.739731385036	0.0361822517736	0.759622252944	0.764856528842	0.0614409325725	0.067260060821	-227.205511815	0.453119969144	0.451840044908	0.0263964282613	0.460508907747	0.458328858051	0.038454356913	0.0372208692882	-280.932725142	0.317271658188	0.315524985142	0.025162270856	0.318547548541	0.318167046833	0.0646025076528	0.0045874130677	-300.0
