FACTOR	EXPR_FOLDCHANGE	EXPR_GM12878	EXPR_K562	FLR_80_GM12878_protection_mean	FLR_80_GM12878_protection_median	FLR_80_GM12878_protection_std	FLR_80_K562_protection_mean	FLR_80_K562_protection_median	FLR_80_K562_protection_std	FLR_80_protection_ks_stat	FLR_80_protection_ks_pvalue	FLR_80_GM12878_tc_mean	FLR_80_GM12878_tc_median	FLR_80_GM12878_tc_std	FLR_80_K562_tc_mean	FLR_80_K562_tc_median	FLR_80_K562_tc_std	FLR_80_tc_ks_stat	FLR_80_tc_ks_pvalue	FLR_80_GM12878_fos_mean	FLR_80_GM12878_fos_median	FLR_80_GM12878_fos_std	FLR_80_K562_fos_mean	FLR_80_K562_fos_median	FLR_80_K562_fos_std	FLR_80_fos_ks_stat	FLR_80_fos_ks_pvalue	FLR_80_GM12878_flr_mean	FLR_80_GM12878_flr_median	FLR_80_GM12878_flr_std	FLR_80_K562_flr_mean	FLR_80_K562_flr_median	FLR_80_K562_flr_std	FLR_80_flr_ks_stat	FLR_80_flr_ks_pvalue
ETS1	-6.1447406735	9.4926612556	3.347920582	0.0897916415666	0.0748131861129	0.0421428282296	0.0937367809538	0.0816197441168	0.0421735488856	0.0575603551289	-86.4659458335	0.797023825287	0.80217871877	0.0594657381152	0.695992028219	0.710517306804	0.0358097161161	-0.599139725511	-300.0	0.645784239927	0.640885860307	0.0489566044366	0.574171900809	0.573764906303	0.0364818630483	-0.659722909451	-26.7435964891	0.340475120111	0.340264012045	0.0558074255605	0.3108848308	0.309024928945	0.0269159463844	-0.443646939432	-300.0
FLII	-5.7267807974	8.5333091889	2.8065283915	0.0715146108339	0.0602820264712	0.0399888414323	0.0653061335302	0.0500363598065	0.0353043844254	-0.077142653364	-222.344545933	0.747681041036	0.751717573418	0.051457288943	0.711345313096	0.721644715124	0.0346706398157	-0.0964357671349	-273.214519832	0.732886536821	0.695450676745	0.0912665361359	0.621393600287	0.61747761314	0.0824401729966	-0.542942686056	-6.42171490733	0.289193555111	0.289344840446	0.0370168087088	0.265986470502	0.265247803655	0.0176027253775	-0.402660146933	-300.0
PAX5	-5.2702007889	9.8008520111	4.5306512222	0.102329986894	0.0913418608669	0.0401473813166	0.105896888195	0.0929518707502	0.0432445781059	0.046158981831	-34.5166213642	0.760299369464	0.767904536292	0.0723997580765	0.700289841493	0.718283085847	0.0445235417167	-0.208343739999	-300.0	0.687028454104	0.682834272661	0.0506412926074	0.632066717128	0.63380000423	0.0275411775309	-0.582217782218	-21.9126369641	0.318473271244	0.318957124739	0.0684986321083	0.293598274914	0.292857513309	0.0333541295289	-0.349109802044	-300.0
EBF1	-4.7106986376	8.5508527222	3.8401540847	0.107692793183	0.0946046953047	0.0367022050793	0.108926858389	0.095888790619	0.0421897785547	0.0244390009296	-101.520178808	0.844417707877	0.849375887802	0.0500810956354	0.733893180077	0.745927357671	0.0327967449904	-0.726348479987	-300.0	0.570327990984	0.567371851945	0.0577972051964	0.517459360603	0.517510302659	0.0444974327481	-0.36534815895	-10.5209963504	0.31304328062	0.313087816925	0.0474011907678	0.290277221828	0.29036505695	0.0268240857028	-0.399980091229	-300.0
EGR2	-4.387910581	8.0011205333	3.6132099524	0.060429705754	0.050573156881	0.0304731888642	0.0610170561277	0.0525159831179	0.0332684635908	0.0398782554132	-144.081887386	0.844479803012	0.85062033892	0.0630365238853	0.715978417077	0.731341798913	0.0369086977582	-0.696079712294	-300.0	0.502540847793	0.497358431289	0.0636423591827	0.469486958622	0.470205382812	0.0490717877642	-0.268623627961	-8.84557930142	0.340085999645	0.339528750601	0.0804318871556	0.322127195975	0.31727173296	0.0351710929632	-0.295207698795	-300.0
TP53	-3.4232058254	9.438751	6.0155451746	0.079275514527	0.0675068125162	0.0412270346475	0.0761861479212	0.0599602041328	0.0331212128322	-0.124285348742	-132.811472794	0.705596868256	0.72534846735	0.0765238139371	0.671274862478	0.677785003635	0.0448828420706	-0.215007684202	-226.471454698	0.453999203966	0.413070160602	0.113188575618	0.39265161417	0.377987988828	0.101713764865	-0.162440191388	-1.92619650402	0.287741198462	0.286955874176	0.0534127375973	0.272081868668	0.272014297876	0.0332405980443	-0.232834428212	-300.0
STAT1	-3.0891702317	11.2946308667	8.2054606349	0.0740756522434	0.0620219089018	0.0393742182845	0.0686419787683	0.0544722323842	0.0353191946783	-0.0479542648828	-176.651128628	0.837196997619	0.844886384558	0.049658680872	0.740197237308	0.751423072867	0.0413132370902	-0.620668076307	-300.0	0.480610989168	0.478469740503	0.0981989259189	0.435947493758	0.435887957068	0.0688158055411	-0.121914648212	-2.27956755357	0.341343394612	0.341677171249	0.042867564146	0.327451761162	0.327897709159	0.0305725975453	-0.242223596789	-300.0
HNF1B	-2.9064154892	6.2265196056	3.3201041164	0.106749584531	0.0841611027405	0.0631662218164	0.0877651310096	0.065192065586	0.0584771619536	-0.196043213724	-215.186482217	0.728619447188	0.734389609088	0.0381962929627	0.733214517696	0.747060830914	0.0607156327532	0.0205238715615	-29.2177757094	0.644205007361	0.62706787392	0.0805813688373	0.601407990407	0.596368966182	0.0356751648011	-0.440634533252	-3.71140759878	0.291432358386	0.291671264238	0.037452290007	0.277889662554	0.279822620355	0.0246453985087	-0.310552440601	-300.0
PRDM1	-2.8595321966	7.5904785722	4.7309463757	0.110589912638	0.0957355774633	0.0548364603473	0.117985727132	0.105114109804	0.0589001202163	0.0773694405347	-20.5074635394	0.704267257765	0.724608507968	0.0457834896885	0.732086663599	0.74050671849	0.0785767448309	0.0577622090734	-44.7643738408	0.331949265842	0.316467160704	0.0903758111247	0.28513090688	0.284310640056	0.0452134039169	-0.396774193548	-2.86294777996	0.275718325505	0.273754514722	0.0897964316057	0.264331940942	0.258212697471	0.0460916729499	-0.20441636824	-300.0
STAT4	-2.825769995	5.2946641167	2.4688941217	0.108564175237	0.0946751260473	0.0429105020265	0.102030349348	0.0838270797148	0.0426967371963	-0.134325610604	-300.0	0.811005002793	0.818327459404	0.0521998691735	0.746323968162	0.758169264512	0.0425817753551	-0.416799912206	-300.0	0.531061831253	0.520803728132	0.0767487410073	0.505371196271	0.494784792282	0.0465882117922	-0.294108151735	-4.13272803115	0.308657049207	0.307540966734	0.0413467220692	0.300412137315	0.298509538505	0.0303007725866	-0.111576419698	-300.0
TP63	-2.7040282939	7.2572711722	4.5532428783	0.0651826209654	0.0515147574471	0.0381680942071	0.0613910806313	0.0487312967932	0.0352770969351	-0.0229563732611	-139.360583241	0.804532322757	0.811525180301	0.0641929359074	0.729762870448	0.748577911011	0.0382458038117	-0.351129327218	-300.0	0.275584128276	0.277035459265	0.0569410615559	0.264166687033	0.261436109731	0.0328251217633	-0.134204275534	-2.56229761987	0.337980626849	0.336641208873	0.0953522087942	0.337350509362	0.327655742306	0.0430524161126	-0.0174230651501	-272.071564178
NFKB1	-2.6782338148	9.3209454444	6.6427116296	0.0749620572958	0.0586298906979	0.0413063051101	0.0723315020211	0.0574818993805	0.0372880871073	-0.0918334429692	-300.0	0.868113750552	0.87283279466	0.0506657422175	0.753555296393	0.766107558005	0.0306916926228	-0.701311119933	-300.0	0.657818324545	0.635707801763	0.0951879371966	0.588435859455	0.588829462036	0.0860360338441	-0.247727272727	-4.00699033964	0.337442086195	0.337639516837	0.0522366145474	0.32653899335	0.326126149664	0.0234492971876	-0.161681231745	-300.0
MEF2C	-2.312784923	10.5691021611	8.2563172381	0.0859147172961	0.0694245672227	0.0410909720948	0.0667479727567	0.0508764674935	0.0358099269297	-0.222107014942	-300.0	0.737945133134	0.751049582512	0.0424646553688	0.756435731144	0.762771876275	0.059779378499	0.0866918906664	-52.5720461888	0.553296332613	0.545821196155	0.0611725804524	0.525729849271	0.527150988105	0.0456991838	-0.188911960133	-5.35087959176	0.337586422618	0.337031938892	0.0376426788201	0.332310309499	0.329793573725	0.0214273095005	-0.160301935741	-300.0
ZEB1	-2.2585500701	7.4546499167	5.1960998466	0.153159565735	0.136159693118	0.0586951939926	0.14192539355	0.117840044409	0.0543816184363	-0.0779988819721	-300.0	0.725929329184	0.730496886463	0.0357126358497	0.729247788732	0.74186794303	0.0599230001848	0.0631786915378	-136.207097289	0.383217580565	0.376130570064	0.0908250507149	0.411568098337	0.378590721094	0.116533533828	0.0610315186246	-0.0808523864409	0.300257841553	0.299848257691	0.051495932806	0.293264501771	0.292124208554	0.0250769722593	-0.0294162120735	-300.0
HNF4G	-2.2212048127	4.5430166222	2.3218118095	0.20126182844	0.167074612727	0.0886823456926	0.178186768983	0.144516920875	0.0863765476225	-0.1086562077	-177.486121797	0.732750354717	0.749208338188	0.0664075259782	0.707002833222	0.716069990394	0.0488120690886	-0.118844798391	-115.839341614	0.502738370841	0.48410588405	0.0932754229021	0.458109174828	0.445926718658	0.0795180855031	-0.182205513784	-1.48126188632	0.325849232548	0.325643785037	0.0386610645351	0.317047994577	0.318435267909	0.0272222040114	-0.0981761021748	-258.474298443
